loop_id	chr1	start1	end1	chr2	start2	end2	logFC	FDR	direction	loop_type_extended	anchor1_mecp2_up	anchor1_mecp2_down	anchor2_mecp2_up	anchor2_mecp2_down	any_mecp2_up	any_mecp2_down
loop_14438	chr2	71540000	71550000	chr2	73270000	73280000	-0.619192147317801	0.0003597607108867	down_in_mutant	Repressed_Promoter-Repressed_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14474	chr2	85240000	85250000	chr2	85560000	85570000	0.402732624089316	0.0038674432313556	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11566	chr2	64965000	64970000	chr2	65120000	65125000	0.318548175924021	0.0133275395946023	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11572	chr2	62345000	62350000	chr2	62455000	62460000	0.509922455545203	0.0026798702099838	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11621	chrX	35830000	35835000	chrX	35995000	36000000	0.522620541278314	0.0026262863962556	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14629	chrX	102950000	102960000	chrX	103110000	103120000	0.543110931336826	2.87997538559923e-05	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14656	chrX	143090000	143100000	chrX	143440000	143450000	0.493641247912845	0.0014291067769106	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14641	chrX	143730000	143740000	chrX	143990000	144000000	0.536795685113934	0.0007852542451953	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11732	chr3	137365000	137370000	chr3	137415000	137420000	-0.338006937339985	0.0134327265498722	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_11741	chr3	122205000	122210000	chr3	122245000	122250000	-0.313264685170645	0.0081272107899657	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_11757	chr3	93360000	93365000	chr3	93490000	93495000	0.331356305956822	0.0034223313618301	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15029	chr3	109700000	109710000	chr3	109850000	109860000	-0.38044555859274	0.0014306878002247	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
loop_11885	chr3	105075000	105080000	chr3	105165000	105170000	0.327844082915205	0.0093223379966857	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11917	chr3	89785000	89790000	chr3	89855000	89860000	0.454292599351586	0.0015459930880652	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11920	chr3	65440000	65445000	chr3	65525000	65530000	-0.390014970314244	0.0118671348522153	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15086	chr3	102080000	102090000	chr3	102240000	102250000	0.374309370590565	0.0012240895388089	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14973	chr3	123690000	123700000	chr3	123970000	123980000	-0.346917232170608	0.0003094793138565	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_14960	chr3	89510000	89520000	chr3	89680000	89690000	0.321124509690147	0.0006694089507019	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15144	chr3	146050000	146060000	chr3	146170000	146180000	0.394293574312413	0.0003340909577808	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11986	chr3	129915000	129920000	chr3	130075000	130080000	0.304125715760291	0.0148989545897574	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15027	chr3	123970000	123980000	chr3	124270000	124280000	-0.394671706464381	0.0004806398676794	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_12019	chr3	51230000	51235000	chr3	51350000	51355000	-0.602496135152088	0.0075350004046885	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12035	chr3	135400000	135405000	chr3	135580000	135585000	0.333059520341928	0.0200085302616487	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12039	chr3	84920000	84925000	chr3	85920000	85925000	-0.302131254739575	0.0132915675900754	down_in_mutant	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12073	chr3	135280000	135285000	chr3	135580000	135585000	0.498104160699776	0.0057212093809887	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15107	chr3	34640000	34650000	chr3	35100000	35110000	0.479534301969259	2.40482192384337e-05	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15314	chr3	59320000	59330000	chr3	60110000	60120000	0.454173607732839	0.0011019456255042	up_in_mutant	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12147	chr4	98545000	98550000	chr4	98635000	98640000	-0.496349737351213	0.0015937157447812	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15419	chr4	6220000	6230000	chr4	6510000	6520000	-0.341450239353076	0.0006430416249234	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12190	chr4	82540000	82545000	chr4	82585000	82590000	-0.329305759799676	0.012276662330146	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15574	chr4	135510000	135520000	chr4	135660000	135670000	0.366899487738564	2.79737887997e-05	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12256	chr4	118215000	118220000	chr4	118290000	118295000	0.418440338108868	0.001042669084223	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12261	chr4	46550000	46555000	chr4	46600000	46605000	-0.328830692479268	0.0050231639987019	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12268	chr4	3615000	3620000	chr4	3675000	3680000	-0.362938316175377	0.0027118912699043	down_in_mutant	Active_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12283	chr4	125160000	125165000	chr4	125960000	125965000	-0.345955437382909	0.0122609754273034	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12294	chr4	152325000	152330000	chr4	152435000	152440000	0.356267550561191	0.0085723559323138	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15592	chr4	139680000	139690000	chr4	139850000	139860000	0.38907404878815	0.0001401005045069	up_in_mutant	Polycomb-CTCF_Site	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
loop_15642	chr4	135220000	135230000	chr4	135310000	135320000	0.351052926865788	0.0001380545376996	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_7605	chr4	107425000	107450000	chr4	107650000	107675000	0.309260250271762	0.0001909991675675	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12370	chr4	115900000	115905000	chr4	115950000	115955000	0.546802900176586	9.40441995482459e-05	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15564	chr4	33520000	33530000	chr4	33890000	33900000	-0.371678264431066	0.0007897412899546	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_12377	chr4	27425000	27430000	chr4	27495000	27500000	-0.324189196430088	0.0274547903092512	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_12378	chr4	16010000	16015000	chr4	16160000	16165000	-0.371799874968384	0.0291979027338117	down_in_mutant	Active_Promoter-Active_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15759	chr4	81560000	81570000	chr4	81720000	81730000	-0.376588661751451	0.0023499803679277	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_12400	chr4	26345000	26350000	chr4	26400000	26405000	-0.364126768802381	0.0136782153514376	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15809	chr4	136070000	136080000	chr4	136160000	136170000	0.381772320971179	0.0001081701542595	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12519	chr4	46610000	46615000	chr4	47035000	47040000	0.343198208607139	0.0090279570325212	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15870	chr4	81560000	81570000	chr4	82060000	82070000	-0.411474937296958	0.0007997251239207	down_in_mutant	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_12544	chr4	140820000	140825000	chr4	140900000	140905000	0.393358042115265	0.0204042772353182	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15740	chr4	124220000	124230000	chr4	124670000	124680000	0.626139588560262	4.49446777177958e-06	up_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14425	chr4	81550000	81575000	chr4	81925000	81950000	-0.37529443403347	6.91951560597886e-05	down_in_mutant	Polycomb-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15859	chr4	81720000	81730000	chr4	81930000	81940000	-0.439287817625715	8.65847429969411e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_19947	chr4	47250000	47260000	chr4	47350000	47360000	0.360255896318671	8.14802466965295e-05	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15879	chr4	45100000	45110000	chr4	45270000	45280000	0.487151227533806	8.82288064173624e-06	up_in_mutant	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12577	chr4	25800000	25805000	chr4	26000000	26005000	-0.334267601259158	0.0275483629953353	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15919	chr4	117830000	117840000	chr4	118290000	118300000	-0.367102596920357	0.0053152188153824	down_in_mutant	Active_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12598	chr4	33395000	33400000	chr4	34230000	34235000	0.389142866438009	0.004789085760411	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15878	chr4	47240000	47250000	chr4	47390000	47400000	0.479875209847958	1.53766333648656e-05	up_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15939	chr4	122800000	122810000	chr4	123080000	123090000	-0.369852469661224	0.0021914533570711	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15858	chr4	85830000	85840000	chr4	86020000	86030000	-0.375487895878596	0.0002625840976971	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15912	chr4	55510000	55520000	chr4	56360000	56370000	0.52094486867161	0.0001291494247347	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16171	chr5	90660000	90670000	chr5	90900000	90910000	-0.358386209303954	7.04455419773794e-05	down_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12735	chr5	115355000	115360000	chr5	115440000	115445000	0.30102261567402	0.0100070962777591	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12740	chr5	35890000	35895000	chr5	35970000	35975000	0.303022352814043	0.0099136550477718	up_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12745	chr5	142935000	142940000	chr5	143035000	143040000	0.328245878176941	0.0075956309420027	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12758	chr5	86190000	86195000	chr5	86410000	86415000	-0.349190223027828	0.0259347454462345	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16291	chr5	102200000	102210000	chr5	102690000	102700000	0.301767256498187	0.0007308804201869	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12807	chr5	136790000	136795000	chr5	136880000	136885000	0.310712423475928	0.018241328143512	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12825	chr5	113180000	113185000	chr5	113225000	113230000	0.330429359399506	0.0020632941723692	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12830	chr5	26280000	26285000	chr5	26875000	26880000	0.339178783336619	0.0116546086303915	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16305	chr5	114240000	114250000	chr5	114300000	114310000	0.315515526442857	0.0001585703216322	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12849	chr5	106000000	106005000	chr5	106050000	106055000	-0.39013208225907	0.004597824725245	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_12925	chr5	73135000	73140000	chr5	73380000	73385000	0.350438963424274	0.0034223313618301	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16301	chr5	49970000	49980000	chr5	50210000	50220000	0.378468157276569	0.0002097205010062	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12955	chr5	44300000	44305000	chr5	45275000	45280000	0.38545071220155	0.0071735586623288	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12974	chr5	134745000	134750000	chr5	134900000	134905000	0.356888785766526	0.0244327389525654	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_12999	chr5	68350000	68355000	chr5	68465000	68470000	-0.410655739650121	0.0118671348522153	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_13030	chr5	67845000	67850000	chr5	68110000	68115000	-0.638633307655441	0.0117480747585707	down_in_mutant	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16482	chr5	64380000	64390000	chr5	64860000	64870000	0.411323033301107	0.0002301635492129	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13051	chr5	34915000	34920000	chr5	35040000	35045000	0.441893416782249	0.0069242364604734	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16551	chr5	4480000	4490000	chr5	4750000	4760000	-0.363396869145835	0.0006510905050487	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_16261	chr5	113100000	113110000	chr5	113150000	113160000	0.320838639029763	0.0001282190338703	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16574	chr5	77080000	77090000	chr5	77210000	77220000	0.341844078471489	0.0010109033291586	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16420	chr5	144460000	144470000	chr5	144730000	144740000	0.315043073081022	0.0023517092188176	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16547	chr5	67040000	67050000	chr5	67230000	67240000	0.345944049979127	0.0001795810437206	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13105	chr5	66260000	66265000	chr5	66370000	66375000	0.339099072687327	0.0130359506450365	up_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13108	chr5	41050000	41055000	chr5	41765000	41770000	0.333288053703637	0.0280248256174084	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	0.0003619590952983	up_in_mutant	Active_Promoter-Active_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16520	chr5	35380000	35390000	chr5	35500000	35510000	0.457015647241989	2.56965349966715e-06	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16478	chr5	119740000	119750000	chr5	120080000	120090000	0.34032383546796	0.0001206876747911	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13141	chr5	33035000	33040000	chr5	33140000	33145000	0.380170554800616	0.0156471121142045	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13149	chr5	99245000	99250000	chr5	99580000	99585000	0.361739276906769	0.0134534473290317	up_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13150	chr5	43835000	43840000	chr5	43990000	43995000	0.585071720583395	0.0023263079236526	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13160	chr5	97125000	97130000	chr5	97595000	97600000	0.381507276124207	0.0134534473290317	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16664	chr5	89540000	89550000	chr5	89680000	89690000	0.35160463097609	0.0003610356883429	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16646	chr5	72350000	72360000	chr5	72500000	72510000	0.362285877750004	0.0003896080186717	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13179	chr5	36030000	36035000	chr5	36395000	36400000	0.702782885341812	0.0001948251958708	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16693	chr5	76580000	76590000	chr5	76840000	76850000	0.55445454428697	1.77749862310126e-05	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13241	chr6	91165000	91170000	chr6	91275000	91280000	0.318619691702003	0.0048071351046168	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16840	chr6	106920000	106930000	chr6	107060000	107070000	-0.464143370622962	6.06694744218226e-05	down_in_mutant	Active_Enhancer-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16924	chr6	135240000	135250000	chr6	135370000	135380000	0.379535054366639	0.0001812379486588	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16964	chr6	106820000	106830000	chr6	107060000	107070000	-0.460142036374817	4.70951493747973e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_13399	chr6	124640000	124645000	chr6	124735000	124740000	-0.390302664834483	0.0105731175137132	down_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16866	chr6	149130000	149140000	chr6	149370000	149380000	-0.324217208040856	7.01824662666438e-05	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13428	chr6	135085000	135090000	chr6	135140000	135145000	0.326641222137857	0.0077460376627262	up_in_mutant	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13438	chr6	48010000	48015000	chr6	48085000	48090000	-0.353778008481135	0.0126695074324645	down_in_mutant	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17001	chr6	118170000	118180000	chr6	118370000	118380000	0.350256268877323	2.69064784108487e-05	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16965	chr6	92280000	92290000	chr6	92660000	92670000	0.396865022152964	0.0004247163020267	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13457	chr6	125620000	125625000	chr6	125660000	125665000	0.319410099592029	0.0097474113324354	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16959	chr6	65120000	65130000	chr6	65450000	65460000	-0.410346071388442	5.31918491301366e-05	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13466	chr6	24105000	24110000	chr6	24170000	24175000	-0.355475889444947	0.012477448323499	down_in_mutant	Active_Enhancer-Other	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_16932	chr6	91770000	91780000	chr6	91850000	91860000	0.463329629067563	3.75435118466486e-05	up_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13478	chr6	85155000	85160000	chr6	85235000	85240000	0.414660558041867	0.0016863693998006	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17011	chr6	20640000	20650000	chr6	21210000	21220000	-0.585153563235224	0.0001202010066871	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17115	chr6	14840000	14850000	chr6	16970000	16980000	-0.328492831990349	0.0048031221160271	down_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16910	chr6	43400000	43410000	chr6	43660000	43670000	-0.77147728872594	2.6019767419485e-07	down_in_mutant	Active_Enhancer-Other	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_17068	chr6	51200000	51210000	chr6	52220000	52230000	-0.501580663693141	4.89406977282993e-05	down_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16970	chr6	13880000	13890000	chr6	13980000	13990000	-0.302462493652832	0.0003614764220882	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20196	chr6	147000000	147010000	chr6	147110000	147120000	-0.36569609878603	0.000269691621703	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17061	chr6	135520000	135530000	chr6	135820000	135830000	0.449921771793009	5.59508730920136e-05	up_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13533	chr6	117755000	117760000	chr6	117825000	117830000	0.307274070951395	0.0180612460532226	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13540	chr6	125620000	125625000	chr6	126165000	126170000	-0.530984267119101	0.0132915675900754	down_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17130	chr6	124260000	124270000	chr6	124370000	124380000	0.321033751604795	0.0029826171205333	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17159	chr6	121330000	121340000	chr6	121530000	121540000	0.801576139959754	2.35670186945449e-07	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17167	chr6	13750000	13760000	chr6	14500000	14510000	-0.303700456391273	0.0022046087473606	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20220	chr6	19570000	19580000	chr6	20640000	20650000	-0.341372085025536	0.011038864297503	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17058	chr6	18400000	18410000	chr6	18810000	18820000	0.434644188298435	8.16990511890919e-06	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20207	chr6	135900000	135910000	chr6	136170000	136180000	0.348739251256936	0.0010399408119051	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17171	chr6	119480000	119490000	chr6	119920000	119930000	0.361136790279316	0.0010835149120923	up_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17197	chr6	99800000	99810000	chr6	100640000	100650000	0.447095363932175	0.0001385807929602	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17247	chr6	52270000	52280000	chr6	52570000	52580000	0.487993638551823	4.11574825338867e-05	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13635	chr6	58545000	58550000	chr6	58765000	58770000	0.330109988744206	0.0290087867253882	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_3979	chr6	52250000	52275000	chr6	52725000	52750000	0.303629495186192	0.0012421215939085	up_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17265	chr6	81980000	81990000	chr6	82110000	82120000	0.45310122309152	0.0001198231480114	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13647	chr6	48815000	48820000	chr6	48955000	48960000	0.387745795664681	0.0204291994511251	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17288	chr6	17360000	17370000	chr6	17590000	17600000	0.445921233096118	0.0002045303220719	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
