gene	chr	start	end	wt_hmc	hmc_ctrl_M	hmc_ctrl_F	gb_ctrl_signal	dmr_qvalue	mod_difference	significant	chromatin_state	pred_prob_a
Tshz1	chr18	84011626	84087705	0.2605	0.258	0.263	2.901533	1.28631154431999e-80	-0.0396747321205701	TRUE	Active_Promoter	0.928103080302442
Cuedc2	chr19	46329811	46338701	0.2605	0.259	0.262	1.268457	4.25224379871602e-13	-0.0546866492817427	TRUE	Active_Promoter	0.928103080302442
Trim8	chr19	46501701	46516847	0.2605	0.251	0.27	1.483122	0.976380215630458	0.00139254685984841	FALSE	Active_Promoter	0.928103080302442
Kcnip3	chr2	127456497	127522093	0.2605	0.249	0.272	2.040152	3.30679837773492e-24	-0.0334165685225044	TRUE	Active_Promoter	0.928103080302442
Slc23a2	chr2	132052495	132145107	0.2605	0.257	0.264	0.993334	3.82803570579817e-33	-0.0284010415039971	TRUE	Active_Promoter	0.928103080302442
Gm128	chr3	95236919	95241597	0.2605	0.27	0.251	0.805087	0.0112656819238106	-0.0256538464098113	TRUE	Unmarked	0.928103080302442
Cyb561d1	chr3	108195686	108201211	0.2605	0.243	0.278	3.010759	0.276926105444563	-0.0139132659916726	FALSE	Active_Promoter	0.928103080302442
Megf9	chr4	70427064	70534994	0.2605	0.259	0.262	0.842368	5.27581631408099e-13	-0.0222223051608021	TRUE	Active_Promoter	0.928103080302442
Igf1r	chr7	67952826	68233667	0.2605	0.259	0.262	1.479081	6.77205190276711e-153	-0.0302685102128679	TRUE	Active_Promoter	0.928103080302442
Dync1li2	chr8	104417679	104443046	0.2605	0.258	0.263	1.00301	3.53815175749312e-14	-0.0295253898172407	TRUE	Active_Promoter	0.928103080302442
Fzd1	chr5	4753838	4758034	0.2605	0.237	0.284	8.927946	1.18996362098745e-17	-0.0901386957644706	TRUE	Active_Promoter	0.928103080302442
Inpp4a	chr1	37299864	37410735	0.26	0.255	0.265	1.595527	9.71706065239657e-10	-0.0152385085193515	TRUE	Active_Promoter	0.927584943606852
Mgst3	chr1	167371965	167393840	0.26	0.265	0.255	1.213908	8.48353313790045e-18	-0.0392958101459362	TRUE	Active_Promoter	0.927584943606852
Ust	chr10	8204755	8518824	0.26	0.26	0.26	1.284472	1.34853037893042e-66	-0.023189346292409	TRUE	Active_Promoter	0.927584943606852
Fam171a2	chr11	102436980	102447681	0.26	0.278	0.242	1.859978	0.0549266489037123	-0.023185534325986	FALSE	Active_Promoter	0.927584943606852
Ddx5	chr11	106780354	106789184	0.26	0.275	0.245	0.56937	0.260052975702296	0.010252532157228	FALSE	Unmarked	0.927584943606852
Tmem104	chr11	115187486	115247022	0.26	0.255	0.265	1.86161	1.0859910216741e-09	-0.0175820505153243	TRUE	Unmarked	0.927584943606852
Sp4	chr12	118234932	118301439	0.26	0.263	0.257	0.551146	3.24217466441308e-47	-0.0501606526514234	TRUE	Active_Promoter	0.927584943606852
Myh9	chr15	77760586	77842174	0.26	0.26	0.26	1.673248	0.0107607547096524	-0.00703490373059007	TRUE	Active_Promoter	0.927584943606852
Arf3	chr15	98736633	98763213	0.26	0.26	0.26	0.498906	8.10558154560023e-24	-0.0420948034799137	TRUE	Unmarked	0.927584943606852
Tmbim6	chr15	99392881	99410048	0.26	0.258	0.262	0.872997	5.55822584556347e-09	-0.0267569837005882	TRUE	Active_Promoter	0.927584943606852
Cenpb	chr2	131175181	131180066	0.26	0.269	0.251	1.80675	0.102865508427162	-0.0278473189669904	FALSE	Active_Promoter	0.927584943606852
Igsf3	chr3	101377082	101463058	0.26	0.256	0.264	3.81558	1.92289519102297e-85	-0.0422146504914657	TRUE	Repressed_Promoter	0.927584943606852
Eif4e	chr3	138526178	138559695	0.26	0.255	0.265	0.958306	4.35481839400369e-21	-0.0371906449507263	TRUE	Active_Promoter	0.927584943606852
Sipa1l3	chr7	29320371	29518640	0.26	0.257	0.263	1.170596	5.2638583339458e-35	-0.0208351562656853	TRUE	Unmarked	0.927584943606852
Zfp592	chr7	80993680	81045163	0.26	0.247	0.273	0.540947	3.33129070905217e-14	-0.029162021795247	TRUE	Unmarked	0.927584943606852
Cdt1	chr8	122568014	122573553	0.26	0.279	0.241	2.127437	0.0320642716560275	-0.0218408872216591	TRUE	Unmarked	0.927584943606852
Camsap2	chr1	136268122	136346103	0.2595	0.255	0.264	0.727876	2.8458621172204e-17	-0.021552441462602	TRUE	Active_Promoter	0.927063366321787
Aff4	chr11	53350832	53421829	0.2595	0.256	0.263	0.221461	3.62919890087044e-13	-0.0239796624361673	TRUE	Active_Promoter	0.927063366321787
Larp1	chr11	58009063	58062033	0.2595	0.267	0.252	0.841942	1.07892409532934e-17	-0.0316369393869008	TRUE	Active_Promoter	0.927063366321787
Tcam1	chr11	106276671	106288744	0.2595	0.264	0.255	1.576414	0.164225679561529	0.00898020668252458	FALSE	Unmarked	0.927063366321787
Rapgef4	chr2	71981239	72257473	0.2595	0.257	0.262	1.229721	2.21542661167724e-167	-0.0351236078912733	TRUE	Active_Promoter	0.927063366321787
Ccnl1	chr3	65946150	65958248	0.2595	0.247	0.272	1.233107	8.79560168818927e-05	-0.0261745635472812	TRUE	Active_Promoter	0.927063366321787
A3galt2	chr4	128755363	128769297	0.2595	0.258	0.261	1.604348	5.99869419435534e-05	-0.025734257132934	TRUE	Unmarked	0.927063366321787
Slc9a1	chr4	133369705	133423701	0.2595	0.257	0.262	1.307275	2.49406989224771e-09	-0.0204859532616557	TRUE	Active_Promoter	0.927063366321787
Lrrc4	chr6	28661830	28831746	0.2595	0.254	0.265	3.453494	1.14941147911994e-48	-0.0279302088445277	TRUE	Active_Promoter	0.927063366321787
Itm2c	chr1	85894280	85908674	0.259	0.255	0.263	2.35597	0.390666254686079	-0.00831173240941976	FALSE	Active_Promoter	0.926538329839442
Naa30	chr14	49172225	49191030	0.259	0.254	0.264	0.74178	3.37178825214471e-10	-0.0385413822648967	TRUE	Active_Promoter	0.926538329839442
Mapk14	chr17	28691328	28748405	0.259	0.265	0.253	0.61809	8.37031471935616e-14	-0.0228036688150424	TRUE	Active_Promoter	0.926538329839442
Pcdhgc4	chr18	37815078	37841872	0.259	0.251	0.267	2.15913	1.84907491148463e-08	-0.027087535247435	TRUE	Active_Promoter	0.926538329839442
Brd3os	chr2	27442323	27444220	0.259	0.244	0.274	1.731241	0.170601044374458	-0.0292195675551227	FALSE	Unmarked	0.926538329839442
Rimkla	chr4	119465282	119492627	0.259	0.259	0.259	1.072144	6.88903343925898e-17	-0.0340179338414545	TRUE	Unmarked	0.926538329839442
Galnt9	chr5	110544354	110621379	0.259	0.259	0.259	1.365487	7.58992333305284e-18	-0.0253510051986061	TRUE	Active_Promoter	0.926538329839442
Marchf8	chr6	116338023	116409539	0.259	0.256	0.262	1.008297	1.98787860663071e-19	-0.0299595297652998	TRUE	Active_Promoter	0.926538329839442
N4bp1	chr8	86808159	86885257	0.259	0.256	0.262	0.952505	8.70679046975871e-07	-0.0150660335302138	TRUE	Active_Promoter	0.926538329839442
Cadm1	chr9	47530172	47858114	0.259	0.255	0.263	1.210161	7.07674626726131e-306	-0.0415860510893537	TRUE	Active_Promoter	0.926538329839442
Inpp5j	chr11	3494374	3504820	0.2585	0.268	0.249	1.589223	6.01972407552196e-05	-0.0383031026772814	TRUE	Active_Promoter	0.926009815512939
Rab11fip4	chr11	79591211	79698022	0.2585	0.255	0.262	1.636696	0.0908791916823826	-0.00482457756723764	FALSE	Active_Promoter	0.926009815512939
Luc7l3	chr11	94287889	94321987	0.2585	0.254	0.263	0.342043	6.41759326409645e-11	-0.0256036691838699	TRUE	Unmarked	0.926009815512939
Asic1	chr15	99670367	99701129	0.2585	0.262	0.255	1.218896	0.000138047492356654	-0.0179238129969524	TRUE	Active_Promoter	0.926009815512939
Cdh2	chr18	16588876	16809245	0.2585	0.258	0.259	1.423903	0.0255775293024334	-0.00446563390715118	TRUE	Active_Promoter	0.926009815512939
Fam102a	chr2	32535331	32569755	0.2585	0.254	0.263	NA	5.21858323975972e-12	-0.0279626519497634	TRUE	Active_Promoter	0.926009815512939
Fbxw2	chr2	34804513	34826310	0.2585	0.243	0.274	0.366017	2.60899521954876e-13	-0.0447901581095926	TRUE	Unmarked	0.926009815512939
Selenot	chr3	58576635	58593132	0.2585	0.249	0.268	0.87465	1.63344432005712e-09	-0.033281421531563	TRUE	Active_Promoter	0.926009815512939
Tmem246	chr4	49584505	49597875	0.2585	0.239	0.278	NA	2.69371232475191e-11	-0.0419043231589328	TRUE	Active_Promoter	0.926009815512939
Hnrnpd	chr5	99955934	99978937	0.2585	0.254	0.263	0.676265	7.75526384789132e-09	-0.0313021998164883	TRUE	Active_Promoter	0.926009815512939
Bicdl1	chr5	115648174	115731620	0.2585	0.254	0.263	0.868592	3.29597927088014e-07	-0.0118164173385529	TRUE	Active_Promoter	0.926009815512939
Arglu1	chr8	8665074	8690520	0.2585	0.261	0.256	1.021145	3.4143223133578e-14	-0.0338939383919316	TRUE	Active_Promoter	0.926009815512939
Sorl1	chr9	41964719	42124296	0.2585	0.258	0.259	1.04621	3.91050715922032e-29	-0.0185295817739838	TRUE	Active_Promoter	0.926009815512939
Il20rb	chr9	100457718	100486787	0.2585	0.261	0.256	1.337213	0.000130858446369713	-0.0169716033312747	TRUE	Unmarked	0.926009815512939
Mpzl1	chr1	165592239	165634537	0.258	0.256	0.26	1.445574	1.16804880050186e-64	-0.049951057222714	TRUE	Active_Promoter	0.925477804657236
Vdac2	chr14	21825237	21845878	0.258	0.257	0.259	0.721674	1.26178237652599e-07	-0.0290359016754044	TRUE	Active_Promoter	0.925477804657236
Ccdc167	chr17	29687356	29717043	0.258	0.252	0.264	2.982254	0.00595839355455199	-0.0122647701038515	TRUE	Unmarked	0.925477804657236
Fam210a	chr18	68260186	68300332	0.258	0.251	0.265	0.814263	1.8365005116485e-50	-0.0542719974223707	TRUE	Active_Promoter	0.925477804657236
Srxn1	chr2	152105515	152111375	0.258	0.248	0.268	1.428949	8.08788835490396e-07	-0.0462900891725747	TRUE	Unmarked	0.925477804657236
Guca2b	chr4	119656606	119658953	0.258	0.262	0.254	2.806069	0.296188319916352	-0.0322150523028245	FALSE	Unmarked	0.925477804657236
Clstn1	chr4	149586467	149648898	0.258	0.262	0.254	0.609232	8.64289515880591e-18	-0.0232851150099751	TRUE	Active_Promoter	0.925477804657236
Rer1	chr4	155074109	155086381	0.258	0.253	0.263	0.736503	1.75021414554025e-13	-0.0426527179423094	TRUE	Unmarked	0.925477804657236
Ctbp1	chr5	33247722	33274993	0.258	0.249	0.267	1.052067	8.71396451166286e-16	-0.0400935159710959	TRUE	Active_Promoter	0.925477804657236
Rph3a	chr5	120940498	121010091	0.258	0.26	0.256	1.091524	3.42593051909181e-12	-0.0218519004125433	TRUE	Active_Promoter	0.925477804657236
Mlf2	chr6	124931385	124937237	0.258	0.269	0.247	1.130094	1.97225728462815e-13	-0.0623424286177419	TRUE	Active_Promoter	0.925477804657236
Thrsp	chr7	97412937	97417729	0.258	0.257	0.259	1.581832	0.5826637050958	0.00682322996271173	FALSE	Unmarked	0.925477804657236
Kank2	chr9	21766783	21798743	0.258	0.251	0.265	1.24929	5.1833599939526e-08	-0.023559056717384	TRUE	Unmarked	0.925477804657236
Septin3	chr15	82268801	82294573	0.2575	0.265	0.25	2.22056	0.00106832978041312	-0.0173829631638107	TRUE	Active_Promoter	0.924942278550057
Tnk2	chr16	32643873	32683492	0.2575	0.259	0.256	1.742485	5.0790579728031e-05	-0.0175021175885982	TRUE	Active_Promoter	0.924942278550057
Bricd5	chr17	24473883	24475468	0.2575	0.304	0.211	1.416497	0.000320757828987803	-0.074398555381287	TRUE	Unmarked	0.924942278550057
Gpr153	chr4	152274231	152285336	0.2575	0.259	0.256	3.666797	1.5609754350187e-07	-0.0354615213254423	TRUE	Unmarked	0.924942278550057
Epn1	chr7	5080234	5098177	0.2575	0.261	0.254	0.459503	1.78637312123129e-07	-0.0315730574673205	TRUE	Unmarked	0.924942278550057
Lin7b	chr7	45367890	45370582	0.2575	0.248	0.267	1.987604	0.783759281777915	-0.00497435715143685	FALSE	Active_Promoter	0.924942278550057
Setd2	chr9	110532596	110618632	0.2575	0.253	0.262	0.319752	3.73550955524135e-36	-0.0325500609438563	TRUE	Active_Promoter	0.924942278550057
Hsf1	chr15	76477421	76501912	0.257	0.253	0.261	0.464608	3.11486650599768e-20	-0.0487950288701304	TRUE	Active_Promoter	0.924403218432832
E2f1	chr2	154559406	154569891	0.257	0.255	0.259	3.25232	0.982063034353062	0.000713258181622212	FALSE	Unmarked	0.924403218432832
Gclm	chr3	122245556	122270731	0.257	0.258	0.256	0.803003	1.73419324030235e-152	-0.109341876534835	TRUE	Active_Promoter	0.924403218432832
Tmem121b	chr6	120488938	120493806	0.257	0.257	0.257	4.506478	0.159083014341685	-0.0214123142360946	FALSE	Unmarked	0.924403218432832
Apbb1	chr7	105558482	105581652	0.257	0.257	0.257	0.959404	0.675321633195664	0.00288050190707617	FALSE	Active_Promoter	0.924403218432832
Purg	chr8	33386324	33417466	0.257	0.26	0.254	1.374573	9.02932825654616e-10	-0.0243696434647324	TRUE	Active_Promoter	0.924403218432832
Nhsl2	chrX	101849384	102092054	0.257	0.337	0.177	1.480456	5.58029433977746e-12	-0.0144523797034073	TRUE	Bivalent_Promoter	0.924403218432832
Gdap1	chr1	17145361	17164270	0.2565	0.247	0.266	1.371225	0.00198486324868898	-0.0230588763303675	TRUE	Active_Promoter	0.923860605511666
Gm10277	chr11	77785452	77787746	0.2565	0.267	0.246	NA	0.0101092532922663	-0.0454680257975933	TRUE	Active_Enhancer	0.923860605511666
Zmym2	chr14	56886652	56962700	0.2565	0.255	0.258	0.381112	1.65365328027448e-17	-0.0265610793102129	TRUE	Active_Promoter	0.923860605511666
Tubgcp6	chr15	89098356	89123111	0.2565	0.258	0.255	1.136807	8.6505871742649e-09	-0.0264804773319308	TRUE	Unmarked	0.923860605511666
Tuba1c	chr15	99029890	99038109	0.2565	0.249	0.264	3.411332	3.03333443667709e-06	-0.0434848961567277	TRUE	Repressed_Promoter	0.923860605511666
Mb21d2	chr16	28826175	28929672	0.2565	0.254	0.259	2.133536	1.28497787085718e-126	-0.0427876421783797	TRUE	Active_Promoter	0.923860605511666
Kat2b	chr17	53566860	53672719	0.2565	0.258	0.255	0.659441	4.52122175062961e-26	-0.0250484058505998	TRUE	Active_Promoter	0.923860605511666
Grin1	chr2	25291180	25319186	0.2565	0.257	0.256	1.568263	3.34492083794816e-05	-0.0222161924102246	TRUE	Active_Promoter	0.923860605511666
Mapk8ip1	chr2	92383675	92401262	0.2565	0.257	0.256	2.269835	0.607049316740469	-0.00446192985650623	FALSE	Active_Promoter	0.923860605511666
Rab33b	chr3	51483919	51496231	0.2565	0.255	0.258	0.807452	8.22483435334916e-23	-0.0538907197141558	TRUE	Unmarked	0.923860605511666
Sit1	chr4	43482080	43483733	0.2565	0.241	0.272	3.333954	0.215966680317383	-0.0272973638816093	FALSE	Unmarked	0.923860605511666
Hmgcl	chr4	135946447	135962616	0.2565	0.255	0.258	0.657054	7.46092110291708e-29	-0.06006875025784	TRUE	Unmarked	0.923860605511666
Rab35	chr5	115631907	115647735	0.2565	0.249	0.264	0.731122	0.0906602441043613	-0.0100340382891072	FALSE	Unmarked	0.923860605511666
2410131K14Rik	chr5	118245226	118266092	0.2565	0.26	0.253	NA	0.0134445999827368	-0.0138048859285737	TRUE	Unmarked	0.923860605511666
Usp12	chr5	146734808	146795005	0.2565	0.256	0.257	0.652712	1.54874015967052e-20	-0.0241465607132226	TRUE	Unmarked	0.923860605511666
Lipe	chr7	25379526	25398709	0.2565	0.259	0.254	1.748376	8.77343961837032e-06	-0.025794504078197	TRUE	Unmarked	0.923860605511666
Cd81	chr7	143052738	143067933	0.2565	0.272	0.241	1.910099	0.848248250219881	-0.00266880664138022	FALSE	Active_Promoter	0.923860605511666
Septin7	chr9	25252438	25308570	0.2565	0.254	0.259	0.322347	4.97937958777089e-27	-0.0417345070862628	TRUE	Active_Promoter	0.923860605511666
Bcl9l	chr9	44482824	44511895	0.2565	0.266	0.247	2.625495	0.537150333319582	-0.00561954843350737	FALSE	Active_Promoter	0.923860605511666
Lingo1	chr9	56618474	56796467	0.2565	0.255	0.258	3.041743	0.000239132709649493	-0.0076858361536164	TRUE	Active_Promoter	0.923860605511666
Cntn2	chr1	132509426	132543255	0.256	0.252	0.26	2.016384	0.990166011006361	0.0006496706322075	FALSE	Active_Promoter	0.923314420958319
G0s2	chr1	193272160	193273216	0.256	0.248	0.264	4.219889	0.599277823607682	0.0161211661585594	FALSE	Unmarked	0.923314420958319
Tspan13	chr12	36014556	36042499	0.256	0.255	0.257	1.010245	3.50001571972675e-12	-0.0281667522317028	TRUE	Active_Promoter	0.923314420958319
Map1a	chr2	121289599	121310831	0.256	0.259	0.253	2.217036	0.802945505573413	-0.00239603850616688	FALSE	Active_Promoter	0.923314420958319
Atp1a1	chr3	101576218	101604683	0.256	0.253	0.259	1.984365	1.84685924066304e-06	-0.0186912421276983	TRUE	Active_Promoter	0.923314420958319
Csde1	chr3	103020425	103058185	0.256	0.259	0.253	0.419337	6.25797621739129e-22	-0.0403423809592513	TRUE	Active_Promoter	0.923314420958319
Nr2c2	chr6	92091389	92174293	0.256	0.255	0.257	0.572146	1.20405022248051e-20	-0.0314739688578916	TRUE	Active_Promoter	0.923314420958319
Maml2	chr9	13297956	13709387	0.256	0.254	0.258	1.089469	6.27793190959186e-111	-0.030897111934319	TRUE	Active_Promoter	0.923314420958319
Atg4d	chr9	21265292	21277771	0.256	0.257	0.255	0.589228	4.22620831369123e-08	-0.0351411038214468	TRUE	Unmarked	0.923314420958319
Zbtb38	chr9	96682769	96752830	0.256	0.256	0.256	1.169398	1.08467532569766e-67	-0.037202509060818	TRUE	Active_Promoter	0.923314420958319
Clk1	chr1	58410188	58424065	0.2555	0.239	0.272	0.537537	6.71502292776289e-08	-0.0297887094495569	TRUE	Active_Promoter	0.922764645911201
Zmiz2	chr11	6389073	6406157	0.2555	0.255	0.256	1.15816	4.36711640690118e-07	-0.0353868404852215	TRUE	Unmarked	0.922764645911201
Smarca2	chr19	26605049	26778321	0.2555	0.253	0.258	1.330171	1.39498722609795e-156	-0.0419436328208364	TRUE	Active_Promoter	0.922764645911201
Tgfbr3	chr5	107106569	107289628	0.2555	0.257	0.254	1.609716	6.25044114129147e-10	-0.0102262164217552	TRUE	Active_Promoter	0.922764645911201
Camkk2	chr5	122731169	122779408	0.2555	0.255	0.256	0.708718	7.0230974368764e-10	-0.0181346273985037	TRUE	Active_Promoter	0.922764645911201
Tmem86b	chr7	4628039	4631421	0.2555	0.273	0.238	0.842462	0.0124463882716307	-0.046483847843001	TRUE	Unmarked	0.922764645911201
Rab33a	chrX	48519284	48530231	0.2555	0.345	0.166	0.829205	6.32203770806257e-05	-0.0399035953508678	TRUE	Active_Promoter	0.922764645911201
Cab39	chr1	85793440	85851575	0.255	0.258	0.252	0.608512	6.01327332437731e-21	-0.0320781946798028	TRUE	Active_Promoter	0.922211261476395
Fgf22	chr10	79755075	79758595	0.255	0.247	0.263	1.88153	0.0828589856289616	-0.0250749603838658	FALSE	Unmarked	0.922211261476395
Myh10	chr11	68691558	68816631	0.255	0.256	0.254	0.847569	2.62027309300204e-10	-0.0122498519829501	TRUE	Active_Promoter	0.922211261476395
Med13	chr11	86267032	86357601	0.255	0.25	0.26	0.284132	1.35901224765388e-28	-0.029609313159405	TRUE	Active_Promoter	0.922211261476395
Hbp1	chr12	31926253	31950534	0.255	0.245	0.265	1.518114	1.53012588355029e-27	-0.0516167947939808	TRUE	Active_Promoter	0.922211261476395
Cdk13	chr13	17710314	17805096	0.255	0.251	0.259	0.448372	2.50798083645893e-38	-0.0400805012207194	TRUE	Active_Promoter	0.922211261476395
Card9	chr2	26352175	26360917	0.255	0.244	0.266	1.473417	0.574776890941718	-0.00678152904582269	FALSE	Active_Promoter	0.922211261476395
Prune1	chr3	95253673	95282075	0.255	0.253	0.257	0.638781	5.06340138866288e-10	-0.02503258680727	TRUE	Active_Promoter	0.922211261476395
Fbxo41	chr6	85469573	85502993	0.255	0.255	0.255	1.161814	5.40608445073222e-40	-0.0557924163798111	TRUE	Active_Promoter	0.922211261476395
Arhgap17	chr7	123279217	123369914	0.255	0.253	0.257	0.908123	2.34821920099605e-108	-0.0522463078413206	TRUE	Unmarked	0.922211261476395
Mob2	chr7	142008534	142061064	0.255	0.259	0.251	0.891039	9.73298515263196e-11	-0.0308969189354478	TRUE	Active_Promoter	0.922211261476395
Rab9	chrX	166457252	166479866	0.255	0.346	0.164	0.558852	3.19923912442453e-13	-0.0420861837222498	TRUE	Unmarked	0.922211261476395
C2cd4c	chr10	79606853	79614024	0.2545	0.235	0.274	5.083232	0.343204662023602	0.0154454749397878	FALSE	Unmarked	0.921654248728692
Epn3	chr11	94489598	94499973	0.2545	0.246	0.263	2.036556	0.0124543233404193	-0.0217855963583751	TRUE	Active_Promoter	0.921654248728692
4833439L19Rik	chr13	54551217	54565434	0.2545	0.246	0.263	1.113388	6.06895883439313e-15	-0.0486476853795895	TRUE	Active_Promoter	0.921654248728692
Polr3h	chr15	81888227	81926239	0.2545	0.244	0.265	0.878081	4.15118011235237e-30	-0.0417149864282361	TRUE	Unmarked	0.921654248728692
Skil	chr3	31095057	31122576	0.2545	0.244	0.265	1.214701	4.57664756934204e-06	-0.0190368627192773	TRUE	Active_Promoter	0.921654248728692
Atf7ip	chr6	136506166	136610861	0.2545	0.253	0.256	0.580926	1.77599139748969e-28	-0.0241864079301953	TRUE	Active_Promoter	0.921654248728692
Exoc3l	chr8	105289923	105296100	0.2545	0.287	0.222	2.988531	0.738335845649717	0.00254439026358233	FALSE	Active_Promoter	0.921654248728692
Slc7a5	chr8	121881149	121907693	0.2545	0.246	0.263	3.885777	0.000428750502218011	-0.017273593494015	TRUE	Active_Promoter	0.921654248728692
Natd1	chr11	60902245	60914749	0.254	0.259	0.249	1.530742	0.00136841295253366	-0.0242406759842252	TRUE	Active_Promoter	0.921093588712645
Fbxo33	chr12	59200654	59219724	0.254	0.241	0.267	0.694628	1.74000067505613e-24	-0.0528836521313865	TRUE	Active_Promoter	0.921093588712645
Ep300	chr15	81585350	81652076	0.254	0.255	0.253	0.424977	9.01816291032287e-15	-0.0243214868909191	TRUE	Active_Promoter	0.921093588712645
Xxylt1	chr16	30955143	31081431	0.254	0.254	0.254	3.73364	0.0158082304122138	-0.00552558226888608	TRUE	Active_Promoter	0.921093588712645
Matr3	chr18	35562137	35593834	0.254	0.253	0.255	0.598835	0.169832651849791	-0.00745134090070584	FALSE	Active_Enhancer	0.921093588712645
Oxt	chr2	130576172	130577053	0.254	0.2	0.308	7.271145	0.771605817742754	-0.0273160789514746	FALSE	Repressed_Promoter	0.921093588712645
Elovl6	chr3	129532354	129638494	0.254	0.253	0.255	1.566605	1.13145045851471e-135	-0.0431640933129618	TRUE	Active_Promoter	0.921093588712645
Tardbp	chr4	148612381	148627018	0.254	0.253	0.255	0.434646	7.5969306103674e-13	-0.0376807984505067	TRUE	Active_Promoter	0.921093588712645
H1f8	chr6	115944937	115950235	0.254	0.259	0.249	2.189403	0.393497831298185	0.0111155839308675	FALSE	Unmarked	0.921093588712645
Nova2	chr7	18925887	18965318	0.254	0.242	0.266	0.775486	0.000232128039247066	-0.0146810798655343	TRUE	Unmarked	0.921093588712645
Sbk1	chr7	126248861	126295015	0.254	0.249	0.259	1.27665	0.000113055356443097	-0.0137717374936318	TRUE	Active_Promoter	0.921093588712645
Ctcf	chr8	105636567	105682921	0.254	0.253	0.255	0.474118	9.77391233541672e-25	-0.0369168245988233	TRUE	Active_Promoter	0.921093588712645
Nutf2	chr8	105860579	105879329	0.254	0.254	0.254	0.741624	3.32050011922103e-09	-0.0339048584658307	TRUE	Active_Promoter	0.921093588712645
Retreg2	chr1	75142777	75147912	0.2535	0.254	0.253	1.101829	0.00128916457420366	-0.0415002784754906	TRUE	Active_Promoter	0.920529262443648
Pcbp3	chr10	76761856	76961886	0.2535	0.251	0.256	1.135148	2.32112790924608e-53	-0.0262045756583101	TRUE	Active_Promoter	0.920529262443648
Nfkbia	chr12	55489409	55492646	0.2535	0.258	0.249	3.760791	0.999543556590011	-0.000894570476967504	FALSE	Active_Promoter	0.920529262443648
Optn	chr2	5020641	5064050	0.2535	0.253	0.254	4.725484	0.444732054353851	0.00326588300820813	FALSE	Repressed_Promoter	0.920529262443648
Slc7a14	chr3	31202857	31310377	0.2535	0.249	0.258	1.209662	1.10345225506144e-14	-0.0179596045837998	TRUE	Active_Promoter	0.920529262443648
Nsmaf	chr4	6396206	6454270	0.2535	0.258	0.249	1.348912	6.99333924957544e-39	-0.0380596584958507	TRUE	Active_Promoter	0.920529262443648
Rgs3	chr4	62559846	62704000	0.2535	0.256	0.251	3.406778	6.43855156659171e-21	-0.0189308230742406	TRUE	Active_Promoter	0.920529262443648
Zfp207	chr11	80383278	80405732	0.253	0.244	0.262	0.295526	1.17552974795617e-05	-0.0258183087540867	TRUE	Unmarked	0.919961250909023
Lsm12	chr11	102162496	102185295	0.253	0.25	0.256	0.892939	0.0252597255708841	-0.0115588117473967	TRUE	Unmarked	0.919961250909023
Ubtf	chr11	102304559	102319741	0.253	0.265	0.241	1.178964	2.00482576979154e-10	-0.0406817084259544	TRUE	Unmarked	0.919961250909023
Zfp871	chr17	32765495	32788286	0.253	0.257	0.249	0.242359	9.6913124322332e-17	-0.0367139949263408	TRUE	Active_Promoter	0.919961250909023
Rbm14	chr19	4800568	4811633	0.253	0.254	0.252	1.078157	0.0782249808307824	-0.0104738014911976	FALSE	Active_Promoter	0.919961250909023
Atp5pb	chr3	105942697	105960098	0.253	0.245	0.261	0.36915	5.73169142168142e-10	-0.0419656289392116	TRUE	Active_Promoter	0.919961250909023
Ldlrap1	chr4	134741553	134768023	0.253	0.251	0.255	1.473393	1.22401089636335e-26	-0.0457280950895592	TRUE	Active_Promoter	0.919961250909023
St8sia1	chr6	142821544	142964451	0.253	0.249	0.257	1.216998	1.28558080163424e-83	-0.0357931970313822	TRUE	Active_Promoter	0.919961250909023
Ramac	chr7	81762924	81769490	0.253	0.238	0.268	0.576185	5.74574422994177e-06	-0.0504239757516429	TRUE	Active_Promoter	0.919961250909023
Pagr1a	chr7	127015032	127017351	0.253	0.238	0.268	0.826957	0.0523374639229396	-0.0264139493016526	FALSE	Active_Promoter	0.919961250909023
Slc20a2	chr8	22476787	22569611	0.253	0.254	0.252	0.842132	1.82041398358548e-168	-0.0556047310806561	TRUE	Active_Promoter	0.919961250909023
Cbfa2t3	chr8	122625140	122699108	0.253	0.252	0.254	2.636927	0.00316360691594292	-0.00903489702796403	TRUE	Active_Promoter	0.919961250909023
Sema7a	chr9	57940111	57962864	0.253	0.256	0.25	2.724344	9.84071104800281e-05	-0.0245288714491959	TRUE	Active_Promoter	0.919961250909023
Arpp19	chr9	75037613	75060312	0.253	0.252	0.254	0.487938	8.68014908777007e-15	-0.0430554547846659	TRUE	Unmarked	0.919961250909023
Rgs7bp	chr13	104945903	105054929	0.2525	0.253	0.252	2.369365	1.81555921645943e-41	-0.0295400628034998	TRUE	Active_Promoter	0.919389535069134
Ube2l3	chr16	17152012	17202648	0.2525	0.251	0.254	0.35879	3.85907468519499e-18	-0.0336776283766314	TRUE	Active_Promoter	0.919389535069134
Atp5o	chr16	91684397	91926981	0.2525	0.252	0.253	NA	1.08152991587879e-94	-0.0263681327620843	TRUE	Active_Promoter	0.919389535069134
Gm6133	chr18	78349753	78350700	0.2525	0.244	0.261	NA	0.552835735150413	0.0124035623135942	FALSE	Polycomb	0.919389535069134
