gene	chr	start	end	mc_ctrl	mc_mut	hmc_ctrl	hmc_mut	total_ctrl	total_mut	is_coordinated	is_mecp2_up
Lpar1	chr4	58435255	58553898	0.78466834359806	0.772726342011219	0.0723136037245949	0.0741344381706078	0.856981947322655	0.846860780181827	FALSE	FALSE
Gpi1	chr7	34201330	34230336	0.673500484146691	0.714527223743269	0.175176140869532	0.143582175288954	0.848676625016223	0.858109399032223	TRUE	FALSE
Gpm6b	chrX	166238911	166388988	0.600661119183073	0.610626314520619	0.152079769497061	0.152501444113745	0.752740888680134	0.763127758634364	FALSE	FALSE
Gpr37	chr6	25665878	25690729	0.687265155890048	0.686475309653975	0.0583090608862366	0.0563106478807754	0.745574216776285	0.74278595753475	FALSE	FALSE
Adgrg1	chr8	94974751	95014217	0.617241751020114	0.601213004537271	0.17489808265031	0.181068884254284	0.792139833670424	0.782281888791555	FALSE	FALSE
Gpx1	chr9	108339054	108340343	0.0523321864149832	0.0652497261270956	0.0501162793480985	0.0526832837020538	0.102448465763082	0.117933009829149	FALSE	FALSE
Grb2	chr11	115644045	115708597	0.355557841536072	0.396188981834849	0.336489043856243	0.315920330200662	0.692046885392315	0.712109312035511	TRUE	FALSE
Grcc10	chr6	124739183	124741374	0.312030825194483	0.320883101876534	0.149852677032421	0.119649508086837	0.461883502226904	0.440532609963371	FALSE	FALSE
Gria1	chr11	57011387	57330244	0.754826768003949	0.743025437707672	0.0891103762911351	0.127442925721688	0.843937144295084	0.87046836342936	FALSE	FALSE
Gria2	chr3	80681450	80802835	0.567567780851126	0.555794616529767	0.273898191595027	0.263647603217303	0.841465972446153	0.81944221974707	FALSE	FALSE
Gria4	chr9	4417896	4796234	0.609649065727684	0.582334980249474	0.266634791021888	0.278607070236774	0.876283856749572	0.860942050486248	FALSE	FALSE
Grid1	chr14	34820108	35583379	0.766625775601203	0.756280102255277	0.100199962492724	0.125442745552707	0.866825738093927	0.881722847807984	FALSE	FALSE
Grid2	chr6	63255876	64704323	0.752110369261406	0.758136413116075	0.133231842685743	0.12387379244368	0.885342211947149	0.882010205559755	TRUE	FALSE
Grik1	chr16	87895900	88290265	0.787926727628208	0.785595611978743	0.0637405774685138	0.0640752704546221	0.851667305096722	0.849670882433365	FALSE	FALSE
Grik2	chr10	49094833	49788766	0.581103623474525	0.574779664663389	0.278094487599494	0.268280426331156	0.859198111074019	0.843060090994545	FALSE	FALSE
Grik3	chr4	125490700	125714173	0.707319454090859	0.694900651082813	0.102681001027816	0.136574727666112	0.810000455118675	0.831475378748925	FALSE	FALSE
Grik5	chr7	25009849	25072346	0.6704348244598	0.647844657533264	0.185422478944267	0.184661853504627	0.855857303404067	0.832506511037891	FALSE	FALSE
Grin1	chr2	25291181	25319187	0.29578861372336	0.296304847671434	0.252212276182881	0.229996083772656	0.548000889906241	0.52630093144409	FALSE	FALSE
Grin2a	chr16	9567898	9994923	0.563769029299653	0.595561464101369	0.278164983318909	0.252121300165531	0.841934012618562	0.8476827642669	TRUE	FALSE
Grin2b	chr6	135713233	136173511	0.738247143628215	0.731706953491595	0.148264164953882	0.158886533846101	0.886511308582097	0.890593487337696	FALSE	FALSE
Grin2c	chr11	115249169	115267243	0.275331729583764	0.356700125962852	0.261586536616358	0.24164507382139	0.536918266200122	0.598345199784242	TRUE	FALSE
Grin2d	chr7	45831883	45870429	0.719529679742269	0.710610663258457	0.0834003647297428	0.0828904629531979	0.802930044472012	0.793501126211655	FALSE	FALSE
Nr3c1	chr18	39410545	39519421	0.483874938989633	0.602457005036302	0.281623776260651	0.243478700555865	0.765498715250284	0.845935705592167	TRUE	FALSE
Grm1	chr10	10686059	11082356	0.540454822996068	0.577325577508256	0.291753372992841	0.265805102109386	0.832208195988909	0.843130679617642	TRUE	FALSE
Grm8	chr6	27275119	28135178	0.80024474202739	0.79608245990378	0.049059965394558	0.0537455721367217	0.849304707421948	0.849828032040502	FALSE	FALSE
Grn	chr11	102430315	102437048	0.278360030458868	0.285857884170149	0.247728241560419	0.243780481041288	0.526088272019287	0.529638365211437	FALSE	FALSE
Hspa5	chr2	34771970	34777547	0.288133910731599	0.310290900676282	0.26196946808535	0.230545645473117	0.550103378816949	0.540836546149399	TRUE	FALSE
Grpr	chrX	163513904	163549677	0.760787587010937	0.745205818294932	0.0443853841557732	0.044310575926197	0.80517297116671	0.789516394221129	FALSE	FALSE
Gsc	chr12	104471209	104473330	0.25067201743873	0.175987734150804	0.0210915886702567	0.0350899215356742	0.271763606108987	0.211077655686478	FALSE	FALSE
Gsx1	chr5	147188696	147190947	0.0435717060600564	0.0482950919579839	0.0148807601610661	0.0103751201856603	0.0584524662211225	0.0586702121436442	FALSE	FALSE
Gsx2	chr5	75075601	75077893	0.0306612217965566	0.0218641496175956	0.00622870124952669	0.00483005997273854	0.0368899230460833	0.0266942095903341	FALSE	FALSE
Nkx6-2	chr7	139579376	139582797	0.54064140815693	0.531277397715212	0.091076128202723	0.0813396173149893	0.631717536359653	0.612617015030201	FALSE	FALSE
Gucy2d	chr7	98440416	98477479	0.727901226622327	0.736482996292413	0.120538670998117	0.125339070710708	0.848439897620444	0.861822067003121	FALSE	FALSE
Gucy2e	chr11	69218117	69237036	0.73722024763219	0.711199901518424	0.0713524610036687	0.076854980534303	0.808572708635859	0.788054882052727	FALSE	FALSE
H2-D1	chr17	35262730	35267499	0.698959228748511	0.68813290813547	0.150836693677014	0.134819352465768	0.849795922425525	0.822952260601238	FALSE	FALSE
H2-K1	chr17	33996017	34000347	0.648304114841269	0.59862738091109	0.0558669350680035	0.057748845047556	0.704171049909273	0.656376225958646	FALSE	FALSE
H2-M3	chr17	37270220	37274484	0.58865981387899	0.569322106341363	0.0733518824636414	0.0815010623277859	0.662011696342631	0.650823168669149	FALSE	FALSE
Hand2	chr8	57320983	57324633	0.0421069413924198	0.0340837581497471	0.00574699870722802	0.00233285796601876	0.0478539400996478	0.0364166161157659	FALSE	FALSE
Hap1	chr11	100347327	100356128	0.67234767520767	0.668098832007453	0.146371667591654	0.123865182155091	0.818719342799324	0.791964014162544	FALSE	FALSE
Hcn1	chr13	117602320	117987418	0.700733804500489	0.724834384689795	0.19373793490388	0.178199110640296	0.894471739404369	0.903033495330091	TRUE	TRUE
Hcrt	chr11	100761069	100762931	0.383726277743767	0.356290816635506	0.216155389995096	0.151521130523388	0.599881667738863	0.507811947158894	FALSE	FALSE
Hdac2	chr10	36974544	37001889	0.663232190536529	0.69946529898517	0.244764367272881	0.21383377687646	0.90799655780941	0.91329907586163	TRUE	FALSE
Hdac3	chr18	37935844	37955016	0.700466889176884	0.726352149104305	0.146476502092093	0.123225815806021	0.846943391268977	0.849577964910326	TRUE	FALSE
Hdac5	chr11	102194432	102230166	0.46589222719069	0.486769497756902	0.202305306178084	0.195934780750167	0.668197533368774	0.682704278507069	FALSE	FALSE
Hdac6	chrX	7930120	7947889	0.834427705051109	0.833949726236026	0.066459989969422	0.0596202116903671	0.900887695020531	0.893569937926393	FALSE	FALSE
Hdgf	chr3	87906321	87916132	0.357026308777668	0.414430249402546	0.174253258667284	0.155229966402351	0.531279567444952	0.569660215804897	FALSE	FALSE
Htt	chr5	34761740	34912534	0.775180180284147	0.792183077935138	0.133633154628671	0.112792004445311	0.908813334912818	0.904975082380449	TRUE	FALSE
Herc2	chr7	56050196	56231800	0.778212959535236	0.790544252685709	0.124867414917457	0.108619877144846	0.903080374452693	0.899164129830555	TRUE	FALSE
Hes1	chr16	30065340	30067796	0.103413517763328	0.0752668543148543	0.0390596624205631	0.0236233734639228	0.142473180183891	0.0988902277787771	FALSE	FALSE
Hes2	chr4	152158867	152162469	0.541058699789156	0.468652764490378	0.0693808740645373	0.0647261601866915	0.610439573853693	0.53337892467707	FALSE	FALSE
Hes3	chr4	152285972	152291662	0.523376667720755	0.475124432732773	0.13250176192739	0.131450594756486	0.655878429648145	0.606575027489259	FALSE	FALSE
Hes5	chr4	154960923	154962371	0.344041376390328	0.319338584847552	0.215361029537758	0.138492061353558	0.559402405928086	0.45783064620111	FALSE	FALSE
Hesx1	chr14	26994416	27002329	0.660656346264249	0.646950519866386	0.0480338533795828	0.0462265752365707	0.708690199643832	0.693177095102957	FALSE	FALSE
Hexa	chr9	59539540	59565109	0.71697969734414	0.74492160130394	0.164627638735185	0.14324292954061	0.881607336079325	0.88816453084455	TRUE	FALSE
Hexb	chr13	97176331	97198357	0.741144319216578	0.729085212610476	0.1077265366995	0.107122455727568	0.848870855916078	0.836207668338044	FALSE	FALSE
Hey1	chr3	8663359	8667256	0.0357742983168514	0.0451276657903264	0.0284688544986282	0.0314925789928783	0.0642431528154796	0.0766202447832047	FALSE	FALSE
Hey2	chr10	30832359	30842801	0.694520383637718	0.667179816510004	0.0771462578213567	0.0798703571749753	0.771666641459075	0.747050173684979	FALSE	FALSE
Foxq1	chr13	31556134	31560976	0.313434453522481	0.285809733665481	0.068437581406607	0.0630190677626375	0.381872034929088	0.348828801428119	FALSE	FALSE
Foxj1	chr11	116330704	116335399	0.475121675591996	0.431585211384766	0.134265434132608	0.124286607529746	0.609387109724604	0.555871818914512	FALSE	FALSE
Foxg1	chr12	49382660	49386861	0.0999508215961315	0.0816849804987015	0.00525719865217915	0.00510241825883622	0.105208020248311	0.0867873987575377	FALSE	FALSE
Foxd1	chr13	98354242	98359305	0.0932611084572348	0.0759668397604233	0.00783498881070508	0.00776378740133385	0.10109609726794	0.0837306271617572	FALSE	FALSE
Hgf	chr5	16553495	16620152	0.782644441255704	0.78621743213493	0.0399857898825868	0.037770083140364	0.822630231138291	0.823987515275294	FALSE	FALSE
Hhip	chr8	79965851	80058006	0.730916186458752	0.729307894753794	0.0661995525603261	0.0823286293866142	0.797115739019078	0.811636524140408	FALSE	FALSE
Hif1a	chr12	73901375	73947530	0.5184588566651	0.566077496228307	0.262801878131477	0.227313513848378	0.781260734796577	0.793391010076685	TRUE	TRUE
Hipk1	chr3	103739815	103791563	0.508845778642546	0.550748338749382	0.264840595951016	0.234105201266084	0.773686374593562	0.784853540015466	TRUE	FALSE
Hipk2	chr6	38694390	38876165	0.675878669573274	0.701150324966431	0.185676841207435	0.154400129735869	0.861555510780709	0.8555504547023	TRUE	FALSE
Hlx	chr1	184727140	184732619	0.114706599549992	0.148702760661992	0.022472281576382	0.0280601760231162	0.137178881126374	0.176762936685108	FALSE	FALSE
Mnx1	chr5	29473034	29478470	0.0251385191749476	0.0329201714145021	0.00290663618430583	0.00640177069535809	0.0280451553592534	0.0393219421098602	FALSE	FALSE
Hmgb1	chr5	149046702	149184489	0.757818564423787	0.756641742713932	0.0936776249090432	0.0874850461826232	0.85149618933283	0.844126788896555	FALSE	FALSE
Hmg20b	chr10	81346048	81350480	0.590139410748959	0.5488294920985	0.0852612135234629	0.0695258836921559	0.675400624272422	0.618355375790656	FALSE	FALSE
Hmgcr	chr13	96648967	96670936	0.683622697147123	0.716346356929792	0.140238201040287	0.11360625047952	0.82386089818741	0.829952607409312	TRUE	FALSE
Hmga1	chr17	27556497	27563674	0.143228559344842	0.143892369464174	0.183150992145505	0.161543468773111	0.326379551490347	0.305435838237285	FALSE	FALSE
Hmga2	chr10	120361275	120476469	0.690137053191408	0.677903623388003	0.0632014944195765	0.0748271348220675	0.753338547610984	0.75273075821007	FALSE	FALSE
Hmox1	chr8	75093621	75100589	0.797422048202423	0.765196714710038	0.0577595018820338	0.0754884916102358	0.855181550084457	0.840685206320274	FALSE	FALSE
Nr4a1	chr15	101254269	101274795	0.563234851286312	0.578455847454409	0.184700850619336	0.178115984725741	0.747935701905648	0.75657183218015	FALSE	FALSE
Hmx2	chr7	131548773	131558014	0.0745579158016861	0.0539388740785138	0.00867483692450927	0.00653027011657728	0.0832327527261954	0.0604691441950911	FALSE	FALSE
Hmx3	chr7	131542867	131544925	0.0417929403043649	0.0249152742749054	0.00520833333333333	0	0.0470012736376982	0.0249152742749054	FALSE	FALSE
Foxa1	chr12	57540628	57546121	0.0568677325273139	0.0444843584634569	0.00802803831303443	0.00761631338311021	0.0648957708403483	0.0521006718465671	FALSE	FALSE
Foxa2	chr2	148042877	148046969	0.114230151394114	0.153939061261572	0.0141858518291004	0.0311040303157989	0.128416003223214	0.185043091577371	FALSE	FALSE
Onecut1	chr9	74861921	74891781	0.578959082586253	0.594168712807275	0.0562344761703874	0.0647266692126748	0.63519355875664	0.65889538201995	FALSE	FALSE
Hnrnpk	chr13	58391142	58403343	0.310724421241656	0.337703965537495	0.196033460627899	0.166432921779029	0.506757881869555	0.504136887316524	TRUE	FALSE
Hoxa1	chr6	52155590	52158317	0.0831756943539138	0.0784631823935559	0.00651571582976308	0.0133559703136979	0.0896914101836769	0.0918191527072538	FALSE	FALSE
Hoxa2	chr6	52162417	52213339	0.0405516061880601	0.0413671780453966	0.00856118949502952	0.00667609897724532	0.0491127956830896	0.0480432770226419	FALSE	FALSE
Hoxa3	chr6	52169062	52213336	0.0673222725528732	0.0591405441738109	0.00703280262067309	0.00683266470106722	0.0743550751735463	0.0659732088748781	FALSE	FALSE
Hoxb1	chr11	96365752	96368256	0.109276869432957	0.0849296009339768	0.00767184733665506	0.013461828276845	0.116948716769612	0.0983914292108218	FALSE	FALSE
Hoxb3	chr11	96323326	96347930	0.0711077690913412	0.0694605150719972	0.00444949284348036	0.00511610443751028	0.0755572619348216	0.0745766195095075	FALSE	FALSE
Hoxb8	chr11	96281905	96285315	0.0332010379076923	0.015988631404287	0.00264185312817296	0.000854859308696906	0.0358428910358653	0.0168434907129839	FALSE	FALSE
Hoxc8	chr15	102990607	102993821	0.0787005509209127	0.0707951161216537	0.0104533327488439	0.00569086283930512	0.0891538836697566	0.0764859789609588	FALSE	FALSE
Hoxd1	chr2	74762980	74765142	0.679145111787739	0.651403144857629	0.0557698764703941	0.0599891173131553	0.734914988258133	0.711392262170784	FALSE	FALSE
Hoxd10	chr2	74691924	74695105	0.104565250712485	0.0958984057926231	0.00764737439389557	0.00533130440801133	0.112212625106381	0.101229710200634	FALSE	FALSE
Hoxd3	chr2	74711927	74748271	0.0973328118138132	0.089080808867537	0.00730429748840968	0.00615923645194722	0.104637109302223	0.0952400453194842	FALSE	FALSE
Hoxd9	chr2	74697727	74700208	0.0435814002682106	0.0288921029710402	0.00619514469351873	0.00877272171235515	0.0497765449617293	0.0376648246833953	FALSE	FALSE
Hpca	chr4	129111570	129122036	0.679532409849772	0.671801828043273	0.180270109297624	0.174725763880421	0.859802519147396	0.846527591923694	FALSE	FALSE
Hpn	chr7	31098725	31115290	0.660613341279356	0.659401422793247	0.16807130023699	0.14570767591228	0.828684641516346	0.805109098705527	FALSE	FALSE
Hras	chr7	141189105	141194005	0.672081318656357	0.691622479508437	0.164719675749088	0.153871024729658	0.836800994405445	0.845493504238095	FALSE	FALSE
Hrh1	chr6	114397936	114483296	0.720429933920651	0.703887380668322	0.0972575839919143	0.108073944587464	0.817687517912565	0.811961325255786	FALSE	FALSE
Hrh2	chr13	54192129	54236180	0.693836435926563	0.700834415003934	0.148908451942601	0.145134564509303	0.842744887869164	0.845968979513237	FALSE	FALSE
Prmt1	chr7	44975989	44986568	0.643777430271704	0.656114185024628	0.13852744471482	0.112033463814765	0.782304874986524	0.768147648839393	FALSE	FALSE
Hspa8	chr9	40800984	40810087	0.115719518677815	0.110536517785366	0.145825969942973	0.115982853794257	0.261545488620788	0.226519371579623	FALSE	FALSE
Hsd17b7	chr1	169949535	169969241	0.804077231255871	0.805957650363523	0.0817242331434877	0.0813013938944018	0.885801464399359	0.887259044257925	FALSE	FALSE
Hsph1	chr5	149614287	149636376	0.743177950479904	0.745268016075948	0.0815473531844304	0.067213811485493	0.824725303664334	0.812481827561441	FALSE	FALSE
Hspb1	chr5	135887919	135889563	0.0973588557021572	0.0682327222850016	0.0479087123225879	0.0285022239396203	0.145267568024745	0.0967349462246219	FALSE	FALSE
Hspd1	chr1	55077835	55088243	0.58440407044356	0.615817149197211	0.144149892166657	0.11957203788122	0.728553962610217	0.735389187078431	TRUE	FALSE
Hspa2	chr12	76404176	76406938	0.15658298168541	0.104345722183784	0.079739212976137	0.0469022715918968	0.236322194661547	0.151247993775681	FALSE	FALSE
Hsp90ab1	chr17	45567775	45573271	0.301352101473694	0.327117612663349	0.246523453077377	0.234919426913545	0.547875554551071	0.562037039576894	FALSE	FALSE
Hsp90aa1	chr12	110690605	110702728	0.586497387378052	0.583715312332713	0.137010782932446	0.130881638918898	0.723508170310498	0.714596951251611	FALSE	FALSE
Hspa4	chr11	53259814	53300457	0.698626471740448	0.727608979404374	0.185341340267216	0.15310848893871	0.883967812007664	0.880717468343084	TRUE	FALSE
Sdc2	chr15	32920723	33034935	0.73655711559622	0.78190594781097	0.156789035178796	0.120027655838087	0.893346150775016	0.901933603649057	TRUE	FALSE
Hspg2	chr4	137468769	137570630	0.775484743171239	0.763649857820696	0.144273251880319	0.140794613935168	0.919757995051558	0.904444471755864	FALSE	FALSE
Ndst1	chr18	60684494	60748650	0.630261605012875	0.648606825997994	0.204357562991977	0.17569877460929	0.834619168004852	0.824305600607284	TRUE	FALSE
Htr1a	chr13	105443639	105448122	0.189953263147717	0.198738697860738	0.0286869116065041	0.0345556763208763	0.218640174754221	0.233294374181614	FALSE	FALSE
Htr1b	chr9	81628291	81633828	0.590055262337727	0.588098889110439	0.0549478672035361	0.0663771844615328	0.645003129541263	0.654476073571972	FALSE	FALSE
Htr1d	chr4	136423524	136444398	0.75017237237851	0.736368417825929	0.0759568705164093	0.0764422038604425	0.826129242894919	0.812810621686372	FALSE	FALSE
Htr1f	chr16	64924729	65105854	0.816031683704368	0.810005129222007	0.0541355629392498	0.0576055073727317	0.870167246643618	0.867610636594739	FALSE	FALSE
Htr2a	chr14	74640840	74709494	0.739870896519276	0.734018286056283	0.0470442005285707	0.0452456514825996	0.786915097047847	0.779263937538883	FALSE	FALSE
Htr2b	chr1	86099026	86111970	0.811766288312682	0.842039652321537	0.129220558605476	0.0952979139591449	0.940986846918158	0.937337566280682	FALSE	FALSE
Htr2c	chrX	146962513	147197277	0.751778186273876	0.746534649628665	0.0265587686183589	0.0314252339830915	0.778336954892235	0.777959883611756	FALSE	FALSE
Htr3a	chr9	48899213	48911099	0.771781935811364	0.757499539907342	0.100984386474305	0.110080705419445	0.872766322285669	0.867580245326787	FALSE	FALSE
Htr4	chr18	62324204	62496577	0.786314495118665	0.782623290870298	0.0520795406860145	0.052370814778736	0.83839403580468	0.834994105649034	FALSE	FALSE
Htr5a	chr5	27842149	27855088	0.688556165060897	0.637144841534789	0.126476631925685	0.149034758232323	0.815032796986582	0.786179599767112	FALSE	FALSE
Htr5b	chr1	121509842	121528465	0.676050782091919	0.681510203530669	0.066414037439838	0.0659088056344333	0.742464819531757	0.747419009165102	FALSE	FALSE
Htr6	chr4	139061108	139075570	0.765603022579982	0.766962614709526	0.104634836011016	0.10600646946969	0.870237858590998	0.872969084179216	FALSE	FALSE
Htr7	chr19	35958734	36057507	0.769798626276009	0.765951414944233	0.049688299418896	0.0537466171296794	0.819486925694905	0.819698032073912	FALSE	FALSE
Slc6a4	chr11	76998603	77032340	0.749111516237491	0.736336022014576	0.0560776696389254	0.0546322090500751	0.805189185876416	0.790968231064651	FALSE	FALSE
Elavl2	chr4	91250763	91399984	0.724938734068925	0.704544066871078	0.131466336026948	0.136087116373352	0.856405070095873	0.84063118324443	FALSE	FALSE
Elavl3	chr9	22015005	22052023	0.366171922895539	0.400457571578139	0.328853707927548	0.301049255055521	0.695025630823087	0.70150682663366	TRUE	FALSE
Elavl4	chr4	110203722	110351909	0.654904260928995	0.677297837870448	0.1652907971323	0.142389956130928	0.820195058061295	0.819687794001376	TRUE	FALSE
Iapp	chr6	142298423	142303961	0.823995041131221	0.818556490310653	0.0305665933151048	0.0248303444723152	0.854561634446326	0.843386834782968	FALSE	FALSE
Ica1	chr6	8630527	8778488	0.678838270075619	0.710270036744415	0.191139279297161	0.159877898092521	0.86997754937278	0.870147934836936	TRUE	FALSE
Icam5	chr9	21032073	21039036	0.277021594962892	0.264336267729728	0.0413382176255636	0.0492044141232257	0.318359812588456	0.313540681852954	FALSE	FALSE
Irf8	chr8	120736358	120756694	0.682258757565474	0.648523688773529	0.104546350013442	0.119082814098678	0.786805107578916	0.767606502872207	FALSE	FALSE
Id1	chr2	152736251	152737410	0.0902948381916959	0.0454758056744871	0.0498900009539942	0.0198001722084046	0.14018483914569	0.0652759778828917	FALSE	FALSE
Id2	chr12	25093799	25097140	0.149459859018547	0.116774358502291	0.0676948696349403	0.0413590794624843	0.217154728653487	0.158133437964775	FALSE	FALSE
Id3	chr4	136143497	136145392	0.175689448963471	0.128040777255942	0.0362831470341358	0.038858737603711	0.211972595997607	0.166899514859653	FALSE	FALSE
Id4	chr13	48261228	48266026	0.569946833454904	0.546892521937165	0.0650206040619442	0.0630598107551302	0.634967437516848	0.609952332692295	FALSE	FALSE
Idua	chr5	108660331	108684557	0.595751403101747	0.606673568897588	0.154341014151106	0.139536159137094	0.750092417252853	0.746209728034682	FALSE	FALSE
Ifnb1	chr4	88522025	88522774	0.871920405295953	0.843279298404413	0.0380855705845858	0.033808580519543	0.910005975880539	0.877087878923956	FALSE	FALSE
Ifng	chr10	118441046	118445892	0.779240513682832	0.792873122522619	0.102410263046267	0.113013882223289	0.881650776729099	0.905887004745908	FALSE	FALSE
Ifngr1	chr10	19591949	19610229	0.738655045359477	0.74200877453019	0.086647692222886	0.0701751337782963	0.825302737582363	0.812183908308486	FALSE	FALSE
Ifrd1	chr12	40201567	40248504	0.700843308394667	0.720264175274454	0.122490723819946	0.112077142652811	0.823334032214613	0.832341317927265	TRUE	FALSE
Igf1	chr10	87858265	87937042	0.731827254730886	0.724016002276171	0.0519752871198178	0.0558093596983202	0.783802541850704	0.779825361974491	FALSE	FALSE
Igf1r	chr7	67952827	68233668	0.590258284343535	0.609267907931303	0.255363891314937	0.225095381102069	0.845622175658472	0.834363289033372	TRUE	FALSE
Igf2	chr7	142650766	142669942	0.385789026901347	0.367437209247772	0.0652380501155924	0.0618577496087521	0.451027077016939	0.429294958856524	FALSE	FALSE
Igfals	chr17	24865997	24882010	0.693654340829053	0.710189459360599	0.123630677402606	0.108124523709104	0.817285018231659	0.818313983069703	TRUE	FALSE
Ihh	chr1	74945315	74951672	0.51593033341941	0.43798130004944	0.0956271031010618	0.121863618038489	0.611557436520472	0.559844918087929	FALSE	FALSE
Cd74	chr18	60803848	60812652	0.829936314532877	0.830606172749253	0.0874176330120337	0.0818121280256691	0.917353947544911	0.912418300774922	FALSE	FALSE
Ikbkb	chr8	22659212	22706589	0.778995027574926	0.792822437175373	0.10262074537784	0.0799347708578748	0.881615772952766	0.872757208033248	TRUE	FALSE
Il10	chr1	131019845	131024974	0.682139092274141	0.688404294167668	0.205942083841109	0.206065590781497	0.88808117611525	0.894469884949165	FALSE	FALSE
Il10ra	chr9	45253837	45269149	0.635452391715167	0.689377113025698	0.199658432500156	0.174903617811138	0.835110824215323	0.864280730836836	TRUE	FALSE
Il12a	chr3	68690644	68698547	0.720825965467172	0.701576739900629	0.143116142865307	0.1425741826117	0.863942108332479	0.844150922512329	FALSE	FALSE
Il15ra	chr2	11705290	11734317	0.745265635448562	0.742502791405209	0.0502055110023711	0.0445916310141394	0.795471146450933	0.787094422419348	FALSE	FALSE
Il18	chr9	50554827	50581840	0.809548422787589	0.801884076901491	0.0418144481626856	0.0436006048519033	0.851362870950275	0.845484681753394	FALSE	FALSE
Il1b	chr2	129364570	129371139	0.750240547042925	0.756822365971271	0.0549511529695058	0.0543724242810806	0.805191700012431	0.811194790252352	FALSE	FALSE
Il1r1	chr1	40225080	40317257	0.770255778964403	0.769469110802203	0.0866312007229342	0.078888156485102	0.856886979687337	0.848357267287305	FALSE	FALSE
Il1rap	chr16	26581704	26730117	0.766229368308401	0.755745333725143	0.0729956944829159	0.080759081802605	0.839225062791317	0.836504415527748	FALSE	FALSE
Il1rn	chr2	24336853	24351494	0.795651047973896	0.794357216988351	0.0410229459790851	0.0365375241193024	0.836673993952981	0.830894741107653	FALSE	FALSE
Il2	chr3	37120523	37125959	0.879524088257597	0.864670010335096	0.034166013714056	0.0253839171123593	0.913690101971653	0.890053927447455	FALSE	FALSE
Il4	chr11	53602982	53618669	0.669550165967448	0.651997062877887	0.12372175154532	0.101022936584104	0.793271917512768	0.753019999461991	FALSE	FALSE
Il6	chr5	30013114	30019981	0.681955521652896	0.669225471857283	0.0950680968538613	0.0875554395491834	0.777023618506757	0.756780911406466	FALSE	FALSE
Il6st	chr13	112464070	112510086	0.721781050007755	0.7443925638778	0.136690532483161	0.108448790994064	0.858471582490916	0.852841354871864	TRUE	FALSE
Ilk	chr7	105736592	105742925	0.540071181521597	0.570774331190257	0.177562465340435	0.149148143816324	0.717633646862032	0.719922475006581	TRUE	FALSE
Lrig1	chr6	94604529	94700158	0.570808786050613	0.629919737848117	0.236970206730875	0.199368259160772	0.807778992781488	0.829287997008889	TRUE	FALSE
Impact	chr18	12955852	12992950	0.756745825374796	0.762950275534253	0.0943576745615238	0.0809643640765419	0.85110349993632	0.843914639610795	FALSE	FALSE
Inhba	chr13	16011851	16031621	0.647272379362304	0.641843035001402	0.100450839301626	0.106114352026085	0.74772321866393	0.747957387027487	FALSE	FALSE
Inhbb	chr1	119415465	119422248	0.56704016668328	0.541996227516669	0.150538842295893	0.158662818692689	0.717579008979173	0.700659046209358	FALSE	FALSE
Cep250	chr2	155956458	155998900	0.742584199725875	0.768496835623618	0.130545210557595	0.107986342025675	0.87312941028347	0.876483177649293	TRUE	FALSE
Inppl1	chr7	101822632	101838229	0.665382620593918	0.663551879801028	0.109144244093099	0.109636176767698	0.774526864687017	0.773188056568726	FALSE	FALSE
Ins1	chr19	52264297	52265476	0.77192466413302	0.785466540053394	0.0465587410330072	0.045229797778395	0.818483405166027	0.830696337831789	FALSE	FALSE
Ins2	chr7	142678656	142743381	0.802430923869445	0.793322889058537	0.0340911078164419	0.0336066189136265	0.836522031685887	0.826929507972163	FALSE	FALSE
Insr	chr8	3122061	3279617	0.682840778291406	0.707572155107473	0.189091907149451	0.167689480287108	0.871932685440857	0.875261635394581	TRUE	FALSE
Irf4	chr13	30749226	30766976	0.709550456610782	0.694607109869936	0.0593281541781659	0.0655807110436907	0.768878610788948	0.760187820913627	FALSE	FALSE
Irx1	chr13	71957921	71963723	0.167981031448145	0.102235697939547	0.0264513291823056	0.0129415956579114	0.194432360630451	0.115177293597458	FALSE	FALSE
Irx2	chr13	72628820	72634198	0.32851033329305	0.307593629892485	0.0228587566549607	0.0321906980113937	0.351369089948011	0.339784327903879	FALSE	FALSE
Irx3	chr8	91798525	91802067	0.716327537453395	0.671955824513091	0.153281461356508	0.150070160151124	0.869608998809903	0.822025984664215	FALSE	FALSE
Isl1	chr13	116298281	116309689	0.0442842237600111	0.041329872885991	0.00398664868643256	0.00485332880979511	0.0482708724464437	0.0461832016957861	FALSE	FALSE
Itga2	chr13	114833081	114932100	0.765717711422763	0.76888601119887	0.0923651811423323	0.0935427803485934	0.858082892565095	0.862428791547463	FALSE	FALSE
Itga3	chr11	95044474	95076801	0.648896407224829	0.688168264962165	0.172773847982267	0.14271556568774	0.821670255207096	0.830883830649905	TRUE	FALSE
Itga4	chr2	79255426	79333123	0.783787889677885	0.795455766634607	0.117053858360811	0.111192439141674	0.900841748038696	0.906648205776281	TRUE	FALSE
Itga5	chr15	103344286	103366763	0.655243899841369	0.652929053820698	0.240115854519533	0.235017806701592	0.895359754360902	0.88794686052229	FALSE	FALSE
Itga6	chr2	71745616	71858416	0.767366138452702	0.758668721412788	0.0827950333127091	0.0846148792015094	0.850161171765411	0.843283600614297	FALSE	FALSE
