chr	start	end	TargetGene	gene_class	delta_ABC	log2fc_contact	class	is_se	se_source	k27ac_class	k27ac_fold	k27ac_fdr	hic_contact_pl_scaled_adj_WT	hic_contact_pl_scaled_adj_KO
chr11	58061171	58061671	Cnot8	invariant	0.001706	0.13681598364146574	genic	FALSE	none	stable_k27ac	-0.178773828685915	0.261290505693228	0.034032	0.03742
chr11	58066807	58067307	Cnot8	invariant	-0.007191	-0.044149906413285284	genic	FALSE	none	stable_k27ac	-0.446579498548993	0.0172469279261289	0.041415	0.040166
chr11	58066807	58067307	Gemin5	invariant	-0.012581	-0.2640009422456861	genic	FALSE	none	stable_k27ac	-0.446579498548993	0.0172469279261289	0.014457	0.012035
chr11	58096729	58098085	Cnot8	invariant	-0.032428	0.08957511901328813	intergenic	FALSE	none	lost_k27ac	-0.916708514631929	2.78592661551676e-6	0.143721	0.152929
chr11	58096729	58098085	Fam114a2	invariant	-0.030619	-1.6741731215201756	intergenic	FALSE	none	lost_k27ac	-0.916708514631929	2.78592661551676e-6	0.008362	0.002602
chr11	58096729	58098085	Gemin5	invariant	-0.010153	0.05438814959502403	intergenic	FALSE	none	lost_k27ac	-0.916708514631929	2.78592661551676e-6	0.014758	0.015326
chr11	58193166	58193666	Gemin5	invariant	-0.007735	0.03867138939779134	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.023936	0.024587
chr11	58302523	58303023	Gemin5	invariant	0.00497	0.45292043404305127	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.012137	0.016623
chr11	58914366	58914866	Zfp39	invariant	-0.005453	-0.03884547583707418	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.079736	0.077617
chr11	58949422	58949922	Trim11	invariant	0.005397	0.3110590322699181	genic	FALSE	none	no_diffbind_peak	NA	NA	0.026767	0.033214
chr11	58949422	58949922	Zfp39	invariant	-0.0028	-0.12688223466170118	genic	FALSE	none	no_diffbind_peak	NA	NA	0.024394	0.022338
chr11	58959934	58960434	2310033P09Rik	invariant	-0.003961	-0.40131621318029265	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.014362	0.010868
chr11	58959934	58960434	Arf1	invariant	0.00763	0.41314811028286696	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.009811	0.013073
chr11	58959934	58960434	Guk1	invariant	0.001067	-0.009039525618230366	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.016944	0.016838
chr11	58959934	58960434	Iba57	invariant	0.002941	-0.017930260818112744	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.016166	0.015966
chr11	58959934	58960434	Trim11	invariant	-0.003661	-0.04134971071795729	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.059716	0.058028
chr11	58959934	58960434	Zfp39	invariant	0.014978	0.4235240559325077	genic	TRUE	P60	stable_k27ac	0.225057078438321	0.0705061854511412	0.017453	0.023417
chr11	58981848	58982348	Trim11	invariant	0.004678	0.19022398651957245	genic	FALSE	none	no_diffbind_peak	NA	NA	0.132334	0.150989
chr11	58983848	58984348	Trim11	invariant	0.007003	0.20827504552519324	genic	FALSE	none	no_diffbind_peak	NA	NA	0.12353600000000001	0.142726
chr11	59183734	59184234	Guk1	invariant	-0.002878	-0.09070557492486765	genic	FALSE	none	no_diffbind_peak	NA	NA	0.076151	0.071509
chr11	59208977	59209477	2310033P09Rik	invariant	-0.003989	-0.024990774633532824	genic	FALSE	none	no_diffbind_peak	NA	NA	0.172103	0.169147
chr11	59208977	59209477	Arf1	invariant	-0.002205	-0.050577843587627416	genic	FALSE	none	no_diffbind_peak	NA	NA	0.057128	0.055159
chr11	59208977	59209477	Guk1	invariant	-0.001157	0.07987480193294406	genic	FALSE	none	no_diffbind_peak	NA	NA	0.053411	0.056453
chr11	59238905	59239405	Arf1	invariant	-1.98e-4	0.09665134709931739	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.062509	0.066842
chr11	59759071	59759571	Flcn	invariant	-0.005922	-0.03838100972184584	genic	FALSE	none	stable_k27ac	-0.19198250271181	0.196430595440737	0.021533	0.020967
chr11	59759071	59759571	Gria1	invariant	0.021304	3.1686368807845167	genic	FALSE	none	stable_k27ac	-0.19198250271181	0.196430595440737	9.8e-5	0.001093
chr11	59759071	59759571	Jmjd4	invariant	-0.005377	-0.22093588911693174	genic	FALSE	none	stable_k27ac	-0.19198250271181	0.196430595440737	0.005171	0.004433
chr11	59760821	59761321	Flcn	invariant	-0.005911	-0.2179743029510492	genic	FALSE	none	no_diffbind_peak	NA	NA	0.026573	0.022843
chr11	59804597	59805097	Flcn	invariant	0.023705	0.06584220505248893	genic	FALSE	none	stable_k27ac	0.323083867101784	0.0968253179620902	0.096448999999999993	0.100954
chr11	59847973	59848473	Flcn	invariant	-0.004102	-0.16840215757901747	genic	FALSE	none	stable_k27ac	0.0405562382581717	0.810502304278949	0.031161	0.027725
chr11	59847973	59848473	Med9	invariant	0.001081	0.06988220232829576	genic	FALSE	none	stable_k27ac	0.0405562382581717	0.810502304278949	0.013997	0.014693
chr11	60028030	60028530	Med9	invariant	-0.010595	-0.14045345045956925	genic	FALSE	none	stable_k27ac	-0.192143362165243	0.283029457675096	0.025651	0.023269
chr11	60105785	60106285	Gid4	invariant	0.007822	0.2883031284309206	genic	FALSE	none	stable_k27ac	0.112489765845828	0.468682055665373	0.025267	0.030862
chr11	60105785	60106285	Rai1	invariant	0.02179	-0.004286595952601606	genic	FALSE	none	stable_k27ac	0.112489765845828	0.468682055665373	0.182997	0.182454
chr11	60108527	60109027	Rai1	invariant	-0.021157	-0.004286595952601606	genic	FALSE	none	lost_k27ac	-0.541424428286182	0.00298832143636377	0.182997	0.182454
chr11	60175770	60176270	Rai1	invariant	0.011412	0.23415217362754084	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.041105	0.048353
chr11	60175770	60176270	Srebf1	invariant	0.005362	0.3062930887766067	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.014771	0.018271
chr11	60176506	60177006	Rai1	invariant	0.017978	0.2344012633379405	genic	TRUE	P60	stable_k27ac	0.225569153434647	0.0890560028573567	0.04112	0.048379
chr11	60176506	60177006	Srebf1	invariant	0.008271	0.30408809804094256	genic	TRUE	P60	stable_k27ac	0.225569153434647	0.0890560028573567	0.014856	0.018348
chr11	60177034	60177534	Rai1	invariant	0.007139	0.23458180025075825	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.041131	0.048398
chr11	60199693	60200193	Srebf1	invariant	0.001164	0.0030767407849593745	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.036509	0.036587
chr11	60202797	60203297	Srebf1	invariant	-0.001282	-0.01115359027779704	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.049316	0.048936
chr11	60209172	60209672	Srebf1	invariant	-0.007365	0.08632419516795936	genic	TRUE	P60	stable_k27ac	-0.119628578541334	0.531398953995246	0.063238	0.067139
chr11	60210271	60210771	Srebf1	invariant	0.003917	0.17737444367555175	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.085814	0.097044
chr11	60220296	60220796	Srebf1	invariant	0.004727	0.04819945158646766	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.190003	0.196459
chr11	60231295	60231795	Srebf1	invariant	-0.016217	0.008204124888935271	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.1008	0.101375
chr11	60233309	60233809	Srebf1	invariant	-0.010031	0.008844695264121597	genic	TRUE	P60	stable_k27ac	-0.310666292251791	0.122281929589358	0.096404	0.096997
chr11	60256213	60256713	Gid4	invariant	-0.010391	-0.2830689164578524	genic	TRUE	P60	lost_k27ac	-0.577687829705548	2.51562662139458e-5	0.020197	0.016594
chr11	60256213	60256713	Rai1	invariant	-0.00274	0.06763472751762985	genic	TRUE	P60	lost_k27ac	-0.577687829705548	2.51562662139458e-5	0.016537	0.017332
chr11	60256213	60256713	Srebf1	invariant	-0.00945	-0.01709833602974287	genic	TRUE	P60	lost_k27ac	-0.577687829705548	2.51562662139458e-5	0.027304	0.026982
chr11	60256213	60256713	Tom1l2	invariant	-0.004155	-0.01896126183711764	genic	TRUE	P60	lost_k27ac	-0.577687829705548	2.51562662139458e-5	0.02272	0.022423
chr11	60264570	60265070	Gid4	invariant	6.29e-4	0.26129113908950313	genic	TRUE	P60	stable_k27ac	-0.48802175555975	8.5461085291742e-4	0.015224	0.018252
chr11	60264570	60265070	Rai1	invariant	-0.009289	-0.42570343729491894	genic	TRUE	P60	stable_k27ac	-0.48802175555975	8.5461085291742e-4	0.0176	0.013096
chr11	60264570	60265070	Srebf1	invariant	0.00455	0.39843807038447954	genic	TRUE	P60	stable_k27ac	-0.48802175555975	8.5461085291742e-4	0.026121	0.034438
chr11	60264570	60265070	Tom1l2	invariant	-0.00678	-0.22613957703547563	genic	TRUE	P60	stable_k27ac	-0.48802175555975	8.5461085291742e-4	0.022044	0.018842
chr11	60311227	60311727	Gid4	invariant	5.57e-4	0.15535650282489769	genic	TRUE	P60	stable_k27ac	-0.204149053154013	0.178876516931396	0.016711	0.018614
chr11	60311227	60311727	Gria1	invariant	-0.020819	-3.4509451527494686	genic	TRUE	P60	stable_k27ac	-0.204149053154013	0.178876516931396	0.00116	8.2e-5
chr11	60311227	60311727	Srebf1	invariant	-0.007313	-0.287760791507327	genic	TRUE	P60	stable_k27ac	-0.204149053154013	0.178876516931396	0.019152	0.015684
chr11	60311227	60311727	Tom1l2	invariant	5.03e-4	0.1048788841972829	genic	TRUE	P60	stable_k27ac	-0.204149053154013	0.178876516931396	0.034587	0.037197
chr11	60320420	60320920	Tom1l2	invariant	0.002097	0.016094413701665873	genic	TRUE	P60	stable_k27ac	0.0196544013376808	0.916959215572972	0.033936	0.034317
chr11	60346560	60347060	Tom1l2	invariant	-0.005838	0.038063145255914324	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.158832	0.163079
chr11	60465917	60466417	Drg2	invariant	-0.021341	0.15380842704184117	genic	FALSE	none	lost_k27ac	-0.785762972358241	2.5703932498643e-5	0.055039	0.061234
chr11	60537440	60537940	Alkbh5	invariant	0.036957	0.054603852954137194	genic	FALSE	none	no_diffbind_peak	NA	NA	0.15386	0.159796
chr11	60537440	60537940	Drg2	invariant	0.020615	0.3744179321678568	genic	FALSE	none	no_diffbind_peak	NA	NA	0.023877	0.03096
chr11	60537440	60537940	Llgl1	invariant	0.005776	0.22994189375748206	genic	FALSE	none	no_diffbind_peak	NA	NA	0.014037000000000001	0.016467
chr11	60537440	60537940	Smcr8	invariant	0.004852	0.286662400243866	genic	FALSE	none	no_diffbind_peak	NA	NA	0.009759	0.01191
chr11	60703074	60703574	Llgl1	invariant	0.004848	-0.03768889991861756	genic	FALSE	none	no_diffbind_peak	NA	NA	0.123259	0.12008
chr11	60703806	60704306	Llgl1	invariant	-0.001655	-0.03768889991861756	genic	FALSE	none	no_diffbind_peak	NA	NA	0.123259	0.12008
chr11	60707615	60708115	Llgl1	invariant	8.61e-4	0.05935353486747089	genic	FALSE	none	no_diffbind_peak	NA	NA	0.080214	0.083584
chr11	60913486	60913986	Dhrs7b	invariant	-0.004759	-0.2330603578712662	genic	FALSE	none	stable_k27ac	-0.143032035687918	0.28782417323624	0.023128	0.019674
chr11	60913486	60913986	Map2k3	invariant	2.4e-5	0.036018773062295784	genic	FALSE	none	stable_k27ac	-0.143032035687918	0.28782417323624	0.048311	0.049533
chr11	60927237	60927737	Map2k3	invariant	-0.004633	0.09645635597061929	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.149979	0.160351
chr11	60953774	60954274	Kcnj12	invariant	0.001561	0.08285662586551891	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.043754	0.046342
chr11	60953774	60954274	Map2k3	invariant	-0.002144	-0.12539455519921505	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.045669	0.041865
chr11	61024868	61025368	Kcnj12	invariant	0.001601	-0.029467161979293634	genic	TRUE	P60	stable_k27ac	-0.0238530463011985	0.872312342197627	0.158348	0.155146
chr11	61024868	61025368	Map2k3	invariant	-8.27e-4	-0.1191746486333257	genic	TRUE	P60	stable_k27ac	-0.0238530463011985	0.872312342197627	0.019687	0.018124
chr11	61028968	61029468	Kcnj12	invariant	-6.5e-5	-0.033301941373937424	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.146651	0.143304
chr11	61029984	61030484	Dhrs7b	invariant	-0.00851	-0.5421561108676127	genic	TRUE	P60	stable_k27ac	-0.0527458021601016	0.709213519108177	0.007536	0.005167
chr11	61029984	61030484	Kcnj12	invariant	-0.016762	-0.0659345084816986	genic	TRUE	P60	stable_k27ac	-0.0527458021601016	0.709213519108177	0.097973	0.093595
chr11	61029984	61030484	Map2k3	invariant	-0.001284	0.00920317785133717	genic	TRUE	P60	stable_k27ac	-0.0527458021601016	0.709213519108177	0.017631	0.017744
chr11	61038253	61038753	Kcnj12	invariant	0.0011	0.03928367286246336	genic	TRUE	P60	stable_k27ac	-1.6893935047978e-4	0.999219412655025	0.064277	0.066052
chr11	61038253	61038753	Map2k3	invariant	-0.003825	-0.2854078120324122	genic	TRUE	P60	stable_k27ac	-1.6893935047978e-4	0.999219412655025	0.020125	0.016508
chr11	61225955	61226455	Epn2	invariant	-0.002934	-0.22120781461128175	genic	TRUE	P60	stable_k27ac	0.0236701125783655	0.897328007872513	0.009611	0.008241
chr11	61225955	61226455	Hs3st3b1	DEG_up	-0.023454	-2.663565135460238	genic	TRUE	P60	stable_k27ac	0.0236701125783655	0.897328007872513	7.75e-4	1e-4
chr11	61225955	61226455	Prpsap2	invariant	-8.42e-4	0.055345493335902496	genic	TRUE	P60	stable_k27ac	0.0236701125783655	0.897328007872513	0.004704	0.004889
chr11	61225955	61226455	Slc47a1	invariant	0.010203	0.4533127612811122	genic	TRUE	P60	stable_k27ac	0.0236701125783655	0.897328007872513	0.008254	0.011311
chr11	61227741	61228241	Slc47a1	invariant	-4.73e-4	0.45216082207760927	genic	TRUE	P60	stable_k27ac	-0.446836727857216	0.00850340528282596	0.008265	0.011317
chr11	61448554	61449054	Epn2	invariant	-0.007369	-0.3368414544688324	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.024101	0.019077
chr11	61448554	61449054	Slc47a1	invariant	-0.009084	-0.33205791089946735	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.007459	0.00592
chr11	61468550	61469050	Akap10	invariant	-0.014429	-0.884893429432787	intergenic	TRUE	P60	lost_k27ac	-0.576944953407944	6.1721485905711e-4	0.004615	0.002487
chr11	61468550	61469050	Epn2	invariant	-0.009108	-0.2307056156831277	intergenic	TRUE	P60	lost_k27ac	-0.576944953407944	6.1721485905711e-4	0.016058	0.013681
chr11	61468550	61469050	Pigl	invariant	-0.015905	-1.4569533018754388	intergenic	TRUE	P60	lost_k27ac	-0.576944953407944	6.1721485905711e-4	0.004263	0.001536
chr11	61468550	61469050	Prpsap2	invariant	-0.009429	-0.46661474762037825	intergenic	TRUE	P60	lost_k27ac	-0.576944953407944	6.1721485905711e-4	0.004164	0.003006
chr11	61468550	61469050	Slc47a1	invariant	-0.004854	0.18707201776040017	intergenic	TRUE	P60	lost_k27ac	-0.576944953407944	6.1721485905711e-4	0.005015	0.005713
chr11	61526838	61527338	Epn2	invariant	-0.012652	-0.16778920452678045	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.053255	0.047405
chr11	61529267	61529767	Epn2	invariant	-0.024577	-0.16672788169568264	genic	TRUE	P60	stable_k27ac	-0.120559262282998	0.416103087409098	0.05319	0.047382
chr11	61529267	61529767	Prpsap2	invariant	0.003894	0.45505694430386545	genic	TRUE	P60	stable_k27ac	-0.120559262282998	0.416103087409098	0.005213	0.007156
chr11	61529267	61529767	Slc47a1	invariant	0.01261	0.9686625259197312	genic	TRUE	P60	stable_k27ac	-0.120559262282998	0.416103087409098	0.003685	0.007237
chr11	61563805	61564305	Epn2	invariant	-0.001336	-0.08359499455810736	genic	TRUE	P60	stable_k27ac	-0.168042027344987	0.197665705439113	0.068059	0.064226
chr11	61564560	61565060	Epn2	invariant	-0.005893	-0.08211341826469074	genic	TRUE	P60	stable_k27ac	-0.168042027344987	0.197665705439113	0.06871	0.064907
chr11	61573169	61573669	Epn2	invariant	0.002566	-0.07740084871922565	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.184902	0.175242
chr11	61619722	61620626	Epn2	invariant	-0.001954	-0.09157846341671004	intergenic	FALSE	none	stable_k27ac	-0.312328046301934	0.0469766643932727	0.027256	0.025578
chr11	61958630	61959130	Akap10	invariant	0.002992	0.057520981828780446	genic	FALSE	none	no_diffbind_peak	NA	NA	0.029352	0.030547
chr11	61958630	61959130	Specc1	DEG_up	0.009152	0.031266623382600646	genic	FALSE	none	no_diffbind_peak	NA	NA	0.156622	0.160054
chr11	61958630	61959130	Zswim7	DEG_up	5.83e-4	-0.15303925810698005	genic	FALSE	none	no_diffbind_peak	NA	NA	0.03611	0.032473
chr11	61974072	61974572	Specc1	DEG_up	-0.004619	-0.1464822007625766	genic	FALSE	none	stable_k27ac	0.128541023389788	0.437844626246694	0.062294	0.056277
chr11	62005211	62005711	Specc1	DEG_up	0.007242	0.3884390747569358	genic	TRUE	P60	gained_k27ac	0.567751705443408	2.9702766624277e-4	0.041967	0.054942
chr11	62018546	62019046	Specc1	DEG_up	-0.003891	-0.21360455008531568	genic	TRUE	P60	stable_k27ac	0.0679628798326235	0.622792077399038	0.058308	0.05028
chr11	62018546	62019046	Zswim7	DEG_up	0.008491	0.4081843821290592	genic	TRUE	P60	stable_k27ac	0.0679628798326235	0.622792077399038	0.013927	0.01849
chr11	62024927	62025427	Akap10	invariant	-0.00975	-0.06909542516220255	genic	TRUE	P60	stable_k27ac	-0.184368790768366	0.204121341144313	0.014044	0.013386
chr11	62024927	62025427	Specc1	DEG_up	-0.006235	0.23237699457711491	genic	TRUE	P60	stable_k27ac	-0.184368790768366	0.204121341144313	0.054228	0.06371
chr11	62024927	62025427	Zswim7	DEG_up	-0.009314	-0.03672703269626454	genic	TRUE	P60	stable_k27ac	-0.184368790768366	0.204121341144313	0.01533	0.014944
chr11	62026389	62026889	Akap10	invariant	2.97e-4	-0.06942176255571066	genic	TRUE	P60	stable_k27ac	-0.0178387003789721	0.918236498626908	0.014022	0.013362
chr11	62026389	62026889	Specc1	DEG_up	0.023857	0.23280116296353184	genic	TRUE	P60	stable_k27ac	-0.0178387003789721	0.918236498626908	0.054298	0.063811
chr11	62026389	62026889	Zswim7	DEG_up	0.002832	-0.03674157242991542	genic	TRUE	P60	stable_k27ac	-0.0178387003789721	0.918236498626908	0.015324	0.014938
chr11	62047670	62048170	Zswim7	DEG_up	-8.99e-4	-0.290938981049137	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.057861	0.047289
chr11	62070176	62070676	Zswim7	DEG_up	0.003657	0.24943289424657644	genic	FALSE	none	stable_k27ac	0.0590051225327309	0.71980747701378	0.015879	0.018881
chr11	62456759	62457685	Cenpv	invariant	-0.004571	-0.35481770969688725	genic	FALSE	none	stable_k27ac	0.214145013230318	0.195689236839638	0.024658	0.019276
chr11	62456759	62457685	Pigl	invariant	0.02631	-0.018970957181847457	genic	FALSE	none	stable_k27ac	0.214145013230318	0.195689236839638	0.159654	0.157568
chr11	62456759	62457685	Trpv2	invariant	-0.024451	-8.961695396594209	genic	FALSE	none	stable_k27ac	0.214145013230318	0.195689236839638	0.013186	0
chr11	62575522	62576022	Cenpv	invariant	0.001598	0.15126762736429894	genic	FALSE	none	stable_k27ac	0.158936037541896	0.263608780308747	0.040491	0.04497
chr11	62575522	62576022	Pigl	invariant	-0.004241	-0.18441672419845717	genic	FALSE	none	stable_k27ac	0.158936037541896	0.263608780308747	0.020866	0.018359
chr11	62575522	62576022	Trpv2	invariant	-0.171033	-12.233907906628177	genic	FALSE	none	stable_k27ac	0.158936037541896	0.263608780308747	0.127623	0
chr11	62591019	62591519	Cenpv	invariant	-0.009624	-0.03838494043788319	genic	FALSE	none	stable_k27ac	-0.339233501168256	0.0256716080222515	0.022483	0.021891999999999998
chr11	62591019	62591519	Trpv2	invariant	-0.077359	-10.486227882568722	genic	FALSE	none	stable_k27ac	-0.339233501168256	0.0256716080222515	0.037985	0
chr11	62746047	62746547	Trim16	invariant	0.001456	0.09692480170130341	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.013745	0.014702
chr11	62746047	62746547	Zfp286	DEG_down	0.00156	0.0567590612529104	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.018465	0.019207
chr11	62756657	62757157	Pmp22	invariant	0.016879	0.8951589635127198	genic	FALSE	none	no_diffbind_peak	NA	NA	0.005427	0.010116
chr11	62756657	62757157	Trim16	invariant	-0.012573	-0.09779461884018921	genic	FALSE	none	no_diffbind_peak	NA	NA	0.018222	0.017026
chr11	62756657	62757157	Zfp286	DEG_down	-0.006863	-0.07469983071980109	genic	FALSE	none	no_diffbind_peak	NA	NA	0.02968	0.028181
chr11	62814589	62815089	Trim16	invariant	-0.043027	-0.08606601146285436	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.102336	0.096408
chr11	62921297	62921797	Pmp22	invariant	0.009348	-0.07729955514517363	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.040725	0.038599
chr11	62984330	62984830	Pmp22	invariant	0.018113	0.5612746433691104	genic	FALSE	none	no_diffbind_peak	NA	NA	0.018385	0.027141
chr11	62997636	62998136	Pmp22	invariant	-0.005347	-0.21578166493842263	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.018862	0.016238
chr11	63026668	63027168	Pmp22	invariant	-0.001471	0.2597876178117674	intergenic	FALSE	none	stable_k27ac	-0.0972652438246868	0.60256180350835	0.021808	0.026116
chr11	63026668	63027168	Zfp286	DEG_down	0.006351	0.4613406652339163	intergenic	FALSE	none	stable_k27ac	-0.0972652438246868	0.60256180350835	0.003166	0.004369
chr11	63130379	63130879	Pmp22	invariant	-0.026524	0.03204228235783812	genic	FALSE	none	no_diffbind_peak	NA	NA	0.138184	0.141288
chr11	63132396	63133225	Pmp22	invariant	0.016638	0.03204228235783812	genic	FALSE	none	stable_k27ac	0.164146565878072	0.412090670709768	0.138184	0.141288
chr11	63135630	63136130	Pmp22	invariant	0.008058	0.074103347277882	genic	FALSE	none	no_diffbind_peak	NA	NA	0.072621	0.07645
chr11	63914300	63914800	Hs3st3b1	DEG_up	-0.006141	-0.04907988566362642	genic	FALSE	none	no_diffbind_peak	NA	NA	0.074329	0.071842
chr11	63920418	63920918	Hs3st3b1	DEG_up	-0.003336	0.019466185202304042	genic	FALSE	none	no_diffbind_peak	NA	NA	0.145582	0.14756
chr11	63925187	63925687	Hs3st3b1	DEG_up	-0.021204	0.06091675088017889	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.141458	0.14756
chr11	65049108	65049608	Myocd	DEG_up	0.00223	0.7797490584355448	genic	FALSE	none	stable_k27ac	-0.0422718332438407	0.825164695925186	0.003648	0.006282
chr11	65088877	65089820	Myocd	DEG_up	-0.002558	-0.07711066289927614	genic	TRUE	P60	stable_k27ac	0.274809121921363	0.133728793172851	0.006487	0.006148
chr11	65104067	65104567	Myocd	DEG_up	-0.017795	-0.0565096406277075	genic	TRUE	P60	stable_k27ac	-0.338029708130873	0.0319537193153478	0.00505	0.004855
chr11	65107567	65108067	Myocd	DEG_up	0.008715	0.8803587275388302	genic	TRUE	P60	stable_k27ac	0.0656242038226893	0.703561739302684	0.003407	0.006294
chr11	65135204	65135704	Myocd	DEG_up	0.01022	0.7188794985456274	genic	TRUE	P60	stable_k27ac	0.0592902712227386	0.687400715198911	0.003104	0.005126
chr11	65135204	65135704	Zkscan6	invariant	-0.011304	-1.4279879421458956	genic	TRUE	P60	stable_k27ac	0.0592902712227386	0.687400715198911	0.008534	0.003155
chr11	65161757	65162257	Myocd	DEG_up	8.5e-4	-0.10305798669804055	genic	TRUE	P60	stable_k27ac	0.244849541476879	0.0921918997562196	0.005993	0.005578
chr11	65161757	65162257	Zkscan6	invariant	0.011563	0.165040677541981	genic	TRUE	P60	stable_k27ac	0.244849541476879	0.0921918997562196	0.008373	0.009391
chr11	65402760	65403260	Myocd	DEG_up	0.006651	0.8328810343456527	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.00702	0.012525
chr11	65475253	65475753	Myocd	DEG_up	0.009751	0.4239387902886402	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.010779	0.01447
chr11	65476163	65476663	Myocd	DEG_up	0.007938	0.42410381139262954	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.01078	0.014473
chr11	65631129	65631629	Myocd	DEG_up	-9.48e-4	-0.0049375047253710615	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.037438	0.03731
chr11	65706731	65707231	Zkscan6	invariant	6.96e-4	-0.030460941239158174	genic	FALSE	none	stable_k27ac	0.0292841277535754	0.874363845380079	0.02582	0.02528
chr11	65801845	65802345	Zkscan6	invariant	-0.058691	-0.1122159385613548	intergenic	FALSE	none	lost_k27ac	-1.17154515925688	3.2937778571440503e-9	0.142569	0.131898
chr11	67110073	67110573	Adprm	invariant	0.007095	0.10809404668426713	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.011464	0.012358
chr11	67110073	67110573	Gas7	DEG_down	0.019535	0.599393410836889	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.009009	0.013663
chr11	67110073	67110573	Shisa6	invariant	-0.016078	-1.4798320218332086	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.001389	4.81e-4
chr11	67456032	67456532	Gas7	DEG_down	0.017153	0.025072269371139964	genic	FALSE	none	no_diffbind_peak	NA	NA	0.168136	0.17108400000000001
chr11	67458072	67458572	Gas7	DEG_down	0.002294	0.025072269371139964	genic	FALSE	none	no_diffbind_peak	NA	NA	0.168136	0.17108400000000001
chr11	67556392	67556892	Gas7	DEG_down	-0.010012	-0.187970808499075	genic	FALSE	none	no_diffbind_peak	NA	NA	0.017868	0.015682
chr11	67643396	67643896	Gas7	DEG_down	-0.018755	-0.41615503704019785	genic	TRUE	P60	lost_k27ac	-1.99387529371359	1.40610174436082e-16	0.023435	0.017556
chr11	67647704	67648204	Gas7	DEG_down	-0.00642	0.39860831316696343	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.027406	0.036136
chr11	67652226	67652726	Adprm	invariant	0.010069	0.6708988395278062	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.003691	0.005892
chr11	67652226	67652726	Gas7	DEG_down	-0.018777	-0.41522621215540784	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.024184	0.018129
chr11	67654476	67654976	Gas7	DEG_down	-0.019243	-0.4155833450022376	genic	TRUE	P60	lost_k27ac	-0.512063462220442	4.8374154126164e-4	0.024206	0.018141
chr11	67655100	67655600	Gas7	DEG_down	-0.001253	0.07403886120602154	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.012222	0.012867
chr11	67664254	67664754	Adprm	invariant	-0.005064	0.052897103583072765	genic	TRUE	P60	lost_k27ac	-0.742712454781331	6.14339802169538e-6	0.00399	0.00414
chr11	67664254	67664754	Gas7	DEG_down	-0.012385	-0.1584237601965959	genic	TRUE	P60	lost_k27ac	-0.742712454781331	6.14339802169538e-6	0.01032	0.009244
chr11	67664254	67664754	Stx8	invariant	-0.016622	-0.483249995311168	genic	TRUE	P60	lost_k27ac	-0.742712454781331	6.14339802169538e-6	0.003947	0.002816
chr11	67667506	67668006	Adprm	invariant	-0.027855	-0.5780613968367759	genic	TRUE	P60	stable_k27ac	-0.299260799625965	0.0589005440678517	0.007325	0.004898
