chr	start	end	0
chr11	33599051	33599551	1
chr11	33614175	33614675	1
chr11	33827025	33827525	1
chr11	33949686	33950186	1
chr11	33962762	33963262	1
chr11	33992820	33993402	1
chr11	34046669	34047169	1
chr11	34098304	34098804	1
chr11	34112878	34113378	2
chr11	34141576	34142076	1
chr11	34144375	34144875	7
chr11	34149377	34149877	3
chr11	34153666	34154166	2
chr11	34181485	34181985	1
chr11	34207839	34208339	1
chr11	34212859	34213359	1
chr11	34314507	34315051	1
chr11	34356135	34356635	1
chr11	34738977	34739477	2
chr11	34783642	34784142	1
chr11	34833391	34833928	1
chr11	34880088	34880588	1
chr11	34881465	34881965	1
chr11	35120869	35121948	1
chr11	35122508	35123008	1
chr11	35160559	35161059	1
chr11	35231491	35231991	2
chr11	35275162	35275662	1
chr11	35304244	35304744	4
chr11	35305137	35305637	9
chr11	35305844	35306344	2
chr11	35336430	35336930	3
chr11	35337421	35337921	1
chr11	35407574	35408074	2
chr11	35587054	35587554	1
chr11	35664929	35665429	1
chr11	35668708	35669208	9
chr11	35769182	35770127	1
chr11	35797776	35798276	1
chr11	35798428	35799134	1
chr11	35834231	35834756	1
chr11	35838292	35838792	1
chr11	35976456	35976956	1
chr11	35979835	35980848	1
chr11	35982720	35983220	2
chr11	35985696	35986196	1
chr11	36001298	36001798	2
chr11	36036173	36036673	1
chr11	36221333	36221833	3
chr11	36349777	36350671	1
chr11	36557305	36557805	1
chr11	36566025	36566525	3
chr11	36677262	36678099	4
chr11	37235714	37236214	1
chr11	37236505	37237005	4
chr11	37658738	37659238	1
chr11	38193690	38194190	1
chr11	38519763	38520263	1
chr11	40007943	40008443	1
chr11	40475427	40475927	1
chr11	40600085	40600585	1
chr11	40600967	40601467	1
chr11	40692343	40692843	12
chr11	40694657	40695453	1
chr11	40733172	40733934	2
chr11	40755005	40755561	1
chr11	40927154	40927654	1
chr11	41158832	41159332	3
chr11	41160285	41160785	1
chr11	41218586	41219086	1
chr11	41598368	41598868	2
chr11	41598952	41599452	1
chr11	41710091	41710591	1
chr11	41817911	41818411	1
chr11	41999417	41999917	2
chr11	42000151	42001107	1
chr11	42116891	42117391	3
chr11	42182318	42183180	1
chr11	42306036	42306536	1
chr11	42309030	42309530	1
chr11	42310787	42311287	9
chr11	42319047	42319547	11
chr11	42320779	42321322	1
chr11	42419506	42420048	1
chr11	42420227	42420727	1
chr11	42421042	42421542	1
chr11	42423207	42423707	1
chr11	42487522	42488022	1
chr11	42618130	42618630	1
chr11	42650179	42650679	2
chr11	42755112	42755612	16
chr11	42845718	42846218	2
chr11	42903422	42903922	3
chr11	42916360	42917248	3
chr11	42927059	42927559	7
chr11	43054942	43055442	3
chr11	43116044	43116544	1
chr11	43142756	43143256	2
chr11	43149626	43150126	1
chr11	43385125	43385731	1
chr11	43425974	43426501	1
chr11	43433493	43434118	1
chr11	43474025	43474525	1
chr11	43492620	43493120	1
chr11	43494016	43494516	4
chr11	43507880	43508380	4
chr11	43517385	43518219	9
chr11	43528533	43529300	1
chr11	43547978	43548478	8
chr11	43549732	43550232	3
chr11	43569503	43570003	15
chr11	43585391	43585891	2
chr11	43586330	43587289	1
chr11	43601290	43601790	1
chr11	43613032	43613532	3
chr11	43626376	43626876	2
chr11	43681747	43682247	1
chr11	43705622	43706122	2
chr11	43747720	43748258	1
chr11	43900960	43901460	1
chr11	43927035	43927904	2
chr11	43929067	43929567	2
chr11	43933450	43933950	2
chr11	43958529	43959338	1
chr11	44003055	44003555	3
chr11	44266959	44267459	1
chr11	44288763	44289263	1
chr11	44398894	44399394	1
chr11	44399812	44400312	1
chr11	44401754	44402254	1
chr11	44470248	44470826	1
chr11	44518669	44519213	1
chr11	44520076	44520576	10
chr11	44530300	44530800	2
chr11	44532831	44533582	4
chr11	44560355	44560855	1
chr11	44581307	44581807	1
chr11	44585983	44586566	1
chr11	44610997	44611497	2
chr11	44616910	44617566	1
chr11	44618152	44618652	4
chr11	44625889	44626389	7
chr11	44806577	44807077	1
chr11	44866604	44867104	6
chr11	44953916	44954416	2
chr11	45116678	45117178	1
chr11	45160692	45161192	1
chr11	45454896	45455396	13
chr11	45468254	45468754	1
chr11	45472187	45472687	10
chr11	45537918	45538418	5
chr11	45539389	45539889	3
chr11	45807836	45808336	1
chr11	45851679	45852213	1
chr11	45926636	45927136	2
chr11	45943111	45943611	3
chr11	45944670	45945185	1
chr11	45955128	45955744	1
chr11	45972798	45973298	1
chr11	45979901	45980559	1
chr11	46051625	46052571	1
chr11	46055741	46056413	1
chr11	46056970	46057470	2
chr11	46065491	46065991	5
chr11	46166161	46166758	1
chr11	46169870	46170370	1
chr11	46185401	46185901	1
chr11	46200605	46201105	6
chr11	46215193	46215693	2
chr11	46218442	46218942	4
chr11	46235280	46235780	1
chr11	46251932	46252432	1
chr11	46275264	46275764	2
chr11	46293430	46293930	20
chr11	46298945	46299445	17
chr11	46301477	46301977	4
chr11	46304845	46305345	12
chr11	46310233	46310733	8
chr11	46311131	46311631	9
chr11	46311832	46312332	10
chr11	46312609	46313109	1
chr11	46362319	46362819	2
chr11	46389265	46389765	1
chr11	46396308	46396808	1
chr11	46431075	46431575	12
chr11	46436674	46437241	1
chr11	46454684	46455184	1
chr11	46523961	46524461	1
chr11	46543958	46544458	1
chr11	46571285	46571785	1
chr11	46629011	46629511	1
chr11	46644756	46645256	1
chr11	46706811	46707311	1
chr11	46734829	46735329	1
chr11	46810549	46811049	1
chr11	47988719	47989327	1
chr11	48800045	48800581	1
chr11	48816981	48817603	1
chr11	48825889	48826905	2
chr11	48834043	48834543	2
chr11	48837332	48837832	7
chr11	48852960	48853460	14
chr11	48855282	48855782	12
chr11	48856257	48856757	1
chr11	48871433	48871933	1
chr11	48871963	48872463	1
chr11	48874477	48874977	1
chr11	48901964	48902464	1
chr11	48945940	48946440	1
chr11	48978638	48979138	2
chr11	48979148	48979648	2
chr11	48991976	48992476	1
chr11	48993922	48994422	1
chr11	49050992	49051492	1
chr11	49063956	49064456	1
chr11	49076336	49076836	1
chr11	49103242	49103742	2
chr11	49114624	49115124	1
chr11	49142023	49142523	1
chr11	49154126	49154626	1
chr11	49186909	49187409	1
chr11	49203041	49203886	1
chr11	49243847	49244440	1
chr11	49250422	49250922	9
chr11	49278053	49278553	1
chr11	49285031	49285531	1
chr11	49304490	49304990	1
chr11	49322491	49322991	1
chr11	49334937	49335437	1
chr11	49422816	49423316	1
chr11	49436373	49436873	1
chr11	49455092	49455592	1
chr11	49464795	49465295	1
chr11	49488819	49489319	1
chr11	49506473	49506973	1
chr11	49519397	49519897	1
chr11	49527996	49528496	1
chr11	49536581	49537081	4
chr11	49543198	49543698	1
chr11	49556627	49557127	1
chr11	49609012	49609512	1
chr11	49652726	49653226	1
chr11	49663359	49664330	1
chr11	49712473	49713133	1
chr11	49778825	49779325	1
chr11	49793927	49794447	1
chr11	49846320	49847233	1
chr11	49877118	49877618	4
chr11	49901584	49902185	1
chr11	49903296	49903796	1
chr11	49938539	49939039	1
chr11	49949753	49950253	1
chr11	49955711	49956211	1
chr11	50024742	50025595	1
chr11	50037026	50037526	1
chr11	50059007	50059507	1
chr11	50090986	50091486	2
chr11	50097033	50097533	1
chr11	50122618	50123118	4
chr11	50130880	50131645	1
chr11	50138201	50138701	1
chr11	50145545	50146045	1
chr11	50174193	50175107	1
chr11	50210095	50211320	2
chr11	50212941	50213441	2
chr11	50224835	50225335	9
chr11	50225640	50226140	3
chr11	50227738	50228238	6
chr11	50228629	50229129	5
chr11	50229473	50229973	3
chr11	50236600	50237100	1
chr11	50238366	50238866	1
chr11	50291713	50292656	1
chr11	50325423	50326052	1
chr11	50354211	50354711	1
chr11	50359166	50359666	1
chr11	50371372	50371872	2
chr11	50376739	50377239	1
chr11	50377263	50377763	1
chr11	50421852	50422352	1
chr11	50430290	50431375	1
chr11	50601833	50602837	2
chr11	50603098	50603953	2
chr11	50604310	50604810	2
chr11	50624176	50625140	2
chr11	50632186	50632686	2
chr11	50637002	50637502	2
chr11	50638628	50639128	2
chr11	50653960	50654460	3
chr11	50669574	50670074	3
chr11	50672758	50673258	2
chr11	50769257	50769757	2
chr11	50826904	50827404	1
chr11	50827408	50827974	1
chr11	50841260	50841802	1
chr11	50850434	50850934	1
chr11	50851086	50851586	1
chr11	50887401	50887925	1
chr11	50915793	50916415	1
chr11	50931278	50931883	1
chr11	50939833	50940333	2
chr11	50942338	50942838	2
chr11	50943515	50944015	1
chr11	50953515	50954015	1
chr11	50966279	50966779	1
chr11	50981716	50982216	1
chr11	51003345	51003845	1
chr11	51013985	51014485	1
chr11	51047858	51048358	1
chr11	51059006	51059617	1
chr11	51084836	51085336	1
chr11	51220168	51220722	2
chr11	51261479	51261979	1
chr11	51262796	51263322	1
chr11	51289554	51290561	1
chr11	51391427	51391927	9
chr11	51539564	51540064	1
chr11	51582686	51583186	1
chr11	51584506	51585016	1
chr11	51605784	51606284	2
chr11	51606597	51607273	1
chr11	51615562	51616062	2
chr11	51617649	51618149	1
chr11	51619411	51619984	1
chr11	51635580	51636146	1
chr11	51643726	51644226	3
chr11	51650592	51651203	2
chr11	51688624	51689124	1
chr11	51756223	51756723	3
chr11	51763384	51764016	2
chr11	51823174	51823674	1
chr11	51823908	51824791	2
chr11	51832401	51832901	16
chr11	51855678	51856178	1
chr11	51856283	51856783	3
chr11	51857403	51858225	1
chr11	51858709	51859209	3
chr11	51898715	51899215	1
chr11	51916217	51916717	1
chr11	51945488	51945988	1
chr11	51967410	51967939	1
chr11	51999971	52001012	1
chr11	52003970	52004563	1
chr11	52098337	52098930	1
chr11	52108737	52109237	1
chr11	52145278	52145778	1
chr11	52213737	52214237	1
chr11	52220233	52220733	1
chr11	52231744	52232265	1
chr11	52253817	52254317	2
chr11	52283081	52283581	1
chr11	52297310	52297810	1
chr11	52333553	52334053	9
chr11	52335845	52336345	5
chr11	52360523	52361109	1
chr11	52370528	52371028	1
chr11	52396177	52396847	1
chr11	52764383	52765272	1
chr11	52765779	52766279	1
chr11	53025672	53026172	1
chr11	53028573	53029073	1
chr11	53300207	53300776	1
chr11	53324428	53324965	1
chr11	53350423	53351082	1
chr11	53422920	53423420	1
chr11	53430581	53431279	2
chr11	53452349	53452849	1
chr11	53456398	53456898	1
chr11	53456954	53457459	1
chr11	53466417	53466917	10
chr11	53470032	53470532	14
chr11	53478474	53478974	1
chr11	53479043	53479543	1
chr11	53479885	53480524	1
chr11	53504979	53505479	19
chr11	53519006	53519852	1
chr11	53520420	53520920	5
chr11	53522785	53523285	13
chr11	53529195	53529695	7
chr11	53539125	53539625	7
chr11	53551785	53552285	2
chr11	53567063	53567713	2
chr11	53618419	53618919	1
chr11	53627812	53628312	2
chr11	53634452	53634952	1
chr11	53706964	53707569	1
chr11	53720543	53721043	1
chr11	53735596	53736096	1
chr11	53761870	53762370	1
chr11	53763575	53764075	1
chr11	53769712	53770665	1
chr11	53849825	53850325	1
chr11	53859006	53859524	1
chr11	53891410	53892038	1
chr11	53979428	53979928	1
chr11	53980019	53980582	1
chr11	54002153	54002653	3
chr11	54002711	54003211	5
chr11	54006874	54007374	4
chr11	54007567	54008519	16
chr11	54026172	54027097	6
chr11	54027473	54028453	1
chr11	54028619	54029119	5
chr11	54056036	54056536	1
chr11	54058644	54059144	2
chr11	54062041	54062541	1
chr11	54068764	54069264	1
chr11	54071699	54072199	1
chr11	54099844	54100676	1
chr11	54100976	54101476	1
chr11	54107004	54107720	1
chr11	54112853	54113353	1
chr11	54122577	54123077	1
chr11	54196015	54196515	10
chr11	54213035	54213535	1
chr11	54214643	54215143	1
chr11	54217227	54217727	2
chr11	54236956	54237456	1
chr11	54237822	54238322	1
chr11	54249417	54249917	1
chr11	54254068	54254568	1
chr11	54256938	54257438	2
chr11	54264490	54264990	1
chr11	54267027	54267527	1
chr11	54301479	54302460	4
chr11	54303547	54304475	1
chr11	54304519	54305019	3
chr11	54307382	54307882	2
chr11	54311936	54312436	3
chr11	54313089	54313589	1
chr11	54336197	54336697	4
chr11	54354489	54355366	2
chr11	54370401	54370901	1
chr11	54437948	54438534	1
chr11	54522596	54523125	1
chr11	54787364	54787925	1
chr11	54860373	54861166	1
chr11	54866132	54866872	1
chr11	54902202	54903187	1
chr11	54930418	54930918	2
chr11	54939485	54939985	2
chr11	54940010	54940510	2
chr11	54955835	54956335	6
chr11	54962667	54963167	1
chr11	55015291	55016286	8
chr11	55033180	55033695	1
chr11	55075518	55076018	2
chr11	55077164	55077664	1
chr11	55077680	55078381	1
chr11	55097370	55098453	1
chr11	55151458	55151958	1
chr11	55158740	55159240	1
chr11	55184664	55185327	1
chr11	55204099	55204816	1
chr11	55234368	55234868	1
chr11	55261967	55262467	5
chr11	55274714	55275214	2
chr11	55327944	55328444	4
chr11	55334446	55334946	1
chr11	55335543	55336043	1
chr11	55336314	55336825	1
chr11	55341851	55342351	16
chr11	55356917	55357417	9
chr11	55386316	55386816	1
chr11	55418055	55418555	1
chr11	55419248	55419748	1
chr11	55422933	55423433	1
chr11	55423690	55424190	1
chr11	55428107	55428607	1
chr11	55437973	55438473	2
chr11	55446506	55447006	2
chr11	55460989	55461512	1
chr11	55469219	55469934	1
chr11	55533385	55533885	1
chr11	55607044	55607544	1
chr11	55607677	55608448	1
chr11	56040760	56041260	1
chr11	56054360	56054860	1
chr11	56925197	56925697	1
chr11	56999684	57000184	1
chr11	57011136	57011636	1
chr11	57030392	57030892	1
chr11	57044546	57045046	1
chr11	57051819	57052319	1
chr11	57103689	57104189	1
chr11	57518304	57518913	2
chr11	57566265	57566765	1
chr11	57572261	57572761	1
chr11	57576918	57577418	1
chr11	57600681	57601181	3
chr11	57644935	57645691	1
chr11	57656607	57657107	1
chr11	57801167	57801886	2
chr11	57820008	57820508	1
chr11	57832568	57833068	1
chr11	57962449	57962949	17
chr11	57972884	57973507	1
chr11	58008405	58009313	1
chr11	58009560	58010060	1
chr11	58061171	58061671	4
chr11	58066097	58066597	1
chr11	58066807	58067307	13
chr11	58081670	58082170	1
chr11	58092884	58093384	1
chr11	58096729	58098085	14
chr11	58103844	58104402	1
chr11	58168162	58168789	1
chr11	58171410	58171982	1
chr11	58193166	58193666	5
chr11	58199294	58199867	2
chr11	58274548	58275048	1
chr11	58301682	58302182	2
chr11	58302523	58303023	15
chr11	58306818	58307329	1
chr11	58307674	58308174	6
chr11	58314021	58314521	1
chr11	58322737	58323561	1
chr11	58330089	58330973	2
chr11	58334695	58335195	2
chr11	58378792	58379292	1
chr11	58420860	58421360	1
chr11	58432308	58432808	1
chr11	58452673	58453173	1
chr11	58462020	58462520	1
chr11	58492305	58492805	1
chr11	58502322	58502822	1
chr11	58534586	58535086	1
chr11	58546172	58546672	1
chr11	58555386	58555886	1
chr11	58570303	58570803	1
chr11	58577479	58577979	1
chr11	58594863	58595363	1
chr11	58615825	58616325	1
chr11	58630251	58630751	1
chr11	58640214	58640714	1
chr11	58658531	58659031	1
chr11	58680848	58681348	1
chr11	58698911	58699411	1
chr11	58723764	58724264	1
chr11	58738962	58739462	1
chr11	58752483	58752983	1
chr11	58772937	58773437	1
chr11	58782701	58783201	1
chr11	58801710	58802264	1
chr11	58814749	58815249	1
chr11	58828986	58829486	1
chr11	58839000	58839500	1
chr11	58846907	58847463	1
chr11	58865714	58866214	1
chr11	58866965	58867622	1
chr11	58903790	58904475	1
chr11	58914366	58914866	2
chr11	58917657	58918157	1
chr11	58928088	58928588	1
chr11	58938538	58939166	1
chr11	58948080	58948580	1
chr11	58948659	58949169	1
chr11	58949422	58949922	12
chr11	58954434	58954946	2
chr11	58959934	58960434	30
chr11	58977121	58977621	2
chr11	58977800	58978511	2
chr11	58981848	58982348	2
chr11	59138920	59139420	1
chr11	59163297	59163989	1
chr11	59182843	59183463	1
chr11	59183734	59184234	2
chr11	59191572	59192462	1
chr11	59202135	59202735	2
chr11	59208070	59208710	1
chr11	59208977	59209477	5
chr11	59227960	59228520	1
chr11	59238905	59239405	3
chr11	59282910	59283410	2
chr11	59290502	59291002	1
chr11	59293563	59294063	1
chr11	59297897	59298397	1
chr11	59302603	59303103	1
chr11	59306677	59307177	1
chr11	59307674	59308174	1
chr11	59313871	59314515	1
chr11	59375407	59375907	1
chr11	59449794	59450392	1
chr11	59450936	59451436	1
chr11	59472130	59472724	1
chr11	59505411	59505911	1
chr11	59506156	59506656	1
chr11	59525178	59525678	2
chr11	59526501	59527001	1
chr11	59530648	59531148	5
chr11	59541317	59541817	1
chr11	59575985	59576485	1
chr11	59593039	59593539	1
chr11	59661054	59661554	1
chr11	59662154	59662654	6
chr11	59664737	59665237	1
chr11	59708054	59708554	7
chr11	59717807	59718307	1
chr11	59732670	59733170	1
chr11	59735894	59736394	1
chr11	59737224	59737724	1
chr11	59739904	59740404	1
chr11	59743237	59744150	5
chr11	59744190	59744690	1
chr11	59759071	59759571	17
chr11	59760821	59761321	6
chr11	59772245	59772745	1
chr11	59787282	59787895	1
chr11	59804597	59805097	3
chr11	59809714	59810266	1
chr11	59839196	59840088	2
chr11	59847973	59848473	5
chr11	59891825	59892325	1
chr11	59898123	59898623	1
chr11	59899876	59900376	1
chr11	59900923	59901423	2
chr11	59921248	59921748	1
chr11	59947849	59948455	1
chr11	59964694	59965430	1
chr11	60028030	60028530	5
chr11	60030714	60031214	2
chr11	60034201	60035035	2
chr11	60046187	60046739	1
chr11	60104644	60105262	1
chr11	60105785	60106285	2
chr11	60108527	60109027	2
chr11	60114980	60115615	1
chr11	60175770	60176270	2
chr11	60176506	60177006	2
chr11	60199693	60200193	1
chr11	60202797	60203297	1
chr11	60209172	60209672	1
chr11	60210271	60210771	1
chr11	60220296	60220796	1
chr11	60222331	60223269	1
chr11	60231295	60231795	1
chr11	60233309	60233809	1
chr11	60256213	60256713	6
chr11	60264570	60265070	8
chr11	60311227	60311727	6
chr11	60346560	60347060	2
chr11	60352655	60353578	2
chr11	60416789	60417394	1
chr11	60417481	60417981	2
chr11	60418207	60418707	1
chr11	60454340	60454899	1
chr11	60465917	60466417	2
chr11	60469088	60469588	1
chr11	60492675	60493175	1
chr11	60536130	60536630	1
chr11	60537440	60537940	4
chr11	60699472	60700040	1
chr11	60703074	60703574	1
chr11	60703806	60704306	1
chr11	60707615	60708115	1
chr11	60727013	60727522	1
chr11	60728147	60728701	1
chr11	60777115	60777773	2
chr11	60811056	60811968	1
chr11	60830380	60831009	1
chr11	60878610	60879522	1
chr11	60905307	60905807	1
chr11	60906416	60906916	1
chr11	60913486	60913986	5
chr11	60914500	60915000	1
chr11	60927237	60927737	2
chr11	60931782	60932285	1
chr11	60953774	60954274	3
chr11	61022130	61022813	1
chr11	61022990	61023490	1
chr11	61024868	61025368	3
chr11	61028968	61029468	1
chr11	61029984	61030484	10
chr11	61038253	61038753	3
chr11	61126504	61127004	1
chr11	61159929	61160429	2
chr11	61174805	61175533	1
chr11	61207286	61207786	1
chr11	61225955	61226455	14
chr11	61227741	61228241	7
chr11	61266866	61267714	1
chr11	61342343	61343110	1
chr11	61349293	61349793	1
chr11	61378095	61378595	1
chr11	61407767	61408267	1
chr11	61448554	61449054	10
chr11	61452058	61452558	3
chr11	61452587	61453087	5
chr11	61453253	61453753	1
chr11	61453774	61454381	1
chr11	61468550	61469050	21
chr11	61476901	61477401	3
chr11	61484524	61485024	1
chr11	61485180	61485680	1
chr11	61486109	61486609	2
chr11	61494032	61494656	1
chr11	61504694	61505393	1
chr11	61526838	61527338	3
chr11	61529267	61529767	18
chr11	61563805	61564305	1
chr11	61564560	61565060	2
chr11	61573169	61573669	1
chr11	61579228	61579937	1
chr11	61619722	61620626	8
chr11	61653014	61653514	1
chr11	61658964	61659464	3
chr11	61659927	61660427	1
chr11	61673665	61674452	1
chr11	61683840	61684340	1
chr11	61692890	61693390	1
chr11	61695828	61696328	1
chr11	61714627	61715127	2
chr11	61720576	61721076	1
chr11	61761776	61762338	1
chr11	61854538	61855323	1
chr11	61865224	61865724	1
chr11	61867808	61868308	1
chr11	61930002	61930659	1
chr11	61950641	61951164	1
chr11	61956512	61957394	1
chr11	61958630	61959130	5
chr11	61974072	61974572	1
chr11	62018546	62019046	2
chr11	62024927	62025427	9
chr11	62026389	62026889	7
chr11	62047670	62048170	2
chr11	62070176	62070676	2
chr11	62213295	62213795	1
chr11	62248396	62249706	1
chr11	62259039	62259539	1
chr11	62280959	62282082	2
chr11	62456759	62457685	6
chr11	62458209	62458791	2
chr11	62538551	62539581	1
chr11	62550920	62551532	1
chr11	62574235	62574735	1
chr11	62575522	62576022	8
chr11	62591019	62591519	6
chr11	62602624	62603126	1
chr11	62613702	62614202	3
chr11	62643203	62643703	2
chr11	62648273	62648954	2
chr11	62731494	62732155	1
chr11	62744024	62744524	1
chr11	62746047	62746547	6
chr11	62749601	62750101	1
chr11	62752849	62753349	1
chr11	62756657	62757157	15
chr11	62789088	62789712	1
chr11	62814589	62815089	2
chr11	62819980	62820585	1
chr11	62846818	62847318	1
chr11	62879204	62879704	1
chr11	62921297	62921797	3
chr11	62950942	62951442	1
chr11	62966790	62967290	1
chr11	62977136	62977636	2
chr11	62984330	62984830	1
chr11	62997636	62998136	3
chr11	63026668	63027168	8
chr11	63061403	63061903	1
chr11	63128731	63129231	1
chr11	63130379	63130879	4
chr11	63132396	63133225	4
chr11	63135630	63136130	4
chr11	63157116	63157616	1
chr11	63173663	63174163	1
chr11	63404612	63405112	1
chr11	63412918	63413418	1
chr11	63914300	63914800	1
chr11	63920418	63920918	1
chr11	63922040	63922668	1
chr11	63925187	63925687	1
chr11	64045013	64045513	1
chr11	64079218	64079803	1
chr11	64164322	64164822	1
chr11	64435081	64435581	1
chr11	64843503	64844003	1
chr11	64978709	64979287	1
chr11	65001675	65002175	2
chr11	65049108	65049608	6
chr11	65088877	65089820	3
chr11	65104067	65104567	6
chr11	65107567	65108067	2
chr11	65124965	65125465	2
chr11	65135204	65135704	7
chr11	65153051	65153551	2
chr11	65157813	65158313	2
chr11	65159641	65160141	1
chr11	65161757	65162257	5
chr11	65162455	65163211	1
chr11	65269739	65270239	1
chr11	65365548	65366048	1
chr11	65402760	65403260	1
chr11	65475253	65475753	2
chr11	65476163	65476663	2
chr11	65631129	65631629	1
chr11	65706731	65707231	2
chr11	65787973	65788547	1
chr11	65801845	65802345	3
chr11	65806918	65807424	1
chr11	66167703	66168801	2
chr11	66525714	66526214	1
chr11	66526377	66527342	1
chr11	66905875	66906375	2
chr11	66911730	66912230	1
chr11	66956387	66956887	1
chr11	66984773	66985273	3
chr11	66996340	66996840	4
chr11	66998419	66998919	3
chr11	67001835	67002335	1
chr11	67010395	67010895	1
chr11	67024733	67025514	1
chr11	67052344	67052919	2
chr11	67078049	67078549	1
chr11	67080131	67080631	1
chr11	67085386	67085886	1
chr11	67110073	67110573	19
chr11	67119830	67120330	1
chr11	67170776	67171276	1
chr11	67199801	67200301	1
chr11	67237778	67238278	1
chr11	67276873	67277373	1
chr11	67321407	67321907	1
chr11	67454803	67455340	1
chr11	67456032	67456532	1
chr11	67458072	67458572	1
chr11	67556392	67556892	1
chr11	67643396	67643896	2
chr11	67647704	67648204	1
chr11	67652226	67652726	14
chr11	67654476	67654976	6
chr11	67655100	67655600	9
chr11	67657616	67658116	2
chr11	67664254	67664754	22
chr11	67667506	67668006	23
chr11	67670023	67670523	27
chr11	67695075	67695575	1
chr11	67770903	67771403	1
chr11	67772544	67773044	2
chr11	67774357	67774857	1
chr11	67797841	67798436	1
chr11	67821488	67821988	1
chr11	67921253	67921753	2
chr11	67921903	67922403	2
chr11	67965334	67965901	2
chr11	67965942	67966773	2
chr11	68004145	68004645	1
chr11	68233426	68233926	15
chr11	68384434	68385593	1
chr11	68399472	68399972	1
chr11	68400146	68401073	1
chr11	68408045	68408545	1
chr11	68431827	68432370	1
chr11	68502768	68503268	1
chr11	68531205	68531705	5
chr11	68555791	68556435	1
chr11	68562135	68562635	5
chr11	68566462	68566962	2
chr11	68579415	68579915	3
chr11	68586770	68587270	1
chr11	68589364	68589864	1
chr11	68623431	68623931	2
chr11	68691308	68692015	1
chr11	68745489	68745989	1
chr11	68764570	68765070	4
chr11	68852736	68853236	10
chr11	68871608	68872108	1
chr11	68874791	68875291	1
chr11	68888302	68888802	1
chr11	68901291	68901832	1
chr11	68926831	68927331	1
chr11	68947459	68947959	4
chr11	68957230	68957730	1
chr11	68967678	68968380	1
chr11	68973384	68973884	3
chr11	68974935	68975435	1
chr11	68982632	68983132	1
chr11	68988221	68988721	8
chr11	69008143	69008710	1
chr11	69015660	69016444	1
chr11	69035885	69036385	6
chr11	69039915	69040415	3
chr11	69041502	69042002	1
chr11	69045373	69045896	1
chr11	69059325	69059966	1
chr11	69066000	69067334	8
chr11	69070555	69071133	1
chr11	69072930	69073918	7
chr11	69088239	69088783	1
chr11	69088792	69089292	1
chr11	69094741	69095466	1
chr11	69096972	69097472	4
chr11	69098623	69099123	10
chr11	69099825	69100325	8
chr11	69102314	69102814	1
chr11	69117722	69118222	2
chr11	69120153	69120653	1
chr11	69122502	69123002	2
chr11	69123653	69124153	2
chr11	69125300	69126352	1
chr11	69134039	69134539	2
chr11	69150452	69150952	1
chr11	69156738	69157238	1
chr11	69196792	69197292	1
chr11	69197593	69198093	1
chr11	69211351	69211851	2
chr11	69235603	69236103	3
chr11	69236786	69237286	1
chr11	69323525	69324229	2
chr11	69325989	69326507	1
chr11	69331960	69332460	5
chr11	69340210	69341111	1
chr11	69364919	69365419	5
chr11	69366350	69366850	2
chr11	69369156	69369656	1
chr11	69372049	69372549	1
chr11	69395236	69396076	2
chr11	69397984	69398484	1
chr11	69401188	69401688	5
chr11	69408564	69409064	9
chr11	69409360	69409860	4
chr11	69411045	69411545	4
chr11	69413425	69413925	1
chr11	69415162	69415662	11
chr11	69417693	69418193	5
chr11	69418647	69419147	17
chr11	69546434	69546934	1
chr11	69548860	69549360	1
chr11	69559955	69560455	1
chr11	69561141	69561931	1
chr11	69579075	69579575	8
chr11	69580005	69580608	2
chr11	69581157	69581657	8
chr11	69592082	69592582	2
chr11	69600056	69600556	1
chr11	69604895	69605395	5
chr11	69605672	69606192	1
chr11	69610900	69611400	1
chr11	69617655	69618155	1
chr11	69621773	69622329	1
chr11	69622391	69622891	1
chr11	69632463	69633239	1
chr11	69655063	69655866	1
chr11	69662357	69662892	1
chr11	69665903	69666403	1
chr11	69671219	69671719	9
chr11	69672173	69672744	1
chr11	69681819	69682334	1
chr11	69682697	69683197	2
chr11	69685534	69686115	1
chr11	69695175	69696348	2
chr11	69706695	69707195	15
chr11	69757962	69759322	1
chr11	69761718	69762218	1
chr11	69765467	69766161	1
chr11	69766197	69766697	1
chr11	69795208	69796193	1
chr11	69801607	69802107	1
chr11	69802766	69803266	2
chr11	69803706	69804206	3
chr11	69805374	69805874	1
chr11	69815048	69815548	1
chr11	69818215	69818715	1
chr11	69821930	69822430	1
chr11	69823447	69823947	3
chr11	69828750	69829250	1
chr11	69837534	69838763	2
chr11	69846125	69846688	1
chr11	69847972	69848472	4
chr11	69858480	69858980	1
chr11	69876787	69877287	2
chr11	69877803	69878303	1
chr11	69880664	69881808	1
chr11	69895289	69895789	1
chr11	69900737	69901629	2
chr11	69913637	69914262	1
chr11	69921339	69922208	1
chr11	69934094	69934594	1
chr11	69935373	69936045	1
chr11	69947938	69948513	1
chr11	69948642	69949142	1
chr11	69964528	69965028	1
chr11	69980218	69980718	1
chr11	69980905	69981405	1
chr11	69982267	69982767	1
chr11	69990892	69991871	1
chr11	69995327	69996026	1
chr11	69997096	69997596	7
chr11	70000344	70000866	1
chr11	70015084	70015661	1
chr11	70016691	70017191	1
chr11	70021112	70021612	4
chr11	70026545	70027045	3
chr11	70027298	70027798	5
chr11	70029240	70029740	3
chr11	70043337	70043837	1
chr11	70053834	70054334	1
chr11	70055620	70056120	1
