chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr3	32725000	32750000	chr3	130725000	130750000	chr3	32736397	32737897	74600	0	-	Mrpl47	chr3	130729648	130731148	68436	0	-	Rpl34
chr4	33375000	33400000	chr4	33925000	33950000								chr4	33923842	33925342	12801	0	+	Cnr1
chr4	85825000	85850000	chr4	86000000	86025000														
chr4	117825000	117850000	chr4	118275000	118300000	chr4	117833755	117835255	14664	0	+	Slc6a9	chr4	118290655	118292155	19268	0	-	Ptprf
chr4	15300000	15325000	chr4	15575000	15600000														
chr4	82625000	82650000	chr4	82825000	82850000														
chr4	81550000	81575000	chr4	82300000	82325000														
chr4	12900000	12925000	chr4	13125000	13150000	chr4	12906087	12907587	208820	0	+	Triqk							
chr4	117700000	117725000	chr4	118275000	118300000								chr4	118290655	118292155	19268	0	-	Ptprf
chr1	46850000	46875000	chr1	48525000	48550000														
chr1	144400000	144425000	chr1	149750000	149775000														
chr1	5075000	5100000	chr1	6200000	6225000								chr1	6205446	6206946	12421	0	+	Rb1cc1
chr1	46850000	46875000	chr1	51600000	51625000														
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21779875	21781375	56702	0	-	H1f5	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21779875	21781375	56702	0	-	H1f5	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21779875	21781375	56702	0	-	H1f5	chr13	23695063	23696563	107970	0	+	H1f6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21779875	21781375	56702	0	-	H1f5	chr13	23697704	23699204	319155	0	-	H4c3
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21782620	21784120	319153	0	-	H3c11	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21782620	21784120	319153	0	-	H3c11	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21782620	21784120	319153	0	-	H3c11	chr13	23695063	23696563	107970	0	+	H1f6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21782620	21784120	319153	0	-	H3c11	chr13	23697704	23699204	319155	0	-	H4c3
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786468	21787968	319170	0	-	H2ac22	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786468	21787968	319170	0	-	H2ac22	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786468	21787968	319170	0	-	H2ac22	chr13	23695063	23696563	107970	0	+	H1f6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786468	21787968	319170	0	-	H2ac22	chr13	23697704	23699204	319155	0	-	H4c3
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786710	21788210	319188	0	+	H2bc22	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786710	21788210	319188	0	+	H2bc22	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786710	21788210	319188	0	+	H2bc22	chr13	23695063	23696563	107970	0	+	H1f6
chr13	21775000	21800000	chr13	23675000	23700000	chr13	21786710	21788210	319188	0	+	H2bc22	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23695063	23696563	107970	0	+	H1f6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23695063	23696563	107970	0	+	H1f6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23695063	23696563	107970	0	+	H1f6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23695063	23696563	107970	0	+	H1f6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23683198	23684698	319164	0	-	H2ac6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23683448	23684948	68024	0	+	H2bc4
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23695063	23696563	107970	0	+	H1f6
chr13	22025000	22050000	chr13	23675000	23700000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23697704	23699204	319155	0	-	H4c3
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23750375	23751875	319172	0	+	H2ac4
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23751516	23753016	319150	0	+	H3c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23760480	23761980	326619	0	-	H4c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23761636	23763136	360198	0	-	H3c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23762915	23764415	80838	0	+	H1f1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23769162	23770662	214158	0	+	Trim38
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22034818	22036318	319168	0	-	H2ac12	chr13	23756262	23757762	326620	0	+	H4c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23750375	23751875	319172	0	+	H2ac4
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23751516	23753016	319150	0	+	H3c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23760480	23761980	326619	0	-	H4c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23761636	23763136	360198	0	-	H3c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23762915	23764415	80838	0	+	H1f1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23769162	23770662	214158	0	+	Trim38
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22040612	22042112	319158	0	-	H4c9	chr13	23756262	23757762	326620	0	+	H4c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23750375	23751875	319172	0	+	H2ac4
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23751516	23753016	319150	0	+	H3c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23760480	23761980	326619	0	-	H4c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23761636	23763136	360198	0	-	H3c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23762915	23764415	80838	0	+	H1f1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23769162	23770662	214158	0	+	Trim38
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042194	22043694	319167	0	-	H2ac11	chr13	23756262	23757762	326620	0	+	H4c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23750375	23751875	319172	0	+	H2ac4
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23751516	23753016	319150	0	+	H3c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23760480	23761980	326619	0	-	H4c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23761636	23763136	360198	0	-	H3c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23762915	23764415	80838	0	+	H1f1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23769162	23770662	214158	0	+	Trim38
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22042463	22043963	319183	0	+	H2bc11	chr13	23756262	23757762	326620	0	+	H4c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23750375	23751875	319172	0	+	H2ac4
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23751516	23753016	319150	0	+	H3c2
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23760480	23761980	326619	0	-	H4c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23761636	23763136	360198	0	-	H3c1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23762915	23764415	80838	0	+	H1f1
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23769162	23770662	214158	0	+	Trim38
chr13	22025000	22050000	chr13	23750000	23775000	chr13	22035119	22036619	319184	0	+	H2bc12	chr13	23756262	23757762	326620	0	+	H4c2
chr13	3400000	3425000	chr13	3875000	3900000														
chr13	83700000	83725000	chr13	84600000	84625000	chr13	83720630	83722130	320203	0	+	Mir9-2hg							
chr13	84750000	84775000	chr13	85175000	85200000								chr13	85188657	85190157	66671	0	+	Ccnh
chr13	83850000	83875000	chr13	84325000	84350000														
chr13	38975000	39000000	chr13	40750000	40775000														
chr13	66900000	66925000	chr13	67800000	67825000	chr13	66904163	66905663	100038538	0	+	Ramacl	chr13	67812989	67814489	212569	0	+	Zfp273
chr13	66900000	66925000	chr13	67800000	67825000	chr13	66904628	66906128	67530	0	-	Uqcrb	chr13	67812989	67814489	212569	0	+	Zfp273
chr13	81925000	81950000	chr13	85150000	85175000														
chr13	9450000	9475000	chr13	9825000	9850000														
chr13	110375000	110400000	chr13	111725000	111750000	chr13	110394295	110395795	20620	0	+	Plk2							
chr13	58625000	58650000	chr13	59825000	59850000														
chr13	81775000	81800000	chr13	85175000	85200000	chr13	81782326	81783826	12626	0	+	Cetn3	chr13	85188657	85190157	66671	0	+	Ccnh
chr13	84750000	84775000	chr13	85275000	85300000								chr13	85288380	85289880	218397	0	-	Rasa1
chr13	39425000	39450000	chr13	40750000	40775000														
chr13	101400000	101425000	chr13	101675000	101700000														
chr13	101225000	101250000	chr13	101675000	101700000	chr13	101231376	101232876	328324	0	+	5930438M14Rik							
chr9	89875000	89900000	chr9	98950000	98975000								chr9	98954537	98956037	26927	0	+	Foxl2
chr9	89875000	89900000	chr9	98950000	98975000								chr9	98954549	98956049	768252	0	-	Foxl2os
chr11	33175000	33200000	chr11	33275000	33300000														
chr11	75750000	75775000	chr11	76150000	76175000														
chr11	67100000	67125000	chr11	67800000	67825000	chr11	67099053	67100553	102466766	0	+	Mir6923							
chr11	67100000	67125000	chr11	67800000	67825000	chr11	67119330	67120830	74184	0	-	2310065F04Rik							
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96005190	96006690	140486	0	-	Igf2bp1	chr11	96281154	96282654	15416	0	+	Hoxb8
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96005190	96006690	140486	0	-	Igf2bp1	chr11	96285872	96287372	15415	0	+	Hoxb7
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96005190	96006690	140486	0	-	Igf2bp1	chr11	96291725	96293225	15414	0	+	Hoxb6
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96023794	96025294	14607	0	+	Gip	chr11	96281154	96282654	15416	0	+	Hoxb8
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96023794	96025294	14607	0	+	Gip	chr11	96285872	96287372	15415	0	+	Hoxb7
chr11	96000000	96025000	chr11	96275000	96300000	chr11	96023794	96025294	14607	0	+	Gip	chr11	96291725	96293225	15414	0	+	Hoxb6
chr11	17675000	17700000	chr11	18850000	18875000														
chr11	36200000	36225000	chr11	37175000	37200000														
chr11	34825000	34850000	chr11	35975000	36000000	chr11	34832891	34834391	70385	0	-	Spdl1	chr11	35979777	35981277	211652	0	-	Wwc1
chr11	29525000	29550000	chr11	30000000	30025000	chr11	29525657	29527157	76784	0	+	Mtif2							
chr11	29525000	29550000	chr11	30000000	30025000	chr11	29547199	29548699	73324	0	+	Clhc1							
chr11	29525000	29550000	chr11	30000000	30025000	chr11	29547359	29548859	78294	0	-	Rps27a							
chr11	17275000	17300000	chr11	19025000	19050000														
chr11	72925000	72950000	chr11	74350000	74375000								chr11	74363920	74365420	258153	0	+	Or1d2
chr11	36025000	36050000	chr11	40600000	40625000														
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571484	21572984	216560	0	+	Wdpcp	chr11	22981340	22982840	53625	0	-	B3gnt2
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571484	21572984	216560	0	+	Wdpcp	chr11	22981632	22983132	17846	0	-	Commd1
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571484	21572984	216560	0	+	Wdpcp	chr11	22989768	22991268	12464	0	+	Cct4
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571617	21573117	17449	0	-	Mdh1	chr11	22981340	22982840	53625	0	-	B3gnt2
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571617	21573117	17449	0	-	Mdh1	chr11	22981632	22983132	17846	0	-	Commd1
chr11	21550000	21575000	chr11	22975000	23000000	chr11	21571617	21573117	17449	0	-	Mdh1	chr11	22989768	22991268	12464	0	+	Cct4
chr11	51250000	51275000	chr11	52375000	52400000	chr11	51260979	51262479	12750	0	+	Clk4	chr11	52395677	52397177	213673	0	+	9530068E07Rik
chr11	51250000	51275000	chr11	52375000	52400000	chr11	51262296	51263796	193286	0	-	Msantd5l	chr11	52395677	52397177	213673	0	+	9530068E07Rik
chr13	84325000	84350000	chr13	84750000	84775000														
chr13	38625000	38650000	chr13	41000000	41025000	chr13	38634359	38635859	17828	0	-	Bloc1s5	chr13	41000272	41001772	68083	0	+	Pak1ip1
chr13	38625000	38650000	chr13	41000000	41025000	chr13	38634359	38635859	17828	0	-	Bloc1s5	chr13	41000401	41001901	102633880	0	-	A730081D07Rik
chr13	38625000	38650000	chr13	41000000	41025000	chr13	38634359	38635859	17828	0	-	Bloc1s5	chr13	41015541	41017041	66154	0	+	Tmem14c
chr6	20625000	20650000	chr6	21200000	21225000								chr6	21214752	21216252	16508	0	+	Kcnd2
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932079	66933579	19210	0	+	Ptdss1	chr13	68581399	68582899	210009	0	-	Mtrr
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932079	66933579	19210	0	+	Ptdss1	chr13	68581483	68582983	69577	0	+	Fastkd3
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932079	66933579	19210	0	+	Ptdss1	chr13	68596670	68598170	69315	0	+	Cfap90
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932338	66933838	66410	0	-	Mterf3	chr13	68581399	68582899	210009	0	-	Mtrr
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932338	66933838	66410	0	-	Mterf3	chr13	68581483	68582983	69577	0	+	Fastkd3
chr13	66925000	66950000	chr13	68575000	68600000	chr13	66932338	66933838	66410	0	-	Mterf3	chr13	68596670	68598170	69315	0	+	Cfap90
chr12	33375000	33400000	chr12	35175000	35200000	chr12	33394010	33395510	75836	0	-	Atxn7l1os2	chr12	35194147	35195647	751520	0	-	Mir680-3
chr12	33375000	33400000	chr12	35175000	35200000	chr12	33394103	33395603	75040	0	+	Efcab10	chr12	35194147	35195647	751520	0	-	Mir680-3
chr17	3550000	3575000	chr17	5375000	5400000	chr17	3557031	3558531	224481	0	-	Tfb1m							
chr17	3550000	3575000	chr17	5375000	5400000	chr17	3557073	3558573	68230	0	+	1700102H20Rik							
chr17	40950000	40975000	chr17	42775000	42800000														
chr1	51625000	51650000	chr1	51925000	51950000														
chr1	51625000	51650000	chr1	52075000	52100000								chr1	52076510	52078010	20846	0	+	Stat1
chr1	107625000	107650000	chr1	111225000	111250000														
chr1	52150000	52175000	chr1	52500000	52525000								chr1	52499929	52501429	17936	0	-	Nab1
chr17	48275000	48300000	chr17	49375000	49400000	chr17	48298747	48300247	328833	0	+	Treml2							
chr1	153875000	153900000	chr1	154725000	154750000	chr1	153873594	153875094	433365	0	+	Teddm1b							
chr1	153875000	153900000	chr1	154725000	154750000	chr1	153890991	153892491	240819	0	+	Teddm1a							
chr1	153875000	153900000	chr1	154725000	154750000	chr1	153899175	153900675	102466257	0	+	Mir8114							
chr1	153875000	153900000	chr1	154725000	154750000	chr1	153899193	153900693	14645	0	+	Glul							
chr1	15800000	15825000	chr1	16650000	16675000	chr1	15804895	15806395	21749	0	+	Terf1	chr1	16656292	16657792	67923	0	-	Eloc
chr1	15800000	15825000	chr1	16650000	16675000	chr1	15804895	15806395	21749	0	+	Terf1	chr1	16656801	16658301	329101	0	+	D030040B21Rik
chr1	15800000	15825000	chr1	16650000	16675000	chr1	15804895	15806395	21749	0	+	Terf1	chr1	16664456	16665956	70397	0	+	Tmem70
chr1	47250000	47275000	chr1	50925000	50950000														
chr1	48725000	48750000	chr1	50925000	50950000														
chr1	47800000	47825000	chr1	51325000	51350000								chr1	51333029	51334529	442821	0	-	9330175M20Rik
chr1	47275000	47300000	chr1	51600000	51625000														
chr1	15000000	15025000	chr1	16425000	16450000														
chr1	137325000	137350000	chr1	137875000	137900000														
chr17	33075000	33100000	chr17	33825000	33850000	chr17	33088559	33090059	240068	0	+	Zfp563	chr17	33823812	33825312	54127	0	-	Rps28
chr17	33075000	33100000	chr17	33825000	33850000	chr17	33088559	33090059	240068	0	+	Zfp563	chr17	33823821	33825321	66416	0	+	Ndufa7
chr17	33075000	33100000	chr17	33825000	33850000	chr17	33088559	33090059	240068	0	+	Zfp563	chr17	33842340	33843840	54219	0	+	Cd320
chr17	10300000	10325000	chr17	11050000	11075000	chr17	10319104	10320604	19317	0	-	Qki							
chr17	10300000	10325000	chr17	11050000	11075000	chr17	10323851	10325351	76634	0	+	1700110C19Rik							
chr16	35000000	35025000	chr16	38550000	38575000	chr16	35021677	35023177	70757	0	+	Hacd2	chr16	38549508	38551008	224143	0	-	Poglut1
chr16	35000000	35025000	chr16	38550000	38575000	chr16	35021677	35023177	70757	0	+	Hacd2	chr16	38557947	38559447	67846	0	+	Tmem39a
chr12	38125000	38150000	chr12	39025000	39050000														
chr12	36700000	36725000	chr12	37425000	37450000														
chr12	103975000	104000000	chr12	104925000	104950000	chr12	103995829	103997329	380780	0	-	Serpina11							
chr12	89450000	89475000	chr12	91775000	91800000								chr12	91785686	91787186	108800	0	-	Ston2
chr12	35875000	35900000	chr12	37450000	37475000														
chr12	101100000	101125000	chr12	102375000	102400000														
chr15	32225000	32250000	chr15	32550000	32575000	chr15	32241173	32242673	66835	0	-	Snord123							
chr15	32225000	32250000	chr15	32550000	32575000	chr15	32243912	32245412	100616095	0	-	Snhg18							
chr15	32225000	32250000	chr15	32550000	32575000	chr15	32244059	32245559	20356	0	+	Sema5a							
chr15	44825000	44850000	chr15	48775000	48800000								chr15	48791313	48792813	239420	0	-	Csmd3
chr15	68925000	68950000	chr15	70900000	70925000	chr15	68927669	68929169	13992	0	+	Khdrbs3							
chr15	58950000	58975000	chr15	59825000	59850000														
chr15	34950000	34975000	chr15	36125000	36150000								chr15	36139650	36141150	626596	0	-	Rgs22
chr15	48775000	48800000	chr15	52150000	52175000	chr15	48791313	48792813	239420	0	-	Csmd3							
chr15	68925000	68950000	chr15	71225000	71250000	chr15	68927669	68929169	13992	0	+	Khdrbs3							
chr16	41725000	41750000	chr16	42000000	42025000														
chr16	85800000	85825000	chr16	87375000	87400000	chr16	85802363	85803863	11504	0	-	Adamts1							
chr16	85800000	85825000	chr16	87375000	87400000	chr16	85818460	85819960	75310	0	+	4930556C24Rik							
chr12	29525000	29550000	chr12	29850000	29875000	chr12	29527633	29529133	17933	0	+	Myt1l							
chr6	44075000	44100000	chr6	45025000	45050000														
chr6	104025000	104050000	chr6	104300000	104325000														
chr6	105925000	105950000	chr6	106425000	106450000														
chr6	49200000	49225000	chr6	52200000	52225000	chr6	49214207	49215707	140488	0	-	Igf2bp3	chr6	52203837	52205337	15402	0	-	Hoxa5
chr6	49200000	49225000	chr6	52200000	52225000	chr6	49214207	49215707	140488	0	-	Igf2bp3	chr6	52207972	52209472	15403	0	-	Hoxa6
chr6	49200000	49225000	chr6	52200000	52225000	chr6	49214207	49215707	140488	0	-	Igf2bp3	chr6	52212586	52214086	15400	0	-	Hoxa3
chr6	49200000	49225000	chr6	52200000	52225000	chr6	49214207	49215707	140488	0	-	Igf2bp3	chr6	52212589	52214089	15399	0	-	Hoxa2
chr6	49200000	49225000	chr6	52200000	52225000	chr6	49214207	49215707	140488	0	-	Igf2bp3	chr6	52221104	52222604	15404	0	-	Hoxa7
chr6	5625000	5650000	chr6	6875000	6900000								chr6	6881335	6882835	13395	0	-	Dlx5
chr6	128825000	128850000	chr6	131375000	131400000	chr6	128825502	128827002	17059	0	-	Klrb1c	chr6	131387726	131389226	56449	0	-	Ybx3
chr6	128825000	128850000	chr6	131375000	131400000	chr6	128825581	128827081	80782	0	-	Klrb1b	chr6	131387726	131389226	56449	0	-	Ybx3
chr7	139075000	139100000	chr7	139900000	139925000	chr7	139085250	139086750	26757	0	+	Dpysl4							
chr7	63725000	63750000	chr7	64725000	64750000														
chr7	60600000	60625000	chr7	62375000	62400000								chr7	62376259	62377759	27385	0	+	Magel2
chr5	49975000	50000000	chr5	52050000	52075000														
chr10	49625000	49650000	chr10	50125000	50150000														
chr10	108275000	108300000	chr10	109850000	109875000														
chr10	19225000	19250000	chr10	20050000	20075000														
chr10	71475000	71500000	chr10	74450000	74475000														
chr10	42575000	42600000	chr10	50900000	50925000	chr10	42582882	42584382	21907	0	-	Nr2e1							
chr10	42575000	42600000	chr10	50900000	50925000	chr10	42583084	42584584	14628	0	+	Ostm1							
chr8	15200000	15225000	chr8	18550000	18575000														
chr8	93000000	93025000	chr8	94175000	94200000								chr8	94178331	94179831	17748	0	+	Mt1
chr10	53100000	53125000	chr10	53525000	53550000														
chr4	89275000	89300000	chr4	99650000	99675000	chr4	89293903	89295403	12578	0	-	Cdkn2a	chr4	99655548	99657048	15221	0	+	Foxd3
chr4	22000000	22025000	chr4	24675000	24700000														
chr4	26950000	26975000	chr4	27400000	27425000														
chr1	51650000	51675000	chr1	51925000	51950000														
chr1	146475000	146500000	chr1	146800000	146825000	chr1	146494009	146495509	215378	0	+	Brinp3							
chr1	56975000	57000000	chr1	63250000	63275000	chr1	56977900	56979400	212712	0	-	Satb2							
chr18	56350000	56375000	chr18	56700000	56725000								chr18	56707062	56708562	16906	0	+	Lmnb1
chr18	53450000	53475000	chr18	64325000	64350000	chr18	53463765	53465265	225518	0	+	Prdm6	chr18	64332956	64334456	73588	0	-	St8sia3os
chr18	53450000	53475000	chr18	64325000	64350000	chr18	53463765	53465265	225518	0	+	Prdm6	chr18	64339269	64340769	225631	0	+	Onecut2
chr18	11050000	11075000	chr18	64325000	64350000	chr18	11051313	11052813	14465	0	+	Gata6	chr18	64332956	64334456	73588	0	-	St8sia3os
chr18	11050000	11075000	chr18	64325000	64350000	chr18	11051313	11052813	14465	0	+	Gata6	chr18	64339269	64340769	225631	0	+	Onecut2
chr18	11050000	11075000	chr18	64325000	64350000	chr18	11051817	11053317	68434	0	-	Gata6os	chr18	64332956	64334456	73588	0	-	St8sia3os
chr18	11050000	11075000	chr18	64325000	64350000	chr18	11051817	11053317	68434	0	-	Gata6os	chr18	64339269	64340769	225631	0	+	Onecut2
chr2	138775000	138800000	chr2	139275000	139300000														
chr2	73775000	73800000	chr2	74675000	74700000	chr2	73774596	73776096	108699	0	-	Chn1	chr2	74674262	74675762	15432	0	+	Hoxd12
chr2	73775000	73800000	chr2	74675000	74700000	chr2	73774596	73776096	108699	0	-	Chn1	chr2	74678806	74680306	15431	0	+	Hoxd11
chr2	73775000	73800000	chr2	74675000	74700000	chr2	73774596	73776096	108699	0	-	Chn1	chr2	74691173	74692673	15430	0	+	Hoxd10
chr2	73775000	73800000	chr2	74675000	74700000	chr2	73774596	73776096	108699	0	-	Chn1	chr2	74696976	74698476	15438	0	+	Hoxd9
chrX	61150000	61175000	chrX	61425000	61450000														
chrX	135550000	135575000	chrX	135825000	135850000								chrX	135838283	135839783	245607	0	+	Gprasp2
chr3	140125000	140150000	chr3	141825000	141850000														
chr3	30575000	30600000	chr3	31125000	31150000	chr3	30599189	30600689	76652	0	-	Actrt3	chr3	31149169	31150669	18417	0	+	Cldn11
chr3	109725000	109750000	chr3	111050000	111075000														
chr3	30500000	30525000	chr3	66950000	66975000														
chr3	129200000	129225000	chr3	154325000	154350000	chr3	129199127	129200627	18741	0	+	Pitx2	chr3	154329909	154331409	16875	0	-	Lhx8
chr3	129200000	129225000	chr3	154325000	154350000	chr3	129199127	129200627	18741	0	+	Pitx2	chr3	154330070	154331570	99686	0	+	AI606473
chr8	27675000	27700000	chr8	30900000	30925000														
chr17	3550000	3575000	chr17	4975000	5000000	chr17	3557031	3558531	224481	0	-	Tfb1m	chr17	4993581	4995081	239985	0	+	Arid1b
