stripe_id	direction	logFC	FDR	se_hub_P60	se_hub_ENCODE	body_genes	body_gene_count	gene_symbol	log2FoldChange	padj	baseMean
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Pld4	-0.54069103464265	0.633896678820994	3.70231093138009
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Tex22	0.0345642661696094	0.978462886366491	10.4418139796457
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Brf1	-0.010683045871379	0.973490675151289	495.305903500764
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Btbd6	NA	NA	NA
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Cdca4	0.148906563239034	0.683850288084862	52.8280135961816
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Clba1	-0.475391065740363	0.558020402953379	6.94116550070073
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Gpr132	NA	NA	NA
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Jag2	0.60910460160136	6.49043703281813e-4	83.575139737968
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Mta1	0.0205992667336751	0.956097278826371	554.933648596165
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Nudt14	-0.409544884132415	0.526196733113879	9.61843988206011
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Pacs2	0.137417755890828	0.436244205356658	1008.25727968883
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Pld4	-0.54069103464265	0.633896678820994	3.70231093138009
stripe_256	gained	0.1316	4.48e-4	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Tex22	0.0345642661696094	0.978462886366491	10.4418139796457
stripe_258	gained	-0.0962	0.02228	TRUE	FALSE	Dnah11,Sp4	2	Dnah11	-1.33171738790689	2.69144054356437e-24	993.90874558571
stripe_258	gained	-0.0962	0.02228	TRUE	FALSE	Dnah11,Sp4	2	Sp4	-0.206624861778479	0.0487256047795082	1208.5349158411
stripe_289	lost	-0.197	6.023e-5	TRUE	TRUE	Tmem161b	1	Tmem161b	-0.241305291312847	6.03642429922654e-4	1051.49200962342
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	1700123O20Rik	-0.107374839697744	0.837818641718964	33.8606132834574
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	4931414P19Rik	-0.587415369411299	0.039985638673951	28.7689670163913
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Acin1	0.0560092808543106	0.768149444378029	1004.39553192531
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Ajuba	0.473372627684046	0.758697168636607	3.18017236646046
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Cdh24	1.31128905837907	1.32484106143658e-6	27.0656667121886
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Cebpe	NA	NA	NA
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Cirop	NA	NA	NA
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Haus4	-0.289571911618529	0.694566491414098	11.8736284802506
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Prmt5	NA	NA	NA
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Psmb11	NA	NA	NA
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Psmb5	-0.00398534347858561	0.99735787749868	37.1043093513892
stripe_324	gained	-0.0949	0.005101	TRUE	FALSE	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	Slc7a8	-0.370875161766208	4.87979815190743e-4	1265.93385213289
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Carmil3	0.179750779660936	0.61330670552922	469.68253348774
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Cpne6	1.30339805290809	1.43510037931451e-5	20.1928941749992
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Dcaf11	0.0958798722482134	0.839941781408929	130.430803294564
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Dhrs2	NA	NA	NA
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Dhrs4	-0.279075048297017	0.536146242711783	32.3733689063879
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Emc9	-0.216446967307201	0.30384730781124	88.8010166062569
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Fitm1	NA	NA	NA
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Nrl	NA	NA	NA
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Pck2	-0.041203808363249	0.923058780729318	175.768239201611
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Psme1	-0.262677582597656	0.362300541512924	47.4589782159159
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Psme2	-0.397357262243691	0.368297716699589	22.3180502288525
stripe_325	lost	-0.089	0.02469	TRUE	FALSE	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	Rnf31	0.122752301137271	0.662215646943378	196.994699175691
stripe_349	gained	-0.1166	6.992e-4	TRUE	FALSE	Naa16,Rgcc,Zfp957	3	Naa16	-0.0705399432272476	0.695728172795975	628.599055028626
stripe_349	gained	-0.1166	6.992e-4	TRUE	FALSE	Naa16,Rgcc,Zfp957	3	Rgcc	-1.13862740483267	8.29767338393252e-15	69.6702701558767
stripe_349	gained	-0.1166	6.992e-4	TRUE	FALSE	Naa16,Rgcc,Zfp957	3	Zfp957	-0.00973126779653313	0.99505836053895	10.6595297188457
stripe_356	gained	0.3027	1.219e-5	TRUE	FALSE	Spry2,Trim52	2	Spry2	-0.818839901476966	4.15900102289719e-12	144.716642787948
stripe_356	gained	0.3027	1.219e-5	TRUE	FALSE	Spry2,Trim52	2	Trim52	NA	NA	NA
stripe_381	lost	-0.0642	0.03775	TRUE	FALSE	Rims2	1	Rims2	-0.541103149733233	4.37967581588333e-7	11983.6052376507
stripe_435	lost	-0.0884	0.0269	TRUE	FALSE	Lpp	1	Lpp	-0.850094719452672	7.04206755400791e-16	6263.88468040094
stripe_444	lost	-0.141	1.886e-4	TRUE	FALSE	Gtf2e1,Hgd,Ndufb4,Rabl3	4	Gtf2e1	-0.364138060725436	0.00275545819990228	138.0821210112
stripe_444	lost	-0.141	1.886e-4	TRUE	FALSE	Gtf2e1,Hgd,Ndufb4,Rabl3	4	Hgd	-1.06045561097186	0.0721705624076276	6.89931955613701
stripe_444	lost	-0.141	1.886e-4	TRUE	FALSE	Gtf2e1,Hgd,Ndufb4,Rabl3	4	Ndufb4	-0.125372536321615	0.596343183941894	140.646849217651
stripe_444	lost	-0.141	1.886e-4	TRUE	FALSE	Gtf2e1,Hgd,Ndufb4,Rabl3	4	Rabl3	-0.203308973374123	0.560042742651511	70.1460327957363
stripe_504	lost	-0.0997	0.002338	TRUE	FALSE	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	Fbxo11	0.00505755881797814	0.98564922221294	1850.4629799747
stripe_504	lost	-0.0997	0.002338	TRUE	FALSE	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	Foxn2	-1.08692600157588	7.54859931396623e-18	629.268836728167
stripe_504	lost	-0.0997	0.002338	TRUE	FALSE	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	Gm4832	NA	NA	NA
stripe_504	lost	-0.0997	0.002338	TRUE	FALSE	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	Kcnk12	-0.0167194674344585	0.976441444973218	2318.00064816647
stripe_504	lost	-0.0997	0.002338	TRUE	FALSE	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	Msh6	-0.0287165839816152	0.918962074512641	387.603227184989
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Arhgap26	-1.45118999807683	1.99912148015652e-23	5041.32958925198
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Fgf1	NA	NA	NA
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Gm19774	NA	NA	NA
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Gm5820	NA	NA	NA
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Gnpda1	0.00707910814165297	0.990701927936133	92.1556122984263
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Ndfip1	0.0302384299972079	0.896035128477399	729.06479224156794
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Pcdh12	-0.0194570667322705	0.994420333816504	3.26978339155798
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Rnf14	-0.0114816701970938	0.956214499607653	656.937888461439
stripe_514	gained	-0.1491	8.482e-5	TRUE	FALSE	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	Spry4	-1.1019677423881	4.75756558412402e-5	84.8364097452053
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Arap3	0.219006877985535	0.782514447547378	11.7882539257675
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Arhgap26	-1.45118999807683	1.99912148015652e-23	5041.32958925198
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Dele1	-0.0452829059759561	0.898683658681018	265.92313204701
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Diaph1	-0.0718941933267485	0.544746607505848	738.260226770091
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Fchsd1	-0.471658354114349	0.0820587589887646	52.4846022423849
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Fgf1	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Gm19774	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Gm5820	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Gnpda1	0.00707910814165297	0.990701927936133	92.1556122984263
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Hdac3	0.124048758066598	0.384494244456818	321.633363068734
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Ndfip1	0.0302384299972079	0.896035128477399	729.06479224156794
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Pcdh1	-0.38914179228196	1.03203365782825e-4	829.276779017682
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Pcdh12	-0.0194570667322705	0.994420333816504	3.26978339155798
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Pcdhgc3	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Pcdhgc4	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Pcdhgc5	NA	NA	NA
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Rell2	-0.243161319378777	0.463274730791947	62.4851404013887
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Rnf14	-0.0114816701970938	0.956214499607653	656.937888461439
stripe_515	lost	-0.0617	0.04151	TRUE	FALSE	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	Spry4	-1.1019677423881	4.75756558412402e-5	84.8364097452053
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Acy3	0.10277252264212	0.961934056460622	4.69524188575112
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Aip	-0.215176958208411	0.274027327642829	131.487239429725
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Aldh3b1	0.0209835669918596	0.98151788466816	23.9779341770901
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Aldh3b2	NA	NA	NA
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Aldh3b3	NA	NA	NA
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Ankrd13d	0.0333098481311024	0.955930030076347	133.18540655114
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Cabp2	-2.23934020810686	2.24484282365246e-10	13.9531878142174
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Cabp4	0.786900660119972	0.0264003977253853	15.7523632210144
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Carns1	0.226524231934103	0.544218333557571	29.7244992847715
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Cdk2ap2	-0.467160326173506	0.15592828296695	47.3312989037059
stripe_543	lost	-0.0649	0.03046	TRUE	FALSE	Acy3,Aip,Aldh3b1,Aldh3b2,Aldh3b3,Ankrd13d,Cabp2,Cabp4,Carns1,Cdk2ap2,Chka,Clcf1,Coro1b,Doc2g,Gpr152,Grk2,Gstp1,Gstp2,Gstp3,Ndufs8,Ndufv1,Nudt8,Pitpnm1,Pold4,Ppp1ca,Ptprcap,Rad9a,Rps6kb2,Ssh3,Tbc1d10c,Tbx10,Tcirg1,Tmem134,Unc93b1	34	Chka	-0.286145148169381	0.00583630606598615	1470.4390850857
