stripe_id	chr1	x1	x2	direction	logFC	FDR	body_genes	body_gene_count	se_hub_P60	se_hub_ENCODE	se_hub_any
stripe_185	chr11	74820001	74840000	lost	-0.0931	0.007171	Crk,Dbil5,Doc2b,Dph1,Gemin4,Glod4,Hic1,Inpp5k,Liat1,Mnt,Mrm3,Myo1c,Ovca2,Pitpna,Prpf8,Rflnb,Rilp,Rpa1,Rph3al,Rtn4rl1,Scarf1,Serpinf1,Serpinf2,Sgsm2,Slc43a2,Smg6,Smyd4,Srr,Tlcd2,Tlcd3a,Tsr1,Vps53,Wdr81,Ywhae	34	FALSE	FALSE	FALSE
stripe_186	chr11	75515001	75535000	gained	-0.0714	0.01103	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	TRUE	FALSE	TRUE
stripe_187	chr11	81960001	81985000	gained	0.1236	0.003224	Asic2	1	FALSE	FALSE	FALSE
stripe_188	chr11	83405001	83430000	gained	-0.0721	0.04552	Ap2b1,Gas2l2,Pex12,Rasl10b,Slfn14	5	FALSE	FALSE	FALSE
stripe_189	chr11	87200001	87235000	lost	0.0976	0.002036	Hsf5,Mtmr4,Ppm1e,Rad51c,Rnf43,Septin4,Supt4a,Tex14,Tspoap1	9	FALSE	FALSE	FALSE
stripe_190	chr11	87390001	87405000	gained	0.2157	6.717e-5	Gdpd1,Ppm1e,Prr11,Rad51c,Ska2,Smg8,Trim37	7	FALSE	FALSE	FALSE
stripe_191	chr11	88705001	88725000	gained	0.1254	0.004654	Ccdc182,Msi2	2	FALSE	FALSE	FALSE
stripe_192	chr11	95220001	95240000	gained	0.1073	0.002804	Col1a1,Dlx3,Dlx4,H1f9,Itga3,Pdk2,Ppp1r9b,Samd14,Sgca,Tmem92	10	FALSE	FALSE	FALSE
stripe_193	chr11	95520001	95540000	gained	0.0971	0.005451	Abi3,Gngt2,Ngfr,Phb1,Phospho1,Zfp652	6	FALSE	FALSE	FALSE
stripe_194	chr11	96905001	96925000	lost	-0.087	0.01152	Cdk5rap3,Lrrc46,Mrpl10,Osbpl7,Pnpo,Prr15l,Scrn2,Sp2,Sp6,Tbkbp1,Tbx21	11	FALSE	FALSE	FALSE
stripe_195	chr11	98190001	98210000	lost	-0.0675	0.03477	Arhgap23,Arl5c,B230217C12Rik,Cacnb1,Cdk12,Cisd3,Cwc25,Epop,Fbxl20,Fbxo47,Gpr179,Lasp1,Med1,Mllt6,Mrpl45,Pcgf2,Pip4k2b,Plxdc1,Psmb3,Rpl19,Rpl23,Socs7,Spmap1,Srcin1,Stac2	25	FALSE	FALSE	FALSE
stripe_196	chr11	99460001	99485000	gained	0.0987	0.003623	Krt13,Krt14,Krt15,Krt19,Krt23,Krt31,Krt32,Krt33a,Krt33b,Krt34,Krt35,Krt36,Krt39,Krt40,Krt9,Krtap1-3,Krtap1-4,Krtap1-5,Krtap16-1,Krtap17-1,Krtap2-20,Krtap2-21,Krtap2-22,Krtap2-4,Krtap3-1,Krtap3-2,Krtap3-3,Krtap31-1,Krtap31-2,Krtap31-3,Krtap4-1,Krtap4-13,Krtap4-16,Krtap4-2,Krtap4-20,Krtap4-22,Krtap4-23,Krtap4-25,Krtap4-26,Krtap4-27,Krtap4-6,Krtap4-7,Krtap4-8,Krtap4-9,Krtap9-1,Krtap9-20,Krtap9-21,Krtap9-22,Krtap9-3,Krtap9-5	50	FALSE	FALSE	FALSE
stripe_197	chr11	101810001	101845000	gained	-0.0645	0.02432	Cd300lg,Cfap97d1,Dusp3,Meox1,Mpp2,Mpp3,Nags,Ppy,Pyy,Sost	10	FALSE	FALSE	FALSE
stripe_198	chr11	104620001	104645000	lost	-0.1633	3.659e-4	Arf2,Cdc27,Crhr1,Itgb3,Kansl1,Mapt,Myl4,Nsf,Sppl2c	9	FALSE	FALSE	FALSE
stripe_199	chr11	109880001	109900000	lost	-0.0682	0.03734	Abca5,Abca6,Abca8a,Abca8b,Abca9,Map2k6	6	FALSE	FALSE	FALSE
stripe_200	chr11	111035001	111070000	lost	-0.0776	0.01148	Kcnj16,Kcnj2	2	FALSE	FALSE	FALSE
stripe_201	chr11	114045001	114080000	lost	0.0908	0.002925	Dnai2,Rpl38,Sdk2,Ttyh2	4	FALSE	FALSE	FALSE
stripe_202	chr11	114045001	114075000	gained	0.0982	0.001331	Sdk2	1	FALSE	FALSE	FALSE
stripe_203	chr11	114435001	114455000	gained	0.1106	0.003648	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	TRUE	FALSE	TRUE
stripe_204	chr11	115150001	115175000	gained	-0.0986	0.002032	Armc7,Atp5pd,Cdr2l,Fads6,Fdxr,Gga3,Grb2,Grin2c,Hid1,Jpt1,Kctd2,Mif4gd,Mrpl58,Mrps7,Nat9,Nherf1,Nt5c,Nup85,Otop2,Otop3,Slc16a5,Slc25a19,Sumo2,Tmem104,Trim80,Ush1g	26	FALSE	FALSE	FALSE
stripe_205	chr11	115260001	115280000	gained	-0.0875	0.009527	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	TRUE	FALSE	TRUE
stripe_206	chr12	5140001	5160000	gained	0.1153	0.001196	Klhl29	1	FALSE	FALSE	FALSE
stripe_207	chr12	5515001	5535000	gained	0.0887	0.006625	NA	0	FALSE	FALSE	FALSE
stripe_208	chr12	6035001	6055000	gained	0.1142	0.00459	Atad2b,Klhl29	2	FALSE	FALSE	FALSE
stripe_209	chr12	6400001	6420000	gained	0.0703	0.02408	Klhl29	1	FALSE	FALSE	FALSE
stripe_210	chr12	9245001	9265000	gained	0.116	0.01017	Laptm4a,Matn3,Sdc1,Ttc32,Wdr35	5	FALSE	FALSE	FALSE
stripe_211	chr12	9550001	9585000	gained	0.0699	0.03305	Laptm4a,Matn3,Osr1,Pum2,Sdc1,Ttc32,Wdr35	7	FALSE	FALSE	FALSE
stripe_212	chr12	10850001	10870000	gained	0.1044	0.01426	NA	0	FALSE	FALSE	FALSE
stripe_213	chr12	11165001	11185000	gained	0.1406	3.214e-4	Kcns3	1	FALSE	FALSE	FALSE
stripe_214	chr12	12805001	12820000	gained	0.0942	0.03278	NA	0	FALSE	FALSE	FALSE
stripe_215	chr12	15810001	15830000	gained	0.1253	9.219e-4	E2f6,Greb1,Lpin1,Ntsr2,Rock2,Trib2	6	FALSE	FALSE	FALSE
stripe_216	chr12	16140001	16160000	gained	0.1024	0.006413	Greb1,Lpin1,Ntsr2	3	FALSE	FALSE	FALSE
stripe_217	chr12	16420001	16440000	gained	0.1412	4.257e-4	Trib2	1	FALSE	FALSE	FALSE
stripe_218	chr12	16510001	16535000	gained	0.1185	0.001237	Trib2	1	FALSE	FALSE	FALSE
stripe_219	chr12	21110001	21135000	gained	-0.0861	0.00453	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	TRUE	FALSE	TRUE
stripe_220	chr12	21265001	21290000	lost	-0.1219	0.002865	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	FALSE	FALSE	FALSE
stripe_221	chr12	26510001	26540000	gained	0.1427	6.089e-5	Sox11	1	FALSE	FALSE	FALSE
stripe_222	chr12	26925001	26945000	gained	0.1778	8.848e-5	Cmpk2,Rnf144a,Rsad2	3	FALSE	FALSE	FALSE
stripe_223	chr12	27245001	27270000	gained	0.1252	6.125e-4	NA	0	FALSE	FALSE	FALSE
stripe_224	chr12	27325001	27350000	gained	0.1548	5.806e-5	Cmpk2,Rnf144a,Rsad2,Sox11	4	FALSE	FALSE	FALSE
stripe_225	chr12	27465001	27480000	gained	0.1101	0.01675	NA	0	FALSE	FALSE	FALSE
stripe_226	chr12	28945001	28965000	lost	0.0884	0.005769	Myt1l	1	FALSE	FALSE	FALSE
stripe_227	chr12	29540001	29560000	lost	-0.2095	4.368e-5	NA	0	TRUE	FALSE	TRUE
stripe_228	chr12	29540001	29560000	gained	0.1026	0.003224	Myt1l	1	TRUE	FALSE	TRUE
stripe_229	chr12	31890001	31920000	gained	-0.0794	0.03339	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	TRUE	FALSE	TRUE
stripe_230	chr12	32905001	32930000	lost	-0.0654	0.0327	Atxn7l1,Cdhr3,Sypl1	3	FALSE	FALSE	FALSE
stripe_231	chr12	32905001	32930000	gained	-0.0587	0.04943	Atxn7l1,Cdhr3,Efcab10,Sypl1	4	FALSE	FALSE	FALSE
stripe_232	chr12	38555001	38575000	lost	-0.1682	7.313e-5	Etv1	1	FALSE	FALSE	FALSE
stripe_233	chr12	52865001	52885000	gained	0.0964	0.002807	Akap6,Arhgap5,Dtd2,Gpr33,Heatr5a,Hectd1,Nubpl	7	FALSE	FALSE	FALSE
stripe_234	chr12	73010001	73045000	gained	0.0952	0.005019	Mnat1,Six1,Six4,Slc38a6,Trmt5	5	FALSE	FALSE	FALSE
stripe_235	chr12	80975001	80995000	gained	0.0803	0.01187	Adam21,Adam4,Cox16,Gm4787,Med6,S2bpcox16,Slc8a3,Smoc1,Synj2bp,Ttc9	10	FALSE	FALSE	FALSE
stripe_236	chr12	81165001	81185000	gained	0.0697	0.03488	Slc10a1,Smoc1,Srsf5,Susd6	4	FALSE	FALSE	FALSE
stripe_237	chr12	81305001	81330000	gained	0.1332	5.095e-4	Ccdc177,Plekhd1,Slc10a1,Smoc1,Srsf5,Susd6	6	FALSE	FALSE	FALSE
stripe_238	chr12	91035001	91055000	lost	-0.0723	0.01461	Dio2	1	TRUE	FALSE	TRUE
stripe_239	chr12	98715001	98735000	lost	-0.1083	0.007355	Kcnk10,Spata7	2	FALSE	FALSE	FALSE
stripe_240	chr12	99820001	99855000	gained	0.0654	0.017	Foxn3	1	FALSE	FALSE	FALSE
stripe_241	chr12	100155001	100190000	gained	-0.0726	0.009514	Calm1,Dglucy,Gpr68,Nrde2,Rps6ka5,Ttc7b	6	FALSE	FALSE	FALSE
stripe_242	chr12	100420001	100445000	lost	-0.0913	0.003286	Ccdc88c,Dglucy,Gpr68,Rps6ka5,Ttc7b	5	FALSE	FALSE	FALSE
stripe_243	chr12	100720001	100740000	gained	-0.2309	2.678e-5	Rps6ka5,Ttc7b	2	FALSE	FALSE	FALSE
stripe_244	chr12	100840001	100860000	lost	-0.0864	0.01088	Ccdc88c,Gpr68,Ppp4r3a	3	TRUE	FALSE	TRUE
stripe_245	chr12	104425001	104445000	gained	0.0936	0.01972	Dicer1,Gsc	2	FALSE	FALSE	FALSE
stripe_246	chr12	104735001	104755000	gained	0.1194	0.001719	Ak7,Atg2b,Bdkrb1,Bdkrb2,Clmn,D430019H16Rik,Dicer1,Glrx5,Gskip,Syne3,Tcl1,Tcl1b1,Tcl1b2,Tcl1b3,Tcl1b4,Tcl1b5,Tunar	17	FALSE	FALSE	FALSE
stripe_247	chr12	106075001	106095000	gained	0.0694	0.03488	NA	0	FALSE	FALSE	FALSE
stripe_248	chr12	106380001	106405000	gained	0.0842	0.01066	Ak7,Atg2b,Bdkrb1,Bdkrb2,Gskip,Papola,Vrk1	7	FALSE	FALSE	FALSE
stripe_249	chr12	107805001	107825000	gained	0.11	0.003744	NA	0	FALSE	FALSE	FALSE
stripe_250	chr12	108890001	108910000	gained	0.113	0.001715	Begain,Dlk1,Rtl1,Wars1,Wdr25	5	FALSE	FALSE	FALSE
stripe_251	chr12	109430001	109450000	gained	0.1822	6.398e-4	Dlk1,Rtl1	2	FALSE	FALSE	FALSE
stripe_252	chr12	111405001	111430000	gained	0.0887	0.004548	Eif5,Exoc3l4,Gm266,Lbhd2,Mark3,Tnfaip2	6	FALSE	FALSE	FALSE
stripe_253	chr12	112245001	112270000	lost	0.1356	1.975e-4	A530016L24Rik,Adss1,Inf2,Siva1,Tmem179	5	FALSE	FALSE	FALSE
stripe_254	chr12	112690001	112710000	gained	0.0964	0.011	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	TRUE	FALSE	TRUE
stripe_255	chr12	112730001	112750000	lost	0.091	0.005479	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	TRUE	FALSE	TRUE
stripe_256	chr12	112735001	112755000	gained	0.1316	4.48e-4	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	TRUE	FALSE	TRUE
stripe_257	chr12	112825001	112845000	gained	0.0697	0.04626	Akt1,Cdca4,Cep170b,Clba1,Pld4,Zbtb42	6	FALSE	FALSE	FALSE
stripe_258	chr12	118100001	118120000	gained	-0.0962	0.02228	Dnah11,Sp4	2	TRUE	FALSE	TRUE
stripe_259	chr12	118170001	118205000	lost	-0.1069	0.001824	Dnah11	1	FALSE	FALSE	FALSE
stripe_260	chr13	8860001	8890000	lost	-0.0811	0.0223	Dip2c,Gtpbp4,Idi1,Idi2,Larp4b,Wdr37,Zmynd11	7	FALSE	FALSE	FALSE
stripe_261	chr13	9170001	9190000	lost	0.0969	0.00692	Dip2c,Zmynd11	2	FALSE	FALSE	FALSE
stripe_262	chr13	9170001	9195000	gained	0.0915	0.00641	Dip2c,Zmynd11	2	FALSE	FALSE	FALSE
stripe_263	chr13	9865001	9900000	gained	0.2806	1.663e-6	Chrm3	1	FALSE	FALSE	FALSE
stripe_264	chr13	10345001	10365000	gained	0.2256	7.734e-6	Chrm3,Dip2c,Gtpbp4,Larp4b,Zmynd11	5	FALSE	FALSE	FALSE
stripe_265	chr13	11200001	11220000	gained	0.1066	0.006041	Chrm3,Zmynd11	2	FALSE	FALSE	FALSE
stripe_266	chr13	11525001	11560000	gained	0.1373	2.528e-4	NA	0	FALSE	FALSE	FALSE
stripe_267	chr13	14510001	14530000	gained	0.1404	0.003513	Arid4b,B3galnt2,Ggps1,Gng4,Hecw1,Lyst,Tbce	7	FALSE	FALSE	FALSE
stripe_268	chr13	17405001	17435000	gained	0.1085	0.001682	Inhba	1	FALSE	FALSE	FALSE
stripe_269	chr13	21145001	21170000	lost	-0.0803	0.03558	Aoah,Or2ad1,Or2p2,Or2w1	4	FALSE	FALSE	FALSE
stripe_270	chr13	23775001	23795000	gained	0.1267	0.005119	Armh2,Carmil1,Cmah,Gmnn,H2ac1,H2bc1,Ripor2,Scgn,Slc17a1,Slc17a2,Slc17a3,Slc17a4	12	FALSE	FALSE	FALSE
stripe_271	chr13	28410001	28430000	gained	0.1685	1.065e-4	Sox4	1	FALSE	FALSE	FALSE
stripe_272	chr13	28710001	28730000	gained	0.0829	0.03992	NA	0	FALSE	FALSE	FALSE
stripe_273	chr13	30075001	30095000	gained	-0.1408	1.899e-4	Cdkal1,E2f3	2	FALSE	FALSE	FALSE
stripe_274	chr13	35140001	35170000	gained	0.0621	0.02932	Cdyl	1	FALSE	FALSE	FALSE
stripe_275	chr13	39555001	39575000	lost	-0.1003	0.004523	Ofcc1,Tfap2a	2	FALSE	FALSE	FALSE
stripe_276	chr13	39970001	39990000	lost	-0.1233	0.003314	Ofcc1	1	FALSE	FALSE	FALSE
stripe_277	chr13	45665001	45695000	gained	0.0585	0.03423	Atxn1	1	FALSE	FALSE	FALSE
stripe_278	chr13	48775001	48810000	gained	0.1354	7.736e-4	Barx1,Ptpdc1,Zfp169	3	FALSE	FALSE	FALSE
stripe_279	chr13	52010001	52030000	gained	0.1124	0.002032	Auh,Diras2,Nfil3,Syk	4	FALSE	FALSE	FALSE
stripe_280	chr13	56420001	56445000	gained	0.1747	4.495e-5	Cxcl14,Macroh2a1,Neurog1,Slc25a48,Tifab	5	FALSE	FALSE	FALSE
stripe_281	chr13	56785001	56820000	lost	0.1427	1.293e-4	Spock1,Trpc7	2	FALSE	FALSE	FALSE
stripe_282	chr13	57280001	57305000	lost	0.0933	0.006951	Hnrnpa0,Idnk,Klhl3,Spock1	4	FALSE	FALSE	FALSE
stripe_283	chr13	59840001	59860000	gained	0.1031	0.00563	Dapk1,Gas1	2	FALSE	FALSE	FALSE
stripe_284	chr13	66895001	66915000	gained	-0.1195	0.01687	Mterf3,Ptdss1,Ramacl,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp708,Zfp712,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	21	FALSE	FALSE	FALSE
stripe_285	chr13	67715001	67735000	lost	-0.0945	0.006873	Mterf3,Ptdss1,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp65,Zfp708,Zfp712,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	25	FALSE	FALSE	FALSE
stripe_286	chr13	67715001	67735000	gained	-0.0952	0.006397	Mterf3,Ptdss1,Ramacl,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp65,Zfp708,Zfp712,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	26	FALSE	FALSE	FALSE
stripe_287	chr13	72625001	72645000	gained	0.2893	3.161e-6	Irx2	1	FALSE	FALSE	FALSE
stripe_288	chr13	73035001	73055000	gained	0.1039	0.00386	Irx1,Irx2	2	FALSE	FALSE	FALSE
stripe_289	chr13	83735001	83755000	lost	-0.197	6.023e-5	Tmem161b	1	TRUE	TRUE	TRUE
stripe_290	chr13	84045001	84070000	lost	-0.1386	6.733e-4	NA	0	TRUE	FALSE	TRUE
stripe_291	chr13	84565001	84585000	lost	-0.1625	1.739e-4	Tmem161b	1	FALSE	FALSE	FALSE
stripe_292	chr13	93705001	93725000	gained	0.1449	3.901e-4	Bhmt,Bhmt2,Dmgdh,Homer1,Jmy	5	FALSE	FALSE	FALSE
stripe_293	chr13	96835001	96860000	gained	0.1961	2.867e-4	1700029F12Rik,Fam169a,Gcnt4,Gfm2,Hexb,Nsa2	6	FALSE	FALSE	FALSE
stripe_294	chr13	97540001	97560000	gained	0.1076	0.01071	1700029F12Rik,Enc1,Fam169a,Gfm2,Hexb,Nsa2	6	FALSE	FALSE	FALSE
stripe_295	chr13	100995001	101015000	lost	-0.0665	0.03934	Pik3r1	1	FALSE	FALSE	FALSE
stripe_296	chr13	103625001	103650000	gained	0.0701	0.03219	Cd180,Mast4	2	FALSE	FALSE	FALSE
stripe_297	chr13	109985001	110020000	gained	0.056	0.04326	NA	0	FALSE	FALSE	FALSE
stripe_298	chr13	113985001	114005000	lost	-0.0894	0.01884	NA	0	FALSE	FALSE	FALSE
stripe_299	chr14	9385001	9405000	gained	0.1005	0.02165	NA	0	FALSE	FALSE	FALSE
stripe_300	chr14	14115001	14135000	lost	-0.1274	0.002469	Il3ra,Nek10,Or2t1,Or2t6,Psmd6,Slc4a7	6	FALSE	FALSE	FALSE
stripe_301	chr14	15435001	15455000	gained	-0.0837	0.0125	Lrrc3b,Ngly1,Oxsm	3	FALSE	FALSE	FALSE
stripe_302	chr14	15660001	15680000	lost	-0.0844	0.01396	NA	0	FALSE	FALSE	FALSE
stripe_303	chr14	15890001	15910000	gained	-0.0991	0.006491	Lrrc3b	1	FALSE	FALSE	FALSE
stripe_304	chr14	15975001	15995000	lost	-0.0687	0.02547	Lrrc3b	1	FALSE	FALSE	FALSE
stripe_305	chr14	15975001	15995000	gained	-0.0682	0.02497	Lrrc3b,Nek10	2	FALSE	FALSE	FALSE
stripe_306	chr14	16190001	16215000	lost	-0.0547	0.04994	Lrrc3b,Nek10,Slc4a7	3	FALSE	FALSE	FALSE
stripe_307	chr14	16190001	16210000	gained	-0.0642	0.02855	Lrrc3b,Nek10,Slc4a7	3	FALSE	FALSE	FALSE
stripe_308	chr14	19010001	19035000	gained	0.0997	0.007324	Nkiras1,Nr1d2,Rpl15,Ube2e1,Ube2e2	5	FALSE	FALSE	FALSE
stripe_309	chr14	22010001	22025000	gained	0.1266	0.01132	Lrmda	1	FALSE	FALSE	FALSE
stripe_310	chr14	23775001	23795000	lost	0.2593	8.482e-5	Kcnma1	1	FALSE	FALSE	FALSE
stripe_311	chr14	28220001	28240000	gained	0.1144	0.001873	Lrtm1,Wnt5a	2	FALSE	FALSE	FALSE
stripe_312	chr14	28225001	28245000	gained	0.1283	0.002667	NA	0	FALSE	FALSE	FALSE
stripe_313	chr14	28310001	28330000	gained	0.0929	0.02921	Erc2	1	FALSE	FALSE	FALSE
stripe_314	chr14	28655001	28680000	gained	0.1631	1.195e-4	Cacna2d3,Lrtm1	2	FALSE	FALSE	FALSE
stripe_315	chr14	29260001	29280000	gained	0.1586	5.993e-4	NA	0	FALSE	FALSE	FALSE
stripe_316	chr14	31165001	31200000	gained	0.1256	2.867e-4	Gnl3,Nt5dc2,Pbrm1,Stab1,Uqcc5	5	FALSE	FALSE	FALSE
stripe_317	chr14	33285001	33305000	gained	0.1631	1.204e-4	3425401B19Rik,Arhgap22,Drgx,Fam170b,Lrrc18,Tmem273,Vstm4,Wdfy4	8	FALSE	FALSE	FALSE
stripe_318	chr14	33535001	33555000	gained	0.1293	0.002036	3425401B19Rik,Arhgap22,Drgx,Fam170b,Lrrc18,Mapk8,Tmem273,Vstm4,Wdfy4	9	FALSE	FALSE	FALSE
stripe_319	chr14	34810001	34845000	gained	0.2301	3.481e-6	Grid1	1	FALSE	FALSE	FALSE
stripe_320	chr14	39850001	39870000	gained	0.086	0.03607	Dydc1,Dydc2,Prxl2a,Sh2d4b,Tspan14	5	FALSE	FALSE	FALSE
stripe_321	chr14	46875001	46895000	gained	0.1433	5.993e-4	Gch1,Mapk1ip1l,Samd4,Socs4,Wdhd1	5	FALSE	FALSE	FALSE
stripe_322	chr14	47075001	47095000	lost	0.1406	7.045e-4	Cgrrf1,Cnih1,Gmfb,Samd4	4	FALSE	FALSE	FALSE
stripe_323	chr14	54235001	54260000	lost	0.0635	0.03899	4931414P19Rik,Abhd4,Ajuba,Cdh24,Dad1,Haus4,Lrp10,Mmp14,Mrpl52,Or6e1,Oxa1l,Prmt5,Psmb11,Psmb5,Rem2,Slc7a7	16	FALSE	FALSE	FALSE
stripe_324	chr14	54765001	54785000	gained	-0.0949	0.005101	1700123O20Rik,4931414P19Rik,Acin1,Ajuba,Cdh24,Cebpe,Cirop,Haus4,Prmt5,Psmb11,Psmb5,Slc7a8	12	TRUE	FALSE	TRUE
stripe_325	chr14	55160001	55175000	lost	-0.089	0.02469	Carmil3,Cpne6,Dcaf11,Dhrs2,Dhrs4,Emc9,Fitm1,Nrl,Pck2,Psme1,Psme2,Rnf31	12	TRUE	FALSE	TRUE
stripe_326	chr14	55335001	55355000	lost	-0.09	0.01561	Ap1g2,Dhrs2,Jph4,Myh7,Ngdn,Thtpa,Zfhx2	7	FALSE	FALSE	FALSE
stripe_327	chr14	55335001	55355000	gained	-0.0806	0.02291	Ap1g2,Bcl2l2,Cebpe,Cirop,Cmtm5,Dhrs2,Efs,Homez,Il25,Jph4,Myh6,Myh7,Ngdn,Pabpn1,Ppp1r3e,Rnf212b,Slc22a17,Slc7a8,Thtpa,Zfhx2	20	FALSE	FALSE	FALSE
stripe_328	chr14	56295001	56315000	gained	0.1264	0.003232	Cbln3,Cma1,Cma2,Ctsg,Gzmb,Gzmc,Gzmd,Gzme,Gzmf,Gzmg,Gzmn,Khnyn,Mcpt1,Mcpt2,Mcpt4,Mcpt8,Mcpt9,Nfatc4,Nynrin,Sdr39u1	20	FALSE	FALSE	FALSE
stripe_329	chr14	57500001	57520000	lost	-0.1311	9.762e-4	Eef1akmt1,Il17d,Lats2,Mrpl57,Sap18,Sap18b,Ska3,Xpo4,Zdhhc20	9	FALSE	FALSE	FALSE
stripe_330	chr14	60005001	60025000	lost	-0.0628	0.04669	Cdadc1,Shisa2	2	FALSE	FALSE	FALSE
stripe_331	chr14	60245001	60270000	gained	-0.0642	0.03447	Amer2,Arl11,C1qtnf9,Ebpl,Kpna3,Mipep,Mtmr6,Nup58,Sacs,Sgcg,Spata13,Tnfrsf19	12	FALSE	FALSE	FALSE
stripe_332	chr14	62920001	62940000	gained	-0.0656	0.04472	Ints6,Wdfy2	2	FALSE	FALSE	FALSE
stripe_333	chr14	64615001	64645000	gained	0.0606	0.03861	Hmbox1,Ints9,Kif13b	3	FALSE	FALSE	FALSE
stripe_334	chr14	66140001	66160000	lost	0.1126	0.008095	Adra1a,Bnip3l,Dpysl2,Pnma2,Ppp2r2a,Ptk2b,Stmn4,Trim35	8	FALSE	FALSE	FALSE
stripe_335	chr14	66770001	66795000	gained	0.2578	1.663e-6	Adra1a,Stmn4,Trim35	3	FALSE	FALSE	FALSE
stripe_336	chr14	70885001	70905000	gained	0.2332	1.518e-5	Gfra2	1	FALSE	FALSE	FALSE
stripe_337	chr14	71035001	71050000	gained	0.1197	0.006423	NA	0	FALSE	FALSE	FALSE
stripe_338	chr14	71080001	71100000	gained	0.114	0.004807	NA	0	FALSE	FALSE	FALSE
stripe_339	chr14	71405001	71425000	gained	0.0964	0.007964	NA	0	FALSE	FALSE	FALSE
stripe_340	chr14	71660001	71680000	gained	0.1771	6.806e-5	Dok2,Gfra2,Xpo7	3	FALSE	FALSE	FALSE
stripe_341	chr14	72280001	72300000	gained	0.1656	4.333e-5	Dok2,Gfra2,Xpo7	3	FALSE	FALSE	FALSE
stripe_342	chr14	74940001	74960000	gained	0.0993	0.01005	Lrch1	1	FALSE	FALSE	FALSE
stripe_343	chr14	77025001	77060000	lost	0.1006	0.001824	Ccdc122,Dnajc15,Enox1,Epsti1,Fam216b,Lacc1,Tnfsf11	7	FALSE	FALSE	FALSE
stripe_344	chr14	77025001	77055000	gained	0.1013	0.001389	Ccdc122,Dnajc15,Enox1,Epsti1,Fam216b,Lacc1,Tnfsf11	7	FALSE	FALSE	FALSE
stripe_345	chr14	77245001	77265000	lost	0.0686	0.04479	NA	0	FALSE	FALSE	FALSE
stripe_346	chr14	77350001	77370000	gained	0.1212	0.008892	Dnajc15,Epsti1,Fam216b	3	FALSE	FALSE	FALSE
stripe_347	chr14	77925001	77945000	gained	0.1366	0.001979	Dnajc15,Epsti1	2	FALSE	FALSE	FALSE
stripe_348	chr14	78525001	78550000	lost	-0.1073	0.002136	Akap11,Dgkh,Elf1,Kbtbd6,Kbtbd7,Mtrf1,Naa16,Rgcc,Vwa8,Wbp4,Zfp957	11	FALSE	FALSE	FALSE
stripe_349	chr14	79105001	79140000	gained	-0.1166	6.992e-4	Naa16,Rgcc,Zfp957	3	TRUE	FALSE	TRUE
stripe_350	chr14	79385001	79400000	lost	-0.0836	0.04299	Akap11,Dgkh,Mtrf1,Naa16,Rgcc,Vwa8,Zfp957	7	FALSE	FALSE	FALSE
stripe_351	chr14	79760001	79790000	gained	0.1728	2.772e-4	Olfm4,Pcdh8	2	FALSE	FALSE	FALSE
stripe_352	chr14	79840001	79860000	gained	0.1774	7.038e-4	Olfm4	1	FALSE	FALSE	FALSE
stripe_353	chr14	84430001	84450000	gained	0.0882	0.04449	Pcdh17	1	FALSE	FALSE	FALSE
stripe_354	chr14	101370001	101390000	gained	0.171	3.311e-4	Klf12,Prr30	2	FALSE	FALSE	FALSE
stripe_355	chr14	105720001	105740000	lost	-0.1264	0.001495	Ndfip2	1	FALSE	FALSE	FALSE
stripe_356	chr14	105890001	105915000	gained	0.3027	1.219e-5	Spry2,Trim52	2	TRUE	FALSE	TRUE
stripe_357	chr14	116915001	116935000	gained	0.1026	0.01179	Dct,Gpc6,Gpr180,Sox21,Tgds	5	FALSE	FALSE	FALSE
