chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr7	68140001	68200000	chr7	68140001	68940000	800000	60000	590189.068788563	95.0%	0.5625	-0.8390115489768407
chr7	68680001	68730000	chr7	68680001	70950000	2270000	50000	211073.05904478318	95.0%	0.429	-2.19782367454286
chr7	68440001	68470000	chr7	67030001	68470000	1440000	30000	339558.7191694696	95.0%	0.7955000000000001	-4.548595233141371
chr7	69560001	69590000	chr7	68750001	69590000	840000	30000	372063.16209972295	95.0%	0.317	-0.4360242658804088
chr7	70530001	70580000	chr7	68540001	70580000	2040000	50000	207896.42656620202	95.0%	0.346	-1.8344914881714276
chr7	67110001	67140000	chr7	67110001	68600000	1490000	30000	343113.1595504898	95.0%	0.605	-4.40067468950697
chr7	68790001	68820000	chr7	68790001	70250000	1460000	30000	195345.8518012358	95.0%	0.664	-1.280242205719554
chr7	69940001	69980000	chr7	68320001	69980000	1660000	40000	270040.965015504	95.0%	0.2585	-0.6824748282025356
chr7	69310001	69350000	chr7	69310001	72150000	2840000	40000	120373.61032202422	95.0%	0.6635	-4.539093220481387
chr7	69530001	69580000	chr7	69530001	72370000	2840000	50000	145834.2553010969	95.0%	0.842	-15.507541013591467
chr7	71030001	71090000	chr7	71030001	72200000	1170000	60000	233171.57810046364	95.0%	0.441	-0.9574652563765007
chr7	71580001	71610000	chr7	71580001	72710000	1130000	30000	296448.96289420937	95.0%	0.468	-1.025734655344544
chr7	71420001	71460000	chr7	69030001	71460000	2430000	40000	90441.05557039645	95.0%	0.985	-13.322178088996365
chr7	69040001	69080000	chr7	69040001	71170000	2130000	40000	165490.2265572349	95.0%	0.214	-0.7896305765963463
chr7	69200001	69240000	chr7	69200001	71380000	2180000	40000	114358.04019691172	95.0%	0.778	-2.9358816242327697
chr7	71200001	71240000	chr7	69020001	71240000	2220000	40000	179293.2305303744	95.0%	0.097	-0.25334854536016765
chr7	72270001	72310000	chr7	70380001	72310000	1930000	40000	173443.76068648035	95.0%	0.427	-1.3730044546887878
chr7	69250001	69310000	chr7	69250001	71330000	2080000	60000	166727.85151540043	95.0%	0.5945	-2.0171054122377106
chr7	69380001	69420000	chr7	69380001	72190000	2810000	40000	128941.17829654833	95.0%	0.326	-3.82114144364723
chr7	70220001	70280000	chr7	70220001	72370000	2150000	60000	145232.23464566632	95.0%	0.798	-5.651298300270093
chr7	69900001	69940000	chr7	69900001	72980000	3080000	40000	115640.67693134597	95.0%	0.8405	-5.596739928421926
chr7	71140001	71180000	chr7	69050001	71180000	2130000	40000	136296.1701064224	95.0%	0.82	-6.076540991184902
chr7	72610001	72700000	chr7	70800001	72700000	1900000	90000	213971.46877299398	95.0%	0.756	-0.9130883914578589
chr7	69750001	69780000	chr7	69750001	72210000	2460000	30000	167139.19595192905	95.0%	0.2015	-1.9278492586837437
chr7	71530001	71570000	chr7	69290001	71570000	2280000	40000	119674.77651820963	95.0%	0.8955	-4.5397033113680445
chr7	71700001	71730000	chr7	70300001	71730000	1430000	30000	270524.33092120424	95.0%	0.732	-3.309248004831906
chr7	71850001	71900000	chr7	69650001	71900000	2250000	50000	256138.9979684394	95.0%	0.024	5.461292321828746
chr7	70970001	71030000	chr7	70970001	72700000	1730000	60000	134887.81579699827	95.0%	0.825	-1.7077368056459599
chr7	73160001	73220000	chr7	72480001	73220000	740000	60000	440325.7719478263	95.0%	0.8905000000000001	-5.649621076975418
chr7	72940001	72980000	chr7	72940001	74920000	1980000	40000	297249.95960262296	95.0%	0.0755	0.6681749956225024
chr7	73880001	73930000	chr7	72760001	73930000	1170000	50000	434867.5985141091	95.0%	0.676	-4.782954001940621
chr7	71760001	71800000	chr7	71050001	71800000	750000	40000	480655.48708797613	95.0%	0.358	-1.3923444257627362
chr7	74110001	74140000	chr7	72540001	74140000	1600000	30000	275744.78687260364	95.0%	0.8534999999999999	-7.262451369114026
chr7	72880001	72930000	chr7	72880001	74330000	1450000	50000	232423.31851125075	95.0%	0.848	-4.319126889996539
chr7	71650001	71680000	chr7	71650001	73480000	1830000	30000	236655.50459849185	95.0%	0.32	-1.0588833990649347
chr7	71860001	71900000	chr7	71860001	72980000	1120000	40000	306041.2675921236	95.0%	0.3315	-0.15659006293426164
chr7	71910001	71990000	chr7	71910001	73120000	1210000	80000	175203.9955798168	95.0%	0.819	-0.725586064347026
chr7	73710001	73770000	chr7	72730001	73770000	1040000	60000	534299.1218506856	95.0%	0.287	-1.3855907172081232
chr7	72670001	72710000	chr7	72670001	74570000	1900000	40000	345055.6050568919	95.0%	0.015	5.197166101088611
chr7	76360001	76400000	chr7	74330001	76400000	2070000	40000	206910.03782237947	95.0%	0.525	-1.6629814564426644
chr7	73720001	73770000	chr7	73720001	75780000	2060000	50000	426192.687126147	95.0%	0.0755	-6.457424920971203
chr7	73010001	73050000	chr7	73010001	74830000	1820000	40000	230957.33230381476	95.0%	0.5765	-3.9346611497102626
chr7	73330001	73360000	chr7	73330001	75360000	2030000	30000	456196.9969380047	95.0%	0.204	-3.366627059083056
chr7	73630001	73670000	chr7	73630001	75800000	2170000	40000	375032.44878212555	95.0%	0.072	-5.362401831284936
chr7	74620001	74650000	chr7	73100001	74650000	1550000	30000	264695.3752857115	95.0%	0.621	-4.984498546386492
chr7	75550001	75590000	chr7	73050001	75590000	2540000	40000	233113.64357511853	95.0%	0.1755	-7.113700965716009
chr7	74840001	74880000	chr7	74840001	76880000	2040000	40000	217832.29065579083	95.0%	0.2395	-1.1046572624043884
chr7	76240001	76280000	chr7	74260001	76280000	2020000	40000	199584.65884176808	95.0%	0.368	-1.2173481609206944
chr7	73440001	73490000	chr7	73440001	75760000	2320000	50000	266636.72754278965	95.0%	0.6615	-13.181117364207704
chr7	74620001	74650000	chr7	74620001	76290000	1670000	30000	253594.21261149846	95.0%	0.678	-4.087710589900892
chr7	73780001	73820000	chr7	73780001	75780000	2000000	40000	240087.35459771997	95.0%	0.979	-19.883814268803363
chr7	73830001	73870000	chr7	73830001	75350000	1520000	40000	258768.2518093428	95.0%	0.9305000000000001	-10.028980593189175
chr7	74120001	74160000	chr7	74120001	76870000	2750000	40000	113618.83818702518	95.0%	0.93	-4.979625510938574
chr7	74170001	74220000	chr7	74170001	76870000	2700000	50000	178721.1337316478	95.0%	0.551	-3.3906409985451447
chr7	77400001	77440000	chr7	75520001	77440000	1920000	40000	238658.95952835234	95.0%	0.376	-5.095402038340034
chr7	77610001	77640000	chr7	75800001	77640000	1840000	30000	230367.8623462073	95.0%	0.5425	-4.854778579202163
chr7	78650001	78700000	chr7	76020001	78700000	2680000	50000	338981.51255001314	95.0%	0.7785	-44.11189897155399
chr7	76290001	76320000	chr7	76290001	78550000	2260000	30000	167840.26838458172	95.0%	0.873	-8.820309073280136
chr7	77270001	77330000	chr7	75690001	77330000	1640000	60000	235287.63886511055	95.0%	0.352	-2.5453520198294184
chr7	76050001	76100000	chr7	75510001	76100000	590000	50000	360153.12180918106	95.0%	0.557	-0.48380878149862006
chr7	77680001	77730000	chr7	75590001	77730000	2140000	50000	241860.5875550104	95.0%	0.2245	-4.599268645519997
chr7	77880001	77910000	chr7	76320001	77910000	1590000	30000	218173.2275238086	95.0%	0.255	-5.767236021918783
chr7	78810001	78850000	chr7	76010001	78850000	2840000	40000	139306.96562559062	95.0%	0.984	-25.192711834125067
chr7	75680001	75720000	chr7	75680001	77430000	1750000	40000	201343.77861162205	95.0%	0.357	-1.6680818722908561
chr7	77160001	77210000	chr7	75110001	77210000	2100000	50000	227234.0363757202	95.0%	0.671	-4.515009748504199
chr7	77730001	77780000	chr7	76250001	77780000	1530000	50000	255168.87992483185	95.0%	0.902	-8.201127675087237
chr7	75090001	75130000	chr7	75090001	78880000	3790000	40000	199913.3012871691	95.0%	0.8	-5.725751930383379
chr7	76440001	76480000	chr7	76440001	78980000	2540000	40000	142052.2750227301	95.0%	0.973	-21.96768334146879
chr7	76620001	76670000	chr7	76620001	78360000	1740000	50000	157721.57102540048	95.0%	0.817	-3.148277588568016
chr7	78400001	78450000	chr7	76760001	78450000	1690000	50000	469041.6510795037	95.0%	0.971	-17.09308489632347
chr7	76240001	76280000	chr7	76240001	78570000	2330000	40000	205214.5396484394	95.0%	0.416	-3.5485924433725367
chr7	79660001	79710000	chr7	79660001	80810000	1150000	50000	333796.62004330964	95.0%	0.66	-1.29625481543952
chr7	77310001	77350000	chr7	77310001	78550000	1240000	40000	198293.12985389674	95.0%	0.9415	-6.684531364863442
chr7	79180001	79220000	chr7	77260001	79220000	1960000	40000	177540.90786800426	95.0%	0.834	-2.556214098620067
chr7	80210001	80260000	chr7	78290001	80260000	1970000	50000	290216.32687941217	95.0%	0.771	-2.5452416262843482
chr7	80270001	80320000	chr7	78290001	80320000	2030000	50000	240521.88211404238	95.0%	0.821	-2.592176716290834
chr7	80670001	80730000	chr7	78270001	80730000	2460000	60000	270961.3997096259	95.0%	0.8105	-4.145985988031448
chr7	77670001	77710000	chr7	77670001	79360000	1690000	40000	302396.22954491293	95.0%	0.183	-3.4927057671446953
chr7	78100001	78140000	chr7	78100001	79290000	1190000	40000	586275.0758216694	95.0%	0.674	-5.854009775981948
chr7	79460001	79500000	chr7	77720001	79500000	1780000	40000	250833.26115339558	95.0%	0.8354999999999999	-2.8914732799098015
chr7	78240001	78270000	chr7	78240001	80710000	2470000	30000	477553.7653668648	95.0%	0.766	-4.360483727207551
chr7	78550001	78590000	chr7	78550001	80360000	1810000	40000	330431.5561578446	95.0%	0.841	-2.337036355138211
chr7	79550001	79590000	chr7	77030001	79590000	2560000	40000	298494.8822661147	95.0%	0.4545	-2.5724208302625287
chr7	79900001	79940000	chr7	78150001	79940000	1790000	40000	270222.11998446134	95.0%	0.377	-0.7251150819170886
chr7	79950001	79990000	chr7	78150001	79990000	1840000	40000	212985.16739505	95.0%	0.814	-2.3555354264456922
chr7	77020001	77070000	chr7	77020001	79590000	2570000	50000	134314.83812598087	95.0%	0.992	-29.76675685692797
chr7	77580001	77610000	chr7	77580001	79680000	2100000	30000	206130.95576108395	95.0%	0.8945000000000001	-11.683441648146554
chr7	78720001	78770000	chr7	78720001	80970000	2250000	50000	145375.87678559014	95.0%	0.837	-1.556865602696481
chr7	81260001	81310000	chr7	79050001	81310000	2260000	50000	185583.33251366438	95.0%	0.7064999999999999	-2.398767019891324
chr7	81960001	81990000	chr7	79930001	81990000	2060000	30000	151283.6270348167	95.0%	0.8815	-3.337065909412288
chr7	80750001	80790000	chr7	80750001	81820000	1070000	40000	593692.5721107265	95.0%	0.522	-4.294738868430536
chr7	79950001	79990000	chr7	79950001	81320000	1370000	40000	323422.61683469923	95.0%	0.955	-9.261039688409388
chr7	82350001	82390000	chr7	79060001	82390000	3330000	40000	97068.1377830546	95.0%	0.859	-2.6847369040302063
chr7	79060001	79110000	chr7	79060001	82100000	3040000	50000	130398.71916621187	95.0%	0.7415	-2.032603047536215
chr7	79550001	79590000	chr7	79550001	82120000	2570000	40000	278098.0777440862	95.0%	0.541	-6.8729623948943575
chr7	80110001	80150000	chr7	80110001	81720000	1610000	40000	313787.88550999295	95.0%	0.711	-4.170640769505678
chr7	82640001	82690000	chr7	79860001	82690000	2830000	50000	159165.64007418457	95.0%	0.194	-0.34370664912826226
chr7	79240001	79280000	chr7	79240001	82260000	3020000	40000	335171.0470292139	95.0%	0.1175	-1.775308926209181
chr7	80510001	80550000	chr7	80510001	82350000	1840000	40000	348703.96126897284	95.0%	0.5595	-2.6977775308465883
chr7	82840001	82880000	chr7	79440001	82880000	3440000	40000	128137.77332364579	95.0%	0.2705	-0.48309398760834776
chr7	80330001	80390000	chr7	79630001	80390000	760000	60000	771656.0410971117	95.0%	0.8875	-3.3156570067209326
chr7	82290001	82340000	chr7	79050001	82340000	3290000	50000	138207.78551826318	95.0%	0.829	-4.272050957489939
chr7	82700001	82740000	chr7	79860001	82740000	2880000	40000	92206.95405969174	95.0%	0.914	-2.6544266478556615
chr7	80850001	80890000	chr7	80850001	82350000	1500000	40000	396081.7717371914	95.0%	0.6845000000000001	-3.5418521546985184
chr7	82110001	82150000	chr7	82110001	84170000	2060000	40000	212655.73905107682	95.0%	0.7885	-1.9836301512830898
chr7	84530001	84570000	chr7	82270001	84570000	2300000	40000	143992.43585205002	95.0%	0.805	-2.6535028035876276
chr7	82060001	82100000	chr7	82060001	83520000	1460000	40000	272502.9998554899	95.0%	0.5615	-1.739639413238457
chr7	82000001	82060000	chr7	81440001	82060000	620000	60000	373377.9857078705	95.0%	0.8895	-2.178320708083706
chr7	83300001	83340000	chr7	81640001	83340000	1700000	40000	185208.11332405364	95.0%	0.909	-4.711730322092047
chr7	83610001	83650000	chr7	81460001	83650000	2190000	40000	353816.4690666422	95.0%	0.525	-4.507026752789274
chr7	81770001	81800000	chr7	81770001	83730000	1960000	30000	233852.74090975217	95.0%	0.6315	-1.8600497897309374
chr7	83120001	83170000	chr7	81010001	83170000	2160000	50000	242123.74983159042	95.0%	0.324	-1.6146917153743743
chr7	83720001	83760000	chr7	81490001	83760000	2270000	40000	373052.12923648057	95.0%	0.814	-5.726438355498235
chr7	83830001	83880000	chr7	81060001	83880000	2820000	50000	296701.8644457104	95.0%	0.2235	-6.0281977894135075
chr7	84130001	84180000	chr7	81470001	84180000	2710000	50000	225612.03369305175	95.0%	0.884	-7.296341430245695
chr7	81640001	81700000	chr7	81640001	84150000	2510000	60000	247829.6619151703	95.0%	0.693	-2.510757817981038
chr7	81710001	81750000	chr7	81710001	84150000	2440000	40000	189868.79279470418	95.0%	0.771	-3.1752903824736145
chr7	82170001	82210000	chr7	82170001	84320000	2150000	40000	175510.65088837224	95.0%	0.304	-0.6700041230201579
chr7	83350001	83390000	chr7	81640001	83390000	1750000	40000	315760.5854592578	95.0%	0.59	-4.630548754568746
chr7	83400001	83440000	chr7	81640001	83440000	1800000	40000	306834.0233314032	95.0%	0.729	-7.9096617430708775
chr7	81220001	81260000	chr7	81220001	83910000	2690000	40000	108591.42970096433	95.0%	0.912	-3.496145894621383
chr7	83550001	83590000	chr7	81620001	83590000	1970000	40000	366031.28912985127	95.0%	0.881	-11.933203784646468
chr7	83950001	83990000	chr7	81250001	83990000	2740000	40000	319135.16042272	95.0%	0.167	-2.9289987003640046
chr7	83780001	83810000	chr7	83780001	84430000	650000	30000	1084698.220272002	95.0%	0.745	-6.596660266728621
chr7	85650001	85690000	chr7	85650001	86030000	380000	40000	398976.5179648905	95.0%	0.445	-0.12155331116849999
chr7	84240001	84290000	chr7	83310001	84290000	980000	50000	571724.5377688904	95.0%	0.115	-3.150945107404197
chr7	85480001	85540000	chr7	85480001	86180000	700000	60000	111911.97386082208	95.0%	0.687	-0.14753507292265428
chr7	84180001	84240000	chr7	84180001	84740000	560000	60000	531122.0319118696	95.0%	0.8015000000000001	-1.8075071614019544
chr7	84590001	84640000	chr7	83580001	84640000	1060000	50000	316666.36179602356	95.0%	0.6885	-1.8422044664943191
chr7	84840001	84880000	chr7	84840001	85990000	1150000	40000	132629.18268304967	95.0%	0.573	-0.3325633408308175
chr7	84890001	84950000	chr7	84890001	85990000	1100000	60000	173904.04377935253	95.0%	0.4585	-0.25218403224708547
chr7	84960001	85000000	chr7	84960001	86360000	1400000	40000	86751.91314983221	95.0%	0.667	-0.3733459879518917
chr7	85310001	85360000	chr7	85310001	86970000	1660000	50000	114242.6350692827	95.0%	0.501	-0.4031261755060083
chr7	86630001	86710000	chr7	86160001	86710000	550000	80000	89753.41290500503	95.0%	0.749	-0.12516830816440822
chr7	84420001	84480000	chr7	84420001	85320000	900000	60000	261625.32397733603	95.0%	0.7135	-0.42036932280929407
chr7	86500001	86590000	chr7	85860001	86590000	730000	90000	71349.79032922538	95.0%	0.784	-0.19434903585376478
chr7	85570001	85630000	chr7	85570001	86160000	590000	60000	203951.496680066	95.0%	0.578	-0.22010709934295644
chr7	85250001	85300000	chr7	85250001	85660000	410000	50000	355715.24587011884	95.0%	0.578	-0.3304836020690225
chr7	85700001	85750000	chr7	85120001	85750000	630000	50000	143549.3479439058	95.0%	0.651	-0.2595851085682684
chr7	87310001	87360000	chr7	86730001	87360000	630000	50000	201788.79768123289	95.0%	0.689	-0.41672966818506124
chr7	88560001	88600000	chr7	87640001	88600000	960000	40000	287693.95462980686	95.0%	0.278	-0.42480260609501963
chr7	85740001	85800000	chr7	85740001	86060000	320000	60000	262250.9215978725	95.0%	0.738	-0.18818134777065298
chr7	87120001	87190000	chr7	86660001	87190000	530000	70000	386700.928697192	95.0%	0.417	-0.06169915641032342
chr7	88610001	88660000	chr7	87650001	88660000	1010000	50000	196456.6173312319	95.0%	0.705	-1.0801897392780198
chr7	86990001	87050000	chr7	85990001	87050000	1060000	60000	111373.98371784843	95.0%	0.6325000000000001	-0.36369603451648913
chr7	87060001	87110000	chr7	86610001	87110000	500000	50000	126730.6970765061	95.0%	0.7975000000000001	-0.155928110392143
chr7	85200001	85240000	chr7	85200001	85630000	430000	40000	272907.6054060024	95.0%	0.555	-0.2160567716461249
chr7	86440001	86490000	chr7	86440001	87310000	870000	50000	171164.10557589433	95.0%	0.326	-0.047220379338257734
chr7	88780001	88820000	chr7	88780001	90220000	1440000	40000	298531.44148204435	95.0%	0.152	-0.1287471319493453
chr7	88430001	88500000	chr7	87270001	88500000	1230000	70000	218402.71458673873	95.0%	0.382	-0.8173245198630533
chr7	88670001	88710000	chr7	87810001	88710000	900000	40000	161389.2683459958	95.0%	0.638	-0.5405111437926833
chr7	89760001	89820000	chr7	88560001	89820000	1260000	60000	359857.2374845313	95.0%	0.3075	-5.684055681733694
chr7	88170001	88240000	chr7	87740001	88240000	500000	70000	392437.343202316	95.0%	0.5794999999999999	-0.6257855088395083
chr7	88510001	88550000	chr7	87620001	88550000	930000	40000	150657.28509108664	95.0%	0.862	-1.3196333265066518
chr7	89400001	89460000	chr7	87710001	89460000	1750000	60000	374753.16436151695	95.0%	0.095	0.3351679436102862
chr7	90810001	90850000	chr7	89440001	90850000	1410000	40000	141371.13085380752	95.0%	0.681	-0.8716114726807269
chr7	90600001	90640000	chr7	87830001	90640000	2810000	40000	62318.5455535828	95.0%	0.822	-1.602630743521828
chr7	89480001	89530000	chr7	87830001	89530000	1700000	50000	189771.96533298003	95.0%	0.9145000000000001	-3.2994316627056093
chr7	90560001	90600000	chr7	88300001	90600000	2300000	40000	81032.63871115047	95.0%	0.5635	-0.7841254525996612
chr7	87100001	87150000	chr7	87100001	89560000	2460000	50000	129573.32508513305	95.0%	0.1235	1.2158411639588211
chr7	89080001	89140000	chr7	87680001	89140000	1460000	60000	258650.30322500202	95.0%	0.8855	-4.657379164895831
chr7	87440001	87480000	chr7	87440001	88090000	650000	40000	195645.08460877326	95.0%	0.613	-0.3684796573172147
chr7	87550001	87590000	chr7	87550001	90530000	2980000	40000	107348.42428587352	95.0%	0.1825	-0.07907162630116625
chr7	92810001	92840000	chr7	90030001	92840000	2810000	30000	245816.76138420266	95.0%	0.461	-4.492682181294986
chr7	89160001	89190000	chr7	89160001	90390000	1230000	30000	394338.8842681297	95.0%	0.755	-6.5615694817899834
chr7	92900001	92930000	chr7	89330001	92930000	3600000	30000	60410.761896030155	95.0%	0.9165000000000001	-4.975271871693555
chr7	90880001	90920000	chr7	90880001	91930000	1050000	40000	271223.2773574854	95.0%	0.297	-0.5088118087367622
chr7	90930001	90980000	chr7	90930001	92010000	1080000	50000	201078.76258489693	95.0%	0.785	-1.7584382403945042
chr7	92050001	92100000	chr7	89310001	92100000	2790000	50000	98327.13867404238	95.0%	0.959	-7.466473837688612
chr7	90750001	90810000	chr7	90750001	92040000	1290000	60000	244319.07803898797	95.0%	0.236	-0.7499405880663006
chr7	90820001	90860000	chr7	90820001	91960000	1140000	40000	156601.01618614938	95.0%	0.8514999999999999	-1.933469018834793
chr7	91540001	91580000	chr7	89630001	91580000	1950000	40000	217108.238494976	95.0%	0.236	-0.8508233910880121
chr7	89030001	89070000	chr7	89030001	91920000	2890000	40000	151242.09948920787	95.0%	0.536	-3.183408810410922
chr7	89770001	89820000	chr7	89770001	92890000	3120000	50000	124291.7265857729	95.0%	0.2885	-2.4023489347220766
chr7	90470001	90510000	chr7	90470001	92980000	2510000	40000	191638.06599759756	95.0%	0.158	-6.510555210791639
chr7	92510001	92570000	chr7	89440001	92570000	3130000	60000	207954.0035669678	95.0%	0.777	-5.952510978120139
chr7	89310001	89350000	chr7	89310001	92750000	3440000	40000	146663.1883805815	95.0%	0.2925	-1.1302863904874372
chr7	89890001	89930000	chr7	89890001	92870000	2980000	40000	131562.15673513836	95.0%	0.3835	-2.1447298116644893
chr7	91200001	91230000	chr7	91200001	92720000	1520000	30000	184908.31334425995	95.0%	0.6895	-2.2195864211183127
chr7	91640001	91680000	chr7	89580001	91680000	2100000	40000	125375.35290323137	95.0%	0.46799999999999997	-1.2933251157669239
chr7	92190001	92230000	chr7	89390001	92230000	2840000	40000	91134.76697729372	95.0%	0.847	-1.9049951566862235
chr7	90010001	90050000	chr7	90010001	92530000	2520000	40000	327694.0402199941	95.0%	0.5565	-2.8559468933473346
chr7	90990001	91030000	chr7	90990001	92010000	1020000	40000	308730.66466536315	95.0%	0.3045	-0.4534589639541667
chr7	93250001	93290000	chr7	91780001	93290000	1510000	40000	88038.24117730689	95.0%	0.779	-0.593711873860768
chr7	94690001	94730000	chr7	93990001	94730000	740000	40000	330965.1123805612	95.0%	0.354	-0.15589572900472054
chr7	92960001	93000000	chr7	91050001	93000000	1950000	40000	158335.28153195852	95.0%	0.259	-1.678209823175782
chr7	93010001	93050000	chr7	91040001	93050000	2010000	40000	146293.52441606953	95.0%	0.838	-3.5893970491929177
chr7	94420001	94470000	chr7	93230001	94470000	1240000	50000	173403.32638717414	95.0%	0.388	-0.4344353548167143
chr7	91650001	91690000	chr7	91650001	93930000	2280000	40000	124005.94834748028	95.0%	0.5175000000000001	-1.5323168401214198
chr7	91880001	91950000	chr7	91010001	91950000	940000	70000	335489.68160139833	95.0%	0.8545	-4.555705385928195
chr7	92110001	92170000	chr7	91250001	92170000	920000	60000	306659.94397472235	95.0%	0.741	-1.8527655209944291
chr7	91600001	91640000	chr7	91600001	93930000	2330000	40000	88640.41871132127	95.0%	0.908	-3.1100865957158885
chr7	92470001	92540000	chr7	92470001	93080000	610000	70000	603237.3447494849	95.0%	0.903	-3.0331728283988393
chr7	92680001	92720000	chr7	91040001	92720000	1680000	40000	221336.61931985558	95.0%	0.5974999999999999	-2.968616609428572
chr7	93890001	93950000	chr7	91780001	93950000	2170000	60000	98219.65142422398	95.0%	0.672	-0.8113060009041027
chr7	91990001	92050000	chr7	91990001	94080000	2090000	60000	190454.0319733899	95.0%	0.534	-3.633493186833581
chr7	92870001	92930000	chr7	92870001	93590000	720000	60000	320145.8267476994	95.0%	0.5954999999999999	-0.4259436788710732
chr7	95540001	95580000	chr7	94440001	95580000	1140000	40000	212450.21746570614	95.0%	0.5085	-0.5509667955030834
chr7	96690001	96730000	chr7	95680001	96730000	1050000	40000	401789.0194234262	95.0%	0.285	-1.9579314797542333
chr7	93540001	93590000	chr7	93540001	94390000	850000	50000	220868.56821527044	95.0%	0.566	-0.5753720012342695
chr7	93600001	93640000	chr7	93600001	94390000	790000	40000	261692.68593343493	95.0%	0.469	-0.4476990958041488
chr7	96080001	96110000	chr7	96080001	96880000	800000	30000	243392.4691317556	95.0%	0.8	-2.1059282109257307
chr7	95340001	95380000	chr7	94220001	95380000	1160000	40000	181633.9787280195	95.0%	0.2515	-0.36460421262204196
chr7	94350001	94390000	chr7	93230001	94390000	1160000	40000	86152.80094711209	95.0%	0.745	-0.5061202868301259
chr7	94480001	94530000	chr7	93500001	94530000	1030000	50000	177757.7538959833	95.0%	0.715	-0.6153001281560813
chr7	94860001	94900000	chr7	93360001	94900000	1540000	40000	132246.4824769958	95.0%	0.34450000000000003	-0.31346545046706914
chr7	95260001	95330000	chr7	94440001	95330000	890000	70000	123735.64115167716	95.0%	0.795	-0.7001179328067184
chr7	94030001	94060000	chr7	94030001	95830000	1800000	30000	72462.15720289739	95.0%	0.727	-0.5818655798336273
chr7	94700001	94760000	chr7	94700001	95770000	1070000	60000	225013.5832257789	95.0%	0.376	-0.4697622882843734
chr7	95330001	95360000	chr7	95330001	96820000	1490000	30000	133074.06086781758	95.0%	0.285	-0.369187644123389
chr7	95650001	95680000	chr7	95650001	96550000	900000	30000	266528.65040189255	95.0%	0.537	-1.0750350895403609
chr7	96030001	96080000	chr7	96030001	96890000	860000	50000	256945.3793609871	95.0%	0.737	-1.1487653353405771
chr7	96940001	96990000	chr7	94590001	96990000	2400000	50000	94615.80482306835	95.0%	0.969	-5.945216601144713
chr7	94160001	94200000	chr7	94160001	95540000	1380000	40000	121615.38109858324	95.0%	0.3785	-0.29029315054891824
chr7	94330001	94370000	chr7	94330001	95970000	1640000	40000	96683.80483034575	95.0%	0.292	-0.5481774148202602
chr7	94850001	94880000	chr7	94850001	96910000	2060000	30000	87673.18852192386	95.0%	0.3335	-0.3334383152293643
chr7	93440001	93490000	chr7	93440001	94590000	1150000	50000	162866.52330967874	95.0%	0.57	-1.1923894837415225
chr7	93980001	94030000	chr7	93980001	95850000	1870000	50000	94678.67451376416	95.0%	0.547	-0.4832404975476198
chr7	96000001	96050000	chr7	95040001	96050000	1010000	50000	186430.1812936571	95.0%	0.617	-0.7423404756236226
chr7	95250001	95320000	chr7	95250001	96040000	790000	70000	130170.72630952315	95.0%	0.77	-0.4700828548758138
chr7	96650001	96690000	chr7	95540001	96690000	1150000	40000	223656.0688488239	95.0%	0.894	-2.8243463817816603
chr7	96830001	96870000	chr7	95580001	96870000	1290000	40000	463151.32119364856	95.0%	0.903	-13.030440449217606
chr7	96520001	96570000	chr7	96520001	97890000	1370000	50000	468160.05727746326	95.0%	0.155	-0.22348670057168493
chr7	97700001	97740000	chr7	97700001	98720000	1020000	40000	333305.8787322877	95.0%	0.548	-2.8354650596460855
chr7	96560001	96600000	chr7	95540001	96600000	1060000	40000	324539.4358186572	95.0%	0.778	-2.008973689758168
chr7	97210001	97260000	chr7	95670001	97260000	1590000	50000	96576.84698270854	95.0%	0.876	-1.2241201382743956
chr7	95150001	95200000	chr7	95150001	95950000	800000	50000	175868.89378268115	95.0%	0.633	-0.3870346041013746
chr7	99840001	99890000	chr7	98360001	99890000	1530000	50000	249214.32872698913	95.0%	0.298	-1.6429291592935118
chr7	98210001	98280000	chr7	98210001	100490000	2280000	70000	117499.57442384092	95.0%	0.5125	-1.4502465309319754
chr7	98800001	98830000	chr7	97610001	98830000	1220000	30000	159190.81822033876	95.0%	0.9025000000000001	-1.8261630280109868
chr7	99560001	99600000	chr7	98370001	99600000	1230000	40000	258297.59545182544	95.0%	0.659	-1.3921060672254175
chr7	100730001	100800000	chr7	99870001	100800000	930000	70000	507341.05453587405	95.0%	0.841	-3.518210069579641
chr7	98580001	98610000	chr7	98580001	100550000	1970000	30000	168502.13478582812	95.0%	0.651	-2.5238504821457353
chr7	99410001	99440000	chr7	97700001	99440000	1740000	30000	165889.61210937792	95.0%	0.896	-2.2869731859341336
chr7	99940001	99980000	chr7	98360001	99980000	1620000	40000	198619.11522036424	95.0%	0.684	-1.628757459794127
chr7	100460001	100500000	chr7	98130001	100500000	2370000	40000	165397.368420969	95.0%	0.365	-1.6062495499230567
chr7	97450001	97490000	chr7	97450001	99560000	2110000	40000	90367.81122779755	95.0%	0.909	-1.958443114878411
chr7	99060001	99090000	chr7	99060001	100940000	1880000	30000	126605.54909797544	95.0%	0.8015000000000001	-1.5459447491568468
chr7	99600001	99640000	chr7	98370001	99640000	1270000	40000	245764.1056042936	95.0%	0.572	-1.124689551604727
chr7	100080001	100150000	chr7	98630001	100150000	1520000	70000	180709.68523935552	95.0%	0.8414999999999999	-2.7894291754513483
