Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	Region_size	direction	direction_label	plot_label
chrX-160525000	chrX	160525000	160550000	Phka2	intron (NM_001177879, intron 8 of 33)	-0.0093333333333336	0.763171491874673	0.820157169877004	1.42033333333333	1.411	25000	A_to_B_in_Mutant	More Inactive (A->B)	Phka2
chr3-140575000	chr3	140575000	140600000	Gm32754	Intergenic	-0.0586666666666667	0.249811686540002	0.340317000724867	0.455666666666667	0.397	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm32754
chr10-130175000	chr10	130175000	130200000	Or9k2b	Intergenic	-0.029	0.151931179287277	0.227381140665626	-1.14966666666667	-1.17866666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Or9k2b
chr1-109700000	chr1	109700000	109725000	Cdh7	Intergenic	-0.213333333333333	0.0011386923022637	0.00442661262518716	-0.144666666666667	-0.358	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cdh7
chr5-76425000	chr5	76425000	76450000	Exoc1l	Intergenic	-0.105666666666667	0.00154458245340693	0.00560621900602708	-0.940666666666667	-1.04633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Exoc1l
chr16-57325000	chr16	57325000	57350000	Filip1l	intron (NM_025599, intron 1 of 9)	-0.0306666666666665	0.188560838771587	0.27110944630366	-0.739	-0.769666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Filip1l
chr14-23250000	chr14	23250000	23275000	Gm10248	Intergenic	0.227333333333333	0.00479681130425962	0.0136724624574278	-0.634666666666667	-0.407333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10248
chr7-90175000	chr7	90175000	90200000	Picalm	intron (NM_001360867, intron 13 of 19)	-0.181	0.000349813773584167	0.00181112726882632	1.13933333333333	0.958333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Picalm
chrY-81850000	chrY	81850000	81875000	Gm20909	Intergenic	0.263333333333334	0.0463991416230964	0.0858704854470367	-1.01166666666667	-0.748333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm20909
chr18-67000000	chr18	67000000	67025000	Gm19784	Intergenic	-0.0493333333333333	0.105948280660529	0.169055587326698	-0.723333333333333	-0.772666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm19784
chr10-24075000	chr10	24075000	24100000	Taar8b	Intergenic	-0.278	1.74968563359265e-05	0.000222442625914513	-0.479	-0.757	25000	A_to_B_in_Mutant	More Inactive (A->B)	Taar8b
chr2-12650000	chr2	12650000	12675000	Mindy3	Intergenic	-0.0343333333333331	0.0771579238578801	0.130493252519923	-1.166	-1.20033333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mindy3
chr13-57225000	chr13	57225000	57250000	Gm40962	Intergenic	0.500666666666667	6.64322913395555e-07	3.28440617197096e-05	0.622	1.12266666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm40962
chr11-117325000	chr11	117325000	117350000	Septin9	intron (NM_001113488, intron 1 of 9)	0.104333333333333	0.00226731419505013	0.00756389242764932	0.924333333333333	1.02866666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Septin9
chr10-30300000	chr10	30300000	30325000	Cenpw	Intergenic	-0.021333333333333	0.262717857296153	0.354552423350424	-1.152	-1.17333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cenpw
chrY-8100000	chrY	8100000	8125000	Gm20824	Intergenic	0.953666666666667	0.000111608365945252	0.000797911262779989	1.03933333333333	1.993	25000	B_to_A_in_Mutant	More Active (B->A)	Gm20824
chr15-15400000	chr15	15400000	15425000	Cdh9	Intergenic	0.0450000000000003	0.0413383673002589	0.0781977101807703	-1.07133333333333	-1.02633333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Cdh9
chr6-137775000	chr6	137775000	137800000	Dera	intron (NM_172733, intron 5 of 8)	-0.0793333333333333	0.0773525245126883	0.130749653976911	-0.545	-0.624333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dera
chr12-76375000	chr12	76375000	76400000	4930426I24Rik	3' UTR (NM_178744, exon 2 of 2)	-0.0476666666666669	0.027590920070075	0.0560967283886811	1.62433333333333	1.57666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930426I24Rik
chr1-67525000	chr1	67525000	67550000	Cps1	Intergenic	-0.0596666666666665	0.0116865298694852	0.0279628520526669	-1.11133333333333	-1.171	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cps1
chr8-41075000	chr8	41075000	41100000	Mtus1	intron (NM_001005863, intron 1 of 13)	-0.218666666666667	0.000107883363290178	0.000779358798629839	0.813333333333333	0.594666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mtus1
chr12-32050000	chr12	32050000	32075000	Prkar2b	Intergenic	-0.066	0.179361994653877	0.26029286385486	0.366	0.3	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prkar2b
chr12-26475000	chr12	26475000	26500000	Cmpk2	Intergenic	0.0833333333333333	0.00855037534269376	0.0217013835118788	0.290333333333333	0.373666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Cmpk2
chr15-54950000	chr15	54950000	54975000	Gm26684	intron (NR_155354, intron 2 of 2)	0.113333333333333	0.000770894932462447	0.00327995938333194	-0.652666666666667	-0.539333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm26684
chr3-9350000	chr3	9350000	9375000	C030034L19Rik	Intergenic	0.398666666666667	0.000170855049001142	0.00108585585986847	0.392	0.790666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	C030034L19Rik
chr9-58925000	chr9	58925000	58950000	Neo1	intron (NM_008684, intron 7 of 28)	0.026333333333333	0.335222426443159	0.431822417902785	1.16766666666667	1.194	25000	B_to_A_in_Mutant	More Active (B->A)	Neo1
chr19-60775000	chr19	60775000	60800000	Eif3a	intron (NM_010123, intron 1 of 21)	-0.0713333333333335	0.00383955579887826	0.0114553755961544	1.24933333333333	1.178	25000	A_to_B_in_Mutant	More Inactive (A->B)	Eif3a
chr5-85150000	chr5	85150000	85175000	Epha5	Intergenic	0.182	2.64237583265557e-05	0.00029392335964119	-1.283	-1.101	25000	B_to_A_in_Mutant	More Active (B->A)	Epha5
chr10-94725000	chr10	94725000	94750000	Cep83	intron (NM_029852, intron 5 of 15)	0.034	0.320244859825245	0.416295517142021	0.349333333333333	0.383333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Cep83
chrX-90575000	chrX	90575000	90600000	Mageb11	Intergenic	-0.00799999999999962	0.809203375889446	0.856692664901866	-1.27766666666667	-1.28566666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mageb11
chr8-15275000	chr8	15275000	15300000	Myom2	Intergenic	0.191333333333333	9.95369865586588e-05	0.000733582163313234	-0.714666666666667	-0.523333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Myom2
chr6-92500000	chr6	92500000	92525000	Prickle2	intron (NM_001081146, intron 2 of 8)	0.377	6.95170765841561e-07	3.35680244193706e-05	-0.149666666666667	0.227333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Prickle2
chr16-12500000	chr16	12500000	12525000	1700003L19Rik	Intergenic	-0.0206666666666665	0.389723000950147	0.487279607339315	-1.10766666666667	-1.12833333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700003L19Rik
chr15-16000000	chr15	16000000	16025000	Cdh9	Intergenic	0.0346666666666669	0.0858552477399948	0.142393368620201	-1.084	-1.04933333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Cdh9
chr11-30975000	chr11	30975000	31000000	Chac2	intron (NM_023906, intron 1 of 9)	-0.133666666666667	0.000149860924567806	0.000988914861498708	0.265	0.131333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Chac2
chr14-7475000	chr14	7475000	7500000	Gm3752	intron (NM_001374192, intron 1 of 6)	0.184333333333334	1.26967348433113e-05	0.000180292248857723	-0.592666666666667	-0.408333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm3752
chr2-24200000	chr2	24200000	24225000	Il36a	Intergenic	-0.0616666666666666	0.0172549739779495	0.038345164460703	-1.00533333333333	-1.067	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il36a
chr12-25075000	chr12	25075000	25100000	Id2	Intergenic	0.0716666666666665	0.0024877821827195	0.00813172459994978	0.873333333333333	0.945	25000	B_to_A_in_Mutant	More Active (B->A)	Id2
chr5-95250000	chr5	95250000	95275000	Gm6468	intron (NM_001378727, intron 2 of 5)	0.0906666666666666	0.0853429953616149	0.141688296566621	-0.788666666666667	-0.698	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6468
chr4-64200000	chr4	64200000	64225000	Gm11217	Intergenic	0.303	0.000130211948696164	0.000892765512402562	0.229666666666667	0.532666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11217
chr7-80275000	chr7	80275000	80300000	Prc1	intron (NM_178070, intron 17 of 22)	-0.122666666666667	0.00468838219610948	0.0134244049915992	1.56166666666667	1.439	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prc1
chr7-44350000	chr7	44350000	44375000	1700008O03Rik	intron (NM_027049, intron 4 of 5)	-0.132666666666667	0.000199575814222876	0.00120931904291057	1.18233333333333	1.04966666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700008O03Rik
chr6-15375000	chr6	15375000	15400000	Foxp2	intron (NM_053242, intron 8 of 18)	0.0686666666666667	0.0267632631061549	0.0547443564948938	-1.19266666666667	-1.124	25000	B_to_A_in_Mutant	More Active (B->A)	Foxp2
chr2-105650000	chr2	105650000	105675000	Paupar	intron (NR_002867, intron 1 of 3)	-0.0850000000000003	0.00517735425665371	0.0145271618992777	0.926	0.841	25000	A_to_B_in_Mutant	More Inactive (A->B)	Paupar
chr11-20175000	chr11	20175000	20200000	Rab1a	Intergenic	-0.1	0.0415888162191796	0.0785772065783058	0.370666666666667	0.270666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rab1a
chr14-16750000	chr14	16750000	16775000	Rarb	intron (NM_001289760, intron 2 of 9)	-0.00333333333333336	0.903084921494651	0.928760112900664	-0.705666666666667	-0.709	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rarb
chr15-7400000	chr15	7400000	7425000	Egflam	Intergenic	-0.00499999999999975	0.748051677149136	0.807854204163123	-1.03566666666667	-1.04066666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Egflam
chr18-49525000	chr18	49525000	49550000	1700044K03Rik	Intergenic	0.0713333333333334	0.0184998901317801	0.0406010557972267	0.228666666666667	0.3	25000	B_to_A_in_Mutant	More Active (B->A)	1700044K03Rik
chr8-37900000	chr8	37900000	37925000	Mir383	intron (NM_145841, intron 2 of 7)	0.0416666666666667	0.0794887167194068	0.133696488690188	-1.06666666666667	-1.025	25000	B_to_A_in_Mutant	More Active (B->A)	Mir383
chr3-28775000	chr3	28775000	28800000	Eif5a2	intron (NM_177586, intron 3 of 4)	-0.201666666666667	5.30152281787886e-05	0.000474569741251911	1.17966666666667	0.978	25000	A_to_B_in_Mutant	More Inactive (A->B)	Eif5a2
chr18-30200000	chr18	30200000	30225000	Pik3c3	Intergenic	-0.115	0.147190488290456	0.221583100300532	-0.469	-0.584	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pik3c3
chr12-95725000	chr12	95725000	95750000	Flrt2	intron (NM_201518, intron 1 of 1)	0.0206666666666668	0.262927906002665	0.35478528778367	-1.04933333333333	-1.02866666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Flrt2
chr14-87575000	chr14	87575000	87600000	Tdrd3	Intergenic	-0.0436666666666665	0.140772664781756	0.213505960484161	-0.869333333333333	-0.913	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tdrd3
chr2-94625000	chr2	94625000	94650000	Gm13793	Intergenic	-0.174333333333333	0.000311467472362045	0.00166612729856763	-0.45	-0.624333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm13793
chr2-122525000	chr2	122525000	122550000	Slc28a2b	Intergenic	-0.0236666666666667	0.32591704542153	0.422318531209164	-0.155333333333333	-0.179	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc28a2b
chr7-89225000	chr7	89225000	89250000	Tmem135	intron (NM_028343, intron 5 of 14)	0.0219999999999998	0.461275707911223	0.556791205989803	0.940333333333333	0.962333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem135
chr11-50325000	chr11	50325000	50350000	Canx	Intergenic	-0.0106666666666665	0.599954882509358	0.683397230611963	1.343	1.33233333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Canx
chr13-48900000	chr13	48900000	48925000	Phf2	intron (NM_001033268, intron 9 of 17)	-0.0436666666666668	0.113289906062677	0.178636593594777	1.63933333333333	1.59566666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Phf2
chr13-64100000	chr13	64100000	64125000	Slc35d2	intron (NM_001001321, intron 5 of 11)	0.310333333333333	7.55576155912199e-06	0.000129750355442685	0.743	1.05333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Slc35d2
chr8-21575000	chr8	21575000	21600000	Defa28	Intergenic	-0.122333333333333	0.0233844775305192	0.0490436895143014	-0.600666666666667	-0.723	25000	A_to_B_in_Mutant	More Inactive (A->B)	Defa28
chr3-159850000	chr3	159850000	159875000	Wls	intron (NM_001356349, intron 2 of 12)	0.110666666666667	0.00445273484566427	0.0128844066096626	-1.088	-0.977333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Wls
chr7-140950000	chr7	140950000	140975000	Ifitm1	Intergenic	-0.034	0.232784458048088	0.321344545339058	0.682666666666667	0.648666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ifitm1
chr1-47850000	chr1	47850000	47875000	Mir6350	Intergenic	-0.316333333333333	2.02862763185149e-07	2.03196637415222e-05	0.0383333333333333	-0.278	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir6350
chr16-91900000	chr16	91900000	91925000	Atp5po	3' UTR (NM_010587, exon 39 of 39)	-0.0573333333333335	0.0164614073926421	0.0368896453221286	1.65	1.59266666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Atp5po
chr6-36350000	chr6	36350000	36375000	Chrm2	intron (NR_015589, intron 3 of 5)	0.938	5.82768772121939e-06	0.000110371845101915	-0.872	0.066	25000	B_to_A_in_Mutant	More Active (B->A)	Chrm2
chr5-8350000	chr5	8350000	8375000	Adam22	intron (NM_001007221, intron 2 of 27)	-0.0370000000000001	0.397123256893923	0.494691656810192	0.243666666666667	0.206666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adam22
chr6-31950000	chr6	31950000	31975000	1700012A03Rik	Intergenic	0.360666666666667	1.50416096857913e-05	0.000201362922769487	0.362333333333333	0.723	25000	B_to_A_in_Mutant	More Active (B->A)	1700012A03Rik
chr3-95150000	chr3	95150000	95175000	Sema6c	intron (NR_073550, intron 1 of 18)	-0.102666666666667	0.00179823736176644	0.00629543379676374	1.462	1.35933333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sema6c
chr1-4700000	chr1	4700000	4725000	Mrpl15	Intergenic	-0.0353333333333333	0.1451408429483	0.219001227548462	-0.892	-0.927333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mrpl15
chr2-35925000	chr2	35925000	35950000	Ttll11	intron (NM_029774, intron 3 of 9)	-0.0460000000000002	0.134804317006653	0.206084760561137	1.25233333333333	1.20633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ttll11
chr5-107975000	chr5	107975000	108000000	Dipk1a	promoter-TSS (NM_026062)	-0.0346666666666668	0.0727885688910823	0.124350424391212	1.221	1.18633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dipk1a
chrX-8175000	chrX	8175000	8200000	Ebp	intron (NM_007898, intron 2 of 4)	-0.0830000000000002	0.0392296387323699	0.0749085856026654	1.35366666666667	1.27066666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ebp
chr7-43975000	chr7	43975000	44000000	Klk1b11	Intergenic	-0.123333333333333	0.00130464420119069	0.00491282250235966	-0.773666666666667	-0.897	25000	A_to_B_in_Mutant	More Inactive (A->B)	Klk1b11
chr6-101200000	chr6	101200000	101225000	Gm33934	intron (NM_018884, intron 3 of 9)	0.0306666666666668	0.501526616748174	0.59481358483943	-0.399333333333333	-0.368666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm33934
chr15-49650000	chr15	49650000	49675000	Csmd3	Intergenic	0.0636666666666665	0.0181832474521899	0.0400089632184838	-1.14966666666667	-1.086	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd3
chr16-73000000	chr16	73000000	73025000	Robo1	intron (NM_019413, intron 23 of 28)	-0.489666666666667	4.07330234524302e-06	8.93953286317559e-05	-0.191333333333333	-0.681	25000	A_to_B_in_Mutant	More Inactive (A->B)	Robo1
chr13-15700000	chr13	15700000	15725000	4933412O06Rik	intron (NM_008130, intron 10 of 14)	-0.0279999999999999	0.255666356039671	0.346704499089906	-1.06466666666667	-1.09266666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933412O06Rik
chr17-6275000	chr17	6275000	6300000	Tmem181a	intron (NM_001033178, intron 3 of 16)	-0.00733333333333345	0.765203232177055	0.821789026117314	1.38766666666667	1.38033333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem181a
chr2-178750000	chr2	178750000	178775000	Gm35888	Intergenic	0.0743333333333334	0.0195481542390944	0.0424247901031591	-0.358333333333333	-0.284	25000	B_to_A_in_Mutant	More Active (B->A)	Gm35888
chr1-152725000	chr1	152725000	152750000	Apobec4	intron (NM_001346117, intron 1 of 18)	0.0316666666666666	0.156584166012012	0.232987872139258	1.121	1.15266666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Apobec4
chr3-85250000	chr3	85250000	85275000	1700036G14Rik	Intergenic	0.0433333333333332	0.11341534193712	0.178799164582331	1.40333333333333	1.44666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	1700036G14Rik
chr14-20725000	chr14	20725000	20750000	Ndst2	exon (NM_001039138, exon 19 of 20)	-0.121666666666667	0.000116063324530422	0.000820238099090423	1.621	1.49933333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ndst2
chr17-11225000	chr17	11225000	11250000	Prkn	exon (NM_016694, exon 3 of 12)	-0.285333333333333	2.11860632759067e-06	6.07732853138613e-05	0.788666666666667	0.503333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prkn
chr16-37975000	chr16	37975000	38000000	4930542C21Rik	exon (NM_153394, exon 6 of 10)	0.1	0.00181800789714296	0.00634969627356997	1.13966666666667	1.23966666666667	25000	B_to_A_in_Mutant	More Active (B->A)	4930542C21Rik
chrX-99525000	chrX	99525000	99550000	Pja1	Intergenic	0.0936666666666666	0.01031524872416	0.0252812625102338	1.2	1.29366666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Pja1
chr2-33500000	chr2	33500000	33525000	Zbtb43	Intergenic	0.0103333333333333	0.585020902138363	0.670482342716285	1.37366666666667	1.384	25000	B_to_A_in_Mutant	More Active (B->A)	Zbtb43
chr8-73875000	chr8	73875000	73900000	Large1	Intergenic	-0.0453333333333333	0.0378162341675011	0.072693867748684	-1.127	-1.17233333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Large1
chr2-139800000	chr2	139800000	139825000	Ism1	Intergenic	-0.177	0.000361228144246831	0.00185435674048794	-0.316	-0.493	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ism1
chr2-50350000	chr2	50350000	50375000	Gm48908	intron (NR_154590, intron 1 of 6)	-0.00199999999999992	0.906251792683526	0.930953465189224	-0.734666666666667	-0.736666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm48908
chr14-61200000	chr14	61200000	61225000	Sgcg	exon (NM_015788, exon 10 of 10)	-0.0590000000000004	0.0181178955268759	0.0398911750644446	1.54	1.481	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sgcg
chr14-90075000	chr14	90075000	90100000	4930474H20Rik	Intergenic	-0.128	0.000120311340681308	0.000842037128234512	-1.002	-1.13	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930474H20Rik
chrX-55600000	chrX	55600000	55625000	Gm16404	Intergenic	0.0103333333333336	0.583151514113747	0.668817416882465	-1.144	-1.13366666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm16404
chr7-99125000	chr7	99125000	99150000	Uvrag	intron (NM_178635, intron 1 of 14)	-0.106666666666667	0.00414756766341041	0.0121792766606825	1.51266666666667	1.406	25000	A_to_B_in_Mutant	More Inactive (A->B)	Uvrag
chr16-74525000	chr16	74525000	74550000	Robo2	intron (NM_001358492, intron 1 of 26)	0.0343333333333335	0.145761838930979	0.219785284546304	-1.10533333333333	-1.071	25000	B_to_A_in_Mutant	More Active (B->A)	Robo2
chr16-81425000	chr16	81425000	81450000	Ncam2	intron (NM_001113208, intron 3 of 17)	0.247333333333333	0.00100866772299316	0.00403354692025442	-0.549333333333333	-0.302	25000	B_to_A_in_Mutant	More Active (B->A)	Ncam2
chr7-113450000	chr7	113450000	113475000	Far1	Intergenic	0.00999999999999989	0.766215800045565	0.822477811439853	0.732333333333333	0.742333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Far1
chr3-60800000	chr3	60800000	60825000	P2ry1	Intergenic	-0.0523333333333331	0.0337656414735203	0.0662272728744143	-0.925333333333333	-0.977666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	P2ry1
chr8-36250000	chr8	36250000	36275000	Lonrf1	Intergenic	-0.128666666666667	0.00481540635420626	0.0137141907542169	0.957666666666667	0.829	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lonrf1
chr17-76975000	chr17	76975000	77000000	Gm4710	Intergenic	-0.0496666666666664	0.040566231291462	0.0770044369673278	-1.24333333333333	-1.293	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm4710
chr16-27175000	chr16	27175000	27200000	Ostn	Intergenic	-0.0676666666666664	0.00860400898266209	0.0218061958170281	-1.18166666666667	-1.24933333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ostn
chrY-82475000	chrY	82475000	82500000	Orly	Intergenic	-0.00299999999999991	0.977951094130767	0.984192671159577	-0.810666666666667	-0.813666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Orly
chr4-11650000	chr4	11650000	11675000	Gem	Intergenic	0.0476666666666669	0.109578494046866	0.173816754621338	-0.520666666666667	-0.473	25000	B_to_A_in_Mutant	More Active (B->A)	Gem
chr12-99150000	chr12	99150000	99175000	4930474N09Rik	intron (NR_038130, intron 1 of 1)	-0.0453333333333334	0.112055113598354	0.177014082077935	1.44166666666667	1.39633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930474N09Rik
chr1-88875000	chr1	88875000	88900000	1700067G17Rik	Intergenic	0.212666666666667	8.4555027677812e-05	0.000656051656206364	0.959666666666667	1.17233333333333	25000	B_to_A_in_Mutant	More Active (B->A)	1700067G17Rik
chrY-82025000	chrY	82025000	82050000	Gm21258	Intergenic	0.372666666666667	0.0401498026224607	0.0763346065860579	-0.866333333333333	-0.493666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm21258
chr2-78650000	chr2	78650000	78675000	Ube2e3	Intergenic	-0.113666666666667	0.0246101708756916	0.0511310433651574	0.571333333333333	0.457666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ube2e3
chr18-67550000	chr18	67550000	67575000	Spire1	intron (NM_194355, intron 2 of 16)	-0.0906666666666669	0.00960309617903387	0.0238344857610893	1.69933333333333	1.60866666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spire1
chr10-93750000	chr10	93750000	93775000	Usp44	Intergenic	0.00399999999999974	0.842003676023262	0.882254508698054	1.76666666666667	1.77066666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Usp44
chr7-30575000	chr7	30575000	30600000	Kmt2b	intron (NM_029274, intron 1 of 36)	-0.102666666666667	0.00809223628040348	0.0207609299134197	1.06966666666667	0.967	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kmt2b
chr15-53925000	chr15	53925000	53950000	Samd12	Intergenic	-0.438666666666667	9.04454837832923e-05	0.000685691341602975	-0.185333333333333	-0.624	25000	A_to_B_in_Mutant	More Inactive (A->B)	Samd12
chr16-48850000	chr16	48850000	48875000	Retnlg	Intergenic	-0.0389999999999999	0.185541150076218	0.267573658000167	-0.834333333333333	-0.873333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Retnlg
chr18-20650000	chr18	20650000	20675000	Ttr	intron (NR_155534, intron 1 of 2)	-0.143666666666667	0.00415425415310807	0.0121960192071863	1.36466666666667	1.221	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ttr
chr1-117675000	chr1	117675000	117700000	B020011L13Rik	Intergenic	-0.0276666666666666	0.177318344644303	0.257855649966147	-1.06566666666667	-1.09333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	B020011L13Rik
chr14-24225000	chr14	24225000	24250000	Dlg5	intron (NM_001163513, intron 1 of 31)	0.178	4.08250544450668e-05	0.000395891189074967	1.18833333333333	1.36633333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Dlg5
chr4-93950000	chr4	93950000	93975000	Caap1	Intergenic	-0.00166666666666646	0.943755942867112	0.958716455631919	-1.22	-1.22166666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Caap1
chr1-139325000	chr1	139325000	139350000	Crb1	exon (NM_133239, exon 2 of 12)	-0.116	0.000650049332348209	0.00288393230739238	-0.896333333333333	-1.01233333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Crb1
chr6-89750000	chr6	89750000	89775000	Vmn1r41	Intergenic	-0.187333333333333	8.22018552544273e-05	0.00064360737873785	-0.812666666666667	-1	25000	A_to_B_in_Mutant	More Inactive (A->B)	Vmn1r41
chr12-32500000	chr12	32500000	32525000	Ccdc71l	Intergenic	-0.151666666666667	6.69747724676486e-05	0.000557075730936753	-0.901333333333333	-1.053	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc71l
chr4-131850000	chr4	131850000	131875000	Srsf4	intron (NM_025297, intron 6 of 9)	-0.063	0.0428851856398762	0.0805381867101118	1.34066666666667	1.27766666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Srsf4
chr13-91850000	chr13	91850000	91875000	Ckmt2	intron (NM_198415, intron 3 of 9)	0.0356666666666668	0.300493534025077	0.395561069321947	-0.734	-0.698333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ckmt2
chr17-44375000	chr17	44375000	44400000	Clic5	Intergenic	0.0206666666666667	0.652385297154531	0.728722968585787	-0.640333333333333	-0.619666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Clic5
chr8-128925000	chr8	128925000	128950000	Ccdc7a	Intergenic	-0.0559999999999999	0.0648919932322417	0.11317683007948	-1.155	-1.211	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc7a
chr7-76650000	chr7	76650000	76675000	Agbl1	intron (NM_001199224, intron 18 of 22)	0.0456666666666669	0.154008392817859	0.229868448626731	-0.839666666666667	-0.794	25000	B_to_A_in_Mutant	More Active (B->A)	Agbl1
chr11-81950000	chr11	81950000	81975000	Asic2	intron (NM_001034013, intron 1 of 9)	0.0536666666666668	0.0213802336916204	0.045611428172122	-1.07366666666667	-1.02	25000	B_to_A_in_Mutant	More Active (B->A)	Asic2
chr7-109175000	chr7	109175000	109200000	Lmo1	Intergenic	-0.12	0.00718075035784867	0.0188566493525692	1.13766666666667	1.01766666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lmo1
