Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	Region_size	direction	direction_label	plot_label	significant
chr17-62625000	chr17	62625000	62650000	Efna5	intron (NM_010109, intron 2 of 3)	0.372	6.67490703939877e-08	1.3871895535901e-05	-1.06866666666667	-0.696666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Efna5	TRUE
chr10-108875000	chr10	108875000	108900000	Syt1	intron (NM_001358504, intron 3 of 11)	-1.22833333333333	6.70900695584093e-08	1.3871895535901e-05	1.46266666666667	0.234333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Syt1	TRUE
chr6-35375000	chr6	35375000	35400000	1700065J11Rik	Intergenic	0.876000000000001	6.67039407258208e-08	1.3871895535901e-05	-0.264333333333333	0.611666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	1700065J11Rik	TRUE
chr6-36750000	chr6	36750000	36775000	Ptn	intron (NM_008973, intron 1 of 4)	0.840666666666667	6.66343042523588e-08	1.3871895535901e-05	-0.255666666666667	0.585	25000	B_to_A_in_Mutant	More Active (B->A)	Ptn	TRUE
chr9-61450000	chr9	61450000	61475000	Tle3	Intergenic	0.359	6.76876375881703e-08	1.39491487751257e-05	0.563	0.922	25000	B_to_A_in_Mutant	More Active (B->A)	Tle3	TRUE
chr8-10125000	chr8	10125000	10150000	Myo16	Intergenic	0.815666666666667	6.79670560934217e-08	1.39790503847796e-05	-0.127	0.688666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Myo16	TRUE
chr4-58050000	chr4	58050000	58075000	Txndc8	intron (NM_022814, intron 40 of 47)	-0.625333333333334	6.82555874295971e-08	1.39951154246276e-05	0.410666666666667	-0.214666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Txndc8	TRUE
chr4-125600000	chr4	125600000	125625000	Mir692-2	intron (NM_001081097, intron 1 of 15)	0.39	6.83141185893361e-08	1.39951154246276e-05	0.378666666666667	0.768666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mir692-2	TRUE
chr1-50675000	chr1	50675000	50700000	Tmeff2	Intergenic	-0.423666666666667	6.85751837012917e-08	1.40209979233342e-05	-0.192333333333333	-0.616	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmeff2	TRUE
chr14-23775000	chr14	23775000	23800000	Kcnma1	intron (NM_001253374, intron 1 of 28)	1.00166666666667	6.90829895400727e-08	1.40971290282841e-05	-0.199	0.802666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnma1	TRUE
chr7-109300000	chr7	109300000	109325000	1700095J03Rik	intron (NM_054103, intron 12 of 13)	-0.502333333333334	6.94172372720907e-08	1.41376150687745e-05	0.653	0.150666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700095J03Rik	TRUE
chr14-70950000	chr14	70950000	70975000	Gm34703	intron (NM_001302094, intron 3 of 7)	0.623333333333334	6.98736555904989e-08	1.41750900798417e-05	0.276	0.899333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm34703	TRUE
chr8-17500000	chr8	17500000	17525000	Csmd1	intron (NM_053171, intron 1 of 69)	0.494	6.98386920892414e-08	1.41750900798417e-05	-0.0463333333333333	0.447666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd1	TRUE
chr8-98350000	chr8	98350000	98375000	Gm15679	Intergenic	-0.464666666666667	7.02071382390149e-08	1.4215033236717e-05	-0.569666666666667	-1.03433333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679	TRUE
chr9-67575000	chr9	67575000	67600000	Tln2	Intergenic	0.483333333333334	7.03443741398834e-08	1.42151638079841e-05	-0.388	0.0953333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Tln2	TRUE
chr17-83150000	chr17	83150000	83175000	Pkdcc	Intergenic	0.723666666666667	7.11881218495202e-08	1.43300174642194e-05	-0.486666666666667	0.237	25000	B_to_A_in_Mutant	More Active (B->A)	Pkdcc	TRUE
chr14-37400000	chr14	37400000	37425000	Ghitm	Intergenic	0.409666666666667	7.11581000755267e-08	1.43300174642194e-05	-0.750666666666667	-0.341	25000	B_to_A_in_Mutant	More Active (B->A)	Ghitm	TRUE
chrX-146975000	chrX	146975000	147000000	Snora35	intron (NM_008312, intron 2 of 5)	0.956666666666667	7.18228031411636e-08	1.43502522786077e-05	-0.282666666666667	0.674	25000	B_to_A_in_Mutant	More Active (B->A)	Snora35	TRUE
chr8-16525000	chr8	16525000	16550000	Mir3106	intron (NM_053171, intron 5 of 69)	0.639333333333334	7.19780888954005e-08	1.43502522786077e-05	-0.997333333333333	-0.358	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3106	TRUE
chr13-10300000	chr13	10300000	10325000	Chrm3	intron (NM_033269, intron 1 of 4)	0.734	7.18388269148427e-08	1.43502522786077e-05	-0.825666666666667	-0.0916666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Chrm3	TRUE
chr18-52875000	chr18	52875000	52900000	Gm50457	intron (NM_001199151, intron 6 of 11)	0.466666666666667	7.1911829330709e-08	1.43502522786077e-05	-0.285	0.181666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm50457	TRUE
chr1-49725000	chr1	49725000	49750000	C230029F24Rik	Intergenic	-0.482	7.18341107964787e-08	1.43502522786077e-05	-0.101666666666667	-0.583666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	C230029F24Rik	TRUE
chr18-78050000	chr18	78050000	78075000	Siglec15	Intergenic	0.533	7.21567142007543e-08	1.43583583242576e-05	0.240333333333333	0.773333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Siglec15	TRUE
chr13-14450000	chr13	14450000	14475000	Hecw1	intron (NM_001081348, intron 1 of 28)	0.402333333333334	7.29717205085461e-08	1.44928242844368e-05	-0.437	-0.0346666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Hecw1	TRUE
chr3-87175000	chr3	87175000	87200000	Kirrel1	Intergenic	0.567666666666667	7.31734957835395e-08	1.45052169136928e-05	-0.418666666666667	0.149	25000	B_to_A_in_Mutant	More Active (B->A)	Kirrel1	TRUE
chr9-83575000	chr9	83575000	83600000	Sh3bgrl2	intron (NM_172507, intron 2 of 3)	-0.527333333333333	7.33542158221985e-08	1.45133965681217e-05	0.00133333333333333	-0.526	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sh3bgrl2	TRUE
chr1-49750000	chr1	49750000	49775000	C230029F24Rik	Intergenic	-0.463	7.38933119980949e-08	1.4592316646971e-05	-0.138	-0.601	25000	A_to_B_in_Mutant	More Inactive (A->B)	C230029F24Rik	TRUE
chr6-35925000	chr6	35925000	35950000	Mtpn	Intergenic	1.16433333333333	8.28167197818279e-08	1.46615086360571e-05	-0.547666666666667	0.616666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mtpn	TRUE
chr16-77650000	chr16	77650000	77675000	Mir125b-2	Intergenic	-0.608666666666667	8.2966963448279e-08	1.46615086360571e-05	0.544	-0.0646666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir125b-2	TRUE
chr9-76050000	chr9	76050000	76075000	Hmgcll1	intron (NM_173731, intron 3 of 8)	-0.604666666666667	7.73893645062072e-08	1.46615086360571e-05	0.605	0.000333333333333336	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hmgcll1	TRUE
chr2-96825000	chr2	96825000	96850000	Lrrc4c	intron (NM_001363047, intron 3 of 8)	-0.461333333333334	7.76292688473853e-08	1.46615086360571e-05	0.167333333333333	-0.294	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lrrc4c	TRUE
chrX-144700000	chrX	144700000	144725000	Rtl4	intron (NM_001033795, intron 2 of 6)	0.600333333333333	7.74223504721164e-08	1.46615086360571e-05	-0.233333333333333	0.367	25000	B_to_A_in_Mutant	More Active (B->A)	Rtl4	TRUE
chr3-70425000	chr3	70425000	70450000	Gm6634	Intergenic	0.452666666666667	8.26733382932915e-08	1.46615086360571e-05	-0.709	-0.256333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6634	TRUE
chr7-117375000	chr7	117375000	117400000	Xylt1	intron (NM_175645, intron 1 of 11)	0.796	7.65109878597547e-08	1.46615086360571e-05	-0.738333333333333	0.0576666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Xylt1	TRUE
chr2-162125000	chr2	162125000	162150000	Ptprtos	intron (NM_021464, intron 6 of 29)	0.833	8.06040585588099e-08	1.46615086360571e-05	-0.224333333333333	0.608666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprtos	TRUE
chr8-98475000	chr8	98475000	98500000	Gm15679	Intergenic	-0.512333333333333	7.67075966625118e-08	1.46615086360571e-05	-0.440333333333333	-0.952666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679	TRUE
chr14-23500000	chr14	23500000	23525000	Gm10248	intron (NM_010610, intron 9 of 28)	0.710333333333334	8.29782416488517e-08	1.46615086360571e-05	-0.491666666666667	0.218666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10248	TRUE
chr1-113400000	chr1	113400000	113425000	Gm32810	Intergenic	0.776333333333334	8.19925136375693e-08	1.46615086360571e-05	-1.122	-0.345666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm32810	TRUE
chr6-60750000	chr6	60750000	60775000	Snca	intron (NM_001042451, intron 4 of 5)	-0.875333333333334	8.00462694885309e-08	1.46615086360571e-05	0.408666666666667	-0.466666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Snca	TRUE
chr9-120800000	chr9	120800000	120825000	Gm19385	Intergenic	0.579333333333333	7.9105678420952e-08	1.46615086360571e-05	0.708666666666667	1.288	25000	B_to_A_in_Mutant	More Active (B->A)	Gm19385	TRUE
chr17-48475000	chr17	48475000	48500000	Unc5cl	Intergenic	-0.517666666666667	8.29728306475123e-08	1.46615086360571e-05	1.143	0.625333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Unc5cl	TRUE
chr8-16550000	chr8	16550000	16575000	Mir3106	intron (NM_053171, intron 5 of 69)	0.661666666666667	8.14864576917565e-08	1.46615086360571e-05	-0.997333333333333	-0.335666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3106	TRUE
chr5-51675000	chr5	51675000	51700000	Ppargc1a	Intergenic	0.458333333333334	8.21355277532206e-08	1.46615086360571e-05	-0.914	-0.455666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Ppargc1a	TRUE
chr13-40175000	chr13	40175000	40200000	Ofcc1	intron (NM_172143, intron 8 of 18)	-0.647	7.81382518181516e-08	1.46615086360571e-05	-0.230666666666667	-0.877666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ofcc1	TRUE
chr12-29725000	chr12	29725000	29750000	C630031E19Rik	intron (NM_001361657, intron 4 of 24)	-0.716000000000001	7.76262872530519e-08	1.46615086360571e-05	1.265	0.549	25000	A_to_B_in_Mutant	More Inactive (A->B)	C630031E19Rik	TRUE
chr15-68925000	chr15	68925000	68950000	Khdrbs3	intron (NM_010158, intron 1 of 8)	0.492666666666667	7.6994478526912e-08	1.46615086360571e-05	-0.946	-0.453333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Khdrbs3	TRUE
chrX-6425000	chrX	6425000	6450000	Shroom4	intron (NM_001313764, intron 1 of 8)	0.570666666666667	7.77865341612702e-08	1.46615086360571e-05	0.242333333333333	0.813	25000	B_to_A_in_Mutant	More Active (B->A)	Shroom4	TRUE
chr11-52950000	chr11	52950000	52975000	Gm11186	intron (NM_177059, intron 3 of 15)	0.719	8.26185914302041e-08	1.46615086360571e-05	-0.591333333333333	0.127666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11186	TRUE
chr4-125425000	chr4	125425000	125450000	Grik3	Intergenic	0.546333333333333	8.01421049055836e-08	1.46615086360571e-05	0.313666666666667	0.86	25000	B_to_A_in_Mutant	More Active (B->A)	Grik3	TRUE
chr9-42675000	chr9	42675000	42700000	Tbcel	intron (NM_175481, intron 4 of 20)	0.454666666666667	7.89694249992662e-08	1.46615086360571e-05	-0.502	-0.0473333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Tbcel	TRUE
chr6-43475000	chr6	43475000	43500000	9430018G01Rik	intron (NM_013861, intron 6 of 8)	-0.821	7.73392103977542e-08	1.46615086360571e-05	0.513	-0.308	25000	A_to_B_in_Mutant	More Inactive (A->B)	9430018G01Rik	TRUE
chr6-32250000	chr6	32250000	32275000	1700012A03Rik	intron (NM_175750, intron 4 of 31)	0.565	8.06892571907311e-08	1.46615086360571e-05	0.327333333333333	0.892333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	1700012A03Rik	TRUE
chr3-70400000	chr3	70400000	70425000	Gm6634	Intergenic	0.513	8.12691163282906e-08	1.46615086360571e-05	-0.666333333333333	-0.153333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6634	TRUE
chr11-52900000	chr11	52900000	52925000	Fstl4	intron (NM_177059, intron 3 of 15)	0.688333333333334	8.0933747141096e-08	1.46615086360571e-05	-0.514666666666667	0.173666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Fstl4	TRUE
chrX-143675000	chrX	143675000	143700000	Pak3	intron (NM_001195049, intron 4 of 17)	0.621	7.84773105314663e-08	1.46615086360571e-05	0.404333333333333	1.02533333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Pak3	TRUE
chr1-61050000	chr1	61050000	61075000	Icos	Intergenic	0.429666666666667	7.70448477020738e-08	1.46615086360571e-05	-0.687333333333333	-0.257666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Icos	TRUE
chr13-72800000	chr13	72800000	72825000	D730050B12Rik	intron (NR_046196, intron 2 of 3)	0.913333333333334	7.79782631543243e-08	1.46615086360571e-05	-0.456	0.457333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	D730050B12Rik	TRUE
chr8-16300000	chr8	16300000	16325000	Mir3106	intron (NM_053171, intron 10 of 69)	0.543333333333334	7.72828447334496e-08	1.46615086360571e-05	-1.00233333333333	-0.459	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3106	TRUE
chr8-121300000	chr8	121300000	121325000	Foxl1	Intergenic	0.674	8.10927814886166e-08	1.46615086360571e-05	0.571666666666667	1.24566666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Foxl1	TRUE
chr13-83100000	chr13	83100000	83125000	Mef2c	Intergenic	-0.475666666666667	7.85578854562417e-08	1.46615086360571e-05	-0.465333333333333	-0.941	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mef2c	TRUE
chr2-96400000	chr2	96400000	96425000	Lrrc4c	intron (NM_001363047, intron 1 of 8)	-0.454333333333333	8.26312796512825e-08	1.46615086360571e-05	0.112333333333333	-0.342	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lrrc4c	TRUE
chr12-100750000	chr12	100750000	100775000	Dglucy	Intergenic	-0.36	7.49788637828336e-08	1.46615086360571e-05	1.42133333333333	1.06133333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dglucy	TRUE
chr16-72900000	chr16	72900000	72925000	Robo1	intron (NM_019413, intron 3 of 28)	-0.921666666666667	8.17332103344552e-08	1.46615086360571e-05	0.336	-0.585666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Robo1	TRUE
chr2-163325000	chr2	163325000	163350000	Jph2	3' UTR (NM_021566, exon 6 of 6)	0.421333333333333	8.01722450617396e-08	1.46615086360571e-05	0.526666666666667	0.948	25000	B_to_A_in_Mutant	More Active (B->A)	Jph2	TRUE
chr6-45775000	chr6	45775000	45800000	Cntnap2	intron (NM_001004357, intron 3 of 23)	-0.578333333333334	7.98962594359102e-08	1.46615086360571e-05	-0.323333333333333	-0.901666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr1-47450000	chr1	47450000	47475000	Mir6350	Intergenic	-0.463333333333333	7.69468581863916e-08	1.46615086360571e-05	-0.274	-0.737333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir6350	TRUE
chr6-45825000	chr6	45825000	45850000	Cntnap2	intron (NM_001004357, intron 3 of 23)	-0.542	7.48710149597142e-08	1.46615086360571e-05	-0.417333333333333	-0.959333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr8-57325000	chr8	57325000	57350000	Hdnr	intron (NR_131041, intron 1 of 2)	-0.412	8.15883476802428e-08	1.46615086360571e-05	-0.389333333333333	-0.801333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hdnr	TRUE
chr1-3525000	chr1	3525000	3550000	Xkr4	intron (NM_001011874, intron 1 of 2)	0.889666666666667	7.62209884263169e-08	1.46615086360571e-05	-0.363333333333333	0.526333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Xkr4	TRUE
chr14-23675000	chr14	23675000	23700000	Kcnma1	intron (NM_001253374, intron 1 of 28)	0.913666666666667	7.49652942204514e-08	1.46615086360571e-05	-0.401333333333333	0.512333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnma1	TRUE
chr16-79550000	chr16	79550000	79575000	1700066C05Rik	Intergenic	0.744000000000001	7.54508141633651e-08	1.46615086360571e-05	-0.673666666666667	0.0703333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	1700066C05Rik	TRUE
chr6-84250000	chr6	84250000	84275000	Gm10445	Intergenic	0.512333333333333	8.03135458062609e-08	1.46615086360571e-05	0.899333333333333	1.41166666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10445	TRUE
chr2-70875000	chr2	70875000	70900000	Tlk1	Intergenic	0.614666666666667	7.67101996016171e-08	1.46615086360571e-05	-0.181	0.433666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Tlk1	TRUE
chr14-71200000	chr14	71200000	71225000	Gm4251	Intergenic	0.440666666666667	8.00008086157443e-08	1.46615086360571e-05	-0.285666666666667	0.155	25000	B_to_A_in_Mutant	More Active (B->A)	Gm4251	TRUE
chr1-74075000	chr1	74075000	74100000	Tns1	intron (NM_027884, intron 1 of 34)	0.371	7.44011445822672e-08	1.46615086360571e-05	1.09366666666667	1.46466666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Tns1	TRUE
chr8-10100000	chr8	10100000	10125000	Myo16	Intergenic	0.708	7.8962491677511e-08	1.46615086360571e-05	-0.200666666666667	0.507333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Myo16	TRUE
chr16-49300000	chr16	49300000	49325000	1700026J12Rik	Intergenic	0.898	7.6144826065187e-08	1.46615086360571e-05	-0.633	0.265	25000	B_to_A_in_Mutant	More Active (B->A)	1700026J12Rik	TRUE
chr11-4275000	chr11	4275000	4300000	Gm11958	intron (NR_166831, intron 2 of 3)	0.354	7.91250252831022e-08	1.46615086360571e-05	0.599333333333333	0.953333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11958	TRUE
chr12-100775000	chr12	100775000	100800000	Dglucy	intron (NM_001361017, intron 2 of 14)	-0.438000000000001	8.17216763346198e-08	1.46615086360571e-05	1.34666666666667	0.908666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dglucy	TRUE
chr18-4950000	chr18	4950000	4975000	Svil	Intergenic	0.692	7.45379960914964e-08	1.46615086360571e-05	-0.0786666666666667	0.613333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Svil	TRUE
chr15-53875000	chr15	53875000	53900000	Samd12	intron (NM_177225, intron 1 of 4)	-0.527	7.796999809463e-08	1.46615086360571e-05	0.768	0.241	25000	A_to_B_in_Mutant	More Inactive (A->B)	Samd12	TRUE
chr5-84175000	chr5	84175000	84200000	Epha5	intron (NM_007937, intron 3 of 15)	0.502	8.16228217289527e-08	1.46615086360571e-05	-1.27933333333333	-0.777333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Epha5	TRUE
chr7-117450000	chr7	117450000	117475000	Xylt1	intron (NM_175645, intron 1 of 11)	0.534333333333334	7.75712571922194e-08	1.46615086360571e-05	-0.826	-0.291666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Xylt1	TRUE
chr7-115225000	chr7	115225000	115250000	A730082K24Rik	Intergenic	0.48	7.94035237305743e-08	1.46615086360571e-05	-0.504333333333333	-0.0243333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	A730082K24Rik	TRUE
chr7-117525000	chr7	117525000	117550000	Xylt1	intron (NM_175645, intron 2 of 11)	0.658333333333334	7.86959904860364e-08	1.46615086360571e-05	-0.887666666666667	-0.229333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Xylt1	TRUE
chr2-57275000	chr2	57275000	57300000	Gpd2	intron (NM_001145820, intron 2 of 16)	-0.481	7.73423939344073e-08	1.46615086360571e-05	0.248	-0.233	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gpd2	TRUE
chr2-166450000	chr2	166450000	166475000	5031425F14Rik	Intergenic	0.539666666666667	8.19374729498349e-08	1.46615086360571e-05	0.590333333333333	1.13	25000	B_to_A_in_Mutant	More Active (B->A)	5031425F14Rik	TRUE
chr2-110725000	chr2	110725000	110750000	Muc15	exon (NM_172979, exon 4 of 4)	-0.770666666666667	8.25755117187291e-08	1.46615086360571e-05	-0.0573333333333333	-0.828	25000	A_to_B_in_Mutant	More Inactive (A->B)	Muc15	TRUE
chr14-23650000	chr14	23650000	23675000	Kcnma1	intron (NM_001253374, intron 1 of 28)	0.879333333333334	7.70383385948933e-08	1.46615086360571e-05	-0.435333333333333	0.444	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnma1	TRUE
chrX-88400000	chrX	88400000	88425000	Il1rapl1	Intergenic	-0.546666666666667	8.31598842597114e-08	1.46686988386312e-05	-0.441	-0.987666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chr6-137100000	chr6	137100000	137125000	Rerg	intron (NM_181988, intron 2 of 4)	0.652333333333334	8.35896630356709e-08	1.46752571563381e-05	-0.659	-0.00666666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Rerg	TRUE
chrX-119775000	chrX	119775000	119800000	Pabpc5	Intergenic	0.476666666666667	8.37423691044185e-08	1.46752571563381e-05	-1.056	-0.579333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Pabpc5	TRUE
chr2-67950000	chr2	67950000	67975000	B3galt1	intron (NM_001379326, intron 4 of 5)	0.719666666666667	8.34790274909411e-08	1.46752571563381e-05	-0.727333333333333	-0.00766666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	B3galt1	TRUE
chr1-113675000	chr1	113675000	113700000	Gm32810	Intergenic	0.497666666666667	8.37611126141269e-08	1.46752571563381e-05	-1.17733333333333	-0.679666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm32810	TRUE
chr6-32275000	chr6	32275000	32300000	Plxna4os1	intron (NM_175750, intron 4 of 31)	0.532	8.39538147285475e-08	1.46831645652255e-05	0.419	0.951	25000	B_to_A_in_Mutant	More Active (B->A)	Plxna4os1	TRUE
chr6-43400000	chr6	43400000	43425000	9430018G01Rik	intron (NM_001311111, intron 7 of 7)	-0.731	8.41601092390628e-08	1.46831645652255e-05	0.715666666666667	-0.0153333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	9430018G01Rik	TRUE
chr2-67975000	chr2	67975000	68000000	B3galt1	intron (NM_001379324, intron 5 of 6)	0.751	8.42295091374124e-08	1.46831645652255e-05	-0.612666666666667	0.138333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	B3galt1	TRUE
chr4-47325000	chr4	47325000	47350000	Tgfbr1	Intergenic	0.633666666666667	8.43906390596102e-08	1.46866525043022e-05	0.635333333333333	1.269	25000	B_to_A_in_Mutant	More Active (B->A)	Tgfbr1	TRUE
chrX-87025000	chrX	87025000	87050000	Gm41	intron (NM_001160403, intron 6 of 10)	-1.08866666666667	8.50295703192202e-08	1.47456304232339e-05	0.604	-0.484666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr4-98500000	chr4	98500000	98525000	Patj	intron (NM_001355177, intron 18 of 40)	-0.518333333333334	8.5153025597796e-08	1.47456304232339e-05	0.383	-0.135333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Patj	TRUE
chr4-128050000	chr4	128050000	128075000	Csmd2	intron (NM_001281955, intron 2 of 70)	0.364	8.51545952701864e-08	1.47456304232339e-05	0.922666666666667	1.28666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd2	TRUE
chr6-45725000	chr6	45725000	45750000	Cntnap2	intron (NM_001004357, intron 3 of 23)	-0.607	8.56274906111493e-08	1.47783392626748e-05	-0.317666666666667	-0.924666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr9-61625000	chr9	61625000	61650000	Tle3	Intergenic	0.419666666666667	8.56081546012329e-08	1.47783392626748e-05	0.399333333333333	0.819	25000	B_to_A_in_Mutant	More Active (B->A)	Tle3	TRUE
chr7-51075000	chr7	51075000	51100000	Ano5	Intergenic	0.556666666666667	8.60382948542825e-08	1.47946235242944e-05	-0.501	0.0556666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Ano5	TRUE
chr12-29775000	chr12	29775000	29800000	C630031E19Rik	intron (NM_001361657, intron 8 of 24)	-0.689333333333334	8.5891780183926e-08	1.47946235242944e-05	1.07633333333333	0.387	25000	A_to_B_in_Mutant	More Inactive (A->B)	C630031E19Rik	TRUE
chr1-47050000	chr1	47050000	47075000	Slc39a10	Intergenic	-0.437333333333333	8.61483204324204e-08	1.47946235242944e-05	-0.467	-0.904333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc39a10	TRUE
chr4-125150000	chr4	125150000	125175000	Zc3h12a	Intergenic	0.412333333333333	8.6558372842473e-08	1.4840554234084e-05	0.675666666666667	1.088	25000	B_to_A_in_Mutant	More Active (B->A)	Zc3h12a	TRUE
chr2-70200000	chr2	70200000	70225000	Myo3b	intron (NM_177376, intron 9 of 34)	0.573333333333334	8.69576054904229e-08	1.48820478515153e-05	-0.831333333333333	-0.258	25000	B_to_A_in_Mutant	More Active (B->A)	Myo3b	TRUE
chr9-16500000	chr9	16500000	16525000	Fat3	Intergenic	0.626666666666667	8.71039091192072e-08	1.48820478515153e-05	-0.775666666666667	-0.149	25000	B_to_A_in_Mutant	More Active (B->A)	Fat3	TRUE
chr7-134200000	chr7	134200000	134225000	Adam12	intron (NM_007400, intron 1 of 22)	0.710333333333334	8.72293836844491e-08	1.48820478515153e-05	0.147	0.857333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Adam12	TRUE
chr2-161800000	chr2	161800000	161825000	Ptprtos	intron (NM_021464, intron 9 of 29)	0.756	8.74553997793175e-08	1.4896188069449e-05	0.0523333333333333	0.808333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprtos	TRUE
chr14-32625000	chr14	32625000	32650000	Drgx	intron (NM_001001796, intron 5 of 6)	0.479333333333333	8.82864000003635e-08	1.49886687348089e-05	0.395333333333333	0.874666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Drgx	TRUE
chr4-125350000	chr4	125350000	125375000	Grik3	Intergenic	0.480333333333333	8.82526489712015e-08	1.49886687348089e-05	0.167333333333333	0.647666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Grik3	TRUE
chr14-105550000	chr14	105550000	105575000	9330188P03Rik	Intergenic	-0.412	8.84366547369173e-08	1.49897249106282e-05	0.523	0.111	25000	A_to_B_in_Mutant	More Inactive (A->B)	9330188P03Rik	TRUE
