gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Etnppl	invariant	ChromHMM_ActiveEnhancer	27	590848	1018752
Etnppl	invariant	K27ac_ChIP	10	112783	866839.5
Etohd2	invariant	ChromHMM_ActiveEnhancer	47	112397	1718897
Etohd2	invariant	K27ac_ChIP	43	494.5	835771.5
Etohd2	invariant	P60	3	119435	836066
Ets1	invariant	ChromHMM_ActiveEnhancer	19	79979	1463121
Ets1	invariant	K27ac_ChIP	14	1291848	1488257
Ets1	invariant	P60	1	1321873.5	1321873.5
Etv4	invariant	ChromHMM_ActiveEnhancer	8	53929	738250
Etv4	invariant	K27ac_ChIP	80	52419.5	709030.75
Etv4	invariant	P60	12	130766.5	607008.5
Etv5	DEG_down	ChromHMM_ActiveEnhancer	61	17419	1530581
Etv5	DEG_down	K27ac_ChIP	45	352	795407
Etv5	DEG_down	P60	5	347531	1717000.5
Evc	invariant	ChromHMM_ActiveEnhancer	95	53306	1207806
Evc	invariant	ENCODE	1	434160	434160
Evc	invariant	K27ac_ChIP	50	91530	811570
Evc	invariant	P60	4	434861	1073060.5
Evc2	invariant	ChromHMM_ActiveEnhancer	95	51701	1206201
Evc2	invariant	ENCODE	1	435765	435765
Evc2	invariant	K27ac_ChIP	50	93135	811570
Evc2	invariant	P60	4	436466	1073060.5
Evi5	invariant	ChromHMM_ActiveEnhancer	29	89193	657607
Evi5	invariant	K27ac_ChIP	45	6115.5	784856
Evi5	invariant	P60	1	1416354.5	1416354.5
Ewsr1	invariant	ChromHMM_ActiveEnhancer	37	29834	1061434
Ewsr1	invariant	ENCODE	1	911278	911278
Ewsr1	invariant	K27ac_ChIP	93	93.5	1192513
Ewsr1	invariant	P60	7	925400	1352402.5
Exd2	invariant	ChromHMM_ActiveEnhancer	57	71205	1286005
Exd2	invariant	K27ac_ChIP	44	295	703258.25
Exd2	invariant	P60	2	368783.5	927992.75
Exo5	invariant	ChromHMM_ActiveEnhancer	44	15217	758267
Exo5	invariant	K27ac_ChIP	54	182	1002788.25
Exo5	invariant	P60	3	45477.5	312580
Exoc1	invariant	ChromHMM_ActiveEnhancer	10	228011	1674861
Exoc1	invariant	K27ac_ChIP	15	128585	916715.5
Exoc3l	DEG_down	ChromHMM_ActiveEnhancer	50	13899	861751
Exoc3l	DEG_down	K27ac_ChIP	56	2019.5	586603.5
Exoc3l	DEG_down	P60	2	172776.5	289916
Exoc5	invariant	ChromHMM_ActiveEnhancer	67	75753	771947
Exoc5	invariant	K27ac_ChIP	37	450	935432
Exoc6b	invariant	ChromHMM_ActiveEnhancer	43	67587	934313
Exoc6b	invariant	K27ac_ChIP	53	730	1402205.5
Exoc6b	invariant	P60	5	442688.5	1644757.5
Exoc8	invariant	ChromHMM_ActiveEnhancer	85	12995	1070605
Exoc8	invariant	K27ac_ChIP	95	12514	1038802.5
Exoc8	invariant	P60	11	410954.5	1118762
Exog	invariant	ChromHMM_ActiveEnhancer	38	19043	1246207
Exog	invariant	K27ac_ChIP	37	18711.5	1294671
Exog	invariant	P60	1	1927072.5	1927072.5
Exosc10	invariant	ChromHMM_ActiveEnhancer	26	66729	1071621
Exosc10	invariant	K27ac_ChIP	50	61578	1005313.5
Exosc10	invariant	P60	4	743802.5	1302929.75
Exph5	DEG_down	ChromHMM_ActiveEnhancer	11	12030	1328330
Exph5	DEG_down	K27ac_ChIP	23	21070.5	1199486.5
Exph5	DEG_down	P60	1	28568	28568
Extl1	invariant	ChromHMM_ActiveEnhancer	15	208050	570850
Extl1	invariant	K27ac_ChIP	92	12347.5	980016
Extl1	invariant	P60	6	113545	437269.5
Extl2	invariant	ChromHMM_ActiveEnhancer	25	13838	979462
Extl2	invariant	K27ac_ChIP	18	965	938790.5
Extl2	invariant	P60	1	12114	12114
Eya1	invariant	ChromHMM_ActiveEnhancer	30	201635	1142535
Eya1	invariant	K27ac_ChIP	11	354	1124892
Eya2	invariant	ChromHMM_ActiveEnhancer	60	33068	1480968
Eya2	invariant	ENCODE	2	277451.5	1073762.5
Eya2	invariant	K27ac_ChIP	70	40043	1039888.25
Eya2	invariant	P60	5	284354.5	1725939.5
Eya3	invariant	ChromHMM_ActiveEnhancer	27	364513	1394787
Eya3	invariant	K27ac_ChIP	76	105706	766926.5
Eya3	invariant	P60	7	421666.5	1248668.5
Ezh1	invariant	ChromHMM_ActiveEnhancer	8	435463	786100
Ezh1	invariant	K27ac_ChIP	77	34085	992284
Ezh1	invariant	P60	12	37005	1049944.25
Ezr	DEG_down	ChromHMM_ActiveEnhancer	97	139784	781584
Ezr	DEG_down	K27ac_ChIP	82	19	541271.25
Ezr	DEG_down	P60	8	151901.5	1398996.25
F11r	invariant	ChromHMM_ActiveEnhancer	41	55035	902135
F11r	invariant	K27ac_ChIP	51	25581	759032.5
F11r	invariant	P60	3	767194.5	890221.5
F13a1	invariant	ChromHMM_ActiveEnhancer	52	53856	1228394
F13a1	invariant	K27ac_ChIP	27	39288	932596.5
F13a1	invariant	P60	1	319563	319563
F2	invariant	ChromHMM_ActiveEnhancer	104	112914	1141764
F2	invariant	ENCODE	1	773017.5	773017.5
F2	invariant	K27ac_ChIP	80	308.5	735420.75
F2	invariant	P60	11	315725	768955.5
F630040K05Rik	invariant	ChromHMM_ActiveEnhancer	25	14694	421306
F630040K05Rik	invariant	K27ac_ChIP	53	1609	468599.5
F630040K05Rik	invariant	P60	2	185397.5	200329
F8	invariant	ChromHMM_ActiveEnhancer	8	1051915	1554965
F8	invariant	K27ac_ChIP	33	33796	1297246.5
F8	invariant	P60	1	1862371.5	1862371.5
Fa2h	DEG_down	ChromHMM_ActiveEnhancer	77	7524	723324
Fa2h	DEG_down	K27ac_ChIP	59	304	510877.5
Fa2h	DEG_down	P60	5	331777.5	506537.5
Faah	invariant	ChromHMM_ActiveEnhancer	11	165174	1589074
Faah	invariant	K27ac_ChIP	44	449	801286.5
Faah	invariant	P60	4	123659.5	184181
Faap20	invariant	ChromHMM_ActiveEnhancer	13	7802	291502
Faap20	invariant	ENCODE	1	21757	21757
Faap20	invariant	K27ac_ChIP	80	314.5	333353.25
Faap20	invariant	P60	8	40080.5	193794.75
Fabp3	invariant	ChromHMM_ActiveEnhancer	37	1595	853195
Fabp3	invariant	ENCODE	1	1409841	1409841
Fabp3	invariant	K27ac_ChIP	67	59.5	1044854
Fabp3	invariant	P60	9	4630.5	1060793
Fabp6	DEG_down	ChromHMM_ActiveEnhancer	37	11560	949640
Fabp6	DEG_down	K27ac_ChIP	25	15842.5	1019138
Fabp6	DEG_down	P60	1	88346.5	88346.5
Fads3	invariant	ChromHMM_ActiveEnhancer	6	147031	691231
Fads3	invariant	K27ac_ChIP	52	29.5	750266.75
Fads3	invariant	P60	4	370943	703407.75
Fads6	invariant	ChromHMM_ActiveEnhancer	22	22737	814113
Fads6	invariant	ENCODE	1	80444.5	80444.5
Fads6	invariant	K27ac_ChIP	106	230	831503.25
Fads6	invariant	P60	10	50944.5	556456.5
Faf2	invariant	ChromHMM_ActiveEnhancer	35	64984	338716
Faf2	invariant	K27ac_ChIP	59	10640	322250
Faf2	invariant	P60	3	130696	303255.5
Fah	DEG_down	ChromHMM_ActiveEnhancer	34	2022	728622
Fah	DEG_down	K27ac_ChIP	26	968	825790.75
Fah	DEG_down	P60	1	876576	876576
Faim	invariant	ChromHMM_ActiveEnhancer	25	11927	447727
Faim	invariant	K27ac_ChIP	21	57.5	1475434.5
Faim	invariant	P60	1	1477509.5	1477509.5
Fam107b	DEG_down	ChromHMM_ActiveEnhancer	60	2512	398088
Fam107b	DEG_down	K27ac_ChIP	35	305	285807.5
Fam107b	DEG_down	P60	1	174415.5	174415.5
Fam110b	DEG_down	ChromHMM_ActiveEnhancer	58	2010	764310
Fam110b	DEG_down	K27ac_ChIP	24	1697	724172.75
Fam110b	DEG_down	P60	1	783968.5	783968.5
Fam114a1	DEG_down	ChromHMM_ActiveEnhancer	79	49829	1447229
Fam114a1	DEG_down	K27ac_ChIP	29	49663.5	793144
Fam120a	invariant	ChromHMM_ActiveEnhancer	35	33883	202083
Fam120a	invariant	K27ac_ChIP	28	1421.5	207931
Fam120a	invariant	P60	2	104792.5	121914.5
Fam120b	invariant	ChromHMM_ActiveEnhancer	27	52802	1691502
Fam120b	invariant	ENCODE	1	1844302	1844302
Fam120b	invariant	K27ac_ChIP	28	218.5	1353326
Fam120c	invariant	ChromHMM_ActiveEnhancer	16	77525	737750
Fam120c	invariant	K27ac_ChIP	19	174867	834619
Fam120c	invariant	P60	1	828894.5	828894.5
Fam133b	invariant	ChromHMM_ActiveEnhancer	36	76567	940317
Fam133b	invariant	K27ac_ChIP	22	459.5	1083086.5
Fam135b	DEG_up	ChromHMM_ActiveEnhancer	68	20438	935762
Fam135b	DEG_up	K27ac_ChIP	26	249	1054911.25
Fam135b	DEG_up	P60	1	932067	932067
Fam13a	DEG_down	ChromHMM_ActiveEnhancer	52	91249	347351
Fam13a	DEG_down	K27ac_ChIP	22	59985.5	432831.75
Fam13b	invariant	ChromHMM_ActiveEnhancer	96	31669	1389269
Fam13b	invariant	ENCODE	1	1346143.5	1346143.5
Fam13b	invariant	K27ac_ChIP	90	49195.5	1278860.5
Fam13b	invariant	P60	8	347240.5	1353805.5
Fam149a	invariant	ChromHMM_ActiveEnhancer	82	321409	736309
Fam149a	invariant	K27ac_ChIP	20	23772	730366.25
Fam162a	invariant	ChromHMM_ActiveEnhancer	49	85294	931894
Fam162a	invariant	K27ac_ChIP	35	241	989941
Fam162a	invariant	P60	1	1376072.5	1376072.5
Fam163a	invariant	ChromHMM_ActiveEnhancer	80	158226	1148076
Fam163a	invariant	K27ac_ChIP	33	168846	1000415
Fam163a	invariant	P60	2	987011.5	1163490
Fam171b	invariant	ChromHMM_ActiveEnhancer	13	4264	52736
Fam171b	invariant	K27ac_ChIP	14	992	913338.5
Fam174c	invariant	ChromHMM_ActiveEnhancer	54	71756	1327000
Fam174c	invariant	ENCODE	1	1244178	1244178
Fam174c	invariant	K27ac_ChIP	132	250	618859
Fam174c	invariant	P60	10	378599.5	729203.75
Fam184a	DEG_down	ChromHMM_ActiveEnhancer	32	4223	397823
Fam184a	DEG_down	K27ac_ChIP	11	503	247822
Fam185a	DEG_down	ChromHMM_ActiveEnhancer	70	9542	1011758
Fam185a	DEG_down	K27ac_ChIP	31	221072.5	722504
Fam185a	DEG_down	P60	4	704554	979509.25
Fam193a	invariant	ChromHMM_ActiveEnhancer	49	2467	819067
Fam193a	invariant	K27ac_ChIP	61	491.5	740523.5
Fam193a	invariant	P60	2	788831	1106245
Fam193b	invariant	ChromHMM_ActiveEnhancer	39	75620	790320
Fam193b	invariant	K27ac_ChIP	57	796	825250
Fam193b	invariant	P60	3	611115.5	818640
Fam204a	DEG_down	ChromHMM_ActiveEnhancer	22	8201	744449
Fam204a	DEG_down	K27ac_ChIP	9	283242.5	662877.5
Fam20b	invariant	ChromHMM_ActiveEnhancer	81	7986	1596486
Fam20b	invariant	K27ac_ChIP	41	442	1609367.5
Fam20b	invariant	P60	2	1501071.5	1677550
Fam20c	DEG_up	ChromHMM_ActiveEnhancer	22	9014	853936
Fam20c	DEG_up	K27ac_ChIP	51	1653	791257
Fam20c	DEG_up	P60	5	327098	573802.5
Fam216a	invariant	ChromHMM_ActiveEnhancer	17	73864	1400264
Fam216a	invariant	K27ac_ChIP	82	22	1091349.75
Fam216a	invariant	P60	14	69458	1184230
Fam217b	invariant	ChromHMM_ActiveEnhancer	91	85024	274624
Fam217b	invariant	K27ac_ChIP	29	86788	1283848
Fam217b	invariant	P60	1	217539.5	217539.5
Fam219b	invariant	ChromHMM_ActiveEnhancer	31	12028	574872
Fam219b	invariant	K27ac_ChIP	72	100	767253.75
Fam219b	invariant	P60	3	407227.5	985792.5
Fam227b	DEG_down	ChromHMM_ActiveEnhancer	55	265704	1387096
Fam227b	DEG_down	K27ac_ChIP	35	405	1096377.5
Fam227b	DEG_down	P60	1	1375007	1375007
Fam241a	invariant	ChromHMM_ActiveEnhancer	59	62524	1235724
Fam241a	invariant	K27ac_ChIP	30	59276.5	799882.75
Fam241a	invariant	P60	2	704685.5	981575.5
Fam241b	invariant	ChromHMM_ActiveEnhancer	93	3990	1347910
Fam241b	invariant	K27ac_ChIP	46	49695.5	864564.5
Fam241b	invariant	P60	2	173399.5	755761.75
Fam3a	invariant	ChromHMM_ActiveEnhancer	10	62572	745072
Fam3a	invariant	K27ac_ChIP	36	11	553464.25
Fam3a	invariant	P60	1	873028.5	873028.5
Fam3c	DEG_down	ChromHMM_ActiveEnhancer	70	332457	1279257
Fam3c	DEG_down	K27ac_ChIP	19	150564.5	1514061
Fam3c	DEG_down	P60	2	1136246.5	1442415.5
Fam76a	invariant	ChromHMM_ActiveEnhancer	29	80942	1678358
Fam76a	invariant	K27ac_ChIP	82	151	792580.5
Fam76a	invariant	P60	8	138095.5	1269967.25
Fam78b	DEG_down	ChromHMM_ActiveEnhancer	125	2783	640117
Fam78b	DEG_down	K27ac_ChIP	27	191.5	282893.5
Fam78b	DEG_down	P60	1	50414	50414
Fam81a	DEG_up	ChromHMM_ActiveEnhancer	17	733140	1503940
Fam81a	DEG_up	K27ac_ChIP	21	121587	821014.5
Fam81a	DEG_up	P60	2	518627.5	659787.5
Fam91a1	invariant	ChromHMM_ActiveEnhancer	88	90968	646950
Fam91a1	invariant	K27ac_ChIP	56	165	595169.25
Fam91a1	invariant	P60	1	680625	680625
Fam98a	invariant	ChromHMM_ActiveEnhancer	16	991746	1714996
Fam98a	invariant	K27ac_ChIP	10	216	1676781.75
Fam98b	invariant	ChromHMM_ActiveEnhancer	26	6261	1506461
Fam98b	invariant	K27ac_ChIP	20	105	1396505.5
Fam98b	invariant	P60	1	1295801.5	1295801.5
Fancc	invariant	ChromHMM_ActiveEnhancer	50	27822	393878
Fancc	invariant	K27ac_ChIP	20	28622.5	329798.5
Fancc	invariant	P60	1	52000.5	52000.5
Fanci	invariant	ChromHMM_ActiveEnhancer	71	77229	913129
Fanci	invariant	K27ac_ChIP	50	106482	940508
Fanci	invariant	P60	5	128121.5	881176
Fancl	DEG_down	ChromHMM_ActiveEnhancer	6	48065	729100
Fancl	DEG_down	K27ac_ChIP	2	51931	114062
Fap	invariant	ChromHMM_ActiveEnhancer	18	232175	457025
Fap	invariant	K27ac_ChIP	7	526772.5	917851.5
Far1	invariant	ChromHMM_ActiveEnhancer	60	93966	948634
Far1	invariant	K27ac_ChIP	33	26	740762
Far1	invariant	P60	1	1258788.5	1258788.5
Far2	invariant	ChromHMM_ActiveEnhancer	33	323659	1292759
Far2	invariant	K27ac_ChIP	22	164700	1021150.25
Farp1	invariant	ChromHMM_ActiveEnhancer	92	3800	657200
Farp1	invariant	K27ac_ChIP	56	18.5	1328215.75
Farp1	invariant	P60	8	607244	1382870
Farsa	invariant	ChromHMM_ActiveEnhancer	79	53811	1401211
Farsa	invariant	ENCODE	1	98016	98016
Farsa	invariant	K27ac_ChIP	91	9955	499412.5
Farsa	invariant	P60	8	70305.5	428807
Fastkd2	invariant	ChromHMM_ActiveEnhancer	90	32986	563286
Fastkd2	invariant	K27ac_ChIP	29	284720	680876.5
Fastkd2	invariant	P60	2	346118	367411.25
Fastkd3	invariant	ChromHMM_ActiveEnhancer	15	321734	961466
Fastkd3	invariant	K27ac_ChIP	22	39	1156949
Fastkd3	invariant	P60	1	948346.5	948346.5
Fat1	invariant	ChromHMM_ActiveEnhancer	70	3847	245297
Fat1	invariant	K27ac_ChIP	17	273	1039967.5
Fat3	DEG_up	ChromHMM_ActiveEnhancer	10	300085	1657585
Fat3	DEG_up	K27ac_ChIP	8	236.5	1586626
Fat4	invariant	ChromHMM_ActiveEnhancer	23	378460	1116740
Fat4	invariant	K27ac_ChIP	12	1001	1204488.25
Fbh1	invariant	ChromHMM_ActiveEnhancer	23	6018	1741882
Fbh1	invariant	K27ac_ChIP	13	384	1233891
Fbll1	invariant	ChromHMM_ActiveEnhancer	40	128884	510300
Fbll1	invariant	K27ac_ChIP	23	732	535868
Fbln2	invariant	ChromHMM_ActiveEnhancer	67	51955	509955
Fbln2	invariant	K27ac_ChIP	38	51890	466637.5
Fbln2	invariant	P60	2	163322	311162
Fbln5	invariant	ChromHMM_ActiveEnhancer	100	4155	942005
Fbln5	invariant	K27ac_ChIP	43	93906	1093994
Fbln5	invariant	P60	2	820269	877359.75
Fbn1	DEG_down	ChromHMM_ActiveEnhancer	45	198707	874093
Fbn1	DEG_down	K27ac_ChIP	25	2051	476247.5
Fbn1	DEG_down	P60	1	2019018	2019018
Fbn2	DEG_up	ChromHMM_ActiveEnhancer	41	249687	653787
Fbn2	DEG_up	K27ac_ChIP	15	220613.5	789396
Fbrsl1	invariant	ChromHMM_ActiveEnhancer	11	54702	752898
Fbrsl1	invariant	K27ac_ChIP	53	187.5	788755
Fbrsl1	invariant	P60	4	48908.5	239113.75
Fbxl15	invariant	ChromHMM_ActiveEnhancer	26	5916	690500
Fbxl15	invariant	ENCODE	1	882478	882478
Fbxl15	invariant	K27ac_ChIP	68	334.5	677246.25
Fbxl15	invariant	P60	5	6123.5	919430.5
Fbxl17	invariant	ChromHMM_ActiveEnhancer	79	4017	560783
Fbxl17	invariant	K27ac_ChIP	24	114.5	967119.75
Fbxl2	invariant	ChromHMM_ActiveEnhancer	39	224791	977809
Fbxl2	invariant	K27ac_ChIP	23	106937.5	1220002.5
Fbxl2	invariant	P60	1	1839681.5	1839681.5
Fbxl20	invariant	ChromHMM_ActiveEnhancer	14	193103	736303
Fbxl20	invariant	ENCODE	1	613898	613898
Fbxl20	invariant	K27ac_ChIP	73	631.5	616270.5
Fbxl20	invariant	P60	7	177907.5	711486.5
Fbxl21	invariant	ChromHMM_ActiveEnhancer	64	83328	1397528
Fbxl21	invariant	K27ac_ChIP	55	89305	1503392
Fbxl21	invariant	P60	3	1500865.5	1562467.5
Fbxl22	invariant	ChromHMM_ActiveEnhancer	17	142791	1349691
Fbxl22	invariant	K27ac_ChIP	37	3803.5	837503.5
Fbxl22	invariant	P60	2	61722.5	990808.25
Fbxl3	invariant	ChromHMM_ActiveEnhancer	50	13266	771450
Fbxl3	invariant	K27ac_ChIP	19	20785.5	1123112
Fbxl5	invariant	ChromHMM_ActiveEnhancer	82	227862	699438
Fbxl5	invariant	K27ac_ChIP	27	38964.5	481683.5
Fbxl5	invariant	P60	1	569482.5	569482.5
Fbxo22	invariant	ChromHMM_ActiveEnhancer	21	56725	578925
Fbxo22	invariant	K27ac_ChIP	50	66.5	1321721.75
Fbxo22	invariant	P60	3	165445	1073319.5
Fbxo3	invariant	ChromHMM_ActiveEnhancer	138	7879	1671779
Fbxo3	invariant	ENCODE	1	1653573	1653573
Fbxo3	invariant	K27ac_ChIP	71	415.5	563270
Fbxo3	invariant	P60	4	352218.5	1790074.25
Fbxo33	invariant	ChromHMM_ActiveEnhancer	2	179725	211000
Fbxo33	invariant	K27ac_ChIP	5	531	152802.5
Fbxo38	invariant	ChromHMM_ActiveEnhancer	115	340905	1208795
Fbxo38	invariant	K27ac_ChIP	43	297	1143561
Fbxo38	invariant	P60	3	689858.5	1039251.5
Fbxo42	invariant	ChromHMM_ActiveEnhancer	74	126313	1023013
Fbxo42	invariant	K27ac_ChIP	86	833.5	991269.25
Fbxo42	invariant	P60	7	510305	1047446.5
Fbxo45	invariant	ChromHMM_ActiveEnhancer	113	60858	1188258
Fbxo45	invariant	K27ac_ChIP	50	30517	1025303
Fbxo45	invariant	P60	2	88842.5	432737.5
Fbxo48	invariant	ChromHMM_ActiveEnhancer	13	70925	812425
Fbxo48	invariant	K27ac_ChIP	26	9368	814850
Fbxo48	invariant	P60	2	1801748	1861722.75
Fbxo9	invariant	ChromHMM_ActiveEnhancer	21	86235	605965
Fbxo9	invariant	K27ac_ChIP	24	424.5	453432
Fbxw2	invariant	ChromHMM_ActiveEnhancer	77	16611	973389
Fbxw2	invariant	ENCODE	1	793259	793259
Fbxw2	invariant	K27ac_ChIP	52	23596	875496.25
Fbxw2	invariant	P60	3	849187.5	1524157.5
Fbxw8	invariant	ChromHMM_ActiveEnhancer	20	36836	321764
Fbxw8	invariant	ENCODE	1	105958.5	105958.5
Fbxw8	invariant	K27ac_ChIP	31	9528.5	313913
Fbxw8	invariant	P60	5	93631.5	547427.5
Fbxw9	invariant	ChromHMM_ActiveEnhancer	77	131355	1292245
Fbxw9	invariant	ENCODE	1	301082	301082
Fbxw9	invariant	K27ac_ChIP	90	11897.5	636956.5
Fbxw9	invariant	P60	8	132760.5	631873
Fcer1g	invariant	ChromHMM_ActiveEnhancer	35	28435	786035
Fcer1g	invariant	K27ac_ChIP	48	12209	743444
Fcer1g	invariant	P60	2	970364.5	1031878
Fcf1	invariant	ChromHMM_ActiveEnhancer	86	52197	1689997
Fcf1	invariant	K27ac_ChIP	96	25907	1310681.75
Fcf1	invariant	P60	9	128068.5	1729127
Fcgr1	invariant	ChromHMM_ActiveEnhancer	37	184969	1004169
Fcgr1	invariant	K27ac_ChIP	72	15886	1042974
Fcgr1	invariant	P60	2	283723.5	649516
Fcgrt	invariant	ChromHMM_ActiveEnhancer	10	406451	1404849
Fcgrt	invariant	ENCODE	1	1443317	1443317
Fcgrt	invariant	K27ac_ChIP	108	24804	715614
Fcgrt	invariant	P60	8	61697.5	631628.25
Fcho2	invariant	ChromHMM_ActiveEnhancer	57	47549	713151
Fcho2	invariant	K27ac_ChIP	24	179	616003.25
Fchsd1	DEG_down	ChromHMM_ActiveEnhancer	154	1974	1116876
Fchsd1	DEG_down	K27ac_ChIP	72	14091	1072213.25
Fchsd1	DEG_down	P60	6	227465.5	1022083.75
Fchsd2	invariant	ChromHMM_ActiveEnhancer	43	63	1411437
Fchsd2	invariant	K27ac_ChIP	51	16277.5	971983
Fchsd2	invariant	P60	1	237353	237353
Fdx1	invariant	ChromHMM_ActiveEnhancer	9	168256	1077756
Fdx1	invariant	K27ac_ChIP	34	85354.5	1104286.75
Fdx1	invariant	P60	2	1235364.5	1301023.25
Fech	DEG_down	ChromHMM_ActiveEnhancer	95	849	535949
Fech	DEG_down	K27ac_ChIP	39	1517.5	589874.5
Fech	DEG_down	P60	3	282654.5	447196.5
Fem1a	invariant	ChromHMM_ActiveEnhancer	19	84890	143890
Fem1a	invariant	K27ac_ChIP	47	354	297456.5
Fem1a	invariant	P60	2	120251.5	181198.75
Fem1c	invariant	ChromHMM_ActiveEnhancer	109	16071	1483029
Fem1c	invariant	K27ac_ChIP	22	1014	973029.75
Fem1c	invariant	P60	1	2009784.5	2009784.5
Fer1l5	invariant	ChromHMM_ActiveEnhancer	88	50691	547409
Fer1l5	invariant	K27ac_ChIP	50	50597.5	981884.5
Fer1l5	invariant	P60	2	124113	150122.25
Fer1l6	invariant	ChromHMM_ActiveEnhancer	88	82052	723498
Fer1l6	invariant	K27ac_ChIP	56	94415	560840.25
Fer1l6	invariant	P60	1	775205	775205
Fez1	invariant	ChromHMM_ActiveEnhancer	47	136	1479364
Fez1	invariant	K27ac_ChIP	36	33.5	1428461.5
Fez1	invariant	P60	2	1483610	1683119.25
Fez2	DEG_down	ChromHMM_ActiveEnhancer	38	3652	303298
Fez2	DEG_down	K27ac_ChIP	13	317969.5	1476931.5
Fgd2	invariant	ChromHMM_ActiveEnhancer	45	224714	1134814
Fgd2	invariant	ENCODE	1	1886958	1886958
Fgd2	invariant	K27ac_ChIP	83	4647.5	1330658
Fgd2	invariant	P60	3	1713426	1764972.5
Fgd3	invariant	ChromHMM_ActiveEnhancer	30	40789	191311
Fgd3	invariant	K27ac_ChIP	27	21480.5	318342
Fgd3	invariant	P60	2	213257.5	335172
Fgd4	invariant	ChromHMM_ActiveEnhancer	38	57149	1520801
Fgd4	invariant	ENCODE	1	1538366.5	1538366.5
Fgd4	invariant	K27ac_ChIP	52	41549	1140689.25
Fgd4	invariant	P60	4	899933.5	1142148.25
Fgd5	DEG_down	ChromHMM_ActiveEnhancer	58	11322	1223378
Fgd5	DEG_down	K27ac_ChIP	34	100725	911725.5
Fgd5	DEG_down	P60	2	603101	914263
Fgf10	DEG_down	ChromHMM_ActiveEnhancer	52	728591	990150
Fgf10	DEG_down	K27ac_ChIP	11	739262.5	1066612
Fgf11	invariant	ChromHMM_ActiveEnhancer	9	95057	1163357
Fgf11	invariant	K27ac_ChIP	73	652.5	650298
Fgf11	invariant	P60	3	391405	705166
Fgf14	invariant	ChromHMM_ActiveEnhancer	8	90373	1739177
Fgf14	invariant	K27ac_ChIP	13	1649.5	1694386.5
Fgf14	invariant	P60	1	1777479.5	1777479.5
Fgf18	DEG_up	ChromHMM_ActiveEnhancer	51	187300	915900
Fgf18	DEG_up	K27ac_ChIP	29	15486.5	879541
Fgf18	DEG_up	P60	2	519639	927786
Fgf20	invariant	ChromHMM_ActiveEnhancer	64	3769	676619
Fgf20	invariant	K27ac_ChIP	15	43.5	572625.5
Fgf20	invariant	P60	1	710790	710790
Fgf5	DEG_down	ChromHMM_ActiveEnhancer	20	24684	1095484
Fgf5	DEG_down	K27ac_ChIP	23	146.5	952801.5
Fgfr1op2	invariant	ChromHMM_ActiveEnhancer	43	54997	654403
Fgfr1op2	invariant	K27ac_ChIP	27	1098	712351
Fgfr1op2	invariant	P60	1	714283	714283
Fgfr3	invariant	ChromHMM_ActiveEnhancer	50	15474	1383824
Fgfr3	invariant	K27ac_ChIP	60	61266.5	631288
Fgfr3	invariant	P60	2	1386717.5	1411903.75
Fgfr4	DEG_up	ChromHMM_ActiveEnhancer	32	168540	357350
Fgfr4	DEG_up	K27ac_ChIP	57	37703	543774.5
Fgfr4	DEG_up	P60	3	192635.5	400160
Fgfrl1	invariant	ChromHMM_ActiveEnhancer	23	13482	1430782
Fgfrl1	invariant	K27ac_ChIP	47	4177.5	1194897.5
Fgfrl1	invariant	P60	2	1707311.5	1796315.75
Fhip2a	invariant	ChromHMM_ActiveEnhancer	35	51320	374980
Fhip2a	invariant	K27ac_ChIP	31	326.5	353089
Fhip2a	invariant	P60	4	120834.5	313622.75
Fhit	DEG_down	ChromHMM_ActiveEnhancer	94	27535	690415
Fhit	DEG_down	K27ac_ChIP	14	38.5	662490.25
Fhl1	DEG_up	ChromHMM_ActiveEnhancer	12	1587	65137
Fhl1	DEG_up	K27ac_ChIP	8	121948.5	858549.75
Fhl2	invariant	ChromHMM_ActiveEnhancer	44	116684	349716
Fhl2	invariant	K27ac_ChIP	15	98430.5	505702
Fhod3	invariant	ChromHMM_ActiveEnhancer	209	68477	895523
Fhod3	invariant	ENCODE	1	903765	903765
Fhod3	invariant	K27ac_ChIP	68	806.5	875895
Fhod3	invariant	P60	2	865469.5	887883.5
Fibp	invariant	ChromHMM_ActiveEnhancer	25	38115	1379915
Fibp	invariant	ENCODE	2	840316	957180
Fibp	invariant	K27ac_ChIP	127	3518.5	875051.5
Fibp	invariant	P60	11	24893	1152579.5
Ficd	invariant	ChromHMM_ActiveEnhancer	22	127097	1187653
Ficd	invariant	ENCODE	1	165783.5	165783.5
Ficd	invariant	K27ac_ChIP	86	690.5	995948
Ficd	invariant	P60	9	65875.5	696325.5
Fig4	DEG_down	ChromHMM_ActiveEnhancer	138	9960	1218610
Fig4	DEG_down	K27ac_ChIP	58	332	952683
Fig4	DEG_down	P60	4	581210.5	865446.5
Fign	DEG_down	ChromHMM_ActiveEnhancer	25	1059062	1793662
Fign	DEG_down	K27ac_ChIP	11	428	1561799.5
Fign	DEG_down	P60	1	1573884.5	1573884.5
Fignl2	invariant	ChromHMM_ActiveEnhancer	40	99699	876999
Fignl2	invariant	K27ac_ChIP	74	89292	1337358.25
Fignl2	invariant	P60	6	154884	1153115.25
Filip1	invariant	ChromHMM_ActiveEnhancer	16	59049	713050
Filip1	invariant	K27ac_ChIP	19	54636	977631.5
