stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center
stripe_0210	chr5	145275000	145330000	145330000	146150000	3prime	control_only	0.905758819824225	NA	0	0	FALSE	medium	145302500
stripe_0211	chr6	11265000	11640000	11790000	11795000	3prime	control_only	2.47229408191341e-25	NA	0	0	FALSE	low	11452500
stripe_0212	chr6	22100000	22145000	22275000	22570000	3prime	shared	1.34753849450675e-15	9.30956156987942e-08	0	0	TRUE	medium	22122500
stripe_0213	chr6	30020000	30290000	30335000	30380000	3prime	shared	3.07395551642642e-12	2.48264592223807e-08	0	0	FALSE	low	30155000
stripe_0214	chr6	38690000	38935000	39045000	39090000	3prime	mutant_only	NA	1.71601522437051e-12	0	0	TRUE	medium	38812500
stripe_0215	chr6	48155000	48200000	48355000	48685000	3prime	mutant_only	NA	6.0033273089073e-35	0	0	TRUE	medium	48177500
stripe_0216	chr6	54685000	54730000	54800000	55065000	3prime	control_only	8.23118734623722e-06	NA	0	0	TRUE	medium	54707500
stripe_0217	chr6	55210000	55255000	55315000	55565000	3prime	mutant_only	NA	1.20688954377266e-16	0	0	TRUE	medium	55232500
stripe_0218	chr6	59605000	60080000	60080000	60120000	3prime	control_only	0.870126574013154	NA	0	0	FALSE	medium	59842500
stripe_0219	chr6	60100000	60190000	60190000	60895000	3prime	shared	0.841215398685184	0.0460948778249699	0	0	FALSE	medium	60145000
stripe_0220	chr6	68605000	68660000	68660000	70465000	3prime	control_only	0.867977425973814	NA	0	0	FALSE	medium	68632500
stripe_0221	chr6	69170000	69240000	69240000	69990000	3prime	shared	0.935595014463938	0.25665052246816	0	0	FALSE	medium	69205000
stripe_0222	chr6	70775000	71035000	71105000	71150000	3prime	shared	1.00430083504247e-31	2.65456506260355e-20	0	0	TRUE	medium	70905000
stripe_0223	chr6	91085000	91350000	91395000	91440000	3prime	control_only	6.74240744942879e-07	NA	0	0	TRUE	medium	91217500
stripe_0224	chr6	114705000	114760000	114810000	115065000	3prime	control_only	1.42977014938479e-43	NA	0	0	FALSE	medium	114732500
stripe_0225	chr6	115815000	116065000	116110000	116155000	3prime	shared	2.12954959870769e-15	2.95178233195193e-18	0	0	TRUE	medium	115940000
stripe_0226	chr6	116145000	116515000	116545000	116610000	3prime	control_only	0.128838345947752	NA	0	0	TRUE	medium	116330000
stripe_0227	chr6	136830000	137090000	137140000	137195000	3prime	control_only	1.38617828644134e-11	NA	0	0	TRUE	medium	136960000
stripe_0228	chr6	142315000	142580000	142715000	142760000	3prime	shared	2.26919867298272e-24	2.45494383267808e-18	0	0	TRUE	medium	142447500
stripe_0229	chr7	3590000	4160000	4160000	4220000	3prime	mutant_only	NA	0.615819938359279	0	0	FALSE	medium	3875000
stripe_0230	chr7	44470000	44730000	44810000	44865000	3prime	mutant_only	NA	4.58314279687389e-05	0	0	TRUE	medium	44600000
stripe_0231	chr7	45700000	45950000	45990000	46035000	3prime	control_only	2.47213904969401e-07	NA	0	0	TRUE	medium	45825000
stripe_0232	chr7	51595000	51640000	51765000	52010000	3prime	control_only	2.22000641717343e-10	NA	0	0	FALSE	low	51617500
stripe_0233	chr7	52015000	54730000	54730000	54800000	3prime	mutant_only	NA	0.59522476033636	0	1	FALSE	medium	53372500
stripe_0234	chr7	60920000	60965000	60965000	61695000	3prime	shared	0.0118524401303957	0.78622024444911	0	0	FALSE	medium	60942500
stripe_0235	chr7	63820000	64065000	64125000	64170000	3prime	mutant_only	NA	1.56868476015987e-20	0	0	TRUE	medium	63942500
stripe_0236	chr7	67770000	67815000	67910000	68390000	3prime	shared	3.98129745768142e-23	2.22399883880848e-19	0	0	TRUE	medium	67792500
stripe_0237	chr7	67935000	67970000	68080000	68355000	3prime	mutant_only	NA	1.59495959721525e-08	0	0	TRUE	medium	67952500
stripe_0238	chr7	68350000	68660000	68805000	68850000	3prime	control_only	2.59509721825915e-08	NA	0	0	TRUE	medium	68505000
stripe_0239	chr7	78900000	78945000	79050000	79415000	3prime	control_only	1.83776930972541e-13	NA	0	0	TRUE	medium	78922500
stripe_0240	chr7	81750000	82190000	82245000	82290000	3prime	control_only	3.54477571848693e-23	NA	0	0	TRUE	medium	81970000
stripe_0241	chr7	81775000	82015000	82105000	82140000	3prime	shared	1.27808797823296e-08	6.92493432518744e-12	0	0	TRUE	medium	81895000
stripe_0242	chr7	81780000	82155000	82250000	82295000	3prime	mutant_only	NA	5.40956973283502e-13	0	0	TRUE	medium	81967500
stripe_0243	chr7	83885000	84175000	84245000	84290000	3prime	shared	1.00357939590444e-22	5.37879153193762e-12	0	0	TRUE	medium	84030000
stripe_0244	chr7	97725000	97770000	97875000	98150000	3prime	shared	2.83949174959955e-14	1.97595537758349e-17	0	0	TRUE	medium	97747500
stripe_0245	chr7	98115000	98370000	98415000	98460000	3prime	control_only	2.39062441438837e-05	NA	1	0	TRUE	medium	98242500
stripe_0246	chr7	101640000	101685000	101825000	102175000	3prime	shared	5.0698745396983e-36	4.43525123149475e-31	1	1	TRUE	medium	101662500
stripe_0247	chr7	104500000	104560000	104560000	105300000	3prime	mutant_only	NA	9.67924921432586e-12	0	0	FALSE	low	104530000
stripe_0248	chr7	107150000	107750000	107750000	107810000	3prime	mutant_only	NA	0.896185143325999	0	0	FALSE	medium	107450000
stripe_0249	chr7	107225000	107280000	107350000	107605000	3prime	mutant_only	NA	3.67826411603809e-07	0	0	FALSE	low	107252500
stripe_0250	chr7	108915000	109275000	109405000	109450000	3prime	control_only	2.49144910740522e-37	NA	0	0	TRUE	medium	109095000
stripe_0251	chr7	110255000	110540000	110615000	110660000	3prime	mutant_only	NA	1.08846827244839e-06	0	0	TRUE	medium	110397500
stripe_0252	chr7	112895000	112940000	113095000	113390000	3prime	control_only	1.49192230632815e-08	NA	0	0	TRUE	medium	112917500
stripe_0253	chr7	123145000	123395000	123445000	123480000	3prime	control_only	1.52762238828346e-06	NA	0	0	FALSE	medium	123270000
stripe_0254	chr7	128240000	128530000	128665000	128720000	3prime	control_only	7.85961306431236e-27	NA	0	0	TRUE	medium	128385000
stripe_0255	chr7	139025000	139310000	139455000	139500000	3prime	control_only	1.30195656008273e-08	NA	0	0	TRUE	medium	139167500
stripe_0256	chr8	11385000	11655000	11685000	11720000	3prime	shared	5.53672178858817e-21	2.01256473967001e-13	0	0	FALSE	low	11520000
stripe_0257	chr8	20290000	20355000	20355000	21120000	3prime	mutant_only	NA	2.27991380886186e-13	0	0	FALSE	low	20322500
stripe_0258	chr8	21485000	21545000	21545000	21800000	3prime	control_only	0.176519397944066	NA	0	0	FALSE	medium	21515000
stripe_0259	chr8	36465000	36890000	37040000	37085000	3prime	control_only	5.27204353074192e-16	NA	0	0	TRUE	medium	36677500
stripe_0260	chr8	38835000	40725000	40725000	40775000	3prime	control_only	0.00245499354560563	NA	1	0	FALSE	medium	39780000
stripe_0261	chr8	42190000	42250000	42250000	44800000	3prime	mutant_only	NA	0.52688813428324	0	0	FALSE	medium	42220000
stripe_0262	chr8	42965000	44340000	44340000	44395000	3prime	mutant_only	NA	0.772770633254138	0	0	FALSE	medium	43652500
stripe_0263	chr8	51620000	53350000	53350000	53410000	3prime	mutant_only	NA	0.894063562719988	0	0	FALSE	medium	52485000
stripe_0264	chr8	62515000	62570000	62570000	62870000	3prime	control_only	0.211673372285358	NA	0	0	FALSE	medium	62542500
stripe_0265	chr8	64535000	64810000	64920000	64965000	3prime	control_only	1.22452756810094e-10	NA	0	0	TRUE	medium	64672500
stripe_0266	chr8	78225000	78260000	78420000	78715000	3prime	control_only	8.82486849776368e-07	NA	0	0	TRUE	medium	78242500
stripe_0267	chr8	101145000	103375000	103375000	103440000	3prime	control_only	0.630368947933278	NA	0	1	TRUE	medium	102260000
stripe_0268	chr8	110610000	110665000	110700000	111160000	3prime	shared	2.29013218079229e-48	4.49976506148855e-41	0	0	TRUE	medium	110637500
stripe_0269	chr8	115885000	116115000	116115000	116170000	3prime	control_only	0.620570094495455	NA	0	0	FALSE	medium	1.16e+08
stripe_0270	chr8	117195000	117260000	117260000	117525000	3prime	control_only	3.64682476540718e-15	NA	0	0	FALSE	low	117227500
stripe_0271	chr8	125930000	125975000	126070000	126440000	3prime	mutant_only	NA	9.76871933096928e-12	0	0	TRUE	medium	125952500
stripe_0272	chr9	16030000	17785000	17785000	17850000	3prime	mutant_only	NA	0.760467238977058	0	0	FALSE	medium	16907500
stripe_0273	chr9	26115000	26170000	26170000	26815000	3prime	control_only	0.704837665637379	NA	1	0	FALSE	medium	26142500
stripe_0274	chr9	39115000	39175000	39175000	40010000	3prime	mutant_only	NA	0.0510511271691586	0	0	FALSE	medium	39145000
stripe_0275	chr9	40750000	41075000	41165000	41220000	3prime	shared	5.9737027722107e-56	2.96567909103207e-53	0	0	TRUE	medium	40912500
stripe_0276	chr9	48625000	48670000	48810000	49070000	3prime	shared	2.28952713975579e-63	1.14237047835358e-52	0	0	TRUE	medium	48647500
stripe_0277	chr9	50965000	51235000	51270000	51315000	3prime	shared	4.85035236385148e-18	6.09487231315085e-15	0	0	TRUE	medium	51100000
stripe_0278	chr9	63380000	63675000	63820000	63865000	3prime	control_only	1.20021720767289e-18	NA	0	0	TRUE	medium	63527500
stripe_0279	chr9	64295000	64650000	64650000	64710000	3prime	mutant_only	NA	0.000379022886995756	1	1	FALSE	medium	64472500
stripe_0280	chr9	88215000	88260000	88350000	88615000	3prime	shared	6.51158510298373e-09	3.17067972653886e-36	0	0	TRUE	medium	88237500
stripe_0281	chr9	91110000	91155000	91295000	91645000	3prime	mutant_only	NA	2.53233680639744e-26	0	0	TRUE	medium	91132500
stripe_0282	chr9	95435000	95770000	95830000	95875000	3prime	shared	5.98555969451767e-23	2.54891031225282e-32	0	0	TRUE	medium	95602500
stripe_0283	chr9	98580000	98920000	98920000	98985000	3prime	control_only	0.000915133994586386	NA	0	0	FALSE	medium	98750000
stripe_0284	chr9	101675000	101720000	101850000	102390000	3prime	shared	2.76898602951308e-31	5.37215233616886e-26	0	0	TRUE	medium	101697500
stripe_0285	chr9	110165000	110495000	110495000	110555000	3prime	control_only	0.999486978305112	NA	0	0	TRUE	medium	110330000
stripe_0286	chr9	123860000	123875000	123930000	124170000	3prime	shared	3.66564602992461e-32	2.91450641067427e-27	0	0	FALSE	low	123867500
