chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr13	CHG	OB	2	66	88	10482	98	11958
chr13	CHG	OB	2	67	110	10489	125	11887
chr13	CHG	OB	2	68	119	10379	129	11832
chr13	CHG	OB	2	69	96	10534	109	12092
chr13	CHG	OB	2	7	87	10027	91	11413
chr13	CHG	OB	2	70	94	10514	107	12094
chr13	CHG	OB	2	71	94	10620	108	12109
chr13	CHG	OB	2	72	87	10541	100	11998
chr13	CHG	OB	2	73	93	10437	106	11897
chr13	CHG	OB	2	74	105	10476	121	11978
chr13	CHG	OB	2	75	83	10521	95	11978
chr13	CHG	OB	2	76	77	10371	89	11823
chr13	CHG	OB	2	77	83	10480	88	11969
chr13	CHG	OB	2	78	99	10520	117	12040
chr13	CHG	OB	2	79	101	10438	119	11979
chr13	CHG	OB	2	8	88	9928	104	11346
chr13	CHG	OB	2	80	82	10365	89	11807
chr13	CHG	OB	2	81	91	10537	107	11992
chr13	CHG	OB	2	82	82	10416	92	11954
chr13	CHG	OB	2	83	92	10661	109	12171
chr13	CHG	OB	2	84	90	10375	99	11816
chr13	CHG	OB	2	85	92	10425	104	11963
chr13	CHG	OB	2	86	108	10338	118	11786
chr13	CHG	OB	2	87	87	10428	99	11891
chr13	CHG	OB	2	88	80	10449	89	11864
chr13	CHG	OB	2	89	110	10392	134	11878
chr13	CHG	OB	2	9	84	9650	91	11016
chr13	CHG	OB	2	90	100	10456	115	11993
chr13	CHG	OB	2	91	87	10343	102	11828
chr13	CHG	OB	2	92	109	10342	127	11756
chr13	CHG	OB	2	93	89	10366	96	11789
chr13	CHG	OB	2	94	88	10293	97	11753
chr13	CHG	OB	2	95	117	10275	131	11745
chr13	CHG	OB	2	96	83	10239	90	11720
chr13	CHG	OB	2	97	86	10567	97	12116
chr13	CHG	OB	2	98	93	10284	103	11677
chr13	CHG	OB	2	99	94	10320	109	11762
chr13	CHG	OT	1	1	110	9104	122	10305
chr13	CHG	OT	1	10	78	10001	90	11426
chr13	CHG	OT	1	100	127	10528	153	12026
chr13	CHG	OT	1	101	118	10517	131	11989
chr13	CHG	OT	1	11	104	9926	112	11249
chr13	CHG	OT	1	12	104	10271	127	11693
chr13	CHG	OT	1	13	92	9860	113	11322
chr13	CHG	OT	1	14	101	9909	115	11283
chr13	CHG	OT	1	15	87	10091	97	11424
chr13	CHG	OT	1	16	85	9902	97	11317
chr13	CHG	OT	1	17	94	10314	105	11799
chr13	CHG	OT	1	18	92	10009	106	11414
chr13	CHG	OT	1	19	79	9782	96	11212
chr13	CHG	OT	1	2	119	8751	142	9999
chr13	CHG	OT	1	20	87	10123	97	11579
chr13	CHG	OT	1	21	91	10188	100	11567
chr13	CHG	OT	1	22	97	10262	111	11632
chr13	CHG	OT	1	23	91	10354	102	11791
chr13	CHG	OT	1	24	98	10249	113	11679
chr13	CHG	OT	1	25	87	10222	95	11653
chr13	CHG	OT	1	26	109	10205	135	11643
chr13	CHG	OT	1	27	112	10135	140	11591
chr13	CHG	OT	1	28	97	10186	110	11639
chr13	CHG	OT	1	29	116	10370	129	11777
chr13	CHG	OT	1	3	101	9096	117	10435
chr13	CHG	OT	1	30	90	10330	105	11745
chr13	CHG	OT	1	31	104	10346	116	11803
chr13	CHG	OT	1	32	95	10368	112	11828
chr13	CHG	OT	1	33	93	10432	108	11851
chr13	CHG	OT	1	34	76	10401	92	11855
chr13	CHG	OT	1	35	99	10167	108	11582
chr13	CHG	OT	1	36	113	10344	129	11818
chr13	CHG	OT	1	37	98	10311	121	11807
chr13	CHG	OT	1	38	104	10404	112	11852
chr13	CHG	OT	1	39	101	10402	113	11869
chr13	CHG	OT	1	4	98	9716	115	11066
chr13	CHG	OT	1	40	106	10456	123	12038
chr13	CHG	OT	1	41	122	10291	137	11716
chr13	CHG	OT	1	42	99	10358	108	11810
chr13	CHG	OT	1	43	90	10432	101	11907
chr13	CHG	OT	1	44	98	10371	118	11853
chr13	CHG	OT	1	45	98	10485	114	11952
chr13	CHG	OT	1	46	91	10362	97	11794
chr13	CHG	OT	1	47	92	10425	111	11850
chr13	CHG	OT	1	48	77	10622	89	12076
chr13	CHG	OT	1	49	102	10455	122	11926
chr13	CHG	OT	1	5	87	9932	91	11362
chr13	CHG	OT	1	50	103	10552	114	12092
chr13	CHG	OT	1	51	100	10325	124	11763
chr13	CHG	OT	1	52	78	10499	86	11931
chr13	CHG	OT	1	53	104	10680	114	12186
chr13	CHG	OT	1	54	101	10561	114	12088
chr13	CHG	OT	1	55	103	10312	112	11864
chr13	CHG	OT	1	56	102	10410	116	11853
chr13	CHG	OT	1	57	91	10553	104	11938
chr13	CHG	OT	1	58	86	10712	94	12247
chr13	CHG	OT	1	59	110	10437	125	11951
chr13	CHG	OT	1	6	98	9848	111	11273
chr13	CHG	OT	1	60	103	10599	117	12087
chr13	CHG	OT	1	61	86	10435	102	11995
chr13	CHG	OT	1	62	105	10574	117	12068
chr13	CHG	OT	1	63	117	10444	134	11931
chr13	CHG	OT	1	64	126	10441	143	11915
chr13	CHG	OT	1	65	110	10562	124	12055
chr13	CHG	OT	1	66	89	10476	100	11967
chr13	CHG	OT	1	67	112	10455	138	11910
chr13	CHG	OT	1	68	106	10444	120	11885
chr13	CHG	OT	1	69	102	10260	110	11750
chr13	CHG	OT	1	7	95	9462	113	10817
chr13	CHG	OT	1	70	112	10439	127	11952
chr13	CHG	OT	1	71	86	10546	101	11987
chr13	CHG	OT	1	72	106	10519	116	11992
chr13	CHG	OT	1	73	102	10288	122	11755
chr13	CHG	OT	1	74	105	10464	121	11903
chr13	CHG	OT	1	75	104	10662	120	12139
chr13	CHG	OT	1	76	120	10539	138	11970
chr13	CHG	OT	1	77	116	10367	134	11835
chr13	CHG	OT	1	78	120	10550	145	12036
chr13	CHG	OT	1	79	107	10425	125	11871
chr13	CHG	OT	1	8	91	10262	105	11695
chr13	CHG	OT	1	80	128	10302	149	11745
chr13	CHG	OT	1	81	123	10530	140	11988
chr13	CHG	OT	1	82	117	10540	141	11972
chr13	CHG	OT	1	83	106	10337	123	11817
chr13	CHG	OT	1	84	106	10333	125	11771
chr13	CHG	OT	1	85	102	10623	122	12068
chr13	CHG	OT	1	86	114	10550	129	12024
chr13	CHG	OT	1	87	114	10243	133	11743
chr13	CHG	OT	1	88	125	10517	139	11992
chr13	CHG	OT	1	89	127	10578	145	12019
chr13	CHG	OT	1	9	95	10169	107	11621
chr13	CHG	OT	1	90	118	10488	136	11933
chr13	CHG	OT	1	91	93	10678	106	12236
chr13	CHG	OT	1	92	118	10561	134	12016
chr13	CHG	OT	1	93	117	10404	139	11945
chr13	CHG	OT	1	94	98	10354	107	11770
chr13	CHG	OT	1	95	107	10295	121	11738
chr13	CHG	OT	1	96	94	10533	108	11929
chr13	CHG	OT	1	97	112	10502	129	11940
chr13	CHG	OT	1	98	104	10477	122	11964
chr13	CHG	OT	1	99	119	10333	136	11814
chr13	CHG	OT	2	1	96	10446	109	11939
chr13	CHG	OT	2	10	114	10432	130	11882
chr13	CHG	OT	2	100	160	13086	187	14937
chr13	CHG	OT	2	101	109	9005	126	10232
chr13	CHG	OT	2	11	100	10329	107	11733
chr13	CHG	OT	2	12	94	10306	113	11744
chr13	CHG	OT	2	13	100	10500	107	11982
chr13	CHG	OT	2	14	102	10457	118	11955
chr13	CHG	OT	2	15	72	10544	77	12032
chr13	CHG	OT	2	16	98	10406	109	11818
chr13	CHG	OT	2	17	101	10574	115	11980
chr13	CHG	OT	2	18	108	10587	125	12099
chr13	CHG	OT	2	19	99	10265	118	11702
chr13	CHG	OT	2	2	93	10543	108	12009
chr13	CHG	OT	2	20	102	10416	112	11870
chr13	CHG	OT	2	21	98	10409	111	11796
chr13	CHG	OT	2	22	98	10629	115	12097
chr13	CHG	OT	2	23	111	10314	122	11796
chr13	CHG	OT	2	24	78	10571	91	12038
chr13	CHG	OT	2	25	106	10192	116	11652
chr13	CHG	OT	2	26	88	10496	103	11971
chr13	CHG	OT	2	27	105	10505	130	12003
chr13	CHG	OT	2	28	86	10426	99	11906
chr13	CHG	OT	2	29	88	10569	98	11999
chr13	CHG	OT	2	3	99	10446	107	11944
chr13	CHG	OT	2	30	97	10276	105	11770
chr13	CHG	OT	2	31	113	10424	132	11858
chr13	CHG	OT	2	32	99	10396	107	11828
chr13	CHG	OT	2	33	107	10444	120	11886
chr13	CHG	OT	2	34	106	10265	120	11650
chr13	CHG	OT	2	35	106	10533	120	11989
chr13	CHG	OT	2	36	105	10354	117	11839
chr13	CHG	OT	2	37	87	10654	103	12169
chr13	CHG	OT	2	38	101	10471	108	11927
chr13	CHG	OT	2	39	83	10436	99	11974
chr13	CHG	OT	2	4	79	10550	88	11973
chr13	CHG	OT	2	40	98	10449	114	11951
chr13	CHG	OT	2	41	70	10429	76	11873
chr13	CHG	OT	2	42	101	10439	120	11919
chr13	CHG	OT	2	43	88	10557	104	12102
chr13	CHG	OT	2	44	83	10336	94	11841
chr13	CHG	OT	2	45	101	10325	115	11768
chr13	CHG	OT	2	46	94	10455	105	11974
chr13	CHG	OT	2	47	106	10385	117	11886
chr13	CHG	OT	2	48	94	10470	110	11883
chr13	CHG	OT	2	49	95	10155	108	11613
chr13	CHG	OT	2	5	88	10235	105	11668
chr13	CHG	OT	2	50	90	10518	100	11947
chr13	CHG	OT	2	51	94	10364	110	11855
chr13	CHG	OT	2	52	95	10398	113	11830
chr13	CHG	OT	2	53	105	10335	128	11785
chr13	CHG	OT	2	54	97	10350	109	11827
chr13	CHG	OT	2	55	92	10474	102	11899
chr13	CHG	OT	2	56	104	10424	124	11902
chr13	CHG	OT	2	57	104	10344	112	11763
chr13	CHG	OT	2	58	88	10569	96	12075
chr13	CHG	OT	2	59	102	10180	122	11627
chr13	CHG	OT	2	6	72	10461	85	11951
chr13	CHG	OT	2	60	95	10392	105	11895
chr13	CHG	OT	2	61	90	10390	104	11814
chr13	CHG	OT	2	62	87	10335	102	11740
chr13	CHG	OT	2	63	96	10330	106	11801
chr13	CHG	OT	2	64	107	10323	121	11773
chr13	CHG	OT	2	65	103	10491	114	11943
chr13	CHG	OT	2	66	97	10323	110	11738
chr13	CHG	OT	2	67	90	10365	98	11768
chr13	CHG	OT	2	68	108	10312	126	11792
chr13	CHG	OT	2	69	102	10232	115	11647
chr13	CHG	OT	2	7	120	10402	141	11863
chr13	CHG	OT	2	70	84	10305	92	11786
chr13	CHG	OT	2	71	109	10400	121	11816
chr13	CHG	OT	2	72	92	10228	111	11663
chr13	CHG	OT	2	73	90	10322	106	11750
chr13	CHG	OT	2	74	106	10303	124	11782
chr13	CHG	OT	2	75	110	10196	130	11563
chr13	CHG	OT	2	76	101	10214	115	11658
chr13	CHG	OT	2	77	87	10270	104	11720
chr13	CHG	OT	2	78	85	10185	94	11603
chr13	CHG	OT	2	79	79	10091	90	11547
chr13	CHG	OT	2	8	110	10362	118	11838
chr13	CHG	OT	2	80	95	10091	111	11445
chr13	CHG	OT	2	81	100	10014	114	11447
chr13	CHG	OT	2	82	96	9812	120	11176
chr13	CHG	OT	2	83	82	10246	94	11618
chr13	CHG	OT	2	84	103	10061	119	11526
chr13	CHG	OT	2	85	85	10098	98	11531
chr13	CHG	OT	2	86	89	9893	103	11228
chr13	CHG	OT	2	87	94	10174	112	11660
chr13	CHG	OT	2	88	91	10042	99	11381
chr13	CHG	OT	2	89	97	10053	116	11511
chr13	CHG	OT	2	9	103	10338	125	11768
chr13	CHG	OT	2	90	88	9933	101	11325
chr13	CHG	OT	2	91	81	10061	97	11449
chr13	CHG	OT	2	92	104	10365	122	11905
chr13	CHG	OT	2	93	87	9653	93	11025
chr13	CHG	OT	2	94	89	9737	101	11118
chr13	CHG	OT	2	95	126	10160	139	11544
chr13	CHG	OT	2	96	98	9906	116	11263
chr13	CHG	OT	2	97	82	8616	88	9854
chr13	CHG	OT	2	98	97	8685	110	9902
chr13	CHG	OT	2	99	85	9393	102	10668
chr13	CpG	OB	1	1	1519	400	1725	462
chr13	CpG	OB	1	10	1550	438	1762	503
chr13	CpG	OB	1	100	1117	238	1287	271
chr13	CpG	OB	1	101	1215	309	1361	362
chr13	CpG	OB	1	11	1580	381	1824	427
chr13	CpG	OB	1	12	1479	397	1705	450
chr13	CpG	OB	1	13	1598	396	1842	471
chr13	CpG	OB	1	14	1513	393	1732	448
chr13	CpG	OB	1	15	1567	383	1785	436
chr13	CpG	OB	1	16	1528	394	1729	450
chr13	CpG	OB	1	17	1602	425	1818	499
chr13	CpG	OB	1	18	1598	393	1832	443
chr13	CpG	OB	1	19	1548	386	1788	433
chr13	CpG	OB	1	2	1601	418	1834	483
chr13	CpG	OB	1	20	1545	338	1782	394
chr13	CpG	OB	1	21	1585	391	1806	448
chr13	CpG	OB	1	22	1590	385	1800	434
chr13	CpG	OB	1	23	1497	433	1718	483
chr13	CpG	OB	1	24	1582	389	1807	450
chr13	CpG	OB	1	25	1583	389	1799	453
chr13	CpG	OB	1	26	1558	392	1791	467
chr13	CpG	OB	1	27	1614	402	1813	473
chr13	CpG	OB	1	28	1508	379	1723	439
chr13	CpG	OB	1	29	1539	396	1783	446
chr13	CpG	OB	1	3	1501	387	1714	425
chr13	CpG	OB	1	30	1548	381	1765	438
chr13	CpG	OB	1	31	1491	375	1708	431
chr13	CpG	OB	1	32	1531	352	1770	422
chr13	CpG	OB	1	33	1555	389	1766	440
chr13	CpG	OB	1	34	1474	356	1687	415
chr13	CpG	OB	1	35	1569	397	1753	449
chr13	CpG	OB	1	36	1540	400	1722	449
chr13	CpG	OB	1	37	1573	397	1792	447
chr13	CpG	OB	1	38	1582	381	1816	434
chr13	CpG	OB	1	39	1603	381	1817	435
chr13	CpG	OB	1	4	1527	381	1744	426
chr13	CpG	OB	1	40	1590	409	1829	482
chr13	CpG	OB	1	41	1566	382	1784	440
chr13	CpG	OB	1	42	1524	374	1738	435
chr13	CpG	OB	1	43	1509	421	1705	481
chr13	CpG	OB	1	44	1538	385	1766	447
chr13	CpG	OB	1	45	1532	381	1762	430
chr13	CpG	OB	1	46	1534	367	1762	418
chr13	CpG	OB	1	47	1483	388	1697	442
chr13	CpG	OB	1	48	1593	372	1849	423
chr13	CpG	OB	1	49	1511	389	1728	438
chr13	CpG	OB	1	5	1542	390	1735	449
chr13	CpG	OB	1	50	1617	397	1839	465
chr13	CpG	OB	1	51	1563	346	1797	402
chr13	CpG	OB	1	52	1475	377	1680	450
chr13	CpG	OB	1	53	1506	373	1728	442
chr13	CpG	OB	1	54	1511	351	1731	401
chr13	CpG	OB	1	55	1482	370	1671	436
chr13	CpG	OB	1	56	1565	411	1762	474
chr13	CpG	OB	1	57	1487	373	1692	431
chr13	CpG	OB	1	58	1610	396	1838	469
chr13	CpG	OB	1	59	1527	370	1720	410
chr13	CpG	OB	1	6	1559	405	1775	456
chr13	CpG	OB	1	60	1563	371	1787	430
chr13	CpG	OB	1	61	1556	366	1782	429
chr13	CpG	OB	1	62	1599	384	1841	443
chr13	CpG	OB	1	63	1527	355	1726	407
chr13	CpG	OB	1	64	1513	414	1730	481
chr13	CpG	OB	1	65	1465	391	1646	452
chr13	CpG	OB	1	66	1507	364	1746	412
chr13	CpG	OB	1	67	1633	386	1886	445
chr13	CpG	OB	1	68	1563	335	1781	387
chr13	CpG	OB	1	69	1585	389	1810	440
chr13	CpG	OB	1	7	1570	398	1802	457
chr13	CpG	OB	1	70	1551	399	1778	454
chr13	CpG	OB	1	71	1555	406	1766	479
chr13	CpG	OB	1	72	1538	359	1733	408
chr13	CpG	OB	1	73	1485	383	1680	447
chr13	CpG	OB	1	74	1551	382	1793	437
chr13	CpG	OB	1	75	1452	339	1647	387
chr13	CpG	OB	1	76	1587	406	1801	462
chr13	CpG	OB	1	77	1528	358	1755	406
chr13	CpG	OB	1	78	1577	403	1813	467
chr13	CpG	OB	1	79	1535	346	1784	413
chr13	CpG	OB	1	8	1537	430	1756	494
chr13	CpG	OB	1	80	1556	379	1781	447
chr13	CpG	OB	1	81	1570	357	1782	426
chr13	CpG	OB	1	82	1506	388	1702	447
chr13	CpG	OB	1	83	1493	361	1684	416
chr13	CpG	OB	1	84	1493	398	1707	444
chr13	CpG	OB	1	85	1486	410	1664	472
chr13	CpG	OB	1	86	1556	397	1781	456
chr13	CpG	OB	1	87	1480	372	1673	437
chr13	CpG	OB	1	88	1477	377	1680	430
chr13	CpG	OB	1	89	1510	363	1732	405
chr13	CpG	OB	1	9	1585	320	1813	354
chr13	CpG	OB	1	90	1570	380	1789	432
chr13	CpG	OB	1	91	1527	368	1718	422
chr13	CpG	OB	1	92	1543	395	1744	468
chr13	CpG	OB	1	93	1551	364	1751	406
chr13	CpG	OB	1	94	1567	354	1782	402
chr13	CpG	OB	1	95	1424	338	1626	382
chr13	CpG	OB	1	96	1646	423	1877	483
chr13	CpG	OB	1	97	1385	349	1585	390
chr13	CpG	OB	1	98	1497	342	1693	381
chr13	CpG	OB	1	99	1306	309	1495	368
chr13	CpG	OB	2	1	412	3736	463	4254
chr13	CpG	OB	2	10	1528	396	1712	452
chr13	CpG	OB	2	100	1515	439	1743	507
chr13	CpG	OB	2	101	1565	380	1789	429
chr13	CpG	OB	2	11	1487	386	1731	436
chr13	CpG	OB	2	12	1392	350	1588	396
chr13	CpG	OB	2	13	1512	409	1696	458
chr13	CpG	OB	2	14	1546	371	1757	421
chr13	CpG	OB	2	15	1473	353	1684	417
chr13	CpG	OB	2	16	1531	371	1728	427
chr13	CpG	OB	2	17	1580	403	1795	469
chr13	CpG	OB	2	18	1531	411	1729	474
chr13	CpG	OB	2	19	1570	368	1807	418
chr13	CpG	OB	2	2	821	1027	933	1170
chr13	CpG	OB	2	20	1412	386	1609	432
chr13	CpG	OB	2	21	1458	397	1653	464
chr13	CpG	OB	2	22	1491	409	1713	456
chr13	CpG	OB	2	23	1491	370	1693	429
chr13	CpG	OB	2	24	1477	411	1696	464
chr13	CpG	OB	2	25	1475	371	1656	433
chr13	CpG	OB	2	26	1464	407	1651	458
chr13	CpG	OB	2	27	1573	359	1818	409
chr13	CpG	OB	2	28	1472	383	1664	432
chr13	CpG	OB	2	29	1561	387	1761	443
chr13	CpG	OB	2	3	951	376	1071	422
chr13	CpG	OB	2	30	1485	377	1701	425
chr13	CpG	OB	2	31	1498	413	1705	457
chr13	CpG	OB	2	32	1479	394	1694	454
chr13	CpG	OB	2	33	1514	354	1717	403
chr13	CpG	OB	2	34	1487	372	1703	427
chr13	CpG	OB	2	35	1509	388	1723	439
chr13	CpG	OB	2	36	1528	402	1761	458
chr13	CpG	OB	2	37	1587	388	1815	446
chr13	CpG	OB	2	38	1532	414	1763	470
chr13	CpG	OB	2	39	1489	398	1696	465
chr13	CpG	OB	2	4	1205	309	1369	351
chr13	CpG	OB	2	40	1515	394	1752	450
chr13	CpG	OB	2	41	1554	374	1809	435
chr13	CpG	OB	2	42	1498	350	1720	412
chr13	CpG	OB	2	43	1513	394	1714	447
chr13	CpG	OB	2	44	1524	387	1734	441
chr13	CpG	OB	2	45	1503	417	1703	466
chr13	CpG	OB	2	46	1522	391	1742	453
chr13	CpG	OB	2	47	1538	394	1740	449
chr13	CpG	OB	2	48	1549	388	1787	453
chr13	CpG	OB	2	49	1514	385	1723	452
chr13	CpG	OB	2	5	1405	382	1616	446
chr13	CpG	OB	2	50	1546	421	1745	475
chr13	CpG	OB	2	51	1538	362	1731	405
chr13	CpG	OB	2	52	1506	393	1719	442
chr13	CpG	OB	2	53	1553	370	1765	417
chr13	CpG	OB	2	54	1579	372	1806	417
chr13	CpG	OB	2	55	1583	359	1808	418
chr13	CpG	OB	2	56	1534	409	1761	487
chr13	CpG	OB	2	57	1620	354	1843	398
chr13	CpG	OB	2	58	1617	370	1865	435
chr13	CpG	OB	2	59	1542	389	1749	442
chr13	CpG	OB	2	6	1322	357	1508	416
chr13	CpG	OB	2	60	1598	378	1810	444
chr13	CpG	OB	2	61	1518	382	1733	437
chr13	CpG	OB	2	62	1557	400	1784	457
chr13	CpG	OB	2	63	1513	384	1718	432
chr13	CpG	OB	2	64	1519	393	1743	456
chr13	CpG	OB	2	65	1546	397	1772	450
chr13	CpG	OB	2	66	1571	415	1829	488
chr13	CpG	OB	2	67	1575	410	1808	467
chr13	CpG	OB	2	68	1555	404	1799	465
chr13	CpG	OB	2	69	1572	392	1771	458
chr13	CpG	OB	2	7	1570	412	1787	463
chr13	CpG	OB	2	70	1582	420	1802	488
chr13	CpG	OB	2	71	1590	405	1805	453
chr13	CpG	OB	2	72	1548	388	1768	441
chr13	CpG	OB	2	73	1558	381	1783	429
chr13	CpG	OB	2	74	1619	375	1847	447
chr13	CpG	OB	2	75	1575	378	1802	426
chr13	CpG	OB	2	76	1536	380	1722	437
chr13	CpG	OB	2	77	1564	408	1782	457
chr13	CpG	OB	2	78	1600	366	1810	411
chr13	CpG	OB	2	79	1576	410	1784	470
chr13	CpG	OB	2	8	1352	371	1542	432
chr13	CpG	OB	2	80	1493	422	1712	480
chr13	CpG	OB	2	81	1525	371	1738	421
chr13	CpG	OB	2	82	1519	379	1742	435
chr13	CpG	OB	2	83	1494	384	1712	444
chr13	CpG	OB	2	84	1500	381	1713	441
chr13	CpG	OB	2	85	1495	396	1684	464
chr13	CpG	OB	2	86	1505	397	1700	462
chr13	CpG	OB	2	87	1592	406	1826	462
chr13	CpG	OB	2	88	1544	340	1769	390
chr13	CpG	OB	2	89	1561	358	1784	409
chr13	CpG	OB	2	9	1633	412	1871	488
chr13	CpG	OB	2	90	1549	410	1755	460
chr13	CpG	OB	2	91	1522	378	1741	420
chr13	CpG	OB	2	92	1444	390	1641	451
chr13	CpG	OB	2	93	1537	344	1754	391
chr13	CpG	OB	2	94	1475	389	1683	458
chr13	CpG	OB	2	95	1551	407	1775	453
chr13	CpG	OB	2	96	1536	372	1749	434
chr13	CpG	OB	2	97	1559	387	1767	439
chr13	CpG	OB	2	98	1547	380	1775	439
chr13	CpG	OB	2	99	1474	382	1686	438
chr13	CpG	OT	1	1	1313	302	1477	346
chr13	CpG	OT	1	10	1519	376	1716	432
chr13	CpG	OT	1	100	1522	396	1739	451
chr13	CpG	OT	1	101	1585	387	1803	453
chr13	CpG	OT	1	11	1517	394	1719	462
chr13	CpG	OT	1	12	1509	395	1693	440
chr13	CpG	OT	1	13	1495	363	1702	424
chr13	CpG	OT	1	14	1531	381	1745	436
chr13	CpG	OT	1	15	1507	354	1720	399
chr13	CpG	OT	1	16	1484	341	1684	403
chr13	CpG	OT	1	17	1516	377	1749	436
chr13	CpG	OT	1	18	1594	412	1813	484
chr13	CpG	OT	1	19	1477	403	1678	457
chr13	CpG	OT	1	2	1116	233	1273	262
chr13	CpG	OT	1	20	1537	374	1756	429
chr13	CpG	OT	1	21	1508	319	1721	369
chr13	CpG	OT	1	22	1508	357	1716	406
chr13	CpG	OT	1	23	1482	373	1689	428
chr13	CpG	OT	1	24	1527	384	1738	436
chr13	CpG	OT	1	25	1518	355	1719	408
chr13	CpG	OT	1	26	1475	374	1671	441
chr13	CpG	OT	1	27	1535	369	1765	422
chr13	CpG	OT	1	28	1535	388	1768	439
chr13	CpG	OT	1	29	1572	403	1805	444
chr13	CpG	OT	1	3	1282	291	1485	336
chr13	CpG	OT	1	30	1550	390	1732	453
chr13	CpG	OT	1	31	1520	347	1750	401
chr13	CpG	OT	1	32	1571	378	1815	444
chr13	CpG	OT	1	33	1501	383	1718	438
chr13	CpG	OT	1	34	1483	382	1702	442
chr13	CpG	OT	1	35	1516	396	1736	443
chr13	CpG	OT	1	36	1520	375	1767	420
chr13	CpG	OT	1	37	1577	361	1822	415
chr13	CpG	OT	1	38	1527	383	1733	440
chr13	CpG	OT	1	39	1488	368	1679	426
chr13	CpG	OT	1	4	1499	368	1704	432
chr13	CpG	OT	1	40	1542	404	1780	461
chr13	CpG	OT	1	41	1536	345	1754	380
chr13	CpG	OT	1	42	1541	381	1762	441
chr13	CpG	OT	1	43	1455	372	1653	421
chr13	CpG	OT	1	44	1546	415	1771	487
chr13	CpG	OT	1	45	1562	379	1780	436
chr13	CpG	OT	1	46	1541	407	1771	471
chr13	CpG	OT	1	47	1492	385	1699	428
chr13	CpG	OT	1	48	1564	405	1753	453
chr13	CpG	OT	1	49	1495	389	1706	442
chr13	CpG	OT	1	5	1377	374	1544	432
chr13	CpG	OT	1	50	1558	382	1745	429
chr13	CpG	OT	1	51	1498	404	1706	463
chr13	CpG	OT	1	52	1584	376	1793	416
chr13	CpG	OT	1	53	1605	407	1826	466
chr13	CpG	OT	1	54	1577	418	1799	479
chr13	CpG	OT	1	55	1528	342	1752	386
chr13	CpG	OT	1	56	1507	417	1732	481
chr13	CpG	OT	1	57	1554	384	1744	442
chr13	CpG	OT	1	58	1524	366	1695	414
chr13	CpG	OT	1	59	1603	407	1813	474
chr13	CpG	OT	1	6	1608	431	1849	480
chr13	CpG	OT	1	60	1586	387	1810	437
chr13	CpG	OT	1	61	1540	413	1756	477
chr13	CpG	OT	1	62	1583	402	1805	459
chr13	CpG	OT	1	63	1603	349	1818	399
chr13	CpG	OT	1	64	1527	381	1735	433
chr13	CpG	OT	1	65	1598	412	1822	459
chr13	CpG	OT	1	66	1584	397	1798	456
chr13	CpG	OT	1	67	1552	349	1785	394
chr13	CpG	OT	1	68	1572	378	1776	453
chr13	CpG	OT	1	69	1518	391	1720	451
chr13	CpG	OT	1	7	1335	323	1502	370
chr13	CpG	OT	1	70	1619	377	1846	442
chr13	CpG	OT	1	71	1587	388	1794	443
chr13	CpG	OT	1	72	1607	391	1826	443
chr13	CpG	OT	1	73	1601	351	1829	399
chr13	CpG	OT	1	74	1491	405	1697	459
chr13	CpG	OT	1	75	1574	418	1797	462
chr13	CpG	OT	1	76	1532	447	1765	501
chr13	CpG	OT	1	77	1500	426	1726	502
chr13	CpG	OT	1	78	1542	399	1792	452
chr13	CpG	OT	1	79	1494	398	1698	449
chr13	CpG	OT	1	8	1583	387	1815	437
chr13	CpG	OT	1	80	1520	362	1702	408
chr13	CpG	OT	1	81	1494	404	1678	458
chr13	CpG	OT	1	82	1595	412	1866	476
chr13	CpG	OT	1	83	1589	394	1790	445
chr13	CpG	OT	1	84	1573	410	1809	465
chr13	CpG	OT	1	85	1561	385	1773	437
chr13	CpG	OT	1	86	1573	408	1812	475
chr13	CpG	OT	1	87	1535	395	1751	459
chr13	CpG	OT	1	88	1533	388	1755	455
chr13	CpG	OT	1	89	1595	373	1799	422
chr13	CpG	OT	1	9	1548	402	1772	460
chr13	CpG	OT	1	90	1541	400	1747	457
chr13	CpG	OT	1	91	1524	444	1739	511
chr13	CpG	OT	1	92	1611	384	1845	430
chr13	CpG	OT	1	93	1530	394	1738	450
chr13	CpG	OT	1	94	1592	413	1805	476
chr13	CpG	OT	1	95	1557	346	1768	393
chr13	CpG	OT	1	96	1501	372	1724	428
chr13	CpG	OT	1	97	1579	391	1788	444
chr13	CpG	OT	1	98	1570	362	1804	405
chr13	CpG	OT	1	99	1580	374	1806	434
chr13	CpG	OT	2	1	1546	398	1774	450
chr13	CpG	OT	2	10	1588	407	1834	452
chr13	CpG	OT	2	100	720	955	829	1078
chr13	CpG	OT	2	101	445	3648	510	4196
chr13	CpG	OT	2	11	1549	439	1773	513
chr13	CpG	OT	2	12	1571	384	1804	431
chr13	CpG	OT	2	13	1547	385	1779	454
chr13	CpG	OT	2	14	1556	425	1799	495
chr13	CpG	OT	2	15	1517	387	1748	452
chr13	CpG	OT	2	16	1518	384	1721	435
chr13	CpG	OT	2	17	1564	388	1752	443
chr13	CpG	OT	2	18	1543	397	1769	451
chr13	CpG	OT	2	19	1563	428	1818	498
chr13	CpG	OT	2	2	1526	389	1758	443
chr13	CpG	OT	2	20	1500	383	1690	440
chr13	CpG	OT	2	21	1516	388	1721	447
