chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr16	CHG	OB	2	29	55	9373	67	11068
chr16	CHG	OB	2	3	58	8788	68	10350
chr16	CHG	OB	2	30	63	9352	80	10989
chr16	CHG	OB	2	31	73	9306	79	11041
chr16	CHG	OB	2	32	55	9236	66	10903
chr16	CHG	OB	2	33	56	9449	61	11117
chr16	CHG	OB	2	34	58	9256	66	10871
chr16	CHG	OB	2	35	56	9244	66	10874
chr16	CHG	OB	2	36	59	9523	71	11161
chr16	CHG	OB	2	37	66	9315	76	10934
chr16	CHG	OB	2	38	65	9506	76	11221
chr16	CHG	OB	2	39	56	9288	65	10915
chr16	CHG	OB	2	4	68	7734	75	9138
chr16	CHG	OB	2	40	64	9262	79	10839
chr16	CHG	OB	2	41	62	9472	77	11134
chr16	CHG	OB	2	42	65	9391	76	11082
chr16	CHG	OB	2	43	58	9350	69	10998
chr16	CHG	OB	2	44	54	9240	64	10862
chr16	CHG	OB	2	45	51	9408	60	11052
chr16	CHG	OB	2	46	57	9491	64	11174
chr16	CHG	OB	2	47	48	9320	57	11003
chr16	CHG	OB	2	48	69	9639	82	11338
chr16	CHG	OB	2	49	76	9385	85	11024
chr16	CHG	OB	2	5	64	8733	72	10212
chr16	CHG	OB	2	50	67	9447	79	11129
chr16	CHG	OB	2	51	62	9544	73	11205
chr16	CHG	OB	2	52	74	9470	86	11138
chr16	CHG	OB	2	53	60	9485	71	11129
chr16	CHG	OB	2	54	63	9485	66	11202
chr16	CHG	OB	2	55	59	9610	67	11374
chr16	CHG	OB	2	56	47	9473	52	11169
chr16	CHG	OB	2	57	62	9423	68	11086
chr16	CHG	OB	2	58	71	9394	83	11033
chr16	CHG	OB	2	59	61	9328	72	10936
chr16	CHG	OB	2	6	57	8894	65	10440
chr16	CHG	OB	2	60	66	9585	75	11343
chr16	CHG	OB	2	61	53	9128	63	10646
chr16	CHG	OB	2	62	69	9579	85	11281
chr16	CHG	OB	2	63	73	9521	88	11247
chr16	CHG	OB	2	64	56	9503	65	11156
chr16	CHG	OB	2	65	78	9451	89	11154
chr16	CHG	OB	2	66	69	9277	78	10845
chr16	CHG	OB	2	67	57	9320	65	11043
chr16	CHG	OB	2	68	65	9564	72	11289
chr16	CHG	OB	2	69	65	9476	72	11153
chr16	CHG	OB	2	7	77	9113	95	10721
chr16	CHG	OB	2	70	73	9485	91	11111
chr16	CHG	OB	2	71	51	9537	63	11272
chr16	CHG	OB	2	72	72	9538	88	11172
chr16	CHG	OB	2	73	46	9482	51	11232
chr16	CHG	OB	2	74	63	9469	69	11152
chr16	CHG	OB	2	75	96	9443	110	11114
chr16	CHG	OB	2	76	67	9431	79	11098
chr16	CHG	OB	2	77	74	9264	85	10978
chr16	CHG	OB	2	78	57	9511	66	11152
chr16	CHG	OB	2	79	70	9632	83	11337
chr16	CHG	OB	2	8	55	8879	66	10472
chr16	CHG	OB	2	80	69	9598	78	11353
chr16	CHG	OB	2	81	75	9495	92	11117
chr16	CHG	OB	2	82	63	9443	73	11124
chr16	CHG	OB	2	83	66	9452	79	11066
chr16	CHG	OB	2	84	63	9463	74	11193
chr16	CHG	OB	2	85	78	9457	95	11104
chr16	CHG	OB	2	86	64	9306	74	10932
chr16	CHG	OB	2	87	58	9295	71	10952
chr16	CHG	OB	2	88	56	9483	69	11136
chr16	CHG	OB	2	89	83	9376	99	10988
chr16	CHG	OB	2	9	62	8935	73	10483
chr16	CHG	OB	2	90	65	9383	77	10996
chr16	CHG	OB	2	91	74	9490	86	11267
chr16	CHG	OB	2	92	57	9344	73	11091
chr16	CHG	OB	2	93	73	9427	84	11001
chr16	CHG	OB	2	94	68	9263	81	10952
chr16	CHG	OB	2	95	68	9316	82	10910
chr16	CHG	OB	2	96	63	9183	78	10875
chr16	CHG	OB	2	97	74	9348	92	11047
chr16	CHG	OB	2	98	62	9231	75	10904
chr16	CHG	OB	2	99	65	9276	85	10934
chr16	CHG	OT	1	1	53	7678	67	9027
chr16	CHG	OT	1	10	76	8997	88	10583
chr16	CHG	OT	1	100	68	9307	83	10997
chr16	CHG	OT	1	101	90	9333	107	10995
chr16	CHG	OT	1	102	84	9269	100	10978
chr16	CHG	OT	1	103	69	9253	87	10994
chr16	CHG	OT	1	104	84	9266	106	10874
chr16	CHG	OT	1	105	87	9202	107	10921
chr16	CHG	OT	1	106	68	9387	80	11033
chr16	CHG	OT	1	107	73	9111	94	10799
chr16	CHG	OT	1	108	79	9249	87	10944
chr16	CHG	OT	1	109	88	9033	107	10714
chr16	CHG	OT	1	11	86	8882	101	10426
chr16	CHG	OT	1	110	79	9158	96	10875
chr16	CHG	OT	1	111	78	9193	92	10860
chr16	CHG	OT	1	112	83	9198	91	10913
chr16	CHG	OT	1	113	89	9014	108	10669
chr16	CHG	OT	1	114	61	9115	73	10844
chr16	CHG	OT	1	115	75	9053	86	10685
chr16	CHG	OT	1	116	86	9123	105	10818
chr16	CHG	OT	1	117	70	9187	91	10847
chr16	CHG	OT	1	118	85	8893	96	10517
chr16	CHG	OT	1	119	79	9160	97	10886
chr16	CHG	OT	1	12	73	9119	79	10747
chr16	CHG	OT	1	120	93	8965	123	10609
chr16	CHG	OT	1	121	87	8677	103	10284
chr16	CHG	OT	1	122	79	9017	99	10562
chr16	CHG	OT	1	123	75	8936	93	10581
chr16	CHG	OT	1	124	66	8863	72	10469
chr16	CHG	OT	1	125	99	8901	128	10619
chr16	CHG	OT	1	126	72	8945	87	10624
chr16	CHG	OT	1	127	85	8793	101	10498
chr16	CHG	OT	1	128	93	8647	117	10263
chr16	CHG	OT	1	129	85	8783	104	10432
chr16	CHG	OT	1	13	79	8897	88	10466
chr16	CHG	OT	1	130	78	8702	96	10322
chr16	CHG	OT	1	131	89	8762	105	10430
chr16	CHG	OT	1	132	87	8831	105	10523
chr16	CHG	OT	1	133	77	8674	97	10273
chr16	CHG	OT	1	134	86	8491	107	10066
chr16	CHG	OT	1	135	77	8459	89	10106
chr16	CHG	OT	1	136	79	8518	96	10131
chr16	CHG	OT	1	137	91	8457	101	10019
chr16	CHG	OT	1	138	96	8543	119	10121
chr16	CHG	OT	1	139	86	8419	106	9996
chr16	CHG	OT	1	14	84	9113	96	10742
chr16	CHG	OT	1	140	91	8488	110	10153
chr16	CHG	OT	1	141	95	8300	120	9867
chr16	CHG	OT	1	142	85	8313	112	9895
chr16	CHG	OT	1	143	86	8374	107	9998
chr16	CHG	OT	1	144	77	8351	105	9993
chr16	CHG	OT	1	145	108	8373	137	9965
chr16	CHG	OT	1	146	83	8408	100	10085
chr16	CHG	OT	1	147	82	8247	99	9799
chr16	CHG	OT	1	148	74	8086	99	9628
chr16	CHG	OT	1	149	80	8131	108	9718
chr16	CHG	OT	1	15	76	8986	92	10528
chr16	CHG	OT	1	150	108	7940	144	9450
chr16	CHG	OT	1	151	91	7896	111	9387
chr16	CHG	OT	1	16	82	9189	98	10776
chr16	CHG	OT	1	17	83	9073	106	10669
chr16	CHG	OT	1	18	63	9166	71	10767
chr16	CHG	OT	1	19	66	9045	82	10673
chr16	CHG	OT	1	2	120	7929	140	9329
chr16	CHG	OT	1	20	81	9093	93	10733
chr16	CHG	OT	1	21	75	9241	82	10935
chr16	CHG	OT	1	22	81	9221	92	10800
chr16	CHG	OT	1	23	62	9352	70	11003
chr16	CHG	OT	1	24	69	9180	79	10726
chr16	CHG	OT	1	25	72	9233	87	10864
chr16	CHG	OT	1	26	89	9365	117	10923
chr16	CHG	OT	1	27	62	9282	69	10961
chr16	CHG	OT	1	28	75	9170	90	10844
chr16	CHG	OT	1	29	79	9202	92	10812
chr16	CHG	OT	1	3	85	8879	96	10412
chr16	CHG	OT	1	30	47	9463	53	11187
chr16	CHG	OT	1	31	72	9177	91	10748
chr16	CHG	OT	1	32	74	9340	86	11093
chr16	CHG	OT	1	33	72	9389	82	11089
chr16	CHG	OT	1	34	71	9299	74	10944
chr16	CHG	OT	1	35	63	9489	70	11171
chr16	CHG	OT	1	36	64	9346	79	10945
chr16	CHG	OT	1	37	79	9216	93	10822
chr16	CHG	OT	1	38	56	9232	67	10962
chr16	CHG	OT	1	39	69	9448	77	11164
chr16	CHG	OT	1	4	77	8792	84	10340
chr16	CHG	OT	1	40	60	9307	68	10919
chr16	CHG	OT	1	41	76	9493	95	11216
chr16	CHG	OT	1	42	64	9412	77	11106
chr16	CHG	OT	1	43	48	9313	54	11019
chr16	CHG	OT	1	44	68	9464	82	11185
chr16	CHG	OT	1	45	71	9245	80	10866
chr16	CHG	OT	1	46	81	9437	96	11120
chr16	CHG	OT	1	47	79	9398	90	11102
chr16	CHG	OT	1	48	68	9395	85	11083
chr16	CHG	OT	1	49	54	9589	64	11375
chr16	CHG	OT	1	5	78	8865	95	10431
chr16	CHG	OT	1	50	67	9568	85	11208
chr16	CHG	OT	1	51	78	9578	94	11263
chr16	CHG	OT	1	52	79	9473	94	11216
chr16	CHG	OT	1	53	85	9368	100	11033
chr16	CHG	OT	1	54	66	9353	81	11052
chr16	CHG	OT	1	55	73	9497	94	11249
chr16	CHG	OT	1	56	69	9422	79	11081
chr16	CHG	OT	1	57	70	9406	88	11054
chr16	CHG	OT	1	58	71	9357	82	10993
chr16	CHG	OT	1	59	62	9542	80	11231
chr16	CHG	OT	1	6	79	8887	91	10443
chr16	CHG	OT	1	60	65	9504	84	11209
chr16	CHG	OT	1	61	73	9544	95	11268
chr16	CHG	OT	1	62	62	9480	71	11237
chr16	CHG	OT	1	63	60	9430	68	11118
chr16	CHG	OT	1	64	63	9458	72	11171
chr16	CHG	OT	1	65	83	9358	98	11051
chr16	CHG	OT	1	66	82	9245	97	10921
chr16	CHG	OT	1	67	71	9396	87	11058
chr16	CHG	OT	1	68	62	9475	75	11265
chr16	CHG	OT	1	69	65	9395	80	11114
chr16	CHG	OT	1	7	78	9026	90	10602
chr16	CHG	OT	1	70	57	9419	70	11097
chr16	CHG	OT	1	71	73	9329	95	10977
chr16	CHG	OT	1	72	72	9737	84	11516
chr16	CHG	OT	1	73	79	9394	99	11080
chr16	CHG	OT	1	74	74	9487	95	11157
chr16	CHG	OT	1	75	72	9548	81	11273
chr16	CHG	OT	1	76	96	9420	111	11116
chr16	CHG	OT	1	77	74	9295	95	10934
chr16	CHG	OT	1	78	77	9432	91	11164
chr16	CHG	OT	1	79	73	9262	81	10971
chr16	CHG	OT	1	8	99	8986	122	10592
chr16	CHG	OT	1	80	63	9280	78	10950
chr16	CHG	OT	1	81	78	9497	99	11160
chr16	CHG	OT	1	82	68	9592	83	11281
chr16	CHG	OT	1	83	73	9402	84	11155
chr16	CHG	OT	1	84	55	9445	72	11254
chr16	CHG	OT	1	85	63	9568	82	11291
chr16	CHG	OT	1	86	73	9278	84	10970
chr16	CHG	OT	1	87	85	9527	113	11236
chr16	CHG	OT	1	88	63	9398	73	11018
chr16	CHG	OT	1	89	80	9287	95	10921
chr16	CHG	OT	1	9	90	9080	110	10719
chr16	CHG	OT	1	90	51	9327	59	10990
chr16	CHG	OT	1	91	77	9454	87	11165
chr16	CHG	OT	1	92	66	9453	87	11107
chr16	CHG	OT	1	93	86	9306	99	10955
chr16	CHG	OT	1	94	79	9334	95	11005
chr16	CHG	OT	1	95	67	9283	80	10933
chr16	CHG	OT	1	96	73	9173	86	10831
chr16	CHG	OT	1	97	79	9358	86	11035
chr16	CHG	OT	1	98	66	9213	78	10989
chr16	CHG	OT	1	99	66	9446	78	11156
chr16	CHG	OT	2	1	77	8983	92	10634
chr16	CHG	OT	2	10	76	9259	84	10970
chr16	CHG	OT	2	100	49	9293	60	11026
chr16	CHG	OT	2	101	62	9177	72	10854
chr16	CHG	OT	2	102	50	9145	59	10826
chr16	CHG	OT	2	103	58	9222	68	10957
chr16	CHG	OT	2	104	70	9174	83	10864
chr16	CHG	OT	2	105	59	9131	70	10788
chr16	CHG	OT	2	106	64	9078	77	10709
chr16	CHG	OT	2	107	48	8996	54	10714
chr16	CHG	OT	2	108	69	9123	87	10774
chr16	CHG	OT	2	109	67	9118	75	10765
chr16	CHG	OT	2	11	69	9318	76	10964
chr16	CHG	OT	2	110	71	9077	86	10788
chr16	CHG	OT	2	111	62	9102	74	10689
chr16	CHG	OT	2	112	64	8957	71	10519
chr16	CHG	OT	2	113	57	9102	67	10917
chr16	CHG	OT	2	114	50	8928	59	10603
chr16	CHG	OT	2	115	54	9153	64	10836
chr16	CHG	OT	2	116	76	9059	95	10718
chr16	CHG	OT	2	117	59	8789	67	10366
chr16	CHG	OT	2	118	49	8878	61	10521
chr16	CHG	OT	2	119	56	8813	71	10311
chr16	CHG	OT	2	12	70	9197	82	10860
chr16	CHG	OT	2	120	60	8855	67	10480
chr16	CHG	OT	2	121	62	8856	72	10445
chr16	CHG	OT	2	122	72	8706	91	10326
chr16	CHG	OT	2	123	62	8723	69	10340
chr16	CHG	OT	2	124	49	8600	52	10125
chr16	CHG	OT	2	125	51	8638	63	10198
chr16	CHG	OT	2	126	64	8619	83	10239
chr16	CHG	OT	2	127	61	8586	77	10225
chr16	CHG	OT	2	128	69	8511	83	10046
chr16	CHG	OT	2	129	54	8523	64	10099
chr16	CHG	OT	2	13	69	9322	84	10987
chr16	CHG	OT	2	130	51	8513	59	10089
chr16	CHG	OT	2	131	50	8490	57	10076
chr16	CHG	OT	2	132	54	8183	67	9809
chr16	CHG	OT	2	133	65	8422	77	10025
chr16	CHG	OT	2	134	56	8273	63	9836
chr16	CHG	OT	2	135	50	8052	64	9586
chr16	CHG	OT	2	136	61	8187	67	9794
chr16	CHG	OT	2	137	55	8104	64	9679
chr16	CHG	OT	2	138	53	7973	62	9542
chr16	CHG	OT	2	139	60	7960	71	9474
chr16	CHG	OT	2	14	69	9256	74	10891
chr16	CHG	OT	2	140	55	8120	59	9711
chr16	CHG	OT	2	141	63	8064	79	9618
chr16	CHG	OT	2	142	58	8054	71	9579
chr16	CHG	OT	2	143	47	8047	55	9574
chr16	CHG	OT	2	144	53	7754	67	9285
chr16	CHG	OT	2	145	50	7926	58	9430
chr16	CHG	OT	2	146	52	7759	66	9263
chr16	CHG	OT	2	147	68	7591	80	9120
chr16	CHG	OT	2	148	55	6636	64	7947
chr16	CHG	OT	2	149	56	7456	67	8967
chr16	CHG	OT	2	15	78	9378	92	11095
chr16	CHG	OT	2	150	76	10210	93	12220
chr16	CHG	OT	2	151	76	6873	92	8231
chr16	CHG	OT	2	16	74	9191	90	10816
chr16	CHG	OT	2	17	79	9525	90	11251
chr16	CHG	OT	2	18	60	9407	68	11031
chr16	CHG	OT	2	19	63	9431	71	11124
chr16	CHG	OT	2	2	88	9022	98	10599
chr16	CHG	OT	2	20	69	9248	83	10877
chr16	CHG	OT	2	21	67	9466	78	11153
chr16	CHG	OT	2	22	80	9520	93	11216
chr16	CHG	OT	2	23	76	9625	89	11374
chr16	CHG	OT	2	24	65	9307	75	10981
chr16	CHG	OT	2	25	69	9464	79	11185
chr16	CHG	OT	2	26	59	9357	79	10970
chr16	CHG	OT	2	27	66	9360	81	11127
chr16	CHG	OT	2	28	79	9425	97	11018
chr16	CHG	OT	2	29	66	9310	79	10942
chr16	CHG	OT	2	3	94	9248	121	10962
chr16	CHG	OT	2	30	65	9550	75	11255
chr16	CHG	OT	2	31	59	9313	68	10997
chr16	CHG	OT	2	32	69	9291	85	10989
chr16	CHG	OT	2	33	64	9255	76	11009
chr16	CHG	OT	2	34	63	9546	72	11192
chr16	CHG	OT	2	35	61	9272	70	10934
chr16	CHG	OT	2	36	69	9223	79	10893
chr16	CHG	OT	2	37	65	9408	73	11044
chr16	CHG	OT	2	38	58	9294	67	11005
chr16	CHG	OT	2	39	49	9485	65	11128
chr16	CHG	OT	2	4	77	9157	98	10884
chr16	CHG	OT	2	40	63	9362	82	11093
chr16	CHG	OT	2	41	44	9488	59	11229
chr16	CHG	OT	2	42	77	9336	100	11015
chr16	CHG	OT	2	43	59	9427	78	11181
chr16	CHG	OT	2	44	68	9475	78	11190
chr16	CHG	OT	2	45	71	9434	81	11093
chr16	CHG	OT	2	46	70	9489	85	11168
chr16	CHG	OT	2	47	78	9254	92	10964
chr16	CHG	OT	2	48	58	9376	65	11036
chr16	CHG	OT	2	49	68	9374	86	11048
chr16	CHG	OT	2	5	66	9397	79	11005
chr16	CHG	OT	2	50	61	9567	77	11281
chr16	CHG	OT	2	51	64	9429	75	11055
chr16	CHG	OT	2	52	71	9620	78	11334
chr16	CHG	OT	2	53	69	9502	78	11286
chr16	CHG	OT	2	54	57	9311	70	10980
chr16	CHG	OT	2	55	62	9369	68	11052
chr16	CHG	OT	2	56	89	9255	102	10867
chr16	CHG	OT	2	57	63	9398	77	11086
chr16	CHG	OT	2	58	50	9424	63	11206
chr16	CHG	OT	2	59	68	9302	81	10987
chr16	CHG	OT	2	6	64	9346	70	10961
chr16	CHG	OT	2	60	64	9500	74	11180
chr16	CHG	OT	2	61	65	9505	76	11190
chr16	CHG	OT	2	62	62	9438	78	11095
chr16	CHG	OT	2	63	62	9357	72	11055
chr16	CHG	OT	2	64	66	9451	76	11176
chr16	CHG	OT	2	65	62	9521	72	11278
chr16	CHG	OT	2	66	68	9419	73	11135
chr16	CHG	OT	2	67	75	9431	87	11198
chr16	CHG	OT	2	68	76	9521	95	11227
chr16	CHG	OT	2	69	65	9194	74	10826
chr16	CHG	OT	2	7	84	9263	104	10941
chr16	CHG	OT	2	70	70	9500	81	11309
chr16	CHG	OT	2	71	60	9540	74	11282
chr16	CHG	OT	2	72	61	9580	73	11253
chr16	CHG	OT	2	73	55	9342	60	11007
chr16	CHG	OT	2	74	58	9464	68	11198
chr16	CHG	OT	2	75	71	9634	84	11372
chr16	CHG	OT	2	76	73	9379	85	11083
chr16	CHG	OT	2	77	67	9519	75	11158
chr16	CHG	OT	2	78	69	9456	83	11139
chr16	CHG	OT	2	79	80	9413	95	11074
chr16	CHG	OT	2	8	81	9158	93	10695
chr16	CHG	OT	2	80	63	9350	74	11085
chr16	CHG	OT	2	81	62	9403	74	11121
chr16	CHG	OT	2	82	71	9384	84	11079
chr16	CHG	OT	2	83	58	9451	67	11139
chr16	CHG	OT	2	84	54	9380	60	10950
chr16	CHG	OT	2	85	61	9563	64	11206
chr16	CHG	OT	2	86	64	9422	74	11222
chr16	CHG	OT	2	87	81	9542	89	11230
chr16	CHG	OT	2	88	59	9326	66	10962
chr16	CHG	OT	2	89	64	9353	79	11061
chr16	CHG	OT	2	9	81	9365	95	11054
chr16	CHG	OT	2	90	61	9424	69	11180
chr16	CHG	OT	2	91	69	9519	83	11238
chr16	CHG	OT	2	92	65	9348	77	11020
chr16	CHG	OT	2	93	63	9174	72	10818
chr16	CHG	OT	2	94	71	9217	90	10897
chr16	CHG	OT	2	95	66	9431	74	11189
chr16	CHG	OT	2	96	50	9444	61	11169
chr16	CHG	OT	2	97	70	9238	79	10907
chr16	CHG	OT	2	98	47	9151	53	10852
chr16	CHG	OT	2	99	62	9334	75	10942
chr16	CpG	OB	1	1	1144	805	1362	900
chr16	CpG	OB	1	10	1315	382	1535	468
chr16	CpG	OB	1	100	1353	347	1571	406
chr16	CpG	OB	1	101	1314	338	1533	401
chr16	CpG	OB	1	102	1248	361	1483	430
chr16	CpG	OB	1	103	1319	374	1581	434
chr16	CpG	OB	1	104	1299	315	1520	383
chr16	CpG	OB	1	105	1254	333	1462	384
chr16	CpG	OB	1	106	1295	359	1518	424
chr16	CpG	OB	1	107	1319	345	1549	398
chr16	CpG	OB	1	108	1295	343	1526	398
chr16	CpG	OB	1	109	1269	360	1439	422
chr16	CpG	OB	1	11	1349	402	1572	468
chr16	CpG	OB	1	110	1326	367	1564	436
chr16	CpG	OB	1	111	1238	364	1438	440
chr16	CpG	OB	1	112	1234	334	1433	387
chr16	CpG	OB	1	113	1306	367	1545	430
chr16	CpG	OB	1	114	1294	347	1527	398
chr16	CpG	OB	1	115	1252	325	1497	380
chr16	CpG	OB	1	116	1212	325	1470	375
chr16	CpG	OB	1	117	1255	319	1490	378
chr16	CpG	OB	1	118	1308	326	1556	391
chr16	CpG	OB	1	119	1230	319	1454	384
chr16	CpG	OB	1	12	1263	376	1459	448
chr16	CpG	OB	1	120	1245	343	1469	405
chr16	CpG	OB	1	121	1324	352	1563	414
chr16	CpG	OB	1	122	1245	331	1475	399
chr16	CpG	OB	1	123	1188	319	1414	370
chr16	CpG	OB	1	124	1207	324	1450	379
chr16	CpG	OB	1	125	1249	293	1503	356
chr16	CpG	OB	1	126	1248	326	1470	371
chr16	CpG	OB	1	127	1233	307	1473	371
chr16	CpG	OB	1	128	1177	337	1401	404
chr16	CpG	OB	1	129	1216	330	1464	397
chr16	CpG	OB	1	13	1295	373	1535	428
chr16	CpG	OB	1	130	1209	309	1447	385
chr16	CpG	OB	1	131	1224	329	1444	387
chr16	CpG	OB	1	132	1231	327	1468	380
chr16	CpG	OB	1	133	1192	333	1410	393
chr16	CpG	OB	1	134	1175	318	1373	373
chr16	CpG	OB	1	135	1141	336	1327	400
chr16	CpG	OB	1	136	1190	300	1421	358
chr16	CpG	OB	1	137	1133	348	1326	409
chr16	CpG	OB	1	138	1203	324	1410	390
chr16	CpG	OB	1	139	1152	305	1375	354
chr16	CpG	OB	1	14	1303	367	1523	433
chr16	CpG	OB	1	140	1216	326	1461	391
chr16	CpG	OB	1	141	1170	310	1382	380
chr16	CpG	OB	1	142	1144	287	1363	331
chr16	CpG	OB	1	143	1180	312	1410	373
chr16	CpG	OB	1	144	1186	277	1393	315
chr16	CpG	OB	1	145	1131	293	1332	337
chr16	CpG	OB	1	146	1182	341	1398	407
chr16	CpG	OB	1	147	1115	272	1339	325
chr16	CpG	OB	1	148	1123	310	1331	360
chr16	CpG	OB	1	149	1010	282	1187	335
chr16	CpG	OB	1	15	1241	360	1470	419
chr16	CpG	OB	1	150	964	222	1150	255
chr16	CpG	OB	1	151	960	215	1159	260
chr16	CpG	OB	1	16	1359	350	1584	409
chr16	CpG	OB	1	17	1328	381	1553	444
chr16	CpG	OB	1	18	1396	372	1636	426
chr16	CpG	OB	1	19	1231	387	1443	453
chr16	CpG	OB	1	2	1263	486	1481	556
chr16	CpG	OB	1	20	1335	364	1586	421
chr16	CpG	OB	1	21	1358	401	1592	481
chr16	CpG	OB	1	22	1336	380	1567	436
chr16	CpG	OB	1	23	1332	361	1542	436
chr16	CpG	OB	1	24	1322	356	1557	409
chr16	CpG	OB	1	25	1316	377	1566	441
chr16	CpG	OB	1	26	1365	402	1604	469
chr16	CpG	OB	1	27	1316	357	1550	417
chr16	CpG	OB	1	28	1299	355	1528	411
chr16	CpG	OB	1	29	1336	407	1594	468
chr16	CpG	OB	1	3	1283	388	1531	450
chr16	CpG	OB	1	30	1339	316	1569	377
chr16	CpG	OB	1	31	1319	401	1549	464
chr16	CpG	OB	1	32	1361	395	1619	457
chr16	CpG	OB	1	33	1316	348	1575	418
chr16	CpG	OB	1	34	1330	374	1579	442
chr16	CpG	OB	1	35	1413	385	1676	447
chr16	CpG	OB	1	36	1367	387	1619	443
chr16	CpG	OB	1	37	1333	385	1535	465
chr16	CpG	OB	1	38	1282	354	1488	424
chr16	CpG	OB	1	39	1376	391	1585	459
chr16	CpG	OB	1	4	1269	407	1474	492
chr16	CpG	OB	1	40	1332	353	1573	411
chr16	CpG	OB	1	41	1355	367	1611	427
chr16	CpG	OB	1	42	1405	402	1672	475
chr16	CpG	OB	1	43	1331	376	1595	446
chr16	CpG	OB	1	44	1277	383	1520	460
chr16	CpG	OB	1	45	1318	375	1552	426
chr16	CpG	OB	1	46	1429	368	1683	438
chr16	CpG	OB	1	47	1320	364	1578	438
chr16	CpG	OB	1	48	1400	343	1670	386
chr16	CpG	OB	1	49	1365	383	1582	441
chr16	CpG	OB	1	5	1335	365	1553	424
chr16	CpG	OB	1	50	1372	393	1620	477
chr16	CpG	OB	1	51	1328	375	1571	451
chr16	CpG	OB	1	52	1361	343	1606	409
chr16	CpG	OB	1	53	1408	351	1637	414
chr16	CpG	OB	1	54	1378	398	1631	456
chr16	CpG	OB	1	55	1367	353	1654	429
chr16	CpG	OB	1	56	1355	408	1566	476
chr16	CpG	OB	1	57	1322	401	1554	451
chr16	CpG	OB	1	58	1304	364	1492	423
chr16	CpG	OB	1	59	1297	371	1559	427
chr16	CpG	OB	1	6	1294	395	1501	474
chr16	CpG	OB	1	60	1379	357	1641	415
chr16	CpG	OB	1	61	1343	381	1582	444
chr16	CpG	OB	1	62	1293	353	1510	406
chr16	CpG	OB	1	63	1412	392	1643	452
chr16	CpG	OB	1	64	1353	332	1586	404
chr16	CpG	OB	1	65	1369	358	1594	410
chr16	CpG	OB	1	66	1288	388	1524	435
chr16	CpG	OB	1	67	1319	368	1579	432
chr16	CpG	OB	1	68	1363	362	1606	414
chr16	CpG	OB	1	69	1342	397	1587	475
chr16	CpG	OB	1	7	1333	378	1554	465
chr16	CpG	OB	1	70	1346	352	1545	404
chr16	CpG	OB	1	71	1380	413	1611	494
chr16	CpG	OB	1	72	1408	332	1678	391
chr16	CpG	OB	1	73	1312	348	1554	403
chr16	CpG	OB	1	74	1350	377	1604	452
chr16	CpG	OB	1	75	1345	370	1583	436
chr16	CpG	OB	1	76	1301	376	1531	442
chr16	CpG	OB	1	77	1328	378	1579	445
chr16	CpG	OB	1	78	1312	373	1540	428
chr16	CpG	OB	1	79	1302	370	1540	433
chr16	CpG	OB	1	8	1380	345	1619	406
chr16	CpG	OB	1	80	1333	373	1561	444
chr16	CpG	OB	1	81	1334	349	1578	410
chr16	CpG	OB	1	82	1284	387	1524	443
chr16	CpG	OB	1	83	1317	347	1557	409
chr16	CpG	OB	1	84	1403	391	1650	453
chr16	CpG	OB	1	85	1317	370	1574	417
chr16	CpG	OB	1	86	1308	381	1555	446
chr16	CpG	OB	1	87	1293	369	1521	443
chr16	CpG	OB	1	88	1326	382	1569	439
chr16	CpG	OB	1	89	1301	348	1503	416
chr16	CpG	OB	1	9	1343	364	1588	430
chr16	CpG	OB	1	90	1297	384	1528	454
chr16	CpG	OB	1	91	1346	373	1565	440
chr16	CpG	OB	1	92	1387	380	1632	426
chr16	CpG	OB	1	93	1289	358	1500	430
chr16	CpG	OB	1	94	1319	388	1521	476
chr16	CpG	OB	1	95	1327	344	1562	393
chr16	CpG	OB	1	96	1261	351	1481	414
chr16	CpG	OB	1	97	1328	358	1562	435
chr16	CpG	OB	1	98	1270	362	1486	418
chr16	CpG	OB	1	99	1290	381	1510	433
chr16	CpG	OB	2	1	102	3434	115	4049
chr16	CpG	OB	2	10	1248	365	1481	424
chr16	CpG	OB	2	100	1331	420	1574	495
chr16	CpG	OB	2	101	1270	365	1513	416
chr16	CpG	OB	2	102	1297	377	1554	449
chr16	CpG	OB	2	103	1298	372	1542	447
chr16	CpG	OB	2	104	1343	399	1573	472
chr16	CpG	OB	2	105	1298	386	1533	468
chr16	CpG	OB	2	106	1316	361	1534	448
chr16	CpG	OB	2	107	1300	354	1576	426
chr16	CpG	OB	2	108	1258	362	1466	438
chr16	CpG	OB	2	109	1256	383	1481	452
chr16	CpG	OB	2	11	1336	396	1579	460
chr16	CpG	OB	2	110	1284	356	1517	412
chr16	CpG	OB	2	111	1259	374	1510	440
chr16	CpG	OB	2	112	1245	392	1460	463
chr16	CpG	OB	2	113	1227	359	1461	418
chr16	CpG	OB	2	114	1229	368	1450	430
chr16	CpG	OB	2	115	1303	360	1564	411
chr16	CpG	OB	2	116	1226	351	1430	419
chr16	CpG	OB	2	117	1166	354	1361	419
chr16	CpG	OB	2	118	1326	364	1568	436
chr16	CpG	OB	2	119	1235	343	1462	396
chr16	CpG	OB	2	12	1270	359	1520	426
chr16	CpG	OB	2	120	1264	408	1487	484
chr16	CpG	OB	2	121	1245	376	1456	440
chr16	CpG	OB	2	122	1249	382	1446	444
