loop_id	anchor_num	type_10kb	direction	n_motifs	type_motif_consensus	n_chip_bound	is_concordant
loop_17428	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_20876	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_17430	1	CTCF_Site	up_in_mutant	2	Polycomb	2	FALSE
loop_11459	1	Active_Promoter	up_in_mutant	3	Poised_Enhancer	2	FALSE
loop_17223	1	Active_Enhancer	up_in_mutant	4	Active_Enhancer	2	TRUE
loop_17433	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_21921	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_21932	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_17450	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_17453	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_11983	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_21950	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_21951	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_19435	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_17474	1	Active_Promoter	up_in_mutant	2	Active_Promoter	0	TRUE
loop_17476	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_12888	1	Repressed_Promoter	up_in_mutant	1	Polycomb	1	FALSE
loop_21989	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_21986	1	Polycomb	up_in_mutant	2	Polycomb	2	TRUE
loop_12734	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_12874	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_12795	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_21016	1	Repressed_Promoter	up_in_mutant	1	CTCF_Site	1	FALSE
loop_21990	1	Other	up_in_mutant	0	NA	0	NA
loop_19511	1	Other	up_in_mutant	0	NA	0	NA
loop_22005	1	Other	up_in_mutant	0	NA	0	NA
loop_12873	1	Repressed_Promoter	up_in_mutant	1	Polycomb	1	FALSE
loop_17511	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_22520	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_17519	1	Other	up_in_mutant	0	NA	0	NA
loop_13587	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_17544	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_21151	1	Repressed_Promoter	up_in_mutant	3	Repressed_Promoter	1	TRUE
loop_17560	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	2	TRUE
loop_14477	1	CTCF_Site	up_in_mutant	3	Polycomb	1	FALSE
loop_13210	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	1	TRUE
loop_17567	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_17569	1	Other	up_in_mutant	0	NA	0	NA
loop_14531	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22097	1	Polycomb	up_in_mutant	1	Poised_Enhancer	0	FALSE
loop_17575	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_22104	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_14742	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_22130	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_21289	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	1	TRUE
loop_17598	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	0	TRUE
loop_22156	1	CTCF_Site	up_in_mutant	4	CTCF_Site	2	TRUE
loop_14023	1	Poised_Enhancer	up_in_mutant	3	Poised_Enhancer	1	TRUE
loop_4981	1	Polycomb	up_in_mutant	2	Polycomb	2	TRUE
loop_17626	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_19970	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_17629	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_22178	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_15965	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_15861	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_15906	1	Polycomb	up_in_mutant	2	Polycomb	1	TRUE
loop_17643	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	2	TRUE
loop_22190	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_17651	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_17652	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_22221	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	2	FALSE
loop_21428	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_17667	1	Other	down_in_mutant	0	NA	0	NA
loop_4695	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_17670	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_20108	1	Poised_Enhancer	up_in_mutant	3	CTCF_Site	1	FALSE
loop_17676	1	Active_Enhancer	up_in_mutant	2	Polycomb	1	FALSE
loop_22225	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_17689	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_17706	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_22291	1	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_22297	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_22299	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_18044	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_19399	1	Repressed_Promoter	up_in_mutant	4	Repressed_Promoter	3	TRUE
loop_22317	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22324	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_22326	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22328	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_17760	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_17761	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_16413	1	Poised_Enhancer	up_in_mutant	3	Poised_Enhancer	1	TRUE
loop_17774	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6269	1	Polycomb	up_in_mutant	2	Polycomb	1	TRUE
loop_17785	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_21674	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_21683	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_8231	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_17792	1	Active_Enhancer	down_in_mutant	3	Active_Enhancer	1	TRUE
loop_17797	1	Poised_Enhancer	up_in_mutant	3	CTCF_Site	3	FALSE
loop_22399	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_9033	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_17814	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_17832	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_17836	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_21914	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_19288	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_20991	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_12836	1	Other	up_in_mutant	0	NA	0	NA
loop_17875	1	Other	up_in_mutant	0	NA	0	NA
loop_22013	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_11947	1	Polycomb	up_in_mutant	3	Polycomb	1	TRUE
loop_17422	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_22093	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_6930	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_19759	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	1	TRUE
loop_15310	1	Repressed_Promoter	up_in_mutant	1	Polycomb	1	FALSE
loop_17920	1	Polycomb	up_in_mutant	3	CTCF_Site	3	FALSE
loop_17921	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_15375	1	Repressed_Promoter	up_in_mutant	4	Polycomb	2	FALSE
loop_17959	1	Active_Enhancer	down_in_mutant	5	Active_Enhancer	4	TRUE
loop_17960	1	Other	up_in_mutant	2	Polycomb	1	FALSE
loop_18040	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_55	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_58	1	Other	up_in_mutant	0	NA	0	NA
loop_128	1	Other	down_in_mutant	0	NA	0	NA
loop_147	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_235	1	Poised_Enhancer	down_in_mutant	2	Poised_Enhancer	2	TRUE
loop_286	1	Active_Promoter	down_in_mutant	2	Active_Promoter	2	TRUE
loop_287	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	1	TRUE
loop_293	1	Active_Promoter	down_in_mutant	1	Active_Promoter	1	TRUE
loop_305	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_412	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_417	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_11032	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_440	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_441	1	Other	up_in_mutant	0	NA	0	NA
loop_553	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	2	TRUE
loop_575	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_585	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_590	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_627	1	Poised_Enhancer	down_in_mutant	2	Poised_Enhancer	1	TRUE
loop_720	1	Bivalent_Promoter	down_in_mutant	0	NA	0	NA
loop_757	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_765	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_767	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_768	1	Poised_Enhancer	down_in_mutant	3	Poised_Enhancer	2	TRUE
loop_13138	1	Active_Enhancer	down_in_mutant	3	Active_Enhancer	3	TRUE
loop_863	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_962	1	CTCF_Site	down_in_mutant	4	Polycomb	3	FALSE
loop_14598	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_1081	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1087	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1095	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	0	TRUE
loop_1096	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_1109	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_15620	1	Active_Promoter	down_in_mutant	1	Active_Promoter	1	TRUE
loop_1150	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_1177	1	Other	up_in_mutant	0	NA	0	NA
loop_1219	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_1226	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1229	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_16584	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_1282	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_1289	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_1312	1	CTCF_Site	up_in_mutant	2	Active_Enhancer	1	FALSE
loop_1354	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_1371	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_1384	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_1385	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_16947	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_1456	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_1460	1	Active_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_1461	1	Other	up_in_mutant	0	NA	0	NA
loop_1465	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_1501	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_4498	1	Polycomb	up_in_mutant	3	Polycomb	3	TRUE
loop_1516	1	Other	down_in_mutant	0	NA	0	NA
loop_1541	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_1543	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_17209	1	Active_Promoter	down_in_mutant	3	Active_Promoter	2	TRUE
loop_1582	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1594	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_1612	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_1631	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_4354	1	Active_Promoter	up_in_mutant	5	CTCF_Site	1	FALSE
loop_1667	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_19791	1	Active_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_1685	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_17448	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_1730	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_1793	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1807	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_1832	1	Poised_Enhancer	down_in_mutant	2	Poised_Enhancer	1	TRUE
loop_1838	1	Other	up_in_mutant	0	NA	0	NA
loop_1876	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_1881	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_1926	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_21378	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_2337	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_1972	1	Active_Enhancer	down_in_mutant	2	CTCF_Site	2	FALSE
loop_2009	1	Other	down_in_mutant	3	CTCF_Site	0	FALSE
loop_2022	1	Polycomb	down_in_mutant	2	CTCF_Site	2	FALSE
loop_2035	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_2037	1	Active_Promoter	down_in_mutant	1	Active_Promoter	0	TRUE
loop_2060	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_2061	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2062	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_2073	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_2074	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_2480	1	Repressed_Promoter	down_in_mutant	3	Polycomb	0	FALSE
loop_2088	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2105	1	Active_Promoter	down_in_mutant	1	Active_Promoter	1	TRUE
loop_2108	1	CTCF_Site	down_in_mutant	2	CTCF_Site	0	TRUE
loop_2115	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2117	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_2154	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2155	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2175	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_2186	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_2212	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_18727	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_4243	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_2253	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_2257	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_2258	1	Active_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_2314	1	Active_Enhancer	down_in_mutant	1	Poised_Enhancer	1	FALSE
loop_2325	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_8679	1	CTCF_Site	down_in_mutant	1	Active_Promoter	1	FALSE
loop_2338	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2368	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_2379	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2386	1	Active_Enhancer	down_in_mutant	4	Active_Enhancer	2	TRUE
loop_2387	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_2415	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2418	1	Poised_Enhancer	down_in_mutant	2	CTCF_Site	0	FALSE
loop_2429	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_2432	1	Active_Promoter	down_in_mutant	1	CTCF_Site	1	FALSE
loop_2505	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2515	1	Polycomb	up_in_mutant	2	Polycomb	2	TRUE
loop_2532	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_2533	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_9688	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_2565	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	0	TRUE
loop_2573	1	Bivalent_Promoter	down_in_mutant	2	Poised_Enhancer	0	FALSE
loop_16984	1	Polycomb	up_in_mutant	3	Polycomb	2	TRUE
loop_2600	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2614	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2650	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_2663	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2670	1	Active_Promoter	down_in_mutant	1	Poised_Enhancer	0	FALSE
loop_2727	1	Other	down_in_mutant	0	NA	0	NA
loop_2762	1	Active_Enhancer	down_in_mutant	3	Poised_Enhancer	0	FALSE
loop_2775	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2778	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2783	1	Active_Promoter	down_in_mutant	3	Active_Promoter	2	TRUE
loop_2791	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_11085	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	0	TRUE
loop_2811	1	Other	down_in_mutant	0	NA	0	NA
loop_17258	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_2923	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_2931	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2966	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_18867	1	Active_Promoter	down_in_mutant	3	CTCF_Site	2	FALSE
loop_3007	1	Active_Promoter	down_in_mutant	2	Active_Promoter	1	TRUE
loop_3059	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3067	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3070	1	CTCF_Site	down_in_mutant	2	CTCF_Site	0	TRUE
loop_3091	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3104	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3127	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3184	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_3206	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_3212	1	Other	up_in_mutant	0	NA	0	NA
loop_3219	1	Poised_Enhancer	down_in_mutant	3	Poised_Enhancer	1	TRUE
loop_3225	1	CTCF_Site	down_in_mutant	2	CTCF_Site	0	TRUE
loop_3226	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3233	1	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_3235	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_3373	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3385	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_3386	1	Active_Enhancer	down_in_mutant	2	Active_Enhancer	1	TRUE
loop_3425	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3459	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3466	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_3481	1	Other	down_in_mutant	0	NA	0	NA
loop_3483	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_3486	1	Repressed_Promoter	down_in_mutant	4	CTCF_Site	1	FALSE
loop_3491	1	Polycomb	down_in_mutant	1	CTCF_Site	1	FALSE
loop_3494	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_3566	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3577	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_3581	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_3604	1	Polycomb	down_in_mutant	3	Polycomb	2	TRUE
loop_3619	1	Active_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_3638	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3659	1	Other	down_in_mutant	0	NA	0	NA
loop_3678	1	Active_Enhancer	down_in_mutant	2	CTCF_Site	0	FALSE
loop_3682	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3687	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_3692	1	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_3693	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_3707	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3717	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_3755	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3802	1	Other	down_in_mutant	0	NA	0	NA
loop_3803	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3807	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_3837	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3840	1	Active_Promoter	down_in_mutant	3	Poised_Enhancer	1	FALSE
loop_3853	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3856	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3870	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3882	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_3892	1	Bivalent_Promoter	down_in_mutant	0	NA	0	NA
loop_3899	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3989	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_3998	1	Other	up_in_mutant	0	NA	0	NA
loop_3999	1	Repressed_Promoter	up_in_mutant	7	Repressed_Promoter	3	TRUE
loop_4035	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_4056	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_4090	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_4100	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_4114	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_4134	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_4453	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	2	TRUE
loop_4159	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_4160	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_4169	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	0	FALSE
loop_4232	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4234	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_4252	1	Other	up_in_mutant	0	NA	0	NA
loop_4358	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_4359	1	Poised_Enhancer	up_in_mutant	4	Poised_Enhancer	2	TRUE
loop_4364	1	Other	up_in_mutant	0	NA	0	NA
loop_4376	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_4378	1	Other	up_in_mutant	0	NA	0	NA
loop_4382	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_4399	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4414	1	Active_Promoter	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4444	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_4487	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_4494	1	Repressed_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_4497	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_4500	1	Active_Promoter	down_in_mutant	1	Active_Promoter	0	TRUE
loop_4505	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_4509	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_4526	1	Polycomb	up_in_mutant	2	Polycomb	1	TRUE
loop_4536	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_4574	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_4576	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_4584	1	Other	up_in_mutant	0	NA	0	NA
loop_19130	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4590	1	Other	down_in_mutant	0	NA	0	NA
loop_4594	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_5009	1	CTCF_Site	up_in_mutant	3	CTCF_Site	0	TRUE
loop_4641	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4643	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_4644	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_4654	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4728	1	Repressed_Promoter	up_in_mutant	3	Repressed_Promoter	2	TRUE
loop_4742	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_4764	1	Other	up_in_mutant	0	NA	0	NA
loop_4770	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4775	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_4776	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_4777	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_4780	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	0	TRUE
loop_4781	1	Polycomb	up_in_mutant	2	Polycomb	2	TRUE
loop_4788	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_4795	1	Active_Promoter	up_in_mutant	2	Active_Promoter	1	TRUE
loop_4846	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4867	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_4878	1	Other	up_in_mutant	0	NA	0	NA
