loop_id	anchor_num	direction	motif_start	motif_end	window_chr	window_start	window_end	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_overlap	CTCF_chip_overlap	distance_to_tss	type_motif_window
loop_736	1	down_in_mutant	46119586	46119605	chr19	46119095	46120095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11801	CTCF_Site
loop_736	1	down_in_mutant	46122268	46122287	chr19	46121777	46122777	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9119	CTCF_Site
loop_743	1	down_in_mutant	25600063	25600082	chr19	25599572	25600572	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	9964	Polycomb
loop_743	1	down_in_mutant	25622720	25622739	chr19	25622229	25623229	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11691	Polycomb
loop_826	1	down_in_mutant	56109685	56109704	chr2	56109194	56110194	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	673223	Poised_Enhancer
loop_826	1	down_in_mutant	56119472	56119491	chr2	56118981	56119981	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	665829	CTCF_Site
loop_829	1	down_in_mutant	78959555	78959574	chr2	78959064	78960064	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	90939	Poised_Enhancer
loop_829	1	down_in_mutant	78965183	78965202	chr2	78964692	78965692	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	96567	CTCF_Site
loop_919	1	up_in_mutant	143599279	143599298	chr3	143598788	143599788	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	112421	Polycomb
loop_940	1	down_in_mutant	27461273	27461292	chr3	27460782	27461782	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	89430	CTCF_Site
loop_940	1	down_in_mutant	27466440	27466459	chr3	27465949	27466949	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	94597	CTCF_Site
loop_940	1	down_in_mutant	27467288	27467307	chr3	27466797	27467797	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	95445	CTCF_Site
loop_940	1	down_in_mutant	27467819	27467838	chr3	27467328	27468328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	95976	CTCF_Site
loop_940	1	down_in_mutant	27468428	27468447	chr3	27467937	27468937	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	96585	CTCF_Site
loop_940	1	down_in_mutant	27473031	27473050	chr3	27472540	27473540	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	101188	CTCF_Site
loop_941	1	down_in_mutant	42074643	42074662	chr3	42074152	42075152	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	331540	CTCF_Site
loop_948	1	down_in_mutant	30508493	30508512	chr3	30508002	30509002	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	39005	Polycomb
loop_962	1	up_in_mutant	47235021	47235040	chr4	47234530	47235530	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	26368	Polycomb
loop_962	1	up_in_mutant	47242962	47242981	chr4	47242471	47243471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	34309	CTCF_Site
loop_962	1	up_in_mutant	47246956	47246975	chr4	47246465	47247465	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	38303	Polycomb
loop_971	1	up_in_mutant	45100204	45100223	chr4	45099713	45100713	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7400	CTCF_Site
loop_971	1	up_in_mutant	45106650	45106669	chr4	45106159	45107159	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	954	Active_Promoter
loop_971	1	up_in_mutant	45108208	45108227	chr4	45107717	45108717	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0	Active_Promoter
loop_971	1	up_in_mutant	45116167	45116186	chr4	45115676	45116676	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7561	CTCF_Site
loop_971	1	up_in_mutant	45116685	45116704	chr4	45116194	45117194	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8079	CTCF_Site
loop_991	1	up_in_mutant	57901439	57901458	chr4	57900948	57901948	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	14348	CTCF_Site
loop_991	1	up_in_mutant	57904387	57904406	chr4	57903896	57904896	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	11400	CTCF_Site
loop_991	1	up_in_mutant	57914445	57914464	chr4	57913954	57914954	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1342	CTCF_Site
loop_991	1	up_in_mutant	57919280	57919299	chr4	57918789	57919789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2491	CTCF_Site
loop_1010	1	up_in_mutant	154026145	154026164	chr4	154025654	154026654	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Repressed_Promoter
loop_1010	1	up_in_mutant	154028841	154028860	chr4	154028350	154029350	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2119	CTCF_Site
loop_1010	1	up_in_mutant	154031131	154031150	chr4	154030640	154031640	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4409	CTCF_Site
loop_1010	1	up_in_mutant	154046017	154046036	chr4	154045526	154046526	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2848	CTCF_Site
loop_1076	1	down_in_mutant	131760788	131760807	chr5	131760297	131761297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	118971	CTCF_Site
loop_1079	1	down_in_mutant	67727972	67727991	chr5	67727481	67728481	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	118952	CTCF_Site
loop_1079	1	down_in_mutant	67728361	67728380	chr5	67727870	67728870	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	118563	CTCF_Site
loop_1102	1	down_in_mutant	109551069	109551088	chr5	109550578	109551578	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7414	CTCF_Site
loop_1102	1	down_in_mutant	109563030	109563049	chr5	109562539	109563539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3545	CTCF_Site
loop_1102	1	down_in_mutant	109563220	109563239	chr5	109562729	109563729	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3735	CTCF_Site
loop_1103	1	up_in_mutant	83518836	83518855	chr5	83518345	83519345	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	163149	CTCF_Site
loop_1136	1	down_in_mutant	49201044	49201063	chr6	49200553	49201553	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	13403	CTCF_Site
loop_1136	1	down_in_mutant	49203742	49203761	chr6	49203251	49204251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10705	CTCF_Site
loop_1136	1	down_in_mutant	49208472	49208491	chr6	49207981	49208981	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	5975	Polycomb
loop_1153	1	down_in_mutant	18913373	18913392	chr6	18912882	18913882	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	46563	Poised_Enhancer
loop_1164	1	down_in_mutant	45054481	45054500	chr6	45053990	45054990	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4366	CTCF_Site
loop_1168	1	down_in_mutant	128803333	128803352	chr6	128802842	128803842	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	22409	Poised_Enhancer
loop_1168	1	down_in_mutant	128805278	128805297	chr6	128804787	128805787	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20464	CTCF_Site
loop_1168	1	down_in_mutant	128808678	128808697	chr6	128808187	128809187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	17064	CTCF_Site
loop_1205	1	up_in_mutant	115653270	115653289	chr7	115652779	115653779	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	378199	CTCF_Site
loop_1205	1	up_in_mutant	115666676	115666695	chr7	115666185	115667185	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	364793	CTCF_Site
loop_1212	1	up_in_mutant	116676886	116676905	chr7	116676395	116677395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	172025	CTCF_Site
loop_1217	1	up_in_mutant	133713325	133713344	chr7	133712834	133713834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2761	CTCF_Site
loop_1217	1	up_in_mutant	133713572	133713591	chr7	133713081	133714081	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3008	CTCF_Site
loop_1217	1	up_in_mutant	133719224	133719243	chr7	133718733	133719733	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	8660	CTCF_Site
loop_1218	1	up_in_mutant	75910148	75910167	chr7	75909657	75910657	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	61346	Poised_Enhancer
loop_1218	1	up_in_mutant	75914102	75914121	chr7	75913611	75914611	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	65300	CTCF_Site
loop_1221	1	up_in_mutant	116702743	116702762	chr7	116702252	116703252	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	197882	CTCF_Site
loop_1242	1	down_in_mutant	131531123	131531142	chr7	131530632	131531632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11234	CTCF_Site
loop_1242	1	down_in_mutant	131534695	131534714	chr7	131534204	131535204	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7662	CTCF_Site
loop_1309	1	down_in_mutant	19231228	19231247	chr10	19230737	19231737	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	88985	CTCF_Site
loop_1309	1	down_in_mutant	19240177	19240196	chr10	19239686	19240686	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	97934	CTCF_Site
loop_1320	1	down_in_mutant	71401448	71401467	chr10	71400957	71401957	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	53193	CTCF_Site
loop_1320	1	down_in_mutant	71411995	71412014	chr10	71411504	71412504	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	63740	CTCF_Site
loop_1320	1	down_in_mutant	71415337	71415356	chr10	71414846	71415846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	67082	CTCF_Site
loop_1320	1	down_in_mutant	71417287	71417306	chr10	71416796	71417796	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	69032	CTCF_Site
loop_1320	1	down_in_mutant	71421847	71421866	chr10	71421356	71422356	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	73592	CTCF_Site
loop_1320	1	down_in_mutant	71422796	71422815	chr10	71422305	71423305	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	74541	CTCF_Site
loop_1336	1	up_in_mutant	61532128	61532147	chr8	61531637	61532637	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	43902	CTCF_Site
loop_1336	1	up_in_mutant	61540008	61540027	chr8	61539517	61540517	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	51782	CTCF_Site
loop_1342	1	down_in_mutant	44026121	44026140	chr8	44025630	44026630	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	315580	CTCF_Site
loop_1370	1	down_in_mutant	57966867	57966886	chr8	57966376	57967376	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	313343	CTCF_Site
loop_1392	1	up_in_mutant	66378025	66378044	chr14	66377534	66378534	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	33237	CTCF_Site
loop_1392	1	up_in_mutant	66386681	66386700	chr14	66386190	66387190	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	41893	CTCF_Site
loop_1392	1	up_in_mutant	66390958	66390977	chr14	66390467	66391467	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	46170	CTCF_Site
loop_1392	1	up_in_mutant	66392489	66392508	chr14	66391998	66392998	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	47701	CTCF_Site
loop_1407	1	down_in_mutant	14109849	14109868	chr14	14109358	14110358	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10625	CTCF_Site
loop_1407	1	down_in_mutant	14119000	14119019	chr14	14118509	14119509	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	1474	CTCF_Site
loop_1407	1	down_in_mutant	14121014	14121033	chr14	14120523	14121523	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	0	Active_Promoter
loop_1511	1	up_in_mutant	39584737	39584756	chr11	39584246	39585246	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1064232	CTCF_Site
loop_1511	1	up_in_mutant	39589205	39589224	chr11	39588714	39589714	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1068700	CTCF_Site
loop_1514	1	down_in_mutant	36675096	36675115	chr11	36674605	36675605	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	560276	Active_Enhancer
loop_1514	1	down_in_mutant	36692813	36692832	chr11	36692322	36693322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	542559	CTCF_Site
loop_1524	1	down_in_mutant	36030629	36030648	chr11	36030138	36031138	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	49610	CTCF_Site
loop_1524	1	down_in_mutant	36045827	36045846	chr11	36045336	36046336	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	64808	Poised_Enhancer
loop_1524	1	down_in_mutant	36047205	36047224	chr11	36046714	36047714	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	66186	Poised_Enhancer
loop_1533	1	down_in_mutant	90689029	90689048	chr11	90688538	90689538	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	171	CTCF_Site
loop_1533	1	down_in_mutant	90697564	90697583	chr11	90697073	90698073	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	8706	CTCF_Site
loop_1533	1	down_in_mutant	90698016	90698035	chr11	90697525	90698525	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9158	CTCF_Site
loop_1533	1	down_in_mutant	90698442	90698461	chr11	90697951	90698951	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9584	CTCF_Site
loop_1575	1	down_in_mutant	66907631	66907650	chr13	66907140	66908140	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1761	CTCF_Site
loop_1609	1	down_in_mutant	67108999	67109018	chr13	67108508	67109508	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	Active_Promoter
loop_1609	1	down_in_mutant	67109002	67109021	chr13	67108511	67109511	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	Active_Promoter
loop_1614	1	down_in_mutant	37975224	37975243	chr13	37974733	37975733	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	18483	CTCF_Site
loop_1620	1	down_in_mutant	22006491	22006510	chr13	22006000	22007000	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	2741	Polycomb
loop_1638	1	up_in_mutant	109737565	109737584	chr12	109737074	109738074	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	358	CTCF_Site
loop_1639	1	down_in_mutant	38130394	38130413	chr12	38129903	38130903	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	312176	CTCF_Site
loop_1639	1	down_in_mutant	38140232	38140251	chr12	38139741	38140741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	322014	CTCF_Site
loop_1639	1	down_in_mutant	38141170	38141189	chr12	38140679	38141679	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	322952	CTCF_Site
loop_1654	1	up_in_mutant	40225463	40225482	chr12	40224972	40225972	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2160	CTCF_Site
loop_1662	1	down_in_mutant	104932583	104932602	chr12	104932092	104933092	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	67015	Polycomb
loop_1662	1	down_in_mutant	104936414	104936433	chr12	104935923	104936923	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	70846	CTCF_Site
loop_1662	1	down_in_mutant	104939038	104939057	chr12	104938547	104939547	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	70261	Poised_Enhancer
loop_1662	1	down_in_mutant	104939885	104939904	chr12	104939394	104940394	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	69414	Poised_Enhancer
loop_1666	1	down_in_mutant	28579305	28579324	chr12	28578814	28579814	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2708	CTCF_Site
loop_1666	1	down_in_mutant	28589525	28589544	chr12	28589034	28590034	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6510	Poised_Enhancer
loop_1668	1	down_in_mutant	36146436	36146455	chr12	36145945	36146945	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10168	CTCF_Site
loop_1675	1	down_in_mutant	35532339	35532358	chr12	35531848	35532848	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	2189	Poised_Enhancer
loop_1689	1	down_in_mutant	40157882	40157901	chr15	40157391	40158391	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4189	CTCF_Site
loop_1689	1	down_in_mutant	40166878	40166897	chr15	40166387	40167387	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	3805	Active_Enhancer
loop_1699	1	down_in_mutant	41867519	41867538	chr15	41867028	41868028	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1691	CTCF_Site
loop_1715	1	up_in_mutant	86250433	86250452	chr15	86249942	86250942	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	35482	Poised_Enhancer
loop_1715	1	up_in_mutant	86254226	86254245	chr15	86253735	86254735	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	39275	CTCF_Site
loop_1715	1	up_in_mutant	86261472	86261491	chr15	86260981	86261981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	46521	CTCF_Site
loop_1715	1	up_in_mutant	86269327	86269346	chr15	86268836	86269836	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	54376	Poised_Enhancer
loop_1715	1	up_in_mutant	86274862	86274881	chr15	86274371	86275371	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	59911	Poised_Enhancer
loop_1716	1	up_in_mutant	86236409	86236428	chr15	86235918	86236918	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	21458	Active_Enhancer
loop_1716	1	up_in_mutant	86243922	86243941	chr15	86243431	86244431	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	28971	Poised_Enhancer
loop_1716	1	up_in_mutant	86247405	86247424	chr15	86246914	86247914	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	32454	CTCF_Site
loop_1718	1	down_in_mutant	66904453	66904472	chr15	66903962	66904962	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	12641	Polycomb
loop_1722	1	down_in_mutant	67035407	67035426	chr15	67034916	67035916	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	65275	CTCF_Site
loop_1722	1	down_in_mutant	67042784	67042803	chr15	67042293	67043293	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	72652	CTCF_Site
loop_1724	1	up_in_mutant	25801925	25801944	chr15	25801434	25802434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	40745	CTCF_Site
loop_1724	1	up_in_mutant	25805400	25805419	chr15	25804909	25805909	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	37270	CTCF_Site
loop_1724	1	up_in_mutant	25806020	25806039	chr15	25805529	25806529	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	36650	CTCF_Site
loop_1724	1	up_in_mutant	25806767	25806786	chr15	25806276	25807276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	35903	CTCF_Site
loop_1724	1	up_in_mutant	25811892	25811911	chr15	25811401	25812401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	30778	CTCF_Site
loop_1751	1	down_in_mutant	77128875	77128894	chr16	77128384	77129384	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	106932	Poised_Enhancer
loop_1751	1	down_in_mutant	77142965	77142984	chr16	77142474	77143474	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	92842	CTCF_Site
loop_1802	1	down_in_mutant	32125586	32125605	chr17	32125095	32126095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	17744	CTCF_Site
loop_1802	1	down_in_mutant	32126741	32126760	chr17	32126250	32127250	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	18899	CTCF_Site
loop_1802	1	down_in_mutant	32127008	32127027	chr17	32126517	32127517	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	19166	CTCF_Site
loop_1802	1	down_in_mutant	32127367	32127386	chr17	32126876	32127876	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	19525	CTCF_Site
loop_1836	1	down_in_mutant	53503167	53503186	chr17	53502676	53503676	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	23441	CTCF_Site
loop_1836	1	down_in_mutant	53505810	53505829	chr17	53505319	53506319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26084	CTCF_Site
loop_1836	1	down_in_mutant	53518476	53518495	chr17	53517985	53518985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20465	CTCF_Site
loop_1836	1	down_in_mutant	53519551	53519570	chr17	53519060	53520060	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	19390	CTCF_Site
loop_1916	1	down_in_mutant	47256988	47257007	chr1	47256497	47257497	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	209627	CTCF_Site
loop_1932	1	down_in_mutant	65178396	65178415	chr1	65177905	65178905	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	7594	Active_Enhancer
loop_1932	1	down_in_mutant	65179316	65179335	chr1	65178825	65179825	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	6674	Active_Enhancer
loop_1932	1	down_in_mutant	65180045	65180064	chr1	65179554	65180554	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	5945	Active_Enhancer
loop_1937	1	down_in_mutant	45798762	45798781	chr1	45798271	45799271	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3104	Poised_Enhancer
loop_1984	1	down_in_mutant	67856719	67856738	chr18	67856228	67857228	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	56120	CTCF_Site
loop_1984	1	down_in_mutant	67863514	67863533	chr18	67863023	67864023	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	62915	CTCF_Site
loop_1984	1	down_in_mutant	67865285	67865304	chr18	67864794	67865794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	64686	CTCF_Site
loop_1984	1	down_in_mutant	67873708	67873727	chr18	67873217	67874217	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	59039	CTCF_Site
loop_2009	1	down_in_mutant	46110812	46110831	chr19	46110321	46111321	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20575	CTCF_Site
loop_2009	1	down_in_mutant	46119586	46119605	chr19	46119095	46120095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11801	CTCF_Site
loop_2009	1	down_in_mutant	46122268	46122287	chr19	46121777	46122777	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9119	CTCF_Site
loop_2019	1	down_in_mutant	16802878	16802897	chr19	16802387	16803387	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	21453	CTCF_Site
loop_2019	1	down_in_mutant	16808260	16808279	chr19	16807769	16808769	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26835	CTCF_Site
loop_2019	1	down_in_mutant	16820234	16820253	chr19	16819743	16820743	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	38809	CTCF_Site
loop_2091	1	up_in_mutant	165779074	165779093	chr2	165778583	165779583	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	119432	Poised_Enhancer
loop_2091	1	up_in_mutant	165782510	165782529	chr2	165782019	165783019	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	115996	CTCF_Site
loop_2091	1	up_in_mutant	165786659	165786678	chr2	165786168	165787168	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	111847	Poised_Enhancer
loop_2091	1	up_in_mutant	165791883	165791902	chr2	165791392	165792392	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	106623	CTCF_Site
loop_2101	1	down_in_mutant	71526029	71526048	chr2	71525538	71526538	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1574	Repressed_Promoter
loop_2101	1	down_in_mutant	71548021	71548040	chr2	71547530	71548530	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	775	Repressed_Promoter
loop_2107	1	down_in_mutant	3333609	3333628	chr2	3333118	3334118	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	474	Active_Promoter
loop_2118	1	down_in_mutant	39278387	39278406	chr2	39277896	39278896	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	51444	CTCF_Site
loop_2118	1	down_in_mutant	39281188	39281207	chr2	39280697	39281697	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	54245	CTCF_Site
loop_2118	1	down_in_mutant	39299486	39299505	chr2	39298995	39299995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	72543	CTCF_Site
loop_2171	1	down_in_mutant	13700074	13700093	chrX	13699583	13700583	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	38219	CTCF_Site
loop_2171	1	down_in_mutant	13710366	13710385	chrX	13709875	13710875	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	48511	Poised_Enhancer
loop_2171	1	down_in_mutant	13712935	13712954	chrX	13712444	13713444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	51080	CTCF_Site
loop_2202	1	down_in_mutant	84683024	84683043	chr3	84682533	84683533	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	16340	CTCF_Site
loop_2202	1	down_in_mutant	84692997	84693016	chr3	84692506	84693506	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26313	CTCF_Site
loop_2211	1	down_in_mutant	121885043	121885062	chr3	121884552	121885552	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	66988	Poised_Enhancer
loop_2211	1	down_in_mutant	121885123	121885142	chr3	121884632	121885632	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	66908	Poised_Enhancer
loop_2211	1	down_in_mutant	121895899	121895918	chr3	121895408	121896408	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	56132	CTCF_Site
loop_2226	1	down_in_mutant	123353348	123353367	chr3	123352857	123353857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	32250	CTCF_Site
loop_2226	1	down_in_mutant	123372097	123372116	chr3	123371606	123372606	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	13501	Poised_Enhancer
loop_2244	1	up_in_mutant	69755337	69755356	chr3	69754846	69755846	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	32860	CTCF_Site
loop_2244	1	up_in_mutant	69756652	69756671	chr3	69756161	69757161	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	34175	Active_Enhancer
loop_2244	1	up_in_mutant	69772498	69772517	chr3	69772007	69773007	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	50021	CTCF_Site
loop_2292	1	down_in_mutant	66770087	66770106	chr4	66769596	66770596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	56987	CTCF_Site
loop_2323	1	down_in_mutant	81178084	81178103	chr4	81177593	81178593	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	264221	Poised_Enhancer
loop_2323	1	down_in_mutant	81178871	81178890	chr4	81178380	81179380	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	263434	Poised_Enhancer
loop_2323	1	down_in_mutant	81196961	81196980	chr4	81196470	81197470	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	245344	CTCF_Site
loop_2327	1	down_in_mutant	58164343	58164362	chr4	58163852	58164852	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	42006	CTCF_Site
loop_2331	1	down_in_mutant	66523638	66523657	chr4	66523147	66524147	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	118535	Active_Enhancer
