stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category	timepoint	distance_to_tss	nearest_gene_id	nearest_gene_symbol	h3k27ac_overlap	h3k27me3_overlap	h3k4me1_overlap	anchor_type
stripe_0077	chr17	12015000	12060000	12150000	12435000	3prime	shared	1.55481952159519e-17	4.80135762906445e-14	0	0	FALSE	medium	12037500	0.127045350099962	12.6059941233151	1.93319684376694	0.194713208504896	0.676489090469617	FALSE	FALSE	unchanged	unchanged	low	NA	285000	45000	minimal	late	58703	68262	Agpat4	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0078	chr17	18245000	18300000	18300000	19510000	3prime	control_only	0.546975580179033	NA	0	0	FALSE	medium	18272500	0.258490371213796	11.3881132797664	2.27289423187977	0.162719054505464	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	1210000	55000	minimal	late	0	665227	Vmn2r94	FALSE	FALSE	FALSE	Other
stripe_0079	chr17	20710000	20760000	20760000	22945000	3prime	control_only	0.270274246217204	NA	0	0	FALSE	medium	20735000	-0.208151269733071	11.521649370144	1.68085425053628	0.224062705903829	0.700195955949465	FALSE	FALSE	unchanged	lost	medium	TRUE	2185000	50000	minimal	late	17500	171226	Vmn1r228	FALSE	FALSE	FALSE	Other
stripe_0080	chr17	21255000	21290000	21365000	21605000	3prime	mutant_only	NA	1.87518502588114e-09	0	0	TRUE	medium	21272500	0.0318294108941253	12.3378760000382	0.126379767532457	0.729633972826602	0.895148375722202	FALSE	FALSE	unchanged	gained	low	TRUE	240000	35000	minimal	late	0	171235	Vmn1r236	FALSE	FALSE	FALSE	Other
stripe_0081	chr17	67625000	68945000	68945000	69000000	3prime	control_only	0.583464384299115	NA	0	0	TRUE	medium	68285000	0.173753108569434	11.647224600276	1.47641561885103	0.252373081140943	0.764766912548312	FALSE	FALSE	unchanged	lost	low	FALSE	55000	1320000	minimal	late	0	622645	Tmem200c	FALSE	FALSE	TRUE	Other
stripe_0082	chr17	75885000	75945000	75945000	77060000	3prime	mutant_only	NA	0.884191890350331	0	0	FALSE	medium	75915000	0.130710104948033	11.1716310246659	0.618950052041474	0.449764405408458	0.801683743205635	FALSE	FALSE	unchanged	gained	low	TRUE	1115000	60000	minimal	late	23976	100043885	Gm4710	FALSE	FALSE	FALSE	Other
stripe_0083	chr18	17230000	17290000	17290000	19925000	3prime	mutant_only	NA	0.433884286610717	0	0	FALSE	medium	17260000	0.24720808634235	11.4978751268625	2.47594646453507	0.146818942368851	0.647024113948107	FALSE	FALSE	unchanged	gained	medium	TRUE	2635000	60000	minimal	late	0	664619	4921533I20Rik	FALSE	FALSE	FALSE	Other
stripe_0084	chr18	37400000	37750000	37865000	37910000	3prime	shared	2.19256628355821e-17	3.04583073113588e-29	0	0	TRUE	medium	37575000	-0.1503061806368	11.6897590788855	0.551410338170445	0.474901960960858	0.801683743205635	FALSE	FALSE	unchanged	unchanged	low	NA	45000	350000	minimal	late	0	93893	Pcdhb22	FALSE	FALSE	TRUE	Other
stripe_0085	chr18	56350000	56395000	56495000	56780000	3prime	control_only	3.14001565202829e-10	NA	0	0	TRUE	medium	56372500	-0.0795320566117272	11.7315868414885	0.378325239379567	0.552302933540954	0.856283617892952	FALSE	FALSE	unchanged	lost	low	TRUE	285000	45000	minimal	late	5336	107022	Gramd2b	FALSE	FALSE	FALSE	Other
stripe_0086	chr18	59250000	60280000	60280000	60335000	3prime	mutant_only	NA	0.7935576668942	0	0	FALSE	medium	59765000	-0.200219545697318	11.3989202909755	1.29296306771687	0.282136623650033	0.765876472313714	FALSE	FALSE	unchanged	gained	low	FALSE	55000	1030000	minimal	late	0	240327	Iigp1c	FALSE	FALSE	TRUE	Other
stripe_0087	chr18	68040000	68365000	68455000	68500000	3prime	mutant_only	NA	7.52452800870508e-13	0	0	TRUE	medium	68202500	-0.140551866625796	11.992319140258	1.69938615331799	0.221712847278086	0.700195955949465	FALSE	FALSE	unchanged	gained	low	FALSE	45000	325000	minimal	late	0	67897	Rnmt	TRUE	FALSE	TRUE	Promoter
stripe_0088	chr18	68210000	68265000	68265000	69580000	3prime	mutant_only	NA	0.47392368210734	0	0	TRUE	medium	68237500	-0.242268241247057	11.4176444927293	3.5049294488603	0.0908270061486319	0.533007298688536	FALSE	FALSE	unchanged	gained	low	FALSE	1315000	55000	minimal	late	0	102465702	Mir7219	TRUE	FALSE	TRUE	Promoter
stripe_0089	chr18	85925000	86180000	86180000	86240000	3prime	mutant_only	NA	0.0696688483030539	0	0	FALSE	medium	86052500	0.119396120701169	11.1828988967976	0.286073342718133	0.60449034551298	0.866799291214489	FALSE	FALSE	unchanged	gained	low	TRUE	60000	255000	minimal	late	214951	246317	Neto1	FALSE	FALSE	FALSE	Other
stripe_0090	chr19	3485000	3730000	3730000	3785000	3prime	mutant_only	NA	0.946792503135986	0	0	FALSE	medium	3607500	0.138284536881113	12.7516987990505	3.20628448066623	0.103765045620808	0.562829008171559	FALSE	FALSE	unchanged	gained	low	TRUE	55000	245000	minimal	late	0	72056	1810055G02Rik	TRUE	FALSE	TRUE	Promoter
stripe_0091	chr19	5645000	5700000	5700000	5930000	3prime	control_only	0.14527263158485	NA	0	0	FALSE	medium	5672500	0.120973358671503	12.5236654115479	1.13872345053095	0.311120681080423	0.767368431735708	FALSE	FALSE	unchanged	lost	low	FALSE	230000	55000	minimal	late	0	26403	Map3k11	TRUE	FALSE	TRUE	Promoter
stripe_0092	chr19	6350000	6410000	6410000	6695000	3prime	control_only	0.00925441264902008	NA	0	0	FALSE	medium	6380000	0.115975164532926	12.6938047562032	1.29390432434333	0.28197090939287	0.765876472313714	FALSE	FALSE	unchanged	lost	low	FALSE	285000	60000	minimal	late	0	22668	Sf1	TRUE	FALSE	TRUE	Promoter
stripe_0093	chr19	8705000	8970000	9090000	9145000	3prime	mutant_only	NA	2.94113241236535e-06	0	0	TRUE	medium	8837500	0.0560808550579051	13.0644909723926	0.629383066413108	0.446081168316937	0.801683743205635	FALSE	FALSE	unchanged	gained	low	TRUE	55000	265000	minimal	late	0	83673	Snhg1	TRUE	FALSE	TRUE	Promoter
stripe_0094	chr19	34315000	34360000	34450000	34700000	3prime	control_only	3.52149988696679e-09	NA	0	0	TRUE	medium	34337500	-0.111969680200531	11.9537889845895	1.16266717846195	0.306350588925486	0.765876472313714	FALSE	FALSE	unchanged	lost	low	TRUE	250000	45000	minimal	late	24333	14102	Fas	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0095	chr19	40510000	40565000	40565000	40950000	3prime	mutant_only	NA	0.000562953945522208	0	0	FALSE	medium	40537500	-0.0610239355327543	10.9697419803734	0.157147070974268	0.700162862026033	0.877957271123348	FALSE	FALSE	unchanged	gained	low	FALSE	385000	55000	minimal	late	0	20411	Sorbs1	TRUE	FALSE	TRUE	Promoter
stripe_0096	chr19	41240000	41440000	41440000	41500000	3prime	mutant_only	NA	0.00607086031588028	0	0	TRUE	medium	41340000	0.348456792955325	12.4848691923382	10.4594426001145	0.00901142118144614	0.174231835456499	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	200000	weak	late	0	83490	Pik3ap1	FALSE	FALSE	TRUE	Other
stripe_0097	chr19	56400000	56445000	56505000	56885000	3prime	shared	3.95409412902884e-12	1.41016642299121e-09	0	0	TRUE	medium	56422500	0.180449299108375	12.842315729729	1.73322205207263	0.217507882952518	0.700195955949465	FALSE	FALSE	unchanged	unchanged	low	NA	380000	45000	minimal	late	2870	12369	Casp7	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0098	chr2	4410000	4705000	4845000	4890000	3prime	shared	5.30060701148291e-13	4.89530952066389e-19	0	0	TRUE	medium	4557500	-0.352539119275145	12.0823590824142	13.6044054033969	0.00422087335273277	0.120596381506651	FALSE	FALSE	unchanged	unchanged	low	NA	45000	295000	weak	late	0	67229	Prpf18	TRUE	FALSE	TRUE	Promoter
stripe_0099	chr2	6465000	6530000	6530000	7510000	3prime	control_only	0.281835452060045	NA	0	0	FALSE	medium	6497500	-0.0794499995903494	11.6427873210609	0.346945196575017	0.568973795362246	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	980000	65000	minimal	late	142332	98910	Usp6nl	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0100	chr2	26890000	27145000	27215000	27260000	3prime	control_only	7.70480229093317e-34	NA	0	0	TRUE	medium	27017500	0.261830500610608	11.4083989838263	3.58159092092772	0.087837164276415	0.533007298688536	FALSE	FALSE	unchanged	lost	low	FALSE	45000	255000	minimal	late	0	77794	Adamtsl2	TRUE	FALSE	TRUE	Promoter
stripe_0101	chr2	30400000	30465000	30465000	30985000	3prime	shared	0.604869413945869	0.571300565219334	0	0	FALSE	medium	30432500	0.167432023402269	12.1170207490303	2.31729384493182	0.15905817665757	0.647024113948107	FALSE	FALSE	unchanged	unchanged	low	NA	520000	65000	minimal	late	0	12908	Crat	TRUE	FALSE	TRUE	Promoter
stripe_0102	chr2	59095000	59160000	59160000	59365000	3prime	shared	2.22055336732453e-14	1.62263466513341e-06	1	0	FALSE	medium	59127500	-0.100045820266823	11.5992306363518	0.755534930126384	0.405202267416142	0.776578761225745	FALSE	FALSE	unchanged	unchanged	low	NA	205000	65000	minimal	late	682	227933	Ccdc148	TRUE	FALSE	FALSE	Promoter
stripe_0103	chr2	63060000	64690000	64690000	64745000	3prime	mutant_only	NA	0.147161091135365	0	0	FALSE	medium	63875000	0.150649416000496	11.2590223451863	1.11674399135269	0.315595188122563	0.767368431735708	FALSE	FALSE	unchanged	gained	low	TRUE	55000	1630000	minimal	late	0	60344	Fign	FALSE	FALSE	TRUE	Other
stripe_0104	chr2	84455000	84460000	84625000	84845000	3prime	control_only	7.9649649438603e-21	NA	0	0	FALSE	low	84457500	0.221551184538054	11.5038393527606	0.888105768068067	0.368302088961424	0.776578761225745	FALSE	FALSE	unchanged	lost	low	FALSE	220000	5000	minimal	late	16774	21788	Tfpi	FALSE	FALSE	FALSE	Other
stripe_0105	chr2	94015000	94070000	94145000	94425000	3prime	mutant_only	NA	9.67688371552739e-28	0	0	TRUE	medium	94042500	-0.0453404764332521	12.8115941745182	0.299302772554446	0.596371606147229	0.866799291214489	FALSE	FALSE	unchanged	gained	low	FALSE	280000	55000	minimal	late	4192	69113	Alkbh3	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0106	chr2	101885000	101930000	102015000	102470000	3prime	mutant_only	NA	2.01490831473596e-24	0	0	TRUE	medium	101907500	-0.0725324834141436	12.6925076819546	0.735500517971662	0.411280382577525	0.776578761225745	FALSE	FALSE	unchanged	gained	low	FALSE	455000	45000	minimal	late	0	76501	Commd9	TRUE	FALSE	TRUE	Promoter
stripe_0107	chr2	104425000	104480000	104585000	104850000	3prime	control_only	8.48736138063805e-10	NA	0	0	FALSE	low	104452500	-0.0776779012163039	12.0455303474439	0.535920456463969	0.481010245923381	0.801683743205635	FALSE	FALSE	unchanged	lost	low	TRUE	265000	55000	minimal	late	0	100316678	Mir1902	FALSE	FALSE	TRUE	Other
stripe_0108	chr2	109885000	109930000	109970000	110245000	3prime	shared	2.39226888904845e-20	2.07888681180651e-14	0	0	TRUE	medium	109907500	0.0434337695997662	13.5740808216537	0.40682371799515	0.537981844713249	0.844250395553738	FALSE	FALSE	unchanged	unchanged	low	NA	275000	45000	minimal	late	0	22343	Lin7c	TRUE	FALSE	TRUE	Promoter
stripe_0109	chr2	124055000	125170000	125170000	125235000	3prime	mutant_only	NA	0.117195223974933	0	1	FALSE	medium	124612500	-0.240630758150045	12.6479139863747	6.58441660707426	0.0281780785567256	0.285337661222436	FALSE	FALSE	unchanged	gained	low	FALSE	65000	1115000	minimal	late	0	75946	4930583P06Rik	TRUE	FALSE	TRUE	Promoter
stripe_0110	chr2	131800000	131845000	131885000	132135000	3prime	control_only	8.03878894905232e-13	NA	0	0	TRUE	medium	131822500	0.234190524893172	13.473667154905	6.40177090453545	0.0299604544283557	0.285337661222436	FALSE	FALSE	unchanged	lost	low	FALSE	250000	45000	minimal	late	2682	414081	5330413P13Rik	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0111	chr2	132470000	132750000	132760000	132825000	3prime	mutant_only	NA	0.000169671458213849	0	0	FALSE	medium	132610000	-0.0196039044393154	11.2663269038168	0.0184244797500931	0.894735373338533	0.987099705804251	FALSE	FALSE	unchanged	gained	low	FALSE	65000	280000	minimal	late	0	767814	AU019990	TRUE	FALSE	TRUE	Promoter
stripe_0112	chr2	137210000	137265000	137265000	139755000	3prime	mutant_only	NA	0.891783295613556	0	0	FALSE	medium	137237500	0.1159194728633	11.7011002382887	0.558843879073278	0.472018390091311	0.801683743205635	FALSE	FALSE	unchanged	gained	low	TRUE	2490000	55000	minimal	late	93355	16449	Jag1	FALSE	FALSE	FALSE	Other
stripe_0113	chr2	151125000	151620000	151620000	151675000	3prime	control_only	0.286591749849676	NA	0	0	FALSE	medium	151372500	0.436758219781953	10.8654804747511	4.72804219358617	0.0548860828114769	0.439088662491815	FALSE	FALSE	unchanged	lost	low	FALSE	55000	495000	weak	late	0	74660	4930442J19Rik	TRUE	FALSE	TRUE	Promoter
stripe_0114	chr2	157235000	157515000	157550000	157595000	3prime	mutant_only	NA	1.40558701232641e-15	0	0	TRUE	medium	157375000	0.347449804711086	12.3804878078727	10.2256926409972	0.00958275095010745	0.174231835456499	FALSE	FALSE	unchanged	gained	medium	TRUE	45000	280000	weak	late	0	69161	Manbal	TRUE	FALSE	TRUE	Promoter
stripe_0115	chr2	162630000	163455000	163455000	163520000	3prime	mutant_only	NA	0.012601518883017	0	1	FALSE	medium	163042500	0.160194457485804	11.1405845596965	0.767118485173987	0.401753341615849	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	65000	825000	minimal	late	0	77288	9430021M05Rik	TRUE	FALSE	TRUE	Promoter
stripe_0116	chr2	167665000	167710000	167845000	168100000	3prime	control_only	2.62613461583632e-12	NA	0	0	TRUE	medium	167687500	0.00227788080116856	11.767796966993	0.000404413346702562	0.984353022081533	0.993028256771049	FALSE	FALSE	unchanged	lost	low	FALSE	255000	45000	minimal	late	0	407243	Peds1	FALSE	FALSE	TRUE	Other
stripe_0117	chr2	170455000	170740000	170850000	170895000	3prime	shared	1.90181842575154e-17	5.45011586349541e-20	0	0	TRUE	medium	170597500	0.014783332337615	11.8913096938129	0.0086158038656338	0.927887226875432	0.987099705804251	FALSE	FALSE	unchanged	unchanged	low	NA	45000	285000	minimal	late	0	76829	Dok5	TRUE	FALSE	TRUE	Promoter
stripe_0118	chr3	47175000	47400000	47400000	47455000	3prime	mutant_only	NA	0.942660995318714	0	0	FALSE	medium	47287500	0.0719735300492712	11.1857442250819	0.122125451256925	0.734021668092206	0.895148375722202	FALSE	FALSE	unchanged	gained	low	TRUE	55000	225000	minimal	late	274217	102465199	Mir6379	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0119	chr3	53010000	53065000	53210000	53520000	3prime	shared	6.52310937854878e-31	3.4925496643262e-46	0	0	TRUE	medium	53037500	-0.135219427803242	13.2016247937887	1.16411042778441	0.306066159935401	0.765876472313714	FALSE	FALSE	unchanged	unchanged	low	NA	310000	55000	minimal	late	0	67542	Cog6	TRUE	FALSE	TRUE	Promoter
stripe_0120	chr3	96910000	96955000	97075000	97385000	3prime	control_only	4.97621842873168e-18	NA	0	0	TRUE	medium	96932500	-0.122997325535848	12.5472012043928	0.805775566299317	0.390568392423727	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	310000	45000	minimal	late	0	14616	Gja8	FALSE	FALSE	TRUE	Other
stripe_0121	chr3	109675000	109735000	109735000	110140000	3prime	control_only	0.0293410476640762	NA	0	0	FALSE	medium	109705000	-0.0684716951939703	11.5741387490007	0.290723910788771	0.601608678018024	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	405000	60000	minimal	late	334346	57257	Vav3	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0122	chr3	136665000	136980000	137085000	137130000	3prime	shared	2.83044489665696e-09	8.02324379416789e-11	0	0	TRUE	medium	136822500	0.00115150615426693	12.2780091234397	7.72838246094152e-05	0.993159494757104	0.993159494757104	FALSE	FALSE	unchanged	unchanged	low	NA	45000	315000	minimal	late	0	19055	Ppp3ca	TRUE	FALSE	TRUE	Promoter
stripe_0123	chr4	8665000	8945000	8995000	9050000	3prime	shared	9.54278250815741e-37	3.28373973203708e-42	0	0	TRUE	medium	8805000	-0.106124417946848	12.2751809559678	1.23191030838998	0.293130348955537	0.765876472313714	FALSE	FALSE	unchanged	unchanged	low	NA	55000	280000	minimal	late	0	320790	Chd7	TRUE	FALSE	TRUE	Promoter
stripe_0124	chr4	51040000	51100000	51100000	52925000	3prime	mutant_only	NA	0.0424174692173509	0	0	FALSE	medium	51070000	0.230900015784294	11.4541106876657	3.0242290467302	0.112803369880164	0.579427192696091	FALSE	FALSE	unchanged	gained	medium	TRUE	1825000	60000	minimal	late	116677	74914	Cylc2	FALSE	FALSE	FALSE	Other
stripe_0125	chr4	78430000	79230000	79230000	79290000	3prime	mutant_only	NA	0.559258332582596	0	0	FALSE	medium	78830000	0.2292632502557	11.2831300278533	2.23406509213415	0.166010472752436	0.647024113948107	FALSE	FALSE	unchanged	gained	medium	TRUE	60000	800000	minimal	late	218038	19266	Ptprd	FALSE	FALSE	FALSE	Other
stripe_0126	chr4	88020000	88285000	88285000	88345000	3prime	shared	0.815762621480549	0.359161720692529	0	0	FALSE	medium	88152500	-0.124826026466227	12.374188859224	1.89347051632178	0.198979270934354	0.676489090469617	FALSE	FALSE	unchanged	unchanged	low	NA	60000	265000	minimal	late	0	735282	Mir491	TRUE	FALSE	TRUE	Promoter
stripe_0127	chr4	102690000	102755000	102755000	103000000	3prime	control_only	0.000508788655471254	NA	0	0	TRUE	medium	102722500	-0.0880164063906748	12.2407926374476	0.606605407858861	0.454186974785579	0.801683743205635	FALSE	FALSE	unchanged	lost	low	TRUE	245000	65000	minimal	late	0	73094	Sgip1	FALSE	FALSE	FALSE	Other
stripe_0128	chr4	111925000	112805000	112805000	112860000	3prime	mutant_only	NA	0.423309610782483	0	0	FALSE	medium	112365000	-0.0573513600387281	11.4491842928755	0.158251459707939	0.699169786548944	0.877957271123348	FALSE	FALSE	unchanged	gained	low	FALSE	55000	880000	minimal	late	0	639781	Skint1	FALSE	FALSE	FALSE	Other
stripe_0129	chr4	113095000	113965000	113965000	114025000	3prime	control_only	0.0390841351547344	NA	0	0	FALSE	medium	113530000	0.271861376171516	11.1826260691993	2.39560484137058	0.152859736051532	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	60000	870000	minimal	late	0	230622	Skint6	FALSE	FALSE	FALSE	Other
stripe_0130	chr4	120565000	120610000	120645000	120990000	3prime	mutant_only	NA	1.1103292851098e-21	0	0	TRUE	medium	120587500	-0.0117060246886415	14.2991351449659	0.0538777104179508	0.821150826008656	0.961394446830075	FALSE	FALSE	unchanged	gained	low	FALSE	345000	45000	minimal	late	0	667063	Gm8439	TRUE	FALSE	TRUE	Promoter
stripe_0131	chr4	123465000	123790000	123880000	123925000	3prime	shared	2.4098454804636e-32	2.92255707662973e-26	1	1	TRUE	medium	123627500	-0.174073856324862	11.9281006453464	2.26532026344236	0.163353728797851	0.647024113948107	FALSE	FALSE	unchanged	unchanged	low	NA	45000	325000	minimal	late	0	68050	Akirin1	TRUE	FALSE	TRUE	Promoter
stripe_0132	chr4	136195000	136505000	136595000	136640000	3prime	shared	5.14412875684035e-21	1.60701451527048e-22	0	0	TRUE	medium	136350000	0.00508387242242202	11.9160037455916	0.00256721182406926	0.960592725829445	0.993028256771049	FALSE	FALSE	unchanged	unchanged	low	NA	45000	310000	minimal	late	0	74326	Hnrnpr	TRUE	FALSE	TRUE	Promoter
stripe_0133	chr4	143760000	143820000	143820000	147325000	3prime	control_only	0.375249627733456	NA	0	0	FALSE	medium	143790000	0.0708684901870976	11.3887436374104	0.277795366294941	0.609695465850524	0.866799291214489	FALSE	FALSE	unchanged	lost	low	FALSE	3505000	60000	minimal	late	0	381569	Pramel26	FALSE	FALSE	FALSE	Other
stripe_0134	chr5	6355000	6415000	6415000	7550000	3prime	control_only	0.599509955505211	NA	0	0	FALSE	medium	6385000	0.3288778516914	11.6176293269872	4.06576362933947	0.0715439572386753	0.493406601646036	FALSE	FALSE	unchanged	lost	low	FALSE	1135000	60000	weak	late	605673	70358	Steap1	FALSE	FALSE	FALSE	Other
stripe_0135	chr5	52870000	53105000	53105000	53165000	3prime	mutant_only	NA	0.700623744719673	0	0	TRUE	medium	52987500	0.0822984004122573	12.456769166844	0.503296207884983	0.494338247727698	0.810940783335059	FALSE	FALSE	unchanged	gained	low	TRUE	60000	235000	minimal	late	0	75954	5033403H07Rik	FALSE	FALSE	TRUE	Other
stripe_0136	chr5	54210000	54270000	54270000	54515000	3prime	control_only	0.937327671813225	NA	0	0	FALSE	medium	54240000	-0.120437444284665	10.9745137365426	0.260114181787296	0.621160121148757	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	245000	60000	minimal	late	79990	330086	Gm10440	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0137	chr5	63880000	63925000	64035000	64315000	3prime	shared	3.52912713987216e-08	1.14917605759572e-11	0	0	TRUE	medium	63902500	-0.0952938031954019	12.3097289093691	0.919663168002002	0.360278417310152	0.776578761225745	FALSE	FALSE	unchanged	unchanged	low	NA	280000	45000	minimal	late	43896	100532	Rell1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0138	chr5	79180000	80300000	80300000	80355000	3prime	control_only	0.204274006772786	NA	0	0	FALSE	medium	79740000	-0.236714304167821	11.1862469484386	1.88542425756077	0.199859616603403	0.676489090469617	FALSE	FALSE	unchanged	lost	medium	TRUE	55000	1120000	minimal	late	720137	319387	Adgrl3	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0139	chr5	85235000	85455000	85455000	85510000	3prime	control_only	0.838881013228584	NA	0	0	FALSE	medium	85345000	-0.152176469400413	11.7139590265836	0.303060525960324	0.594109003797249	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	55000	220000	minimal	late	610582	12617	Cenpc1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0140	chr5	96740000	98440000	98440000	98480000	3prime	control_only	0.202380453111099	NA	0	0	FALSE	medium	97590000	0.0288738441028609	11.6219370705488	0.0533620381112521	0.821992252039714	0.961394446830075	FALSE	FALSE	unchanged	lost	low	FALSE	40000	1700000	minimal	late	0	97243	Naa11	TRUE	FALSE	TRUE	Promoter
stripe_0141	chr5	110330000	110385000	110420000	110685000	3prime	shared	3.42291244009621e-11	5.06087090231116e-16	0	0	TRUE	medium	110357500	0.0207967881337526	13.137363460769	0.0557003936538036	0.818210887958563	0.961394446830075	FALSE	FALSE	unchanged	unchanged	low	NA	265000	55000	minimal	late	0	381667	Lrcol1	TRUE	FALSE	TRUE	Promoter
stripe_0142	chr5	113345000	113390000	113470000	113825000	3prime	shared	2.09733454045482e-18	3.0018479205899e-09	0	0	TRUE	medium	113367500	0.0455204024386721	13.3768629944057	0.402069702228058	0.540320253154392	0.844250395553738	FALSE	FALSE	unchanged	unchanged	low	NA	355000	45000	minimal	late	0	503692	Aym1	TRUE	FALSE	TRUE	Promoter
stripe_0143	chr5	122375000	122650000	122705000	122740000	3prime	mutant_only	NA	3.24996407233576e-09	1	0	FALSE	low	122512500	-0.0696570465760187	13.1935226896186	0.790384118875961	0.394961991066168	0.776578761225745	FALSE	FALSE	unchanged	gained	low	FALSE	35000	275000	minimal	late	0	56378	Arpc3	TRUE	FALSE	TRUE	Promoter
stripe_0144	chr5	123540000	123775000	123895000	123930000	3prime	mutant_only	NA	2.96446616291036e-29	0	0	TRUE	medium	123657500	0.00396891558551637	12.0371331474228	0.000860537040784263	0.977177340925362	0.993028256771049	FALSE	FALSE	unchanged	gained	low	TRUE	35000	235000	minimal	late	0	77573	Vps33a	TRUE	FALSE	TRUE	Promoter
stripe_0145	chr5	124860000	125110000	125250000	125295000	3prime	shared	1.06063056632075e-18	6.78862939874229e-29	0	0	TRUE	medium	124985000	-0.230807110298466	12.3099151377965	4.09881675748148	0.0705745368534433	0.493406601646036	FALSE	FALSE	unchanged	unchanged	low	NA	45000	250000	minimal	late	0	73121	Rflna	TRUE	FALSE	TRUE	Promoter
stripe_0146	chr5	131025000	131080000	131080000	132195000	3prime	control_only	0.721930645899533	NA	0	0	FALSE	medium	131052500	0.0700819359309464	12.2926391515906	0.149926677664315	0.706755603254295	0.877957271123348	FALSE	FALSE	unchanged	lost	low	FALSE	1115000	55000	minimal	late	228496	212996	Galnt17	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0147	chr5	138795000	139075000	139150000	139205000	3prime	control_only	3.20535340940845e-19	NA	2	1	TRUE	high	138935000	-0.00942735314164655	11.7135340804322	0.00543719433535543	0.942680219043059	0.987099705804251	FALSE	FALSE	unchanged	lost	low	TRUE	55000	280000	minimal	late	0	384244	Foxl3	TRUE	FALSE	TRUE	Promoter
stripe_0148	chr5	138825000	138870000	138960000	139255000	3prime	shared	3.51843296485471e-29	1.02829018909331e-11	2	1	TRUE	high	138847500	-0.0174003970850253	12.469874415396	0.028425954709095	0.869488148383803	0.971495137858998	FALSE	FALSE	unchanged	unchanged	low	NA	295000	45000	minimal	late	4919	384244	Foxl3	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0149	chr5	138825000	138870000	138965000	139255000	3prime	mutant_only	NA	3.37492365346616e-30	2	1	TRUE	medium	138847500	-0.0174003970850253	12.469874415396	0.028425954709095	0.869488148383803	0.971495137858998	FALSE	FALSE	unchanged	gained	low	FALSE	290000	45000	minimal	late	4919	384244	Foxl3	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0150	chr6	5615000	5670000	5735000	6000000	3prime	control_only	3.8204878705305e-28	NA	0	0	TRUE	medium	5642500	0.114849139921532	12.8098589003421	2.20847104560791	0.168226269626508	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	265000	55000	minimal	late	55638	13426	Dync1i1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0151	chr6	19135000	20735000	20735000	20795000	3prime	mutant_only	NA	0.511887736535467	0	0	FALSE	medium	19935000	-0.106402943854748	12.0487973326524	0.883091379039826	0.369601633914506	0.776578761225745	FALSE	FALSE	unchanged	gained	low	FALSE	60000	1600000	minimal	late	0	74725	4930524B17Rik	TRUE	FALSE	TRUE	Promoter
stripe_0152	chr6	24680000	24740000	24740000	25770000	3prime	control_only	0.746391571503288	NA	0	0	FALSE	medium	24710000	-0.274118216917043	11.4983288055397	2.79645146417329	0.12556485219157	0.612511474105217	FALSE	FALSE	unchanged	lost	medium	TRUE	1030000	60000	minimal	late	0	74409	Hyal6	FALSE	FALSE	FALSE	Other
stripe_0153	chr6	49035000	49080000	49145000	49390000	3prime	shared	8.17872919431419e-18	2.50994373027535e-13	0	0	TRUE	medium	49057500	0.0433849997043381	12.5972962142491	0.129810802321256	0.726156395651864	0.895148375722202	FALSE	FALSE	unchanged	unchanged	low	NA	245000	45000	minimal	late	0	93695	Gpnmb	TRUE	FALSE	TRUE	Promoter
stripe_0154	chr6	50570000	50860000	50915000	50960000	3prime	shared	6.92151237196472e-16	3.25261095909931e-06	0	0	TRUE	medium	50715000	-0.246208703553037	12.2042114181214	5.2721077594076	0.044663726201832	0.383351211729828	FALSE	FALSE	unchanged	unchanged	low	NA	45000	290000	minimal	late	0	70821	Spmip4	TRUE	FALSE	TRUE	Promoter
