enh_key	chr	start	end	delta_activity	activity_base_WT	activity_base_KO	mean_delta_abc	mean_delta_unnorm	max_abs_delta_unnorm	n_genes	has_H3K27ac	Fold	FDR	Conc	Conc_mut	Conc_ctrl	p.value	median_distance
chr10:34206432-34207297	chr10	34206432	34207297	1.643505	1.902148	3.545653	0.0185163333333333	0.013625	0.02629	3	FALSE	0.0605497090426032	0.82075655486043	6.89034846245041	6.92131267504486	6.85870506875391	0.631904807174588	110345.5
chr10:34280508-34281008	chr10	34280508	34281008	-0.13637	2.843656	2.707286	-0.00274616666666667	-0.00858383333333333	0.047591	6	FALSE	0.98054286370684	0.000681671317637982	5.48551879544002	6.03563911519325	4.58526426649366	2.62153451730189e-05	112908.5
chr10:34281939-34282450	chr10	34281939	34282450	0.0635309999999993	11.556661	11.620192	0.000997461538461539	0.00759369230769231	0.048285	13	TRUE	0.321470589938926	0.262044320467293	5.33085228321276	5.58298172084062	5.02512862884903	0.076956530292443	262570.5
chr10:34297191-34297835	chr10	34297191	34297835	1.216421	10.925657	12.142078	-1.91818181818186e-05	0.0166192727272727	0.055475	11	TRUE	-0.0766814260469037	0.824870946670135	5.75485892350657	5.69031277473248	5.81664052332745	0.638742839795454	200994
chr10:34316736-34317236	chr10	34316736	34317236	1.745693	13.228212	14.973905	-0.000691545454545453	0.0355677272727273	0.095813	11	TRUE	1.11184203108512	1.18651907406839e-08	6.50918131337811	7.0152406282048	5.72289378258475	7.17747867893112e-11	189002
chr10:3440998-3441498	chr10	3440998	3441498	2.920957	3.82922	6.750177	0.029097	0.081863	0.16534	3	FALSE	0.0214144049616494	0.951195568099815	7.76214895266417	7.77521347422573	7.74896504157565	0.881810493869714	98991
chr10:34418302-34418832	chr10	34418302	34418832	-0.46394	6.451362	5.987422	0.002094125	-6.92499999999999e-05	0.026803	8	FALSE	0.536393302537483	0.010621913831408	6.34983107809489	6.64234975503211	5.98251501972422	0.000789788371561402	306315.5
chr10:34904218-34904718	chr10	34904218	34904718	1.440262	1.664628	3.10489	0.021282	0.007299	0.007299	1	FALSE	0.301459453748272	0.166909769417399	7.01349875473465	7.1977463728586	6.80222744939115	0.0375225112609482	421070
chr10:3531351-3531851	chr10	3531351	3531851	0.371726	0.915174	1.2869	0.009072	0.02665	0.02665	1	FALSE	0.102911478199674	0.728333157422359	6.24623881329475	6.30756285971372	6.18219192388022	0.488121071588884	8638
chr10:3562182-3562682	chr10	3562182	3562682	-0.08071	0.855258	0.774548	-0.00984	-0.009372	0.009372	1	FALSE	-0.332103413842009	0.236859117615133	4.79826011614764	4.51196990717373	5.03703726339244	0.0652649270646033	22193
chr10:35654727-35655227	chr10	35654727	35655227	0.191274	1.107109	1.298383	-0.004782	-0.000601	0.000601	1	FALSE	-0.0615218385270606	0.874620857740682	3.28251566856647	3.1885804196595	3.37070680377442	0.725574937779195	56915
chr10:36505943-36506443	chr10	36505943	36506443	0.929147	2.545914	3.475061	0.0216135	0.005825	0.006999	2	TRUE	0.130102398043542	0.521199446353635	8.23618263273981	8.31058109854259	8.15773789826841	0.25465358850456	1408548
chr10:36506563-36507313	chr10	36506563	36507313	3.163053	10.39121	13.554263	0.03495225	0.0176365	0.043598	4	TRUE	0.130102398043542	0.521199446353635	8.23618263273981	8.31058109854259	8.15773789826841	0.25465358850456	1409293
chr10:36729595-36730095	chr10	36729595	36730095	0.951988	3.029697	3.981685	-0.048932	-0.009475	0.009475	1	TRUE	0.327146242127713	0.122780792511411	6.68368042608892	6.87429718653616	6.46398799977608	0.0233616102914645	1017953
chr10:3696912-3697412	chr10	3696912	3697412	0.211186	1.694622	1.905808	0.003373	0.006278	0.006278	1	FALSE	-0.0836376729439522	0.8126729319437	4.52350600531217	4.46906869248465	4.57596370188588	0.617709617374626	43201
chr10:36974293-36974874	chr10	36974293	36974874	0.514329999999999	15.040898	15.555228	0.00349546666666667	0.00360086666666667	0.044806	15	TRUE	0.353810902018557	0.122873216155183	6.45331697948966	6.66898460300429	6.1996449380332	0.023387345857029	2159391.5
chr10:37078423-37078923	chr10	37078423	37078923	-0.244178	2.023894	1.779716	0.01054	0.0013305	0.004397	2	FALSE	0.462060551462385	0.0349006359741297	6.05070256116004	6.31713939953781	5.72365572451078	0.00385433915901183	1205084.5
chr10:37136875-37137375	chr10	37136875	37137375	0.990161	7.974217	8.964378	0.0270461666666667	0.035523	0.088189	6	TRUE	0.0476649187334443	0.888871912052364	6.31398750993392	6.35004416559154	6.27700655587897	0.751824106098167	592648
chr10:37138670-37139651	chr10	37138670	37139651	-1.011814	6.130489	5.118675	0.00287266666666667	-0.00115133333333333	0.014768	3	TRUE	0.306963062629735	0.197477489527388	5.74352093726515	5.94389036388947	5.51076462717987	0.0487733928526825	982900.5
chr10:37141038-37141538	chr10	37141038	37141538	-1.787348	6.34866	4.561312	-0.0109675	-0.12535075	0.247852	4	TRUE	0.211395424433646	0.42072886554802	5.91888734408786	6.06246010041412	5.7594314576087	0.172277704131898	99282.5
chr10:3715361-3715861	chr10	3715361	3715861	0.09415	1.59383	1.68798	0.006998	0.012217	0.012217	1	FALSE	-0.00633114961898076	0.987878475171125	5.7483345843439	5.74275279761236	5.75389485835006	0.96862517934217	24752
chr10:3717951-3718451	chr10	3717951	3718451	0.377195	1.46026	1.837455	0.014636	0.022238	0.022238	1	FALSE	-0.151126270277335	0.575170473831604	5.93648418103646	5.82225864990411	6.0423256459724	0.30595920009667	22162
chr10:37314946-37315446	chr10	37314946	37315446	-1.619313	4.725601	3.106288	-0.024188	-0.036561	0.058491	2	FALSE	0.593149292739341	0.000237458439897955	7.04896524705758	7.34676993826031	6.67325813280613	7.48456200681252e-06	414577
chr10:37357631-37358131	chr10	37357631	37358131	-0.927399	1.98505	1.057651	-0.016031	-0.027752	0.027752	1	FALSE	0.378846978434817	0.149672073668935	5.62441890300413	5.8761430393515	5.31929167621344	0.0316749169727589	20396
chr10:37397273-37397773	chr10	37397273	37397773	-5.244622	9.302504	4.057882	-0.0333286	-0.081305	0.140844	5	TRUE	0.61473728667927	0.00212808003579133	7.1560020070196	7.48110068840968	6.73566466325513	0.000104679111362318	258603
chr10:37400908-37401408	chr10	37400908	37401408	-3.184116	4.905292	1.721176	-0.027089	-0.042363	0.042363	1	TRUE	0.394321891763707	0.0509161993965684	6.24111656887431	6.46755326203068	5.97240106808658	0.00647749266685801	63673
chr10:3741034-3741534	chr10	3741034	3741534	0.273401	0.930311	1.203712	0.032915	0.053373	0.053373	1	FALSE	-0.167745842964857	0.57085261143005	5.5010019206709	5.34367532120423	5.64284647653365	0.301605289158105	921
chr10:37907765-37908265	chr10	37907765	37908265	-2.36688	15.483774	13.116894	-0.0151675	-0.0692661666666667	0.164786	6	TRUE	0.64627938294416	5.33841191819777e-06	7.82797624238972	8.14081153907391	7.42796720196981	8.88767471987769e-08	768854.5
chr10:37995781-37996281	chr10	37995781	37996281	-3.045896	15.072892	12.026996	-0.000370166666666668	-0.0334835	0.093432	6	TRUE	1.14706595497833	7.47688874693314e-14	7.42303625085606	7.91689381980934	6.66620519038023	8.33167937627529e-17	856870.5
chr10:38553848-38554348	chr10	38553848	38554348	0.36005	3.246548	3.606598	0.0166355	0.0532375	0.053239	2	FALSE	0.332856478423213	0.0847736880033	6.77891434575474	6.97365846324992	6.55371844590897	0.0134445843299816	1414937.5
chr10:38908205-38908705	chr10	38908205	38908705	0.52717	1.441452	1.968622	0.00393	0.007232	0.007232	1	FALSE	0.0704552018644012	0.809615487483386	6.39009599986913	6.43982143758775	6.33859530320998	0.612824404562568	57059
chr10:39133664-39134225	chr10	39133664	39134225	0.493365	6.935697	7.429062	-0.00784575	0.01316325	0.03064	4	FALSE	0.619334769444591	0.0115615238355958	6.21765346148043	6.57640964929519	5.73906633412162	0.000882045098014267	103869
chr10:39165588-39166088	chr10	39165588	39166088	0.404773	1.83838	2.243153	0.0164075	0.0648665	0.097107	2	FALSE	0.593782727899202	0.00757022767936607	6.0242199414414	6.35103286841016	5.60100411998071	0.000512468120344446	4729
chr10:39170130-39170630	chr10	39170130	39170630	-0.276405	1.809054	1.532649	-0.003709	-0.031152	0.04497	2	FALSE	0.373646841366005	0.133506939715903	5.1144424265961	5.35720441886917	4.82239863850638	0.0266581737895488	4729
chr10:39171150-39172065	chr10	39171150	39172065	0.0477940000000014	13.238297	13.286091	0.00266630769230769	0.00118661538461539	0.058956	13	FALSE	0.104735921773818	0.734784848459876	6.66492415263425	6.74346596709827	6.58185900396327	0.496536841428273	206093.5
chr10:39239839-39240339	chr10	39239839	39240339	-0.0268210000000002	1.438886	1.412065	-0.001934	0.00355	0.00355	1	FALSE	0.0543444444778237	0.864723826089762	6.57697472470336	6.60573696278974	6.54762738464802	0.707407156010088	4956
chr10:3931754-3932254	chr10	3931754	3932254	0.359643	0.821496	1.181139	0.01129	0.021676	0.021676	1	FALSE	-0.386634022482696	0.157164204584545	4.24998250002358	3.893828174071	4.53539145969634	0.0341298722380542	391765
chr10:39369471-39369971	chr10	39369471	39369971	21.524789	0	21.524789	0.0098445625	0.0177295	0.127739	16	TRUE	-0.0397178421288264	0.911065565903187	7.20477369699236	7.17048233801021	7.23826887388201	0.796502533624973	466862
chr10:39403651-39404596	chr10	39403651	39404596	-1.274871	9.569876	8.295005	0.00125925	0.004402	0.013792	4	TRUE	0.203465696502943	0.44262246704239	5.93236183399606	6.06518352926089	5.78606041884941	0.188827532957158	298844
chr10:3943821-3944321	chr10	3943821	3944321	-0.045901	0.869633	0.823732	-0.004198	-0.001216	0.001216	1	FALSE	0.344455608148763	0.205141220146546	5.2162096906209	5.4468564907587	4.94153923276448	0.0518315437136724	403832
chr10:39459224-39459724	chr10	39459224	39459724	-1.304896	10.694633	9.389737	-0.01251	-0.01866475	0.044641	4	TRUE	0.271430171778653	0.222376164058996	6.83660206711231	7.00235487073292	6.64930357501818	0.059120754343296	946575.5
chr10:39471284-39472142	chr10	39471284	39472142	-0.891714	7.625129	6.733415	0.0097525	-0.0079375	0.025296	2	TRUE	0.305369311075567	0.196020168386275	6.04928476319096	6.23998421203759	5.82948243909166	0.0482080324442591	2607491.5
chr10:39498592-39499092	chr10	39498592	39499092	0.380728	4.612027	4.992755	0.004428	0.020126	0.020126	1	TRUE	0.116056460434746	0.694123351335018	5.78758094368715	5.8629580860127	5.70804737753865	0.443384153172821	253797
chr10:39506765-39507265	chr10	39506765	39507265	0.708546	5.075303	5.783849	0.0029155	0.0306325	0.064239	2	TRUE	0.0793752194674047	0.808425378593842	6.16931356708386	6.2223529669517	6.11424955091494	0.611235466682923	200065.5
chr10:39518155-39518655	chr10	39518155	39518655	0.418374	3.846592	4.264966	0.001576	0.0082715	0.009106	2	TRUE	0.327915131300771	0.238707007350814	5.05494996678356	5.2873417546972	4.77779898159182	0.0660777988305288	309256.5
chr10:39520288-39520788	chr10	39520288	39520788	-0.41107	5.54815	5.13708	-0.000354	0.00236675	0.0283	4	FALSE	0.0881728037438283	0.74491426476229	6.38773202056348	6.4420852477534	6.3312506066157	0.510888510977546	311389.5
chr10:39536161-39536661	chr10	39536161	39536661	1.0629	3.446204	4.509104	-0.0087325	0.020182	0.045972	2	TRUE	-0.233051690180585	0.35382647837001	5.65510140607414	5.49080995423886	5.8025817672393	0.127872417469635	2057942.5
chr10:39540971-39541940	chr10	39540971	39541940	1.230955	5.182477	6.413432	0.002948	0.018141	0.018141	1	TRUE	-0.0409866287230203	0.912380204396879	5.6831091643856	5.64124542168	5.72379229429642	0.798995341236045	190661.5
chr10:39612683-39613561	chr10	39612683	39613561	-4.60443	14.681228	10.076798	-0.00866777777777778	-0.0424182222222222	0.165841	9	TRUE	0.38365424554985	0.0877306198342023	6.54023291079724	6.77342600321973	6.2619404210174	0.0141356836977822	439870
chr10:39614589-39615089	chr10	39614589	39615089	-0.514614	2.700746	2.186132	0.000664	-0.09472	0.09472	1	FALSE	0.501752565135757	0.0643933692054702	5.09476026038116	5.41024337625344	4.69040082100572	0.00905662182143836	1906
chr10:39648225-39648725	chr10	39648225	39648725	-6.307312	13.21373	6.906418	-0.0150543333333333	-0.0944448333333333	0.246192	6	TRUE	-0.127095840293272	0.537695345766082	7.48560250560043	7.40660726004834	7.56049596355544	0.269532435202873	370800.5
chr10:39659309-39659809	chr10	39659309	39659809	-0.109821	3.36706	3.257239	0.019998	0.003985	0.003985	1	TRUE	0.505966047823005	0.0288496198445408	6.48792010746425	6.77609125325849	6.12744613152079	0.00297309518384578	3947667
chr10:39659861-39660361	chr10	39659861	39660361	-1.177127	5.698746	4.521619	-0.000888	-0.037898	0.037898	1	TRUE	0.297015661132167	0.123515963875003	7.04665878540857	7.21380012887376	6.85758482225766	0.0235801416269821	47178
chr10:3972867-3973755	chr10	3972867	3973755	0.617809000000001	18.967914	19.585723	0.004926	0.000964692307692305	0.217468	13	TRUE	0.203068161471917	0.460839051020264	7.42227048382275	7.56615758934671	7.26242668038293	0.203178290051451	459155
chr10:39731318-39731818	chr10	39731318	39731818	0.355471999999999	14.497683	14.853155	0.00142225	0.00989525	0.094402	12	TRUE	-0.0254088157820797	0.951214051484234	5.70265139631128	5.67240259512262	5.73227897752884	0.881941166072825	536892
chr10:39731867-39732367	chr10	39731867	39732367	0.391360000000001	4.65065	5.04201	-0.02155	-0.014157	0.014157	1	TRUE	-0.0254088157820797	0.951214051484234	5.70265139631128	5.67240259512262	5.73227897752884	0.881941166072825	3959711
chr10:39732509-39733009	chr10	39732509	39733009	1.093709	7.650493	8.744202	-0.00366525	0.00402575	0.05603	4	TRUE	0.00811456798243984	0.984360717471334	5.75918008483759	5.75239115872263	5.76593721370395	0.960033059933151	362993
chr10:3979012-3979512	chr10	3979012	3979512	-2.403607	23.363156	20.959549	-0.0191476666666667	-0.06691125	0.463337	12	TRUE	0.449787001270393	0.0168720954870498	7.78443315878791	8.03094778527628	7.48693537972596	0.00144946658849771	446074.5
chr10:39898905-39899488	chr10	39898905	39899488	0.347987	9.641009	9.988996	-0.0043695	0.000495749999999998	0.036124	4	FALSE	0.474109914935501	0.0668862996834284	5.65733491341354	5.95415416143602	5.28319814080366	0.00956862189628946	236955.5
chr10:39959859-39960359	chr10	39959859	39960359	-0.35323	3.199914	2.846684	-0.002039	-0.012244	0.012244	1	FALSE	0.273278528316564	0.258640360028596	6.90090699504761	7.08101368890888	6.69506468946966	0.0752329093728876	26537
chr10:40024906-40025518	chr10	40024906	40025518	-0.617740000000001	9.272244	8.654504	-0.0122207142857143	-0.0312895714285714	0.058139	7	TRUE	0.358795004064136	0.107490563681599	7.00744753009362	7.22425932008661	6.75218991873673	0.0190563250250841	138897
chr10:40103778-40104278	chr10	40103778	40104278	-3.81245	7.245814	3.433364	-0.00694825	-0.0441235	0.102311	4	FALSE	0.765852571732079	0.000288127223386718	5.91411297858591	6.30758621764545	5.37133546423068	9.42561530433853e-06	69420.5
chr10:40107912-40108412	chr10	40107912	40108412	-4.905911	9.483721	4.57781	-0.02904475	-0.10923675	0.224586	4	FALSE	0.598565423632241	0.00606388125050116	5.73487841850081	6.06580120396901	5.30472401536675	0.000385397774948278	69420.5
chr10:40142008-40142538	chr10	40142008	40142538	-2.206203	7.98772	5.781517	-0.0232065	-0.05669275	0.131237	4	FALSE	0.0998218675393885	0.749220667393459	6.42607221338329	6.49321476128118	6.35565169760506	0.517940455535909	136316
chr10:40164937-40165437	chr10	40164937	40165437	-0.163139	2.301033	2.137894	-0.000701333333333333	-0.00490566666666667	0.005311	3	FALSE	0.747366277625218	0.000353009198839813	5.92475953317898	6.31184238759469	5.39413198393126	1.20086483143765e-05	22929
chr10:40246726-40247286	chr10	40246726	40247286	0.195018	3.513213	3.708231	0.007072	-0.012541	0.012541	1	FALSE	0.448768439457347	0.0857241951830852	5.42335657980901	5.72049751905942	5.04870748563456	0.013666835288402	11102
chr10:40256623-40257123	chr10	40256623	40257123	-0.0763450000000001	1.625985	1.54964	0.003516	-0.0106295	0.017348	2	TRUE	1.32212942611615	2.10783351077346e-07	4.73929782417543	5.33702940118587	3.7002981568072	2.00767353046529e-09	5536
chr10:40257565-40258358	chr10	40257565	40258358	-0.594883	4.633755	4.038872	-0.0052985	-0.0608015	0.075719	2	TRUE	0.840676963412473	0.000550824353328061	5.80067539115814	6.24174758278535	5.16219019042405	2.02553010987422e-05	27576
chr10:40300638-40301138	chr10	40300638	40301138	1.094821	5.55316	6.647981	0.0173113333333333	0.056057	0.146779	3	TRUE	0.143298810896516	0.651031381859558	5.77003821896397	5.87823504943129	5.6530643301576	0.389043588476152	42780
chr10:40301938-40302587	chr10	40301938	40302587	1.03595	14.153605	15.189555	0.004693625	-0.001230625	0.047122	8	TRUE	0.0696920887130322	0.850406445987151	5.67514004264718	5.7341400742316	5.61362389938422	0.681773674839982	214038.5
chr10:40348951-40349451	chr10	40348951	40349451	17.446588	0	17.446588	-0.0069984375	-0.0328240625	0.250486	16	TRUE	0.323209542197364	0.226313637892463	7.15978260824504	7.38731938984806	6.88951514064437	0.0607422258838252	348317.5
chr10:40374796-40375296	chr10	40374796	40375296	-7.33138	17.872158	10.540778	-0.0179335714285714	-0.102096428571429	0.241145	7	TRUE	1.01530058657119	5.31915987787057e-10	6.63604965070807	7.0900929083815	5.96976177195589	2.01103786738626e-12	195289
chr10:40446024-40446524	chr10	40446024	40446524	0.111258	1.516338	1.627596	-0.027548	-0.005347	0.005347	1	FALSE	0.33349734715267	0.257223584269277	4.19710435201323	4.45279387204434	3.88612394551039	0.0745307570455753	4734382
chr10:40499794-40500294	chr10	40499794	40500294	0.621923	2.440366	3.062289	0.012325	0.010076	0.010076	1	FALSE	-0.158740535057936	0.630434913727083	4.33276441043329	4.19421960224211	4.45916245581053	0.365179227241159	70291
chr10:40516413-40516913	chr10	40516413	40516913	0.0284260000000001	2.318737	2.347163	0.006761	0.001267	0.001267	1	FALSE	0.038168604631575	0.922369244491405	4.43230952302743	4.44937290057113	4.41504191157354	0.819318200779291	53672
chr10:4053446-4053946	chr10	4053446	4053946	1.384265	17.0905	18.474765	0.0086834	0.0094564	0.122485	10	TRUE	0.215004457956668	0.39526140898492	6.4280347865065	6.56553537000308	6.27603528669631	0.154331649085038	378731
chr10:40629760-40630743	chr10	40629760	40630743	-8.167898	8.167898	0	-0.0028345	-0.02323675	0.060892	4	TRUE	0.252144848258473	0.224743024292457	6.69305057001401	6.84386261988044	6.52461299162657	0.0600922272910485	2009951.5
chr10:40638240-40639214	chr10	40638240	40639214	-13.303985	20.327257	7.023272	-0.0507241666666667	-0.327772166666667	2.140947	12	TRUE	0.447484969276239	0.0399602127155127	6.3799401321666	6.63503816323695	6.06983533516445	0.00462564215279909	407088.5
chr10:40641834-40642334	chr10	40641834	40642334	-3.184454	4.854441	1.669987	-0.0180543333333333	-0.123574333333333	0.264227	3	FALSE	0.304198679957057	0.252650671655124	5.80443049588099	6.01482029195434	5.55803375351999	0.0723469116703031	41197
chr10:40683031-40683882	chr10	40683031	40683882	-0.193831	5.278647	5.084816	-0.001278	-0.013365	0.013365	1	TRUE	0.283105644361617	0.210117001709249	7.0023779158706	7.17793137911472	6.80246382784201	0.0539159635464965	113121.5
chr10:40688192-40688692	chr10	40688192	40688692	-0.319812	1.326343	1.006531	-0.004539	-0.057995	0.057995	1	TRUE	0.272625404188828	0.336195080085582	4.54976174926804	4.75558598883292	4.30960771759178	0.117203410132426	5161
chr10:40752958-40753458	chr10	40752958	40753458	-0.650392	3.530224	2.879832	0.01146	0.011319	0.011319	1	FALSE	0.44987316167416	0.0306509446580931	6.41412497718433	6.67638247097505	6.09336146646505	0.00323131592685078	182873
chr10:40847431-40847931	chr10	40847431	40847931	-3.035054	17.962703	14.927649	-0.00415335714285714	-0.0435992857142857	0.199369	14	TRUE	0.650523032783695	0.00322933565116131	6.23849392329214	6.58788304687744	5.77649353022867	0.000174871297233298	283930.5
chr10:40857523-40858023	chr10	40857523	40858023	-4.00556	7.123422	3.117862	-0.0190543333333333	-0.173461666666667	0.219587	3	TRUE	0.582344740813286	0.00151416907921649	6.28351691048138	6.57841724965716	5.91243002877973	6.84953511465367e-05	25701
chr10:40883061-40883731	chr10	40883061	40883731	1.668145	28.233153	29.901298	0.00572979166666667	0.010921125	0.12943	24	TRUE	0.198003352748661	0.502939192466714	6.48518771823087	6.63911082883473	6.3128590964121	0.238657930686695	630652.5
chr10:40884403-40884903	chr10	40884403	40884903	0.382707	8.630338	9.013045	0.008702	0.0235096666666667	0.058165	6	TRUE	0.11000700072971	0.744923647839705	5.55268425956554	5.64965709601469	5.44872052925771	0.51090840674114	189173
chr10:41010567-41011067	chr10	41010567	41011067	-0.340081	2.15589	1.815809	-0.011364	-0.018152	0.018152	1	FALSE	-0.371569611629821	0.135722769812345	6.29894657001259	5.99790715583853	6.54788524829563	0.0273423838715722	61468
chr10:41037681-41038181	chr10	41037681	41038181	-0.379803	1.389914	1.010111	-0.009364	-0.014433	0.014433	1	FALSE	0.290322148086328	0.191425389565057	5.95011746226041	6.12461860161368	5.75156736907015	0.0464048966488724	34354
chr10:41070966-41071786	chr10	41070966	41071786	0.757425	1.282227	2.039652	0.048856	0.125167	0.125167	1	FALSE	-0.401853522594465	0.0876082050110712	6.99454611034012	6.68710603895035	7.24784036750031	0.0141008510174753	3991
chr10:41072035-41072542	chr10	41072035	41072542	0.55371	1.102056	1.655766	0.034786	0.092989	0.092989	1	FALSE	-0.125571686309947	0.65062774087376	6.84540527289165	6.75169182107055	6.93340088721931	0.388441557374752	3078.5
chr10:41288755-41289255	chr10	41288755	41289255	0.457129	2.75128	3.208409	0.0100835	0.0316665	0.031825	2	FALSE	0.238697773277621	0.284753976353667	6.11943854796867	6.26306063131376	5.95992180286051	0.0885772804494875	14614.5
chr10:41302831-41303510	chr10	41302831	41303510	-0.169980000000001	6.276252	6.106272	0.0062415	0.018261	0.024433	2	FALSE	0.319165474507341	0.250373408347415	5.48980803255274	5.72639869742893	5.20665836959895	0.0712206759596936	229344.5
chr10:41449639-41450650	chr10	41449639	41450650	-0.605195999999999	14.330943	13.725747	-0.00592528571428571	-0.0277682142857143	0.167873	14	TRUE	0.16955661984941	0.586488182740514	6.41516087088922	6.55100905857493	6.26517839003864	0.317354978297015	289219
chr10:41459958-41460458	chr10	41459958	41460458	-0.650584	2.451698	1.801114	-0.006753	-0.0481015	0.053857	2	TRUE	-0.156757758326877	0.610046842727267	4.99258832387416	4.87491393711703	5.10138415615249	0.341942496162946	12965.5
chr10:41464504-41465004	chr10	41464504	41465004	0.407885	0.974546	1.382431	0.005711	0.018412	0.018412	1	FALSE	-0.136369014443682	0.694538509548914	3.29352130033948	3.1141368929713	3.45304751415227	0.444067185067112	11559
chr10:41476063-41476655	chr10	41476063	41476655	0.036213	1.445682	1.481895	0.004806	0.006597	0.006597	2	FALSE	0.207690116879606	0.45632251665537	6.39698084966604	6.54403496551047	6.23321829169443	0.199502848004508	14044.5
chr10:41477642-41478142	chr10	41477642	41478142	0.293671	0.975574	1.269245	0.015218	0.0496	0.0496	1	FALSE	0.209697462682174	0.476518562625512	5.03375844438155	5.19601336864606	4.85091535230584	0.216222936969112	1579
chr10:41482237-41483049	chr10	41482237	41483049	0.0751140000000001	2.6418	2.716914	0.0108996666666667	0.009685	0.010026	3	FALSE	0.393350677535092	0.0253158139241699	7.47985497327099	7.68969002086915	7.2342192657154	0.00249490835534555	7726
chr10:41486743-41487243	chr10	41486743	41487243	-0.511737	1.77996	1.268223	-0.00689066666666667	-0.0591966666666667	0.068108	3	TRUE	0.163271031643322	0.587429436176744	5.71736361491304	5.84314341273705	5.57956133557415	0.318479923948785	3445
chr10:41490119-41490688	chr10	41490119	41490688	-0.922346	3.384614	2.462268	-0.007772	-0.040456	0.040456	1	FALSE	0.331697640719436	0.173246413416962	6.65646193412722	6.86957878681165	6.40631394505757	0.0396470493998037	14090.5
chr10:41500920-41501420	chr10	41500920	41501420	0.0799829999999999	1.096638	1.176621	0.0061795	0.0095455	0.00955	2	FALSE	0.24755810492472	0.40439599979111	4.7059240498753	4.90052179911015	4.48092394879589	0.160445946154901	10766.5
chr10:41518833-41519663	chr10	41518833	41519663	-0.115826000000002	18.025479	17.909653	0.00399626666666667	-0.0079786	0.049171	15	TRUE	0.237327424257995	0.377442322012444	6.97511959464858	7.14346491643284	6.78450299516018	0.142894705503484	290623
chr10:41678731-41679231	chr10	41678731	41679231	-3.40688	14.486792	11.079912	-0.0103805555555556	-0.0864573333333333	0.300726	9	TRUE	0.598019511259746	0.00297002615203784	7.05457689101274	7.37237387534163	6.64639839689464	0.000157611043366759	202668
chr10:41809621-41810324	chr10	41809621	41810324	0.833135	12.881032	13.714167	-0.0007946	-0.0230609	0.064776	10	TRUE	0.474196610625491	0.0290127599703112	6.81622959900741	7.08450940055977	6.48639747743477	0.00299664839257174	773754
chr10:41819235-41819735	chr10	41819235	41819735	-1.701859	2.641249	0.93939	-0.016495	-0.1220495	0.122201	2	FALSE	0.610177131562337	0.0284216191287243	5.14997940349264	5.54049045087978	4.61285328905319	0.0029080675537907	9582.5
chr10:41833929-41834429	chr10	41833929	41834429	-2.958033	6.767457	3.809424	-0.0149695	-0.113884	0.113918	2	TRUE	0.536082639369589	0.0277105305310171	5.12875977158765	5.45305210863708	4.70977323839605	0.00281215872559468	24276.5
chr10:41860201-41860701	chr10	41860201	41860701	-7.127976	15.447223	8.319247	-0.004835	-0.0284751666666667	0.082048	6	TRUE	0.658968770125568	0.00335803908419097	5.91888730951331	6.2687382046568	5.45607619570121	0.000183221654417201	433499
chr10:41887168-41887668	chr10	41887168	41887668	-0.851731999999998	17.115558	16.263826	0.00142061538461538	-0.00882176923076923	0.090319	13	TRUE	0.512200415853829	0.0459927513181412	6.32463698254034	6.64711581924882	5.90868111276183	0.00561379778830779	591147
chr10:41931950-41932450	chr10	41931950	41932450	-6.464609	11.930471	5.465862	-0.0175801666666667	-0.0747718333333333	0.140313	6	TRUE	0.697373322518384	0.00138744109063922	6.07007059321388	6.44068908875144	5.5700424918407	6.1492673102672e-05	168947.5
chr10:41934704-41935204	chr10	41934704	41935204	-13.345044	27.781502	14.436458	-0.0204020769230769	-0.110609	0.303519	13	TRUE	0.569358082055306	0.000810886787658374	8.04951639425351	8.33901115265145	7.68696494992435	3.21958047738388e-05	543611
chr10:41935363-41935863	chr10	41935363	41935863	-4.327568	9.582201	5.254633	-0.01150925	-0.05194625	0.087643	4	TRUE	0.569358082055306	0.000810886787658374	8.04951639425351	8.33901115265145	7.68696494992435	3.21958047738388e-05	125710.5
chr10:42018156-42018692	chr10	42018156	42018692	-1.75599	7.549015	5.793025	-0.005849	-0.0195335	0.019534	2	FALSE	0.294635280962366	0.279193584644797	5.99095124075102	6.19861150860581	5.74829233700034	0.0857262305349882	565302.5
chr10:42031010-42031510	chr10	42031010	42031510	-0.105257	4.765572	4.660315	0.001507	-0.032341	0.032341	1	FALSE	0.336238376824253	0.120461071237897	6.3219723147763	6.52504921733398	6.0855524107496	0.0226789355948135	12818
chr10:42118594-42119094	chr10	42118594	42119094	0.131398000000004	34.989262	35.12066	-0.000788750000000001	0.00348643750000001	0.100721	16	TRUE	0.453821414056077	0.00662416469988122	7.23234690798419	7.46824859149517	6.95018446198879	0.000432079512739327	692088
chr10:42119226-42119726	chr10	42119226	42119726	-1.235178	7.283876	6.048698	-0.005295	-0.072829	0.072829	1	TRUE	0.392641363085827	0.14666419298134	4.73337408627798	5.01640795475199	4.38091715671786	0.0306725876515724	157279
chr10:42187108-42187608	chr10	42187108	42187608	-0.945568999999999	10.060533	9.114964	-0.0017435	-0.0371205	0.049192	2	TRUE	-0.170351760703373	0.55683950976968	5.52904798900247	5.38510349639579	5.65992446557961	0.287526397485461	129156.5
