Gene	Chrom	Start	End	mC_diff	mC_pval	mC_qval	hmC_diff	hmC_pval	hmC_qval	mC_sig	hmC_sig	mC_dir	hmC_dir	pattern
Ccr3	9	124021971	124031688	0.015667503774366764	0.4644796212832282	0.6985674024564591	-0.02458132488760579	0.023937760749508877	0.08637239489706824	FALSE	FALSE	hyper	hypo	not_significant
Ccr4	9	114490315	114504915	0.010227045979367855	0.48984901798092306	0.7180854261848497	0.0012152256771264872	0.913084450139171	0.9668177968384606	FALSE	FALSE	hyper	hyper	not_significant
Ccr5	9	124121542	124147698	-0.011790433126661393	0.35164769937993867	0.6028927663835096	0.001489019069321123	0.7611714697726563	0.8925053226276786	FALSE	FALSE	hypo	hyper	not_significant
Ccr6	17	8236042	8257140	0.00626429823152741	0.6059829539347904	0.8011984944170847	0.0008076161291230219	0.8938441198264957	0.9577559470629313	FALSE	FALSE	hyper	hyper	not_significant
Ccr7	11	99144195	99155076	-0.009707356785881194	0.6818644046453712	0.850034718005741	0.00972124203652626	0.5703942863585589	0.7773519458536043	FALSE	FALSE	hypo	hyper	not_significant
Ccr8	9	120092113	120094905	0.03148261012371811	0.2956948227573811	0.5464734775119142	0.03137640962008685	0.1867250614551228	0.3973408715139313	FALSE	FALSE	hyper	hyper	not_significant
Ccr9	9	123678438	123784329	0.021690026400954077	0.0021480193988805247	0.01385363357182749	-0.015745980290917054	2.8959001810625816e-05	0.0002730381597287163	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Ccrl2	9	111054485	111057518	0.12631698915107492	0.0009897007209905505	0.007197305782564866	0.02219094213866729	0.3129944259466272	0.5551858617930588	TRUE	FALSE	hyper	hyper	mC_only
Ccs	19	4825365	4839331	0.024415898392817104	0.034096552719464095	0.12616396654893486	0.005426313187815918	0.6131976480568366	0.8052260842563848	FALSE	FALSE	hyper	hyper	not_significant
Ccsap	8	123840830	123860208	0.07153944232415166	7.518571988391205e-05	0.0007781760485835401	-0.0747554891325537	2.736964113107684e-06	3.328464354990367e-05	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Ccser1	6	61180323	62382864	0.0185714663714055	7.251347272822119e-19	4.7614041313491733e-17	-0.02626015108357531	1.5956053419346058e-57	6.86585583729478e-55	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Ccser2	14	36874935	36968776	0.015992928308737775	0.01290058506912834	0.059432321607664367	-0.03314153385651941	3.040181070036055e-10	8.297519832713789e-09	FALSE	TRUE	hyper	hypo	hmC_only
Cct2	10	117051000	117063813	-0.0028482914886488464	0.8157996319104555	0.9192006103825868	-0.02292059219453743	0.016915330910108273	0.06538525464947051	FALSE	FALSE	hypo	hypo	not_significant
Cct3	3	88297115	88321766	0.012822981842980363	0.2224114368391277	0.46347747538737954	-0.02258021956799737	0.003226040910208958	0.01669272473798921	FALSE	TRUE	hyper	hypo	hmC_only
Cct4	11	22990518	23003779	0.018985415713636433	0.1934933566272981	0.42484091243409805	-0.02142383788736335	0.03923852459421511	0.12705273339108397	FALSE	FALSE	hyper	hypo	not_significant
Cct5	15	31590799	31601803	0.04909035897707781	0.01556511657258037	0.0688234073383088	-0.05512459612025758	0.0012536894632095082	0.0074726247285437945	FALSE	TRUE	hyper	hypo	hmC_only
Cct6a	5	129786997	129846370	-0.01607506939928416	0.4107564868812389	0.657224962885828	0.003919806752754135	0.839474193119069	0.9313967380992373	FALSE	FALSE	hypo	hyper	not_significant
Cct6b	11	82719249	82764320	0.005550075594422332	0.4369935740993487	0.6775115757527027	0.00026846988032477176	0.9850926421934334	0.9942366301886415	FALSE	FALSE	hyper	hyper	not_significant
Cct7	6	85451513	85468474	0.025432748141038797	0.17031889161289696	0.3903648195452284	-0.009247824548014455	0.5351538920238029	0.7519526453315792	FALSE	FALSE	hyper	hypo	not_significant
Cct8	16	87483325	87495872	0.033451840205116046	0.025328602643463566	0.1005981264456809	-0.019735681029771635	0.10769537519896298	0.27110172616676964	FALSE	FALSE	hyper	hypo	not_significant
Cct8l1	5	25516066	25518026	-0.10048212052340677	0.10266876332230186	0.2801366796317098	0.019731975954491054	0.611542442437077	0.8042027671400901	FALSE	FALSE	hypo	hyper	not_significant
Ccz1	5	143987908	144014876	0.03113252471053707	0.008732412521233687	0.0437096538402564	-0.027046876340221238	0.0017175299388731344	0.009751635453051731	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cd101	3	100993528	101029555	-0.010080814321434484	0.34836318919220266	0.5997127410872832	0.01157286761434509	0.15236905479588633	0.3458486828498323	FALSE	FALSE	hypo	hyper	not_significant
Cd109	9	78615545	78716252	-0.012432213148592774	0.009408265956453625	0.04639667659188445	-7.609248275314284e-05	0.9308590122271286	0.9745156156580106	TRUE	FALSE	hypo	hypo	mC_only
Cd151	7	141467391	141471472	0.15179740553680726	0.0213234262054436	0.0883307730797005	-0.04902168034066931	0.47652855668499394	0.7053069035712322	FALSE	FALSE	hyper	hypo	not_significant
Cd160	3	96798762	96829350	0.0051503635630145705	0.6426933529507283	0.8260982820691196	-0.004587270595923204	0.5498370998814808	0.7630455852778538	FALSE	FALSE	hyper	hypo	not_significant
Cd163	6	124304655	124330526	0.005909957686906053	0.5990744759229585	0.7957103668672137	-0.0040603434981087705	0.5908868683780564	0.7900630410462587	FALSE	FALSE	hyper	hypo	not_significant
Cd163l1	7	140218266	140231144	-0.023234645866209713	0.4189645141292164	0.6639665137216	0.01813723160699808	0.3414681292035303	0.5846334419338274	FALSE	FALSE	hypo	hyper	not_significant
Cd164	10	41519413	41531047	0.0799943562972334	3.5253720367190455e-05	0.0003994236642610979	-0.06356203658907145	3.3692853154323184e-05	0.000312857787967416	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cd164l2	4	133212130	133224554	0.005700497010956318	0.7959194845775475	0.909262591430623	-0.024893252938193597	0.29212806411037184	0.5322520692403748	FALSE	FALSE	hyper	hypo	not_significant
Cd177	7	24743982	24760310	-0.005034298207605925	0.8086212305098406	0.9152426553520828	-0.015052335651310145	0.13026684497068017	0.31027166089824937	FALSE	FALSE	hypo	hypo	not_significant
Cd180	13	102693557	102739628	-0.01709734309094224	0.06188689499408353	0.19604620607396522	0.012362830219194113	0.04219005149870181	0.13439149496137115	FALSE	FALSE	hypo	hyper	not_significant
Cd19	7	126408449	126414888	0.047436177616635766	0.22970296250004552	0.4730182989105916	-0.022769683636302412	0.1288930747713737	0.3078334369598798	FALSE	FALSE	hyper	hypo	not_significant
Cd1d1	3	86995833	86999440	0.024069319640564912	0.7722045916945884	0.8971517979520589	-0.049549494998425675	0.46460500264203	0.6958065442411444	FALSE	FALSE	hyper	hypo	not_significant
Cd2	3	101275898	101287938	-0.05245909279325911	0.0015335824379105985	0.01041826376362242	0.036924257260538274	0.00539580399518694	0.025773438828214614	TRUE	TRUE	hypo	hyper	mC_hypo_hmC_hyper
Cd200	16	45382134	45409052	-0.024654640849287812	0.051327729900854706	0.17129571114107023	0.006260011052296316	0.5423950090041676	0.7576198216352039	FALSE	FALSE	hypo	hyper	not_significant
Cd200r1	16	44765735	44794977	-0.0019279427552989503	0.8574646749084445	0.9395687535584576	-0.0006212055130540017	0.918193596699237	0.9689807607829978	FALSE	FALSE	hypo	hypo	not_significant
Cd200r2	16	44867096	44915839	-0.029252834846490994	0.012784370529816269	0.05904341392898018	-0.00986681025102635	0.05773722161214066	0.17167259444627742	FALSE	FALSE	hypo	hypo	not_significant
Cd200r3	16	44943677	44981379	0.042844748007111466	0.0034258873081050045	0.020456198677034427	-0.01703384967100119	0.11188142595428713	0.2783821307209034	TRUE	FALSE	hyper	hypo	mC_only
Cd200r4	16	44811732	44839149	-0.002121199806827345	0.8464063979053374	0.9351329985378413	-0.008822639234222746	0.15498117346084062	0.34981464866875456	FALSE	FALSE	hypo	hypo	not_significant
Cd207	6	83671214	83677856	-0.02636954285436255	0.356396127030416	0.6076852940783352	0.012105235468742221	0.3735047417111109	0.6151859817411522	FALSE	FALSE	hypo	hyper	not_significant
Cd209a	8	3743396	3748983	-0.17132867132867136	0.2917656351484387	0.5423953270299241	0.01762820512820512	0.9373102703170693	0.9762663082295107	FALSE	FALSE	hypo	hyper	not_significant
Cd209b	8	3917654	3926843	-0.05363156970777294	0.22065832123258772	0.4612976936745766	0.028762221141900288	0.15004520046976377	0.34220958196295526	FALSE	FALSE	hypo	hyper	not_significant
Cd209c	8	3940221	3954745	0.014729778912620395	0.4528274030286199	0.6899824918120592	0.0006561538596845141	0.9956263333007468	0.9994315265138384	FALSE	FALSE	hyper	hyper	not_significant
Cd209d	8	3871823	3878554	0.040776152980877445	0.22262480340466684	0.46360646246002263	-0.015103320418281045	0.3109672242508122	0.5526363043276297	FALSE	FALSE	hyper	hypo	not_significant
Cd209e	8	3847964	3854308	-0.03610799598116732	0.2838418699349119	0.5344895696055547	-0.02131304107047295	0.09058002046104102	0.2392869035798282	FALSE	FALSE	hypo	hypo	not_significant
Cd209f	8	4102786	4105834	-0.03410618279569888	0.3798802870126957	0.6289046270910902	0.035248655913978494	0.07836927079021412	0.21516971659805734	FALSE	FALSE	hypo	hyper	not_significant
Cd209g	8	4134097	4137706	0.042508296257622424	0.38811369191872547	0.6357815791230239	-0.011925764692404629	0.7100505125492073	0.8649076411368528	FALSE	FALSE	hyper	hypo	not_significant
Cd22	7	30865401	30880341	0.017081513996475728	0.4698443045908187	0.7029763420910496	-0.017926013210540062	0.09043238469887373	0.2390100036787797	FALSE	FALSE	hyper	hypo	not_significant
Cd226	18	89176966	89272228	0.004191511794187974	0.5383167413485656	0.752742707393583	0.003075739946371392	0.42348908882653236	0.6599700798369694	FALSE	FALSE	hyper	hyper	not_significant
Cd244a	1	171559192	171609745	-0.012008905632006073	0.26369672502779085	0.5121779811504467	-0.0029771265283376654	0.4366767595819808	0.6708775314649614	FALSE	FALSE	hypo	hypo	not_significant
Cd247	1	165788680	165877276	-0.015118241761405637	0.017220606920573846	0.07461450899236068	-0.0014310234695040086	0.7906075675073585	0.9092031982980108	FALSE	FALSE	hypo	hypo	not_significant
Cd24a	10	43578283	43584264	-0.0186511557845368	0.5477333291342432	0.7595888881226535	0.007822341414798178	0.757074339041578	0.890348815820882	FALSE	FALSE	hypo	hyper	not_significant
Cd27	6	125232621	125237009	0.0453889943074004	0.21860684560588295	0.4585119618541781	-0.026565464895635674	0.3274179745561563	0.5702955057638193	FALSE	FALSE	hyper	hypo	not_significant
Cd274	19	29367454	29388094	0.008930116381484221	0.3233865006465899	0.5754657799451505	-0.00118531580411535	0.8250301220603435	0.9248605503324865	FALSE	FALSE	hyper	hypo	not_significant
Cd276	9	58524297	58555436	0.10095867090809696	1.49290027068214e-08	3.4192995554106007e-07	-0.047953969689153386	0.003973372992407821	0.020014320149054986	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cd28	1	60716799	60773358	0.007523076699825437	0.7545742170630048	0.8877914054211592	0.006475811844369718	0.554105958987483	0.7657149924539021	FALSE	FALSE	hyper	hyper	not_significant
Cd2ap	17	42792950	42876664	0.012626300140991864	0.08507161655456617	0.245819170338555	-0.01477029122283291	0.017703640076954075	0.06787458140593729	FALSE	FALSE	hyper	hypo	not_significant
Cd2bp2	7	127191659	127196049	-0.026295836779707704	0.798725587747245	0.9102208701670504	-0.044871794871794865	0.17193538093308014	0.3753882267073964	FALSE	FALSE	hypo	hypo	not_significant
Cd300a	11	114890040	114904653	0.032450231481481406	0.3670457295534003	0.6172468308626946	-0.0036911826599326514	0.8625543249213933	0.9435981320501031	FALSE	FALSE	hyper	hypo	not_significant
Cd300c	11	114956115	114969156	-0.038969742252600525	0.3803434519201726	0.6294441680294919	-0.0038617858504438746	0.858094776034413	0.9414185065921649	FALSE	FALSE	hypo	hypo	not_significant
Cd300e	11	115051916	115062176	0.050002436578100995	0.01835823863993886	0.07837809125060662	-0.015538428132414517	0.32414650665498634	0.5668429702196666	FALSE	FALSE	hyper	hypo	not_significant
Cd300lb	11	114922780	114934385	0.13577828917725143	0.001629593685195512	0.010929333200563865	-0.06812460734042664	0.06845964915450052	0.1947844603968231	TRUE	FALSE	hyper	hypo	mC_only
Cd300ld	11	114982273	114989921	-0.020695552618291924	0.7351536698876611	0.8779301930798972	0.01679617426764049	0.7472284095596773	0.8848780509974771	FALSE	FALSE	hypo	hyper	not_significant
Cd300ld2	11	115010334	115016192	0.02337809036658145	0.8817732388014914	0.9518538554321516	-0.032982736572890026	0.6965712316959367	0.8572662684731104	FALSE	FALSE	hyper	hypo	not_significant
Cd300ld3	11	115042130	115048408	0.13329823244434247	0.03132240825017722	0.1184488377807749	-0.07037815126050423	0.18711368160138284	0.3979166242593445	FALSE	FALSE	hyper	hypo	not_significant
Cd300ld5	11	115031485	115037768	0.11477557530189098	0.31193138812895954	0.5634098770670785	-0.16502620186830713	0.13937024894605957	0.3253015235358379	FALSE	FALSE	hyper	hypo	not_significant
Cd300lf	11	115116213	115133991	0.015123633250970658	0.34871083996113006	0.5999428351657928	-0.02515549268932095	0.02362252282555662	0.08541782614411891	FALSE	FALSE	hyper	hypo	not_significant
Cd300lg	11	102041508	102055619	-0.008865026323913505	0.7633009801162223	0.8929154256509023	-0.037956496708467846	0.16433432141146093	0.3643744938077039	FALSE	FALSE	hypo	hypo	not_significant
Cd302	2	60251992	60284487	0.014724617031814824	0.07545641656473061	0.22641403095031332	-0.017946856519097415	0.005917387427447325	0.02778575419844316	FALSE	TRUE	hyper	hypo	hmC_only
Cd320	17	33843090	33849773	0.022534819544316242	0.4046293267641795	0.6512931182648921	0.009001501434272696	0.6663910687795365	0.838938153990358	FALSE	FALSE	hyper	hyper	not_significant
Cd33	7	43524215	43544427	0.012944500006479731	0.4410314570418393	0.6805600631172103	-0.001057583714423091	0.8690006535588668	0.9467326050144522	FALSE	FALSE	hyper	hypo	not_significant
Cd34	1	194938818	194961278	0.02846514118065846	0.13727092208612787	0.33843314985613193	-0.017851975610596288	0.22796557047420246	0.45335008427664886	FALSE	FALSE	hyper	hypo	not_significant
Cd36	5	17781689	17888800	-0.011768898189824295	0.04775258165114122	0.16261124958960768	-0.0008950960751660311	0.7974577532500928	0.9126083420763564	FALSE	FALSE	hypo	hypo	not_significant
Cd37	7	45233631	45239114	-0.05990428447137397	0.30143359252293694	0.5526284573704001	-0.036963040073271114	0.5364772781989142	0.7529219594086046	FALSE	FALSE	hypo	hypo	not_significant
Cd38	5	43868552	43912374	0.004539413487365529	0.5789092161480924	0.781357447102177	-0.0007550119372071867	0.8909935808866951	0.9566497228632682	FALSE	FALSE	hyper	hypo	not_significant
Cd3d	9	44981785	44987338	0.013083563753744754	0.5202120716647285	0.7388699302863593	-0.029238863785607437	0.12391569762235526	0.2989961368381659	FALSE	FALSE	hyper	hypo	not_significant
Cd3e	9	44998739	45009626	-0.04116167621016098	0.025042520711357357	0.09968674870911626	0.012118103866350566	0.19911399483774117	0.4152280296554421	FALSE	FALSE	hypo	hyper	not_significant
Cd3eap	7	19356013	19359482	0.12388251233172087	0.022213309967561056	0.0911611162305103	-0.011971548787818087	0.5715401236258453	0.7779531202186765	FALSE	FALSE	hyper	hypo	not_significant
Cd3g	9	44969571	44980430	-0.04472835760154459	0.07924423872484954	0.23420071371786602	0.009289751406494573	0.3114850247838268	0.5533620117031021	FALSE	FALSE	hypo	hyper	not_significant
Cd4	6	124864691	124888220	0.009464777993623663	0.2839969450500833	0.5346604562224068	-0.0005829812537053308	0.8000787741885325	0.9136358695562223	FALSE	FALSE	hyper	hypo	not_significant
Cd40	2	165055626	165072947	0.012039155970621551	0.5954175935783815	0.7930013442561203	0.014854711347542238	0.3594236447695257	0.6016372165806264	FALSE	FALSE	hyper	hyper	not_significant
Cd40lg	X	57212142	57224041	-0.017983595739772706	0.5666023837060403	0.7736794685079306	0.021871480159015633	0.40370996924614966	0.6420970784978659	FALSE	FALSE	hypo	hyper	not_significant
Cd44	2	102811140	102901664	-0.01050101305182849	0.08752020754061898	0.2508160234237606	0.014219531426991117	0.000506028290448556	0.003412442862964854	FALSE	TRUE	hypo	hyper	hmC_only
Cd46	1	195036825	195092248	-0.008721693484472715	0.30241219358639415	0.553505813239147	-0.007910506789441801	0.184052749022112	0.3938090135657208	FALSE	FALSE	hypo	hypo	not_significant
Cd47	16	49800532	49915009	0.06706904513000334	2.1087505627609725e-22	1.7994671468893633e-20	-0.028213203328263825	4.3822571528622905e-06	5.102289502561137e-05	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cd48	1	171682008	171705257	0.011491468543493477	0.39521457787617975	0.6426129299700803	-0.005997853850588177	0.3255498984877947	0.5685596845437962	FALSE	FALSE	hyper	hypo	not_significant
Cd5	19	10717115	10739001	0.04751273906969389	0.01445805207634212	0.06480488590246965	-0.021879449554173536	0.2140692198297646	0.4352403641135175	FALSE	FALSE	hyper	hypo	not_significant
Cd52	4	134082447	134095081	-2.957660550828578e-05	0.9392397017259094	0.9761644343339736	0.008535475775171674	0.4521017208722091	0.6849430820975023	FALSE	FALSE	hypo	hyper	not_significant
Cd53	3	106759920	106790148	0.012110492244709059	0.44904354597243834	0.686841881779743	-0.00868871850453615	0.06397882349078715	0.18522954886532456	FALSE	FALSE	hyper	hypo	not_significant
Cd55	1	130439026	130462743	0.0022654830690069794	0.8217747047318045	0.9222335957214369	-0.005343878407047031	0.36382915052943576	0.6065074063146179	FALSE	FALSE	hyper	hypo	not_significant
Cd55b	1	130388536	130423008	0.014799814830313784	0.10329102395900289	0.2812274728792238	-0.003898618198057476	0.39701568674954846	0.6363326397862473	FALSE	FALSE	hyper	hypo	not_significant
Cd59a	2	104095800	104115353	-0.021680545071503743	0.22396665832927565	0.4651845227535453	0.010895694570660003	0.3208505159266191	0.5632709057378424	FALSE	FALSE	hypo	hyper	not_significant
Cd59b	2	104069848	104091186	-0.004293027056243792	0.8360922612463673	0.9297359339623721	-0.0073800082251584825	0.4648433788996338	0.6959058771830775	FALSE	FALSE	hypo	hypo	not_significant
Cd5l	3	87357880	87371072	-0.025717746532396002	0.09394954872618376	0.26316283565627985	-0.001006262880194099	0.8334298922145569	0.9286709213653042	FALSE	FALSE	hypo	hypo	not_significant
Cd6	19	10789340	10830057	0.02894420938622233	0.050447171437482174	0.16927884439217514	-0.021555519755955377	0.0635044573626886	0.18426314859440665	FALSE	FALSE	hyper	hypo	not_significant
Cd63	10	128900988	128912821	0.010878516358987955	0.6535157253039109	0.832653060451477	-0.008512669599607989	0.5763454235079644	0.7813937547629252	FALSE	FALSE	hyper	hypo	not_significant
Cd68	11	69664212	69666152	0.09991035173759433	0.12834994461233984	0.32459038137301	0.017549965722723188	0.8140626929516064	0.9198266724810211	FALSE	FALSE	hyper	hyper	not_significant
Cd69	6	129267324	129275435	-0.008061996971027274	0.7305239466584376	0.8759100963552765	-0.0026208938918792918	0.6960791057645563	0.8568691846723712	FALSE	FALSE	hypo	hypo	not_significant
Cd7	11	121036746	121039417	0.0007575757575757347	0.7640208711434147	0.8932052776463622	0.0787878787878788	0.723174525991179	0.8730131703017855	FALSE	FALSE	hyper	hyper	not_significant
Cd70	17	57145996	57149776	-0.0006870464721321357	0.8684215571581185	0.9449090969890825	-0.02825976966782895	0.23337183388598576	0.46023519926964174	FALSE	FALSE	hypo	hypo	not_significant
Cd72	4	43446461	43454627	0.014576352887246347	0.7803411676586873	0.9015492587677403	-0.027174945534798628	0.5411424694564001	0.7566180314716002	FALSE	FALSE	hyper	hypo	not_significant
Cd74	18	60803847	60812651	0.03516789035292445	0.19105127618720233	0.42135452667502504	-0.035311314460441126	0.1187269241601792	0.2898112888873504	FALSE	FALSE	hyper	hypo	not_significant
Cd79a	7	24897380	24902196	0.031565656565656575	0.9589100714403147	0.9848432934439966	0.0	0.7929034209121072	0.9100457715458926	FALSE	FALSE	hyper	hypo	not_significant
Cd79b	11	106311340	106314761	-0.10805626598465479	0.07015781116033175	0.21478528200220245	0.07225063938618925	0.11599252389416517	0.2854112843500534	FALSE	FALSE	hypo	hyper	not_significant
Cd80	16	38455560	38496334	0.0012026688434902955	0.9751260599784397	0.9906119069568234	-0.0041597087924694146	0.43451897628683467	0.6692849791641237	FALSE	FALSE	hyper	hypo	not_significant
Cd81	7	143052738	143067933	0.0016233766233765268	0.9228457934997862	0.9678801704993868	-0.02759740259740262	0.9758425919531529	0.9902875497847642	FALSE	FALSE	hyper	hypo	not_significant
Cd82	2	93419110	93463139	0.021418992059985653	0.36333023960576916	0.6143291334994628	-0.018891571480684655	0.3644213902823137	0.606845764640326	FALSE	FALSE	hyper	hypo	not_significant
Cd83	13	43784774	43803131	0.13635294278974652	8.637100040848448e-14	3.890349915949199e-12	-0.08703746031276133	1.1948864582126102e-07	1.9503941671421975e-06	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cd84	1	171839696	171890717	0.0008068119568970245	0.923786373332753	0.9682010024384234	-0.007069846308877414	0.05229363420488639	0.15908340225024406	FALSE	FALSE	hyper	hypo	not_significant
Cd86	16	36603868	36666080	-0.0002995482797097937	0.9957756276528148	0.9988893068588213	-0.002465430522465381	0.4420430052084323	0.6754724395417707	FALSE	FALSE	hypo	hypo	not_significant
Cd8a	6	71373426	71379172	0.027166826843854852	0.3249883939279979	0.5764530373021984	0.018491230340939815	0.41357411561525037	0.6513320023103627	FALSE	FALSE	hyper	hyper	not_significant
Cd8b1	6	71322787	71337493	-0.004994316885629457	0.9016477469600274	0.960226451322364	-0.0009645792853727672	0.8086874269200847	0.9176737024923713	FALSE	FALSE	hypo	hypo	not_significant
Cd9	6	125460265	125494790	-0.04191747383188715	0.036828382656733195	0.13388768845043542	0.013736567404012967	0.4540326325505999	0.6863155506305546	FALSE	FALSE	hypo	hyper	not_significant
Cd93	2	148436639	148443562	0.010796070233456856	0.7397825210345462	0.8801629439902687	-0.0015231290185918067	0.928896835290888	0.973793271924089	FALSE	FALSE	hyper	hypo	not_significant
Cd96	16	46035656	46120250	-0.007446174198564526	0.2403195441069761	0.4861668097390554	0.003009060058425217	0.5027489774272703	0.7274901838456843	FALSE	FALSE	hypo	hyper	not_significant
Cd99l2	X	71420059	71492848	0.029541506248038973	0.13488411053983754	0.33528714989646935	-0.014444221512133065	0.2773219597153864	0.515015074213183	FALSE	FALSE	hyper	hypo	not_significant
Cda	4	138338423	138367991	0.011596382731311472	0.4557362414534931	0.6925245884105076	-0.0026510607578394962	0.8013330345308641	0.914002213914849	FALSE	FALSE	hyper	hypo	not_significant
Cdadc1	14	59559387	59597958	0.02661546114198232	0.002590233700211373	0.016188160183274045	-0.026876283372536655	6.538274407845711e-05	0.0005638808598049964	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdan1	2	120716153	120850127	0.025333275687763668	8.918466873163686e-05	0.0009040956092374054	-0.0289397050885756	3.2928631084172544e-08	6.126482383130685e-07	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc123	2	5794293	5845163	0.02264466269899368	0.0022929015244788037	0.014625720924179133	-0.027299119797408858	6.528194903221922e-06	7.267431918163624e-05	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc14a	3	116272552	116428744	-0.009917128214670834	0.01962177570471927	0.0827420333303258	-0.0004615174139011302	0.8246730945198938	0.9247678771039829	FALSE	FALSE	hypo	hypo	not_significant
Cdc14b	13	64189267	64275289	0.0016011337202361808	0.8417557423233419	0.9328232916095437	-0.01018302542055688	0.06492042140844419	0.18721668366809857	FALSE	FALSE	hyper	hypo	not_significant
Cdc16	8	13757675	13781937	0.021970419046820844	0.02257139073639699	0.09233086696053655	-0.018591670708716396	0.007695929356751263	0.03450287637130072	FALSE	TRUE	hyper	hypo	hmC_only
Cdc20	4	118432900	118437351	-0.023104708683503783	0.5705834819488504	0.7765844025304571	0.030238476795169084	0.29308672739202646	0.5333260729509036	FALSE	FALSE	hypo	hyper	not_significant
Cdc20b	13	113035110	113091194	-0.029761216545187263	0.0008053238130164306	0.006059102974123621	0.015940703495517614	0.00158584004395195	0.009103613127699188	TRUE	TRUE	hypo	hyper	mC_hypo_hmC_hyper
Cdc23	18	34630950	34651734	0.015606481026362862	0.2521549255519946	0.4993714467649372	-0.012304952030802951	0.2312480227431839	0.45720598415858354	FALSE	FALSE	hyper	hypo	not_significant
Cdc25a	9	109875578	109893894	0.007591841045494485	0.6600355002793732	0.8364420450413049	-0.019440074742709812	0.09985975085692354	0.25681124126785626	FALSE	FALSE	hyper	hypo	not_significant
Cdc25b	2	131186948	131198496	0.011997942256402272	0.5058170014663139	0.7293863128452572	-0.01608324859476009	0.2133520872859727	0.4343499711366531	FALSE	FALSE	hyper	hypo	not_significant
Cdc25c	18	34732992	34751532	0.015026803617276041	0.0815495205299636	0.23874601957121944	0.0008280937668016866	0.8898333341187976	0.9560638234722714	FALSE	FALSE	hyper	hyper	not_significant
Cdc26	4	62383653	62408641	0.05186961291396619	0.0005442311588466829	0.004319674629715587	-0.04121145667019055	8.826409202758559e-05	0.000736711926193104	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc27	11	104502744	104550619	0.033542174688985904	0.0011248428586266687	0.00801297005032256	-0.027982927311987593	0.0008491647282700004	0.005363368977055743	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc34	10	79682194	79688397	0.008412413498821936	0.9436553673035143	0.97738841280069	-0.0639280407800775	0.119261149838058	0.2908401657210762	FALSE	FALSE	hyper	hypo	not_significant
Cdc34b	11	94741781	94743032	-0.057455359106302506	0.19087632955549133	0.42117460738169793	0.040962143202709245	0.2608659076939817	0.4953554898018913	FALSE	FALSE	hypo	hyper	not_significant
Cdc37	9	21133221	21149981	0.025306605028219242	0.13094674418372723	0.3289363997480685	-0.008447764986512035	0.4699692580601188	0.6998471665697676	FALSE	FALSE	hyper	hypo	not_significant
Cdc37l1	19	28990351	29026680	0.024795792187320087	0.010664876418945092	0.05109877305905534	-0.02259381992875767	0.0037485941311309044	0.019000642552599006	FALSE	TRUE	hyper	hypo	hmC_only
Cdc40	10	40831620	40883310	0.08744217247412878	2.5153840016922783e-19	1.7303104098715862e-17	-0.05045741975691043	4.553016146633709e-09	9.997850005376778e-08	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc42	4	137319695	137357719	0.019199305689178492	0.15801344568649212	0.3713729140689851	-0.020095647957602103	0.11526825441897119	0.28426170302957415	FALSE	FALSE	hyper	hypo	not_significant
Cdc42bpa	1	179960471	180165602	0.024741342247902143	4.0260110308995105e-06	5.828349827409571e-05	-0.028184780755278166	1.3212529169094108e-09	3.2404195685045066e-08	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
Cdc42bpb	12	111292975	111377717	0.0074550016540204656	0.5583966530660531	0.7673448332953631	-0.013309531869196922	0.20899022436002304	0.4286791426890923	FALSE	FALSE	hyper	hypo	not_significant
Cdc42ep1	15	78842623	78850896	0.01674306086070787	0.8798315144423593	0.9508630085951905	-0.04688693659281895	0.591390066722719	0.7902073952464574	FALSE	FALSE	hyper	hypo	not_significant
Cdc42ep2	19	5915635	5924815	0.05534587554347048	0.011112669319296407	0.05275648458062219	-0.06251014282928558	0.00014928138919229037	0.0011774831571859908	FALSE	TRUE	hyper	hypo	hmC_only
Cdc42ep3	17	79333726	79355090	0.03492979765311599	0.022762634577249034	0.09294632331566839	-0.046919959077623974	0.0008631873709026582	0.005431581017154748	FALSE	TRUE	hyper	hypo	hmC_only
Cdc42ep4	11	113726849	113751880	-0.0030923361177983555	0.8507658806799552	0.9369358076057185	0.012209422806166437	0.452309184554047	0.6850008198607943	FALSE	FALSE	hypo	hyper	not_significant
