chr	start	end	TargetGene	gene_class	delta_ABC	log2fc_contact	class	is_se	se_source	k27ac_class	k27ac_fold	k27ac_fdr	hic_contact_pl_scaled_adj_WT	hic_contact_pl_scaled_adj_KO
chr10	71250466	71250966	Phyhipl	invariant	-0.02308	-2.057793522205412	intergenic	FALSE	none	stable_k27ac	-0.166775831588113	0.296440608928017	0.002049	4.72e-4
chr10	74922692	74923192	Rab36	DEG_down	-0.011053	-0.08375647466436754	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.016799	0.01585
chr10	74922692	74923192	Rsph14	invariant	-0.010365	0.1500859036515947	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.021773	0.024163
chr10	75001353	75001853	Rab36	DEG_down	0.006678	-0.20885593046093504	genic	FALSE	none	stable_k27ac	0.244367755866517	0.196574162677492	0.023249	0.020112
chr10	75001353	75001853	Rsph14	invariant	0.027976	0.11969460207713226	genic	FALSE	none	stable_k27ac	0.244367755866517	0.196574162677492	0.024712	0.026852
chr10	75021014	75021514	Rsph14	invariant	0.00267	0.007654988043426609	genic	FALSE	none	no_diffbind_peak	NA	NA	0.078167	0.078583
chr10	75059297	75059797	Rab36	DEG_down	0.001775	-0.00781647832047438	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.034952	0.034763
chr10	75059297	75059797	Rsph14	invariant	7.51e-4	-0.07217576721437531	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.032721	0.031123
chr10	75100080	75100580	Rab36	DEG_down	-0.006235	-0.045477892697673716	genic	FALSE	none	stable_k27ac	-0.2283393772536	0.100209057589745	0.014185	0.013744
chr10	75100080	75100580	Rsph14	invariant	-0.012995	-0.5768153716343811	genic	FALSE	none	stable_k27ac	-0.2283393772536	0.100209057589745	0.01229	0.008231
chr10	75135101	75135601	Rab36	DEG_down	-0.004283	-0.2671766880017105	genic	FALSE	none	stable_k27ac	-0.0782917374425421	0.649032225948077	0.018494	0.015363
chr10	75135101	75135601	Rsph14	invariant	0.003194	0.22886108523916482	genic	FALSE	none	stable_k27ac	-0.0782917374425421	0.649032225948077	0.012451	0.014596
chr10	75151174	75151674	Rab36	DEG_down	0.003332	0.12626395403721832	genic	FALSE	none	no_diffbind_peak	NA	NA	0.02219	0.024222
chr10	75245771	75246271	Adora2a	invariant	-0.001988	0.06756721909194961	genic	FALSE	none	stable_k27ac	-0.0419125671571113	0.798372615055823	0.010756	0.011273
chr10	75245771	75246271	Specc1l	invariant	-0.007788	-0.243233513586153	genic	FALSE	none	stable_k27ac	-0.0419125671571113	0.798372615055823	0.051994	0.043923
chr10	75246286	75246786	Specc1l	invariant	-0.009767	-0.24400847732752223	genic	FALSE	none	stable_k27ac	-0.0419125671571113	0.798372615055823	0.051958	0.043869
chr10	75299784	75300284	Adora2a	invariant	0.001844	0.14328402610919994	genic	FALSE	none	no_diffbind_peak	NA	NA	0.04534	0.050077000000000003
chr10	75303518	75304018	Adora2a	invariant	-0.002152	0.12667689867609905	genic	FALSE	none	no_diffbind_peak	NA	NA	0.049627	0.054184
chr10	75304341	75304841	Adora2a	invariant	-0.004044	0.12228978014579006	genic	FALSE	none	stable_k27ac	-0.06989600799789	0.678401203147315	0.050979	0.055491
chr10	75555972	75556472	Lrrc75b	invariant	0.013351	-0.07543755092105617	genic	FALSE	none	no_diffbind_peak	NA	NA	0.149721	0.142092
chr10	75558415	75558915	Lrrc75b	invariant	0.017745	-0.07543755092105617	genic	FALSE	none	stable_k27ac	0.150661309805464	0.34858159644986503	0.149721	0.142092
chr10	75635682	75636182	Susd2	invariant	0.007443	-0.004376808016332181	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.157112	0.156636
chr10	75646411	75646911	Susd2	invariant	-0.012734	0.04320671763227821	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.178155	0.183572
chr10	75647305	75647805	Susd2	invariant	-0.005861	0.04320671763227821	genic	TRUE	P60	lost_k27ac	-0.703855776331728	2.6750221792746e-4	0.178155	0.183572
chr10	75662545	75663045	Chchd10	invariant	-0.008973	-0.5916972002794316	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.008938	0.005922
chr10	75662545	75663045	Derl3	invariant	-0.004077	-0.34925867888902973	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.00808	0.006337
chr10	75662545	75663045	Gstt1	DEG_down	-0.005986	-0.49307651419496396	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.012416	0.008814
chr10	75662545	75663045	Lrrc75b	invariant	-0.002375	-0.09776068436529112	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.012535	0.011712
chr10	75662545	75663045	Smarcb1	invariant	-0.00675	-0.40545522867183237	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.011353	0.008565
chr10	75662545	75663045	Susd2	invariant	0.006291	-0.02018808945685497	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.070642	0.06966
chr10	75667372	75668325	Adora2a	invariant	0.002378	0.32483039298033906	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.003102	0.003892
chr10	75667372	75668325	Derl3	invariant	0.015667	0.9210378351356667	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.007263	0.013776
chr10	75667372	75668325	Gstt1	DEG_down	-0.001427	-0.34826412368000226	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.011327	0.008892
chr10	75667372	75668325	Lrrc75b	invariant	-0.002317	-0.18069862047029092	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.01139	0.010046
chr10	75667372	75668325	Susd2	invariant	0.014911	0.10642998793172029	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.056582	0.060916
chr10	75677850	75678350	Gstt1	DEG_down	-0.010383	-0.7140858753936034	genic	TRUE	P60	lost_k27ac	-0.872012827443042	9.74764417637702e-6	0.010775	0.006558
chr10	75677850	75678350	Susd2	invariant	-0.016218	-0.1630050325285325	genic	TRUE	P60	lost_k27ac	-0.872012827443042	9.74764417637702e-6	0.043507	0.038856
chr10	75704261	75704761	Chchd10	invariant	-0.007923	-0.12287709157433796	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.009429	0.008657
chr10	75704261	75704761	Derl3	invariant	-0.006942	-0.2043037212264091	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.009993	0.00867
chr10	75704261	75704761	Gstt1	DEG_down	-0.016135	-0.5265131598331768	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.016015	0.01111
chr10	75704261	75704761	Lrrc75b	invariant	-0.012349	-0.26296237321369936	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.013993	0.011657
chr10	75704261	75704761	Smarcb1	invariant	-0.012279	-0.5210640705581511	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.010523	0.007325
chr10	75704261	75704761	Susd2	invariant	-0.001518	0.052968004919138945	genic	TRUE	P60	lost_k27ac	-0.523820797446053	0.00150698636728547	0.0557	0.057784
chr10	75828521	75829021	Gstt1	DEG_down	-0.029667	-0.302961160633581	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.047721	0.038677
chr10	75872997	75873987	Chchd10	invariant	-0.012138	-0.1793769123728888	intergenic	FALSE	none	lost_k27ac	-0.871136136674579	9.36863972048584e-7	0.023298	0.020571
chr10	75872997	75873987	Derl3	invariant	-0.014401	0.05810386720808786	intergenic	FALSE	none	lost_k27ac	-0.871136136674579	9.36863972048584e-7	0.051973	0.05411
chr10	75872997	75873987	Smarcb1	invariant	-0.010591	-0.09227456775273053	intergenic	FALSE	none	lost_k27ac	-0.871136136674579	9.36863972048584e-7	0.028364	0.026605
chr10	76248540	76249040	S100b	invariant	0.019124	0.06717799730728492	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.16802	0.17603
chr10	76257741	76258467	S100b	invariant	0.013106	0.13863989648317643	genic	FALSE	none	no_diffbind_peak	NA	NA	0.168701	0.18572
chr10	76416737	76417237	Mcm3ap	invariant	-0.014637	-0.4068841420347269	genic	FALSE	none	lost_k27ac	-0.789983489426571	1.9609048748156e-4	0.02447	0.01845
chr10	76794070	76794570	Col6a2	DEG_up	-0.022473	-0.8289347934603535	genic	TRUE	P60	stable_k27ac	-0.43368981425598	0.0191177590503271	0.007492	0.004206
chr10	76802056	76802556	Col6a2	DEG_up	-0.007488	0.0478946901043115	genic	TRUE	P60	stable_k27ac	-0.202341405779394	0.167490451091632	0.004358	0.004506
chr10	76802056	76802556	Lss	invariant	-0.007992	-0.3964832985540608	genic	TRUE	P60	stable_k27ac	-0.202341405779394	0.167490451091632	0.007094	0.005383
chr10	76802056	76802556	Mcm3ap	invariant	0.001713	0.10313063526142609	genic	TRUE	P60	stable_k27ac	-0.202341405779394	0.167490451091632	0.005331	0.005728
chr10	76802056	76802556	Pcbp3	DEG_down	0.00164	0.08656474624642098	genic	TRUE	P60	stable_k27ac	-0.202341405779394	0.167490451091632	0.015239	0.016183
chr10	76802056	76802556	Pofut2	invariant	0.001556	0.05019539750993038	genic	TRUE	P60	stable_k27ac	-0.202341405779394	0.167490451091632	0.008927	0.009244
chr10	76873943	76874443	Pcbp3	DEG_down	0.002744	-0.06219569544811375	genic	FALSE	none	stable_k27ac	0.0345788168847576	0.83988347847732	0.040808	0.039085
chr10	76881867	76882367	Pcbp3	DEG_down	-0.001619	0.22697286639462516	genic	FALSE	none	no_diffbind_peak	NA	NA	0.03607	0.04222
chr10	76882795	76883295	Col6a2	DEG_up	0.021634	1.8542577385212782	genic	FALSE	none	stable_k27ac	-0.143394978576635	0.313501616552437	0.001104	0.004061
chr10	76882795	76883295	Pcbp3	DEG_down	0.016565	0.2266385512906304	genic	FALSE	none	stable_k27ac	-0.143394978576635	0.313501616552437	0.036057	0.042195
chr10	77032972	77033472	Pcbp3	DEG_down	7.8e-5	-0.005712781004608838	genic	FALSE	none	stable_k27ac	-0.462574848875678	6.6194824916846e-4	0.023	0.022909
chr10	77130408	77130908	Pofut2	invariant	0.016132	0.4816413937424117	genic	FALSE	none	no_diffbind_peak	NA	NA	0.046967	0.065592
chr10	77251135	77251635	Pofut2	invariant	0.002454	-0.06934936548186414	intergenic	FALSE	none	stable_k27ac	-0.0424168513961484	0.809361764003088	0.130502	0.124376
chr10	77251835	77252335	Pofut2	invariant	0.005922	-0.06690975980547807	intergenic	FALSE	none	stable_k27ac	-0.0424168513961484	0.809361764003088	0.133206	0.127168
chr10	77252767	77253267	Pofut2	invariant	0.004484	-0.06311078713845501	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.138051	0.132141
chr10	77272959	77273459	Adarb1	DEG_down	-0.001013	0.5114214111748833	intergenic	FALSE	none	lost_k27ac	-0.636424125957342	0.0018219971926172	0.014706	0.020974
chr10	77272959	77273459	Pofut2	invariant	-0.025266	0.014364710161467993	intergenic	FALSE	none	lost_k27ac	-0.636424125957342	0.0018219971926172	0.055337	0.055891
chr10	77353291	77353791	Adarb1	DEG_down	0.007018	0.327381107493	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.030315	0.038044
chr10	77399896	77400396	Adarb1	DEG_down	-7.1e-4	0.07960917102797296	genic	TRUE	P60	stable_k27ac	-0.478478907218606	0.00229948736484419	0.054458	0.057549
chr10	77456395	77456895	Adarb1	DEG_down	-0.0063160000000000004	-0.049301371030777925	intergenic	TRUE	P60	stable_k27ac	-0.319792080340482	0.0695443936676355	0.039026	0.037714
chr10	77456395	77456895	Pofut2	invariant	-0.001954	-0.14808413949291221	intergenic	TRUE	P60	stable_k27ac	-0.319792080340482	0.0695443936676355	0.008041	0.007254
chr10	77456395	77456895	Pttg1ip	invariant	-0.001062	0.0231461563932066	intergenic	TRUE	P60	stable_k27ac	-0.319792080340482	0.0695443936676355	0.00931	0.009461
chr10	77506454	77506954	Adarb1	DEG_down	0.001457	0.2907117492435457	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.046098	0.056395
chr10	77506454	77506954	Pofut2	invariant	-0.00113	0.09624548498768382	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.018484	0.019761
chr10	77509807	77510307	Adarb1	DEG_down	-0.010603	-0.1778169496677085	genic	TRUE	P60	lost_k27ac	-0.600190201952717	3.3427609361021e-4	0.038823	0.034318
chr10	77509807	77510307	Pofut2	invariant	0.001246	0.13091791668043248	genic	TRUE	P60	lost_k27ac	-0.600190201952717	3.3427609361021e-4	0.018028	0.019743
chr10	77509807	77510307	Pttg1ip	invariant	0.00882	0.5171417371771714	genic	TRUE	P60	lost_k27ac	-0.600190201952717	3.3427609361021e-4	0.018857	0.026998
chr10	77544916	77545416	Pttg1ip	invariant	-0.00466	0.18972567716866914	genic	FALSE	none	lost_k27ac	-0.613789171565903	0.00276559654489029	0.024058	0.027443
chr10	77587561	77588061	Pttg1ip	invariant	0.011213	0.12274911039149407	genic	FALSE	none	stable_k27ac	0.0464575014549832	0.795441470560216	0.14933	0.162594
chr10	78164652	78165628	Trappc10	invariant	-0.002307	-0.1350395197674944	genic	FALSE	none	stable_k27ac	-0.0747776649240836	0.649135366974809	0.017085	0.015556
chr10	78236835	78237335	Trappc10	invariant	0.006368	-0.1791471205078678	genic	FALSE	none	no_diffbind_peak	NA	NA	0.169556	0.149753
chr10	78261031	78261531	Trappc10	invariant	-0.005955	0.03124206636946209	genic	FALSE	none	lost_k27ac	-0.584921804994333	0.00400374777593385	0.043552	0.044506
chr10	78288909	78289409	Agpat3	invariant	0.00492	0.25297272349670946	genic	TRUE	P60	stable_k27ac	-0.024355061458002	0.904884032531801	0.033319	0.03971
chr10	78297848	78298348	Agpat3	invariant	0.001694	0.1991187280234319	genic	TRUE	P60	stable_k27ac	-0.411593672802851	0.0174158057116577	0.034008	0.039045
chr10	78316352	78316852	Agpat3	invariant	0.005233	0.024685391729788793	genic	TRUE	P60	stable_k27ac	-0.299317664170405	0.0580699721976614	0.038217	0.038877
chr10	78320453	78320953	Agpat3	invariant	-4.21e-4	0.008702307037738156	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.049228	0.049526
chr10	78320453	78320953	Rrp1	invariant	-0.007713	-0.5180249479272905	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.019372	0.01352
chr10	78323444	78323944	Agpat3	invariant	0.007825	0.008515515583596886	genic	TRUE	P60	stable_k27ac	-0.0471176903633553	0.769011140414241	0.049636	0.04993
chr10	78323444	78323944	Rrp1	invariant	-0.007298	-0.5139738476419826	genic	TRUE	P60	stable_k27ac	-0.0471176903633553	0.769011140414241	0.019399	0.013577
chr10	78323444	78323944	Trappc10	invariant	2.66e-4	-0.044611853664117726	genic	TRUE	P60	stable_k27ac	-0.0471176903633553	0.769011140414241	0.013537	0.013124
chr10	78324544	78325044	Agpat3	invariant	0.007803	0.008396340911086509	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.049829	0.05012
chr10	78324544	78325044	Rrp1	invariant	-0.004916	-0.512459279225575	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.01941	0.013599
chr10	78334590	78335460	Agpat3	invariant	2e-5	-0.07934908039242587	genic	TRUE	P60	stable_k27ac	-0.0965835880111732	0.56036857927249	0.061339	0.058055
chr10	78353135	78353635	Agpat3	invariant	-0.020159	-0.14131976276599773	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.193692	0.175616
chr10	78360076	78360576	Agpat3	invariant	-0.041209	-0.1544384655924976	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.097109	0.087248
chr10	78361963	78362463	Agpat3	invariant	-0.024044	-0.17102396785313173	intergenic	TRUE	P60	lost_k27ac	-1.70388304281393	1.34063151073417e-12	0.091164	0.08097
chr10	78575705	78576205	Ilvbl	DEG_down	-0.048701	0.031712322537829955	genic	FALSE	none	lost_k27ac	-0.532999814256457	8.99835564630801e-5	0.140358	0.143478
chr10	78575705	78576205	Slc1a6	invariant	-0.008526	-0.2871621818572679	genic	FALSE	none	lost_k27ac	-0.532999814256457	8.99835564630801e-5	0.00865	0.007084
chr10	78575705	78576205	Syde1	invariant	-0.031611	-0.18706048329871436	genic	FALSE	none	lost_k27ac	-0.532999814256457	8.99835564630801e-5	0.06062	0.053245
chr10	78787614	78788114	Slc1a6	invariant	0.031156	0.017643927914789036	genic	FALSE	none	stable_k27ac	0.105899013775488	0.528705810259568	0.14585	0.147645
chr10	79612180	79612680	C2cd4c	invariant	0.019403	0.04212955884206365	genic	FALSE	none	no_diffbind_peak	NA	NA	0.172824	0.177946
chr10	79615751	79616251	C2cd4c	invariant	0.007357	0.04212955884206365	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.172824	0.177946
chr10	79623823	79624323	C2cd4c	invariant	0.002375	-0.027811635438778796	genic	FALSE	none	no_diffbind_peak	NA	NA	0.098125	0.096251
chr10	79638771	79639271	Shc2	invariant	9.19e-4	0.0335397195522644	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.17174	0.17578
chr10	79695326	79695826	Bsg	invariant	-0.010734	-0.1561954841279848	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.199912	0.179396
chr10	79695326	79695826	Cdc34	invariant	-0.001746	0.09696593267545774	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.060904	0.06514
chr10	79697861	79698361	Bsg	invariant	-0.022734	-0.14343022344773476	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.205857	0.186373
chr10	79697861	79698361	Cdc34	invariant	-0.004747	0.10398707635737545	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.058189	0.06254
chr10	79706558	79707058	Bsg	invariant	-0.003629	-0.08699201641187009	genic	TRUE	P60	stable_k27ac	0.0558675147014574	0.705920588827306	0.153828	0.144825
chr10	79706558	79707058	Cdc34	invariant	-5.89e-4	0.024886135247567987	genic	TRUE	P60	stable_k27ac	0.0558675147014574	0.705920588827306	0.040837	0.041548
chr10	79707106	79707606	Bsg	invariant	0.009039	-0.08699201641187009	genic	TRUE	P60	stable_k27ac	0.0558675147014574	0.705920588827306	0.153828	0.144825
chr10	79707106	79707606	Cdc34	invariant	0.004123	0.025063163866334576	genic	TRUE	P60	stable_k27ac	0.0558675147014574	0.705920588827306	0.04066	0.041373
chr10	79780129	79780629	Palm	DEG_up	-0.014762	0.014474549182401547	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.093096	0.094035
chr10	79802186	79802686	Palm	DEG_up	0.00126	-0.005265787504759763	genic	TRUE	P60	stable_k27ac	0.108263599638443	0.509750271865794	0.100706	0.100339
chr10	79803701	79804201	Palm	DEG_up	0.006125	-0.005596261437826187	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.097093	0.096717
chr10	79807691	79808191	Palm	DEG_up	-0.007327	-0.11476096182683838	genic	TRUE	P60	stable_k27ac	0.0757555376219589	0.635675680108218	0.085137	0.078625
chr10	79861153	79861653	Prtn3	invariant	0.011233	0.12208867562824545	genic	FALSE	none	gained_k27ac	0.813432296023132	3.53975527045754e-7	0.095909	0.104381
chr10	79861153	79861653	Ptbp1	DEG_up	0.008518	-0.009966899932528594	genic	FALSE	none	gained_k27ac	0.813432296023132	3.53975527045754e-7	0.090609	0.089985
chr10	79861153	79861653	R3hdm4	invariant	0.007827	0.3871262202406933	genic	FALSE	none	gained_k27ac	0.813432296023132	3.53975527045754e-7	0.023844	0.031191
chr10	79865913	79866413	Prtn3	invariant	0.028031	0.019436235560206683	genic	FALSE	none	gained_k27ac	0.937643319596256	2.28842061157291e-5	0.19786	0.200544
chr10	79918176	79918676	R3hdm4	invariant	-0.017915	-0.11252619897478056	genic	FALSE	none	no_diffbind_peak	NA	NA	0.16702	0.154486
chr10	79925228	79925728	R3hdm4	invariant	-0.005127	-0.03738535051488657	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.143793	0.140114
chr10	79932683	79933183	R3hdm4	invariant	0.010468	0.203653922780844	genic	FALSE	none	stable_k27ac	0.220307111625104	0.21034970281003	0.061552	0.070888
chr10	80053555	80054055	Gpx4	invariant	0.004876	-0.032940795094560944	genic	FALSE	none	stable_k27ac	0.182724409891448	0.208267944583706	0.187179	0.182953
chr10	80053555	80054055	Sbno2	invariant	0.001838	-0.004419044268153564	genic	FALSE	none	stable_k27ac	0.182724409891448	0.208267944583706	0.041499	0.041372
chr10	80071058	80071558	Sbno2	invariant	-0.002482	-0.05977367586341727	genic	FALSE	none	no_diffbind_peak	NA	NA	0.044423	0.042619
chr10	80129698	80130198	Sbno2	invariant	-0.005977	0.025181841958249605	genic	FALSE	none	stable_k27ac	0.00764581685435448	0.964736689690015	0.043363	0.044127
chr10	80142030	80142530	Fam174c	invariant	-4.1e-5	0.0017635577589992305	genic	FALSE	none	stable_k27ac	0.112948888147299	0.436523670834078	0.034311	0.034353
chr10	80142030	80142530	Gpx4	invariant	-0.00199	-0.05452490741667987	genic	FALSE	none	stable_k27ac	0.112948888147299	0.436523670834078	0.026235	0.025261
chr10	80142030	80142530	R3hdm4	invariant	-0.005709	-0.4852277397835211	genic	FALSE	none	stable_k27ac	0.112948888147299	0.436523670834078	0.017364	0.012397
chr10	80142030	80142530	Sbno2	invariant	-0.006063	-0.15679284810915217	genic	FALSE	none	stable_k27ac	0.112948888147299	0.436523670834078	0.033513	0.030059
chr10	80148998	80149498	Fam174c	invariant	0.001104	-0.05591601613262379	genic	FALSE	none	stable_k27ac	0.240381468140063	0.0905629560278287	0.046085	0.044332
chr10	80148998	80149498	Gpx4	invariant	-0.00313	-0.26357946261404525	genic	FALSE	none	stable_k27ac	0.240381468140063	0.0905629560278287	0.025653	0.021365
chr10	80148998	80149498	Ndufs7	invariant	0.001533	-0.055178091485069955	genic	FALSE	none	stable_k27ac	0.240381468140063	0.0905629560278287	0.026383	0.025392
chr10	80148998	80149498	Sbno2	invariant	0.001343	0.024116808680083868	genic	FALSE	none	stable_k27ac	0.240381468140063	0.0905629560278287	0.021033	0.021388
chr10	80159704	80160204	Fam174c	invariant	-0.004444	-0.157824290360834	intergenic	FALSE	none	stable_k27ac	-0.382910427535813	0.01515337113157	0.051641	0.046287
chr10	80164851	80165351	Fam174c	invariant	-0.013569	0.06247161281315224	intergenic	FALSE	none	lost_k27ac	-0.675384198339319	3.02845662027636e-6	0.150245	0.156895
chr10	80164851	80165351	Ndufs7	invariant	-0.005333	-4.7797737849305464e-4	intergenic	FALSE	none	lost_k27ac	-0.675384198339319	3.02845662027636e-6	0.045256	0.045241
chr10	80167458	80167958	Fam174c	invariant	-0.0012979999999999999	0.05395188380642274	genic	FALSE	none	stable_k27ac	-0.0517651439326854	0.715278724602716	0.163943	0.170191
chr10	80167458	80167958	Ndufs7	invariant	-6.04e-4	-4.7889762352936436e-4	genic	FALSE	none	stable_k27ac	-0.0517651439326854	0.715278724602716	0.045169	0.045154
chr10	80167458	80167958	Sbno2	invariant	0.00648	0.6214290518612607	genic	FALSE	none	stable_k27ac	-0.0517651439326854	0.715278724602716	0.012741	0.019615
chr10	80168009	80168509	Fam174c	invariant	0.003031	0.052902642484112854	genic	FALSE	none	no_diffbind_peak	NA	NA	0.166105	0.17231
chr10	80244697	80245197	Ndufs7	invariant	-0.008666	0.05933384050666193	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.150267	0.156577
chr10	80245594	80246094	Ndufs7	invariant	-0.003335	0.010662649303090514	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.155942	0.157099
chr10	80264556	80265347	Ndufs7	invariant	0.003022	-0.07453027563591248	genic	FALSE	none	stable_k27ac	0.105039705527779	0.441103368789998	0.067145	0.063763
chr10	80298858	80299358	2310011J03Rik	invariant	-0.003291	-0.1823948635275383	genic	FALSE	none	no_diffbind_peak	NA	NA	0.063496	0.055952
chr10	80298858	80299358	Ndufs7	invariant	0.005086	0.2584497517944587	genic	FALSE	none	no_diffbind_peak	NA	NA	0.018858	0.022563
chr10	80298858	80299358	Pcsk4	DEG_down	0.01858	0.3391405929082115	genic	FALSE	none	no_diffbind_peak	NA	NA	0.048856	0.06181
chr10	80302393	80302893	2310011J03Rik	invariant	0.007559	0.06938069918721582	genic	FALSE	none	no_diffbind_peak	NA	NA	0.076456	0.080224
chr10	80312525	80313025	2310011J03Rik	invariant	0.01616	0.04062404944895778	genic	FALSE	none	gained_k27ac	0.982442139393068	5.44547142041566e-7	0.119517	0.122931
chr10	80312525	80313025	Pcsk4	DEG_down	0.012844	0.16345546665926777	genic	FALSE	none	gained_k27ac	0.982442139393068	5.44547142041566e-7	0.068451	0.076666
chr10	80313852	80314352	2310011J03Rik	invariant	0.013363	0.03754043342183575	genic	FALSE	none	no_diffbind_peak	NA	NA	0.125758	0.129074
chr10	80313852	80314352	Pcsk4	DEG_down	0.010992	0.1593382471552743	genic	FALSE	none	no_diffbind_peak	NA	NA	0.069432	0.077543
chr10	80323430	80323930	2310011J03Rik	invariant	-0.010632	-0.04243737726883865	genic	FALSE	none	stable_k27ac	-0.433931307026637	0.0340757466250505	0.224385	0.21788
chr10	80323430	80323930	Pcsk4	DEG_down	-0.008952	-0.07775038680065895	genic	FALSE	none	stable_k27ac	-0.433931307026637	0.0340757466250505	0.219144	0.207645
chr10	80332338	80332838	2310011J03Rik	invariant	-0.010051	0.026764348147235353	genic	FALSE	none	stable_k27ac	-0.404289366697471	0.0175622476880588	0.096263	0.098066
chr10	80332338	80332838	Pcsk4	DEG_down	-0.014878	0.05025953711279683	genic	FALSE	none	stable_k27ac	-0.404289366697471	0.0175622476880588	0.199854	0.20694
chr10	80355355	80355855	2310011J03Rik	invariant	0.005625	0.11838426179164316	intergenic	FALSE	none	stable_k27ac	0.111397655571742	0.450985519659156	0.033896	0.036797
chr10	80355355	80355855	Pcsk4	DEG_down	0.001956	-0.15964771539384096	intergenic	FALSE	none	stable_k27ac	0.111397655571742	0.450985519659156	0.03684	0.032978
chr10	80413061	80413561	Uqcr11	invariant	5.82e-4	-0.036972675123746274	genic	FALSE	none	stable_k27ac	-0.0302640102828659	0.869587065256743	0.214898	0.20946
chr10	80417796	80418296	Uqcr11	invariant	-0.004857	0.03625965459847408	genic	FALSE	none	stable_k27ac	-0.329436462297171	0.0418882316676604	0.10586	0.108555
chr10	80418301	80418801	Uqcr11	invariant	-0.00946	0.036732072244669706	genic	FALSE	none	stable_k27ac	-0.329436462297171	0.0418882316676604	0.105179	0.107892
chr10	80610523	80611023	Abhd17a	invariant	8.57e-4	0.028127359055201716	genic	TRUE	P60	stable_k27ac	-0.284101720089663	0.0512047341323866	0.061484	0.062695
chr10	80676365	80676865	Abhd17a	invariant	0.00153	0.14152081960272012	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.027082	0.029876
chr10	80676365	80676865	Ap3d1	invariant	0.00538	0.4358139936423993	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.017355	0.023485
chr10	80676365	80676865	Mob3a	invariant	0.002128	0.11398270875316882	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.055063	0.059592
chr10	80732607	80733107	Ap3d1	invariant	0.002729	0.10252556606430374	genic	FALSE	none	stable_k27ac	0.127797548961549	0.356619126730564	0.0882	0.094698
chr10	80736754	80737254	Ap3d1	invariant	-0.003655	0.030088815503341044	genic	FALSE	none	stable_k27ac	0.121468883285153	0.43721296821633	0.169511	0.173084
chr10	80736754	80737254	Dot1l	invariant	-0.001347	-0.1049333102912008	genic	FALSE	none	stable_k27ac	0.121468883285153	0.43721296821633	0.042025	0.039075
chr10	80736754	80737254	Mob3a	invariant	5.68e-4	0.10840086821855513	genic	FALSE	none	stable_k27ac	0.121468883285153	0.43721296821633	0.048953000000000003	0.052775
chr10	80757662	80758162	Dot1l	invariant	0.002722	0.06855768627678578	genic	FALSE	none	no_diffbind_peak	NA	NA	0.214407	0.224843
