chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr13	19365000	19370000	chr13	19615000	19620000	146.74880433082566	131.12635868787766
chr13	55600000	55605000	chr13	55725000	55730000	144.31050513188066	124.00191390514367
chr13	48650000	48655000	chr13	48995000	49000000	73.31975280245143	81.33301036556564
chr13	109230000	109235000	chr13	109755000	109760000	104.09181892871861	94.61925017833723
chr13	43865000	43870000	chr13	44395000	44400000	83.80336362123494	72.94198199113214
chr13	98890000	98895000	chr13	98925000	98930000	306.94339934984833	307.985367933909
chr13	84345000	84350000	chr13	84400000	84405000	179.4634545048077	124.45575267076468
chr13	94285000	94290000	chr13	94375000	94380000	141.46211119492867	116.00643459955866
chr13	102675000	102680000	chr13	102745000	102750000	177.80658845106768	211.92163149515798
chr13	69740000	69745000	chr13	69805000	69810000	185.909769455592	192.4237061341603
chr13	113265000	113270000	chr13	113665000	113670000	219.3691350221633	165.64122031132368
chr13	44300000	44305000	chr13	44670000	44675000	67.72421237826346	60.55199577411017
chr13	108190000	108195000	chr13	108330000	108335000	165.36788747708	152.19180186589531
chr13	3665000	3670000	chr13	4000000	4005000	70.52443263928093	55.4315599600474
chr13	96030000	96035000	chr13	96590000	96595000	75.4963756601016	64.7729514439901
chr13	31790000	31795000	chr13	32680000	32685000	106.86713790893565	110.16931935151433
chr13	21160000	21165000	chr13	21710000	21715000	29.7128216822942	36.268081406752266
chr12	113000000	113005000	chr12	113045000	113050000	233.41899100939432	234.2799084186553
chr12	102575000	102580000	chr12	102705000	102710000	277.838307619095	267.315658728282
chr12	86680000	86685000	chr12	86715000	86720000	297.2276933987937	275.230961004893
chr12	99215000	99220000	chr12	99285000	99290000	158.829671939214	157.22605204582234
chr12	78915000	78920000	chr12	79005000	79010000	183.7767594456673	187.89248724778466
chr12	73870000	73875000	chr12	73905000	73910000	286.0196142196653	274.6685342788697
chr12	21370000	21375000	chr12	21415000	21420000	221.603846013546	211.20803435643498
chr12	39315000	39320000	chr12	39490000	39495000	115.02117445071559	87.84216677149152
chr12	26070000	26075000	chr12	26225000	26230000	133.92256208260832	124.52745167414332
chr12	21110000	21115000	chr12	21265000	21270000	194.02847003936768	173.5928966999053
chr12	21110000	21115000	chr12	21155000	21160000	259.3228932221733	230.946867545446
chr12	90570000	90575000	chr12	90620000	90625000	132.79399486382832	112.144897679488
chr12	75785000	75790000	chr12	75950000	75955000	138.83801722526533	165.23307842016231
chr12	72460000	72465000	chr12	72520000	72525000	162.69539614518465	148.7015264829
chr12	69730000	69735000	chr12	69890000	69895000	128.11479806900033	130.39580341180167
chr12	102880000	102885000	chr12	102955000	102960000	158.779817124208	169.41987347602833
chr12	108905000	108910000	chr12	110395000	110400000	85.18573160966247	74.18897742033006
chr12	98900000	98905000	chr12	99025000	99030000	94.02003081639596	86.81634201606113
chr12	85340000	85345000	chr12	85660000	85665000	149.42163185278568	152.60713756084434
chr12	105050000	105055000	chr12	105485000	105490000	99.452581544717	97.376209159692
chr12	30200000	30205000	chr12	30365000	30370000	127.16230376561491	165.810295542081
chr12	7990000	7995000	chr12	8305000	8310000	55.915192703406	57.919881840546935
chr15	36965000	36970000	chr15	37005000	37010000	265.46163392066967	255.17696317036936
chr15	81955000	81960000	chr15	81990000	81995000	374.1514282226563	360.19998311996466
chr15	97780000	97785000	chr15	97850000	97855000	273.44740009307867	236.56250615914666
chr15	78910000	78915000	chr15	78945000	78950000	393.15238634745305	349.42479626337666
chr15	84855000	84860000	chr15	84890000	84895000	259.5014557043713	269.97385319073965
chr15	44710000	44715000	chr15	44745000	44750000	328.76332155863435	301.48757902781205
chr15	99495000	99500000	chr15	99670000	99675000	135.70283993085198	135.18983431657168
chr15	58785000	58790000	chr15	58820000	58825000	356.9078154563904	314.11129164695734
chr15	4500000	4505000	chr15	4555000	4560000	247.05874474843333	237.98451193173705
chr15	102525000	102530000	chr15	102620000	102625000	204.29229696591665	194.38769014676402
chr15	88615000	88620000	chr15	88650000	88655000	214.9089788595837	198.318720360597
chr15	82065000	82070000	chr15	82235000	82240000	196.97494518756866	198.306968053182
chr15	75840000	75845000	chr15	75885000	75890000	246.88439091046635	259.038218577703
chr15	3995000	4000000	chr15	4030000	4035000	430.0696636835733	423.5812455813093
chr15	58895000	58900000	chr15	58930000	58935000	244.419953862826	225.70966760317467
chr15	95490000	95495000	chr15	95525000	95530000	296.7850898106894	284.09422858556104
chr15	59080000	59085000	chr15	59310000	59315000	131.44120307763433	115.22532461086932
chr15	84000000	84005000	chr15	84035000	84040000	323.23499043782533	326.72472135225934
chr15	59080000	59085000	chr15	59190000	59195000	164.89396381378165	145.63552161057768
chr15	37960000	37965000	chr15	38075000	38080000	110.41959476470929	102.35626540581409
chr15	38695000	38700000	chr15	39330000	39335000	129.05917606751095	117.89645385742166
chr15	77980000	77985000	chr15	78235000	78240000	157.66974798838334	130.93074468771633
chr15	11405000	11410000	chr15	11965000	11970000	103.94128197431549	111.53557435671534
chr15	34040000	34045000	chr15	34425000	34430000	90.34893353780126	88.7377098798752
chr15	72205000	72210000	chr15	73020000	73025000	94.89465149243658	82.92574075857797
chr15	38695000	38700000	chr15	39215000	39220000	117.05441039800644	91.67791064580297
chr16	94885000	94890000	chr16	94995000	95000000	142.58330690860734	130.19387561082831
chr16	85130000	85135000	chr16	85165000	85170000	323.2140091260277	299.6756274700163
chr16	44280000	44285000	chr16	44330000	44335000	249.15703837076833	238.856157461802
chr16	6380000	6385000	chr16	6420000	6425000	304.39401737848897	301.1089275678
chr16	90020000	90025000	chr16	90140000	90145000	138.73510100444167	151.11332782109568
chr16	17405000	17410000	chr16	17450000	17455000	195.83988992373168	192.35832166671767
chr16	8685000	8690000	chr16	8765000	8770000	172.55982542037967	176.3987524112067
chr16	89955000	89960000	chr16	89990000	89995000	344.2410917282107	304.7069650491077
chr16	89840000	89845000	chr16	90165000	90170000	250.71566700935333	252.66983175277701
chr16	30995000	31000000	chr16	31045000	31050000	236.5501639048257	249.01783768335966
chr16	89955000	89960000	chr16	90140000	90145000	170.34401774406433	164.74285697937034
chr16	29725000	29730000	chr16	30260000	30265000	160.98923542102168	145.75558209419236
chr16	21615000	21620000	chr16	21725000	21730000	188.57780357201867	196.663398762544
chr16	5885000	5890000	chr16	5925000	5930000	242.772472222646	216.01359295845
chr16	5070000	5075000	chr16	5140000	5145000	222.67930754025767	210.81615400314334
chr16	10785000	10790000	chr16	10865000	10870000	135.44921843210867	112.55049192905433
chr16	28445000	28450000	chr16	28485000	28490000	202.722770253817	170.02497235933967
chr16	17910000	17915000	chr16	18035000	18040000	106.33605953057607	97.00492320458086
chr16	17645000	17650000	chr16	17720000	17725000	173.31033237775168	156.917448401451
chr16	4475000	4480000	chr16	4540000	4545000	175.38476924101533	191.11069575945567
chr16	97850000	97855000	chr16	97960000	97965000	213.35595015684734	178.82743791739168
chr16	24930000	24935000	chr16	25055000	25060000	93.23540341854091	85.70757953325909
chr16	30065000	30070000	chr16	30235000	30240000	96.3627737959227	100.47317133347201
chr16	13815000	13820000	chr16	14155000	14160000	108.98989258209842	90.02682368954022
chr16	72995000	73000000	chr16	74410000	74415000	133.56941131750762	112.99319640795368
chr16	67735000	67740000	chr16	67850000	67855000	155.886884967486	119.44690795739467
chr16	14235000	14240000	chr16	14490000	14495000	124.80047535896317	110.52538927396135
chr17	27910000	27915000	chr17	27945000	27950000	386.94168249766	386.07870546976704
chr17	66250000	66255000	chr17	66330000	66335000	260.56431794166565	257.97598417599966
chr17	56125000	56130000	chr17	56160000	56165000	363.91586009661336	412.4384485085804
chr17	46265000	46270000	chr17	46300000	46305000	391.9615426063537	381.0191303888957
chr17	31020000	31025000	chr17	31055000	31060000	308.89977296193473	319.42280801137304
chr17	57060000	57065000	chr17	57095000	57100000	290.98769394556666	261.51711686452234
chr17	86170000	86175000	chr17	86210000	86215000	305.48247400919564	298.43025628725667
chr17	69380000	69385000	chr17	69415000	69420000	300.9570514361063	282.1673256556193
chr17	88255000	88260000	chr17	88300000	88305000	249.98384388287832	200.53625392913833
chr17	78195000	78200000	chr17	78400000	78405000	97.25878117481842	88.93607813119888
chr17	5490000	5495000	chr17	5550000	5555000	253.64739159742967	250.44129689534532
chr17	4945000	4950000	chr17	4990000	4995000	224.20432356993365	190.37233038743332
chr17	26660000	26665000	chr17	26780000	26785000	193.95000370343533	187.75716074307766
chr17	34245000	34250000	chr17	34310000	34315000	204.0465026696523	235.67374984423336
chr17	73305000	73310000	chr17	73800000	73805000	83.31032188733417	82.69961994886397
chr17	6695000	6700000	chr17	6895000	6900000	419.66740481058764	433.7443396250407
chr17	72835000	72840000	chr17	73105000	73110000	64.6291265686353	67.24799381693204
chr17	47365000	47370000	chr17	47690000	47695000	60.466634233792604	55.430792848269164
chr17	85115000	85120000	chr17	85630000	85635000	125.47905959685643	141.21772271394732
chr17	13190000	13195000	chr17	13450000	13455000	128.63191374142932	113.02190750837326
chr17	83270000	83275000	chr17	83850000	83855000	50.2203614811103	52.43878485759097
chr1	33905000	33910000	chr1	33940000	33945000	445.89224624633766	394.7833801905313
chr1	154785000	154790000	chr1	154860000	154865000	259.580909808477	279.87094632784533
chr1	153040000	153045000	chr1	153085000	153090000	284.6452816327413	268.2686219215393
chr1	191025000	191030000	chr1	191060000	191065000	265.73211101690896	258.45704444249463
chr1	164860000	164865000	chr1	164895000	164900000	285.07092030843097	249.99812984466533
chr1	134150000	134155000	chr1	134200000	134205000	279.704868833224	282.19318524996464
chr1	64165000	64170000	chr1	64225000	64230000	223.40226888656602	193.182249546051
chr1	39475000	39480000	chr1	39515000	39520000	243.307791868846	242.02427013715067
chr1	22930000	22935000	chr1	23005000	23010000	246.338167587916	214.26380181312535
chr1	150870000	150875000	chr1	150915000	150920000	276.064346512159	194.77678140004468
chr1	132880000	132885000	chr1	132935000	132940000	277.806942621867	307.78417619069404
chr1	74585000	74590000	chr1	74660000	74665000	107.92366987466797	133.98104687531801
chr1	153700000	153705000	chr1	153735000	153740000	310.6258885065717	321.7762490908306
chr1	87445000	87450000	chr1	87755000	87760000	201.87555710474635	210.79883136351899
chr1	133735000	133740000	chr1	133800000	133805000	206.925901254018	158.09107299645734
chr1	78725000	78730000	chr1	79680000	79685000	197.06053084135033	164.09376813968035
chr1	166005000	166010000	chr1	166150000	166155000	103.1403493682544	105.58692139387118
chr1	93635000	93640000	chr1	93750000	93755000	144.60038518905634	126.18163790305466
chr1	160755000	160760000	chr1	160790000	160795000	328.26723088820796	311.461254755656
chr1	123975000	123980000	chr1	124040000	124045000	151.58548680941266	155.71406718095133
chr1	72875000	72880000	chr1	72990000	72995000	110.42259836196898	81.1356560786565
chr1	34735000	34740000	chr1	34865000	34870000	182.68344004948935	166.35564263661703
chr1	178525000	178530000	chr1	178690000	178695000	138.69838983813932	141.95842125018467
chr1	162355000	162360000	chr1	162545000	162550000	160.49486505985269	162.21843119462332
chr1	25510000	25515000	chr1	25615000	25620000	210.94701747099566	190.874803304672
chr1	193000000	193005000	chr1	193125000	193130000	152.96851142247502	167.74106872081765
chr1	178525000	178530000	chr1	179230000	179235000	95.404781937599	85.2154872218767
chr1	48275000	48280000	chr1	48530000	48535000	135.40322877963374	117.53421745697666
chr1	119545000	119550000	chr1	119670000	119675000	126.10059724251437	129.70444524288166
chr1	18640000	18645000	chr1	18900000	18905000	117.12748976548517	95.2441532810529
chr1	128870000	128875000	chr1	130350000	130355000	115.55840925375628	100.5990564028424
chr1	107590000	107595000	chr1	109930000	109935000	59.608209162950494	46.64230022827783
chr1	21215000	21220000	chr1	22265000	22270000	74.88949604829149	61.092178444067635
chr1	111860000	111865000	chr1	112375000	112380000	71.778704226017	92.8214341998101
chr1	83745000	83750000	chr1	84580000	84585000	87.3964683612187	108.73176942269015
chr1	189020000	189025000	chr1	189970000	189975000	36.898494015137366	47.018553117911004
chr18	39355000	39360000	chr18	39390000	39395000	275.86486236254365	259.771790544192
chr18	75560000	75565000	chr18	75595000	75600000	237.49782053629565	218.16069940725967
chr18	39300000	39305000	chr18	39340000	39345000	238.770110766093	220.68320329984036
chr18	63860000	63865000	chr18	63895000	63900000	304.6412120262783	299.92033219337463
chr18	25640000	25645000	chr18	25725000	25730000	188.24070604642233	181.85845287640868
chr18	12640000	12645000	chr18	12680000	12685000	333.5788254737856	331.059071938197
chr18	84030000	84035000	chr18	84085000	84090000	231.515644391378	210.6875297228497
chr18	23310000	23315000	chr18	23350000	23355000	253.4023459355037	236.65633177757232
chr18	49985000	49990000	chr18	50025000	50030000	276.68972563743597	284.9246892134347
chr18	14260000	14265000	chr18	14310000	14315000	229.22638853391	216.43711940447497
chr18	61745000	61750000	chr18	61925000	61930000	155.27830721934632	156.44647528727867
chr18	90510000	90515000	chr18	90575000	90580000	228.11993308862034	216.15553967158
chr18	69195000	69200000	chr18	69675000	69680000	82.57621969779318	82.86351362864177
chr18	46405000	46410000	chr18	46520000	46525000	209.93759004275	167.8996932109193
chr18	42900000	42905000	chr18	42980000	42985000	158.958237926165	163.612085064252
chr18	63860000	63865000	chr18	64340000	64345000	104.66244949897134	127.42011578877765
chr18	14950000	14955000	chr18	15135000	15140000	132.60943524042764	156.45848421255732
chr18	13460000	13465000	chr18	13975000	13980000	79.30641901493074	82.002979795138
chr18	14820000	14825000	chr18	15135000	15140000	126.2302265763282	102.87240497271206
chr18	67115000	67120000	chr18	67270000	67275000	106.34479663769407	107.99168539047237
chr18	5590000	5595000	chr18	5985000	5990000	83.13246361414593	102.940998951594
chr18	71385000	71390000	chr18	73620000	73625000	57.57784390449523	41.61822158098224
chr18	20895000	20900000	chr18	21300000	21305000	69.93281435966493	46.0099627574285
chr19	5405000	5410000	chr19	5455000	5460000	279.777943611145	249.6996781031287
chr19	24520000	24525000	chr19	24555000	24560000	268.1390482783317	278.22141464551265
chr19	57270000	57275000	chr19	57310000	57315000	353.8259932200113	334.798142751058
chr19	8835000	8840000	chr19	8890000	8895000	242.47899985313435	221.51279195149732
chr19	17155000	17160000	chr19	17235000	17240000	221.36008461316433	170.95100728670766
chr19	3945000	3950000	chr19	3980000	3985000	395.11044343312597	406.35823583602905
chr19	3705000	3710000	chr19	3765000	3770000	185.814570347468	159.21786069870004
chr19	45010000	45015000	chr19	45045000	45050000	374.7957224845887	347.0298138459523
chr19	53495000	53500000	chr19	53530000	53535000	391.478623231252	355.2700339953106
chr19	37955000	37960000	chr19	37990000	37995000	330.05383451779704	290.72556217511504
chr19	18635000	18640000	chr19	18670000	18675000	371.10028044382733	331.62557021776837
chr19	4975000	4980000	chr19	5010000	5015000	558.8901476860043	542.7701306343077
chr19	12515000	12520000	chr19	12590000	12595000	245.836099823316	224.79095345735564
chr19	45280000	45285000	chr19	45545000	45550000	158.90771607557966	145.45836746692635
chr19	6415000	6420000	chr19	6660000	6665000	110.9503858884175	84.09653498729074
chr19	42795000	42800000	chr19	43475000	43480000	88.19892176985742	91.49163927634557
chr2	25430000	25435000	chr2	25475000	25480000	496.35074313481664	488.08644803365064
chr2	35545000	35550000	chr2	35925000	35930000	272.9616292317707	275.69346610705065
chr2	132700000	132705000	chr2	132785000	132790000	321.4644617239633	296.347045103709
chr2	90540000	90545000	chr2	90575000	90580000	328.962901433309	292.2749103705087
chr2	91065000	91070000	chr2	91100000	91105000	320.850316445033	343.098779916763
chr2	130450000	130455000	chr2	130495000	130500000	263.0177652835843	274.06131823857635
chr2	52555000	52560000	chr2	52590000	52595000	320.7069121201833	302.761311690013
chr2	21090000	21095000	chr2	21140000	21145000	236.69234295686067	211.200623035431
chr2	170730000	170735000	chr2	170810000	170815000	185.73548467954	169.888120651245
chr2	127720000	127725000	chr2	127755000	127760000	329.3786294460294	268.14103209972365
chr2	131175000	131180000	chr2	131210000	131215000	332.21296286582935	314.4064990679423
chr2	59610000	59615000	chr2	59645000	59650000	352.22960933049535	312.6377256711327
chr2	178575000	178580000	chr2	178660000	178665000	166.03741176923134	165.43339069684367
chr2	90815000	90820000	chr2	90850000	90855000	419.46488269170135	408.884017944336
chr2	135660000	135665000	chr2	135925000	135930000	196.48196856180834	165.35196797053
chr2	130630000	130635000	chr2	130665000	130670000	360.09770655631996	343.0141723155977
chr2	93420000	93425000	chr2	93470000	93475000	215.07273642222103	232.20998525619532
chr2	68860000	68865000	chr2	69040000	69045000	205.95042896270732	187.87177157402064
chr2	30590000	30595000	chr2	30655000	30660000	277.8657173315683	243.5879464149473
chr2	149830000	149835000	chr2	149995000	150000000	169.97626010576903	186.84448043505367
chr2	52260000	52265000	chr2	52420000	52425000	159.51370803515132	157.28763079643235
chr2	124930000	124935000	chr2	125030000	125035000	123.43414050340668	137.39186702171966
chr2	30125000	30130000	chr2	30270000	30275000	146.08704501390434	154.676299214363
chr2	122190000	122195000	chr2	122240000	122245000	264.34370652834565	283.5191030502317
chr2	37515000	37520000	chr2	37770000	37775000	175.72055379549667	164.63793206214902
chr2	179575000	179580000	chr2	179875000	179880000	137.83700895309434	113.609710395336
chr2	127890000	127895000	chr2	128120000	128125000	125.59175550937671	122.42520982027033
chr2	78045000	78050000	chr2	78330000	78335000	122.5887839992842	108.0076199769972
chr2	18870000	18875000	chr2	19275000	19280000	79.00303745269777	92.76794538895292
chr2	138030000	138035000	chr2	139370000	139375000	105.3479880094531	105.5531678001085
chrX	160580000	160585000	chrX	161030000	161035000	46.91160172224043	60.3046558201313
chrX	71050000	71055000	chrX	71105000	71110000	73.9383546213309	67.5104893843333
chrX	102080000	102085000	chrX	102115000	102120000	99.88635798295337	107.13019309441226
chrX	7605000	7610000	chrX	7645000	7650000	87.12376231948532	91.75042999784166
chrX	152140000	152145000	chrX	152175000	152180000	109.4538702964784	120.01310614744811
chrX	42030000	42035000	chrX	42145000	42150000	55.67382007837298	44.71665833393731
chrX	158375000	158380000	chrX	158920000	158925000	26.476827392975498	20.127692302068102
chrX	158040000	158045000	chrX	158375000	158380000	38.57307126124697	28.021409620841368
chrX	59175000	59180000	chrX	60025000	60030000	50.68781905372936	45.8028990427653
chrX	70580000	70585000	chrX	71050000	71055000	35.19246046741804	31.2497438788414
chrX	168665000	168670000	chrX	168935000	168940000	53.500823279221834	55.65210858980814
chr3	107480000	107485000	chr3	107515000	107520000	279.70005973180133	258.1035563151043
chr3	80765000	80770000	chr3	80800000	80805000	266.0974844296773	250.83584272861467
chr3	13470000	13475000	chr3	13735000	13740000	163.99602011839534	150.459414581458
chr3	79510000	79515000	chr3	79585000	79590000	226.21687277158102	221.31047952175132
chr3	7375000	7380000	chr3	7415000	7420000	318.66033760706597	309.5322559674577
chr3	108840000	108845000	chr3	108900000	108905000	169.200284322103	167.1559177041057
chr3	8595000	8600000	chr3	8660000	8665000	192.53414773941032	165.528634051482
chr3	28260000	28265000	chr3	28550000	28555000	140.128329416116	144.81130297978734
chr3	138440000	138445000	chr3	138535000	138540000	91.08801746368415	82.4723397095998
chr3	27180000	27185000	chr3	27235000	27240000	225.52235345045733	223.60159778594968
chr3	81035000	81040000	chr3	81780000	81785000	64.337939063708	68.31292539834978
chr3	31055000	31060000	chr3	31600000	31605000	98.27110630273819	84.7518455584844
chr3	79880000	79885000	chr3	80055000	80060000	113.26552428801843	127.19014139970132
chr3	137775000	137780000	chr3	137990000	137995000	89.03244970242183	73.98359141747157
chr3	76070000	76075000	chr3	76565000	76570000	95.3448986411094	108.59804342190421
chr3	49095000	49100000	chr3	50905000	50910000	52.23224620024363	36.475485454003035
chr4	151100000	151105000	chr4	151135000	151140000	389.94628024101274	393.3226070404053
chr4	63180000	63185000	chr4	63315000	63320000	252.174076795578	264.437547604243
chr4	136905000	136910000	chr4	136980000	136985000	222.9972710609437	240.01530901590968
chr4	137910000	137915000	chr4	137945000	137950000	368.82419284184766	368.27663962046296
chr4	6370000	6375000	chr4	6405000	6410000	345.429400126139	307.57757949829096
chr4	133055000	133060000	chr4	133090000	133095000	422.8481051127117	440.139785766602
chr4	150210000	150215000	chr4	150245000	150250000	311.90776495138795	270.95691299438465
chr4	46040000	46045000	chr4	46085000	46090000	326.48919057846064	343.4263318379723
chr4	129045000	129050000	chr4	129080000	129085000	333.72247274716705	318.05365061759966
chr4	104370000	104375000	chr4	104410000	104415000	214.1211908260983	196.92602856953934
chr4	21880000	21885000	chr4	21930000	21935000	239.49244968096434	210.93629487355565
chr4	57015000	57020000	chr4	57165000	57170000	199.22198994954434	216.44613067309035
chr4	57015000	57020000	chr4	57065000	57070000	223.37603648503602	206.46778142452231
chr4	119420000	119425000	chr4	119490000	119495000	183.92379228274035	179.0454886754353
chr4	128610000	128615000	chr4	128710000	128715000	139.361250569423	137.51978507638
chr4	133420000	133425000	chr4	133455000	133460000	497.8786126772563	503.1479202906293
chr4	85205000	85210000	chr4	85390000	85395000	200.35928233464566	179.69593497117367
chr4	141075000	141080000	chr4	141135000	141140000	161.882227142652	157.48534681399667
chr4	66480000	66485000	chr4	66550000	66555000	109.71032806237547	98.21105560660357
chr4	154065000	154070000	chr4	154100000	154105000	353.21424571673066	350.0190912882483
chr4	117830000	117835000	chr4	117865000	117870000	293.78891754150396	345.3657868703206
chr4	45730000	45735000	chr4	45765000	45770000	270.1112258434296	259.144194761912
chr4	137730000	137735000	chr4	137940000	137945000	120.3880193034808	120.014471411705
chr4	133005000	133010000	chr4	133210000	133215000	178.91030836105332	158.35796209176365
chr4	148360000	148365000	chr4	148425000	148430000	204.59958895047535	207.74447743097969
chr4	8665000	8670000	chr4	9095000	9100000	224.185443162918	194.46816885471333
chr4	41465000	41470000	chr4	41610000	41615000	139.834044178327	149.69655354817732
chr4	140025000	140030000	chr4	140245000	140250000	100.15911857287084	116.99603203932433
chr4	120680000	120685000	chr4	120755000	120760000	164.349829673767	170.75451556841566
chr4	106610000	106615000	chr4	107165000	107170000	87.90322377284367	93.50050417582207
chr4	70450000	70455000	chr4	70595000	70600000	219.15535219510434	188.12522582213066
chr4	32240000	32245000	chr4	32535000	32540000	168.802737951279	157.19356751441933
chr4	47705000	47710000	chr4	48040000	48045000	97.6071647008261	87.99178906281789
chr4	57445000	57450000	chr4	57605000	57610000	155.415197253227	192.296079834302
chr4	90905000	90910000	chr4	91095000	91100000	127.93079223235434	118.10652230183301
chr4	96695000	96700000	chr4	97745000	97750000	72.66044520338376	76.35051158070566
chr4	136260000	136265000	chr4	136620000	136625000	88.6381910244623	78.21787602702777
chr4	100025000	100030000	chr4	100405000	100410000	131.3315060337384	141.42261189222333
chr4	16250000	16255000	chr4	19330000	19335000	94.32616311311737	73.16146059830983
chr4	145625000	145630000	chr4	147265000	147270000	134.73311229546835	118.43816212813067
chr5	53170000	53175000	chr5	53210000	53215000	275.4613444407783	266.028913974762
chr5	142775000	142780000	chr5	142810000	142815000	405.858536322912	463.348160902659
chr5	113565000	113570000	chr5	113720000	113725000	195.15101599693298	203.6624830563867
chr5	130040000	130045000	chr5	130075000	130080000	317.68909859657305	297.1614236831667
chr5	135900000	135905000	chr5	135935000	135940000	391.548858443896	386.6889783541363
chr5	36755000	36760000	chr5	36795000	36800000	297.106769720713	261.2381407419843
chr5	125175000	125180000	chr5	125265000	125270000	173.18317977587367	181.31092154979697
chr5	150100000	150105000	chr5	150150000	150155000	299.4538395404816	306.13709036509204
chr5	92460000	92465000	chr5	92505000	92510000	238.5982338587443	223.579600453377
chr5	34385000	34390000	chr5	34430000	34435000	251.21022852261834	256.66863059997564
chr5	129415000	129420000	chr5	129500000	129505000	159.83714445432034	169.059224843979
chr5	120165000	120170000	chr5	120200000	120205000	302.45069607098935	330.08832041422534
chr5	113770000	113775000	chr5	113810000	113815000	243.20185073216803	272.89911365509033
chr5	115010000	115015000	chr5	115050000	115055000	312.22629435857135	320.897595882416
chr5	116385000	116390000	chr5	116450000	116455000	181.62388912836732	185.443389356136
chr5	113275000	113280000	chr5	113310000	113315000	386.173207759857	399.49621899922664
chr5	124115000	124120000	chr5	124245000	124250000	257.46138075987534	213.26406955719003
chr5	110770000	110775000	chr5	110810000	110815000	275.4316251277923	255.09671862920132
chr5	36955000	36960000	chr5	37000000	37005000	292.6973508199057	297.84099817276
chr5	30960000	30965000	chr5	31045000	31050000	130.69003113110867	131.46934890747067
chr5	130400000	130405000	chr5	130850000	130855000	118.15438133478166	115.66940637429582
chr5	123115000	123120000	chr5	123170000	123175000	284.3303697903953	248.622627258301
chr5	132890000	132895000	chr5	133010000	133015000	135.924247225126	125.00514396031701
chr5	33675000	33680000	chr5	33740000	33745000	217.80750989913932	241.91065629323302
chr5	102145000	102150000	chr5	102690000	102695000	118.11480689048786	141.67047333717335
chr5	113370000	113375000	chr5	113565000	113570000	147.167766610781	156.98667101065334
chr5	74195000	74200000	chr5	74265000	74270000	223.82955710093165	178.90745039780936
chr5	105405000	105410000	chr5	105515000	105520000	131.41843978563966	151.72247449556968
chr5	53595000	53600000	chr5	53635000	53640000	237.27361142635334	234.438555320104
chr5	92040000	92045000	chr5	92080000	92085000	266.32569519678765	212.94835122426366
chr5	136280000	136285000	chr5	136660000	136665000	145.60381619135532	159.99103669325498
chr5	116230000	116235000	chr5	116385000	116390000	91.0380770762763	93.13228990634276
chr5	97110000	97115000	chr5	98180000	98185000	145.04657938082997	120.60603739817934
chr5	35175000	35180000	chr5	35345000	35350000	130.234143694242	131.529835343361
chr5	132225000	132230000	chr5	134005000	134010000	50.40089057882623	53.70693337917326
chr5	121215000	121220000	chr5	121390000	121395000	148.04540165265402	117.32170953353227
chr5	36460000	36465000	chr5	36535000	36540000	132.21843649943662	134.28303078810367
chr5	145575000	145580000	chr5	145710000	145715000	325.21837878227234	216.20912400881434
chr5	130870000	130875000	chr5	131305000	131310000	75.950830022494	71.06603486339253
chr5	149335000	149340000	chr5	149520000	149525000	95.56435430049883	75.80677102009453
chr5	100820000	100825000	chr5	100910000	100915000	143.06814549366632	159.72690733273865
chr5	4960000	4965000	chr5	5480000	5485000	126.04859133561445	146.06423964103067
chr5	8490000	8495000	chr5	9055000	9060000	126.45242134730017	89.93954950571064
chr5	15005000	15010000	chr5	15690000	15695000	41.4351069331169	41.91089469194413
chr6	124930000	124935000	chr6	124965000	124970000	386.91545327504497	367.370377699534
chr6	134885000	134890000	chr6	134920000	134925000	363.80584780375165	332.7182733217873
chr6	112885000	112890000	chr6	112940000	112945000	298.6077429453533	293.91260941823333
chr6	121040000	121045000	chr6	121105000	121110000	306.1274066766103	302.59768072764103
chr6	54425000	54430000	chr6	54475000	54480000	323.8928043047586	262.31152534484903
chr6	31075000	31080000	chr6	31155000	31160000	271.72689708073966	263.45324484507233
chr6	113855000	113860000	chr6	113890000	113895000	357.7910404205324	369.04208723704033
chr6	50365000	50370000	chr6	50400000	50405000	329.5541888872783	305.00155282020603
chr6	115955000	115960000	chr6	115995000	116000000	305.14056158065796	300.6493196487427
chr6	115280000	115285000	chr6	115535000	115540000	161.54164528846766	131.65363041559834
chr6	134860000	134865000	chr6	134945000	134950000	224.44534921646132	200.24577442804966
chr6	55455000	55460000	chr6	55505000	55510000	206.481049378713	200.472387711207
chr6	127320000	127325000	chr6	127360000	127365000	262.966361840566	284.226806163788
chr6	72360000	72365000	chr6	72405000	72410000	251.11154429117832	212.405122081439
chr6	31660000	31665000	chr6	31935000	31940000	95.58164844910287	79.8378974000613
chr6	142865000	142870000	chr6	142960000	142965000	248.67616693178834	223.27513825893402
chr6	37095000	37100000	chr6	37300000	37305000	142.835973064105	171.64919940630602
chr6	86750000	86755000	chr6	86920000	86925000	158.188400487105	156.33375030755965
chr6	47590000	47595000	chr6	47645000	47650000	254.1244487365083	261.6638396581013
chr6	125160000	125165000	chr6	125270000	125275000	198.369980553786	174.929330031077
chr6	29850000	29855000	chr6	30080000	30085000	110.38514830668767	97.54413710037852
chr6	28945000	28950000	chr6	29140000	29145000	113.338740448157	86.24249694744746
chr6	88185000	88190000	chr6	88500000	88505000	130.82090942064931	109.87310314178467
