chr1	x1	x2	chr2	y1	y2	logFC	FDR	PValue	direction	significant	category	resolution	resolution_kb	kept_from_resolution	is_multi_resolution
chr7	46095000	46100000	chr7	46130000	46135000	-0.0266695807939552	0.87043251477657	0.726694190636898	unchanged	False	non_significant	5000	5	5	False
chr7	44520000	44525000	chr7	44560000	44565000	-0.0397690734890386	0.80940233869456	0.618804776220282	unchanged	False	non_significant	5000	5	5	False
chr7	98150000	98155000	chr7	98190000	98195000	0.0807966951268858	0.591310950296363	0.331070995861627	unchanged	False	non_significant	5000	5	5	False
chr7	142385000	142390000	chr7	142435000	142440000	-0.164708716331826	0.224151252415181	0.0583000215307608	unchanged	False	non_significant	5000	5	5	False
chr7	125490000	125495000	chr7	125550000	125555000	0.0141219399288697	0.952397615343478	0.888751266865253	unchanged	False	non_significant	5000	5	5	False
chr7	80650000	80655000	chr7	80685000	80690000	-0.0203331578802931	0.91121847050337	0.80102967179922	unchanged	False	non_significant	5000	5	5	False
chr7	101915000	101920000	chr7	101995000	102000000	0.0365392719924817	0.822214792225887	0.640336099894727	unchanged	False	non_significant	5000	5	5	False
chr7	126880000	126885000	chr7	126925000	126930000	0.0453918440650113	0.808324049686053	0.617188811155017	unchanged	False	non_significant	5000	5	5	False
chr7	122345000	122350000	chr7	122380000	122385000	-0.0300304846060394	0.860671120735779	0.706238277534686	unchanged	False	non_significant	5000	5	5	False
chr7	19175000	19180000	chr7	19280000	19285000	-0.082236082662535	0.681196757506369	0.435076452005375	unchanged	False	non_significant	5000	5	5	False
chr7	122345000	122350000	chr7	122425000	122430000	-0.105502836591222	0.574666881230651	0.313487571618229	unchanged	False	non_significant	5000	5	5	False
chr7	118825000	118830000	chr7	118990000	118995000	-0.0871362838192532	0.603163440785669	0.343509998725728	unchanged	False	non_significant	5000	5	5	False
chr7	97840000	97845000	chr7	97875000	97880000	0.0123350999533382	0.948249428334649	0.877439163490426	unchanged	False	non_significant	5000	5	5	False
chr7	92685000	92690000	chr7	92720000	92725000	-0.187874800133785	0.139982629697183	0.0255517914260769	unchanged	False	non_significant	5000	5	5	False
chr7	18910000	18915000	chr7	18955000	18960000	-0.0919751404522424	0.643783420230803	0.387504452276114	unchanged	False	non_significant	5000	5	5	False
chr7	101410000	101415000	chr7	101540000	101545000	0.501333149391008	0.0170130660360762	0.0009016489785552	up_in_mutant	True	moderate_differential	5000	5	5	False
chr7	67240000	67245000	chr7	67485000	67490000	-0.160621065993794	0.430017546743914	0.183323018203695	unchanged	False	non_significant	5000	5	5	False
chr7	132250000	132255000	chr7	132370000	132375000	-0.144371165592794	0.472334081070101	0.219461197160532	unchanged	False	non_significant	5000	5	5	True
chr7	110060000	110065000	chr7	110120000	110125000	-0.0182618278049293	0.949074620001514	0.879486586003018	unchanged	False	non_significant	5000	5	5	False
chr7	139975000	139980000	chr7	140065000	140070000	-0.257065924410342	0.106774572191776	0.0167031960613651	unchanged	False	non_significant	5000	5	5	True
chr7	127605000	127610000	chr7	127640000	127645000	-0.153798517275592	0.306600556751824	0.100102984578465	unchanged	False	non_significant	5000	5	5	False
chr7	30095000	30100000	chr7	30170000	30175000	-0.144839540752374	0.369579132051302	0.140243422119111	unchanged	False	non_significant	5000	5	5	True
chr7	107210000	107215000	chr7	107525000	107530000	-0.183862776895723	0.289738886741617	0.0910851922339205	unchanged	False	non_significant	5000	5	5	True
chr7	28490000	28495000	chr7	28525000	28530000	-0.0220255156565442	0.91367189030977	0.804124754534669	unchanged	False	non_significant	5000	5	5	False
chr7	29175000	29180000	chr7	29280000	29285000	-0.151563649368585	0.508788633745713	0.250376522078513	unchanged	False	non_significant	5000	5	5	True
chr7	142335000	142340000	chr7	142535000	142540000	-0.136618839079253	0.407176841185829	0.165977435540659	unchanged	False	non_significant	5000	5	5	True
chr7	139990000	139995000	chr7	140030000	140035000	-0.0597804520125471	0.816224233509616	0.630165778768435	unchanged	False	non_significant	5000	5	5	False
chr7	96415000	96420000	chr7	96535000	96540000	-0.183168519396231	0.405174504189658	0.16419233745023	unchanged	False	non_significant	5000	5	5	False
chr7	119185000	119190000	chr7	119425000	119430000	0.643930788255182	0.0246726771396645	0.0015652802428157	up_in_mutant	True	moderate_differential	5000	5	5	True
chr7	110815000	110820000	chr7	110925000	110930000	-0.17830382668596	0.373509053284531	0.142844052910562	unchanged	False	non_significant	5000	5	5	False
chr7	75740000	75745000	chr7	75825000	75830000	0.120731585977899	0.649646253544351	0.394657750735096	unchanged	False	non_significant	5000	5	5	True
chr7	128345000	128350000	chr7	128705000	128710000	-0.192951879473476	0.300136488011231	0.0968742173516397	unchanged	False	non_significant	5000	5	5	True
chr7	43280000	43285000	chr7	43670000	43675000	0.220049464206164	0.447615152062924	0.197849646490661	unchanged	False	non_significant	5000	5	5	True
chr7	128295000	128300000	chr7	128705000	128710000	-0.225584107987078	0.244249865690235	0.0677249377339291	unchanged	False	non_significant	5000	5	5	False
chr7	141480000	141485000	chr7	141670000	141675000	0.144185403919181	0.549400145337858	0.287929427742408	unchanged	False	non_significant	5000	5	5	False
chr7	30590000	30595000	chr7	30860000	30865000	0.0545008681020498	0.909679826183832	0.798094565402355	unchanged	False	non_significant	5000	5	5	False
chr10	80700000	80705000	chr10	80735000	80740000	0.0923668512935266	0.381290229431635	0.1474101698926	unchanged	False	non_significant	5000	5	5	False
chr10	121460000	121465000	chr10	121505000	121510000	-0.0733480382664159	0.605887664526443	0.347925482365702	unchanged	False	non_significant	5000	5	5	False
chr10	79855000	79860000	chr10	79905000	79910000	0.130980419562693	0.217292417404863	0.0552837731969329	unchanged	False	non_significant	5000	5	5	False
chr10	7170000	7175000	chr10	7210000	7215000	0.111034269393393	0.437709534407439	0.189616773851384	unchanged	False	non_significant	5000	5	5	False
chr10	90730000	90735000	chr10	90830000	90835000	0.321695892468236	0.0132997627313065	0.0006179520669347	up_in_mutant	True	weak_differential	5000	5	5	True
chr10	39370000	39375000	chr10	39435000	39440000	0.086348638746176	0.50001937720362	0.243393568634934	unchanged	False	non_significant	5000	5	5	True
chr10	5335000	5340000	chr10	5415000	5420000	-0.0161086098429475	0.930532833425666	0.838951394853689	unchanged	False	non_significant	5000	5	5	False
chr10	82905000	82910000	chr10	83215000	83220000	-0.0541129840322022	0.793872227753121	0.595205504091179	unchanged	False	non_significant	5000	5	5	True
chr10	82045000	82050000	chr10	82080000	82085000	-0.100960158417535	0.360512200880146	0.134680154767169	unchanged	False	non_significant	5000	5	5	False
chr10	30660000	30665000	chr10	30805000	30810000	0.0263779384936816	0.92092249943938	0.817932000808939	unchanged	False	non_significant	5000	5	5	False
chr10	83540000	83545000	chr10	83615000	83620000	-0.0387381677065881	0.829695046924185	0.654684852675301	unchanged	False	non_significant	5000	5	5	False
chr10	62740000	62745000	chr10	62785000	62790000	-0.0655419595225371	0.706895339970048	0.469376618798931	unchanged	False	non_significant	5000	5	5	False
chr10	12690000	12695000	chr10	12825000	12830000	0.0379026494021043	0.861720609689583	0.708899620683906	unchanged	False	non_significant	5000	5	5	False
chr10	127075000	127080000	chr10	127165000	127170000	0.0725340188661739	0.678966319023591	0.432408752005052	unchanged	False	non_significant	5000	5	5	True
chr10	89325000	89330000	chr10	89380000	89385000	0.281799467553285	0.0380630693856427	0.0031167196653855	up_in_mutant	True	weak_differential	5000	5	5	True
chr10	128545000	128550000	chr10	128670000	128675000	-0.0006761748903268	0.997484026730606	0.994561568349895	unchanged	False	non_significant	5000	5	5	False
chr10	116470000	116475000	chr10	116645000	116650000	0.137641855079874	0.423651948501303	0.17898364212904	unchanged	False	non_significant	5000	5	5	True
chr10	6975000	6980000	chr10	7265000	7270000	-0.152221125398025	0.542382904842489	0.281235580288698	unchanged	False	non_significant	5000	5	5	False
chr10	93160000	93165000	chr10	93470000	93475000	0.180470774034443	0.370993010997993	0.141330266666627	unchanged	False	non_significant	5000	5	5	False
chr10	37070000	37075000	chr10	39035000	39040000	0.105732786449708	0.70653848802845	0.468786047195386	unchanged	False	non_significant	5000	5	5	False
chr10	18245000	18250000	chr10	18385000	18390000	0.0336716432551152	0.898072166594682	0.77441369231549	unchanged	False	non_significant	5000	5	5	False
chr10	70045000	70050000	chr10	70150000	70155000	0.0630414288945541	0.765927576085948	0.551210586260052	unchanged	False	non_significant	5000	5	5	False
chr10	85150000	85155000	chr10	85625000	85630000	-0.169366564647728	0.33895319059506	0.120128388592054	unchanged	False	non_significant	5000	5	5	True
chr10	116325000	116330000	chr10	116655000	116660000	0.0587033889054682	0.839798228210206	0.67069259657368	unchanged	False	non_significant	5000	5	5	False
chr10	108650000	108655000	chr10	109710000	109715000	-0.545884528523125	0.0744553293941074	0.0094528704819679	unchanged	False	trending	5000	5	5	False
chr10	91270000	91275000	chr10	92650000	92655000	0.244788103491322	0.456449571815886	0.205785601085051	unchanged	False	non_significant	5000	5	5	True
chr8	124615000	124620000	chr8	124675000	124680000	-0.0288190961571692	0.810277887426311	0.62064746371316	unchanged	False	non_significant	5000	5	5	True
chr8	126495000	126500000	chr8	126920000	126925000	0.0331837675493373	0.822690384507042	0.641288572997175	unchanged	False	non_significant	5000	5	5	True
chr8	69115000	69120000	chr8	69205000	69210000	0.0418983427676277	0.721487452970393	0.488374222976066	unchanged	False	non_significant	5000	5	5	True
chr8	71130000	71135000	chr8	71855000	71860000	0.208623422152011	0.267092818550195	0.0793614130527023	unchanged	False	non_significant	5000	5	5	True
chr8	40960000	40965000	chr8	41040000	41045000	0.307783243310986	0.046699377600054	0.0043857963873206	up_in_mutant	True	weak_differential	5000	5	5	True
chr8	14950000	14955000	chr8	15040000	15045000	-0.134294484467742	0.208337167363169	0.0515571346216273	unchanged	False	non_significant	5000	5	5	True
chr8	60615000	60620000	chr8	60865000	60870000	-0.257140426870529	0.0322688867332127	0.0024172055627648	down_in_mutant	True	weak_differential	5000	5	5	True
chr8	87230000	87235000	chr8	87295000	87300000	-0.153247860408115	0.167796791364255	0.0348246927689579	unchanged	False	non_significant	5000	5	5	True
chr8	105515000	105520000	chr8	105550000	105555000	-0.187782715438261	0.0546073549560145	0.0056909233226321	unchanged	False	trending	5000	5	5	True
chr8	87225000	87230000	chr8	87470000	87475000	-0.0786833455324431	0.586341203258726	0.326234219697673	unchanged	False	non_significant	5000	5	5	True
chr8	124050000	124055000	chr8	124345000	124350000	0.138341346095789	0.172151416845972	0.0369495895084902	unchanged	False	non_significant	5000	5	5	True
chr8	83780000	83785000	chr8	83895000	83900000	0.0455148105901057	0.759513375888551	0.542096353628714	unchanged	False	non_significant	5000	5	5	True
chr8	86535000	86540000	chr8	86580000	86585000	-0.0878292737177906	0.551544499927939	0.29033056479964	unchanged	False	non_significant	5000	5	5	True
chr8	31110000	31115000	chr8	31145000	31150000	-0.172688577852095	0.0726630883395524	0.0090758145039836	unchanged	False	trending	5000	5	5	False
chr8	23025000	23030000	chr8	23105000	23110000	-0.087977749957825	0.499527016521654	0.242922006087627	unchanged	False	non_significant	5000	5	5	True
chr8	119945000	119950000	chr8	120070000	120075000	0.0953934828013377	0.371003857773942	0.141411435946091	unchanged	False	non_significant	5000	5	5	True
chr8	64020000	64025000	chr8	64545000	64550000	-0.107561264730468	0.37708863975032	0.145065477330525	unchanged	False	non_significant	5000	5	5	True
chr8	57570000	57575000	chr8	57790000	57795000	0.0845488553841684	0.433333021317387	0.185930897865601	unchanged	False	non_significant	5000	5	5	True
chr8	94165000	94170000	chr8	94200000	94205000	-0.21137186839066	0.0598299726087071	0.0065542763917449	unchanged	False	trending	5000	5	5	False
chr8	87215000	87220000	chr8	87535000	87540000	0.0280779886135482	0.868767938797128	0.721799188390007	unchanged	False	non_significant	5000	5	5	True
chr8	35920000	35925000	chr8	35955000	35960000	0.0856260283836685	0.62219837296592	0.364315797406193	unchanged	False	non_significant	5000	5	5	False
chr8	90825000	90830000	chr8	90905000	90910000	-0.0236340655693604	0.895854472188419	0.770133390922257	unchanged	False	non_significant	5000	5	5	True
chr8	36455000	36460000	chr8	36490000	36495000	0.181187549294763	0.158199416460779	0.0313636369526569	unchanged	False	non_significant	5000	5	5	False
chr8	123855000	123860000	chr8	123890000	123895000	-0.106292236687995	0.300784177757878	0.0972012217093788	unchanged	False	non_significant	5000	5	5	False
chr8	126665000	126670000	chr8	126715000	126720000	-0.0633586226742562	0.649763869408049	0.395068198792361	unchanged	False	non_significant	5000	5	5	True
chr8	93810000	93815000	chr8	93845000	93850000	-0.121422443021564	0.295099516793378	0.0941817443486374	unchanged	False	non_significant	5000	5	5	False
chr8	13625000	13630000	chr8	13675000	13680000	0.118914116238483	0.274628544020606	0.0831430204453441	unchanged	False	non_significant	5000	5	5	True
chr8	110885000	110890000	chr8	110955000	110960000	-0.0732263696117837	0.546837248647523	0.285309034968917	unchanged	False	non_significant	5000	5	5	True
chr8	84420000	84425000	chr8	84455000	84460000	-0.0166856820196013	0.902641181784894	0.783329003459024	unchanged	False	non_significant	5000	5	5	False
chr8	34105000	34110000	chr8	34145000	34150000	-8.72385820008962e-05	0.999827988990608	0.999160769778735	unchanged	False	non_significant	5000	5	5	False
chr8	26530000	26535000	chr8	26590000	26595000	-0.3473539696491	0.004789085760411	0.0001261035815942	down_in_mutant	True	weak_differential	5000	5	5	True
chr8	110175000	110180000	chr8	110215000	110220000	-0.119737856310067	0.322651721301094	0.109165447247017	unchanged	False	non_significant	5000	5	5	False
chr8	83165000	83170000	chr8	83245000	83250000	-0.280219511098288	0.0292369677130105	0.002076276708348	down_in_mutant	True	weak_differential	5000	5	5	False
chr8	40295000	40300000	chr8	40380000	40385000	0.107053253793319	0.478883189013441	0.225077777906481	unchanged	False	non_significant	5000	5	5	True
chr8	124395000	124400000	chr8	124430000	124435000	-0.058226268675364	0.59609113728599	0.33621302452764	unchanged	False	non_significant	5000	5	5	False
chr8	123790000	123795000	chr8	123825000	123830000	-0.0581448695994142	0.623397954581106	0.365330199386926	unchanged	False	non_significant	5000	5	5	False
chr8	64655000	64660000	chr8	64690000	64695000	-0.102475717690863	0.362057799347804	0.135505060121013	unchanged	False	non_significant	5000	5	5	False
chr8	26440000	26445000	chr8	26975000	26980000	-0.238565254881943	0.135706166187693	0.0242704387976655	unchanged	False	non_significant	5000	5	5	True
chr8	124910000	124915000	chr8	124945000	124950000	0.0539699815113912	0.707555961297528	0.470012009659602	unchanged	False	non_significant	5000	5	5	False
chr8	35920000	35925000	chr8	36095000	36100000	0.17992971377442	0.256889122458198	0.0745581320269901	unchanged	False	non_significant	5000	5	5	True
chr8	125315000	125320000	chr8	125385000	125390000	-0.156044510449226	0.25515653212306	0.0738140518353999	unchanged	False	non_significant	5000	5	5	True
chr8	114590000	114595000	chr8	114770000	114775000	-0.0372159590197727	0.866805383805557	0.717083577438075	unchanged	False	non_significant	5000	5	5	True
chr8	111095000	111100000	chr8	111140000	111145000	0.0353578009760384	0.823378639529534	0.642740849909691	unchanged	False	non_significant	5000	5	5	True
chr8	126325000	126330000	chr8	126365000	126370000	-0.0482794819994532	0.746647420197137	0.524131374994353	unchanged	False	non_significant	5000	5	5	False
chr8	105710000	105715000	chr8	105930000	105935000	-0.0744958793017833	0.583527496573763	0.323013719324615	unchanged	False	non_significant	5000	5	5	True
chr8	94095000	94100000	chr8	94150000	94155000	-0.186410236651192	0.126404892061968	0.0217282572218632	unchanged	False	non_significant	5000	5	5	True
chr8	3355000	3360000	chr8	3450000	3455000	0.133965689475046	0.21357298685527	0.0537303849304109	unchanged	False	non_significant	5000	5	5	True
chr8	57585000	57590000	chr8	57650000	57655000	-0.106752840755292	0.33012214230797	0.114263163926416	unchanged	False	non_significant	5000	5	5	False
chr8	46670000	46675000	chr8	46950000	46955000	0.0317203810078708	0.7885151490366	0.585666290109646	unchanged	False	non_significant	5000	5	5	True
chr8	25420000	25425000	chr8	25465000	25470000	-0.0331786548636821	0.842766975087471	0.677278698531256	unchanged	False	non_significant	5000	5	5	False
chr8	109565000	109570000	chr8	109605000	109610000	-0.0715029789640823	0.623460137005951	0.365401311528513	unchanged	False	non_significant	5000	5	5	True
chr8	83895000	83900000	chr8	83955000	83960000	-0.0722718279209646	0.643744819507748	0.387349513239564	unchanged	False	non_significant	5000	5	5	True
chr8	23175000	23180000	chr8	23235000	23240000	-0.236002344095443	0.0245213566804986	0.0015463373727297	down_in_mutant	True	weak_differential	5000	5	5	True
chr8	13550000	13555000	chr8	13725000	13730000	0.0503582726354509	0.697131365175474	0.456063340928908	unchanged	False	non_significant	5000	5	5	True
chr8	110855000	110860000	chr8	110970000	110975000	-0.167765296660505	0.178620965209174	0.0395261839565491	unchanged	False	non_significant	5000	5	5	True
chr8	67740000	67745000	chr8	67800000	67805000	-0.207331385434768	0.138406999171661	0.0251152284671967	unchanged	False	non_significant	5000	5	5	True
chr8	57540000	57545000	chr8	57575000	57580000	-0.135763623432055	0.210439612255053	0.0525044142733821	unchanged	False	non_significant	5000	5	5	False
chr8	10570000	10575000	chr8	11185000	11190000	0.0886364690052198	0.522031507807589	0.261189938591084	unchanged	False	non_significant	5000	5	5	True
chr8	126985000	126990000	chr8	127175000	127180000	0.0288607649176114	0.860671120735779	0.706282485410581	unchanged	False	non_significant	5000	5	5	True
chr8	122675000	122680000	chr8	122750000	122755000	0.08399305061154	0.542013153339878	0.280878884891472	unchanged	False	non_significant	5000	5	5	False
chr8	117220000	117225000	chr8	117470000	117475000	-0.0411103056778921	0.777047191593603	0.567380137116228	unchanged	False	non_significant	5000	5	5	True
chr8	122270000	122275000	chr8	122330000	122335000	0.0398881644541674	0.784709422411676	0.580298366176947	unchanged	False	non_significant	5000	5	5	True
chr8	120380000	120385000	chr8	120485000	120490000	0.0770799359931279	0.632161286607723	0.374719561447654	unchanged	False	non_significant	5000	5	5	True
chr8	85455000	85460000	chr8	85520000	85525000	0.138849732939722	0.167511016534702	0.0347188053956643	unchanged	False	non_significant	5000	5	5	True
chr8	84360000	84365000	chr8	84505000	84510000	-0.149239064523234	0.239707104820776	0.0655240065115091	unchanged	False	non_significant	5000	5	5	True
chr8	79350000	79355000	chr8	79395000	79400000	0.0457157844252841	0.751461899712848	0.53085421599668	unchanged	False	non_significant	5000	5	5	True
chr8	70340000	70345000	chr8	70500000	70505000	0.0459262968438854	0.745440905263015	0.522817790015167	unchanged	False	non_significant	5000	5	5	True
chr8	124230000	124235000	chr8	124345000	124350000	-0.246429599482735	0.0578672127552048	0.0062333884499405	unchanged	False	trending	5000	5	5	True
chr8	105360000	105365000	chr8	105395000	105400000	-0.0952087003554597	0.395161543676705	0.157277898348025	unchanged	False	non_significant	5000	5	5	False
chr8	47240000	47245000	chr8	47285000	47290000	0.054386623815134	0.700148415745656	0.4606526474634	unchanged	False	non_significant	5000	5	5	False
chr8	26345000	26350000	chr8	26975000	26980000	0.0474222905409068	0.78083330845822	0.57309320591635	unchanged	False	non_significant	5000	5	5	True
chr8	122615000	122620000	chr8	122830000	122835000	-0.0522782279865873	0.731064065427428	0.503272275938501	unchanged	False	non_significant	5000	5	5	True
chr8	120380000	120385000	chr8	120535000	120540000	-0.0078455046260487	0.968970634947975	0.926094991209365	unchanged	False	non_significant	5000	5	5	False
chr8	71815000	71820000	chr8	71855000	71860000	0.0248431461161408	0.935982194683585	0.85109505388617	unchanged	False	non_significant	5000	5	5	False
chr8	114540000	114545000	chr8	114590000	114595000	-0.134884282544373	0.330471217553739	0.114457498772366	unchanged	False	non_significant	5000	5	5	True
chr8	67815000	67820000	chr8	67850000	67855000	-0.267334995013544	0.0235182082705384	0.0014569727512723	down_in_mutant	True	weak_differential	5000	5	5	False
chr8	4410000	4415000	chr8	4585000	4590000	0.313947129204878	0.0163724799390637	0.0008430659808048	up_in_mutant	True	weak_differential	5000	5	5	True
chr8	114255000	114260000	chr8	114305000	114310000	-0.0896842964743375	0.484656071023029	0.2306576941283	unchanged	False	non_significant	5000	5	5	False
chr8	57435000	57440000	chr8	57485000	57490000	-0.209528810371796	0.0546073549560145	0.0056878437845148	unchanged	False	trending	5000	5	5	True
chr8	22865000	22870000	chr8	22900000	22905000	0.01482908948624	0.917651230376797	0.81140332348966	unchanged	False	non_significant	5000	5	5	False
chr8	22760000	22765000	chr8	22795000	22800000	-0.0949742197099269	0.448184494686425	0.198381233642375	unchanged	False	non_significant	5000	5	5	False
chr8	22705000	22710000	chr8	22755000	22760000	0.0620818662204331	0.650851097052676	0.396786862305976	unchanged	False	non_significant	5000	5	5	True
chr8	111880000	111885000	chr8	111920000	111925000	0.043431281159163	0.768666444470009	0.555371883667021	unchanged	False	non_significant	5000	5	5	True
chr8	84415000	84420000	chr8	84550000	84555000	-0.0161532588769019	0.93627483520193	0.851925750949504	unchanged	False	non_significant	5000	5	5	True
chr8	70670000	70675000	chr8	70750000	70755000	-0.0042573077050636	0.985633058229266	0.963982849765464	unchanged	False	non_significant	5000	5	5	False
chr8	14990000	14995000	chr8	15025000	15030000	-0.0731127159415324	0.500545173780983	0.24392682651286	unchanged	False	non_significant	5000	5	5	False
chr8	114770000	114775000	chr8	114970000	114975000	0.0524365778291781	0.80061798537419	0.606006919916152	unchanged	False	non_significant	5000	5	5	True
chr8	105635000	105640000	chr8	105690000	105695000	-0.063952930668699	0.679069543727272	0.432773716556253	unchanged	False	non_significant	5000	5	5	True
chr8	87350000	87355000	chr8	87465000	87470000	-0.180237554929361	0.139694176361242	0.025442021331502	unchanged	False	non_significant	5000	5	5	True
chr8	35920000	35925000	chr8	36180000	36185000	0.134786320064078	0.367244312943636	0.138875616061435	unchanged	False	non_significant	5000	5	5	True
chr8	123320000	123325000	chr8	123360000	123365000	0.17244851156526	0.095509669713976	0.01406459823171	unchanged	False	trending	5000	5	5	True
chr8	113665000	113670000	chr8	113980000	113985000	0.271936961310966	0.0267186790929761	0.0017874858719191	up_in_mutant	True	weak_differential	5000	5	5	True
chr8	107455000	107460000	chr8	107575000	107580000	0.190714464217051	0.133081577075745	0.0235494148734857	unchanged	False	non_significant	5000	5	5	True
chr8	88270000	88275000	chr8	88355000	88360000	-0.083252272859045	0.597872014091053	0.338207997832055	unchanged	False	non_significant	5000	5	5	True
chr8	20320000	20325000	chr8	20515000	20520000	0.0027581255235215	0.996905408459569	0.992913795212484	unchanged	False	non_significant	5000	5	5	False
chr8	122500000	122505000	chr8	122550000	122555000	0.140861719162575	0.201533624327115	0.0488311645641887	unchanged	False	non_significant	5000	5	5	True
chr8	121545000	121550000	chr8	121585000	121590000	0.146955916273003	0.182961339943219	0.0409836657374756	unchanged	False	non_significant	5000	5	5	True
chr8	111705000	111710000	chr8	111825000	111830000	-0.0757069341519142	0.575603037709772	0.314561842485482	unchanged	False	non_significant	5000	5	5	True
chr8	86125000	86130000	chr8	86200000	86205000	-0.110621488040528	0.477743362684804	0.22423278729061	unchanged	False	non_significant	5000	5	5	False
chr8	71485000	71490000	chr8	71520000	71525000	0.020536686531318	0.905995280263103	0.790163718182974	unchanged	False	non_significant	5000	5	5	False
chr8	70715000	70720000	chr8	70840000	70845000	-0.0262309586340892	0.896284427777809	0.771077749845551	unchanged	False	non_significant	5000	5	5	True
chr8	25580000	25585000	chr8	25620000	25625000	-0.218427007004317	0.0561236689755419	0.0059457006672454	unchanged	False	trending	5000	5	5	False
chr8	125180000	125185000	chr8	125565000	125570000	0.133887515005382	0.383146705587285	0.148669655039472	unchanged	False	non_significant	5000	5	5	True
chr8	120435000	120440000	chr8	120485000	120490000	-0.0574544739591607	0.657302993312817	0.405815695237398	unchanged	False	non_significant	5000	5	5	True
chr8	120280000	120285000	chr8	120315000	120320000	0.0355049135277276	0.82892580146434	0.653524696216213	unchanged	False	non_significant	5000	5	5	False
chr8	118875000	118880000	chr8	119030000	119035000	-0.0711770671952701	0.776209575732633	0.566093642843633	unchanged	False	non_significant	5000	5	5	True
chr8	70895000	70900000	chr8	71205000	71210000	-0.208491715379044	0.239966092340392	0.0657278126658759	unchanged	False	non_significant	5000	5	5	True
chr8	87590000	87595000	chr8	88020000	88025000	-0.040425487405177	0.843733725432806	0.678576173345814	unchanged	False	non_significant	5000	5	5	True
chr8	75070000	75075000	chr8	75105000	75110000	0.152386673112373	0.184919833789081	0.0417883021067848	unchanged	False	non_significant	5000	5	5	True
chr8	47675000	47680000	chr8	47710000	47715000	-0.0290571041481052	0.842087078120376	0.675496827161494	unchanged	False	non_significant	5000	5	5	False
chr8	25275000	25280000	chr8	25515000	25520000	-0.0699886973806929	0.607295526595843	0.349427706683307	unchanged	False	non_significant	5000	5	5	False
chr8	125065000	125070000	chr8	125115000	125120000	-0.0760177343499202	0.623373688363701	0.365233630653014	unchanged	False	non_significant	5000	5	5	True
chr8	124735000	124740000	chr8	124825000	124830000	0.249437777135527	0.0247073698929489	0.0015727884538178	up_in_mutant	True	weak_differential	5000	5	5	True
chr8	121600000	121605000	chr8	121685000	121690000	0.072158187982934	0.707615068176312	0.470129975503415	unchanged	False	non_significant	5000	5	5	True
chr8	109605000	109610000	chr8	109690000	109695000	0.0690522342743949	0.765004130747647	0.549695160348701	unchanged	False	non_significant	5000	5	5	True
chr8	36530000	36535000	chr8	37060000	37065000	0.543697014637347	0.0024140713250307	4.10802928183413e-05	up_in_mutant	True	moderate_differential	5000	5	5	True
chr8	126495000	126500000	chr8	126975000	126980000	-0.185484974058939	0.274628544020606	0.0831307034457752	unchanged	False	non_significant	5000	5	5	True
chr8	115900000	115905000	chr8	116045000	116050000	-0.320735375168729	0.098416716928695	0.0146951887973277	unchanged	False	trending	5000	5	5	True
chr8	75070000	75075000	chr8	75215000	75220000	-0.140738345452772	0.394793722356191	0.15697781753124	unchanged	False	non_significant	5000	5	5	True
chr8	19705000	19710000	chr8	69540000	69545000	-0.557634059246953	0.103607574147524	0.0158966353616405	unchanged	False	non_significant	5000	5	5	True
chr8	121975000	121980000	chr8	122260000	122265000	0.208034317627367	0.0881446876352557	0.0124479773168161	unchanged	False	trending	5000	5	5	True
chr8	120175000	120180000	chr8	120320000	120325000	-0.0926027054971282	0.636324447087408	0.379168971779645	unchanged	False	non_significant	5000	5	5	True
chr8	105120000	105125000	chr8	105215000	105220000	-0.0352642911849766	0.870099273600375	0.725721389286123	unchanged	False	non_significant	5000	5	5	True
chr8	83715000	83720000	chr8	83895000	83900000	0.13779579285563	0.41239698680371	0.170082172628511	unchanged	False	non_significant	5000	5	5	True
chr8	83100000	83105000	chr8	83340000	83345000	-0.266430463402982	0.0657546526398927	0.0076303565478609	unchanged	False	trending	5000	5	5	True
chr8	10435000	10440000	chr8	11185000	11190000	-0.0720446340879962	0.629868540919982	0.372099516749693	unchanged	False	non_significant	5000	5	5	True
chr8	110010000	110015000	chr8	110065000	110070000	-0.128679114949817	0.466267010320854	0.214604180903633	unchanged	False	non_significant	5000	5	5	True
chr8	93590000	93595000	chr8	94055000	94060000	0.137437267193255	0.615754751000626	0.357434288280358	unchanged	False	non_significant	5000	5	5	True
chr8	88270000	88275000	chr8	88620000	88625000	-0.185316013463132	0.418501612710339	0.175225149710607	unchanged	False	non_significant	5000	5	5	True
chr8	67620000	67625000	chr8	67815000	67820000	-0.206881749599821	0.301217843348384	0.0973907541556838	unchanged	False	non_significant	5000	5	5	False
chr8	24550000	24555000	chr8	24605000	24610000	0.218971850588392	0.105713514181258	0.0163373293243085	unchanged	False	non_significant	5000	5	5	True
chr8	13410000	13415000	chr8	13460000	13465000	0.252880135748956	0.0826422110036016	0.0112811138060835	unchanged	False	trending	5000	5	5	True
chr8	11495000	11500000	chr8	11550000	11555000	-0.193150778187432	0.224151252415181	0.0583002673532311	unchanged	False	non_significant	5000	5	5	True
chr8	126595000	126600000	chr8	126735000	126740000	0.0817270982114144	0.618400655663366	0.360166281101236	unchanged	False	non_significant	5000	5	5	True
chr8	119780000	119785000	chr8	119925000	119930000	-0.233912006762476	0.1900154349511	0.0441488425773383	unchanged	False	non_significant	5000	5	5	False
