chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr12	39317096	39317596	Arl4a	0.025656	0.105612	22.676635	0.004657	0.001013	0.007944	0.029616	14.416551	0.002054	0.000395	720679.000000	intergenic	-0.017712	-0.075996	True	True	True
chr12	39317096	39317596	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.026629	0.029627	14.416551	0.002055	0.000196	209609.000000	intergenic	0.026629	0.029627	False	True	True
chr12	39326207	39326707	Etv1	0.034490	0.414262	25.481173	0.016258	0.003896	0.014561	0.170808	17.257733	0.009897	0.002322	547078.000000	intergenic	-0.019929	-0.243454	True	True	True
chr12	39326207	39326707	Gm34611	0.038286	0.126284	25.481173	0.004956	0.001104	0.064176	0.187438	17.257733	0.010861	0.002626	419504.000000	intergenic	0.025890	0.061154	True	True	True
chr12	39326207	39326707	Gm34809	0.055759	0.188818	25.481173	0.007410	0.001694	0.071572	0.225369	17.257733	0.013059	0.003366	171696.000000	intergenic	0.015813	0.036551	True	True	True
chr12	39326207	39326707	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.038500	0.042835	17.257733	0.002482	0.000302	200498.000000	intergenic	0.038500	0.042835	False	True	True
chr12	39339072	39339572	Agmo	0.003777	0.001840	14.176314	0.000130	0.000000	0.022926	0.011219	10.528369	0.001066	0.000188	2097682.000000	intergenic	0.019149	0.009379	False	True	True
chr12	39339072	39339572	Gm34611	0.015274	0.050380	14.176314	0.003554	0.000744	0.030088	0.087879	10.528369	0.008347	0.001974	432369.000000	intergenic	0.014814	0.037499	True	True	True
chr12	39341740	39342240	Gm34611	0.062033	0.204612	25.431064	0.008046	0.001896	0.039686	0.115910	22.354452	0.005185	0.001163	435037.000000	intergenic	-0.022347	-0.088702	True	True	True
chr12	39341740	39342240	Gm34809	0.073957	0.250441	25.431064	0.009848	0.002425	0.093497	0.294407	22.354452	0.013170	0.003395	187229.000000	intergenic	0.019540	0.043966	True	True	True
chr12	39341740	39342240	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.031363	0.034895	22.354452	0.001561	0.000000	184965.000000	intergenic	0.031363	0.034895	False	False	False
chr12	39341740	39342240	Scin	0.008132	0.008947	25.431064	0.000352	0.000000	0.037077	0.048713	22.354452	0.002179	0.000427	792238.000000	intergenic	0.028945	0.039766	False	True	True
chr12	39342275	39342775	Gm34611	0.022227	0.073313	9.111382	0.008046	0.001896	0.012071	0.035254	6.799119	0.005185	0.001163	435572.000000	intergenic	-0.010156	-0.038059	True	True	True
chr12	39370942	39371838	Gm34809	0.037536	0.127110	13.598895	0.009347	0.002289	0.017043	0.053665	9.243056	0.005806	0.001278	216629.000000	intergenic	-0.020493	-0.073445	True	True	True
chr12	39370942	39371838	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.022529	0.025066	9.243056	0.002712	0.000255	155565.000000	intergenic	0.022529	0.025066	False	True	True
chr12	39493088	39493588	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.033950	0.039228	6.995101	0.005608	0.001134	1675613.000000	genic	0.033950	0.039228	False	True	True
chr12	39493088	39493588	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.067507	0.075108	6.995101	0.010737	0.000680	33617.000000	genic	0.067507	0.075108	False	True	True
chr12	39493722	39494222	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.035900	0.039943	3.661708	0.010908	0.000680	32983.000000	genic	0.035900	0.039943	False	True	True
chr12	39510023	39510523	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.063800	0.070984	1.821595	0.038968	0.008742	16682.000000	genic	0.063800	0.070984	False	True	True
chr12	39536244	39536744	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.091117	0.101377	1.271578	0.079726	0.021814	9539.000000	intergenic	0.091117	0.101377	False	True	True
chr12	40037534	40038275	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.035646	0.041188	7.482494	0.005505	0.001073	2220179.500000	promoter	0.035646	0.041188	False	True	True
chr12	40208975	40209475	Lsmem1	0.022042	0.067454	0.902020	0.074781	0.019776	0.034216	0.102381	1.353163	0.075660	0.020182	9735.000000	genic	0.012174	0.034927	True	True	True
chr12	40222346	40222846	Ahr	0.033497	0.087362	22.047962	0.003962	0.000694	0.008622	0.023995	22.205587	0.001081	0.000182	4687558.000000	genic	-0.024875	-0.063367	True	True	True
chr12	40222346	40222846	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.048774	0.056357	22.205587	0.002538	0.000478	2404871.000000	genic	0.048774	0.056357	False	True	True
chr12	40222346	40222846	Dnajb9	0.032858	0.233142	22.047962	0.010574	0.001914	0.015458	0.098185	22.205587	0.004422	0.000793	3987730.000000	genic	-0.017400	-0.134957	True	True	True
chr12	40222346	40222846	Gm10165	0.004755	0.001635	22.047962	0.000074	0.000000	0.090616	0.028137	22.205587	0.001267	0.000221	3621597.000000	genic	0.085861	0.026502	False	True	True
chr12	40222346	40222846	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.022003	0.024480	22.205587	0.001102	0.000167	695641.000000	genic	0.022003	0.024480	False	True	True
chr12	40222346	40222846	Ifrd1	0.183975	0.532483	22.047962	0.024151	0.004937	0.159588	0.498924	22.205587	0.022468	0.004270	25908.000000	genic	-0.024387	-0.033559	True	True	True
chr12	40222346	40222846	Immp2l	0.066950	0.247195	22.047962	0.011212	0.002535	0.034028	0.112411	22.205587	0.005062	0.001100	801493.000000	genic	-0.032922	-0.134784	True	True	True
chr12	40222346	40222846	Lsmem1	0.187879	0.574946	22.047962	0.026077	0.005215	0.198813	0.594886	22.205587	0.026790	0.005503	23106.000000	genic	0.010934	0.019940	True	True	True
chr12	40222346	40222846	Pnpla8	0.031336	0.124475	22.047962	0.005646	0.001016	0.020904	0.076773	22.205587	0.003457	0.000617	3998773.000000	genic	-0.010432	-0.047702	True	True	True
chr12	40222346	40222846	Tspan13	0.028733	0.141305	22.047962	0.006409	0.001147	0.011743	0.057375	22.205587	0.002584	0.000456	4180096.000000	genic	-0.016990	-0.083930	True	True	True
chr12	40223026	40223526	Ahr	0.038618	0.100717	25.417946	0.003962	0.000694	0.010046	0.027958	25.872582	0.001081	0.000182	4688238.000000	genic	-0.028572	-0.072759	True	True	True
chr12	40223026	40223526	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.056830	0.065665	25.872582	0.002538	0.000478	2405551.000000	genic	0.056830	0.065665	False	True	True
chr12	40223026	40223526	Dnajb9	0.037879	0.268771	25.417946	0.010574	0.001914	0.018010	0.114396	25.872582	0.004422	0.000793	3987050.000000	genic	-0.019869	-0.154375	True	True	True
chr12	40223026	40223526	Gm10165	0.005483	0.001886	25.417946	0.000074	0.000000	0.105578	0.032783	25.872582	0.001267	0.000221	3620917.000000	genic	0.100095	0.030897	False	True	True
chr12	40223026	40223526	Gm34923	0.000000	0.000000	0.000000	0.000000	0.000000	0.025629	0.028515	25.872582	0.001102	0.000167	696321.000000	genic	0.025629	0.028515	False	True	True
chr12	40223026	40223526	Ifrd1	0.214481	0.620779	25.417946	0.024423	0.004937	0.188248	0.588525	25.872582	0.022747	0.004270	25228.000000	genic	-0.026233	-0.032254	True	True	True
chr12	40223026	40223526	Immp2l	0.077175	0.284950	25.417946	0.011211	0.002535	0.039644	0.130967	25.872582	0.005062	0.001100	800813.000000	genic	-0.037531	-0.153983	True	True	True
chr12	40223026	40223526	Lrrn3	0.038065	0.139574	25.417946	0.005491	0.001147	0.049068	0.205621	25.872582	0.007947	0.001681	1263155.000000	genic	0.011003	0.066047	True	True	True
chr12	40223026	40223526	Lsmem1	0.213883	0.654523	25.417946	0.025750	0.005215	0.228848	0.684756	25.872582	0.026466	0.005503	23786.000000	genic	0.014965	0.030233	True	True	True
chr12	40223026	40223526	Pnpla8	0.036125	0.143497	25.417946	0.005645	0.001016	0.024355	0.089449	25.872582	0.003457	0.000617	3998093.000000	genic	-0.011770	-0.054048	True	True	True
chr12	40223026	40223526	Tspan13	0.033125	0.162907	25.417946	0.006409	0.001147	0.013682	0.066851	25.872582	0.002584	0.000456	4180776.000000	genic	-0.019443	-0.096056	True	True	True
chr12	40378568	40379068	Meox2	0.000251	0.000094	1.145469	0.000082	0.000000	0.028353	0.010572	1.472797	0.007178	0.001333	3270279.000000	genic	0.028102	0.010478	False	True	True
chr12	40445652	40446242	Immp2l	0.035278	0.130257	23.947961	0.005439	0.001215	0.024726	0.081682	24.316296	0.003359	0.000705	578142.000000	promoter	-0.010552	-0.048575	True	True	True
chr12	40445652	40446242	Lsmem1	0.014469	0.044278	23.947961	0.001849	0.000192	0.027440	0.082105	24.316296	0.003377	0.000619	246457.000000	promoter	0.012971	0.037827	True	True	True
chr12	40464276	40464776	Ahr	0.025656	0.066911	33.938095	0.001972	0.000338	0.000532	0.001480	27.360584	0.000054	0.000000	4929488.000000	genic	-0.025124	-0.065431	True	False	True
chr12	40464276	40464776	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.021754	0.025136	27.360584	0.000919	0.000158	2646801.000000	genic	0.021754	0.025136	False	True	True
chr12	40464276	40464776	Dock4	0.186620	2.697092	33.938095	0.079471	0.026284	0.148815	1.930357	27.360584	0.070552	0.022566	18575.000000	genic	-0.037805	-0.766735	True	True	True
chr12	40464276	40464776	Gm34611	0.009897	0.032646	33.938095	0.000962	0.000165	0.025042	0.073141	27.360584	0.002673	0.000526	1557573.000000	genic	0.015145	0.040495	True	True	True
chr12	40464276	40464776	Gm48508	0.074311	0.035310	33.938095	0.001040	0.000175	0.003436	0.001578	27.360584	0.000058	0.000000	4629485.000000	genic	-0.070875	-0.033732	True	False	True
chr12	40464276	40464776	Immp2l	0.013082	0.048302	33.938095	0.001423	0.000227	0.028668	0.094707	27.360584	0.003461	0.000730	559563.000000	genic	0.015586	0.046405	True	True	True
chr12	40464276	40464776	Lrrc72	0.069047	0.056019	33.938095	0.001651	0.000287	0.000000	0.000000	0.000000	0.000000	0.000000	4211128.000000	genic	-0.069047	-0.056019	True	False	True
chr12	40464276	40464776	Scin	0.042925	0.047230	33.938095	0.001392	0.000142	0.029647	0.038951	27.360584	0.001424	0.000150	330298.000000	genic	-0.013278	-0.008279	True	True	True
chr12	40464276	40464776	Zfp277	0.186591	2.696459	33.938095	0.079452	0.026284	0.148780	1.929747	27.360584	0.070530	0.022566	18624.000000	genic	-0.037811	-0.766712	True	True	True
chr12	40498932	40499432	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.037234	0.043023	27.426578	0.001569	0.000284	2681457.000000	genic	0.037234	0.043023	False	True	True
chr12	40498932	40499432	Gm33680	0.002783	0.001610	29.989167	0.000054	0.000000	0.025413	0.020778	27.426578	0.000758	0.000124	4967090.000000	genic	0.022630	0.019168	False	True	True
chr12	40498932	40499432	Ifrd1	0.030274	0.087622	29.989167	0.002922	0.000496	0.053963	0.168707	27.426578	0.006151	0.001398	250678.000000	genic	0.023689	0.081085	True	True	True
chr12	40498932	40499432	Lrrn3	0.023319	0.085504	29.989167	0.002851	0.000581	0.004736	0.019848	27.426578	0.000724	0.000100	987249.000000	genic	-0.018583	-0.065656	True	True	True
chr12	40498932	40499432	Lsmem1	0.030510	0.093366	29.989167	0.003113	0.000587	0.014120	0.042251	27.426578	0.001541	0.000160	299692.000000	genic	-0.016390	-0.051115	True	True	True
chr12	40498932	40499432	Stxbp6	0.002962	0.001751	29.989167	0.000058	0.000000	0.055913	0.040730	27.426578	0.001485	0.000254	4575527.000000	genic	0.052951	0.038979	False	True	True
chr12	40715125	40715625	Meox2	0.001597	0.000599	8.044077	0.000074	0.000000	0.031838	0.011871	7.998745	0.001484	0.000261	3606836.000000	genic	0.030241	0.011272	False	True	True
chr12	40789814	40790314	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.027152	0.031373	9.727897	0.003225	0.000597	2972339.000000	genic	0.027152	0.031373	False	True	True
chr12	40837746	40838246	Gm10165	0.054244	0.018656	6.389227	0.002920	0.000539	0.003077	0.000955	10.642535	0.000090	0.000000	3006197.000000	genic	-0.051167	-0.017701	True	False	True
chr12	40837746	40838246	Ifrd1	0.021407	0.061960	6.389227	0.009698	0.002256	0.039656	0.123978	10.642535	0.011649	0.002733	589492.000000	genic	0.018249	0.062018	True	True	True
chr12	40837746	40838246	Lrrn3	0.073521	0.269583	6.389227	0.042193	0.010067	0.113430	0.475329	10.642535	0.044663	0.010662	648435.000000	genic	0.039909	0.205746	True	True	True
chr12	40837746	40838246	Lsmem1	0.007317	0.022390	6.389227	0.003504	0.000741	0.026850	0.080340	10.642535	0.007549	0.001718	638506.000000	genic	0.019533	0.057950	True	True	True
chr12	40837746	40838246	Scin	0.002306	0.002538	6.389227	0.000397	0.000000	0.025640	0.033687	10.642535	0.003165	0.000659	703768.000000	genic	0.023334	0.031149	False	True	True
chr12	40972768	40973268	Gm10165	0.001345	0.000463	4.916158	0.000094	0.000000	0.047932	0.014883	5.228083	0.002847	0.000527	2871175.000000	intergenic	0.046587	0.014420	False	True	True
chr12	40972768	40973268	Immp2l	0.027189	0.100388	4.916158	0.020420	0.005204	0.046186	0.152578	5.228083	0.029184	0.008331	51071.000000	intergenic	0.018997	0.052190	True	True	True
chr12	41023662	41024567	Gm10165	0.042210	0.014517	7.614130	0.001907	0.000348	0.002233	0.000693	7.233841	0.000096	0.000000	2820078.500000	promoter	-0.039977	-0.013824	True	False	True
chr12	41023662	41024567	Meox2	0.001390	0.000521	7.614130	0.000068	0.000000	0.031198	0.011633	7.233841	0.001608	0.000281	3915575.500000	promoter	0.029808	0.011112	False	True	True
chr12	41053939	41054850	Gm10165	0.000703	0.000242	2.494390	0.000097	0.000000	0.020891	0.006487	1.942852	0.003339	0.000624	2789798.500000	genic	0.020188	0.006245	False	True	True
chr12	41485734	41486681	Agmo	0.026876	0.013090	12.565925	0.001042	0.000177	0.001830	0.000896	14.203688	0.000063	0.000000	4244567.500000	promoter	-0.025046	-0.012194	True	False	True
chr12	41485734	41486681	Gm10165	0.064526	0.022193	12.565925	0.001766	0.000326	0.005266	0.001635	14.203688	0.000115	0.000000	2357985.500000	promoter	-0.059260	-0.020558	True	False	True
chr12	41485734	41486681	Immp2l	0.042698	0.157652	12.565925	0.012546	0.003031	0.061234	0.202289	14.203688	0.014242	0.003462	462118.500000	promoter	0.018536	0.044637	True	True	True
chr12	41485734	41486681	Stxbp6	0.019812	0.011712	12.565925	0.000932	0.000159	0.032951	0.024003	14.203688	0.001690	0.000299	3588501.500000	promoter	0.013139	0.012291	True	True	True
chr12	41774858	41775358	Agmo	0.001187	0.000578	9.806691	0.000059	0.000000	0.039772	0.019463	10.653449	0.001827	0.000316	4533468.000000	genic	0.038585	0.018885	False	True	True
chr12	41774858	41775358	Dgkb	0.000000	0.000000	0.000000	0.000000	0.000000	0.030884	0.035686	10.653449	0.003350	0.000599	3957383.000000	genic	0.030884	0.035686	False	True	True
chr12	41774858	41775358	Gm10165	0.046139	0.015869	9.806691	0.001618	0.000300	0.004516	0.001402	10.653449	0.000132	0.000000	2069085.000000	genic	-0.041623	-0.014467	True	False	True
chr12	41774858	41775358	Lrrn3	0.030338	0.111244	9.806691	0.011344	0.002828	0.047623	0.199566	10.653449	0.018733	0.004846	288677.000000	genic	0.017285	0.088322	True	True	True
chr12	41774858	41775358	Lsmem1	0.005584	0.017088	9.806691	0.001742	0.000330	0.023410	0.070047	10.653449	0.006575	0.001346	1575618.000000	genic	0.017826	0.052959	True	True	True
chr12	41774858	41775358	Stxbp6	0.001354	0.000800	9.806691	0.000082	0.000000	0.022082	0.016086	10.653449	0.001510	0.000268	3299601.000000	genic	0.020728	0.015286	False	True	True
chr12	43568952	43569452	Gm48508	0.026279	0.012487	2.772309	0.004504	0.000914	0.001263	0.000580	3.223867	0.000180	0.000000	1524809.000000	intergenic	-0.025016	-0.011907	True	False	True
chr12	44209958	44210576	B230217J21Rik	0.013788	0.030856	26.189673	0.001178	0.000210	0.027113	0.044732	25.595332	0.001748	0.000321	2457049.000000	promoter	0.013325	0.013876	True	True	True
chr12	44209958	44210576	Gm33680	0.045916	0.026552	26.189673	0.001014	0.000173	0.006870	0.005617	25.595332	0.000219	0.000000	1256005.000000	promoter	-0.039046	-0.020935	True	False	True
chr12	44209958	44210576	Gm48535	0.013788	0.030855	26.189673	0.001178	0.000210	0.027119	0.044730	25.595332	0.001748	0.000321	2455442.000000	promoter	0.013331	0.013875	True	True	True
chr12	44209958	44210576	Immp2l	0.011700	0.043200	26.189673	0.001649	0.000295	0.031727	0.104812	25.595332	0.004095	0.000756	3186178.000000	promoter	0.020027	0.061612	True	True	True
chr12	44209958	44210576	Lrrn3	0.041613	0.152584	26.189673	0.005826	0.001106	0.013762	0.057669	25.595332	0.002253	0.000416	2723836.000000	promoter	-0.027851	-0.094915	True	True	True
chr12	44209958	44210576	Stxbp6	0.121106	0.071593	26.189673	0.002734	0.000556	0.011305	0.008235	25.595332	0.000322	0.000000	864442.000000	promoter	-0.109801	-0.063358	True	False	True
chr12	44268868	44269437	Gm10165	0.054989	0.018913	13.880293	0.001363	0.000179	0.028971	0.008996	13.509818	0.000666	0.000000	424959.500000	promoter	-0.026018	-0.009917	True	False	True
chr12	44268868	44269437	Pnpla8	0.130124	0.516884	13.880293	0.037239	0.011171	0.114850	0.421814	13.509818	0.031223	0.009003	47783.500000	promoter	-0.015274	-0.095070	True	True	True
chr12	44268868	44269437	Stxbp6	0.008121	0.004801	13.880293	0.000346	0.000000	0.033970	0.024746	13.509818	0.001832	0.000346	805556.500000	promoter	0.025849	0.019945	False	True	True
chr12	44327406	44327906	Nrcam	0.053153	0.378044	2.470511	0.153023	0.045949	0.063169	0.501995	3.137927	0.159977	0.049499	1228.000000	intergenic	0.010016	0.123951	True	True	True
chr12	44328634	44329330	Gm48508	0.022142	0.010521	9.092053	0.001157	0.000186	0.008385	0.003851	10.562007	0.000365	0.000000	765029.000000	promoter	-0.013757	-0.006670	True	False	True
chr12	44328634	44329330	Pnpla8	0.017112	0.067972	9.092053	0.007476	0.001513	0.028551	0.104860	10.562007	0.009928	0.002293	107613.000000	promoter	0.011439	0.036888	True	True	True
chr12	44329765	44330265	Nrcam	0.187285	1.332053	9.501439	0.140195	0.039401	0.213244	1.694631	13.436586	0.126121	0.032216	1131.000000	genic	0.025959	0.362578	True	True	True
chr12	44338136	44338636	Stxbp6	0.022246	0.013151	2.676045	0.004914	0.001072	0.002034	0.001482	3.907243	0.000379	0.000000	736323.000000	genic	-0.020212	-0.011669	True	False	True
chr12	44375595	44376502	Stxbp6	0.022521	0.013314	6.089848	0.002186	0.000426	0.007470	0.005442	5.547355	0.000981	0.000138	698660.500000	genic	-0.015051	-0.007872	True	True	True
chr12	44380692	44381192	Gm10165	0.032629	0.011222	8.826585	0.001271	0.000185	0.014213	0.004413	8.418957	0.000524	0.000000	536749.000000	genic	-0.018416	-0.006809	True	False	True
chr12	44410995	44411495	Gm10165	0.024860	0.008550	4.568839	0.001871	0.000339	0.008591	0.002668	5.383093	0.000496	0.000000	567052.000000	genic	-0.016269	-0.005882	True	False	True
chr12	44547805	44548305	Gm10165	0.007333	0.002522	6.350861	0.000397	0.000000	0.022324	0.006932	6.611331	0.001048	0.000155	703862.000000	genic	0.014991	0.004410	False	True	True
chr12	44554748	44555248	Foxg1	0.020750	0.008841	12.668177	0.000698	0.000114	0.001424	0.000639	11.554618	0.000055	0.000000	4827661.000000	genic	-0.019326	-0.008202	True	False	True
chr12	44554748	44555248	Gm48508	0.031547	0.014990	12.668177	0.001183	0.000164	0.047593	0.021861	11.554618	0.001892	0.000340	539013.000000	genic	0.016046	0.006871	True	True	True
chr12	44554748	44555248	Nrcam	0.098833	0.702945	12.668177	0.055489	0.015376	0.085644	0.680602	11.554618	0.058903	0.016344	226114.000000	genic	-0.013189	-0.022343	True	True	True
chr12	44617135	44617635	Gm48508	0.020898	0.009930	3.494431	0.002842	0.000569	0.031138	0.014303	5.249040	0.002725	0.000539	476626.000000	intergenic	0.010240	0.004373	True	True	True
chr12	45074085	45074959	Gm48508	0.107154	0.050916	1.558845	0.032663	0.007044	0.152495	0.070045	2.065270	0.033916	0.007562	19489.000000	promoter	0.045341	0.019129	True	True	True
chr12	45093658	45094261	Stxbp6	0.067195	0.039723	1.209997	0.032829	0.007044	0.055392	0.040351	1.184021	0.034080	0.007562	19250.500000	promoter	-0.011803	0.000628	True	True	True
chr12	45466940	45467440	Gm33680	0.229093	0.132481	0.862659	0.153573	0.046230	0.250605	0.204900	1.272383	0.161036	0.050040	918.000000	genic	0.021512	0.072419	True	True	True
chr12	46666544	46667566	Gm48535	0.389490	0.871582	5.548170	0.157094	0.048028	0.335713	0.553716	3.342822	0.165643	0.052392	1346.000000	promoter	-0.053777	-0.317866	True	True	True
chr12	46698429	46698929	B230217J21Rik	0.012764	0.028566	1.166781	0.024483	0.005720	0.025597	0.042230	1.782016	0.023698	0.005418	31363.000000	genic	0.012833	0.013664	True	True	True
chr12	46698429	46698929	Gm48535	0.012576	0.028141	1.166781	0.024119	0.005720	0.025204	0.041570	1.782016	0.023328	0.005418	32970.000000	genic	0.012628	0.013429	True	True	True
chr12	46721878	46722378	Stxbp6	0.023833	0.014089	8.356333	0.001686	0.000317	0.001463	0.001066	6.413564	0.000166	0.000000	1647419.000000	genic	-0.022370	-0.013023	True	False	True
chr12	46819375	46819875	B230217J21Rik	0.106192	0.237654	12.586895	0.018881	0.005117	0.126150	0.208125	12.762583	0.016307	0.004341	152309.000000	promoter	0.019958	-0.029529	True	True	True
chr12	46819375	46819875	Foxg1	0.003123	0.001330	12.586895	0.000106	0.000000	0.035761	0.016040	12.762583	0.001257	0.000224	2563034.000000	promoter	0.032638	0.014710	False	True	True
chr12	46819375	46819875	Gm10165	0.029979	0.010311	12.586895	0.000819	0.000139	0.003729	0.001158	12.762583	0.000091	0.000000	2975432.000000	promoter	-0.026250	-0.009153	True	False	True
chr12	46819375	46819875	Gm33680	0.017172	0.009930	12.586895	0.000789	0.000126	0.038620	0.031576	12.762583	0.002474	0.000489	1353353.000000	promoter	0.021448	0.021646	True	True	True
chr12	46819375	46819875	Gm34304	0.000000	0.000000	0.000000	0.000000	0.000000	0.035924	0.016039	12.762583	0.001257	0.000224	2562260.000000	promoter	0.035924	0.016039	False	True	True
chr12	46819375	46819875	Gm43517	0.002912	0.001329	12.586895	0.000106	0.000000	0.020808	0.010778	12.762583	0.000845	0.000144	2565548.000000	promoter	0.017896	0.009449	False	True	True
chr12	46819375	46819875	Gm48535	0.106242	0.237744	12.586895	0.018888	0.005117	0.126207	0.208163	12.762583	0.016310	0.004341	153916.000000	promoter	0.019965	-0.029581	True	True	True
chr12	46819375	46819875	Prkd1	0.044654	0.021978	12.586895	0.001746	0.000307	0.001184	0.000894	12.762583	0.000070	0.000000	3829473.000000	promoter	-0.043470	-0.021084	True	False	True
chr12	47162556	47163056	1700008C04Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.030949	0.016429	15.020410	0.001094	0.000188	3842351.000000	intergenic	0.030949	0.016429	False	True	True
chr12	47162556	47163056	B230217J21Rik	0.112874	0.252610	18.678961	0.013524	0.003255	0.099848	0.164731	15.020410	0.010967	0.002613	495490.000000	intergenic	-0.013026	-0.087879	True	True	True
chr12	47162556	47163056	Foxg1	0.109479	0.046644	18.678961	0.002497	0.000473	0.004101	0.001839	15.020410	0.000122	0.000000	2219853.000000	intergenic	-0.105378	-0.044805	True	False	True
chr12	47162556	47163056	Gm43517	0.094255	0.043026	18.678961	0.002303	0.000435	0.003547	0.001837	15.020410	0.000122	0.000000	2222367.000000	intergenic	-0.090708	-0.041189	True	False	True
chr12	47162556	47163056	Gm48535	0.112924	0.252695	18.678961	0.013528	0.003255	0.099905	0.164781	15.020410	0.010970	0.002613	497097.000000	intergenic	-0.013019	-0.087914	True	True	True
chr12	47162556	47163056	Nova1	0.136130	0.678576	18.678961	0.036328	0.009437	0.104690	0.459911	15.020410	0.030619	0.007920	343877.000000	intergenic	-0.031440	-0.218665	True	True	True
chr12	47164576	47165076	1700008C04Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.036691	0.019477	17.807729	0.001094	0.000188	3840331.000000	intergenic	0.036691	0.019477	False	True	True
chr12	47164576	47165076	Foxg1	0.120986	0.051546	20.644047	0.002497	0.000473	0.004867	0.002183	17.807729	0.000123	0.000000	2217833.000000	intergenic	-0.116119	-0.049363	True	False	True
chr12	47164576	47165076	Gm33680	0.005751	0.003326	20.644047	0.000161	0.000000	0.021813	0.017835	17.807729	0.001002	0.000175	1698554.000000	intergenic	0.016062	0.014509	False	True	True
chr12	47164576	47165076	Gm43517	0.104162	0.047548	20.644047	0.002303	0.000435	0.004209	0.002180	17.807729	0.000122	0.000000	2220347.000000	intergenic	-0.099953	-0.045368	True	False	True
chr12	47164576	47165076	Nova1	0.150564	0.750525	20.644047	0.036356	0.009437	0.124206	0.545647	17.807729	0.030641	0.007920	345897.000000	intergenic	-0.026358	-0.204878	True	True	True
chr12	49381635	49382135	Foxg1	0.047040	0.020042	0.142700	0.140445	0.039529	0.057360	0.025727	0.181146	0.142022	0.040334	774.000000	promoter	0.010320	0.005685	True	True	True
chr12	49382409	49382909	Gm34304	0.000000	0.000000	0.000000	0.000000	0.000000	0.074570	0.033294	0.234426	0.142022	0.040334	774.000000	promoter	0.074570	0.033294	False	True	True
chr12	49382409	49382909	Gm43517	0.077196	0.035239	0.269057	0.130971	0.034692	0.055909	0.028960	0.234426	0.123535	0.030896	2514.000000	promoter	-0.021287	-0.006279	True	True	True
chr12	49384923	49385423	Gm34304	0.000000	0.000000	0.000000	0.000000	0.000000	0.057876	0.025840	0.209172	0.123535	0.030896	3288.000000	promoter	0.057876	0.025840	False	True	True
chr12	49389401	49389901	Foxg1	0.029686	0.012648	0.108786	0.116263	0.034692	0.018923	0.008487	0.078271	0.108432	0.030896	6992.000000	promoter	-0.010763	-0.004161	True	True	True
chr12	49389401	49389901	Gm43517	0.035325	0.016125	0.108786	0.148230	0.043503	0.021099	0.010929	0.078271	0.139625	0.039110	4478.000000	promoter	-0.014226	-0.005196	True	True	True
chr12	49391364	49391864	Foxg1	0.080757	0.034406	0.467688	0.073567	0.018139	0.113739	0.051014	0.742435	0.068711	0.015873	8955.000000	genic	0.032982	0.016608	True	True	True
chr12	49391364	49391864	Gm34304	0.000000	0.000000	0.000000	0.000000	0.000000	0.110291	0.049242	0.742435	0.066325	0.015873	9729.000000	genic	0.110291	0.049242	False	True	True
chr12	49391364	49391864	Gm43517	0.140597	0.064180	0.467688	0.137229	0.043503	0.183870	0.095240	0.742435	0.128281	0.039110	6441.000000	genic	0.043273	0.031060	True	True	True
chr12	50549927	50550427	Foxg1	0.008722	0.003716	1.800675	0.002064	0.000402	0.036642	0.016435	3.467768	0.004739	0.000991	1167518.000000	genic	0.027920	0.012719	True	True	True
chr12	50549927	50550427	Gm34304	0.000000	0.000000	0.000000	0.000000	0.000000	0.036812	0.016436	3.467768	0.004740	0.000991	1168292.000000	genic	0.036812	0.016436	False	True	True
chr12	50549927	50550427	Gm40418	0.035310	0.003638	1.800675	0.002020	0.000350	0.060512	0.011921	3.467768	0.003438	0.000714	429869.000000	genic	0.025202	0.008283	True	True	True
chr12	50549927	50550427	Prkd1	0.053635	0.026399	1.800675	0.014661	0.003768	0.064324	0.048581	3.467768	0.014009	0.003558	98921.000000	genic	0.010689	0.022182	True	True	True
