loop_id	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	loop_type	loop_significant	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case
loop_10225	chr13	22040000	22050000	chr13	23620000	23630000	-0.326500603460059	0.029744114292866	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	23622308	23622808	H4c9	chr13	22041112	22041612	0.022237	0.020651	-0.001586	0.00675	1581196	B
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	-0.306494051952016	0.0251285631018239	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	22042694	22043463	H2bc3	chr13	23746483	23746983	0.019826	0.027921	0.008095	0.132753	1703654.5	A
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	-0.306494051952016	0.0251285631018239	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	22042694	22043463	H3c3	chr13	23745352	23745852	0.019797	0.027829	0.008032	0.132741	1702523.5	A
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	-0.306494051952016	0.0251285631018239	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	23746338	23746983	H2ac11	chr13	22042694	22043194	0.029208	0.02819	-0.001018	0.023822	1703716.5	B
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	-0.306494051952016	0.0251285631018239	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	23746338	23746983	H2bc11	chr13	22042963	22043463	0.029221	0.028204	-0.001017	0.023821	1703447.5	B
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	-0.306494051952016	0.0251285631018239	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	23746338	23746983	H4c9	chr13	22041112	22041612	0.029081	0.028048	-0.001033	0.023825	1705298.5	B
loop_4423	chr13	28415000	28420000	chr13	28480000	28485000	0.847880784781991	0.0227301018155629	up_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr13	28481249	28481749	Gm40841	chr13	28419816	28420316	0.022955	0.037429	0.014474	0.019605	61433	B
loop_10186	chr13	31080000	31090000	chr13	31620000	31630000	0.348016195217565	0.0005187724685568	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr13	31082355	31082855	1700018A04Rik	chr13	31625542	31626042	0.022704	0.019347	-0.003357	-0.000348	543187	A
loop_10186	chr13	31080000	31090000	chr13	31620000	31630000	0.348016195217565	0.0005187724685568	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr13	31082355	31082855	Foxf2	chr13	31625565	31626065	0.02271	0.019353	-0.003357	-0.000348	543210	A
loop_1614	chr13	37975000	38000000	chr13	41600000	41625000	-0.362766318809177	0.0257658215592739	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	41605255	41606194	Ssr1	chr13	37993967	37994467	0.031143	0.005299	-0.025844	-0.103869	3611507.5	B
loop_6870	chr13	62550000	62575000	chr13	62850000	62875000	0.355747655795921	0.0015225127439381	up_in_mutant	Other-Other	TRUE	chr13	62558261	62558957	Fbp2	chr13	62858172	62858672	0.012713	0.049316	0.036603	0.075162	299813	A
loop_1460	chr13	66900000	66910000	chr13	67060000	67070000	-0.317868062247377	0.0157418222482709	down_in_mutant	Active_Promoter-Other	TRUE	chr13	66904663	66905628	Zfp712	chr13	67060920	67061420	0.043896	0.036527	-0.007369	0.007187	156024.5	A
loop_1460	chr13	66900000	66910000	chr13	67060000	67070000	-0.317868062247377	0.0157418222482709	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67060824	67061420	Gm10767	chr13	66904663	66905163	0.035233	0.030256	-0.004977	-0.015433	156209	B
loop_1460	chr13	66900000	66910000	chr13	67060000	67070000	-0.317868062247377	0.0157418222482709	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67060824	67061420	Uqcrb	chr13	66905128	66905628	0.031976	0.031425	-0.000551	0.009841	155744	B
loop_1575	chr13	66900000	66925000	chr13	67725000	67750000	-0.323707866444996	0.002035015684035	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	66904663	66905628	Zfp65	chr13	67728923	67729423	0.021655	0.024828	0.003173	0.019723	824027.5	A
loop_1575	chr13	66900000	66925000	chr13	67725000	67750000	-0.323707866444996	0.002035015684035	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	66904663	66905628	Zfp85os	chr13	67729011	67729511	0.021675	0.024852	0.003177	0.019724	824115.5	A
loop_18640	chr13	66900000	66925000	chr13	67825000	67850000	-0.344012527820986	0.0060471684551735	down_in_mutant	Active_Promoter-Other	TRUE	chr13	66904663	66905628	Gm10037	chr13	67830855	67831355	0.032637	0.027779	-0.004858	-0.011843	925959.5	A
loop_19633	chr13	67100000	67125000	chr13	67800000	67825000	-0.321998851504358	0.001034804465448	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	67108354	67108860	Zfp273	chr13	67813489	67813989	0.020067	0.015118	-0.004949	-0.013322	705132	A
loop_9961	chr13	67100000	67125000	chr13	67825000	67850000	-0.341500238872922	0.0006864344931423	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67108354	67108860	Gm10037	chr13	67830855	67831355	0.02499	0.017771	-0.007219	-0.022444	722498	A
loop_19047	chr13	67300000	67310000	chr13	67720000	67730000	-0.321563731027048	0.0168437929788468	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67306066	67306961	Zfp65	chr13	67728923	67729423	0.030937	0.023257	-0.00768	-0.031279	422659.5	A
loop_19047	chr13	67300000	67310000	chr13	67720000	67730000	-0.321563731027048	0.0168437929788468	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67306066	67306961	Zfp85os	chr13	67729011	67729511	0.030965	0.023279	-0.007686	-0.03128	422747.5	A
loop_19047	chr13	67300000	67310000	chr13	67720000	67730000	-0.321563731027048	0.0168437929788468	down_in_mutant	Active_Promoter-Other	TRUE	chr13	67728910	67729511	Zfp457	chr13	67306235	67306735	0.022361	0.01549	-0.006871	-0.030123	422725.5	B
loop_17034	chr13	80875000	80900000	chr13	85275000	85300000	-0.318437063572701	0.0248606428029422	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	80885274	80886195	Rasa1	chr13	85288880	85289380	0.032386	0.020854	-0.011532	-0.119199	4403395.5	A
loop_17034	chr13	80875000	80900000	chr13	85275000	85300000	-0.318437063572701	0.0248606428029422	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	85288857	85289813	1700023H06Rik	chr13	80885274	80885774	0.029433	0.01221	-0.017223	-0.133982	4403811	B
loop_17034	chr13	80875000	80900000	chr13	85275000	85300000	-0.318437063572701	0.0248606428029422	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	85288857	85289813	Arrdc3	chr13	80883133	80883633	0.021375	0.014474	-0.006901	-0.053156	4405952	B
loop_3005	chr13	81650000	81675000	chr13	86025000	86050000	-0.364846347227934	0.0151380492414637	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	81657412	81657933	Cox7c	chr13	86046654	86047154	0.023635	0.016683	-0.006952	-0.010892	4389231.5	A
loop_10049	chr13	81775000	81800000	chr13	84750000	84775000	-0.50803923131079	0.0006583480486797	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr13	84758360	84758860	Cetn3	chr13	81782826	81783326	0.029048	0.009518	-0.01953	-0.159454	2975534	B
loop_10109	chr13	81775000	81800000	chr13	85175000	85200000	-0.495178294852935	0.0004334740615352	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	81782826	81783696	Ccnh	chr13	85189157	85189657	0.043705	0.044897	0.001192	-0.038566	3406146	A
loop_18643	chr13	81775000	81800000	chr13	85275000	85300000	-0.525642294253882	0.0001785551407529	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	81782826	81783696	Rasa1	chr13	85288880	85289380	0.047875	0.032554	-0.015321	-0.167288	3505869	A
loop_18643	chr13	81775000	81800000	chr13	85275000	85300000	-0.525642294253882	0.0001785551407529	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	85288857	85289813	Cetn3	chr13	81782826	81783326	0.03696	0.018512	-0.018448	-0.158321	3506259	B
loop_20228	chr13	83700000	83725000	chr13	85175000	85200000	-0.386440428503838	0.0002721146162953	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	83715086	83715586	Ccnh	chr13	85189157	85189657	0.031624	0.023061	-0.008563	-0.064386	1474071	A
loop_20228	chr13	83700000	83725000	chr13	85175000	85200000	-0.386440428503838	0.0002721146162953	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	83720859	83721630	Ccnh	chr13	85189157	85189657	0.044558	0.035692	-0.008866	-0.078334	1468162.5	A
loop_20228	chr13	83700000	83725000	chr13	85175000	85200000	-0.386440428503838	0.0002721146162953	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	83722181	83722681	Ccnh	chr13	85189157	85189657	0.057158	0.045765	-0.011393	-0.100566	1466976	A
loop_10149	chr13	83980000	83990000	chr13	84750000	84760000	-0.449616390928304	0.0012808385249856	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr13	84758360	84758860	Gm4241	chr13	83987741	83988241	0.035174	0.014454	-0.02072	-0.308361	770619	B
loop_9943	chr13	84060000	84070000	chr13	84750000	84760000	-0.450601288639963	0.0006127677332604	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr13	84758360	84758860	Gm17750	chr13	84064522	84065022	0.04853	0.016004	-0.032526	-0.695644	693838	B
loop_10035	chr13	84750000	84775000	chr13	85175000	85200000	-0.451148467909836	0.0001222003308976	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr13	84758360	84758860	Ccnh	chr13	85189157	85189657	0.034672	0.008911	-0.025761	-0.13396	430797	A
loop_2614	chr13	90920000	90930000	chr13	92350000	92360000	-0.527652771053765	0.0240967070501978	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	92354475	92355253	Rps23	chr13	90922707	90923207	0.025907	0.016453	-0.009454	-0.037469	1431907	B
loop_2573	chr13	96130000	96140000	chr13	96380000	96390000	-0.32337608239459	0.0015073827602641	down_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr13	96130979	96131479	Poc5	chr13	96388043	96388543	0.031981	0.011316	-0.020665	-0.105504	257064	A
loop_2573	chr13	96130000	96140000	chr13	96380000	96390000	-0.32337608239459	0.0015073827602641	down_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr13	96387983	96388543	Gm29543	chr13	96133118	96133618	0.073709	0.116165	0.042456	-0.018048	254895	B
loop_2573	chr13	96130000	96140000	chr13	96380000	96390000	-0.32337608239459	0.0015073827602641	down_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr13	96387983	96388543	Sv2c	chr13	96132327	96132827	0.073743	0.11624	0.042497	-0.018056	255686	B
loop_2207	chr13	98260000	98265000	chr13	98315000	98320000	-0.35344100089504	0.026223895657889	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	98262791	98263378	Btf3	chr13	98316756	98317256	0.120498	0.106169	-0.014329	-0.019592	53921.5	A
loop_2207	chr13	98260000	98265000	chr13	98315000	98320000	-0.35344100089504	0.026223895657889	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	98316752	98317256	Ankra2	chr13	98262823	98263323	0.03817	0.038287	0.000117	0.006118	53931	B
loop_2207	chr13	98260000	98265000	chr13	98315000	98320000	-0.35344100089504	0.026223895657889	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr13	98316752	98317256	Utp15	chr13	98262791	98263291	0.038169	0.038285	0.000116	0.006115	53963	B
loop_72	chr14	105650000	105675000	chr14	105875000	105900000	-0.312014385052225	0.0001721755846876	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105668895	105669395	Spry2	chr14	105896569	105897069	0.036383	0.018002	-0.018381	-0.255957	227674	A
loop_8162	chr14	105660000	105670000	chr14	105890000	105900000	-0.399584538766962	0.0006576630843075	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105668895	105669395	Spry2	chr14	105896569	105897069	0.036383	0.018002	-0.018381	-0.255957	227674	A
loop_8148	chr14	105690000	105700000	chr14	105890000	105900000	-0.448266241058768	0.0001385807929602	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105697461	105697961	Spry2	chr14	105896569	105897069	0.047762	0.020212	-0.02755	-0.359455	199108	A
loop_8482	chr14	105725000	105750000	chr14	105875000	105900000	-0.31451819543014	0.0001664533456172	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105730667	105731167	Spry2	chr14	105896569	105897069	0.044835	0.01108	-0.033755	-0.391494	165902	A
loop_8482	chr14	105725000	105750000	chr14	105875000	105900000	-0.31451819543014	0.0001664533456172	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105732124	105732624	Spry2	chr14	105896569	105897069	0.142779	0.070937	-0.071842	-1.002492	164445	A
loop_8103	chr14	105730000	105740000	chr14	105890000	105900000	-0.395182271087771	0.0003488025593033	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105730667	105731167	Spry2	chr14	105896569	105897069	0.044835	0.01108	-0.033755	-0.391494	165902	A
loop_8103	chr14	105730000	105740000	chr14	105890000	105900000	-0.395182271087771	0.0003488025593033	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	105732124	105732624	Spry2	chr14	105896569	105897069	0.142779	0.070937	-0.071842	-1.002492	164445	A
loop_18774	chr14	120830000	120840000	chr14	120910000	120920000	0.306908720567987	0.0005684228855481	up_in_mutant	Poised_Enhancer-Other	TRUE	chr14	120830365	120830865	Ipo5	chr14	120910973	120911473	0.01769	0.029184	0.011494	0.056251	80608	A
loop_18774	chr14	120830000	120840000	chr14	120910000	120920000	0.306908720567987	0.0005684228855481	up_in_mutant	Poised_Enhancer-Other	TRUE	chr14	120831828	120832328	Ipo5	chr14	120910973	120911473	0.019876	0.032186	0.01231	0.060394	79145	A
loop_6639	chr14	17650000	17675000	chr14	17900000	17925000	0.326250611194777	0.0003466045090541	up_in_mutant	Bivalent_Promoter-Poised_Enhancer	TRUE	chr14	17900298	17900798	Thrb	chr14	17660010	17660510	0.006212	0.024628	0.018416	0.071828	240288	B
loop_19496	chr14	23775000	23800000	chr14	24000000	24025000	0.450776317214082	0.0001104783979024	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr14	23791415	23791915	Kcnma1	chr14	24014241	24014741	0.008427	0.020767	0.01234	0.038964	222826	A
loop_4997	chr14	33440000	33450000	chr14	33540000	33550000	0.391843640916694	0.0008316520241567	up_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr14	33549897	33550397	Mapk8	chr14	33446908	33447408	0.01406	0.040269	0.026209	0.077718	102989	B
loop_8679	chr14	61675000	61700000	chr14	63250000	63275000	-0.530423907324295	0.0004705794079349	down_in_mutant	Repressed_Promoter-Other	TRUE	chr14	61681073	61681573	Gata4	chr14	63271442	63271942	0.008862	0.03378	0.024918	0.076736	1590369	A
loop_8679	chr14	61675000	61700000	chr14	63250000	63275000	-0.530423907324295	0.0004705794079349	down_in_mutant	Repressed_Promoter-Other	TRUE	chr14	61682123	61682841	Gata4	chr14	63271442	63271942	0.00956	0.037428	0.027868	0.085645	1589210	A
loop_16160	chr14	68080000	68085000	chr14	68120000	68125000	0.398175269521029	0.0030675566888772	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr14	68083612	68084392	Nefm	chr14	68124596	68125096	0.049665	0.104382	0.054717	0.338102	40844	A
loop_16160	chr14	68080000	68085000	chr14	68120000	68125000	0.398175269521029	0.0030675566888772	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr14	68084499	68085397	Nefm	chr14	68124596	68125096	0.036689	0.080594	0.043905	0.26741	39898	A
loop_16160	chr14	68080000	68085000	chr14	68120000	68125000	0.398175269521029	0.0030675566888772	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr14	68123529	68124029	Nefl	chr14	68083612	68084112	0.054921	0.061782	0.006861	0.153089	39917	B
loop_16160	chr14	68080000	68085000	chr14	68120000	68125000	0.398175269521029	0.0030675566888772	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr14	68124561	68125096	Nefl	chr14	68083612	68084112	0.08107	0.092806	0.011736	0.234199	40966.5	B
loop_8152	chr14	68730000	68740000	chr14	69020000	69030000	0.345878053918728	0.0003301896334718	up_in_mutant	Repressed_Promoter-Other	TRUE	chr14	68735744	68736244	Stc1	chr14	69028987	69029487	0.018796	0.021904	0.003108	0.007609	293243	A
loop_19512	chr14	70875000	70900000	chr14	71650000	71675000	0.383561989024986	0.0004706900955116	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr14	71673741	71674241	Gfra2	chr14	70889869	70890369	0.018301	0.03067	0.012369	0.038608	783872	B
loop_4312	chr14	7475000	7500000	chr14	7725000	7750000	0.40695787757969	0.0079972564131056	up_in_mutant	Polycomb-Other	TRUE	chr14	7749388	7750194	Gm3752	chr14	7483512	7484012	0.008631	0.025989	0.017358	0.006588	266029	B
loop_8693	chr14	7550000	7575000	chr14	7725000	7750000	0.421265718369201	0.0047709593662632	up_in_mutant	Other-Other	TRUE	chr14	7568316	7568816	Gm16741	chr14	7749694	7750194	0.088746	0.159985	0.071239	0.0789	181378	A
loop_8693	chr14	7550000	7575000	chr14	7725000	7750000	0.421265718369201	0.0047709593662632	up_in_mutant	Other-Other	TRUE	chr14	7749388	7750194	Gm3558	chr14	7568316	7568816	0.016971	0.023647	0.006676	0.012584	181225	B
loop_8530	chr14	79750000	79775000	chr14	80200000	80225000	0.351350461438431	0.0003629870600909	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr14	80216026	80216526	Pcdh8	chr14	79771062	79771562	0.012708	0.03109	0.018382	0.066939	444964	B
loop_18715	chr15	25975000	26000000	chr15	26300000	26325000	0.337048456639416	0.0002764990310116	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr15	25984115	25984615	Marchf11	chr15	26308797	26309297	0.091651	0.075399	-0.016252	0.042589	324682	A
loop_18715	chr15	25975000	26000000	chr15	26300000	26325000	0.337048456639416	0.0002764990310116	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr15	26308797	26309370	Zfp622	chr15	25984115	25984615	0.016629	0.033165	0.016536	0.071245	324718.5	B
loop_10725	chr15	35925000	35950000	chr15	36125000	36150000	0.3353250887638	0.000228709202476	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr15	35937769	35938496	Rgs22	chr15	36140150	36140650	0.027203	0.033837	0.006634	0.018412	202267.5	A
loop_19231	chr15	35930000	35940000	chr15	36140000	36150000	0.431679663323451	0.0001267397753181	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr15	35937769	35938496	Rgs22	chr15	36140150	36140650	0.027203	0.033837	0.006634	0.018412	202267.5	A
loop_3113	chr15	42300000	42325000	chr15	42675000	42700000	-0.434474465027548	0.0001495360929896	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr15	42309581	42310081	Angpt1	chr15	42676727	42677227	0.036467	0.029147	-0.00732	-0.095069	367146	A
loop_11028	chr15	42320000	42330000	chr15	42670000	42680000	-0.668039238616756	2.05093118970783e-06	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr15	42325185	42325685	Angpt1	chr15	42676727	42677227	0.123042	0.064311	-0.058731	-0.380397	351542	A
loop_10788	chr15	48775000	48800000	chr15	52150000	52175000	-0.349798600777941	0.0088237488751323	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr15	52160753	52161253	Csmd3	chr15	48791813	48792313	0.033761	0.018411	-0.01535	-0.042241	3368940	B
loop_10788	chr15	48775000	48800000	chr15	52150000	52175000	-0.349798600777941	0.0088237488751323	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr15	52161674	52162174	Csmd3	chr15	48791813	48792313	0.066483	0.038298	-0.028185	-0.074337	3369861	B
loop_1541	chr15	53340000	53350000	chr15	53900000	53910000	-0.311747844893679	0.0280988106459218	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr15	53345909	53346573	Samd12	chr15	53902287	53902787	0.027272	0.025971	-0.001301	-0.046462	556296	A
loop_1541	chr15	53340000	53350000	chr15	53900000	53910000	-0.311747844893679	0.0280988106459218	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr15	53902126	53902787	Ext1	chr15	53345909	53346409	0.056733	0.039382	-0.017351	-0.125307	556297.5	B
loop_1262	chr15	57690000	57695000	chr15	57910000	57915000	-0.497796548329216	0.0045136831499299	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr15	57911948	57912448	Zhx2	chr15	57694414	57694914	0.050266	0.037088	-0.013178	-0.258838	217534	B
loop_10845	chr15	57690000	57700000	chr15	57890000	57900000	-0.343267859781451	0.0001181848200944	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr15	57695161	57696369	Derl1	chr15	57892198	57892698	0.054011	0.04071	-0.013301	-0.294611	196683	A
loop_10845	chr15	57690000	57700000	chr15	57890000	57900000	-0.343267859781451	0.0001181848200944	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr15	57892198	57892698	Zhx2	chr15	57694414	57694914	0.105933	0.119084	0.013151	-0.284733	197784	B
loop_10723	chr15	61150000	61175000	chr15	63725000	63750000	0.436386336934214	0.0001796155576753	up_in_mutant	Polycomb-Polycomb	TRUE	chr15	61157538	61158352	Gm41336	chr15	63740433	63740933	0.052141	0.064348	0.012207	0.02462	2582738	A
loop_4514	chr15	61985000	61990000	chr15	62035000	62040000	0.337180376629489	0.022633674788932	up_in_mutant	Repressed_Promoter-Repressed_Promoter	TRUE	chr15	61984828	61985796	Pvt1	chr15	62037735	62038235	0.0389	0.086555	0.047655	0.175866	52673	A
loop_4514	chr15	61985000	61990000	chr15	62035000	62040000	0.337180376629489	0.022633674788932	up_in_mutant	Repressed_Promoter-Repressed_Promoter	TRUE	chr15	61986894	61987394	Pvt1	chr15	62037735	62038235	0.02372	0.037191	0.013471	0.06639	50841	A
loop_4514	chr15	61985000	61990000	chr15	62035000	62040000	0.337180376629489	0.022633674788932	up_in_mutant	Repressed_Promoter-Repressed_Promoter	TRUE	chr15	62037683	62038235	Myc	chr15	61985140	61985640	0.018272	0.021022	0.00275	0.055219	52569	B
loop_3634	chr15	61985000	61990000	chr15	62160000	62165000	0.473893658439265	0.018117747923249	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr15	62161038	62161538	Myc	chr15	61985140	61985640	0.017653	0.024325	0.006672	0.069424	175898	B
loop_10979	chr15	66670000	66680000	chr15	66900000	66910000	0.399619177705749	0.0002034282663996	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr15	66899561	66900061	Tg	chr15	66670502	66671002	0.034804	0	-0.034804	-0.036043	229059	B
loop_10979	chr15	66670000	66680000	chr15	66900000	66910000	0.399619177705749	0.0002034282663996	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr15	66904296	66904796	Tg	chr15	66670502	66671002	0.031036	0	-0.031036	-0.032141	233794	B
loop_10613	chr15	66675000	66700000	chr15	66875000	66900000	0.314971805131624	0.0003110239723573	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr15	66676518	66677018	Ccn4	chr15	66891069	66891569	0.011983	0.022356	0.010373	0.013154	214551	A
loop_10710	chr15	68425000	68450000	chr15	68925000	68950000	0.38106819128821	0.0002231619940965	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr15	68435814	68436314	Khdrbs3	chr15	68928169	68928669	0.016925	0.029651	0.012726	0.036855	492355	A
loop_10710	chr15	68425000	68450000	chr15	68925000	68950000	0.38106819128821	0.0002231619940965	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr15	68445304	68445804	Khdrbs3	chr15	68928169	68928669	0.029863	0.02963	-0.000233	0.028263	482865	A
loop_11072	chr15	82920000	82930000	chr15	83030000	83040000	0.357801521423021	6.39627325194926e-05	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr15	82923468	82923968	Nfam1	chr15	83033056	83033556	0.01815	0.021231	0.003081	0.035302	109588	A
loop_5690	chr15	84250000	84275000	chr15	84425000	84450000	0.419254207827861	1.9708685871684e-05	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr15	84253718	84254218	Shisal1	chr15	84446847	84447347	0.021437	0.008557	-0.01288	-0.020155	193129	A
loop_9250	chr16	23985000	23990000	chr16	24460000	24465000	-0.439407952057336	0.0134540180275302	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr16	24460042	24460542	Bcl6	chr16	23988602	23989102	0.070889	0.033333	-0.037556	-0.680778	471440	B
loop_9250	chr16	23985000	23990000	chr16	24460000	24465000	-0.439407952057336	0.0134540180275302	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr16	24460042	24460542	Gm37419	chr16	23988231	23988731	0.070735	0.033243	-0.037492	-0.680855	471811	B
loop_1327	chr16	30600000	30605000	chr16	31200000	31205000	-0.606689936726529	0.0236370379231726	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr16	30599472	30600050	Acap2	chr16	31200995	31201495	0.021178	0.018259	-0.002919	-0.027722	601484	A
loop_2762	chr16	37440000	37450000	chr16	37650000	37660000	-0.334992401099177	0.0022040566092055	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr16	37442735	37443235	Ndufb4	chr16	37654203	37654703	0.068001	0.037486	-0.030515	-0.437927	211468	A
loop_7072	chr16	56700000	56725000	chr16	58400000	58425000	0.325250668905306	0.0099062144446858	up_in_mutant	Active_Promoter-Other	TRUE	chr16	56717195	56717700	4930461C15Rik	chr16	58408026	58408526	0.026134	0.0146	-0.011534	-0.028715	1690828.5	A
loop_7072	chr16	56700000	56725000	chr16	58400000	58425000	0.325250668905306	0.0099062144446858	up_in_mutant	Active_Promoter-Other	TRUE	chr16	56717195	56717700	Dcbld2	chr16	58408192	58408692	0.026133	0.014599	-0.011534	-0.028715	1690994.5	A
loop_5795	chr16	57600000	57625000	chr16	59625000	59650000	-0.305439882337999	0.0128635145590542	down_in_mutant	Active_Promoter-Other	TRUE	chr16	59639086	59639641	Cmss1	chr16	57606614	57607114	0.035693	0.042878	0.007185	0.020097	2032499.5	B
loop_19288	chr16	59470000	59480000	chr16	59610000	59620000	0.340003413770746	0.0008918732337648	up_in_mutant	Poised_Enhancer-Other	TRUE	chr16	59617103	59617603	Riox2	chr16	59471524	59472024	0.018647	0.026683	0.008036	0.01452	145579	B
loop_11051	chr16	85800000	85825000	chr16	86300000	86325000	0.308136668593718	0.0004334740615352	up_in_mutant	Bivalent_Promoter-Poised_Enhancer	TRUE	chr16	86309717	86310217	4930556C24Rik	chr16	85818960	85819460	0	0.026872	0.026872	0.04119	490757	B
loop_1773	chr16	86675000	86700000	chr16	87350000	87375000	-0.311533465938273	0.0014867840893032	down_in_mutant	Active_Enhancer-Other	TRUE	chr16	86694454	86694954	N6amt1	chr16	87353934	87354434	0.026733	0.012073	-0.01466	-0.079707	659480	A
loop_11404	chr17	10300000	10325000	chr17	11050000	11075000	-0.317742169884043	0.0016143760126437	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr17	11067463	11068406	1700110C19Rik	chr17	10324351	10324851	0.036662	0	-0.036662	-0.192353	743333.5	B
loop_11404	chr17	10300000	10325000	chr17	11050000	11075000	-0.317742169884043	0.0016143760126437	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr17	11067463	11068406	Qk	chr17	10319604	10320104	0.027052	0.017768	-0.009284	-0.074037	748080.5	B
