enh_key	chr	start	end	delta_activity	activity_base_WT	activity_base_KO	mean_delta_abc	mean_delta_unnorm	max_abs_delta_unnorm	n_genes	has_H3K27ac	enhancer_id	chr.k119	start.k119	end.k119	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class	median_distance
chr10:21600875-21601375	chr10	21600875	21601375	0.058403	0.58168	0.640083	0.007564	0.009944	0.009944	1	FALSE	chr10:21600875-21601375	chr10	21600875	21601375	2.001287	3.376308	3.246557	3.673761	3.935407	2.304842	2.408555	0.902677	3.074478	2.38787	-0.265193	quantifiable	7981
chr10:21652434-21652934	chr10	21652434	21652934	1.57057	0	1.57057	0.022542	0.041447	0.041447	1	FALSE	chr10:21652434-21652934	chr10	21652434	21652934	1.465969	4.137916	0	2.324667	2.50972	0.319057	0	0.433753	1.982138	0.815632	-0.711368	one_condition	33726
chr10:21744452-21744952	chr10	21744452	21744952	0.044239	0.733217	0.777456	-0.00044	0.013382	0.013382	1	FALSE	chr10:21744452-21744952	chr10	21744452	21744952	2.979846	5.699533	2.415394	0.907695	3.075385	1.152979	1.67944	10.194832	3.000617	4.025659	0.32802	quantifiable	836
chr10:21755537-21756037	chr10	21755537	21756037	0.761239	1.612701	2.37394	0.00971	0.035293	0.035293	1	FALSE	chr10:21755537-21756037	chr10	21755537	21756037	9.476442	12.745443	1.667561	4.239036	5.290438	4.463592	7.333458	1.638407	7.032121	4.681474	-0.498434	quantifiable	11921
chr10:21823202-21823702	chr10	21823202	21823702	1.309446	0	1.309446	0.020112	0.054709	0.054709	1	FALSE	chr10:21823202-21823702	chr10	21823202	21823702	3.525505	2.84261	0.840381	0.623982	3.262464	6.292814	3.874102	3.32668	1.95812	4.189015	0.807732	quantifiable	21399
chr10:21868508-21869008	chr10	21868508	21869008	-3.877069	21.570358	17.693289	0.0100899090909091	0.0187566363636364	0.552454	22	TRUE	chr10:21868508-21869008	chr10	21868508	21869008	4.021924	3.903131	3.2949	2.552417	8.39399	8.109528	8.838436	7.781781	3.443093	8.280934	1.060242	quantifiable	491630.5
chr10:21881933-21883031	chr10	21881933	21883031	0.964271	19.178153	20.142424	0.00799740909090909	0.0244527727272727	0.371087	22	TRUE	chr10:21881933-21883031	chr10	21881933	21883031	3.416924	4.213051	3.934034	3.500523	2.916571	2.398947	3.76591	3.987203	3.766133	3.267158	-0.159029	quantifiable	512796
chr10:21883550-21884050	chr10	21883550	21884050	-0.433929	7.414758	6.980829	0.00645971428571429	0.00687428571428571	0.127069	7	TRUE	chr10:21883550-21884050	chr10	21883550	21884050	4.067404	5.256614	4.581838	5.063424	5.438509	6.705351	10.282959	9.134372	4.74232	7.890298	0.629303	quantifiable	184279
chr10:21891439-21891939	chr10	21891439	21891939	-2.059053	21.920086	19.861033	0.00163229166666666	0.008154375	0.373885	24	TRUE	chr10:21891439-21891939	chr10	21891439	21891939	3.742328	5.432863	1.530865	5.843136	5.424626	7.648998	3.482621	5.561045	4.137298	5.529323	0.345052	quantifiable	553452
chr10:21991180-21991680	chr10	21991180	21991680	0.453349	2.694679	3.148028	0.012838	0.0246493333333333	0.045162	3	TRUE	chr10:21991180-21991680	chr10	21991180	21991680	9.260423	9.076276	7.894424	6.124577	10.62331	11.012615	9.682483	8.38465	8.088925	9.925764	0.265164	quantifiable	305020
chr10:21992958-21993458	chr10	21992958	21993458	0.237594	7.251527	7.489121	0.00439441666666667	0.0137070833333333	0.107489	12	TRUE	chr10:21992958-21993458	chr10	21992958	21993458	3.598073	8.284297	2.929711	6.452581	8.401825	9.487282	11.563012	11.334417	5.316166	10.196634	0.824494	quantifiable	192410.5
chr10:21994179-21994679	chr10	21994179	21994679	4.312585	18.31103	22.623615	0.0159887857142857	0.0348054285714286	0.324811	28	TRUE	chr10:21994179-21994679	chr10	21994179	21994679	12.562467	6.49772	12.964309	7.968987	9.662296	8.853082	7.551736	12.033848	9.998371	9.525241	-0.063351	quantifiable	674516
chr10:22149020-22149520	chr10	22149020	22149520	0.358734	0.5495	0.908234	0.0171725	0.026604	0.026613	2	FALSE	chr10:22149020-22149520	chr10	22149020	22149520	16.257532	17.368345	9.500382	9.573453	11.573081	11.010129	14.278247	11.903391	13.174928	12.191212	-0.103654	quantifiable	9306.5
chr10:22158318-22158835	chr10	22158318	22158835	0.170273	0.409612	0.579885	0.003401	0.012074	0.012074	1	FALSE	chr10:22158318-22158835	chr10	22158318	22158835	10.092069	11.024791	7.143356	11.245475	9.336859	9.39707	8.674405	10.914271	9.876423	9.580651	-0.039722	quantifiable	9306.5
chr10:22644760-22645448	chr10	22644760	22645448	-0.520346	2.127257	1.606911	-0.021791	-0.009018	0.009018	1	FALSE	chr10:22644760-22645448	chr10	22644760	22645448	5.108634	4.229229	5.17332	3.337868	7.03364	5.677293	6.16595	8.553421	4.462263	6.857576	0.523413	quantifiable	432452
chr10:22660398-22660898	chr10	22660398	22660898	-1.316142	3.645913	2.329771	-0.0305543333333333	-0.031202	0.058879	3	TRUE	chr10:22660398-22660898	chr10	22660398	22660898	7.36271	6.569543	5.310272	8.457054	8.620533	12.113334	6.129888	7.288275	6.924895	8.538008	0.266848	quantifiable	257766
chr10:22676132-22676632	chr10	22676132	22676632	0.275275	1.120109	1.395384	0.008344	0.009387	0.009387	1	FALSE	chr10:22676132-22676632	chr10	22676132	22676632	8.876391	7.492651	1.300986	6.085125	9.647484	7.50044	11.135148	8.048203	5.938788	9.082819	0.538199	quantifiable	31372
chr10:22696187-22696687	chr10	22696187	22696687	-1.050489	2.133438	1.082949	-0.010288	-0.032739	0.032739	1	FALSE	chr10:22696187-22696687	chr10	22696187	22696687	1.383157	4.710322	4.117268	1.549638	3.617765	5.24177	3.061994	5.165037	2.940096	4.271642	0.418676	quantifiable	51427
chr10:22701602-22702102	chr10	22701602	22702102	0.522134000000001	20.111369	20.633503	-0.00296315789473684	-0.00505331578947368	0.056806	38	TRUE	chr10:22701602-22702102	chr10	22701602	22702102	2.302154	1.160869	3.504052	2.449366	1.661577	1.020999	2.205833	1.805355	2.35411	1.673441	-0.325642	quantifiable	1263747
chr10:22710342-22710842	chr10	22710342	22710842	0.659495	0.95209	1.611585	0.012959	0.021346	0.021346	1	FALSE	chr10:22710342-22710842	chr10	22710342	22710842	0.81088	0.750296	0.497478	2.551595	1.041581	0.800491	1.528086	2.341943	1.152562	1.428025	0.172626	quantifiable	65582
chr10:22714465-22714965	chr10	22714465	22714965	0.265702	2.821732	3.087434	0.001515	0.000162000000000001	0.013126	2	FALSE	chr10:22714465-22714965	chr10	22714465	22714965	5.974558	5.233323	2.527129	1.194308	2.208767	2.2307	0.291064	5.974576	3.732329	2.676277	-0.363032	quantifiable	87582
chr10:22718373-22718873	chr10	22718373	22718873	-0.374065	3.208068	2.834003	0.0013272	-0.018231	0.042424	5	FALSE	chr10:22718373-22718873	chr10	22718373	22718873	3.788023	1.164562	1.329815	1.573366	0.824439	2.569918	0	2.005241	1.963941	1.349899	-0.333072	quantifiable	73613
chr10:22730987-22731669	chr10	22730987	22731669	2.306252	24.452422	26.758674	-0.00257505555555556	-0.00298552777777778	0.155364	36	TRUE	chr10:22730987-22731669	chr10	22730987	22731669	9.671303	4.548168	8.536154	7.016865	7.546993	13.329349	6.303887	8.771814	7.443122	8.988011	0.242036	quantifiable	1282251.5
chr10:22731688-22732188	chr10	22731688	22732188	-7.562287	7.562287	0	-0.000950249999999999	-0.00735516666666667	0.042388	12	TRUE	chr10:22731688-22732188	chr10	22731688	22732188	4.130551	3.304382	5.791045	4.916641	3.644494	3.758871	5.41507	6.097166	4.535655	4.7289	0.049376	quantifiable	1130985
chr10:22746931-22747431	chr10	22746931	22747431	-0.893862	3.691017	2.797155	-0.00731733333333333	-0.0433253333333333	0.060505	3	TRUE	chr10:22746931-22747431	chr10	22746931	22747431	1.76525	2.709352	1.274101	3.745519	5.92951	6.234369	4.126954	5.383019	2.373555	5.418463	0.925007	quantifiable	15944
chr10:23116705-23117205	chr10	23116705	23117205	0.233118	0.368198	0.601316	0.01212	0.00998	0.00998	1	FALSE	chr10:23116705-23117205	chr10	23116705	23117205	6.674853	4.472381	3.836506	2.946885	3.99872	4.363516	3.175509	4.243307	4.482656	3.945263	-0.148412	quantifiable	492476
chr10:23349951-23351036	chr10	23349951	23351036	0.557675	1.141832	1.699507	-0.00029	0.0006555	0.010159	2	FALSE	chr10:23349951-23351036	chr10	23349951	23351036	7.725491	7.398947	6.121926	7.382731	9.309846	7.167216	13.282234	7.70843	7.157274	9.366931	0.345281	quantifiable	1042726.5
chr10:23394481-23394981	chr10	23394481	23394981	-0.34649	1.227442	0.880952	-0.0129555	-0.006285	0.006575	2	FALSE	chr10:23394481-23394981	chr10	23394481	23394981	8.504758	5.936318	3.030073	3.950414	10.724192	10.719355	5.993088	5.482218	5.355391	8.229713	0.537275	quantifiable	129322.5
chr10:23403563-23404063	chr10	23403563	23404063	-0.295604	1.032101	0.736497	-0.023042	-0.013727	0.013727	1	FALSE	chr10:23403563-23404063	chr10	23403563	23404063	5.449817	8.050897	3.432616	4.500035	5.69045	8.027146	7.154709	6.668032	5.358341	6.885084	0.309836	quantifiable	53027
chr10:23414104-23414604	chr10	23414104	23414604	-0.960439	3.129334	2.168895	-0.0233135	-0.011281	0.023062	2	FALSE	chr10:23414104-23414604	chr10	23414104	23414604	6.971647	8.196083	5.089938	2.444771	6.933413	5.14463	5.818528	4.637274	5.67561	5.633461	-0.009118	quantifiable	129322.5
chr10:23787025-23787602	chr10	23787025	23787602	-1.377387	10.345364	8.967977	-0.00255007142857143	-0.0144742857142857	0.134284	28	TRUE	chr10:23787025-23787602	chr10	23787025	23787602	5.571916	2.857731	5.374096	4.619869	4.311341	3.495451	4.091311	5.392223	4.605903	4.322582	-0.074621	quantifiable	275690.5
chr10:23796718-23797235	chr10	23796718	23797235	-1.516093	3.941068	2.424975	-0.00397988888888889	-0.0136871666666667	0.12931	18	TRUE	chr10:23796718-23797235	chr10	23796718	23797235	1.986092	6.386192	6.169979	3.506637	4.636499	4.812459	10.946871	4.083131	4.512225	6.11974	0.368329	quantifiable	216603
chr10:23938321-23938821	chr10	23938321	23938821	-0.314216	0.314216	0	-0.020744	-0.015032	0.015032	1	FALSE	chr10:23938321-23938821	chr10	23938321	23938821	2.384594	6.175464	3.4473	2.575218	3.984727	6.476133	2.3387	5.078958	3.645644	4.46963	0.234884	quantifiable	18216
chr10:23951701-23952201	chr10	23951701	23952201	-4.303436	9.003399	4.699963	-0.0589975555555556	-0.105461185185185	0.76007	27	FALSE	chr10:23951701-23952201	chr10	23951701	23952201	8.349359	11.657732	5.655774	3.772793	9.213091	8.732865	5.249891	8.530588	7.358914	7.931609	0.095443	quantifiable	140343
chr10:23970455-23970955	chr10	23970455	23970955	-0.14712	0.443694	0.296574	-0.001831	-0.004522	0.004522	1	FALSE	chr10:23970455-23970955	chr10	23970455	23970955	3.832954	2.62142	3.39199	4.296764	7.026333	5.654875	6.5986	6.524688	3.535782	6.451124	0.714295	quantifiable	14941
chr10:23971226-23971726	chr10	23971226	23971726	-1.151181	1.151181	0	-0.0198908	-0.0304493	0.097858	10	FALSE	chr10:23971226-23971726	chr10	23971226	23971726	4.812571	5.782386	4.207738	5.446588	11.318899	7.579867	9.415588	11.399359	5.062321	9.928428	0.8486	quantifiable	30683.5
chr10:23979335-23979835	chr10	23979335	23979835	-0.945669	0.945669	0	0.00689333333333333	-0.00274616666666667	0.043863	12	FALSE	chr10:23979335-23979835	chr10	23979335	23979835	4.777845	4.82688	3.244479	4.885802	4.538094	3.98484	4.840454	6.159534	4.433752	4.880731	0.113753	quantifiable	44325
chr10:23985396-23985896	chr10	23985396	23985896	0.024676	0.128728	0.153404	0.0075515	0.0028	0.004361	2	FALSE	chr10:23985396-23985896	chr10	23985396	23985896	0.946555	3.275345	2.512426	2.528375	2.739214	2.327292	1.37927	2.115178	2.315675	2.140239	-0.078075	quantifiable	11063.5
chr10:23993231-23993731	chr10	23993231	23993731	-0.164345	0.362305	0.19796	-0.0116965	-0.0205975	0.020801	2	FALSE	chr10:23993231-23993731	chr10	23993231	23993731	4.928308	4.304649	0.553076	2.929972	7.164365	6.871838	6.810388	3.990791	3.179001	6.209345	0.784598	quantifiable	7146
chr10:23999688-24000188	chr10	23999688	24000188	0.105245	0.153484	0.258729	0.0174985	0.011958	0.016691	2	FALSE	chr10:23999688-24000188	chr10	23999688	24000188	3.437621	6.681767	3.642846	3.310934	6.748429	6.37915	4.708728	4.061665	4.268292	5.474493	0.296689	quantifiable	10374.5
chr10:24026971-24027471	chr10	24026971	24027471	-0.092304	0.338579	0.246275	0.001459	-0.005539	0.005539	1	FALSE	chr10:24026971-24027471	chr10	24026971	24027471	3.016375	5.735778	4.168325	1.583255	1.925416	1.759366	4.199111	3.657215	3.625933	2.885277	-0.250862	quantifiable	10392
chr10:24037363-24037863	chr10	24037363	24037863	-0.052529	0.244311	0.191782	0.003666	-0.003596	0.004332	2	FALSE	chr10:24037363-24037863	chr10	24037363	24037863	3.374866	8.010881	0	2.821435	3.693067	2.94783	5.908679	5.81892	3.551796	4.592124	0.296103	quantifiable	11144
chr10:24049259-24049759	chr10	24049259	24049759	-0.039088	0.301066	0.261978	0.00513	-0.003307	0.003307	1	FALSE	chr10:24049259-24049759	chr10	24049259	24049759	4.346414	3.317695	3.854866	2.863927	6.46249	4.65343	4.270598	4.584347	3.595725	4.992716	0.381853	quantifiable	11896
chr10:24101662-24102162	chr10	24101662	24102162	0.131834	0	0.131834	0.025506	0.018063	0.018063	1	FALSE	chr10:24101662-24102162	chr10	24101662	24102162	0.811859	1.735685	2.705529	1.027379	1.008075	1.255247	1.638691	1.802165	1.570113	1.426044	-0.082742	quantifiable	7622
chr10:24131385-24131885	chr10	24131385	24131885	0.0892869999999999	1.240355	1.329642	0.0191368333333333	0.0116201666666667	0.036616	6	FALSE	chr10:24131385-24131885	chr10	24131385	24131885	4.493723	4.249242	1.247062	1.894573	2.410532	4.579738	1.021635	1.469886	2.97115	2.370448	-0.235676	quantifiable	47238.5
chr10:24149051-24149616	chr10	24149051	24149616	0.748958999999999	10.312528	11.061487	0.0183426206896552	0.0042261724137931	0.14799	29	TRUE	chr10:24149051-24149616	chr10	24149051	24149616	4.872672	4.412104	5.984732	7.304287	5.309585	9.767129	10.326548	6.904941	5.643449	8.077051	0.449443	quantifiable	210762.5
chr10:24317261-24317761	chr10	24317261	24317761	0.369668	1.276922	1.64659	0.013625	0.005829	0.005829	1	FALSE	chr10:24317261-24317761	chr10	24317261	24317761	6.247437	4.390246	2.785914	6.271482	6.924066	7.607876	4.807179	7.26482	4.92377	6.650985	0.368329	quantifiable	129978
chr10:24591098-24591598	chr10	24591098	24591598	0.196488	0.446732	0.64322	0.01399	0.0249865	0.025675	2	FALSE	chr10:24591098-24591598	chr10	24591098	24591598	7.382669	7.773864	3.413236	4.919227	7.482243	5.425834	5.747571	1.844524	5.872249	5.125043	-0.165689	quantifiable	4926.5
chr10:24595191-24596114	chr10	24595191	24596114	0.366489	1.379062	1.745551	0.0110495	0.024699	0.043962	2	FALSE	chr10:24595191-24596114	chr10	24595191	24596114	8.79645	9.825932	7.897274	11.222643	10.032587	9.329715	13.596251	12.236014	9.435575	11.298642	0.236684	quantifiable	74809.5
chr10:24596858-24597404	chr10	24596858	24597404	0.055292	0.692147	0.747439	-0.014241	0.003149	0.003149	1	FALSE	chr10:24596858-24597404	chr10	24596858	24597404	10.511306	13.52943	5.330575	6.347004	11.350278	10.392628	11.194512	7.205179	8.929579	10.035649	0.152155	quantifiable	1690
chr10:24702693-24703193	chr10	24702693	24703193	0.180853	1.166307	1.34716	0.012588	0.013899	0.013899	1	FALSE	chr10:24702693-24703193	chr10	24702693	24703193	12.919273	13.455159	6.9797	5.694902	13.064633	13.422838	8.050301	8.356517	9.762259	10.723572	0.123271	quantifiable	9216
chr10:24711589-24712409	chr10	24711589	24712409	0.583372	2.592315	3.175687	-0.00491	-0.001812	0.007275	2	FALSE	chr10:24711589-24712409	chr10	24711589	24712409	10.926857	9.582743	7.003024	10.96763	8.5229	9.986982	12.252378	11.724463	9.620063	10.621681	0.129856	quantifiable	587037
chr10:24860726-24861226	chr10	24860726	24861226	1.205786	0.230503	1.436289	0.040266	0.139558	0.139558	1	FALSE	chr10:24860726-24861226	chr10	24860726	24861226	0.845646	2.704658	1.580478	1.310847	2.698858	2.605521	1.823516	0.802203	1.610407	1.982524	0.191258	quantifiable	9009
chr10:24869734-24870235	chr10	24869734	24870235	1.103521	10.468804	11.572325	0.0208483333333333	0.0120187222222222	0.028772	18	FALSE	chr10:24869734-24870235	chr10	24869734	24870235	8.639172	4.291594	5.665442	6.789677	10.71863	10.076668	3.692094	10.795929	6.346471	8.82083	0.418073	quantifiable	708930.5
chr10:24888281-24888781	chr10	24888281	24888781	-2.371217	5.627015	3.255798	0.00164771428571429	-0.0129725714285714	0.069239	7	FALSE	chr10:24888281-24888781	chr10	24888281	24888781	2.179778	1.78019	1.230897	0.285669	1.416577	1.338001	0.276511	1.205696	1.369134	1.059196	-0.200949	quantifiable	733032
chr10:25016087-25016587	chr10	25016087	25016587	-4.953249	19.608915	14.655666	-0.013015	-0.0293041428571429	0.161138	14	TRUE	chr10:25016087-25016587	chr10	25016087	25016587	6.157006	3.409038	1.723987	1.1916	5.013718	5.593984	1.525176	5.809436	3.120408	4.485579	0.411589	quantifiable	587037
chr10:25023617-25024117	chr10	25023617	25024117	-5.072901	16.782139	11.709238	-0.0135762142857143	-0.018539	0.089697	14	TRUE	chr10:25023617-25024117	chr10	25023617	25024117	3.60865	7.657665	0.781435	1.572492	2.759219	4.064502	3.964804	5.283905	3.40506	4.018108	0.1874	quantifiable	640886
chr10:25039803-25040303	chr10	25039803	25040303	-4.892238	9.978662	5.086424	-0.0085515	-0.0426491666666667	0.142641	6	FALSE	chr10:25039803-25040303	chr10	25039803	25040303	2.571762	4.738512	1.766171	1.056819	5.648654	2.292413	5.996057	3.612602	2.533316	4.387432	0.606531	quantifiable	244906
chr10:25041262-25041762	chr10	25041262	25041762	-2.090811	5.126355	3.035544	-0.011723	-0.0480745	0.063022	2	FALSE	chr10:25041262-25041762	chr10	25041262	25041762	0.676712	2.366576	0.019861	0.833561	1.621184	1.927066	0	0.123929	0.974177	0.918045	NA	no_signal	77760.5
chr10:25082834-25083334	chr10	25082834	25083334	-10.064354	23.691627	13.627273	-0.01379365	-0.02314315	0.13946	20	TRUE	chr10:25082834-25083334	chr10	25082834	25083334	10.564255	9.489157	3.80481	7.022295	5.872829	7.943413	6.345275	7.491967	7.720129	6.913371	-0.139811	quantifiable	630227
chr10:25111697-25112197	chr10	25111697	25112197	-8.266263	17.413436	9.147173	-0.022026	-0.034294	0.153277	16	TRUE	chr10:25111697-25112197	chr10	25111697	25112197	3.886484	3.746582	2.182859	4.175036	6.698288	3.854504	3.083352	6.589354	3.49774	5.056374	0.428053	quantifiable	630227
chr10:25112723-25113223	chr10	25112723	25113223	-2.926536	6.19122	3.264684	-0.0129773333333333	-0.028202	0.053516	3	TRUE	chr10:25112723-25113223	chr10	25112723	25113223	2.215465	4.11583	1.527209	1.892966	5.286047	5.542136	5.833475	3.122753	2.437867	4.946103	0.787856	quantifiable	185489
chr10:25177216-25177716	chr10	25177216	25177716	0.0791040000000001	2.533448	2.612552	-0.009811	-0.004125	0.004125	1	FALSE	chr10:25177216-25177716	chr10	25177216	25177716	0.043247	2.833811	0.084408	2.416448	2.331695	1.418367	1.676529	0.164247	1.344479	1.39771	0.032192	quantifiable	444097
chr10:25178968-25179468	chr10	25178968	25179468	-0.228574	2.49129	2.262716	-0.010943	-0.004546	0.004546	1	TRUE	chr10:25178968-25179468	chr10	25178968	25179468	0.652758	1.499746	0.831375	2.183161	2.129804	0.270106	0.919762	1.676747	1.29176	1.249105	-0.026932	quantifiable	442345
chr10:25199875-25200375	chr10	25199875	25200375	-0.739253000000001	18.843686	18.104433	0.00615533333333333	-0.000435238095238096	0.068617	21	TRUE	chr10:25199875-25200375	chr10	25199875	25200375	7.014952	4.49598	4.951376	5.258046	7.736972	9.960476	4.77058	7.237219	5.430089	7.426311	0.389288	quantifiable	752636
chr10:25219143-25219643	chr10	25219143	25219643	-0.755927	2.836265	2.080338	-0.0041125	-0.029061	0.058066	2	FALSE	chr10:25219143-25219643	chr10	25219143	25219643	4.354072	5.536468	1.437124	1.707621	4.070341	4.985268	1.580478	3.581386	3.258821	3.554368	0.096477	quantifiable	320658.5
chr10:25296748-25297248	chr10	25296748	25297248	0.682096999999999	7.82544	8.507537	0.00721771428571429	0.00394728571428571	0.03194	14	TRUE	chr10:25296748-25297248	chr10	25296748	25297248	2.157175	3.560868	3.549105	3.741832	3.663114	0.471334	3.77219	3.812488	3.252245	2.929782	-0.113371	quantifiable	642364.5
chr10:25371808-25372308	chr10	25371808	25372308	0.155	0.346887	0.501887	0.00893	0.012698	0.012698	1	FALSE	chr10:25371808-25372308	chr10	25371808	25372308	4.115685	6.698953	1.496282	1.538351	3.64965	2.894201	2.12284	1.437607	3.462318	2.526074	-0.338482	quantifiable	12261
chr10:25539356-25539856	chr10	25539356	25539856	0.114911	0.460175	0.575086	0.031146	0.014812	0.014812	1	FALSE	chr10:25539356-25539856	chr10	25539356	25539856	8.771604	12.033008	1.737227	6.596726	6.647146	5.066926	2.934437	3.693726	7.284641	4.585559	-0.567512	quantifiable	3339
chr10:25929322-25929822	chr10	25929322	25929822	0.493768	0.45543	0.949198	0.015897	0.005897	0.005897	1	FALSE	chr10:25929322-25929822	chr10	25929322	25929822	9.328036	12.269973	3.357388	6.167436	6.077818	6.533227	6.658681	5.179029	7.780708	6.112189	-0.303482	quantifiable	308009
chr10:25999473-25999973	chr10	25999473	25999973	1.168803	1.235321	2.404124	0.0255375	0.0106615	0.017501	2	FALSE	chr10:25999473-25999973	chr10	25999473	25999973	10.226957	13.622097	4.231775	4.348307	5.547244	6.249245	5.15386	2.098379	8.107284	4.762182	-0.659066	quantifiable	185554.5
chr10:26103247-26103747	chr10	26103247	26103747	0.0999470000000001	0.454655	0.554602	0.011567	0.005387	0.005387	1	FALSE	chr10:26103247-26103747	chr10	26103247	26103747	21.443265	26.584497	6.618841	7.466926	14.139956	11.832797	6.999245	5.229001	15.528382	9.55025	-0.646947	quantifiable	24445
chr10:26372879-26373379	chr10	26372879	26373379	0.040708	0.928994	0.969702	-0.0186085	0.0030285	0.009781	2	FALSE	chr10:26372879-26373379	chr10	26372879	26373379	5.817984	8.980854	2.697003	3.101548	6.050106	7.69337	2.585219	3.400723	5.149347	4.932355	-0.051704	quantifiable	191566.5
chr10:26375721-26376221	chr10	26375721	26376221	0.33023	1.143064	1.473294	0.002643	0.002335	0.002335	1	FALSE	chr10:26375721-26376221	chr10	26375721	26376221	3.593059	4.963575	4.667727	2.845931	2.874987	3.104374	3.011982	5.499421	4.017573	3.622691	-0.117899	quantifiable	377449
chr10:26695323-26695823	chr10	26695323	26695823	0.17085	0.393904	0.564754	0.000111	0.001393	0.001393	1	FALSE	chr10:26695323-26695823	chr10	26695323	26695823	6.481378	7.658973	5.85286	10.97547	7.922393	9.261254	9.768268	13.110384	7.74217	10.015575	0.332985	quantifiable	57847
chr10:26772177-26772677	chr10	26772177	26772677	0.484407	1.154707	1.639114	0.0300193333333333	0.0133836666666667	0.022306	3	FALSE	chr10:26772177-26772677	chr10	26772177	26772677	10.41056	11.22787	7.12138	7.233638	7.489749	6.893075	6.148827	8.629319	8.998362	7.290243	-0.269844	quantifiable	76854
chr10:26772845-26773345	chr10	26772845	26773345	0.086559	1.232297	1.318856	0.011087	0.0079315	0.008572	2	FALSE	chr10:26772845-26773345	chr10	26772845	26773345	11.245394	9.632111	3.840894	5.353514	7.836688	8.070265	7.370352	9.752275	7.517978	8.257395	0.119898	quantifiable	48598.5
chr10:27127368-27127868	chr10	27127368	27127868	1.553527	1.406275	2.959802	0.018026	0.020396	0.020396	1	FALSE	chr10:27127368-27127868	chr10	27127368	27127868	18.491526	27.007357	5.079642	9.902594	19.579704	18.216174	11.855217	10.523517	15.12028	15.043653	-0.006868	quantifiable	751647
chr10:27387469-27387969	chr10	27387469	27387969	-0.308299	1.873382	1.565083	-0.018794	-0.006273	0.006273	1	FALSE	chr10:27387469-27387969	chr10	27387469	27387969	0.768984	2.364139	1.935756	0.579481	2.148515	1.43794	2.571551	0.902677	1.41209	1.765171	0.195977	quantifiable	692146
chr10:28074569-28075096	chr10	28074569	28075096	2.609056	0	2.609056	0.034448	0.014005	0.014005	1	FALSE	chr10:28074569-28075096	chr10	28074569	28075096	7.066271	7.320235	3.187949	4.914051	7.096015	7.63197	9.957861	12.667101	5.622127	9.338237	0.641483	quantifiable	593526.5
chr10:28145211-28145711	chr10	28145211	28145711	0.839602	0.762408	1.60201	0.015011	0.019211	0.019211	1	FALSE	chr10:28145211-28145711	chr10	28145211	28145711	13.661895	14.237622	3.250483	5.812315	9.417224	8.210779	3.551709	6.445818	9.240579	6.906382	-0.372602	quantifiable	70642
chr10:28215078-28215578	chr10	28215078	28215578	0.223657	3.10461	3.328267	0.0147625	0.0094795	0.012932	2	FALSE	chr10:28215078-28215578	chr10	28215078	28215578	12.180844	11.266269	2.790648	6.067513	11.610359	9.648621	9.775505	5.119999	8.076319	9.038621	0.14516	quantifiable	296770
chr10:28345219-28345719	chr10	28345219	28345719	2.553228	6.026343	8.579571	0.0535653333333333	0.0318763333333333	0.049375	3	FALSE	chr10:28345219-28345719	chr10	28345219	28345719	20.233957	12.587483	4.931862	8.730965	15.012494	17.948339	6.547211	11.437465	11.621067	12.736377	0.122032	quantifiable	322890
chr10:28485539-28486039	chr10	28485539	28486039	1.498704	0	1.498704	0.028603	0.011628	0.011628	1	FALSE	chr10:28485539-28486039	chr10	28485539	28486039	8.324405	9.104108	3.870069	1.744767	10.451134	8.784929	7.227967	6.683938	5.760837	8.286992	0.457164	quantifiable	182570
chr10:28492138-28492638	chr10	28492138	28492638	0.806612999999999	10.057275	10.863888	0.0023065	-0.000191285714285714	0.078662	14	TRUE	chr10:28492138-28492638	chr10	28492138	28492638	11.324386	7.887422	1.080595	3.698588	10.841508	9.709884	3.953673	4.012481	5.997748	7.129386	0.215838	quantifiable	2870283
chr10:28493515-28494015	chr10	28493515	28494015	0.0590820000000001	2.914648	2.97373	0.0252105	0.0133475	0.021551	2	TRUE	chr10:28493515-28494015	chr10	28493515	28494015	3.296716	7.404283	2.048127	5.903537	7.578096	7.273923	7.781224	6.173208	4.663165	7.201613	0.533151	quantifiable	296770
chr10:28754909-28755409	chr10	28754909	28755409	1.066423	0	1.066423	0.026932	0.010949	0.010949	1	FALSE	chr10:28754909-28755409	chr10	28754909	28755409	2.655122	2.556086	1.328853	0.910543	1.784049	1.568198	2.330479	1.606532	1.862651	1.822315	-0.020368	quantifiable	86800
chr10:29143382-29144347	chr10	29143382	29144347	-0.0665570000000004	5.447839	5.381282	0.00248942857142857	0.00727142857142857	0.044401	7	TRUE	chr10:29143382-29144347	chr10	29143382	29144347	3.636717	3.947043	2.142709	3.693196	4.403704	2.674289	3.530362	4.370838	3.354916	3.744798	0.123306	quantifiable	1069045.5
chr10:29146544-29147044	chr10	29146544	29147044	1.235713	7.817519	9.053232	0.003054	0.0323280909090909	0.157961	11	TRUE	chr10:29146544-29147044	chr10	29146544	29147044	3.45754	1.50934	2.884197	2.879163	4.39589	4.834029	3.672167	7.37514	2.68256	5.069306	0.718582	quantifiable	1053766
