chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr8	34108546	34109046	Gm39157	0	0	0	0	0	0.023748	0.020845	5.097215	0.00409	5.35e-4	122883	promoter	0.023748	0.020845	FALSE	TRUE	TRUE
chr8	34124062	34124562	Dctn6	0.059725	0.37904	6.734824	0.056281	0.015657	0.03668	0.211198	4.140702	0.051005	0.013395	15516	genic	-0.023045	-0.167842	TRUE	TRUE	TRUE
chr8	34124062	34124562	Leprotl1	0.044851	0.28846	6.734824	0.042831	0.011909	0.033742	0.183946	4.140702	0.044424	0.012552	22721	genic	-0.011109	-0.104514	TRUE	TRUE	TRUE
chr8	34124062	34124562	Rbpms	0.026093	0.028558	6.734824	0.00424	8e-4	0.011063	0.01434	4.140702	0.003463	5.75e-4	194449	genic	-0.01503	-0.014218	TRUE	TRUE	TRUE
chr8	34146288	34147283	Gm34853	0.004026	0.008687	8.39723	0.001034	1.78e-4	0.022591	0.048575	8.024512	0.006053	0.001266	1292947.5	promoter	0.018565	0.039888	TRUE	TRUE	TRUE
chr8	34146288	34147283	Gm39157	0	0	0	0	0	0.033765	0.029638	8.024512	0.003693	5.66e-4	160872.5	promoter	0.033765	0.029638	FALSE	TRUE	TRUE
chr8	34146288	34147283	Rbpms	0.039606	0.043347	8.39723	0.005162	0.001095	0.026963	0.03495	8.024512	0.004355	8.65e-4	216922.5	promoter	-0.012643	-0.008397	TRUE	TRUE	TRUE
chr8	34154312	34154921	Dusp4	0.022324	0.13548	7.939593	0.017064	0.004006	0.010199	0.058539	7.060821	0.008291	0.001893	652679.5	promoter	-0.012125	-0.076941	TRUE	TRUE	TRUE
chr8	34154312	34154921	Gm34853	7.89e-4	0.001702	7.939593	2.14e-4	0	0.020488	0.044054	7.060821	0.006239	0.001307	1285116.5	promoter	0.019699	0.042352	FALSE	TRUE	TRUE
chr8	34154312	34154921	Gm39157	0	0	0	0	0	0.025674	0.022536	7.060821	0.003192	4.38e-4	168703.5	promoter	0.025674	0.022536	FALSE	TRUE	TRUE
chr8	34154312	34154921	Gm45349	0.012724	0.018934	7.939593	0.002385	4.01e-4	0.036269	0.060178	7.060821	0.008523	0.002052	318378.5	promoter	0.023545	0.041244	TRUE	TRUE	TRUE
chr8	34154312	34154921	Leprotl1	0.198526	1.276823	7.939593	0.160817	0.057298	0.181135	0.987452	7.060821	0.13985	0.04726	7583.5	promoter	-0.017391	-0.289371	TRUE	TRUE	TRUE
chr8	34154312	34154921	Tex15	0.023171	0.023503	7.939593	0.00296	6.09e-4	0.003496	0.003102	7.060821	4.39e-4	0	637879.5	promoter	-0.019675	-0.020401	TRUE	FALSE	TRUE
chr8	34390550	34391050	Gm33831	0.102875	0.353138	2.311196	0.152795	0.045833	0.148447	0.525105	3.55402	0.147749	0.043257	4972	intergenic	0.045572	0.171967	TRUE	TRUE	TRUE
chr8	34390550	34391050	Gm45349	0.017058	0.025382	2.311196	0.010982	0.002453	0.028395	0.047113	3.55402	0.013256	0.003207	82195	intergenic	0.011337	0.021731	TRUE	TRUE	TRUE
chr8	34392740	34393240	B930018H19Rik	0.027512000000000002	0.048023	8.880805	0.005407	0.001188	0	0	0	0	0	247326	intergenic	-0.027512000000000002	-0.048023	TRUE	FALSE	TRUE
chr8	34392740	34393240	Gm33831	0.358341	1.230075	8.880805	0.138509	0.045833	0.320634	1.134188	8.516413	0.133177	0.043257	7162	intergenic	-0.037707	-0.095887	TRUE	TRUE	TRUE
chr8	34392740	34393240	Gm34096	0.044243	0.073656	8.880805	0.008294	0.001988	0	0	0	0	0	215314	intergenic	-0.044243	-0.073656	TRUE	FALSE	TRUE
chr8	34392740	34393240	Gm34368	0.005588	0.013608	8.880805	0.001532	2.58e-4	0.035	0.082244	8.516413	0.009657	0.002247	586884	intergenic	0.029412	0.068636	TRUE	TRUE	TRUE
chr8	34392740	34393240	Sgcz	0.020703	0.019315	8.880805	0.002175	3.81e-4	4e-4	5.34e-4	8.516413	6.3e-5	0	4268518	intergenic	-0.020303	-0.018781	TRUE	FALSE	TRUE
chr8	34613866	34614366	Gm34096	0.096516	0.160681	1.107951	0.145025	0.045395	0	0	0	0	0	5812	genic	-0.096516	-0.160681	TRUE	FALSE	TRUE
chr8	34679913	34680413	B930018H19Rik	0.194035	0.338694	18.833286	0.017984	0.003878	0	0	0	0	0	39847	intergenic	-0.194035	-0.338694	TRUE	FALSE	TRUE
chr8	34679913	34680413	Dlc1	0.00254	0.002251	18.833286	1.2e-4	0	0.033574	0.030733	17.020228	0.001806	3.35e-4	2272980	intergenic	0.031034	0.028482	FALSE	TRUE	TRUE
chr8	34679913	34680413	Dusp4	0.131192	0.796185	18.833286	0.042275	0.012392	0.116727	0.669962	17.020228	0.039363	0.011489	127133	intergenic	-0.014465	-0.126223	TRUE	TRUE	TRUE
chr8	34679913	34680413	Gm19410	0.022287	0.042026	18.833286	0.002231	4.4e-4	0.002407	0.004337	17.020228	2.55e-4	0	1085626	intergenic	-0.01988	-0.037689	TRUE	FALSE	TRUE
chr8	34679913	34680413	Gm33831	0.059777	0.205197	18.833286	0.010895	0.002703	0.033309	0.117823	17.020228	0.006923	0.001621	294335	intergenic	-0.026468	-0.087374	TRUE	TRUE	TRUE
chr8	34679913	34680413	Gm34096	0.149856	0.249483	18.833286	0.013247	0.003092	0	0	0	0	0	71859	intergenic	-0.149856	-0.249483	TRUE	FALSE	TRUE
chr8	34679913	34680413	Gm34419	0.032884	0.043177	18.833286	0.002293	4.16e-4	0	0	0	0	0	414381	intergenic	-0.032884	-0.043177	TRUE	FALSE	TRUE
chr8	34679913	34680413	Gm45349	0.070472	0.104864	18.833286	0.005568	0.001201	0.09573	0.158836	17.020228	0.009332	0.002283	207168	intergenic	0.025258	0.053972	TRUE	TRUE	TRUE
chr8	34679913	34680413	Leprotl1	0.025297	0.162698	18.833286	0.008639	0.002015	0.035658	0.194387	17.020228	0.011421	0.002706	533130	intergenic	0.010361	0.031689	TRUE	TRUE	TRUE
chr8	34679913	34680413	Rbpms	0.006401	0.007006	18.833286	3.72e-4	0	0.038088	0.049371	17.020228	0.002901	5.96e-4	750300	intergenic	0.031687	0.042365	FALSE	TRUE	TRUE
chr8	34679913	34680413	Tnks	0.030991	0.118954	18.833286	0.0063160000000000004	0.001454	0.020588	0.082296	17.020228	0.004835	0.001049	285527	intergenic	-0.010403	-0.036658	TRUE	TRUE	TRUE
chr8	34686431	34686931	B930018H19Rik	0.026083	0.045529	2.445409	0.018618	0.00441	0	0	0	0	0	46365	intergenic	-0.026083	-0.045529	TRUE	FALSE	TRUE
chr8	34710041	34710541	B930018H19Rik	0.073533	0.128354	8.115984	0.015815	0.003939	0	0	0	0	0	69975	intergenic	-0.073533	-0.128354	TRUE	FALSE	TRUE
chr8	34710041	34710541	Gm34096	0.055443	0.092303	8.115984	0.011373	0.002726	0	0	0	0	0	101987	intergenic	-0.055443	-0.092303	TRUE	FALSE	TRUE
chr8	34710041	34710541	Gm45349	0.042047	0.062566	8.115984	0.007709	0.00183	0.023341	0.038728	5.842113	0.006629	0.001526	237296	intergenic	-0.018706	-0.023838	TRUE	TRUE	TRUE
chr8	34807046	34807553	B930018H19Rik	0.050823	0.088712	10.166815	0.008726	0.002078	0	0	0	0	0	166983.5	promoter	-0.050823	-0.088712	TRUE	FALSE	TRUE
chr8	34807046	34807553	Gm34096	0.070206	0.11688	10.166815	0.011496	0.002906	0	0	0	0	0	198995.5	promoter	-0.070206	-0.11688	TRUE	FALSE	TRUE
chr8	34807046	34807553	Gm45349	0.082081	0.122137	10.166815	0.012013	0.00298	0.062885	0.10434	9.76814	0.010682	0.002625	334304.5	promoter	-0.019196	-0.017797	TRUE	TRUE	TRUE
chr8	34807046	34807553	Saraf	0.026449	0.173487	10.166815	0.017064	0.004006	0.015566	0.080986	9.76814	0.008291	0.001893	652737.5	promoter	-0.010883	-0.092501	TRUE	TRUE	TRUE
chr8	34807046	34807553	Tnks	0.022973	0.088177	10.166815	0.008673	0.00205	0.012341	0.04933	9.76814	0.00505	9.65e-4	158390.5	promoter	-0.010632	-0.038847	TRUE	TRUE	TRUE
chr8	34807797	34808297	B930018H19Rik	0.022957	0.040072	4.594001	0.008723	0.002078	0	0	0	0	0	167731	genic	-0.022957	-0.040072	TRUE	FALSE	TRUE
chr8	34807797	34808297	Dusp4	0.10908	0.66199	4.594001	0.144099	0.041394	0.166236	0.954124	6.326936	0.150803	0.044817	751	genic	0.057156	0.292134	TRUE	TRUE	TRUE
chr8	34807797	34808297	Gm34096	0.031724	0.052815	4.594001	0.011496	0.002906	0	0	0	0	0	199743	genic	-0.031724	-0.052815	TRUE	FALSE	TRUE
chr8	34855338	34855838	Gm34368	0.015585	0.037957	4.290522	0.008847	0.002022	0.027569	0.064783	5.394682	0.012009	0.003005	124286	genic	0.011984	0.026826	TRUE	TRUE	TRUE
chr8	34890533	34891407	B930018H19Rik	0.027376	0.047786	12.935802	0.003694	7.12e-4	0	0	0	0	0	250654	genic	-0.027376	-0.047786	TRUE	FALSE	TRUE
chr8	34890533	34891407	Gm34096	0.022163	0.036897	12.935802	0.002852	5.05e-4	0	0	0	0	0	282666	genic	-0.022163	-0.036897	TRUE	FALSE	TRUE
chr8	34890533	34891407	Gm34368	0.08525	0.207618	12.935802	0.01605	0.004174	0.047746	0.112196	12.365537	0.009073	0.001889	88904	genic	-0.037504	-0.095422	TRUE	TRUE	TRUE
chr8	34890533	34891407	Gm34419	0.086971	0.114193	12.935802	0.008828	0.002136	0	0	0	0	0	203574	genic	-0.086971	-0.114193	TRUE	FALSE	TRUE
chr8	34890533	34891407	Gm34474	0	0	0	0	0	0.041506	0.069671	12.365537	0.005634	0.001276	327667	genic	0.041506	0.069671	FALSE	TRUE	TRUE
chr8	34890533	34891407	Gm34853	0.018617	0.040173	12.935802	0.003106	6.41e-4	0.038876	0.083593	12.365537	0.00676	0.001545	548763	genic	0.020259	0.04342	TRUE	TRUE	TRUE
chr8	34890533	34891407	Gm39157	0	0	0	0	0	0.02557	0.022445	12.365537	0.001815	3.45e-4	905057	genic	0.02557	0.022445	FALSE	TRUE	TRUE
chr8	34890533	34891407	Gm45625	0.036993	0.14668900000000001	12.935802	0.01134	0.002824	0.050121	0.150516	12.365537	0.012172	0.003051	292916	genic	0.013128	0.003827	TRUE	TRUE	TRUE
chr8	34890533	34891407	Nrg1	0.024341	0.01392	12.935802	0.001076	1.9e-4	0.013922	0.014005	12.365537	0.001133	2.02e-4	2006173	genic	-0.010419	8.5e-5	TRUE	TRUE	TRUE
chr8	34890533	34891407	Ppp1r3b	0.027036	0.065784	12.935802	0.005085	0.001135	0.038275000000000003	0.095268	12.365537	0.007704	0.001796	484768	genic	0.011239	0.029484	TRUE	TRUE	TRUE
chr8	34890533	34891407	Tnks	0.073482	0.282044	12.935802	0.021803	0.006006	0.092866	0.371214	12.365537	0.03002	0.00877	74720	genic	0.019384	0.08917	TRUE	TRUE	TRUE
chr8	34892964	34893464	Gm34368	0.035862	0.087338	5.428966	0.016087	0.004174	0.015401	0.036191	3.960372	0.009138	0.001889	86660	genic	-0.020461	-0.051147	TRUE	TRUE	TRUE
chr8	34892964	34893464	Gm34419	0.036515	0.047944	5.428966	0.008831	0.002136	0	0	0	0	0	201330	genic	-0.036515	-0.047944	TRUE	FALSE	TRUE
chr8	34965440	34965941	Gm34368	0.235957	0.574646	7.137511	0.080511	0.02558	0.261486	0.614455	8.112575	0.075741	0.023507	14183.5	promoter	0.025529	0.039809	TRUE	TRUE	TRUE
chr8	34965440	34965941	Gm34419	0.058219	0.076442	7.137511	0.01071	0.002613	0	0	0	0	0	128853.5	promoter	-0.058219	-0.076442	TRUE	FALSE	TRUE
chr8	34965440	34965941	Gm34474	0	0	0	0	0	0.02908	0.048813	8.112575	0.006017	0.001361	252946.5	promoter	0.02908	0.048813	FALSE	TRUE	TRUE
chr8	35005209	35005709	Gm34419	0.02199	0.028873	2.464063	0.011718	0.002756	0	0	0	0	0	89085	intergenic	-0.02199	-0.028873	TRUE	FALSE	TRUE
chr8	35171632	35172132	Gm34368	0.0484	0.117874	11.890782	0.009913	0.002446	0.032159	0.075569	5.80706	0.013013	0.003348	192008	intergenic	-0.016241	-0.042305	TRUE	TRUE	TRUE
chr8	35171632	35172132	Gm34419	0.084041	0.110347	11.890782	0.00928	0.001829	0	0	0	0	0	77338	intergenic	-0.084041	-0.110347	TRUE	FALSE	TRUE
chr8	35171632	35172132	Gm34474	0	0	0	0	0	0.058872	0.098822	5.80706	0.017018	0.003845	46755	intergenic	0.058872	0.098822	FALSE	TRUE	TRUE
chr8	35171632	35172132	Gm34853	0.036558	0.078887	11.890782	0.006634	0.001538	0.018503	0.039785	5.80706	0.006851	0.001598	267851	intergenic	-0.018055	-0.039102	TRUE	TRUE	TRUE
chr8	35171632	35172132	Gm45349	0.02683	0.039924	11.890782	0.003358	7.05e-4	0.009295	0.015422	5.80706	0.002656	5.38e-4	698887	intergenic	-0.017535	-0.024502	TRUE	TRUE	TRUE
chr8	35171632	35172132	Gm45625	0.235069	0.932137	11.890782	0.078392	0.023501	0.145992	0.438418	5.80706	0.075497	0.02221	12004	intergenic	-0.089077	-0.493719	TRUE	TRUE	TRUE
chr8	35171632	35172132	Ppp1r3b	0.037682	0.09169	11.890782	0.007711	0.001815	0.021012	0.052299	5.80706	0.009006	0.002188	203856	intergenic	-0.01667	-0.039391	TRUE	TRUE	TRUE
chr8	35171632	35172132	Tnks	0.043384	0.166518	11.890782	0.014004	0.003627	0.014003	0.055976	5.80706	0.009639	0.002371	206192	intergenic	-0.029381	-0.110542	TRUE	TRUE	TRUE
chr8	35179990	35180490	Gm34419	0.033777	0.04435	4.140961	0.01071	0.002397	0	0	0	0	0	85696	genic	-0.033777	-0.04435	TRUE	FALSE	TRUE
chr8	35179990	35180490	Gm34474	0	0	0	0	0	0.033404	0.056073	2.348669	0.023874	0.005988	38397	genic	0.033404	0.056073	FALSE	TRUE	TRUE
chr8	35179990	35180490	Gm45625	0.188006	0.745516	4.140961	0.180035	0.059739	0.134362	0.403491	2.348669	0.171796	0.055533	3646	genic	-0.053644	-0.342025	TRUE	TRUE	TRUE
chr8	35193643	35194405	Gm34419	0.029866	0.039214	3.897268	0.010062	0.00229	0	0	0	0	0	99480	intergenic	-0.029866	-0.039214	TRUE	FALSE	TRUE
chr8	35193643	35194405	Gm34474	0	0	0	0	0	0.021518	0.036119	1.405113	0.025706	0.005345	24613	intergenic	0.021518	0.036119	FALSE	TRUE	TRUE
chr8	35193643	35194405	Gm45625	0.08315	0.329721	3.897268	0.084603	0.024743	0.037037	0.111222	1.405113	0.079155	0.022249	10138	intergenic	-0.046113	-0.218499	TRUE	TRUE	TRUE
chr8	35205573	35206073	Gm34474	0	0	0	0	0	0.024916	0.041824	0.487842	0.085732	0.027241	12814	intergenic	0.024916	0.041824	FALSE	TRUE	TRUE
chr8	35359221	35359721	Gm34419	0.022482	0.029518	8.127115	0.003632	7.06e-4	0	0	0	0	0	264927	intergenic	-0.022482	-0.029518	TRUE	FALSE	TRUE
chr8	35359221	35359721	Gm34474	0	0	0	0	0	0.040063	0.06725	5.411278	0.012428	0.003162	140834	intergenic	0.040063	0.06725	FALSE	TRUE	TRUE
chr8	35359221	35359721	Gm34853	0.069821	0.150664	8.127115	0.018538	0.004947	0.022108	0.047538	5.411278	0.008785	0.001702	80262	intergenic	-0.047713	-0.103126	TRUE	TRUE	TRUE
chr8	35359221	35359721	Ppp1r3b	0.140766	0.342518	8.127115	0.042145	0.009924	0.094901	0.236213	5.411278	0.043652	0.010566	16267	intergenic	-0.045865	-0.106305	TRUE	TRUE	TRUE
chr8	35452796	35453296	Gm34368	0.021079	0.051335	4.966876	0.010335	0.002465	8.69e-4	0.002041	3.422443	5.96e-4	0	473172	intergenic	-0.02021	-0.049294	TRUE	FALSE	TRUE
chr8	35452796	35453296	Gm34419	0.026228	0.034438	4.966876	0.006934	0.001622	0	0	0	0	0	358502	intergenic	-0.026228	-0.034438	TRUE	FALSE	TRUE
chr8	35452796	35453296	Gm34853	0.122715	0.264801	4.966876	0.053313	0.013256	0.067633	0.145428	3.422443	0.042492	0.008506	13313	intergenic	-0.055082	-0.119373	TRUE	TRUE	TRUE
chr8	35452796	35453296	Gm45349	0.023998	0.03571	4.966876	0.00719	0.001562	0.002323	0.003855	3.422443	0.001126	1.91e-4	980051	intergenic	-0.021675	-0.031855	TRUE	TRUE	TRUE
chr8	35454736	35455621	Eri1	0.040918	0.175201	10.794499	0.016231	0.003295	0.029684	0.124253	7.452534	0.016673	0.003458	41017.5	intergenic	-0.011234	-0.050948	TRUE	TRUE	TRUE
chr8	35454736	35455621	Gm34419	0.033966	0.044598	10.794499	0.004132	8.82e-4	0	0	0	0	0	360634.5	intergenic	-0.033966	-0.044598	TRUE	FALSE	TRUE
chr8	35454736	35455621	Gm34474	0	0	0	0	0	0.027356	0.04592	7.452534	0.006162	0.001394	236541.5	intergenic	0.027356	0.04592	FALSE	TRUE	TRUE
chr8	35454736	35455621	Gm34853	0.183393	0.395736	10.794499	0.036661	0.007211	0.143783	0.309168	7.452534	0.041485	0.009281	15445.5	intergenic	-0.03961	-0.086568	TRUE	TRUE	TRUE
chr8	35454736	35455621	Gm45625	0.025	0.099133	10.794499	0.009184	0.002241	0.039029	0.117204	7.452534	0.015727	0.004046	271292.5	intergenic	0.014029	0.018071	TRUE	TRUE	TRUE
chr8	35454736	35455621	Ppp1r3b	0.074723	0.18182	10.794499	0.016844	0.004377	0.041938	0.104385	7.452534	0.014007	0.003431	79440.5	intergenic	-0.032785	-0.077435	TRUE	TRUE	TRUE
chr8	35454736	35455621	Tnks	0.038979	0.149611	10.794499	0.01386	0.003344	0.022711	0.090784	7.452534	0.012182	0.002922	489488.5	intergenic	-0.016268	-0.058827	TRUE	TRUE	TRUE
chr8	35495166	35495666	Eri1	0.104416	0.447086	3.550229	0.125932	0.032119	0.129007	0.540004	4.053608	0.133216	0.035838	780	genic	0.024591	0.092918	TRUE	TRUE	TRUE
chr8	35587547	35588124	Eri1	0.055443	0.237393	7.855049	0.030222	0.008807	0.070527	0.295215	8.741716	0.033771	0.009964	91639.5	promoter	0.015084	0.057822	TRUE	TRUE	TRUE
chr8	35587547	35588124	Gm34474	0	0	0	0	0	0.021469	0.036038	8.741716	0.004123	8.82e-4	369198.5	promoter	0.021469	0.036038	FALSE	TRUE	TRUE
chr8	35588929	35589429	Eri1	0.036565	0.156562	5.178167	0.030235	0.008807	0.050808	0.212674	6.293598	0.033792	0.009964	92983	genic	0.014243	0.056112	TRUE	TRUE	TRUE
chr8	35588929	35589429	Mfhas1	0.116001	0.776379	5.178167	0.149933	0.044372	0.14821	0.966204	6.293598	0.153522	0.046204	1382	genic	0.032209	0.189825	TRUE	TRUE	TRUE
chr8	35595812	35596312	Mfhas1	0.048527	0.324784	3.9343	0.082552	0.021207	0.033867	0.220783	2.838452	0.077783	0.018954	8265	genic	-0.01466	-0.104001	TRUE	TRUE	TRUE
chr8	35773364	35773864	Gm19410	0.030972	0.058401	0.46221	0.126353	0.041221	0.054376	0.097956	0.739958	0.13238	0.044093	7825	genic	0.023404	0.039555	TRUE	TRUE	TRUE
chr8	35825538	35826038	Cldn23	0.041032	0.110874	0.738616	0.150111	0.044463	0.077184	0.219713	1.424422	0.154247	0.046575	771	genic	0.036152	0.108839	TRUE	TRUE	TRUE
chr8	35826171	35826809	Gm19410	0.012014	0.022654	1.618673	0.013995	0.003164	0.029945	0.053945	2.569527	0.020994	0.005595	60701	promoter	0.017931	0.031291	TRUE	TRUE	TRUE
chr8	35905074	35905574	5430403N17Rik	0.046731	0.23823	5.899516	0.040381	0.010857	0.029606	0.121696	2.864853	0.042479	0.011707	22367	intergenic	-0.017125	-0.116534	TRUE	TRUE	TRUE
chr8	35905074	35905574	Gm35520	0.022425	0.149846	5.899516	0.0254	0.006681	0	0	0	0	0	283047	intergenic	-0.022425	-0.149846	TRUE	FALSE	TRUE
chr8	35924117	35924617	5430403N17Rik	0.15693	0.800013	28.005972	0.028566	0.007862	0.123825	0.508988	18.808412	0.027062	0.007307	41410	intergenic	-0.033105	-0.291025	TRUE	TRUE	TRUE
chr8	35924117	35924617	Dlc1	0.031812	0.028198	28.005972	0.001007	1.66e-4	0.005532	0.005064	18.808412	2.69e-4	0	1028776	intergenic	-0.02628	-0.023134	TRUE	FALSE	TRUE
chr8	35924117	35924617	Gm19410	0.046894	0.088424	28.005972	0.003157	3.98e-4	0.019081	0.034373	18.808412	0.001828	0	158578	intergenic	-0.027813	-0.054051	TRUE	FALSE	TRUE
chr8	35924117	35924617	Gm35520	0.098294	0.656802	28.005972	0.023452	0.006194	0	0	0	0	0	264004	intergenic	-0.098294	-0.656802	TRUE	FALSE	TRUE
chr8	35924117	35924617	Gm38414	0.075228	0.451388	28.005972	0.016118	0.004204	0.048218	0.244856	18.808412	0.013018	0.003328	231642	intergenic	-0.02701	-0.206532	TRUE	TRUE	TRUE
chr8	35924117	35924617	Prag1	0.110616	1.04642	28.005972	0.037364	0.010565	0.080888	0.631906	18.808412	0.033597	0.009449	170460	intergenic	-0.029728	-0.414514	TRUE	TRUE	TRUE
chr8	35933485	35933985	4933430A20Rik	0.128623	0.874143	36.683317	0.023829	0.006354	0.087148	0.449855	28.343173	0.015872	0.004121	242405	intergenic	-0.041475	-0.424288	TRUE	TRUE	TRUE
chr8	35933485	35933985	5430403N17Rik	0.119884	0.611159	36.683317	0.01666	0.003854	0.154614	0.635548	28.343173	0.022423	0.005912	50778	intergenic	0.03473	0.024389	TRUE	TRUE	TRUE
chr8	35933485	35933985	Cldn23	0.062648	0.169283	36.683317	0.004615	6e-4	0.036304	0.103344	28.343173	0.003646	2.92e-4	107176	intergenic	-0.026344	-0.065939	TRUE	TRUE	TRUE
chr8	35933485	35933985	Dlc1	0.011246	0.009969	36.683317	2.72e-4	0	0.032717	0.029948	28.343173	0.001057	1.76e-4	1019408	intergenic	0.021471	0.019979	FALSE	TRUE	TRUE
chr8	35933485	35933985	Eri1	0.009989	0.042772	36.683317	0.001166	1.33e-4	0.026608	0.111378	28.343173	0.00393	8.41e-4	437539	intergenic	0.016619	0.068606	TRUE	TRUE	TRUE
chr8	35933485	35933985	Gm19410	0.08257	0.155696	36.683317	0.004244	7.49e-4	0.070495	0.126994	28.343173	0.004481	8.19e-4	167946	intergenic	-0.012075	-0.028702	TRUE	TRUE	TRUE
chr8	35933485	35933985	Gm34096	0.021616	0.035986	36.683317	9.81e-4	1.67e-4	0	0	0	0	0	1325431	intergenic	-0.021616	-0.035986	TRUE	FALSE	TRUE
chr8	35933485	35933985	Gm34474	0	0	0	0	0	0.033588	0.056381	28.343173	0.001989	3.8e-4	715098	intergenic	0.033588	0.056381	FALSE	TRUE	TRUE
chr8	35933485	35933985	Gm35520	0.104522	0.698419	36.683317	0.019039	0.004988	0	0	0	0	0	254636	intergenic	-0.104522	-0.698419	TRUE	FALSE	TRUE
chr8	35933485	35933985	Gm38414	0.09568	0.574106	36.683317	0.01565	0.004082	0.10788	0.54782	28.343173	0.019328	0.005128	222274	intergenic	0.0122	-0.026286	TRUE	TRUE	TRUE
chr8	35933485	35933985	Gm39164	0.128639	0.874111	36.683317	0.023829	0.006354	0.087157	0.449843	28.343173	0.015871	0.004121	242312	intergenic	-0.041482	-0.424268	TRUE	TRUE	TRUE
chr8	35933485	35933985	Lonrf1	0.033849	0.217373	36.683317	0.005926	0.001353	0.02259	0.124908	28.343173	0.004407	9.44e-4	315781	intergenic	-0.011259	-0.092465	TRUE	TRUE	TRUE
chr8	35933485	35933985	Nrg1	0.005676	0.003246	36.683317	8.8e-5	0	0.024766	0.024914	28.343173	8.79e-4	1.5e-4	3048938	intergenic	0.01909	0.021668	FALSE	TRUE	TRUE
chr8	35933485	35933985	Tex15	0.004059	0.004117	36.683317	1.12e-4	0	0.029149	0.025858	28.343173	9.12e-4	1.57e-4	2416998	intergenic	0.02509	0.021741	FALSE	TRUE	TRUE
chr8	35959128	35959628	4933430A20Rik	0.077083	0.523867	24.103687999999998	0.021734	0.005825	0.039272	0.202718	14.839888	0.01366	0.003521	216762	intergenic	-0.037811	-0.321149	TRUE	TRUE	TRUE
chr8	35959128	35959628	AC132407.1	0.073936	0.048522	24.103687999999998	0.002013	3.54e-4	0.001209	9.84e-4	14.839888	6.6e-5	0	4040620	intergenic	-0.072727	-0.047538	TRUE	FALSE	TRUE
chr8	35959128	35959628	B930018H19Rik	0.022645	0.039528	24.103687999999998	0.00164	3.09e-4	0	0	0	0	0	1319062	intergenic	-0.022645	-0.039528	TRUE	FALSE	TRUE
chr8	35959128	35959628	Eri1	0.029257	0.125274	24.103687999999998	0.005197	0.001165	0.013076	0.054734	14.839888	0.003688	7.82e-4	463182	intergenic	-0.016181	-0.07054	TRUE	TRUE	TRUE
chr8	35959128	35959628	Gm35520	0.055688	0.372106	24.103687999999998	0.015438	0.004014	0	0	0	0	0	228993	intergenic	-0.055688	-0.372106	TRUE	FALSE	TRUE
chr8	35959128	35959628	Gm38414	0.063259	0.37957	24.103687999999998	0.015747	0.004138	0.03583	0.181947	14.839888	0.012261	0.003128	196631	intergenic	-0.027429	-0.197623	TRUE	TRUE	TRUE
chr8	35959128	35959628	Gm39164	0.077093	0.523849	24.103687999999998	0.021733	0.005825	0.039276	0.202715	14.839888	0.01366	0.003521	216669	intergenic	-0.037817	-0.321134	TRUE	TRUE	TRUE
chr8	35959128	35959628	Mfhas1	0.022451	0.150259	24.103687999999998	0.006234	0.001437	0.007145	0.046577	14.839888	0.003139	6.24e-4	371581	intergenic	-0.015306	-0.103682	TRUE	TRUE	TRUE
chr8	35959128	35959628	Nrg1	0.034337	0.019636	24.103687999999998	8.15e-4	1.38e-4	0.001294	0.001302	14.839888	8.8e-5	0	3074581	intergenic	-0.033043	-0.018334	TRUE	FALSE	TRUE
chr8	35959128	35959628	Prag1	0.097276	0.920225	24.103687999999998	0.038178	0.011058	0.0693	0.541372	14.839888	0.036481	0.010537	135449	intergenic	-0.027976	-0.378853	TRUE	TRUE	TRUE
chr8	35959128	35959628	Saraf	0.020123	0.131994	24.103687999999998	0.005476	0.001096	0.002971	0.015457	14.839888	0.001042	1.83e-4	1804816	intergenic	-0.017152	-0.116537	TRUE	TRUE	TRUE
chr8	35959128	35959628	Sgcz	0.022437	0.020933	24.103687999999998	8.68e-4	1.49e-4	0.001113	0.001486	14.839888	1e-4	0	2702130	intergenic	-0.021324	-0.019447	TRUE	FALSE	TRUE
chr8	36094577	36095081	4933430A20Rik	0.024027	0.163289	8.479947	0.019256	0.005191	0.036232	0.187028	9.120698	0.020506	0.005606	81311	promoter	0.012205	0.023739	TRUE	TRUE	TRUE
chr8	36094577	36095081	Gm35520	0.027239	0.182011	8.479947	0.021464	0.005955	0	0	0	0	0	93542	promoter	-0.027239	-0.182011	TRUE	FALSE	TRUE
chr8	36094577	36095081	Gm38414	0.026255	0.157535	8.479947	0.018577	0.004763	0.039404	0.200098	9.120698	0.021939	0.00593	61180	promoter	0.013149	0.042563	TRUE	TRUE	TRUE
chr8	36094577	36095081	Gm39164	0.024032	0.163301	8.479947	0.019257	0.005191	0.036239	0.18704	9.120698	0.020507	0.005606	81218	promoter	0.012207	0.023739	TRUE	TRUE	TRUE
chr8	36096377	36096877	5430403N17Rik	0.01658	0.084522	7.504688	0.011263	0.002837	0.031451	0.12928	7.532703	0.017163	0.004525	213670	genic	0.014871	0.044758	TRUE	TRUE	TRUE
