enhancer_id	chr	start	end	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class
chr10:93771851-93772351	chr10	93771851	93772351	6.834698	6.566182	2.579494	1.812017	4.09594	5.477839	3.289083	2.607026	4.448098	3.867472	-0.16212	quantifiable
chr10:93810548-93811048	chr10	93810548	93811048	4.409991	5.048045	3.141461	0.952057	2.748342	1.487166	1.95304	4.010503	3.387888	2.549763	-0.304676	quantifiable
chr10:93812839-93813339	chr10	93812839	93813339	3.382583	4.775219	1.995685	3.217633	4.521132	2.839514	4.005081	0.525828	3.34278	2.972889	-0.127981	quantifiable
chr10:93889084-93889584	chr10	93889084	93889584	2.534528	0.947041	3.944046	4.892092	2.242219	3.833268	2.233917	6.783881	3.079427	3.773321	0.225879	quantifiable
chr10:93889665-93890165	chr10	93889665	93890165	2.673357	1.71478	3.708374	3.614128	2.50582	3.314058	1.695448	2.667311	2.92766	2.545659	-0.147041	quantifiable
chr10:94035567-94036250	chr10	94035567	94036250	8.691146	6.190948	8.879414	5.938406	6.810854	8.441223	6.567571	8.552523	7.424978	7.593043	0.028447	quantifiable
chr10:94129652-94130152	chr10	94129652	94130152	11.844309	17.218646	5.815332	8.741011	14.000612	12.578503	5.239684	5.151024	10.904825	9.242456	-0.216698	quantifiable
chr10:94147772-94148365	chr10	94147772	94148365	2.104569	1.388322	6.57128	3.97334	2.387075	1.860632	5.157353	7.623194	3.509378	4.257063	0.220667	quantifiable
chr10:94198469-94199346	chr10	94198469	94199346	3.877785	2.007602	4.017708	3.494157	1.854074	2.671925	2.036209	4.377111	3.349313	2.734829	-0.218952	quantifiable
chr10:94282122-94282622	chr10	94282122	94282622	8.477963	9.163182	4.854363	5.268005	7.642703	8.082557	4.041995	3.071846	6.940879	5.709775	-0.242549	quantifiable
chr10:94294805-94295305	chr10	94294805	94295305	3.517279	2.389251	2.793188	1.766083	3.736667	3.076013	3.651438	5.281737	2.61645	3.936464	0.447352	quantifiable
chr10:94311437-94312308	chr10	94311437	94312308	5.003278	5.318198	2.890457	6.708242	4.473557	2.937214	7.495512	5.194342	4.980044	5.025156	0.010816	quantifiable
chr10:94318586-94319086	chr10	94318586	94319086	1.487592	0.656003	1.247062	0.715484	1.492189	1.536157	0.052392	0.601785	1.026535	0.920631	-0.076867	one_condition
chr10:94378407-94378907	chr10	94378407	94378907	13.990203	8.135161	4.790624	6.843835	10.366649	5.943164	5.24938	11.86133	8.439956	8.355131	-0.013002	quantifiable
chr10:94621593-94622093	chr10	94621593	94622093	6.024582	10.294963	8.86846	8.473932	9.903597	11.491289	7.186313	7.491967	8.415484	9.018292	0.089395	quantifiable
chr10:94623526-94624026	chr10	94623526	94624026	5.827248	9.023409	5.91096	4.723906	4.94186	5.678089	2.331423	3.459604	6.371381	4.102744	-0.529395	quantifiable
chr10:94688399-94688903	chr10	94688399	94688903	4.237273	5.049973	6.06272	4.391364	5.641437	3.650533	6.605431	5.52377	4.935332	5.355293	0.098396	quantifiable
chr10:94905641-94906141	chr10	94905641	94906141	4.260723	3.614735	2.215903	5.241168	6.746698	4.642841	3.118752	5.338002	3.833132	4.961573	0.301912	quantifiable
chr10:94919503-94920003	chr10	94919503	94920003	1.169077	4.843502	2.430386	3.049761	1.948518	1.765747	2.769475	0.818661	2.873181	1.8256	-0.452955	quantifiable
chr10:94934118-94934618	chr10	94934118	94934618	7.834783	6.779933	6.338598	5.518154	8.672478	8.685205	8.207968	4.603995	6.617867	7.542411	0.164958	quantifiable
chr10:94943643-94944143	chr10	94943643	94944143	9.042269	5.944578	7.411264	10.789217	3.59173	4.391564	10.702406	6.832364	8.296832	6.379516	-0.332626	quantifiable
chr10:95088051-95088551	chr10	95088051	95088551	10.969088	12.971507	6.664297	5.449017	14.454554	10.220638	7.522177	10.75362	9.013477	10.737748	0.228904	quantifiable
chr10:95139600-95140100	chr10	95139600	95140100	4.264953	4.237571	4.90261	4.72097	6.724871	5.950152	1.237022	5.812647	4.531526	4.931173	0.100384	quantifiable
chr10:95142855-95143355	chr10	95142855	95143355	13.309984	11.401605	6.759404	12.056086	15.541484	16.274291	10.662326	11.267243	10.88177	13.436336	0.280642	quantifiable
chr10:95321973-95322473	chr10	95321973	95322473	9.333637	5.589746	3.110535	4.80716	7.960891	10.361015	7.908742	5.335897	5.71027	7.891636	0.40531	quantifiable
chr10:95323317-95324383	chr10	95323317	95324383	2.170795	2.644992	2.642405	2.865828	3.608528	3.217896	1.801726	1.852891	2.581005	2.62026	0.015665	quantifiable
chr10:95414207-95414707	chr10	95414207	95414707	5.879466	7.617162	7.482778	7.264354	4.314503	4.020756	8.035512	6.273618	7.06094	5.661097	-0.27464	quantifiable
chr10:95416475-95417456	chr10	95416475	95417456	4.685472	5.509644	7.299624	7.356627	3.834577	6.226874	7.912029	7.617192	6.212842	6.397668	0.03643	quantifiable
chr10:95417819-95418319	chr10	95417819	95418319	4.610576	5.400389	2.907137	3.467764	7.207873	7.209098	1.551372	2.502043	4.096467	4.617596	0.140073	quantifiable
chr10:95501559-95502190	chr10	95501559	95502190	6.436558	3.489922	4.382643	6.266176	4.75285	6.626936	7.341885	5.560085	5.143825	6.070439	0.202215	quantifiable
chr10:95514703-95515394	chr10	95514703	95515394	4.102695	4.360801	2.448252	6.516756	6.546204	6.238802	7.975392	4.714207	4.357126	6.368651	0.458871	quantifiable
chr10:95545013-95545513	chr10	95545013	95545513	2.642959	4.22218	1.310416	1.458504	1.307733	2.894416	1.078392	0.829932	2.408515	1.527618	-0.429223	quantifiable
chr10:95563384-95563884	chr10	95563384	95563884	3.633956	1.02992	2.192655	4.153982	2.757525	2.617519	5.206094	8.136111	2.752628	4.679312	0.595918	quantifiable
chr10:95563896-95564495	chr10	95563896	95564495	4.272093	1.847471	3.476373	1.34199	3.025337	3.851064	4.598272	2.510676	2.734482	3.496337	0.26689	quantifiable
chr10:95630611-95631111	chr10	95630611	95631111	0.60816	4.626057	3.480535	1.233498	2.217258	2.907549	0.759677	1.726336	2.487063	1.902705	-0.263404	quantifiable
chr10:95722250-95722750	chr10	95722250	95722750	2.985252	4.407638	1.584981	1.765716	2.996676	2.573382	1.824972	3.410696	2.685897	2.701431	0.006044	quantifiable
chr10:95725799-95726299	chr10	95725799	95726299	8.117847	6.552869	2.899843	3.712269	8.714346	6.682725	1.09149	1.699394	5.320707	4.546989	-0.187918	quantifiable
chr10:95745826-95746645	chr10	95745826	95746645	4.257807	5.942988	2.28013	4.034474	6.121409	2.602179	4.257059	0.876381	4.12885	3.464257	-0.199606	quantifiable
chr10:95772848-95773348	chr10	95772848	95773348	2.697958	4.568086	3.312182	3.134431	4.943008	2.226883	1.877363	7.958701	3.428164	4.251489	0.245275	quantifiable
chr10:95790732-95791232	chr10	95790732	95791232	1.959136	5.039041	1.747157	3.405913	3.879236	3.009094	1.877363	1.809374	3.037812	2.643767	-0.147581	quantifiable
chr10:95801396-95801896	chr10	95801396	95801896	7.804248	3.856497	2.656339	2.937677	6.572008	9.502529	4.891371	5.86247	4.31369	6.707094	0.535245	quantifiable
chr10:95894450-95894950	chr10	95894450	95894950	4.872134	2.582558	3.911676	6.876158	3.987078	3.318717	4.895245	1.909317	4.560632	3.527589	-0.295644	quantifiable
chr10:95940330-95940899	chr10	95940330	95940899	4.780634	2.854867	3.242974	4.161202	6.077306	5.736462	6.955655	3.89339	3.759919	5.665703	0.484559	quantifiable
chr10:95940923-95941423	chr10	95940923	95941423	3.20652	1.61846	3.957152	3.232397	3.012363	0.51185	7.778746	4.694582	3.003632	3.999385	0.319397	quantifiable
chr10:96033480-96033980	chr10	96033480	96033980	4.824872	4.874489	2.709281	1.977216	3.801219	4.128055	2.375594	1.430951	3.596465	2.933955	-0.223776	quantifiable
chr10:96213839-96214339	chr10	96213839	96214339	0.911868	2.103651	2.606726	3.086767	4.285461	2.970065	3.195923	2.431126	2.177253	3.220644	0.408052	quantifiable
chr10:96215010-96215510	chr10	96215010	96215510	4.949187	3.443924	5.978932	3.808104	7.080354	6.418061	6.468525	4.45172	4.545037	6.104665	0.356738	quantifiable
chr10:96223060-96223560	chr10	96223060	96223560	1.169449	3.315283	2.004268	2.434829	2.575037	2.498946	1.954495	1.766526	2.230957	2.198751	-0.014388	quantifiable
chr10:96297631-96298131	chr10	96297631	96298131	1.724334	3.435793	1.796809	2.596499	5.249225	3.835969	4.195728	1.467547	2.388358	3.687117	0.466399	quantifiable
chr10:96308858-96309594	chr10	96308858	96309594	3.564557	3.79868	2.020715	1.869611	3.771107	4.849103	2.905927	3.753489	2.813391	3.819907	0.336782	quantifiable
chr10:96336186-96336686	chr10	96336186	96336686	2.111519	2.312067	0	2.12697	3.67472	1.92871	5.513599	1.795679	1.637639	3.228177	0.6778	quantifiable
chr10:96371004-96371504	chr10	96371004	96371504	3.933237	4.585631	4.130297	3.704529	6.7127	5.19049	5.033992	8.097984	4.088424	6.258791	0.511277	quantifiable
chr10:96480540-96481040	chr10	96480540	96481040	6.483376	8.729652	5.464327	5.00152	6.799844	5.114801	3.977902	3.278792	6.419719	4.792835	-0.3563	quantifiable
chr10:96502647-96503147	chr10	96502647	96503147	7.659171	6.995403	8.978906	3.399501	6.310355	9.571348	4.011394	7.009263	6.758245	6.72559	-0.006074	quantifiable
chr10:96616534-96617255	chr10	96616534	96617255	7.327581	3.500447	5.156474	5.395611	6.7624	5.240523	5.989056	5.367287	5.345028	5.839816	0.108092	quantifiable
chr10:96618197-96618697	chr10	96618197	96618697	1.63453	2.15739	2.494124	1.291505	0.908195	3.779247	2.813724	1.210502	1.894387	2.177917	0.134177	quantifiable
chr10:96625575-96626075	chr10	96625575	96626075	4.578513	1.749409	3.290512	2.005609	2.283377	0.744748	1.20355	0.55075	2.906011	1.195606	-0.826899	quantifiable
chr10:96628272-96628772	chr10	96628272	96628772	3.427377	1.607327	1.39161	0.220062	1.126448	1.856604	0.873192	4.684715	1.661594	2.13524	0.235096	quantifiable
chr10:96646387-96646887	chr10	96646387	96646887	4.174444	3.275678	4.714396	6.037793	5.453212	5.787716	5.88685	4.937039	4.550578	5.516204	0.230833	quantifiable
chr10:96648152-96648652	chr10	96648152	96648652	1.218278	3.975467	1.330777	2.764091	2.632848	4.732347	2.251381	4.100409	2.322154	3.429246	0.413365	quantifiable
chr10:96658865-96659365	chr10	96658865	96659365	6.546934	3.0185	3.448685	3.612503	5.520224	3.462479	4.42323	5.126612	4.156655	4.633136	0.127158	quantifiable
chr10:96828589-96829089	chr10	96828589	96829089	7.392481	8.199905	4.303462	4.847364	5.847704	6.250595	9.129343	6.506975	6.185803	6.933654	0.142561	quantifiable
chr10:96841097-96841597	chr10	96841097	96841597	3.306901	4.389297	2.89176	1.430968	3.68352	4.312275	1.29669	3.986432	3.004732	3.319729	0.108853	quantifiable
chr10:96847527-96848027	chr10	96847527	96848027	7.477722	7.885678	7.692854	4.448283	7.00968	9.868894	2.879155	7.909963	6.876134	6.916923	0.007438	quantifiable
chr10:96974256-96974756	chr10	96974256	96974756	7.640172	5.375841	1.737824	1.583814	4.972888	6.0075	3.971609	1.375366	4.084413	4.081841	-0.000728	quantifiable
chr10:97047514-97048014	chr10	97047514	97048014	2.22514	4.860535	3.109342	0.712828	3.787026	2.353579	1.891444	1.158829	2.726961	2.29772	-0.175799	quantifiable
chr10:97159331-97159831	chr10	97159331	97159831	1.352446	5.73175	1.849674	1.556854	4.367522	3.643822	0.190647	0.261851	2.622681	2.11596	-0.21644	quantifiable
chr10:97160165-97160665	chr10	97160165	97160665	2.316198	4.972297	2.773443	2.958189	2.837236	3.286324	3.101799	3.902862	3.255032	3.282055	0.009102	quantifiable
chr10:97312900-97313400	chr10	97312900	97313400	4.334622	4.492287	2.078437	3.67757	3.783236	3.994372	1.31852	3.923382	3.645729	3.254878	-0.126372	quantifiable
chr10:97313487-97313987	chr10	97313487	97313987	4.25183	5.238735	4.404285	2.337859	8.016534	2.773475	2.367806	4.434836	4.058177	4.398163	0.093589	quantifiable
chr10:97345297-97345797	chr10	97345297	97345797	3.036608	2.493805	5.524813	1.761803	5.598969	4.919033	4.221924	5.077874	3.204257	4.95445	0.50065	quantifiable
chr10:97582562-97583062	chr10	97582562	97583062	6.79245	5.428836	2.101954	2.100832	8.006149	5.943262	4.453831	2.729105	4.106018	5.283087	0.298504	quantifiable
chr10:97670167-97670667	chr10	97670167	97670667	3.929849	5.909256	1.942415	2.261104	4.502985	2.282588	2.550233	6.719343	3.510656	4.013787	0.152097	quantifiable
chr10:97712606-97713106	chr10	97712606	97713106	3.173106	5.696044	1.370729	4.008422	4.960189	4.462751	4.24277	0.893746	3.562075	3.639864	0.024315	quantifiable
chr10:98333559-98334059	chr10	98333559	98334059	5.455223	7.375194	1.830179	3.299018	9.178638	10.117195	10.206162	8.439555	4.489904	9.485387	0.931704	quantifiable
chr10:98349337-98349837	chr10	98349337	98349837	4.560063	5.684963	0.289653	1.53643	7.372287	4.087167	4.550354	2.554779	3.017777	4.641147	0.488088	quantifiable
chr10:98485982-98486482	chr10	98485982	98486482	5.463097	10.40988	2.03554	2.852134	6.281277	5.454156	3.670829	5.607721	5.190163	5.253496	0.014651	quantifiable
chr10:98540988-98541488	chr10	98540988	98541488	7.036439	5.610934	0.74766	1.81186	7.614754	7.961694	4.296145	4.51126	3.801723	6.095964	0.562032	quantifiable
chr10:98645580-98646080	chr10	98645580	98646080	11.746044	10.791107	8.926714	8.780288	14.128805	11.254046	11.597114	13.48381	10.061038	12.615944	0.299453	quantifiable
chr10:98702786-98703286	chr10	98702786	98703286	1.178479	1.392601	2.198294	1.96219	3.586063	2.022308	3.516054	0	1.682891	2.281106	0.28897	quantifiable
chr10:98742707-98743207	chr10	98742707	98743207	7.045546	9.176726	4.275114	5.039557	10.265786	9.763436	10.647124	4.467434	6.384236	8.785945	0.405564	quantifiable
chr10:98913970-98914655	chr10	98913970	98914655	7.985175	1.754305	5.106021	9.292149	5.035499	6.775879	6.872205	6.967999	6.034413	6.412896	0.075455	quantifiable
chr10:98914842-98915342	chr10	98914842	98915342	1.71742	0.889069	1.475113	4.432453	0.898192	0.328178	1.00126	6.292353	2.128514	2.129996	0.00068	quantifiable
chr10:98930089-98931005	chr10	98930089	98931005	1.081433	1.520986	1.248324	0.957143	1.001019	2.291098	1.192664	1.780634	1.201971	1.566354	0.219575	quantifiable
chr10:99084852-99085352	chr10	99084852	99085352	6.639734	7.389892	5.765161	5.443198	7.690931	8.192889	6.787693	2.939964	6.309497	6.402869	0.018276	quantifiable
chr10:99106569-99107517	chr10	99106569	99107517	2.935274	1.155053	3.249669	6.139653	2.894397	3.318098	4.572187	4.868226	3.369912	3.913227	0.168536	quantifiable
chr10:99107851-99108408	chr10	99107851	99108408	3.385247	5.183329	1.87459	2.802199	6.068087	4.337594	6.0891	6.980414	3.311341	5.868799	0.670108	quantifiable
chr10:99228656-99229156	chr10	99228656	99229156	4.04678	2.483878	3.830598	4.520687	3.169161	6.239791	5.651461	3.976522	3.720486	4.759234	0.286139	quantifiable
chr10:99237366-99237866	chr10	99237366	99237866	3.237604	4.757725	1.005829	2.590069	6.525183	3.01702	7.290309	8.148125	2.897807	6.24516	0.891867	quantifiable
chr10:99242076-99242576	chr10	99242076	99242576	2.644212	5.540855	1.329815	2.389437	2.285235	6.674406	6.120173	6.87366	2.97608	5.488369	0.704465	quantifiable
chr10:99250702-99251202	chr10	99250702	99251202	2.848401	4.741488	1.910315	3.580442	4.850543	2.73337	3.859529	5.554921	3.270161	4.249591	0.296997	quantifiable
chr10:99261452-99261952	chr10	99261452	99261952	2.514001	4.65276	4.984227	7.133785	6.627141	5.770571	6.950728	10.96365	4.821193	7.578022	0.55817	quantifiable
chr10:99262980-99263482	chr10	99262980	99263482	11.642804	10.589003	2.74919	5.929887	9.63159	11.440296	7.747993	6.254837	7.727721	8.768679	0.162302	quantifiable
chr10:99267645-99268145	chr10	99267645	99268145	2.743692	7.431729	4.487654	2.088007	3.499884	4.696392	1.976325	0.692797	4.187771	2.71635	-0.479627	quantifiable
chr10:99286714-99287214	chr10	99286714	99287214	3.80189	5.460823	1.142794	1.868959	3.308214	3.93628	2.091295	0.601785	3.068617	2.484393	-0.222767	quantifiable
chr10:99349172-99349672	chr10	99349172	99349672	5.793834	10.492451	1.263497	7.053535	6.1128	7.199879	4.070098	3.393982	6.150829	5.19419	-0.206741	quantifiable
chr10:99592080-99592580	chr10	99592080	99592580	4.837407	4.789122	2.612595	5.779188	4.892266	5.109556	9.20793	4.430519	4.504578	5.910068	0.327292	quantifiable
chr10:99615721-99616221	chr10	99615721	99616221	5.083217	5.486012	3.784257	3.263864	5.39367	5.684489	1.43058	3.254806	4.404338	3.940886	-0.128984	quantifiable
chr10:99619377-99619877	chr10	99619377	99619877	5.00826	3.082243	2.611094	1.757662	6.214575	4.71984	3.598063	1.918375	3.114815	4.112714	0.312266	quantifiable
chr10:99638925-99639425	chr10	99638925	99639425	13.906059	9.239982	6.57656	6.099976	12.218549	9.692973	15.608016	10.739713	8.955644	12.064813	0.391597	quantifiable
chr10:100015379-100016023	chr10	100015379	100016023	12.303755	8.787351	12.985404	16.9356	10.252574	13.507873	15.754685	13.739935	12.753028	13.313767	0.057594	quantifiable
chr10:100016347-100016847	chr10	100016347	100016847	6.578076	9.866511	3.108572	6.508335	6.088604	5.955554	8.063615	5.610082	6.515374	6.429464	-0.016554	quantifiable
chr10:100065877-100066377	chr10	100065877	100066377	5.219089	7.007459	3.243921	1.9783	7.303909	7.498698	7.303348	9.102837	4.362192	7.802198	0.71351	quantifiable
chr10:100340585-100341085	chr10	100340585	100341085	1.603446	1.977832	1.396402	1.26016	0.682927	2.306565	1.660521	0.702664	1.55946	1.338169	-0.129686	quantifiable
chr10:100383581-100384081	chr10	100383581	100384081	0.988921	1.284225	0.134059	0.20231	0.184365	0.501046	0	0.639636	0.652379	0.331262	NA	no_signal
chr10:100487100-100487807	chr10	100487100	100487807	13.613542	9.873428	4.551085	14.184393	11.630878	16.845002	8.046809	14.04534	10.555612	12.642007	0.239184	quantifiable
chr10:100588926-100589426	chr10	100588926	100589426	4.474803	4.532687	3.491967	6.848919	5.941043	8.237339	6.268635	9.321819	4.837094	7.442209	0.53126	quantifiable
chr10:100604207-100604707	chr10	100604207	100604707	2.284213	4.891932	2.65963	1.996541	5.897189	5.157764	6.073603	3.961318	2.958079	5.272468	0.662276	quantifiable
chr10:100617141-100617983	chr10	100617141	100617983	3.780788	5.415611	1.33416	1.984343	4.509956	6.469871	3.64878	7.423712	3.128726	5.51308	0.655782	quantifiable
chr10:100629862-100630362	chr10	100629862	100630362	4.250244	6.633825	4.980282	1.937992	4.331228	6.346248	5.653979	3.561567	4.450585	4.973256	0.131769	quantifiable
chr10:100792106-100792606	chr10	100792106	100792606	3.4386	5.579203	2.010772	1.431999	4.140378	4.864229	4.552281	2.923101	3.115144	4.119997	0.314199	quantifiable
chr10:101339535-101340035	chr10	101339535	101340035	9.755843	12.888141	3.547854	3.992103	14.258857	15.699397	7.466403	6.307046	7.545985	10.932926	0.480931	quantifiable
chr10:102490236-102490736	chr10	102490236	102490736	4.10595	3.484812	3.715591	3.749415	3.520363	1.95347	2.085474	3.641947	3.763942	2.800314	-0.324921	quantifiable
chr10:102511971-102512471	chr10	102511971	102512471	1.478347	2.862669	3.609668	2.73051	1.849567	1.587105	2.391091	3.69009	2.670299	2.379463	-0.118612	quantifiable
chr10:102686906-102687406	chr10	102686906	102687406	6.007992	9.361748	4.396472	2.998166	8.48937	6.561588	2.412921	10.566854	5.691094	7.007684	0.258626	quantifiable
chr10:103235997-103236572	chr10	103235997	103236572	5.423491	3.461532	2.026217	3.4871	5.021215	8.873687	6.184037	11.892902	3.599585	7.99296	0.965062	quantifiable
chr10:103321886-103322386	chr10	103321886	103322386	0.675733	0.870344	1.283204	1.573401	1.296328	0.811295	0.291064	0.672681	1.10067	0.767842	-0.246988	one_condition
chr10:103367379-103368032	chr10	103367379	103368032	4.379159	2.842715	5.817653	2.94499	4.41881	4.130638	10.401301	9.157162	3.996129	7.026977	0.682459	quantifiable
chr10:103368183-103368683	chr10	103368183	103368683	3.815562	1.863172	3.301078	6.606912	7.800449	5.671591	7.46721	5.441093	3.896681	6.595085	0.631738	quantifiable
chr10:103369030-103369530	chr10	103369030	103369530	7.741904	5.142903	5.034456	5.300975	7.810324	7.437729	7.177247	8.507729	5.805059	7.733257	0.35923	quantifiable
chr10:105401876-105402376	chr10	105401876	105402376	4.13153	5.657978	5.073138	4.081455	5.807894	8.162571	4.520736	3.563034	4.736025	5.513559	0.182958	quantifiable
chr10:105552447-105552947	chr10	105552447	105552947	2.178427	3.000544	4.340951	2.698641	3.941893	5.531136	2.24847	3.844491	3.05464	3.891497	0.269817	quantifiable
chr10:105568007-105568507	chr10	105568007	105568507	4.137563	6.184673	1.405139	2.302268	5.896442	4.740333	4.483409	2.006304	3.507411	4.281622	0.228	quantifiable
chr10:105573702-105574855	chr10	105573702	105574855	4.572545	5.683506	5.661171	5.718655	4.91742	5.615264	6.476642	5.966712	5.408969	5.744009	0.073351	quantifiable
chr10:105575126-105575626	chr10	105575126	105575626	9.17199	11.354945	7.108062	5.32161	8.393043	11.47933	6.344312	10.029968	8.239152	9.061663	0.12285	quantifiable
chr10:105578188-105578688	chr10	105578188	105578688	3.502864	6.380725	3.661975	2.999476	4.979174	4.274538	8.130226	4.868546	4.13626	5.563121	0.352775	quantifiable
chr10:105840816-105841642	chr10	105840816	105841642	3.285515	2.436916	6.472582	6.183121	3.726691	4.059663	9.466599	12.746837	4.594534	7.499948	0.602153	quantifiable
chr10:105850225-105850725	chr10	105850225	105850725	1.353425	2.750958	1.579997	1.358895	2.635362	5.414481	5.108725	1.203038	1.760819	3.590402	0.730498	quantifiable
chr10:105851040-105851540	chr10	105851040	105851540	1.694974	1.872893	0.419017	2.054164	1.326244	2.381216	2.447849	0.989798	1.510262	1.786277	0.149674	quantifiable
chr10:106469110-106469610	chr10	106469110	106469610	5.24651	7.822012	1.985523	6.556488	4.513425	2.555864	7.637934	3.778635	5.402633	4.621465	-0.187263	quantifiable
chr10:106470016-106470588	chr10	106470016	106470588	5.98481	9.736589	1.794725	3.874136	6.193289	6.659305	4.435392	8.281847	5.347565	6.392458	0.219383	quantifiable
chr10:106509342-106509842	chr10	106509342	106509842	1.331801	1.886899	1.829217	1.742426	2.270769	1.253897	1.264673	0.23712	1.697586	1.256615	-0.255993	quantifiable
chr10:106509947-106510447	chr10	106509947	106510447	2.289247	2.235755	1.321751	0.75581	2.315571	1.081401	1.164256	1.886181	1.650641	1.611852	-0.02115	quantifiable
chr10:106632113-106632913	chr10	106632113	106632913	4.149328	5.516338	1.299996	1.718448	4.566813	3.484891	3.706159	1.662293	3.171027	3.355039	0.06207	quantifiable
chr10:106633818-106634318	chr10	106633818	106634318	4.15143	8.034532	3.268573	2.492557	5.853516	8.428272	4.561485	4.944779	4.486773	5.947013	0.33963	quantifiable
chr10:106681352-106681852	chr10	106681352	106681852	9.281126	12.76681	1.165272	5.413269	7.058254	8.312088	4.236949	2.412116	7.156619	5.504852	-0.325801	quantifiable
chr10:106732096-106732596	chr10	106732096	106732596	12.470058	17.608594	5.502316	3.75422	9.181899	13.726472	4.371822	6.03973	9.833797	8.329981	-0.21528	quantifiable
chr10:107271401-107271935	chr10	107271401	107271935	5.042231	2.94173	4.088596	3.625847	5.101381	4.059778	5.824544	7.592864	3.924601	5.644642	0.431081	quantifiable
chr10:107272061-107272561	chr10	107272061	107272561	3.154185	6.029509	4.51858	7.971084	4.907789	7.292635	7.920935	7.836409	5.41834	6.989442	0.315251	quantifiable
chr10:107272693-107273193	chr10	107272693	107273193	3.119674	6.331551	3.166153	4.330922	3.681662	2.391726	1.81624	3.809724	4.237075	2.924838	-0.414789	quantifiable
chr10:107294075-107294575	chr10	107294075	107294575	5.793109	3.000775	1.546453	1.625223	3.329312	2.642474	5.723362	2.563604	2.99139	3.564688	0.192965	quantifiable
chr10:107351615-107352115	chr10	107351615	107352115	1.39299	3.015678	0.80628	1.093214	2.104715	1.102031	0	4.550812	1.57704	1.93939	0.1888	quantifiable
chr10:107358434-107358934	chr10	107358434	107358934	5.040382	7.267562	1.635634	2.455866	5.183143	4.876482	5.031416	3.179189	4.099861	4.567558	0.126241	quantifiable
chr10:107361487-107361987	chr10	107361487	107361987	3.532596	4.220513	1.353948	2.860241	5.075756	7.41291	3.013969	1.636408	2.991824	4.284761	0.403504	quantifiable
chr10:107389433-107389933	chr10	107389433	107389933	7.112101	5.0532	0.719524	5.641734	5.946965	6.604688	6.755676	4.441874	4.63164	5.937301	0.300117	quantifiable
chr10:107407605-107408105	chr10	107407605	107408105	1.226759	0.83533	1.661787	1.648042	1.983226	1.490239	1.795865	0.191891	1.342979	1.365305	0.013598	quantifiable
chr10:107485884-107486384	chr10	107485884	107486384	4.343397	3.501998	3.467526	3.440106	4.774822	6.817817	5.444904	6.765338	3.688257	5.95072	0.566653	quantifiable
chr10:107494487-107494987	chr10	107494487	107494987	4.3376	9.675436	5.031858	4.309135	5.999455	4.424447	8.102378	5.809755	5.838507	6.084009	0.050778	quantifiable
chr10:108161701-108162442	chr10	108161701	108162442	4.798628	3.247966	3.68729	3.907617	3.017814	2.175903	4.552178	9.183524	3.910375	4.732355	0.222681	quantifiable
chr10:108470268-108470768	chr10	108470268	108470768	3.88764	11.036384	5.935497	4.246724	5.036638	3.282605	3.388025	3.642202	6.276561	3.837368	-0.587579	quantifiable
chr10:108567383-108567883	chr10	108567383	108567883	3.316263	5.159114	6.24732	4.50145	3.278935	1.825777	3.458825	1.602045	4.806037	2.541395	-0.710925	quantifiable
chr10:108649128-108649628	chr10	108649128	108649628	4.696071	2.978202	2.414701	3.30246	5.67347	6.907852	5.379887	1.582886	3.347859	4.886024	0.435727	quantifiable
chr10:108679728-108680228	chr10	108679728	108680228	3.614839	4.007634	5.826283	3.147255	4.657415	5.554467	8.977026	6.903728	4.149003	6.523159	0.545758	quantifiable
chr10:108724814-108725314	chr10	108724814	108725314	2.475377	2.717637	2.029324	1.191599	1.742891	1.108685	0.768409	1.070114	2.103485	1.172525	-0.511626	quantifiable
chr10:108831763-108832706	chr10	108831763	108832706	2.850728	6.410639	3.315988	1.738301	4.140921	4.65482	6.976175	4.414885	3.578914	5.0467	0.40003	quantifiable
chr10:108852691-108853191	chr10	108852691	108853191	1.87086	3.08096	1.851907	3.794773	1.851535	3.235356	2.900965	0.641975	2.649625	2.157458	-0.20809	quantifiable
chr10:108867164-108867664	chr10	108867164	108867664	3.234059	4.327221	1.113272	3.027274	4.893468	1.83157	2.091295	5.539887	2.925457	3.589055	0.224564	quantifiable
chr10:108867854-108868681	chr10	108867854	108868681	5.499754	4.429111	0.935821	4.208126	6.651785	3.876357	3.689428	1.602594	3.768203	3.955041	0.055285	quantifiable
chr10:109003443-109003943	chr10	109003443	109003943	6.627943	3.387363	6.854493	4.393927	7.43509	7.748937	5.149474	3.348922	5.315932	5.920606	0.131612	quantifiable
chr10:109005433-109005933	chr10	109005433	109005933	2.491712	7.450121	3.829578	1.938795	4.814851	3.278925	5.77125	5.180666	3.927552	4.761423	0.224938	quantifiable
chr10:109010732-109011239	chr10	109010732	109011239	9.121731	11.440351	7.511672	8.273111	9.23438	11.766378	12.858865	8.151778	9.086716	10.50285	0.189278	quantifiable
chr10:109011383-109011883	chr10	109011383	109011883	7.102308	9.009711	6.789715	5.519901	7.855563	6.195615	9.407151	5.047912	7.105409	7.12656	0.003753	quantifiable
chr10:109129651-109130151	chr10	109129651	109130151	5.7566	7.155107	2.41041	2.287102	6.927273	6.902137	1.529542	5.311868	4.402305	5.167705	0.190676	quantifiable
