chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean
chr8	33731569	33732217	Tex15	0.064832	0.065764	8.180863	0.008039	0.001915	0.0426	0.037791	6.963219	0.005427	0.001169	215156	promoter	-0.022232	-0.027973	TRUE	TRUE	TRUE	-0.16274	0.929216	5.117709
chr8	33731569	33732217	Ubxn8	0.036639	0.220386	8.180863	0.026939	0.007739	0.030667	0.181796	6.963219	0.026108	0.007467	89926	promoter	-0.005972	-0.03859	TRUE	TRUE	TRUE	0.087977	0.773064	99.824709
chr8	33731569	33732217	Wrn	0.026885	0.113375	8.180863	0.013859	0.003462	0.017398	0.074067	6.963219	0.010637	0.002606	346366	promoter	-0.009487	-0.039308	TRUE	TRUE	TRUE	-0.153564	0.524994	263.276977
chr8	33747497	33748020	Gm3985	0	0	0	0	0	0.023005	0.007145	6.721882	0.001063	1.67e-4	797732.5	promoter	0.023005	0.007145	FALSE	TRUE	TRUE	-0.036226	0.98749	6.457159
chr8	33747497	33748020	Gtf2e2	0.077527	0.384064	7.048036	0.054492	0.015053	0.109111	0.436101	6.721882	0.064878	0.019487	15926.5	promoter	0.031584	0.052037	TRUE	TRUE	TRUE	0.108505	0.641327	223.705465
chr8	33747497	33748020	Ppp2cb	0.037143	0.136931	7.048036	0.019428	0.005288	0.029419	0.105088	6.721882	0.015634	0.004139	148134.5	promoter	-0.007724	-0.031843	TRUE	TRUE	TRUE	0.063353	0.756543	277.105179
chr8	33747497	33748020	Rbpms	0.023089	0.02527	7.048036	0.003585	5.86e-4	0.035984	0.046643	6.721882	0.006939	0.00157	182104.5	promoter	0.012895	0.021373	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	33747497	33748020	Tex15	0.033712	0.034197	7.048036	0.004852	0.00102	0.034739	0.030817	6.721882	0.004585	9.44e-4	231021.5	promoter	0.001027	-0.00338	TRUE	TRUE	TRUE	-0.16274	0.929216	5.117709
chr8	33747497	33748020	Ubxn8	0.023838	0.143387	7.048036	0.020344	0.005604	0.022683	0.134466	6.721882	0.020004	0.005496	105791.5	promoter	-0.001155	-0.008921	TRUE	TRUE	TRUE	0.087977	0.773064	99.824709
chr8	33804750	33805250	Rbpms	0.020522	0.02246	2.053351	0.010938	0.002674	0.014752	0.019122	2.176098	0.008787	0.002005	124863	genic	-0.00577	-0.003338	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34051248	34051748	Rbpms	0.013484	0.014757	1.201905	0.012278	0.003083	0.03975	0.051525	3.474003	0.014832	0.00388	121635	genic	0.026266	0.036768	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34097275	34097775	Dctn6	0.037973	0.240996	3.744721	0.064356	0.016638	0.019583	0.112756	1.92261	0.058648	0.014067	11271	genic	-0.01839	-0.12824	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	34097275	34097775	Rbpms	0.026723	0.029248	3.744721	0.00781	0.001807	0.019433	0.025189	1.92261	0.013102	0.003378	167662	genic	-0.00729	-0.004059	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34100911	34101411	Dctn6	0.031696	0.201154	1.830337	0.1099	0.033023	0.028417	0.163619	1.799363	0.090932	0.023952	7635	genic	-0.003279	-0.037535	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	34100911	34101411	Rbpms	0.011042	0.012085	1.830337	0.006602	0.001454	0.02333	0.030241	1.799363	0.016807	0.004475	171298	genic	0.012288	0.018156	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34108021	34108521	Gtf2e2	0.023942	0.118605	9.5749860000000009	0.012387	0.00305	0.026751	0.106922	10.116	0.01057	0.002573	376439	promoter	0.002809	-0.011683	TRUE	TRUE	TRUE	0.108505	0.641327	223.705465
chr8	34108021	34108521	Leprotl1	0.061017	0.392435	9.5749860000000009	0.040985	0.012377	0.059296	0.323252	10.116	0.031955	0.009015	38762	promoter	-0.001721	-0.069183	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34108021	34108521	Nrg1	0.014158	0.008097	9.5749860000000009	8.46e-4	1.36e-4	0.023842	0.023985	10.116	0.002371	4.69e-4	1223474	promoter	0.009684	0.015888	TRUE	TRUE	TRUE	0.361151	0.191763	725.542431
chr8	34108021	34108521	Ppp2cb	0.01513	0.05578	9.5749860000000009	0.005826	0.001319	0.023932	0.085487	10.116	0.008451	0.001976	508647	promoter	0.008802	0.029707	TRUE	TRUE	TRUE	0.063353	0.756543	277.105179
chr8	34108021	34108521	Rbpms	0.045491	0.049788	9.5749860000000009	0.0052	0.001053	0.051682	0.066991	10.116	0.006622	0.001471	178408	promoter	0.006191	0.017203	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34108021	34108521	Saraf	0.044655	0.292901	9.5749860000000009	0.03059	0.008743	0.068983	0.35889	10.116	0.035478	0.010513	46291	promoter	0.024328	0.065989	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34108021	34108521	Tex15	0.019217	0.019493	9.5749860000000009	0.002036	3.82e-4	0.020707	0.018369	10.116	0.001816	3.28e-4	591534	promoter	0.00149	-0.001124	TRUE	TRUE	TRUE	-0.16274	0.929216	5.117709
chr8	34108546	34109046	Leprotl1	0.033892	0.217979	5.313402	0.041024	0.012377	0.029932	0.163174	5.097215	0.032012	0.009015	38237	promoter	-0.00396	-0.054805	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34108546	34109046	Rbpms	0.025228	0.027612	5.313402	0.005197	0.001053	0.026031	0.033742	5.097215	0.00662	0.001471	178933	promoter	8.03e-4	0.00613	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34108546	34109046	Saraf	0.024807	0.162715	5.313402	0.030624	0.008743	0.034783	0.180963	5.097215	0.035502	0.010513	45766	promoter	0.009976	0.018248	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34124062	34124562	Dctn6	0.059725	0.37904	6.734824	0.056281	0.015657	0.03668	0.211198	4.140702	0.051005	0.013395	15516	genic	-0.023045	-0.167842	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	34124062	34124562	Leprotl1	0.044851	0.28846	6.734824	0.042831	0.011909	0.033742	0.183946	4.140702	0.044424	0.012552	22721	genic	-0.011109	-0.104514	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34124062	34124562	Rbpms	0.026093	0.028558	6.734824	0.00424	8e-4	0.011063	0.01434	4.140702	0.003463	5.75e-4	194449	genic	-0.01503	-0.014218	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34124062	34124562	Saraf	0.03634	0.238363	6.734824	0.035393	0.009831	0.027744	0.144338	4.140702	0.034858	0.009625	30250	genic	-0.008596	-0.094025	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34146288	34147283	Dctn6	0.054306	0.344652	8.39723	0.041044	0.012377	0.044654	0.25711	8.024512	0.032041	0.009015	37989.5	promoter	-0.009652	-0.087542	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	34146288	34147283	Dusp4	0.020212	0.122665	8.39723	0.014608	0.003409	0.023214	0.133238	8.024512	0.016604	0.003889	660510.5	promoter	0.003002	0.010573	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34146288	34147283	Rbpms	0.039606	0.043347	8.39723	0.005162	0.001095	0.026963	0.03495	8.024512	0.004355	8.65e-4	216922.5	promoter	-0.012643	-0.008397	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34146288	34147283	Saraf	0.205139	1.345546	8.39723	0.160237	0.057298	0.214684	1.116914	8.024512	0.139188	0.04726	7776.5	promoter	0.009545	-0.228632	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34154312	34154921	Dctn6	0.038307	0.243111	7.939593	0.03062	0.008743	0.043533	0.250657	7.060821	0.0355	0.010513	45820.5	promoter	0.005226	0.007546	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	34154312	34154921	Dusp4	0.022324	0.13548	7.939593	0.017064	0.004006	0.010199	0.058539	7.060821	0.008291	0.001893	652679.5	promoter	-0.012125	-0.076941	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34154312	34154921	Leprotl1	0.198526	1.276823	7.939593	0.160817	0.057298	0.181135	0.987452	7.060821	0.13985	0.04726	7583.5	promoter	-0.017391	-0.289371	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34154312	34154921	Rbpms	0.014048	0.015375	7.939593	0.001936	1.87e-4	0.022385	0.029016	7.060821	0.004109	8.04e-4	224753.5	promoter	0.008337	0.013641	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34154312	34154921	Tex15	0.023171	0.023503	7.939593	0.00296	6.09e-4	0.003496	0.003102	7.060821	4.39e-4	0	637879.5	promoter	-0.019675	-0.020401	TRUE	FALSE	TRUE	-0.16274	0.929216	5.117709
chr8	34392740	34393240	Sgcz	0.020703	0.019315	8.880805	0.002175	3.81e-4	4e-4	5.34e-4	8.516413	6.3e-5	0	4268518	intergenic	-0.020303	-0.018781	TRUE	FALSE	TRUE	0.136201	0.714253	661.405076
chr8	34679913	34680413	Dlc1	0.00254	0.002251	18.833286	1.2e-4	0	0.033574	0.030733	17.020228	0.001806	3.35e-4	2272980	intergenic	0.031034	0.028482	FALSE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	34679913	34680413	Dusp4	0.131192	0.796185	18.833286	0.042275	0.012392	0.116727	0.669962	17.020228	0.039363	0.011489	127133	intergenic	-0.014465	-0.126223	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34679913	34680413	Gm19410	0.022287	0.042026	18.833286	0.002231	4.4e-4	0.002407	0.004337	17.020228	2.55e-4	0	1085626	intergenic	-0.01988	-0.037689	TRUE	FALSE	TRUE	1.40702	0.357326	2.169166
chr8	34679913	34680413	Leprotl1	0.025297	0.162698	18.833286	0.008639	0.002015	0.035658	0.194387	17.020228	0.011421	0.002706	533130	intergenic	0.010361	0.031689	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34679913	34680413	Rbpms	0.006401	0.007006	18.833286	3.72e-4	0	0.038088	0.049371	17.020228	0.002901	5.96e-4	750300	intergenic	0.031687	0.042365	FALSE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	34679913	34680413	Saraf	0.020034	0.131405	18.833286	0.006977	0.001604	0.013554	0.070516	17.020228	0.004143	8.98e-4	525601	intergenic	-0.00648	-0.060889	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34679913	34680413	Tnks	0.030991	0.118954	18.833286	0.0063160000000000004	0.001454	0.020588	0.082296	17.020228	0.004835	0.001049	285527	intergenic	-0.010403	-0.036658	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	34710041	34710541	Dusp4	0.031713	0.192463	8.115984	0.023714	0.006686	0.026859	0.154158	5.842113	0.026387	0.00755	97005	intergenic	-0.004854	-0.038305	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34807046	34807553	Leprotl1	0.023091	0.148508	10.166815	0.014607	0.003409	0.02975	0.162181	9.76814	0.016603	0.003889	660266.5	promoter	0.006659	0.013673	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	34807046	34807553	Saraf	0.026449	0.173487	10.166815	0.017064	0.004006	0.015566	0.080986	9.76814	0.008291	0.001893	652737.5	promoter	-0.010883	-0.092501	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	34807046	34807553	Tnks	0.022973	0.088177	10.166815	0.008673	0.00205	0.012341	0.04933	9.76814	0.00505	9.65e-4	158390.5	promoter	-0.010632	-0.038847	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	34807797	34808297	Dusp4	0.10908	0.66199	4.594001	0.144099	0.041394	0.166236	0.954124	6.326936	0.150803	0.044817	751	genic	0.057156	0.292134	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34816045	34816545	Dusp4	0.019348	0.117422	1.792782	0.065497	0.014444	0.02001	0.114847	1.923376	0.059711	0.011746	8999	genic	6.62e-4	-0.002575	TRUE	TRUE	TRUE	-0.680683	0.098537	43.276998
chr8	34855338	34855838	Tnks	0.017081	0.06556	4.290522	0.01528	0.004001	0.020931	0.083668	5.394682	0.015509	0.004073	110102	genic	0.00385	0.018108	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	34890533	34891407	Eri1	0.026342	0.112791	12.935802	0.008719	0.002011	0.02057	0.086105	12.365537	0.006963	0.001584	605226	genic	-0.005772	-0.026686	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	34890533	34891407	Nrg1	0.024341	0.01392	12.935802	0.001076	1.9e-4	0.013922	0.014005	12.365537	0.001133	2.02e-4	2006173	genic	-0.010419	8.5e-5	TRUE	TRUE	TRUE	0.361151	0.191763	725.542431
chr8	34890533	34891407	Ppp1r3b	0.027036	0.065784	12.935802	0.005085	0.001135	0.038275000000000003	0.095268	12.365537	0.007704	0.001796	484768	genic	0.011239	0.029484	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	34890533	34891407	Tnks	0.073482	0.282044	12.935802	0.021803	0.006006	0.092866	0.371214	12.365537	0.03002	0.00877	74720	genic	0.019384	0.08917	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	34892964	34893464	Tnks	0.030898	0.118595	5.428966	0.021845	0.006006	0.029746	0.118902	3.960372	0.030023	0.00877	72476	genic	-0.001152	3.07e-4	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	35171632	35172132	Ppp1r3b	0.037682	0.09169	11.890782	0.007711	0.001815	0.021012	0.052299	5.80706	0.009006	0.002188	203856	intergenic	-0.01667	-0.039391	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35171632	35172132	Tnks	0.043384	0.166518	11.890782	0.014004	0.003627	0.014003	0.055976	5.80706	0.009639	0.002371	206192	intergenic	-0.029381	-0.110542	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	35359221	35359721	Ppp1r3b	0.140766	0.342518	8.127115	0.042145	0.009924	0.094901	0.236213	5.411278	0.043652	0.010566	16267	intergenic	-0.045865	-0.106305	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35376330	35376830	Ppp1r3b	0.062103	0.151112	0.836067	0.180742	0.0601	0.061713	0.153606	0.876073	0.175335	0.05734	842	genic	-3.9e-4	0.002494	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35384937	35385437	Ppp1r3b	0.05507	0.133998	1.630324	0.082191	0.02284	0.045709	0.113773	1.447105	0.078621	0.021188	9449	genic	-0.009361	-0.020225	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35452796	35453296	Eri1	0.020458	0.087597	4.966876	0.017636	0.003919	0.012817	0.053652	3.422443	0.015677	0.003202	43150	intergenic	-0.007641	-0.033945	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35452796	35453296	Ppp1r3b	0.02619	0.063727	4.966876	0.01283	0.003017	0.02265	0.056377	3.422443	0.016473	0.004236	77308	intergenic	-0.00354	-0.00735	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35454736	35455621	Eri1	0.040918	0.175201	10.794499	0.016231	0.003295	0.029684	0.124253	7.452534	0.016673	0.003458	41017.5	intergenic	-0.011234	-0.050948	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35454736	35455621	Ppp1r3b	0.074723	0.18182	10.794499	0.016844	0.004377	0.041938	0.104385	7.452534	0.014007	0.003431	79440.5	intergenic	-0.032785	-0.077435	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35454736	35455621	Tnks	0.038979	0.149611	10.794499	0.01386	0.003344	0.022711	0.090784	7.452534	0.012182	0.002922	489488.5	intergenic	-0.016268	-0.058827	TRUE	TRUE	TRUE	0.075863	0.499276	2687.31447
chr8	35495166	35495666	Eri1	0.104416	0.447086	3.550229	0.125932	0.032119	0.129007	0.540004	4.053608	0.133216	0.035838	780	genic	0.024591	0.092918	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35495166	35495666	Mfhas1	0.016035	0.10732	3.550229	0.030229	0.008807	0.021006	0.136941	4.053608	0.033783	0.009964	92381	genic	0.004971	0.029621	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35587547	35588124	Eri1	0.055443	0.237393	7.855049	0.030222	0.008807	0.070527	0.295215	8.741716	0.033771	0.009964	91639.5	promoter	0.015084	0.057822	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35587547	35588124	Gm19410	0.027204	0.051296	7.855049	0.00653	0.001444	0.023562	0.042446	8.741716	0.004856	9.51e-4	177953.5	promoter	-0.003642	-0.00885	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35587547	35588124	Ppp1r3b	0.019628	0.04776	7.855049	0.00608	0.001353	0.021405	0.053278	8.741716	0.006095	0.001357	212097.5	promoter	0.001777	0.005518	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	35588929	35589429	Eri1	0.036565	0.156562	5.178167	0.030235	0.008807	0.050808	0.212674	6.293598	0.033792	0.009964	92983	genic	0.014243	0.056112	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35588929	35589429	Mfhas1	0.116001	0.776379	5.178167	0.149933	0.044372	0.14821	0.966204	6.293598	0.153522	0.046204	1382	genic	0.032209	0.189825	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35595812	35596312	Mfhas1	0.048527	0.324784	3.9343	0.082552	0.021207	0.033867	0.220783	2.838452	0.077783	0.018954	8265	genic	-0.01466	-0.104001	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35597365	35597865	Mfhas1	0.044419	0.29729	3.827548	0.077671	0.021207	0.041234	0.268814	3.693841	0.072774	0.018954	9818	genic	-0.003185	-0.028476	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35605213	35606024	Eri1	0.020658	0.088453	5.339076	0.016567	0.004407	0.016582	0.06941	4.604241	0.015075	0.003934	109422.5	genic	-0.004076	-0.019043	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35605213	35606024	Mfhas1	0.039716	0.26581	5.339076	0.049786	0.013697	0.031221	0.203537	4.604241	0.044206	0.011356	17821.5	genic	-0.008495	-0.062273	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35616246	35616746	Gm19410	0.017078	0.032202	4.226106	0.00762	0.001716	0.02411	0.043433	4.866565	0.008925	0.002111	149293	genic	0.007032	0.011231	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35616246	35616746	Mfhas1	0.025139	0.168249	4.226106	0.039812	0.011419	0.033296	0.217064	4.866565	0.044603	0.013287	28699	genic	0.008157	0.048815	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35698036	35698536	Eri1	0.021902	0.093779	4.626506	0.02027	0.005437	0.026493	0.110895	4.488161	0.024708	0.006718	202090	intergenic	0.004591	0.017116	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35698036	35698536	Gm19410	0.020789	0.039201	4.626506	0.008473	0.001398	0.019198	0.034584	4.488161	0.007706	0.001135	67503	intergenic	-0.001591	-0.004617	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35698036	35698536	Mfhas1	0.023378	0.156467	4.626506	0.03382	0.009873	0.021633	0.141027	4.488161	0.031422	0.009114	110489	intergenic	-0.001745	-0.01544	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35707861	35708361	Eri1	0.061356	0.262712	4.555442	0.05767	0.01613	0.060408	0.252861	4.394419	0.057541	0.016093	211915	genic	-9.48e-4	-0.009851	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35707861	35708361	Gm19410	0.022019	0.04152	4.555442	0.009114	0.001388	0.025937	0.046725	4.394419	0.010633	0.00192	57678	genic	0.003918	0.005205	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35707861	35708361	Mfhas1	0.046489	0.311146	4.555442	0.068302	0.020592	0.047249	0.308022	4.394419	0.070094	0.021152	120314	genic	7.6e-4	-0.003124	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35773364	35773864	Gm19410	0.030972	0.058401	0.46221	0.126353	0.041221	0.054376	0.097956	0.739958	0.13238	0.044093	7825	genic	0.023404	0.039555	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35826171	35826809	Gm19410	0.012014	0.022654	1.618673	0.013995	0.003164	0.029945	0.053945	2.569527	0.020994	0.005595	60701	promoter	0.017931	0.031291	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35924117	35924617	Dlc1	0.031812	0.028198	28.005972	0.001007	1.66e-4	0.005532	0.005064	18.808412	2.69e-4	0	1028776	intergenic	-0.02628	-0.023134	TRUE	FALSE	TRUE	0.045566	0.839942	1596.841816
chr8	35924117	35924617	Eri1	0.016943	0.072544	28.005972	0.00259	4.96e-4	0.021145	0.08851	18.808412	0.004706	0.00104	428171	intergenic	0.004202	0.015966	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35924117	35924617	Gm19410	0.046894	0.088424	28.005972	0.003157	3.98e-4	0.019081	0.034373	18.808412	0.001828	0	158578	intergenic	-0.027813	-0.054051	TRUE	FALSE	TRUE	1.40702	0.357326	2.169166
chr8	35924117	35924617	Lonrf1	0.021385	0.137331	28.005972	0.004904	0.00108	0.024125	0.133395	18.808412	0.007092	0.001667	325149	intergenic	0.00274	-0.003936	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	35924117	35924617	Mfhas1	0.027423	0.183539	28.005972	0.006554	0.001522	0.021104	0.137581	18.808412	0.007315	0.001725	336570	intergenic	-0.006319	-0.045958	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35924117	35924617	Prag1	0.110616	1.04642	28.005972	0.037364	0.010565	0.080888	0.631906	18.808412	0.033597	0.009449	170460	intergenic	-0.029728	-0.414514	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	35933485	35933985	Dlc1	0.011246	0.009969	36.683317	2.72e-4	0	0.032717	0.029948	28.343173	0.001057	1.76e-4	1019408	intergenic	0.021471	0.019979	FALSE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	35933485	35933985	Eri1	0.009989	0.042772	36.683317	0.001166	1.33e-4	0.026608	0.111378	28.343173	0.00393	8.41e-4	437539	intergenic	0.016619	0.068606	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35933485	35933985	Gm19410	0.08257	0.155696	36.683317	0.004244	7.49e-4	0.070495	0.126994	28.343173	0.004481	8.19e-4	167946	intergenic	-0.012075	-0.028702	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35933485	35933985	Lonrf1	0.033849	0.217373	36.683317	0.005926	0.001353	0.02259	0.124908	28.343173	0.004407	9.44e-4	315781	intergenic	-0.011259	-0.092465	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	35933485	35933985	Mfhas1	0.022579	0.151119	36.683317	0.00412	8.76e-4	0.019394	0.12643	28.343173	0.004461	9.66e-4	345938	intergenic	-0.003185	-0.024689	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35933485	35933985	Nrg1	0.005676	0.003246	36.683317	8.8e-5	0	0.024766	0.024914	28.343173	8.79e-4	1.5e-4	3048938	intergenic	0.01909	0.021668	FALSE	TRUE	TRUE	0.361151	0.191763	725.542431
chr8	35933485	35933985	Prag1	0.14987	1.417758	36.683317	0.038649	0.011011	0.148109	1.157035	28.343173	0.040822	0.011661	161092	intergenic	-0.001761	-0.260723	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	35933485	35933985	Tex15	0.004059	0.004117	36.683317	1.12e-4	0	0.029149	0.025858	28.343173	9.12e-4	1.57e-4	2416998	intergenic	0.02509	0.021741	FALSE	TRUE	TRUE	-0.16274	0.929216	5.117709
chr8	35959128	35959628	Eri1	0.029257	0.125274	24.103687999999998	0.005197	0.001165	0.013076	0.054734	14.839888	0.003688	7.82e-4	463182	intergenic	-0.016181	-0.07054	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	35959128	35959628	Gm19410	0.034485	0.065025	24.103687999999998	0.002698	3.51e-4	0.034752	0.062604	14.839888	0.004219	7.93e-4	193589	intergenic	2.67e-4	-0.002421	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	35959128	35959628	Lonrf1	0.013871	0.089079	24.103687999999998	0.003696	7.4e-4	0.021132	0.116842	14.839888	0.007874	0.00188	290138	intergenic	0.007261	0.027763	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	35959128	35959628	Mfhas1	0.022451	0.150259	24.103687999999998	0.006234	0.001437	0.007145	0.046577	14.839888	0.003139	6.24e-4	371581	intergenic	-0.015306	-0.103682	TRUE	TRUE	TRUE	0.002158	0.9943	1569.178073
chr8	35959128	35959628	Nrg1	0.034337	0.019636	24.103687999999998	8.15e-4	1.38e-4	0.001294	0.001302	14.839888	8.8e-5	0	3074581	intergenic	-0.033043	-0.018334	TRUE	FALSE	TRUE	0.361151	0.191763	725.542431
chr8	35959128	35959628	Prag1	0.097276	0.920225	24.103687999999998	0.038178	0.011058	0.0693	0.541372	14.839888	0.036481	0.010537	135449	intergenic	-0.027976	-0.378853	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	35959128	35959628	Saraf	0.020123	0.131994	24.103687999999998	0.005476	0.001096	0.002971	0.015457	14.839888	0.001042	1.83e-4	1804816	intergenic	-0.017152	-0.116537	TRUE	TRUE	TRUE	-0.103367	0.590825	240.358911
chr8	35959128	35959628	Sgcz	0.022437	0.020933	24.103687999999998	8.68e-4	1.49e-4	0.001113	0.001486	14.839888	1e-4	0	2702130	intergenic	-0.021324	-0.019447	TRUE	FALSE	TRUE	0.136201	0.714253	661.405076
chr8	36096377	36096877	Prag1	0.121326	1.147735	7.504688	0.152936	0.045905	0.153104	1.196057	7.532703	0.158782	0.04889	1800	genic	0.031778	0.048322	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	36102430	36102930	Prag1	0.029205	0.276278	3.411869	0.080976	0.01966	0.026047	0.203482	2.806629	0.0725	0.015625	7853	genic	-0.0031580000000000002	-0.072796	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	36122392	36122892	Prag1	0.022526	0.213095	6.635593	0.032114	0.008324	0.023835	0.1862	5.727657	0.032509	0.008479	27815	genic	0.001309	-0.026895	TRUE	TRUE	TRUE	-0.303866	0.008186	1642.549035
chr8	36248017	36248517	Lonrf1	0.119048	0.764502	5.081196	0.150457	0.04464	0.122156	0.675429	5.044998	0.133881	0.036178	1249	genic	0.003108	-0.089073	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	36406693	36407193	Lonrf1	0.02378	0.152708	15.974399	0.00956	0.002315	0.020345	0.112491	11.150627	0.010088	0.002473	157427	intergenic	-0.003435	-0.040217	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
