loop_key	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case	loop_id	loop_type	category	diff_significant	is_differential
chr11_6650000_6675000_chr11_6950000_6975000	chr11	6650000	6675000	chr11	6950000	6975000	-0.138488444814647	0.0482401517514785	down_in_mutant	chr11	6962735	6963235	Ramp3	chr11	6658270	6658770	0.031588	0.03067	-0.000918	-0.038267	304465	B				TRUE	FALSE
chr11_6650000_6675000_chr11_7050000_7075000	chr11	6650000	6675000	chr11	7050000	7075000	-0.0312687005072119	0.635977966925023	unchanged	chr11	7055420	7055920	Ramp3	chr11	6658270	6658770	0.104046	0.070016	-0.03403	-0.35746	397150	B				FALSE	FALSE
chr11_6650000_6675000_chr11_7050000_7075000	chr11	6650000	6675000	chr11	7050000	7075000	-0.0312687005072119	0.635977966925023	unchanged	chr11	7055978	7056478	Ramp3	chr11	6658270	6658770	0.029071	0.017725	-0.011346	-0.113593	397708	B				FALSE	FALSE
chr11_6650000_6675000_chr11_7050000_7075000	chr11	6650000	6675000	chr11	7050000	7075000	-0.0312687005072119	0.635977966925023	unchanged	chr11	7064892	7065826	Ramp3	chr11	6658270	6658770	0.034383	0.04358	0.009197	0.034449	406839	B				FALSE	FALSE
chr11_6655000_6660000_chr11_7140000_7145000	chr11	6655000	6660000	chr11	7140000	7145000	0.0907504427655155	0.45539232317381	unchanged	chr11	7140394	7140894	Ramp3	chr11	6658270	6658770	0.016416	0.023719	0.007303	0.038179	482124	B				FALSE	FALSE
chr11_66900000_66925000_chr11_67000000_67025000	chr11	66900000	66925000	chr11	67000000	67025000	-0.068182253354385	0.292323365743421	unchanged	chr11	67024733	67025514	Pirt	chr11	66911730	66912230	0.054529	0.059134	0.004605	-0.015352	113143.5	B				FALSE	FALSE
chr11_67450000_67460000_chr11_67640000_67650000	chr11	67450000	67460000	chr11	67640000	67650000	-0.0928718206467957	0.340446993775355	unchanged	chr11	67643396	67643896	Gas7	chr11	67454840	67455340	0.025917	0.007162	-0.018755	-0.088185	188556	B				FALSE	FALSE
chr11_67450000_67460000_chr11_67640000_67650000	chr11	67450000	67460000	chr11	67640000	67650000	-0.0928718206467957	0.340446993775355	unchanged	chr11	67647704	67648204	Gas7	chr11	67454840	67455340	0.034671	0.028251	-0.00642	-0.05671	192864	B				FALSE	FALSE
chr11_67450000_67475000_chr11_67625000_67650000	chr11	67450000	67475000	chr11	67625000	67650000	-0.102795003897439	0.0800995829557179	unchanged	chr11	67643396	67643896	Gas7	chr11	67454840	67455340	0.025917	0.007162	-0.018755	-0.088185	188556	B				FALSE	FALSE
chr11_67450000_67475000_chr11_67625000_67650000	chr11	67450000	67475000	chr11	67625000	67650000	-0.102795003897439	0.0800995829557179	unchanged	chr11	67647704	67648204	Gas7	chr11	67454840	67455340	0.034671	0.028251	-0.00642	-0.05671	192864	B				FALSE	FALSE
chr11_68000000_68025000_chr11_68400000_68425000	chr11	68000000	68025000	chr11	68400000	68425000	0.0968913563071421	0.0787226722212756	unchanged	chr11	68004145	68004645	Ntn1	chr11	68400573	68401073	0.022401	0.025138	0.002737	0.023047	396428	A				FALSE	FALSE
chr11_68575000_68600000_chr11_68675000_68700000	chr11	68575000	68600000	chr11	68675000	68700000	0.0491426197123294	0.497947232090012	unchanged	chr11	68691308	68692015	Ccdc42	chr11	68586770	68587270	0.164045	0.19507	0.031025	0.155356	104641.5	B				FALSE	FALSE
chr11_68690000_68695000_chr11_68740000_68745000	chr11	68690000	68695000	chr11	68740000	68745000	0.0495385926384342	0.731646285748844	unchanged	chr11	68744097	68744597	Myh10	chr11	68691308	68691808	0.018992	0.021486	0.002494	0.040801	52789	B				FALSE	FALSE
chr11_68690000_68700000_chr11_68760000_68770000	chr11	68690000	68700000	chr11	68760000	68770000	0.073686782705254	0.275141610656081	unchanged	chr11	68759610	68760110	Myh10	chr11	68691308	68691808	0.019672	0.02244	0.002768	0.044257	68302	B				FALSE	FALSE
chr11_68690000_68700000_chr11_68760000_68770000	chr11	68690000	68700000	chr11	68760000	68770000	0.073686782705254	0.275141610656081	unchanged	chr11	68764570	68765070	Myh10	chr11	68691308	68691808	0.029306	0.039756	0.01045	0.134146	73262	B				FALSE	FALSE
chr11_6875000_6900000_chr11_7050000_7075000	chr11	6875000	6900000	chr11	7050000	7075000	-0.0256619951377054	0.725036296064299	unchanged	chr11	6889643	6890143	Adcy1	chr11	7063238	7063738	0.033853	0.048576	0.014723	0.217908	173595	A				FALSE	FALSE
chr11_6875000_6900000_chr11_7050000_7075000	chr11	6875000	6900000	chr11	7050000	7075000	-0.0256619951377054	0.725036296064299	unchanged	chr11	6894811	6895311	Adcy1	chr11	7063238	7063738	0.026167	0.017737	-0.00843	-0.288808	168427	A				FALSE	FALSE
chr11_6875000_6900000_chr11_7050000_7075000	chr11	6875000	6900000	chr11	7050000	7075000	-0.0256619951377054	0.725036296064299	unchanged	chr11	6899239	6899739	Adcy1	chr11	7063238	7063738	0.04019	0.026947	-0.013243	-0.450421	163999	A				FALSE	FALSE
chr11_68900000_68905000_chr11_69035000_69040000	chr11	68900000	68905000	chr11	69035000	69040000	-0.149268757203093	0.298108244994462	unchanged	chr11	69035885	69036385	Rpl26	chr11	68901332	68901832	0.02525	0.034335	0.009085	0.033301	134553	B				FALSE	FALSE
chr11_68900000_68910000_chr11_68980000_68990000	chr11	68900000	68910000	chr11	68980000	68990000	0.0768665637590076	0.282754003205687	unchanged	chr11	68988221	68988721	Rpl26	chr11	68901332	68901832	0.032538	0.031111	-0.001427	-0.046859	86889	B				FALSE	FALSE
chr11_68900000_68925000_chr11_69000000_69025000	chr11	68900000	68925000	chr11	69000000	69025000	-0.0493146329395137	0.458497728249249	unchanged	chr11	69015660	69016444	Rpl26	chr11	68901332	68901832	0.0211	0.030824	0.009724	0.042401	114470	B				FALSE	FALSE
chr11_68960000_68970000_chr11_69010000_69020000	chr11	68960000	68970000	chr11	69010000	69020000	-0.146453007360061	0.0191551049135142	down_in_mutant	chr11	68967678	68968380	Ctc1	chr11	69015660	69016160	0.054433	0.044636	-0.009797	-0.089325	47881	A				TRUE	FALSE
chr11_68960000_68970000_chr11_69010000_69020000	chr11	68960000	68970000	chr11	69010000	69020000	-0.146453007360061	0.0191551049135142	down_in_mutant	chr11	69015660	69016444	Slc25a35	chr11	68967880	68968380	0.019495	0.023281	0.003786	0.002969	47922	B				TRUE	FALSE
chr11_68960000_68970000_chr11_69030000_69040000	chr11	68960000	68970000	chr11	69030000	69040000	-0.193283401016322	0.007611306765162	down_in_mutant	chr11	69035885	69036385	Slc25a35	chr11	68967880	68968380	0.021462	0.031324	0.009862	0.056283	68005	B				TRUE	FALSE
chr11_69060000_69070000_chr11_69120000_69130000	chr11	69060000	69070000	chr11	69120000	69130000	-0.0502849393146223	0.464026573534721	unchanged	chr11	69066000	69067334	Aloxe3	chr11	69125645	69126145	0.026309	0.022724	-0.003585	-0.067888	59228	A				FALSE	FALSE
chr11_69060000_69070000_chr11_69120000_69130000	chr11	69060000	69070000	chr11	69120000	69130000	-0.0502849393146223	0.464026573534721	unchanged	chr11	69066000	69067334	Hes7	chr11	69120153	69120653	0.037532	0.03162	-0.005912	-0.116009	53736	A				FALSE	FALSE
chr11_69330000_69335000_chr11_69365000_69370000	chr11	69330000	69335000	chr11	69365000	69370000	-0.0369109225067258	0.757264789059568	unchanged	chr11	69331960	69332460	Chd3	chr11	69369156	69369656	0.021009	0.021924	0.000915	-0.006005	37196	A				FALSE	FALSE
chr11_69400000_69425000_chr11_69600000_69625000	chr11	69400000	69425000	chr11	69600000	69625000	0.0089260127707384	0.917061391137951	unchanged	chr11	69418647	69419147	Shbg	chr11	69617655	69618155	0.020893	0.021806	0.000913	0.010002	199008	A				FALSE	FALSE
chr11_69580000_69585000_chr11_69620000_69625000	chr11	69580000	69585000	chr11	69620000	69625000	0.0664630178232887	0.603904098386687	unchanged	chr11	69580005	69580608	Sat2	chr11	69621773	69622273	0.017404	0.021401	0.003997	0.05008	41716.5	A				FALSE	FALSE
chr11_69580000_69585000_chr11_69620000_69625000	chr11	69580000	69585000	chr11	69620000	69625000	0.0664630178232887	0.603904098386687	unchanged	chr11	69581157	69581657	Sat2	chr11	69621773	69622273	0.030431	0.035906	0.005475	0.065641	40616	A				FALSE	FALSE
chr11_69650000_69660000_chr11_69750000_69760000	chr11	69650000	69660000	chr11	69750000	69760000	-0.1255154874863	0.0613171707291095	unchanged	chr11	69757962	69759322	Sox15	chr11	69655063	69655563	0.112439	0.10378	-0.008659	-0.040815	103329	B				FALSE	FALSE
chr11_69680000_69690000_chr11_69750000_69760000	chr11	69680000	69690000	chr11	69750000	69760000	-0.0594379014060019	0.418854757016338	unchanged	chr11	69681819	69682334	Polr2a	chr11	69758387	69758887	0.049202	0.043388	-0.005814	-0.121838	76560.5	A				FALSE	FALSE
chr11_69680000_69690000_chr11_69750000_69760000	chr11	69680000	69690000	chr11	69750000	69760000	-0.0594379014060019	0.418854757016338	unchanged	chr11	69685534	69686115	Polr2a	chr11	69758387	69758887	0.05266	0.022376	-0.030284	-0.581562	72812.5	A				FALSE	FALSE
chr11_69680000_69690000_chr11_69750000_69760000	chr11	69680000	69690000	chr11	69750000	69760000	-0.0594379014060019	0.418854757016338	unchanged	chr11	69757962	69759322	Senp3	chr11	69681834	69682334	0.127858	0.155867	0.028009	0.239197	76558	B				FALSE	FALSE
chr11_69680000_69690000_chr11_69750000_69760000	chr11	69680000	69690000	chr11	69750000	69760000	-0.0594379014060019	0.418854757016338	unchanged	chr11	69757962	69759322	Tnfsf13	chr11	69685534	69686034	0.101435	0.128285	0.02685	0.160581	72858	B				FALSE	FALSE
chr11_69680000_69690000_chr11_69870000_69880000	chr11	69680000	69690000	chr11	69870000	69880000	0.0164265166194042	0.889401510581045	unchanged	chr11	69681819	69682334	Tmem95	chr11	69877803	69878303	0.025251	0.021446	-0.003805	-0.054691	195976.5	A				FALSE	FALSE
chr11_69680000_69690000_chr11_69870000_69880000	chr11	69680000	69690000	chr11	69870000	69880000	0.0164265166194042	0.889401510581045	unchanged	chr11	69685534	69686115	Tmem95	chr11	69877803	69878303	0.036042	0.013556	-0.022486	-0.268848	192228.5	A				FALSE	FALSE
chr11_69750000_69760000_chr11_69870000_69880000	chr11	69750000	69760000	chr11	69870000	69880000	-0.0503934579247373	0.515140522734266	unchanged	chr11	69757962	69759322	Tmem95	chr11	69877803	69878303	0.082779	0.103311	0.020532	0.189926	119411	A				FALSE	FALSE
chr11_69755000_69760000_chr11_69835000_69840000	chr11	69755000	69760000	chr11	69835000	69840000	0.0484948654764114	0.740073356781527	unchanged	chr11	69757962	69759322	Nlgn2	chr11	69837534	69838034	0.067489	0.067466	-2.3e-05	0.006851	79142	A				FALSE	FALSE
chr11_69755000_69760000_chr11_69835000_69840000	chr11	69755000	69760000	chr11	69835000	69840000	0.0484948654764114	0.740073356781527	unchanged	chr11	69757962	69759322	Tmem256	chr11	69838263	69838763	0.0674	0.067324	-7.6e-05	0.006744	79871	A				FALSE	FALSE
chr11_69755000_69760000_chr11_69835000_69840000	chr11	69755000	69760000	chr11	69835000	69840000	0.0484948654764114	0.740073356781527	unchanged	chr11	69837534	69838763	Polr2a	chr11	69758387	69758887	0.06533	0.065369	3.9e-05	-0.016297	79511.5	B				FALSE	FALSE
chr11_69765000_69770000_chr11_69800000_69805000	chr11	69765000	69770000	chr11	69800000	69805000	-0.0503519190045556	0.648598220737289	unchanged	chr11	69766197	69766697	Fgf11	chr11	69801607	69802107	0.024871	0.031999	0.007128	0.063955	35410	A				FALSE	FALSE
chr11_69800000_69805000_chr11_69835000_69840000	chr11	69800000	69805000	chr11	69835000	69840000	-0.035741712266721	0.770327867995236	unchanged	chr11	69837534	69838763	Fgf11	chr11	69801607	69802107	0.157299	0.163267	0.005968	-0.011038	36291.5	B				FALSE	FALSE
chr11_70220000_70230000_chr11_70660000_70670000	chr11	70220000	70230000	chr11	70660000	70670000	-0.232601872540311	0.0821193868455218	unchanged	chr11	70668729	70669666	Bcl6b	chr11	70229548	70230048	0.018849	0.022876	0.004027	0.052951	439399.5	B				FALSE	FALSE
chr11_70220000_70230000_chr11_70660000_70670000	chr11	70220000	70230000	chr11	70660000	70670000	-0.232601872540311	0.0821193868455218	unchanged	chr11	70668729	70669666	Slc16a13	chr11	70220814	70221314	0.030481	0.016615	-0.013866	-0.178153	448133.5	B				FALSE	FALSE
chr11_70410000_70420000_chr11_70500000_70510000	chr11	70410000	70420000	chr11	70500000	70510000	0.0783470242863841	0.265450253433287	unchanged	chr11	70409781	70410309	Tm4sf5	chr11	70504993	70505493	0.020304	0	-0.020304	-0.110543	95198	A				FALSE	FALSE
chr11_70425000_70450000_chr11_70600000_70625000	chr11	70425000	70450000	chr11	70600000	70625000	-0.119994110966686	0.0358264100135261	down_in_mutant	chr11	70432201	70433325	4930544D05Rik	chr11	70615597	70616097	0.073287	0.069078	-0.004209	0.017108	183084	A				TRUE	FALSE
chr11_70425000_70450000_chr11_70600000_70625000	chr11	70425000	70450000	chr11	70600000	70625000	-0.119994110966686	0.0358264100135261	down_in_mutant	chr11	70432201	70433325	Chrne	chr11	70618966	70619466	0.073138	0	-0.073138	-0.393098	186453	A				TRUE	FALSE
chr11_70425000_70450000_chr11_70625000_70650000	chr11	70425000	70450000	chr11	70625000	70650000	-0.0912890868881606	0.0996598736256947	unchanged	chr11	70432201	70433325	Gp1ba	chr11	70638871	70639371	0.051537	0	-0.051537	-0.338757	206358	A				FALSE	FALSE
chr11_70425000_70450000_chr11_70625000_70650000	chr11	70425000	70450000	chr11	70625000	70650000	-0.0912890868881606	0.0996598736256947	unchanged	chr11	70432201	70433325	Rnf167	chr11	70646984	70647484	0.04366	0.023363	-0.020297	-0.241303	214471	A				FALSE	FALSE
chr11_70425000_70450000_chr11_70625000_70650000	chr11	70425000	70450000	chr11	70625000	70650000	-0.0912890868881606	0.0996598736256947	unchanged	chr11	70432201	70433325	Slc25a11	chr11	70647229	70647729	0.043617	0.023341	-0.020276	-0.241346	214716	A				FALSE	FALSE
chr11_70425000_70450000_chr11_70625000_70650000	chr11	70425000	70450000	chr11	70625000	70650000	-0.0912890868881606	0.0996598736256947	unchanged	chr11	70646912	70647729	Arrb2	chr11	70432384	70432884	0.023577	0.016382	-0.007195	-0.0867	214686.5	B				FALSE	FALSE
chr11_70430000_70435000_chr11_70505000_70510000	chr11	70430000	70435000	chr11	70505000	70510000	0.0986011584864458	0.409973075018029	unchanged	chr11	70432201	70433325	Tm4sf5	chr11	70504993	70505493	0.170919	0	-0.170919	-0.930543	72480	A				FALSE	FALSE
chr11_70430000_70440000_chr11_70520000_70530000	chr11	70430000	70440000	chr11	70520000	70530000	-0.0151147270243999	0.863731818356303	unchanged	chr11	70432201	70433325	Psmb6	chr11	70525116	70525616	0.080117	0.068133	-0.011984	-0.058814	92603	A				FALSE	FALSE
chr11_70430000_70440000_chr11_70750000_70760000	chr11	70430000	70440000	chr11	70750000	70760000	-0.212465482955787	0.0329223625175736	down_in_mutant	chr11	70432201	70433325	Gm12320	chr11	70754901	70755401	0.092707	0.066572	-0.026135	-0.156927	322388	A				TRUE	FALSE
chr11_70450000_70455000_chr11_70505000_70510000	chr11	70450000	70455000	chr11	70505000	70510000	-0.0720142844889521	0.53436284192796	unchanged	chr11	70451668	70452346	Tm4sf5	chr11	70504993	70505493	0.130302	0	-0.130302	-0.709411	53236	A				FALSE	FALSE
chr11_70525000_70530000_chr11_70560000_70565000	chr11	70525000	70530000	chr11	70560000	70565000	0.124579745395404	0.251448144215313	unchanged	chr11	70525111	70525616	Mink1	chr11	70562630	70563130	0.034592	0.038458	0.003866	0.048849	37516.5	A				FALSE	FALSE
chr11_70525000_70530000_chr11_70560000_70565000	chr11	70525000	70530000	chr11	70560000	70565000	0.124579745395404	0.251448144215313	unchanged	chr11	70562455	70563130	Psmb6	chr11	70525116	70525616	0.034274	0.038605	0.004331	0.046963	37426.5	B				FALSE	FALSE
chr11_70640000_70650000_chr11_70700000_70710000	chr11	70640000	70650000	chr11	70700000	70710000	-0.0749614029564528	0.291793139935564	unchanged	chr11	70646912	70647729	Inca1	chr11	70699905	70700405	0.047703	0.059421	0.011718	0.154586	52834.5	A				FALSE	FALSE
chr11_70640000_70650000_chr11_70700000_70710000	chr11	70640000	70650000	chr11	70700000	70710000	-0.0749614029564528	0.291793139935564	unchanged	chr11	70646912	70647729	Kif1c	chr11	70700297	70700797	0.047752	0.059502	0.01175	0.154652	53226.5	A				FALSE	FALSE
chr11_70640000_70650000_chr11_70700000_70710000	chr11	70640000	70650000	chr11	70700000	70710000	-0.0749614029564528	0.291793139935564	unchanged	chr11	70699905	70700797	Rnf167	chr11	70646984	70647484	0.027859	0.034425	0.006566	0.10553	53117	B				FALSE	FALSE
chr11_70640000_70650000_chr11_70700000_70710000	chr11	70640000	70650000	chr11	70700000	70710000	-0.0749614029564528	0.291793139935564	unchanged	chr11	70699905	70700797	Slc25a11	chr11	70647229	70647729	0.027835	0.034393	0.006558	0.105495	52872	B				FALSE	FALSE
chr11_70680000_70690000_chr11_70750000_70760000	chr11	70680000	70690000	chr11	70750000	70760000	-0.0002087187108419	0.998384973186331	unchanged	chr11	70687069	70687569	Gm12320	chr11	70754901	70755401	0.01853	0.025344	0.006814	0.05052	67832	A				FALSE	FALSE
chr11_70680000_70690000_chr11_70750000_70760000	chr11	70680000	70690000	chr11	70750000	70760000	-0.0002087187108419	0.998384973186331	unchanged	chr11	70687699	70688355	Gm12320	chr11	70754901	70755401	0.028014	0.039846	0.011832	0.086794	67124	A				FALSE	FALSE
chr11_70700000_70710000_chr11_70750000_70760000	chr11	70700000	70710000	chr11	70750000	70760000	0.0595382409100426	0.416108503238462	unchanged	chr11	70699905	70700797	Gm12320	chr11	70754901	70755401	0.033231	0.048806	0.015575	0.113427	54800	A				FALSE	FALSE
chr11_70970000_70975000_chr11_71015000_71020000	chr11	70970000	70975000	chr11	71015000	71020000	-0.281775374875425	0.0246726771396645	down_in_mutant	chr11	70969723	70970466	Derl2	chr11	71019591	71020091	0.045776	0.047559	0.001783	0.015656	49746.5	A				TRUE	FALSE
chr11_70970000_70975000_chr11_71015000_71020000	chr11	70970000	70975000	chr11	71015000	71020000	-0.281775374875425	0.0246726771396645	down_in_mutant	chr11	70969723	70970466	Mis12	chr11	71019360	71019860	0.045788	0.047578	0.00179	0.015719	49515.5	A				TRUE	FALSE
chr11_70970000_70975000_chr11_71015000_71020000	chr11	70970000	70975000	chr11	71015000	71020000	-0.281775374875425	0.0246726771396645	down_in_mutant	chr11	71019307	71020091	Nup88	chr11	70969723	70970223	0.071464	0.077917	0.006453	0.073525	49726	B				TRUE	FALSE
chr11_70970000_70975000_chr11_71015000_71020000	chr11	70970000	70975000	chr11	71015000	71020000	-0.281775374875425	0.0246726771396645	down_in_mutant	chr11	71019307	71020091	Rpain	chr11	70969962	70970462	0.094645	0.09019	-0.004455	-0.004896	49487	B				TRUE	FALSE
chr11_71000000_71025000_chr11_72025000_72050000	chr11	71000000	71025000	chr11	72025000	72050000	-0.0281676157780546	0.789489051999508	unchanged	chr11	71019307	71020091	Aipl1	chr11	72037259	72037759	0.027204	0.03416	0.006956	0.031633	1017810	A				FALSE	FALSE
chr11_71000000_71025000_chr11_72025000_72050000	chr11	71000000	71025000	chr11	72025000	72050000	-0.0281676157780546	0.789489051999508	unchanged	chr11	71019307	71020091	Pimreg	chr11	72041781	72042281	0.029995	0.017615	-0.01238	-0.050615	1022332	A				FALSE	FALSE
chr11_71000000_71025000_chr11_72200000_72225000	chr11	71000000	71025000	chr11	72200000	72225000	-0.109283641102147	0.355526180956741	unchanged	chr11	71019307	71020091	4933427D14Rik	chr11	72207209	72207709	0.014122	0.021915	0.007793	0.04026	1187760	A				FALSE	FALSE
chr11_71000000_71025000_chr11_72200000_72225000	chr11	71000000	71025000	chr11	72200000	72225000	-0.109283641102147	0.355526180956741	unchanged	chr11	71019307	71020091	Gm43951	chr11	72206776	72207276	0.014165	0.021982	0.007817	0.040258	1187327	A				FALSE	FALSE
chr11_71000000_71025000_chr11_72200000_72225000	chr11	71000000	71025000	chr11	72200000	72225000	-0.109283641102147	0.355526180956741	unchanged	chr11	71019307	71020091	Txndc17	chr11	72207296	72207796	0.014112	0.021901	0.007789	0.040261	1187847	A				FALSE	FALSE
chr11_71750000_71760000_chr11_71930000_71940000	chr11	71750000	71760000	chr11	71930000	71940000	-0.327231693131887	0.0017252091709439	down_in_mutant	chr11	71750641	71751141	4930401O10Rik	chr11	71939872	71940372	0.029161	0.030527	0.001366	-0.058957	189231	A	loop_9622	Active_Promoter-Other	weak_differential	TRUE	TRUE
chr11_71750000_71760000_chr11_71930000_71940000	chr11	71750000	71760000	chr11	71930000	71940000	-0.327231693131887	0.0017252091709439	down_in_mutant	chr11	71939123	71939623	Wscd1	chr11	71749669	71750169	0.070571	0.042614	-0.027957	-0.173666	189454	B	loop_9622	Active_Promoter-Other	weak_differential	TRUE	TRUE
chr11_71900000_71905000_chr11_71935000_71940000	chr11	71900000	71905000	chr11	71935000	71940000	-0.108018071161884	0.304756311317414	unchanged	chr11	71902388	71902888	4930401O10Rik	chr11	71939872	71940372	0.025815	0.019488	-0.006327	-0.091905	37484	A				FALSE	FALSE
chr11_72060000_72070000_chr11_72130000_72140000	chr11	72060000	72070000	chr11	72130000	72140000	-0.0553213066236157	0.401751585654384	unchanged	chr11	72065054	72065554	Pitpnm3	chr11	72135528	72136028	0.023154	0.017875	-0.005279	-0.064093	70474	A				FALSE	FALSE
chr11_72060000_72070000_chr11_72130000_72140000	chr11	72060000	72070000	chr11	72130000	72140000	-0.0553213066236157	0.401751585654384	unchanged	chr11	72066278	72066778	Pitpnm3	chr11	72135528	72136028	0.016863	0.020583	0.00372	0.017178	69250	A				FALSE	FALSE
chr11_72060000_72070000_chr11_72130000_72140000	chr11	72060000	72070000	chr11	72130000	72140000	-0.0553213066236157	0.401751585654384	unchanged	chr11	72067248	72067748	Pitpnm3	chr11	72135528	72136028	0.031506	0.032578	0.001072	-0.017533	68280	A				FALSE	FALSE
chr11_72200000_72225000_chr11_72425000_72450000	chr11	72200000	72225000	chr11	72425000	72450000	0.0204897850633777	0.804878776457768	unchanged	chr11	72206291	72207796	Ggt6	chr11	72435275	72435775	0.027085	0.021681	-0.005404	-0.021771	228481.5	A				FALSE	FALSE
chr11_72200000_72225000_chr11_72425000_72450000	chr11	72200000	72225000	chr11	72425000	72450000	0.0204897850633777	0.804878776457768	unchanged	chr11	72214887	72215842	Ggt6	chr11	72435275	72435775	0.043431	0.043995	0.000564	-0.000527	220160.5	A				FALSE	FALSE
chr11_72200000_72225000_chr11_72425000_72450000	chr11	72200000	72225000	chr11	72425000	72450000	0.0204897850633777	0.804878776457768	unchanged	chr11	72206291	72207796	Mybbp1a	chr11	72441104	72441604	0.028979	0.025275	-0.003704	-0.025614	234310.5	A				FALSE	FALSE
chr11_72200000_72225000_chr11_72425000_72450000	chr11	72200000	72225000	chr11	72425000	72450000	0.0204897850633777	0.804878776457768	unchanged	chr11	72214887	72215842	Mybbp1a	chr11	72441104	72441604	0.049866	0.036375	-0.013491	-0.073729	225989.5	A				FALSE	FALSE
chr11_72605000_72610000_chr11_72690000_72695000	chr11	72605000	72610000	chr11	72690000	72695000	0.098741375030875	0.451917046188864	unchanged	chr11	72606972	72607532	Ankfy1	chr11	72689755	72690255	0.111693	0.124688	0.012995	0.078202	82753	A				FALSE	FALSE
chr11_72605000_72610000_chr11_72690000_72695000	chr11	72605000	72610000	chr11	72690000	72695000	0.098741375030875	0.451917046188864	unchanged	chr11	72608179	72608679	Ankfy1	chr11	72689755	72690255	0.07528	0.086006	0.010726	0.060495	81576	A				FALSE	FALSE
chr11_72605000_72610000_chr11_72690000_72695000	chr11	72605000	72610000	chr11	72690000	72695000	0.098741375030875	0.451917046188864	unchanged	chr11	72689755	72690381	Ube2g1	chr11	72607032	72607532	0.022053	0.029126	0.007073	0.044144	82786	B				FALSE	FALSE
chr11_74625000_74650000_chr11_74825000_74850000	chr11	74625000	74650000	chr11	74825000	74850000	-0.0786033997891721	0.152170394001377	unchanged	chr11	74638452	74638952	Mnt	chr11	74830669	74831169	0.02006	0.020146	8.6e-05	-0.006698	192217	A				FALSE	FALSE
chr11_74625000_74650000_chr11_74825000_74850000	chr11	74625000	74650000	chr11	74825000	74850000	-0.0786033997891721	0.152170394001377	unchanged	chr11	74830235	74831169	Cluh	chr11	74649244	74649744	0.054654	0.050127	-0.004527	-0.011413	181208	B				FALSE	FALSE
chr11_74625000_74650000_chr11_74825000_74850000	chr11	74625000	74650000	chr11	74825000	74850000	-0.0786033997891721	0.152170394001377	unchanged	chr11	74831977	74832477	Cluh	chr11	74649244	74649744	0.027161	0.025975	-0.001186	0.004937	182733	B				FALSE	FALSE
chr11_74635000_74640000_chr11_74770000_74775000	chr11	74635000	74640000	chr11	74770000	74775000	-0.191440915194625	0.221791218740144	unchanged	chr11	74637844	74638344	Mettl16	chr11	74770579	74771079	0.024906	0.020655	-0.004251	-0.038078	132735	A				FALSE	FALSE
chr11_74635000_74640000_chr11_74770000_74775000	chr11	74635000	74640000	chr11	74770000	74775000	-0.191440915194625	0.221791218740144	unchanged	chr11	74638452	74638952	Mettl16	chr11	74770579	74771079	0.04623	0.030734	-0.015496	-0.121204	132127	A				FALSE	FALSE
chr11_74720000_74730000_chr11_74770000_74780000	chr11	74720000	74730000	chr11	74770000	74780000	0.0179447723176594	0.820613219462075	unchanged	chr11	74724084	74724920	Mettl16	chr11	74770579	74771079	0.063892	0.083145	0.019253	0.102636	46327	A				FALSE	FALSE
chr11_74720000_74730000_chr11_74770000_74780000	chr11	74720000	74730000	chr11	74770000	74780000	0.0179447723176594	0.820613219462075	unchanged	chr11	74770579	74771198	Pafah1b1	chr11	74724420	74724920	0.026555	0.034993	0.008438	0.066354	46218.5	B				FALSE	FALSE
chr11_74720000_74730000_chr11_74830000_74840000	chr11	74720000	74730000	chr11	74830000	74840000	-0.0008493045348995	0.993961979072786	unchanged	chr11	74724084	74724920	Mnt	chr11	74830669	74831169	0.013957	0.022237	0.00828	0.107071	106417	A				FALSE	FALSE
chr11_74720000_74730000_chr11_74830000_74840000	chr11	74720000	74730000	chr11	74830000	74840000	-0.0008493045348995	0.993961979072786	unchanged	chr11	74830235	74831169	Pafah1b1	chr11	74724420	74724920	0.045061	0.070466	0.025405	0.202617	106032	B				FALSE	FALSE
chr11_74720000_74730000_chr11_74830000_74840000	chr11	74720000	74730000	chr11	74830000	74840000	-0.0008493045348995	0.993961979072786	unchanged	chr11	74831977	74832477	Pafah1b1	chr11	74724420	74724920	0.022361	0.036497	0.014136	0.112968	107557	B				FALSE	FALSE
chr11_75130000_75135000_chr11_75165000_75170000	chr11	75130000	75135000	chr11	75165000	75170000	-0.211098903456373	0.0724253111031322	unchanged	chr11	75132250	75132750	Hic1	chr11	75169269	75169769	0.043571	0.019387	-0.024184	-0.283894	37019	A				FALSE	FALSE
chr11_75130000_75135000_chr11_75165000_75170000	chr11	75130000	75135000	chr11	75165000	75170000	-0.211098903456373	0.0724253111031322	unchanged	chr11	75133310	75133810	Hic1	chr11	75169269	75169769	0.020146	0.006361	-0.013785	-0.155127	35959	A				FALSE	FALSE
chr11_75175000_75200000_chr11_75275000_75300000	chr11	75175000	75200000	chr11	75275000	75300000	-0.0328185768576833	0.638760566164629	unchanged	chr11	75279933	75280902	Dph1	chr11	75190991	75191491	0.027716	0.018166	-0.00955	-0.16457	89176.5	B				FALSE	FALSE
