cluster_id	n_overlaps	kept_index	kept_resolution	kept_fdr	n_resolutions	resolutions_list	merged_indices	merged_resolutions
3021	2	3052	5kb	0.918519996838216	2	5,10	3052,21449	5kb,10kb
3022	4	3053	5kb	0.53064170162445	3	5,10,25	3053,4959,33786,54936	5kb,5kb,10kb,25kb
3023	2	21402	10kb	0.613369322825173	2	5,10	3054,21402	5kb,10kb
3024	2	55048	25kb	0.407417587003292	2	5,25	3055,55048	5kb,25kb
3025	2	3056	5kb	0.149593541943952	2	5,10	3056,21458	5kb,10kb
3026	2	39350	10kb	0.694584053386606	2	5,10	3057,39350	5kb,10kb
3027	3	39346	10kb	0.621239652497798	3	5,10,25	3058,39346,55114	5kb,10kb,25kb
3028	3	58572	25kb	0.0164964604349191	3	5,10,25	3059,21461,58572	5kb,10kb,25kb
3030	3	55204	25kb	0.00063790505084847	3	5,10,25	3061,34022,55204	5kb,10kb,25kb
3032	2	58580	25kb	0.737224392136717	2	5,25	3063,58580	5kb,25kb
3033	3	58545	25kb	0.131342982034632	3	5,10,25	3064,34020,58545	5kb,10kb,25kb
3035	2	3066	5kb	0.172848777249435	2	5,10	3066,18963	5kb,10kb
3036	2	3067	5kb	0.758943061995735	2	5,25	3067,55237	5kb,25kb
3037	2	18957	10kb	0.246452620279574	2	5,10	3068,18957	5kb,10kb
3040	2	3072	5kb	0.0318148665297567	1	5	3072,6032	5kb,5kb
3045	3	37997	10kb	0.158943002575117	2	5,10	3077,15740,37997	5kb,5kb,10kb
3046	2	21484	10kb	0.0280988106459218	2	5,10	3078,21484	5kb,10kb
3048	3	34300	10kb	0.792254407119278	2	5,10	3080,5995,34300	5kb,5kb,10kb
3055	2	58602	25kb	0.351345851345972	2	5,25	3087,58602	5kb,25kb
3057	3	55321	25kb	0.0273009559493475	3	5,10,25	3089,34302,55321	5kb,10kb,25kb
3058	2	39385	10kb	0.60673221536083	2	5,10	3090,39385	5kb,10kb
3060	2	3092	5kb	0.851251591749543	2	5,10	3092,37999	5kb,10kb
3062	2	21505	10kb	0.0721601971600072	2	5,10	3094,21505	5kb,10kb
3063	2	3095	5kb	0.734778788279251	2	5,10	3095,21500	5kb,10kb
3065	2	34507	10kb	0.490179036808086	2	5,10	3097,34507	5kb,10kb
3067	2	3099	5kb	0.903966993626893	2	5,10	3099,38020	5kb,10kb
3069	2	34460	10kb	0.105763115161085	2	5,10	3101,34460	5kb,10kb
3071	2	39383	10kb	0.342716793442746	2	5,10	3104,39383	5kb,10kb
3075	2	23944	10kb	0.036862163239782	2	5,10	3108,23944	5kb,10kb
3076	2	3109	5kb	0.53012732285511	2	5,10	3109,21502	5kb,10kb
3077	3	19937	10kb	0.563467123371499	3	5,10,25	3110,19937,55307	5kb,10kb,25kb
3080	2	3113	5kb	0.477297760913342	2	5,10	3113,21495	5kb,10kb
3081	3	3115	5kb	0.181759014297007	2	5,10	3115,19949,21488	5kb,10kb,10kb
3085	2	34612	10kb	0.292624138344506	2	5,10	3119,34612	5kb,10kb
3086	3	18985	10kb	0.0555333464856938	2	5,10	3120,13084,18985	5kb,5kb,10kb
3087	2	3121	5kb	0.542509521368078	2	5,10	3121,34489	5kb,10kb
3090	4	25151	10kb	0.0209629407206699	2	5,10	3124,17658,23958,25151	5kb,5kb,10kb,10kb
3092	2	34572	10kb	0.00119962330615328	2	5,10	3126,34572	5kb,10kb
3093	2	38065	10kb	0.868912627601207	2	5,10	3127,38065	5kb,10kb
3094	2	3128	5kb	0.0768940632708176	2	5,10	3128,21529	5kb,10kb
3095	2	3129	5kb	0.619039362183996	2	5,10	3129,21523	5kb,10kb
3096	2	34499	10kb	0.365254474828827	2	5,10	3130,34499	5kb,10kb
3097	2	34567	10kb	0.0609502665166561	2	5,10	3131,34567	5kb,10kb
3098	2	34428	10kb	0.225855248039732	2	5,10	3132,34428	5kb,10kb
3099	2	39401	10kb	0.282718707202548	2	5,10	3133,39401	5kb,10kb
3100	2	40183	10kb	0.00127175940332184	2	5,10	3134,40183	5kb,10kb
3101	3	48333	25kb	0.0302608519341161	3	5,10,25	3135,34590,48333	5kb,10kb,25kb
3102	2	38034	10kb	0.0415362833765085	2	5,10	3136,38034	5kb,10kb
3103	2	21530	10kb	0.0223099062081108	2	5,10	3137,21530	5kb,10kb
3104	3	42961	25kb	0.936461147307476	3	5,10,25	3138,38038,42961	5kb,10kb,25kb
3106	2	34538	10kb	0.48746885379606	2	5,10	3140,34538	5kb,10kb
3108	2	34511	10kb	0.564761843191818	2	5,10	3142,34511	5kb,10kb
3109	3	3143	5kb	0.739708168815359	2	5,10	3143,19979,34576	5kb,10kb,10kb
3111	2	3145	5kb	0.534646528442505	2	5,10	3145,39389	5kb,10kb
3112	2	3146	5kb	0.0422630770698651	2	5,10	3146,34485	5kb,10kb
3114	2	34648	10kb	0.453599139636958	2	5,10	3148,34648	5kb,10kb
3115	2	34494	10kb	0.85188449326838	2	5,10	3149,34494	5kb,10kb
3116	2	19007	10kb	0.0669202662059044	2	5,10	3150,19007	5kb,10kb
3117	2	38063	10kb	0.243192555099474	2	5,10	3151,38063	5kb,10kb
3118	4	22701	10kb	0.0387220235963941	3	5,10,25	3152,22701,38077,44484	5kb,10kb,10kb,25kb
3119	2	3153	5kb	0.652117935348179	2	5,10	3153,40193	5kb,10kb
3122	2	21541	10kb	0.150237554895325	2	5,10	3156,21541	5kb,10kb
3123	3	21547	10kb	0.00109309130136039	3	5,10,25	3157,21547,45738	5kb,10kb,25kb
3124	2	21513	10kb	0.341517801624284	2	5,10	3158,21513	5kb,10kb
3125	2	21556	10kb	0.560913767268839	2	5,10	3159,21556	5kb,10kb
3126	3	34637	10kb	0.656582204283123	3	5,10,25	3160,34637,55491	5kb,10kb,25kb
3129	3	3163	5kb	0.445664735634734	3	5,10,25	3163,40205,55498	5kb,10kb,25kb
3130	2	3164	5kb	0.352455933219203	2	5,10	3164,21542	5kb,10kb
3131	3	59851	25kb	0.142974379572934	3	5,10,25	3165,21539,59851	5kb,10kb,25kb
3132	2	3166	5kb	0.522961159044839	2	5,10	3166,21566	5kb,10kb
3134	2	39428	10kb	0.0456098965425375	2	5,10	3168,39428	5kb,10kb
3135	3	55582	25kb	0.00145184123385076	3	5,10,25	3169,34633,55582	5kb,10kb,25kb
3136	3	34564	10kb	0.000966340639696813	3	5,10,25	3170,34564,59837	5kb,10kb,25kb
3137	3	55706	25kb	0.00532506672858008	3	5,10,25	3171,38113,55706	5kb,10kb,25kb
3138	2	55673	25kb	0.742223722147938	2	5,25	3172,55673	5kb,25kb
3139	2	3173	5kb	0.0670077872495847	2	5,10	3173,21568	5kb,10kb
3140	2	21587	10kb	0.368836756270711	2	5,10	3174,21587	5kb,10kb
3142	2	38122	10kb	0.0451533299680185	2	5,10	3177,38122	5kb,10kb
3150	3	34997	10kb	0.0601469995221464	2	5,10	3185,21597,34997	5kb,10kb,10kb
3154	2	34918	10kb	0.0278185860654381	2	5,10	3189,34918	5kb,10kb
3155	2	25232	10kb	0.0928107050649946	2	5,10	3190,25232	5kb,10kb
3157	3	35036	10kb	0.210817056595843	2	5,10	3192,4041,35036	5kb,5kb,10kb
3160	2	3195	5kb	0.445781474611231	2	5,10	3195,39445	5kb,10kb
3161	3	44562	25kb	0.0123655202690627	3	5,10,25	3196,39451,44562	5kb,10kb,25kb
3162	3	44563	25kb	0.755643377467516	3	5,10,25	3197,19050,44563	5kb,10kb,25kb
3163	2	35116	10kb	0.960566564983778	2	5,10	3198,35116	5kb,10kb
3166	2	25245	10kb	0.0377626402861831	2	5,10	3201,25245	5kb,10kb
3167	2	34878	10kb	0.0180856430889288	2	5,10	3202,34878	5kb,10kb
3168	2	3203	5kb	0.885751770210686	2	5,10	3203,34896	5kb,10kb
3170	2	34929	10kb	0.00684858166495405	2	5,10	3205,34929	5kb,10kb
3171	2	21594	10kb	0.0224514694182121	2	5,10	3206,21594	5kb,10kb
3173	2	21602	10kb	0.44126971205013	2	5,10	3208,21602	5kb,10kb
3175	2	3210	5kb	0.451102435064575	2	5,25	3210,55857	5kb,25kb
3176	2	39461	10kb	0.297946265928116	2	5,10	3211,39461	5kb,10kb
3177	3	39487	10kb	0.206081273354676	3	5,10,25	3212,39487,55991	5kb,10kb,25kb
3178	2	38170	10kb	0.175924486885601	2	5,10	3213,38170	5kb,10kb
3180	2	3215	5kb	0.613599294891451	2	5,10	3215,35069	5kb,10kb
3181	3	21612	10kb	0.00143068780022474	3	5,10,25	3216,21612,41727	5kb,10kb,25kb
3182	2	38186	10kb	0.0223612266149663	2	5,10	3217,38186	5kb,10kb
3183	2	22747	10kb	0.542517619187863	2	5,10	3218,22747	5kb,10kb
3184	2	39473	10kb	0.535191600943005	2	5,10	3219,39473	5kb,10kb
3185	2	21622	10kb	0.832561020090692	2	5,10	3220,21622	5kb,10kb
3187	2	3222	5kb	0.0514452710202844	2	5,10	3222,21618	5kb,10kb
3188	2	3223	5kb	0.939783266617642	2	5,10	3223,21630	5kb,10kb
3193	2	35124	10kb	0.154875579910171	2	5,10	3228,35124	5kb,10kb
3194	2	3229	5kb	0.668429682856817	2	5,10	3229,39477	5kb,10kb
3195	3	38165	10kb	0.703273330394003	3	5,10,25	3230,38165,44572	5kb,10kb,25kb
3196	3	21652	10kb	0.0980416751046146	3	5,10,25	3231,21652,44579	5kb,10kb,25kb
3197	2	20012	10kb	0.247346380911298	2	5,10	3232,20012	5kb,10kb
3198	2	3233	5kb	0.880046687191815	2	5,10	3233,35008	5kb,10kb
3199	2	35087	10kb	0.180844695457198	2	5,10	3234,35087	5kb,10kb
3201	2	3237	5kb	0.284504663689954	2	5,10	3237,21653	5kb,10kb
3203	2	35256	10kb	9.11944669701854e-06	2	5,10	3239,35256	5kb,10kb
3204	2	20024	10kb	0.0857574975735704	2	5,10	3240,20024	5kb,10kb
3208	3	3244	5kb	0.0250220643515027	3	5,10,25	3244,35214,55989	5kb,10kb,25kb
3209	2	3245	5kb	0.605586873716712	2	5,10	3245,38206	5kb,10kb
3211	2	3247	5kb	0.0287498320047992	2	5,10	3247,21662	5kb,10kb
3212	2	21672	10kb	0.0597295526788844	2	5,10	3248,21672	5kb,10kb
3213	3	35328	10kb	0.0253771792799286	3	5,10,25	3249,35328,56237	5kb,10kb,25kb
3214	3	56210	25kb	0.0131262288524049	3	5,10,25	3250,38212,56210	5kb,10kb,25kb
3215	2	3251	5kb	0.173363756594817	2	5,10	3251,35305	5kb,10kb
3216	5	44581	25kb	0.65600504095053	3	5,10,25	3252,35287,56153,44581,38210	5kb,10kb,25kb,25kb,10kb
3217	3	3253	5kb	0.192718062607992	3	5,10,25	3253,35279,56207	5kb,10kb,25kb
3218	2	21680	10kb	0.140750432452365	2	5,10	3254,21680	5kb,10kb
3219	2	35308	10kb	0.0149873355543256	2	5,10	3255,35308	5kb,10kb
3220	3	58745	25kb	0.00901096020317563	3	5,10,25	3256,38211,58745	5kb,10kb,25kb
3221	4	56156	25kb	0.131291563969465	3	5,10,25	3257,35315,56156,58759	5kb,10kb,25kb,25kb
3222	3	35290	10kb	0.0317504397839386	3	5,10,25	3258,35290,56071	5kb,10kb,25kb
3223	2	3259	5kb	0.582047155222758	2	5,10	3259,35656	5kb,10kb
3228	3	35501	10kb	0.30716796086936	3	5,10,25	3264,35501,56352	5kb,10kb,25kb
3229	2	3265	5kb	0.405502679471033	2	5,10	3265,39510	5kb,10kb
3231	4	3267	5kb	0.314713072597959	3	5,10,25	3267,35503,58787,60697	5kb,10kb,25kb,25kb
3235	2	3272	5kb	0.58513018660977	2	5,10	3272,21711	5kb,10kb
3238	2	3275	5kb	0.451913023768042	2	5,10	3275,35729	5kb,10kb
3240	2	19114	10kb	0.824881058269464	2	5,10	3277,19114	5kb,10kb
3241	4	35550	10kb	0.272493715823608	3	5,10,25	3278,35550,56297,17724	5kb,10kb,25kb,5kb
3245	2	3282	5kb	0.286964129353895	2	5,25	3282,56413	5kb,25kb
3248	3	3286	5kb	0.419134372902427	3	5,10,25	3286,35775,56446	5kb,10kb,25kb
3249	2	38267	10kb	0.00407835715845034	2	5,10	3287,38267	5kb,10kb
3253	2	3292	5kb	0.0471663777326859	2	5,10	3292,19112	5kb,10kb
3254	2	21701	10kb	0.0536473867274314	2	5,10	3293,21701	5kb,10kb
3256	2	3295	5kb	0.265231891474269	2	5,10	3295,20068	5kb,10kb
3258	3	56447	25kb	0.294074882734175	3	5,10,25	3297,21715,56447	5kb,10kb,25kb
3259	2	35576	10kb	0.342716793442746	2	5,10	3298,35576	5kb,10kb
3260	2	39529	10kb	0.0281247749938825	2	5,10	3299,39529	5kb,10kb
3262	3	35774	10kb	0.000318071522105032	2	5,10	3301,6136,35774	5kb,5kb,10kb
3264	2	39541	10kb	0.313431588912041	2	5,10	3303,39541	5kb,10kb
3265	2	3304	5kb	0.090983298133019	2	5,10	3304,21728	5kb,10kb
3267	3	35830	10kb	0.152193055119234	3	5,10,25	3306,35830,56474	5kb,10kb,25kb
3268	3	21732	10kb	0.229857156949895	3	5,10,25	3307,21732,44666	5kb,10kb,25kb
3270	3	3309	5kb	0.366066206914814	3	5,10,25	3309,44663,38304	5kb,25kb,10kb
3273	3	21727	10kb	0.19574225309259	3	5,10,25	3312,21727,43125	5kb,10kb,25kb
3274	2	3313	5kb	0.481633975225376	2	5,10	3313,21724	5kb,10kb
3275	2	3314	5kb	0.144976976229042	2	5,10	3314,38282	5kb,10kb
3276	2	21721	10kb	0.135787291805892	2	5,10	3315,21721	5kb,10kb
3277	3	35932	10kb	0.0990743351392525	3	5,10,25	3316,35932,56554	5kb,10kb,25kb
3278	2	21749	10kb	0.000541049988678705	2	5,10	3317,21749	5kb,10kb
3280	3	56602	25kb	0.84804285864007	3	5,10,25	3319,35872,56602	5kb,10kb,25kb
3281	2	22806	10kb	0.813877598819622	2	5,10	3320,22806	5kb,10kb
3282	2	21778	10kb	0.080367944558203	2	5,10	3322,21778	5kb,10kb
3284	2	3324	5kb	0.167553616357203	2	5,10	3324,21740	5kb,10kb
3285	2	3325	5kb	0.551078878414706	2	5,10	3325,35895	5kb,10kb
3287	2	3327	5kb	0.104869756026698	2	5,10	3327,35961	5kb,10kb
3288	3	25357	10kb	0.639991710402211	2	5,10	3328,21763,25357	5kb,10kb,10kb
3289	2	58834	25kb	0.581577560960435	2	5,25	3329,58834	5kb,25kb
3291	2	3331	5kb	0.322665359780265	2	5,10	3331,36007	5kb,10kb
3292	2	35985	10kb	0.0868162304341525	2	5,10	3332,35985	5kb,10kb
3293	2	38341	10kb	0.201734526840136	2	5,10	3333,38341	5kb,10kb
3294	2	3334	5kb	0.202777899036386	2	5,10	3334,21775	5kb,10kb
3295	3	36013	10kb	0.0349490477667014	3	5,10,25	3335,36013,41821	5kb,10kb,25kb
3296	2	3336	5kb	0.528135708174773	2	5,10	3336,36233	5kb,10kb
3299	2	21802	10kb	0.33268214658707	2	5,10	3339,21802	5kb,10kb
3300	2	21796	10kb	0.126208429767793	2	5,10	3340,21796	5kb,10kb
3301	2	36299	10kb	0.829098827406271	2	5,10	3341,36299	5kb,10kb
3302	2	3342	5kb	0.18905676808397	2	5,10	3342,36329	5kb,10kb
3304	2	41862	25kb	0.0285110434243867	2	5,25	3344,41862	5kb,25kb
3306	2	3346	5kb	0.81869415920733	2	5,10	3346,39577	5kb,10kb
3308	2	38382	10kb	0.0691038378149178	2	5,10	3349,38382	5kb,10kb
3309	2	39574	10kb	0.408893369118175	2	5,10	3350,39574	5kb,10kb
3310	2	3351	5kb	0.406801202151713	2	5,10	3351,36521	5kb,10kb
3311	2	36524	10kb	0.0318323459712724	2	5,10	3352,36524	5kb,10kb
3313	2	38368	10kb	0.576459899718648	2	5,10	3354,38368	5kb,10kb
3315	2	36383	10kb	0.00512393074529075	2	5,10	3357,36383	5kb,10kb
3316	2	44758	25kb	0.17545543562855	2	5,25	3358,44758	5kb,25kb
3317	2	3359	5kb	0.0700096602623096	2	5,10	3359,21806	5kb,10kb
3319	2	38380	10kb	0.810666979731809	2	5,10	3361,38380	5kb,10kb
3320	2	38363	10kb	0.983097626727138	2	5,10	3362,38363	5kb,10kb
3323	2	22853	10kb	0.760117578713857	2	5,10	3365,22853	5kb,10kb
3325	2	3367	5kb	0.209146370720917	2	5,10	3367,38373	5kb,10kb
3327	2	38410	10kb	0.641127111009554	2	5,10	3370,38410	5kb,10kb
3330	2	3373	5kb	0.759936387333427	2	5,10	3373,22847	5kb,10kb
3331	3	38413	10kb	0.04761034688937	3	5,10,25	3374,38413,47105	5kb,10kb,25kb
3332	3	57001	25kb	0.0020286753983445	3	5,10,25	3375,21821,57001	5kb,10kb,25kb
3333	2	21833	10kb	0.0100036753201425	2	5,10	3376,21833	5kb,10kb
3335	2	3378	5kb	0.595776209255456	2	5,10	3378,21823	5kb,10kb
3336	3	57100	25kb	0.010376578922824	3	5,10,25	3379,36567,57100	5kb,10kb,25kb
3337	2	3380	5kb	0.731646285748844	2	5,10	3380,36528	5kb,10kb
3340	3	5225	5kb	0.617906501964689	2	5,10	3383,5225,38407	5kb,5kb,10kb
3341	2	21845	10kb	0.0947120014037389	2	5,10	3384,21845	5kb,10kb
3342	2	3385	5kb	0.444208267985108	2	5,10	3385,21841	5kb,10kb
3343	2	36594	10kb	0.503299835946216	2	5,10	3386,36594	5kb,10kb
3344	2	3387	5kb	0.43254566052591	2	5,10	3387,21856	5kb,10kb
3345	2	36586	10kb	0.369981346107714	2	5,10	3388,36586	5kb,10kb
3346	2	3389	5kb	0.542119570351765	2	5,10	3389,21828	5kb,10kb
3347	3	36621	10kb	0.0847968162500672	3	5,10,25	3390,36621,57121	5kb,10kb,25kb
3348	2	21866	10kb	0.969111717929562	2	5,10	3391,21866	5kb,10kb
3349	2	21869	10kb	0.0579361088623017	2	5,10	3392,21869	5kb,10kb
3350	3	38393	10kb	0.00413450465449767	3	5,10,25	3393,38393,56979	5kb,10kb,25kb
3351	2	21848	10kb	0.799527686002606	2	5,10	3394,21848	5kb,10kb
3352	4	3395	5kb	0.448184494686425	2	5,10	3395,4142,24222,36585	5kb,5kb,10kb,10kb
3353	2	21859	10kb	0.555247479518367	2	5,10	3396,21859	5kb,10kb
3354	2	36624	10kb	0.326227929252261	2	5,10	3397,36624	5kb,10kb
3356	3	57063	25kb	0.0910955465390414	3	5,10,25	3399,36587,57063	5kb,10kb,25kb
3357	2	36599	10kb	0.581073298118424	2	5,10	3400,36599	5kb,10kb
3358	3	3401	5kb	0.184919833789081	3	5,10,25	3401,36600,58967	5kb,10kb,25kb
3359	2	36568	10kb	0.000706343949985735	2	5,10	3402,36568	5kb,10kb
3360	2	21871	10kb	0.777349408028794	2	5,10	3403,21871	5kb,10kb
3362	2	36615	10kb	0.3918274707659	2	5,10	3405,36615	5kb,10kb
3363	2	3406	5kb	0.126126852460082	2	5,10	3406,36631	5kb,10kb
3364	2	36641	10kb	0.195538333860684	2	5,10	3407,36641	5kb,10kb
3365	4	6335	5kb	0.431390240474505	3	5,10,25	3408,57200,6335,25514	5kb,25kb,5kb,10kb
3368	2	3411	5kb	0.277988579321108	2	5,10	3411,39631	5kb,10kb
3369	3	3412	5kb	0.0330174128815163	2	5,10	3412,21894,40348	5kb,10kb,10kb
3370	2	3413	5kb	0.89856680170347	2	5,10	3413,25723	5kb,10kb
3372	2	3415	5kb	0.569911558456537	2	5,10	3415,21895	5kb,10kb
3373	3	21890	10kb	0.0182105023989043	3	5,10,25	3416,21890,48737	5kb,10kb,25kb
3376	2	3419	5kb	0.534068663673113	2	5,10	3419,21906	5kb,10kb
3378	2	3421	5kb	0.779852122186974	2	5,10	3421,21903	5kb,10kb
3379	3	3422	5kb	0.360512200880146	3	5,10,25	3422,36672,43275	5kb,10kb,25kb
3382	3	25826	10kb	0.510186180053073	3	5,10,25	3425,25826,40625	5kb,10kb,25kb
3383	2	21902	10kb	0.668806542145571	2	5,10	3426,21902	5kb,10kb
3384	2	36665	10kb	0.180103659613907	2	5,10	3427,36665	5kb,10kb
3385	2	3428	5kb	0.40848795113186	2	5,10	3428,39646	5kb,10kb
3386	2	21912	10kb	0.334146072900047	2	5,10	3429,21912	5kb,10kb
3387	2	38464	10kb	0.342254954421883	2	5,10	3430,38464	5kb,10kb
3388	2	36712	10kb	0.369296612480002	2	5,10	3431,36712	5kb,10kb
3389	3	3432	5kb	0.175035654856024	3	5,10,25	3432,21927,47163	5kb,10kb,25kb
3391	2	47187	25kb	0.490699067783388	2	5,25	3434,47187	5kb,25kb
3392	2	3435	5kb	0.900379894932931	2	5,10	3435,38447	5kb,10kb
3393	2	3436	5kb	0.672928875946314	2	5,10	3436,21929	5kb,10kb
3394	4	48797	25kb	0.76909388425431	3	5,10,25	3437,48797,6647,25892	5kb,25kb,5kb,10kb
3395	2	38481	10kb	0.0135465873918589	2	5,10	3438,38481	5kb,10kb
3396	2	25932	10kb	0.0215262502466765	2	5,10	3439,25932	5kb,10kb
3397	2	39644	10kb	0.0333984396374597	2	5,10	3440,39644	5kb,10kb
3398	2	3441	5kb	0.675745143835814	2	5,10	3441,38484	5kb,10kb
3399	2	3442	5kb	0.603836688265703	2	5,10	3442,36723	5kb,10kb
3400	4	14717	5kb	0.0049068202899549	3	5,10,25	3443,14717,25963,48887	5kb,5kb,10kb,25kb
3403	2	3446	5kb	0.818031268320817	2	5,10	3446,39666	5kb,10kb
3405	2	3448	5kb	0.260729535757012	2	5,10	3448,39669	5kb,10kb
3406	2	21967	10kb	0.511877521244573	2	5,10	3449,21967	5kb,10kb
3407	2	26182	10kb	0.891484093208877	2	5,10	3450,26182	5kb,10kb
3408	4	49092	25kb	0.0975695997543958	3	5,10,25	3451,26235,49092,4218	5kb,10kb,25kb,5kb
3410	2	26260	10kb	0.48239332112084	2	5,10	3453,26260	5kb,10kb
3411	2	21978	10kb	0.193083344546496	2	5,10	3454,21978	5kb,10kb
3412	2	21971	10kb	0.581332407360462	2	5,10	3455,21971	5kb,10kb
3414	3	39675	10kb	0.00870018414207623	3	5,10,25	3457,39675,60110	5kb,10kb,25kb
3415	2	26347	10kb	0.517483620938514	2	5,10	3458,26347	5kb,10kb
3418	4	3461	5kb	0.158636755654405	2	5,10	3461,5335,26546,16217	5kb,5kb,10kb,5kb
3419	2	21991	10kb	0.00311800785917112	2	5,10	3462,21991	5kb,10kb
3420	2	16209	5kb	0.129123221802438	1	5	3463,16209	5kb,5kb
3424	2	26614	10kb	0.768870346083023	2	5,10	3468,26614	5kb,10kb
3425	3	26730	10kb	0.249864784811655	2	5,10	3469,26730,5337	5kb,10kb,5kb
3426	2	49432	25kb	0.152958722629049	2	5,25	3470,49432	5kb,25kb
3428	3	3472	5kb	0.29979406124162	3	5,10,25	3472,19339,40751	5kb,10kb,25kb
3429	2	3473	5kb	0.586573037966287	2	5,10	3473,38586	5kb,10kb
3430	2	38568	10kb	0.502775898636697	2	5,10	3474,38568	5kb,10kb
3431	2	3475	5kb	0.2767811813885	2	5,10	3475,22007	5kb,10kb
3432	2	3476	5kb	0.412477770747208	2	5,10	3476,22004	5kb,10kb
3433	2	23024	10kb	0.207676053346978	2	5,10	3477,23024	5kb,10kb
3434	3	36815	10kb	0.133591338701133	3	5,10,25	3478,36815,49450	5kb,10kb,25kb
3435	3	59106	25kb	0.29745942276258	3	5,10,25	3479,22017,59106	5kb,10kb,25kb
3436	2	3480	5kb	0.0968777304224177	2	5,10	3480,26813	5kb,10kb
3437	2	23053	10kb	0.554716248023158	2	5,10	3481,23053	5kb,10kb
3440	2	26896	10kb	0.206015433857754	2	5,10	3484,26896	5kb,10kb
3442	2	39704	10kb	0.0291934867097378	2	5,10	3486,39704	5kb,10kb
3443	2	22018	10kb	0.0596075062257325	2	5,10	3487,22018	5kb,10kb
3444	2	23070	10kb	0.11881711107761	2	5,10	3488,23070	5kb,10kb
3446	2	36869	10kb	0.193065998924926	2	5,10	3490,36869	5kb,10kb
3447	4	22025	10kb	0.5443194291175	3	5,10,25	3491,18135,22025,57415	5kb,10kb,10kb,25kb
3448	3	3492	5kb	0.0458113491503377	3	5,10,25	3492,39707,49647	5kb,10kb,25kb
3449	3	40797	25kb	0.000164725784028748	3	5,10,25	3493,38596,40797	5kb,10kb,25kb
3450	3	60145	25kb	0.000327412347238435	3	5,10,25	3494,27044,60145	5kb,10kb,25kb
3451	2	22030	10kb	0.51764958264274	2	5,10	3495,22030	5kb,10kb
3452	3	3496	5kb	0.0661915191870195	3	5,10,25	3496,38602,49688	5kb,10kb,25kb
3453	2	3497	5kb	0.397569346979001	2	5,10	3497,39709	5kb,10kb
3456	4	7719	5kb	0.487970520885146	2	5,10	3500,27230,7719,36872	5kb,10kb,5kb,10kb
3457	3	7710	5kb	0.541967395761299	2	5,10	3501,27166,7710	5kb,10kb,5kb
3460	2	22043	10kb	0.134786058992307	2	5,10	3504,22043	5kb,10kb
3462	3	3507	5kb	0.399332619748229	3	5,10,25	3507,36878,49808	5kb,10kb,25kb
3463	2	38612	10kb	0.0781497468073568	2	5,10	3508,38612	5kb,10kb
3464	2	22046	10kb	0.291793139935564	2	5,10	3509,22046	5kb,10kb
3467	2	3512	5kb	0.534646528442505	2	5,10	3512,36886	5kb,10kb
3468	2	3513	5kb	0.906862311730049	2	5,10	3513,23099	5kb,10kb
3469	2	5395	5kb	0.524470847903565	1	5	3514,5395	5kb,5kb
3470	2	3515	5kb	0.17820254845628	2	5,10	3515,38614	5kb,10kb
3471	4	3516	5kb	0.0981707337176825	3	5,10,25	3516,27293,49940,7839	5kb,10kb,25kb,5kb
3478	2	24423	10kb	0.416108503238462	2	5,10	3524,24423	5kb,10kb
3479	2	3525	5kb	0.15994389287945	2	5,10	3525,39745	5kb,10kb
3481	2	36948	10kb	0.0383776849750825	2	5,10	3527,36948	5kb,10kb
3482	5	49954	25kb	0.356868854300021	3	5,10,25	3528,23121,27565,49954,23117	5kb,10kb,10kb,25kb,10kb
3483	2	27626	10kb	0.340446993775355	2	5,10	3529,27626	5kb,10kb
3484	2	22053	10kb	0.285464061545683	2	5,10	3530,22053	5kb,10kb
3485	2	38625	10kb	0.637972036383867	2	5,10	3531,38625	5kb,10kb
3487	2	3533	5kb	0.767507455017489	2	5,10	3533,27723	5kb,10kb
3491	3	59161	25kb	0.0299442239708107	3	5,10,25	3537,27749,59161	5kb,10kb,25kb
3493	2	3540	5kb	0.252148063465054	2	5,10	3540,39768	5kb,10kb
3494	3	50222	25kb	0.0376029449110077	3	5,10,25	3541,36973,50222	5kb,10kb,25kb
3495	2	3542	5kb	0.0559838074354133	2	5,10	3542,22103	5kb,10kb
3499	3	3546	5kb	0.30834486686084	2	5,10	3546,5456,20520	5kb,5kb,10kb
3500	2	37013	10kb	0.502144113058351	2	5,10	3547,37013	5kb,10kb
3501	3	39780	10kb	0.0828143146746895	2	5,10	3548,4427,39780	5kb,5kb,10kb
3504	2	40407	10kb	0.64691244013872	2	5,10	3551,40407	5kb,10kb
3505	2	39787	10kb	0.727493834702144	2	5,10	3552,39787	5kb,10kb
3506	2	28176	10kb	0.554912364591432	2	5,10	3553,28176	5kb,10kb
3507	2	3554	5kb	0.825451160884959	2	5,10	3554,28187	5kb,10kb
3508	2	28122	10kb	0.174123785656131	2	5,10	3555,28122	5kb,10kb
3509	2	3556	5kb	0.18398553262436	2	5,10	3556,23210	5kb,10kb
3510	3	50498	25kb	0.158919641468498	3	5,10,25	3557,38692,50498	5kb,10kb,25kb
3511	3	3558	5kb	0.426939186807549	3	5,10,25	3558,37060,50592	5kb,10kb,25kb
3512	2	28200	10kb	0.257382792213927	2	5,10	3559,28200	5kb,10kb
3513	2	38710	10kb	0.348943995932272	2	5,10	3560,38710	5kb,10kb
3514	2	3561	5kb	0.691039066422399	2	5,10	3561,28272	5kb,10kb
3515	2	3562	5kb	0.22677289645968	2	5,10	3562,22130	5kb,10kb
