entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	anchor_id	anchor_type	loop_distance	distance_class	focused_category
242864	Napepld	gained	-0.503397245786022	3.70789576932787e-5	chr5	loop_16442_anchor2	Active_Promoter	220000	short_range	Short-range Gained
74111	Rbm19	gained	-0.449324523614061	4.80052077203307e-5	chr5	loop_16478_anchor2	Polycomb	340000	short_range	Short-range Gained
18205	Ntf3	lost	-1.72403282919231	4.86177680655864e-6	chr6	loop_13540_anchor2	Repressed_Promoter	545000	long_range	Long-range Lost
243621	Iqsec3	gained	1.62962464592304	6.55692671892955e-55	chr6	loop_17159_anchor2	Polycomb	200000	short_range	Short-range Gained
233863	Gtf3c1	gained	0.361027264875031	4.10159236531257e-8	chr7	loop_17968_anchor2	Polycomb	160000	short_range	Short-range Gained
17684	Cited2	lost	-0.415598923888659	0.00300104381411283	chr10	loop_18342_anchor2	Active_Promoter	590000	long_range	Long-range Lost
22295	Cdh23	gained	2.44775581569031	2.27410292170769e-32	chr10	loop_18488_anchor2	Polycomb	150000	short_range	Short-range Gained
215690	Nav1	gained	0.397311773790795	0.00149305930089665	chr1	loop_19475_anchor2	Polycomb	210000	short_range	Short-range Gained
17342	Mitf	gained	-1.2040257065802	1.70480815400449e-20	chr6	loop_17319_anchor2	Poised_Enhancer	330000	short_range	Short-range Gained
103080	Septin10	gained	-0.709157997449171	1.2391727743072e-5	chr10	loop_20430_anchor2	Other	330000	short_range	Short-range Gained
11418	Asic2	gained	-0.342966540131051	0.0109480507809627	chr11	loop_9465_anchor2	Other	350000	short_range	Short-range Gained
17263	Meg3	gained	0.460237629621209	5.40830931388783e-4	chr12	loop_21869_anchor2	Repressed_Promoter	110000	short_range	Short-range Gained
13508	Dscam	gained	0.736538111788482	2.5004808246674e-8	chr16	loop_20876_anchor2	Other	420000	short_range	Short-range Gained
268857	Nlrc3	gained	0.89901603782454	1.20267253539488e-6	chr16	loop_17430_anchor2	Active_Promoter	95000	short_range	Short-range Gained
13798	En1	gained	-1.09131817803157	0.00115223994224201	chr1	loop_21989_anchor2	Other	360000	short_range	Short-range Gained
329278	Tnn	gained	-2.25864937399878	2.44514271264725e-6	chr1	loop_12734_anchor2	Other	180000	short_range	Short-range Gained
353211	Prune2	gained	-1.84748316955849	1.06945943929644e-156	chr19	loop_13587_anchor2	Other	230000	short_range	Short-range Gained
64817	Svep1	gained	-1.9850889525323001	1.81157573793042e-48	chr4	loop_17626_anchor2	Active_Promoter	125000	short_range	Short-range Gained
13841	Epha7	lost	-0.70078635658051	2.88070825430143e-4	chr4	loop_14598_anchor2	Active_Promoter	1875000	long_range	Long-range Lost
16979	Lrrn1	lost	-0.937618339685514	4.53999666432961e-33	chr6	loop_1095_anchor2	Active_Enhancer	620000	long_range	Long-range Lost
94109	Csmd1	lost	1.02285422139959	6.54018126191336e-10	chr8	loop_1282_anchor2	Bivalent_Promoter	2310000	long_range	Long-range Lost
320679	Samd12	lost	-0.928168435161171	2.75115947836604e-7	chr15	loop_1541_anchor2	Active_Promoter	560000	long_range	Long-range Lost
234624	A330008L17Rik	lost	-1.55728297218081	2.56894782182925e-8	chr8	loop_4243_anchor2	Active_Promoter	600000	long_range	Long-range Lost
12819	Col15a1	lost	1.81705607273235	8.08397163932082e-15	chr4	loop_3494_anchor2	Polycomb	1540000	long_range	Long-range Lost
18484	Pam	gained	0.585224876340324	1.08468032922783e-6	chr1	loop_4364_anchor2	Repressed_Promoter	110000	short_range	Short-range Gained
23992	Prkra	gained	-0.57826223576898	7.57728254467615e-5	chr2	loop_4505_anchor2	Other	360000	short_range	Short-range Gained
111970	Dlx1as	gained	-1.20534031361159	0.0425969869269765	chr2	loop_4509_anchor2	Repressed_Promoter	390000	short_range	Short-range Gained
70549	Tln2	gained	0.530772905413411	9.1402039201048e-11	chr9	loop_5085_anchor2	Poised_Enhancer	220000	short_range	Short-range Gained
12053	Bcl6	gained	-0.517403666190643	2.12129827262096e-5	chr16	loop_5415_anchor2	Poised_Enhancer	500000	short_range	Short-range Gained
74596	Cds1	gained	0.419583831971896	2.2997865390473e-9	chr5	loop_6017_anchor2	Other	310000	short_range	Short-range Gained
70638	Entrep2	gained	1.12864531584861	6.03736484032088e-15	chr7	loop_6145_anchor2	Other	200000	short_range	Short-range Gained
14160	Lgr5	gained	0.962960522654857	1.01240509095959e-10	chr10	loop_6192_anchor2	Other	90000	short_range	Short-range Gained
50709	H1f4	lost	0.500834188737301	0.00538004256773977	chr13	loop_6529_anchor2	Active_Promoter	1870000	long_range	Long-range Lost
14734	Gpc3	gained	1.01388614832607	0.0360415289328681	chrX	loop_7029_anchor2	Other	190000	short_range	Short-range Gained
68514	Micu2	lost	-0.361394894926602	0.00578353885789268	chr14	loop_8335_anchor2	Poised_Enhancer	540000	long_range	Long-range Lost
102747	Lrrc49	gained	-1.14631259487077	4.0560061138319e-37	chr9	loop_8715_anchor2	Active_Enhancer	320000	short_range	Short-range Gained
320557	Fam169a	gained	0.537660472943931	5.09744654170783e-5	chr13	loop_9992_anchor2	Repressed_Promoter	200000	short_range	Short-range Gained
83924	Gpr137b	gained	0.644843290549959	3.78543566823445e-4	chr13	loop_10335_anchor2	Other	180000	short_range	Short-range Gained
11838	Arc	gained	0.53497956504073	0.0226948573768701	chr15	loop_11151_anchor2	Other	110000	short_range	Short-range Gained
14573	Gdnf	gained	0.713570415643893	0.0397854531387197	chr15	loop_10692_anchor2	Repressed_Promoter	350000	short_range	Short-range Gained
110948	Hlcs	gained	-0.517911819116148	3.28430290368742e-8	chr16	loop_11594_anchor2	Poised_Enhancer	320000	short_range	Short-range Gained
77782	Polq	lost	-0.40119478003704	4.86985617852422e-4	chr16	loop_11617_anchor2	Other	530000	long_range	Long-range Lost
442821	9330175M20Rik	lost	-0.786277056671365	7.38249435414487e-7	chr1	loop_11994_anchor2	Other	4050000	long_range	Long-range Lost
16558	Kif16b	lost	-0.553442987717786	1.04360682803681e-10	chr2	loop_14413_anchor2	Poised_Enhancer	2310000	long_range	Long-range Lost
231510	Gpat3	gained	0.516002473546838	0.00680986229872984	chr5	loop_16703_anchor2	Other	240000	short_range	Short-range Gained
76628	1700112J16Rik	lost	-1.10281404490418	0.00352380141451465	chr7	loop_18056_anchor2	Other	760000	long_range	Long-range Lost
20409	Ostf1	lost	-0.469192752964377	0.0041319076576548	chr19	loop_19621_anchor2	Other	1750000	long_range	Long-range Lost
13593	Ebf3	lost	0.843260489584343	1.82664355485656e-10	chr7	loop_20370_anchor2	Repressed_Promoter	5760000	long_range	Long-range Lost
234967	Slc36a4	gained	0.431071290524388	2.69372395427483e-9	chr9	loop_20620_anchor2	Other	190000	short_range	Short-range Gained
12400	Cbfb	gained	-0.426035260706978	0.00340070818374294	chr8	loop_21679_anchor2	Other	470000	short_range	Short-range Gained
320487	Heatr5a	gained	-0.703406900361558	3.50400964888421e-15	chr12	loop_21872_anchor2	Other	170000	short_range	Short-range Gained
380755	Lsmem1	lost	0.738660132402346	0.0166418293576727	chr12	loop_393_anchor2	Active_Promoter	4050000	long_range	Long-range Lost
240025	Dact2	lost	2.0270845178062	3.35613831582861e-12	chr17	loop_543_anchor2	Repressed_Promoter	750000	long_range	Long-range Lost
215690	Nav1	lost	0.397311773790795	0.00149305930089665	chr1	loop_656_anchor2	Polycomb	8925000	long_range	Long-range Lost
11477	Acvr1	lost	-0.365013251484785	0.00575339310543053	chr2	loop_826_anchor2	Poised_Enhancer	2350000	long_range	Long-range Lost
14107	Fat1	lost	-0.443881544885683	1.0546225245022e-9	chr8	loop_1342_anchor2	Active_Enhancer	975000	long_range	Long-range Lost
59007	Ngly1	lost	-0.522133383048498	4.81463483544046e-8	chr14	loop_1407_anchor2	Active_Promoter	2125000	long_range	Long-range Lost
23964	Tenm2	lost	-1.30980955635983	3.18318140707541e-22	chr11	loop_1514_anchor2	Other	550000	long_range	Long-range Lost
22779	Ikzf2	lost	-0.658496684712548	4.592054319545e-6	chr1	loop_1932_anchor2	Active_Promoter	4500000	long_range	Long-range Lost
16922	Phyh	lost	-0.407541655705966	0.0125715070794828	chr2	loop_2107_anchor2	Active_Promoter	1550000	long_range	Long-range Lost
56710	Brinp1	lost	-0.508185233023238	0.0131330841179428	chr4	loop_2292_anchor2	Active_Promoter	2200000	long_range	Long-range Lost
433904	Ociad2	lost	0.675281286289108	0.00436502499408539	chr5	loop_2418_anchor2	Active_Promoter	725000	long_range	Long-range Lost
70530	Lrfn2	lost	-0.743383414368969	4.57775156121545e-4	chr17	loop_3247_anchor2	Repressed_Promoter	525000	long_range	Long-range Lost
56297	Arl6	lost	-0.522901266750883	1.29403347916254e-5	chr16	loop_5795_anchor2	Active_Promoter	2025000	long_range	Long-range Lost
18768	Pkib	gained	-0.456532293965331	2.53810964375131e-4	chr10	loop_6553_anchor2	Poised_Enhancer	300000	short_range	Short-range Gained
380850	Gm5141	gained	0.762334309085898	0.00132741043428075	chr13	loop_6870_anchor2	Other	300000	short_range	Short-range Gained
239647	Pced1b	gained	0.350429152214939	0.0457334712514794	chr15	loop_6980_anchor2	Poised_Enhancer	225000	short_range	Short-range Gained
78785	Clip4	gained	0.817439076800899	1.49314923793439e-9	chr17	loop_11396_anchor2	Polycomb	300000	short_range	Short-range Gained
225115	Svil	lost	0.641830384944112	1.67772178555324e-8	chr18	loop_12403_anchor2	Polycomb	725000	long_range	Long-range Lost
434784	Ldoc1	lost	-2.49018326516843	6.87226478306923e-11	chrX	loop_13531_anchor2	Other	550000	long_range	Long-range Lost
17355	Aff1	lost	-0.550364084867323	1.94530233110134e-10	chr5	loop_15101_anchor2	Repressed_Promoter	950000	long_range	Long-range Lost
93671	Cd163	lost	-1.48574168629741	4.26831073231506e-6	chr6	loop_15649_anchor2	Other	1600000	long_range	Long-range Lost
217830	Dglucy	lost	-1.42602238197938	1.96825601649585e-24	chr12	loop_17094_anchor2	Poised_Enhancer	675000	long_range	Long-range Lost
238377	Gpr68	lost	-1.6814230290199	1.27342394085571e-27	chr12	loop_17094_anchor2	Poised_Enhancer	675000	long_range	Long-range Lost
225631	Onecut2	lost	1.77524631495951	6.80095067630851e-33	chr18	loop_17529_anchor2	Repressed_Promoter	10875000	long_range	Long-range Lost
320772	Mdga2	gained	0.51538458592265	0.0102713611561379	chr12	loop_19657_anchor2	Repressed_Promoter	325000	short_range	Short-range Gained
