GROUP	chr	mid	bin_start	ctrl_label	mut_label	anchor_side	timepoint	transition
clust1	chr11	116087500	116000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116085000	116000001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116085000	116000001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116227500	116200001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116315000	116300001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	115912500	115900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116112500	116100001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116237500	116200001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116212500	116200001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116212500	116200001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116312500	116300001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116367500	116300001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116385000	116300001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116312500	116300001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	116492500	116400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116592500	116500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116575000	116500001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116555000	116500001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116505000	116500001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	116637500	116600001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	115862500	115800001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	116487500	116400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116675000	116600001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	116637500	116600001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	116645000	116600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116885000	116800001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	116925000	116900001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	116645000	116600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	116637500	116600001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	116887500	116800001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	116887500	116800001	A.2	A.1	anchor1	250402	Within_A
clust4	chr11	116917500	116900001	A.2	A.1	anchor1	250402	Within_A
clust3	chr11	116922500	116900001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	116912500	116900001	A.2	A.1	anchor1	250402	Within_A
clust3	chr11	116712500	116700001	A.2	A.2	anchor1	250402	Stable
clust1	chr11	116887500	116800001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	116912500	116900001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117082500	117000001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117085000	117000001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117062500	117000001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	117072500	117000001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	117117500	117100001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	117072500	117000001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	117235000	117200001	A.2	A.1	anchor1	250402	Within_A
clust3	chr11	117487500	117400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117395000	117300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117387500	117300001	A.2	A.1	anchor1	250402	Within_A
clust3	chr11	117482500	117400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117595000	117500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117545000	117500001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	117385000	117300001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	117705000	117700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117237500	117200001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117237500	117200001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117385000	117300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr11	117387500	117300001	A.2	A.1	anchor1	250402	Within_A
clust2	chr11	117705000	117700001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117712500	117700001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117872500	117800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117862500	117800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117912500	117900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117862500	117800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117872500	117800001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117972500	117900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117915000	117900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	117862500	117800001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	117872500	117800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117862500	117800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	117862500	117800001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	118082500	118000001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118087500	118000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118162500	118100001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118105000	118100001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118247500	118200001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118082500	118000001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	118317500	118300001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118517500	118500001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118572500	118500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118445000	118400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118437500	118400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118505000	118500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118575000	118500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118512500	118500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118675000	118600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118667500	118600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118647500	118600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118637500	118600001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118747500	118700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118755000	118700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118755000	118700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118762500	118700001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118847500	118800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118835000	118800001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118437500	118400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118745000	118700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118837500	118800001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	118832500	118800001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118832500	118800001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	118915000	118900001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	118997500	118900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119057500	119000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119045000	119000001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	118995000	118900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119095000	119000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119085000	119000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119087500	119000001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	119052500	119000001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119137500	119100001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119205000	119200001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119345000	119300001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119337500	119300001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	119337500	119300001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119495000	119400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	119642500	119600001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120115000	120100001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120187500	120100001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120185000	120100001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120165000	120100001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	120112500	120100001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120232500	120200001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120317500	120300001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	120115000	120100001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120485000	120400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120517500	120500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120517500	120500001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120487500	120400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120515000	120500001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	120582500	120500001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120632500	120600001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	120487500	120400001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120485000	120400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120512500	120500001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120622500	120600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120622500	120600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120657500	120600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	120725000	120700001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120902500	120900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	120912500	120900001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	121202500	121200001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	121235000	121200001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	121352500	121300001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	121365000	121300001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	121475000	121400001	A.1	A.1	anchor1	250402	Stable
clust3	chr11	121475000	121400001	A.1	A.1	anchor1	250402	Stable
clust1	chr11	121475000	121400001	A.1	A.1	anchor1	250402	Stable
clust4	chr11	121655000	121600001	A.1	A.1	anchor1	250402	Stable
clust2	chr11	121635000	121600001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3095000	3000001	B.2	B.2	anchor1	250402	Stable
clust1	chr12	3255000	3200001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3237500	3200001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3237500	3200001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3315000	3300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3235000	3200001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3305000	3300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3425000	3400001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3695000	3600001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3687500	3600001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3695000	3600001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	3817500	3800001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3665000	3600001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3662500	3600001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	3925000	3900001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3662500	3600001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3805000	3800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3825000	3800001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3982500	3900001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3925000	3900001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	3982500	3900001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4037500	4000001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4002500	4000001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4152500	4100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4135000	4100001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3925000	3900001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3962500	3900001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3937500	3900001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4107500	4100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4235000	4200001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4345000	4300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	3937500	3900001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	4107500	4100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	4112500	4100001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4765000	4700001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3437500	3400001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	3575000	3500001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	4662500	4600001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4855000	4800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4845000	4800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	4812500	4800001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	4817500	4800001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	5035000	5000001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	5145000	5100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	5187500	5100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	5137500	5100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	5245000	5200001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	5387500	5300001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	5437500	5400001	B.1	A.1	anchor1	250402	B_to_A
clust1	chr12	5137500	5100001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	8055000	8000001	B.1	B.1	anchor1	250402	Stable
clust2	chr12	7992500	7900001	B.2	B.2	anchor1	250402	Stable
clust3	chr12	8062500	8000001	B.1	B.1	anchor1	250402	Stable
clust2	chr12	8332500	8300001	A.2	A.1	anchor1	250402	Within_A
clust4	chr12	8437500	8400001	A.2	A.1	anchor1	250402	Within_A
clust3	chr12	8062500	8000001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	8312500	8300001	A.2	A.1	anchor1	250402	Within_A
clust3	chr12	8327500	8300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	8312500	8300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	8312500	8300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	8775000	8700001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8762500	8700001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8762500	8700001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	8775000	8700001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8737500	8700001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	8775000	8700001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8887500	8800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8887500	8800001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	8835000	8800001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	8325000	8300001	A.2	A.1	anchor1	250402	Within_A
clust3	chr12	8312500	8300001	A.2	A.1	anchor1	250402	Within_A
clust3	chr12	8312500	8300001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	8635000	8600001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	8695000	8600001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	8775000	8700001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	8885000	8800001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	9135000	9100001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	9262500	9200001	B.1	A.2	anchor1	250402	B_to_A
clust1	chr12	9862500	9800001	B.1	A.2	anchor1	250402	B_to_A
clust3	chr12	9877500	9800001	B.1	A.2	anchor1	250402	B_to_A
clust4	chr12	9055000	9000001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	9255000	9200001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	9575000	9500001	B.2	B.1	anchor1	250402	Within_B
clust2	chr12	9587500	9500001	B.2	B.1	anchor1	250402	Within_B
clust2	chr12	9562500	9500001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	8645000	8600001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	8637500	8600001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	8662500	8600001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	8687500	8600001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	9035000	9000001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	9037500	9000001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	9255000	9200001	B.1	A.2	anchor1	250402	B_to_A
clust3	chr12	9567500	9500001	B.2	B.1	anchor1	250402	Within_B
clust2	chr12	10237500	10200001	B.2	B.2	anchor1	250402	Stable
clust6	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	9062500	9000001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	9562500	9500001	B.2	B.1	anchor1	250402	Within_B
clust4	chr12	10587500	10500001	B.1	B.1	anchor1	250402	Stable
clust4	chr12	10605000	10600001	B.1	A.2	anchor1	250402	B_to_A
clust3	chr12	9037500	9000001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	11352500	11300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	11267500	11200001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	11385000	11300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	11337500	11300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	11345000	11300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	11362500	11300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	11315000	11300001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	11445000	11400001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	11187500	11100001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	11212500	11200001	B.2	B.1	anchor1	250402	Within_B
clust4	chr12	11205000	11200001	B.2	B.1	anchor1	250402	Within_B
clust2	chr12	11315000	11300001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	11312500	11300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	11437500	11400001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	12175000	12100001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	11315000	11300001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	12187500	12100001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	12162500	12100001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	12265000	12200001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	12325000	12300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	12162500	12100001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	12187500	12100001	B.2	B.2	anchor1	250402	Stable
clust1	chr12	12312500	12300001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	12425000	12400001	B.1	B.1	anchor1	250402	Stable
clust2	chr12	12425000	12400001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	12187500	12100001	B.2	B.2	anchor1	250402	Stable
clust1	chr12	12425000	12400001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	12412500	12400001	B.1	B.1	anchor1	250402	Stable
clust4	chr12	12637500	12600001	B.1	A.2	anchor1	250402	B_to_A
clust4	chr12	12612500	12600001	B.1	A.2	anchor1	250402	B_to_A
clust1	chr12	11262500	11200001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	11287500	11200001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	11262500	11200001	B.2	B.1	anchor1	250402	Within_B
clust1	chr12	11312500	11300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	11437500	11400001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	12187500	12100001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	12162500	12100001	B.2	B.2	anchor1	250402	Stable
clust1	chr12	12325000	12300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	12312500	12300001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	12422500	12400001	B.1	B.1	anchor1	250402	Stable
clust2	chr12	12412500	12400001	B.1	B.1	anchor1	250402	Stable
clust2	chr12	12625000	12600001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	12612500	12600001	B.1	A.2	anchor1	250402	B_to_A
clust1	chr12	12945000	12900001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	12937500	12900001	A.2	A.2	anchor1	250402	Stable
clust2	chr12	13712500	13700001	B.1	B.1	anchor1	250402	Stable
clust4	chr12	13845000	13800001	B.1	B.2	anchor1	250402	Within_B
clust2	chr12	13837500	13800001	B.1	B.2	anchor1	250402	Within_B
clust1	chr12	14012500	14000001	B.1	B.2	anchor1	250402	Within_B
clust1	chr12	14155000	14100001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	13287500	13200001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	13337500	13300001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	15815000	15800001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	15837500	15800001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	15537500	15500001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	15537500	15500001	B.2	B.2	anchor1	250402	Stable
clust5	chr12	15815000	15800001	B.1	A.2	anchor1	250402	B_to_A
clust5	chr12	15815000	15800001	B.1	A.2	anchor1	250402	B_to_A
clust2	chr12	16565000	16500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	15537500	15500001	B.2	B.2	anchor1	250402	Stable
clust3	chr12	16565000	16500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	16717500	16700001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	16587500	16500001	A.2	A.2	anchor1	250402	Stable
clust4	chr12	16717500	16700001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	16837500	16800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16812500	16800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16587500	16500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	16562500	16500001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	16562500	16500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	16807500	16800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16897500	16800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16837500	16800001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16912500	16900001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16575000	16500001	A.2	A.2	anchor1	250402	Stable
clust2	chr12	16725000	16700001	A.2	A.2	anchor1	250402	Stable
clust2	chr12	16712500	16700001	A.2	A.2	anchor1	250402	Stable
clust4	chr12	3437500	3400001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	16562500	16500001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	16587500	16500001	A.2	A.2	anchor1	250402	Stable
clust2	chr12	16712500	16700001	A.2	A.2	anchor1	250402	Stable
clust2	chr12	16812500	16800001	A.1	A.1	anchor1	250402	Stable
clust2	chr12	17037500	17000001	A.1	A.1	anchor1	250402	Stable
clust6	chr12	17265000	17200001	A.2	A.2	anchor1	250402	Stable
clust6	chr12	17262500	17200001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	17365000	17300001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	17362500	17300001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17552500	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17555000	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17575000	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17562500	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17652500	17600001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	17262500	17200001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	17362500	17300001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17555000	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17562500	17500001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	17685000	17600001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	17695000	17600001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	17362500	17300001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	17387500	17300001	A.2	A.2	anchor1	250402	Stable
clust3	chr12	17412500	17400001	A.2	A.2	anchor1	250402	Stable
clust1	chr12	21112500	21100001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	20937500	20900001	B.1	B.1	anchor1	250402	Stable
clust4	chr12	20912500	20900001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	21077500	21000001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	21112500	21100001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	21112500	21100001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	21112500	21100001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21115000	21100001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21165000	21100001	A.1	A.1	anchor1	250402	Stable
clust4	chr12	20937500	20900001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	21077500	21000001	B.1	B.1	anchor1	250402	Stable
clust1	chr12	21285000	21200001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21287500	21200001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	21372500	21300001	A.1	A.1	anchor1	250402	Stable
clust6	chr12	21375000	21300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21415000	21400001	A.1	A.1	anchor1	250402	Stable
clust1	chr12	21475000	21400001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21415000	21400001	A.1	A.1	anchor1	250402	Stable
clust6	chr12	21062500	21000001	B.1	B.1	anchor1	250402	Stable
clust3	chr12	21087500	21000001	B.1	B.1	anchor1	250402	Stable
clust3	chr12	21237500	21200001	A.1	A.1	anchor1	250402	Stable
clust6	chr12	21375000	21300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21315000	21300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21362500	21300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21337500	21300001	A.1	A.1	anchor1	250402	Stable
clust3	chr12	21525000	21500001	B.2	B.2	anchor1	250402	Stable
clust3	chr12	24465000	24400001	B.2	B.2	anchor1	250402	Stable
clust3	chr12	24462500	24400001	B.2	B.2	anchor1	250402	Stable
clust2	chr12	24472500	24400001	B.2	B.2	anchor1	250402	Stable
clust3	chr12	24605000	24600001	A.2	A.1	anchor1	250402	Within_A
clust2	chr12	24735000	24700001	A.2	A.1	anchor1	250402	Within_A
clust2	chr12	24712500	24700001	A.2	A.1	anchor1	250402	Within_A
clust3	chr12	24562500	24500001	A.2	A.1	anchor1	250402	Within_A
clust1	chr12	24715000	24700001	A.2	A.1	anchor1	250402	Within_A
