stripe_id	direction	body_bins	frac_A1	frac_A2	frac_B1	frac_B2	timepoint
stripe_2002	gained	7	1	0	0	0	250402
stripe_2003	lost	6	1	0	0	0	250402
stripe_2006	gained	31	0.6452	0.2258	0.129	0	250402
stripe_2012	unchanged	12	1	0	0	0	250402
stripe_2004	unchanged	24	0.375	0.5	0	0.125	250402
stripe_2008	gained	6	1	0	0	0	250402
stripe_2016	unchanged	17	0.5294	0.1765	0.2941	0	250402
stripe_2011	gained	6	1	0	0	0	250402
stripe_2007	unchanged	4	1	0	0	0	250402
stripe_2009	unchanged	15	0.4667	0.2	0.3333	0	250402
stripe_2014	unchanged	10	0.4	0.1	0.5	0	250402
stripe_2013	unchanged	12	0.3333	0.25	0.4167	0	250402
stripe_2015	gained	9	0.4444	0.3333	0.2222	0	250402
stripe_2017	unchanged	9	0.3333	0.4444	0.2222	0	250402
stripe_2019	unchanged	9	0.3333	0.4444	0.2222	0	250402
stripe_2018	unchanged	22	0.7727	0.2273	0	0	250402
stripe_2020	unchanged	5	0.8	0.2	0	0	250402
stripe_2021	lost	5	0.8	0	0	0.2	250402
stripe_2022	unchanged	11	0.4545	0.1818	0.0909	0.2727	250402
stripe_2023	lost	5	0.6	0.4	0	0	250402
stripe_0990	gained	27	0.1481	0.1852	0.2593	0.4074	250402
stripe_0987	lost	10	0.4	0.3	0.1	0.2	250402
stripe_2024	lost	8	0.5	0	0.375	0.125	250402
stripe_2025	unchanged	5	0.8	0	0.2	0	250402
stripe_2026	gained	6	0.6667	0	0.3333	0	250402
stripe_2027	unchanged	12	0	0.0833	0.1667	0.75	250402
stripe_2028	gained	8	0.25	0	0.375	0.375	250402
stripe_2029	unchanged	6	0.8333	0	0.1667	0	250402
stripe_2032	lost	5	1	0	0	0	250402
stripe_2030	unchanged	5	1	0	0	0	250402
stripe_2033	unchanged	5	1	0	0	0	250402
stripe_2031	lost	4	1	0	0	0	250402
stripe_0993	gained	27	0.037	0	0	0.963	250402
stripe_2034	gained	12	0	0	0	1	250402
stripe_2036	unchanged	17	0.1765	0.2941	0.1765	0.3529	250402
stripe_2035	unchanged	7	0.4286	0.4286	0.1429	0	250402
stripe_0997	lost	17	0.4118	0.1176	0.2941	0.1765	250402
stripe_2037	lost	4	1	0	0	0	250402
stripe_0998	lost	7	0.1429	0.1429	0.2857	0.4286	250402
stripe_2039	lost	4	0.75	0.25	0	0	250402
stripe_2038	lost	9	0.3333	0.3333	0.3333	0	250402
stripe_2040	lost	13	0.3077	0.4615	0.2308	0	250402
stripe_2051	unchanged	15	0.6667	0.2667	0.0667	0	250402
stripe_2053	gained	17	0.7059	0.2353	0.0588	0	250402
stripe_2052	lost	17	0.7059	0.2353	0.0588	0	250402
stripe_2050	gained	22	0.8182	0.1818	0	0	250402
stripe_2054	unchanged	17	0.7647	0.2353	0	0	250402
stripe_1000	gained	12	0.6667	0.3333	0	0	250402
stripe_2046	unchanged	9	0.5556	0.4444	0	0	250402
stripe_2048	gained	12	0.6667	0.3333	0	0	250402
stripe_2049	lost	12	0.6667	0.3333	0	0	250402
stripe_2041	gained	14	0.7857	0.2143	0	0	250402
stripe_2042	unchanged	15	0.8	0.2	0	0	250402
stripe_1007	lost	13	0.7692	0.2308	0	0	250402
stripe_2043	unchanged	10	1	0	0	0	250402
stripe_2044	gained	9	1	0	0	0	250402
stripe_2045	unchanged	11	0.9091	0.0909	0	0	250402
stripe_2047	lost	7	1	0	0	0	250402
stripe_2056	gained	6	0	0	0.6667	0.3333	250402
stripe_2055	unchanged	8	0.25	0	0.75	0	250402
stripe_2058	unchanged	4	0.5	0.25	0.25	0	250402
stripe_2061	gained	10	0.2	0.5	0.1	0.2	250402
stripe_2060	unchanged	7	0.2857	0.7143	0	0	250402
stripe_2057	gained	6	0.1667	0.8333	0	0	250402
stripe_2059	gained	17	0.0588	0.4706	0.3529	0.1176	250402
stripe_2063	lost	7	0.4286	0	0.2857	0.2857	250402
stripe_2062	unchanged	3	1	0	0	0	250402
stripe_2064	unchanged	21	0.6667	0.3333	0	0	250402
stripe_2065	lost	5	1	0	0	0	250402
stripe_2069	unchanged	13	0.7692	0.2308	0	0	250402
stripe_2067	unchanged	11	0.7273	0.2727	0	0	250402
stripe_2068	lost	9	0.6667	0.3333	0	0	250402
stripe_2066	unchanged	8	0.625	0.375	0	0	250402
stripe_2072	unchanged	10	0.3	0	0.2	0.5	250402
stripe_2076	unchanged	19	0.1579	0.1053	0.1053	0.6316	250402
stripe_2075	unchanged	14	0.1429	0.0714	0.1429	0.6429	250402
stripe_1014	unchanged	8	0.125	0	0.25	0.625	250402
stripe_2073	unchanged	12	0.0833	0	0.1667	0.75	250402
stripe_2070	gained	14	0	0.1429	0.0714	0.7857	250402
stripe_2071	unchanged	19	0	0.3158	0.1053	0.5789	250402
stripe_2074	unchanged	16	0	0.4375	0.125	0.4375	250402
stripe_2077	unchanged	7	0	0.2857	0.2857	0.4286	250402
stripe_2078	lost	4	0	0.25	0.5	0.25	250402
stripe_2079	unchanged	11	0.9091	0.0909	0	0	250402
stripe_2084	unchanged	6	1	0	0	0	250402
stripe_2087	lost	7	1	0	0	0	250402
stripe_2089	lost	8	1	0	0	0	250402
stripe_2091	lost	9	1	0	0	0	250402
stripe_2093	gained	10	1	0	0	0	250402
stripe_2080	lost	12	1	0	0	0	250402
stripe_2081	gained	22	0.6818	0.0909	0	0.2273	250402
stripe_2082	unchanged	13	1	0	0	0	250402
stripe_2083	unchanged	12	1	0	0	0	250402
stripe_2094	gained	9	1	0	0	0	250402
stripe_2095	unchanged	10	1	0	0	0	250402
stripe_2092	unchanged	7	1	0	0	0	250402
stripe_2085	lost	9	1	0	0	0	250402
stripe_2086	unchanged	6	1	0	0	0	250402
stripe_2088	lost	5	1	0	0	0	250402
stripe_2090	unchanged	6	1	0	0	0	250402
stripe_1030	unchanged	29	0.1724	0.4138	0.4138	0	250402
stripe_2096	unchanged	6	0.6667	0.3333	0	0	250402
stripe_2097	gained	4	0.75	0.25	0	0	250402
stripe_2098	unchanged	3	0	1	0	0	250402
stripe_2103	gained	23	0.3913	0.3478	0.2609	0	250402
stripe_2108	unchanged	19	0	0.4211	0.5789	0	250402
stripe_2099	unchanged	18	0	0.3889	0.6111	0	250402
stripe_2102	gained	5	0	0.2	0.8	0	250402
stripe_2106	unchanged	12	0	0.1667	0.8333	0	250402
stripe_2100	gained	13	0	0.3846	0.6154	0	250402
stripe_2101	unchanged	13	0	0.3846	0.6154	0	250402
stripe_2104	unchanged	13	0	0.6154	0.3846	0	250402
stripe_2105	gained	12	0	0.6667	0.3333	0	250402
stripe_2110	unchanged	12	0.0833	0.6667	0.25	0	250402
stripe_2107	gained	6	0	1	0	0	250402
stripe_2109	unchanged	9	0.4444	0.4444	0.1111	0	250402
stripe_2111	unchanged	5	1	0	0	0	250402
stripe_2112	lost	3	1	0	0	0	250402
stripe_2116	unchanged	17	1	0	0	0	250402
stripe_2113	gained	2	1	0	0	0	250402
stripe_2117	unchanged	14	1	0	0	0	250402
stripe_2115	unchanged	10	1	0	0	0	250402
stripe_2114	lost	7	1	0	0	0	250402
stripe_2118	unchanged	4	0.75	0.25	0	0	250402
stripe_2119	unchanged	15	0.2667	0.3333	0.4	0	250402
stripe_2120	gained	9	0	0.3333	0.6667	0	250402
stripe_2122	gained	11	0	0.4545	0.5455	0	250402
stripe_2121	lost	11	0.3636	0.3636	0.2727	0	250402
stripe_1036	gained	8	0.125	0.5	0.375	0	250402
stripe_2123	unchanged	7	0.1429	0.4286	0.4286	0	250402
stripe_2124	unchanged	6	0.5	0.5	0	0	250402
stripe_2126	unchanged	6	0.6667	0.3333	0	0	250402
stripe_2125	unchanged	5	1	0	0	0	250402
stripe_2127	gained	29	0	0	0.0345	0.9655	250402
stripe_1040	gained	28	0.0357	0.2143	0.1429	0.6071	250402
stripe_2131	gained	9	0.1111	0.3333	0.4444	0.1111	250402
stripe_2128	unchanged	7	0.1429	0.8571	0	0	250402
stripe_2129	lost	6	0.1667	0.8333	0	0	250402
stripe_2132	gained	5	0.2	0.8	0	0	250402
stripe_2130	unchanged	5	0.2	0.6	0	0.2	250402
stripe_2133	gained	13	0	0.1538	0	0.8462	250402
stripe_1043	gained	9	0.5556	0	0	0.4444	250402
stripe_2134	lost	6	0.8333	0	0	0.1667	250402
stripe_2135	gained	11	0	0	0	1	250402
stripe_2137	lost	4	0.5	0.25	0	0.25	250402
stripe_2136	gained	6	0.5	0.5	0	0	250402
stripe_2138	gained	11	0.8182	0	0.1818	0	250402
stripe_2141	gained	20	0.55	0	0.45	0	250402
stripe_2145	lost	15	0.8	0.0667	0.1333	0	250402
stripe_2139	unchanged	8	0.75	0	0.25	0	250402
stripe_2140	lost	22	0.1364	0	0.2727	0.5909	250402
stripe_2143	unchanged	9	0.8889	0.1111	0	0	250402
stripe_2144	gained	9	0.8889	0.1111	0	0	250402
stripe_2142	lost	10	0.9	0.1	0	0	250402
stripe_2147	unchanged	8	0.5	0.5	0	0	250402
stripe_2148	lost	19	0.4737	0.3684	0.1579	0	250402
stripe_2146	unchanged	7	0.4286	0.5714	0	0	250402
stripe_2149	unchanged	6	0.8333	0	0	0.1667	250402
stripe_2150	gained	3	1	0	0	0	250402
stripe_2151	unchanged	29	0.2414	0.1379	0	0.6207	250402
stripe_2152	lost	5	0.4	0.6	0	0	250402
stripe_2153	lost	16	0.625	0.375	0	0	250402
stripe_2154	lost	7	0.7143	0.2857	0	0	250402
stripe_2155	unchanged	12	1	0	0	0	250402
stripe_2157	gained	3	1	0	0	0	250402
stripe_2159	unchanged	6	1	0	0	0	250402
stripe_2166	unchanged	13	1	0	0	0	250402
stripe_2163	gained	8	1	0	0	0	250402
stripe_2167	unchanged	13	1	0	0	0	250402
stripe_2156	unchanged	11	1	0	0	0	250402
stripe_2158	lost	10	1	0	0	0	250402
stripe_2162	lost	5	1	0	0	0	250402
stripe_2164	unchanged	5	1	0	0	0	250402
stripe_2160	lost	5	1	0	0	0	250402
stripe_2161	unchanged	4	1	0	0	0	250402
stripe_2165	unchanged	3	1	0	0	0	250402
stripe_2169	unchanged	4	0.5	0	0.5	0	250402
stripe_2171	gained	6	0.3333	0.1667	0.5	0	250402
stripe_2168	unchanged	7	0.1429	0.4286	0.4286	0	250402
stripe_2170	lost	12	0.3333	0.25	0.4167	0	250402
stripe_2172	unchanged	6	0.5	0.5	0	0	250402
stripe_2173	unchanged	5	0.8	0.2	0	0	250402
stripe_1056	lost	8	1	0	0	0	250402
stripe_2174	lost	4	1	0	0	0	250402
stripe_1054	unchanged	34	0.6471	0.2353	0.1176	0	250402
stripe_2179	unchanged	13	0.5385	0.2308	0.2308	0	250402
stripe_2181	lost	15	0.4667	0.3333	0.2	0	250402
stripe_1061	lost	30	0.6	0.2667	0.1333	0	250402
stripe_2175	unchanged	4	1	0	0	0	250402
stripe_2177	lost	12	0.5	0.25	0.25	0	250402
stripe_2178	gained	24	0.25	0.1667	0.3333	0.25	250402
stripe_2176	unchanged	12	0.1667	0.5833	0.25	0	250402
stripe_2182	unchanged	9	0	0.6667	0.3333	0	250402
stripe_2180	lost	6	0	1	0	0	250402
stripe_2183	gained	8	1	0	0	0	250402
stripe_2184	lost	6	1	0	0	0	250402
stripe_2189	unchanged	12	1	0	0	0	250402
stripe_2187	unchanged	7	1	0	0	0	250402
stripe_2185	gained	13	0.8462	0.1538	0	0	250402
stripe_2186	unchanged	6	1	0	0	0	250402
stripe_2188	gained	25	0.16	0	0	0.84	250402
stripe_2191	gained	8	0.75	0.25	0	0	250402
stripe_2190	unchanged	8	0.75	0.25	0	0	250402
stripe_2193	gained	4	1	0	0	0	250402
stripe_2194	unchanged	11	0.5455	0	0.4545	0	250402
stripe_2192	lost	4	1	0	0	0	250402
stripe_2195	unchanged	10	0.5	0	0.5	0	250402
stripe_2196	gained	3	1	0	0	0	250402
stripe_2197	unchanged	28	0.4286	0.25	0.1071	0.2143	250402
stripe_2198	unchanged	19	0.8947	0.1053	0	0	250402
stripe_2206	unchanged	15	0.8667	0.1333	0	0	250402
stripe_2202	unchanged	8	0.75	0.25	0	0	250402
stripe_2201	gained	5	0.8	0.2	0	0	250402
stripe_2204	lost	19	0.7895	0.2105	0	0	250402
stripe_2205	unchanged	10	0.9	0.1	0	0	250402
stripe_2199	gained	7	1	0	0	0	250402
stripe_2200	gained	3	1	0	0	0	250402
stripe_2203	gained	4	1	0	0	0	250402
stripe_2209	unchanged	7	0.7143	0.2857	0	0	250402
stripe_2207	lost	4	1	0	0	0	250402
stripe_2208	gained	3	0.6667	0.3333	0	0	250402
stripe_2210	unchanged	10	0.4	0.3	0.3	0	250402
stripe_2211	lost	12	0.6667	0	0.3333	0	250402
stripe_2212	gained	6	0.5	0	0.5	0	250402
stripe_2213	unchanged	5	1	0	0	0	250402
stripe_2214	lost	3	1	0	0	0	250402
stripe_2215	unchanged	6	0.1667	0.1667	0.6667	0	250402
stripe_2217	unchanged	6	0	0.5	0.3333	0.1667	250402
stripe_2216	unchanged	6	0	0.5	0.1667	0.3333	250402
stripe_2218	unchanged	10	0.8	0.2	0	0	250402
stripe_2219	unchanged	21	0.9048	0.0952	0	0	250402
stripe_2220	unchanged	4	1	0	0	0	250402
stripe_2229	gained	11	0.1818	0	0.4545	0.3636	250402
stripe_2230	gained	17	0.1176	0	0.4706	0.4118	250402
stripe_1079	unchanged	18	0.0556	0	0.5556	0.3889	250402
stripe_2221	unchanged	16	0	0	0.5625	0.4375	250402
stripe_2222	gained	15	0	0	0.5333	0.4667	250402
stripe_2227	unchanged	14	0.0714	0.2143	0.4286	0.2857	250402
stripe_2223	gained	11	0	0	0.3636	0.6364	250402
stripe_2224	gained	13	0	0	0.4615	0.5385	250402
stripe_2225	unchanged	12	0	0	0.4167	0.5833	250402
stripe_2226	unchanged	13	0	0	0.5385	0.4615	250402
stripe_2228	gained	10	0	0	0.6	0.4	250402
stripe_2231	unchanged	12	0.5	0.25	0	0.25	250402
stripe_2232	lost	4	1	0	0	0	250402
stripe_2233	gained	3	1	0	0	0	250402
stripe_2234	gained	3	1	0	0	0	250402
stripe_2239	unchanged	13	0.6154	0.3846	0	0	250402
stripe_2235	unchanged	9	0.5556	0.4444	0	0	250402
stripe_2238	unchanged	6	0.6667	0.3333	0	0	250402
stripe_2237	unchanged	23	0.8261	0.1739	0	0	250402
stripe_2236	unchanged	5	0.6	0.4	0	0	250402
stripe_2246	unchanged	30	0.4	0.2333	0	0.3667	250402
stripe_2248	unchanged	15	0.3333	0.4667	0.2	0	250402
stripe_2240	lost	15	0.3333	0.3333	0.3333	0	250402
stripe_2241	gained	15	0.3333	0.3333	0.3333	0	250402
stripe_1085	lost	13	0.3846	0.3846	0.2308	0	250402
stripe_1086	gained	14	0.3571	0.3571	0.2857	0	250402
stripe_2242	unchanged	9	0.5556	0.4444	0	0	250402
stripe_2243	lost	6	0.8333	0.1667	0	0	250402
stripe_1089	gained	7	0.7143	0.2857	0	0	250402
stripe_2244	unchanged	12	0.3333	0.25	0.4167	0	250402
stripe_2245	gained	9	0.4444	0.3333	0.2222	0	250402
stripe_2247	gained	7	0.5714	0.4286	0	0	250402
stripe_2255	lost	10	0.9	0	0.1	0	250402
stripe_2249	lost	10	1	0	0	0	250402
stripe_2254	unchanged	9	1	0	0	0	250402
stripe_2250	unchanged	9	1	0	0	0	250402
stripe_2251	unchanged	3	1	0	0	0	250402
stripe_2252	lost	7	1	0	0	0	250402
stripe_2253	gained	10	0.5	0.3	0.2	0	250402
stripe_2256	unchanged	3	1	0	0	0	250402
stripe_2259	unchanged	31	0.4194	0.1613	0.1935	0.2258	250402
stripe_2257	gained	4	0	0.5	0.5	0	250402
stripe_2258	gained	5	0	0.2	0.8	0	250402
stripe_2260	gained	13	0	0	0.0769	0.9231	250402
stripe_1096	unchanged	28	0	0.0714	0.1786	0.75	250402
stripe_1097	gained	22	0	0.0909	0.1818	0.7273	250402
stripe_2261	gained	11	0	0	0.1818	0.8182	250402
stripe_2262	unchanged	11	0	0.1818	0	0.8182	250402
stripe_1101	lost	26	0	0	0.3077	0.6923	250402
stripe_2263	lost	17	0	0	0.1176	0.8824	250402
stripe_2267	unchanged	13	0.6923	0	0.3077	0	250402
stripe_2265	unchanged	5	0.8	0	0.2	0	250402
stripe_2266	lost	8	1	0	0	0	250402
stripe_2264	unchanged	6	1	0	0	0	250402
stripe_2268	gained	15	0	0.0667	0.3333	0.6	250402
stripe_2270	unchanged	15	0.2	0.1333	0.4	0.2667	250402
stripe_2269	unchanged	12	0.1667	0.1667	0.3333	0.3333	250402
stripe_2274	unchanged	8	0.875	0	0.125	0	250402
stripe_2271	lost	8	1	0	0	0	250402
stripe_2273	gained	5	1	0	0	0	250402
stripe_2272	lost	17	0.8235	0.1765	0	0	250402
stripe_2276	unchanged	6	1	0	0	0	250402
stripe_2275	gained	3	1	0	0	0	250402
stripe_2277	unchanged	14	0.2143	0.1429	0	0.6429	250402
stripe_2279	lost	6	0.6667	0.3333	0	0	250402
stripe_2280	unchanged	34	0.5294	0.4118	0.0588	0	250402
stripe_2278	unchanged	7	0.7143	0.2857	0	0	250402
stripe_2281	gained	6	0.3333	0	0	0.6667	250402
stripe_1107	gained	23	0.1304	0.1739	0.4783	0.2174	250402
stripe_2282	gained	13	0.1538	0.1538	0.6923	0	250402
stripe_2283	unchanged	6	0.5	0	0.5	0	250402
stripe_1109	gained	19	0	0	0	1	250402
stripe_2284	gained	14	0	0.1429	0	0.8571	250402
stripe_2286	unchanged	11	0.2727	0.1818	0.5455	0	250402
stripe_2285	unchanged	14	0.3571	0.0714	0.5714	0	250402
stripe_2287	unchanged	16	0.75	0.25	0	0	250402
stripe_2288	unchanged	3	1	0	0	0	250402
stripe_2289	unchanged	7	1	0	0	0	250402
stripe_2290	gained	5	1	0	0	0	250402
stripe_2291	unchanged	9	1	0	0	0	250402
stripe_2292	unchanged	7	1	0	0	0	250402
stripe_2293	unchanged	7	1	0	0	0	250402
stripe_2302	lost	14	1	0	0	0	250402
stripe_2294	unchanged	8	1	0	0	0	250402
stripe_2295	gained	12	1	0	0	0	250402
stripe_2296	lost	13	1	0	0	0	250402
stripe_2297	unchanged	7	1	0	0	0	250402
stripe_2300	lost	6	1	0	0	0	250402
stripe_2301	gained	10	1	0	0	0	250402
stripe_2303	unchanged	20	1	0	0	0	250402
stripe_2298	lost	7	1	0	0	0	250402
stripe_2299	gained	8	1	0	0	0	250402
stripe_2304	unchanged	12	0.75	0.25	0	0	250402
stripe_2307	unchanged	9	0.6667	0.3333	0	0	250402
stripe_2305	unchanged	11	0.7273	0.2727	0	0	250402
stripe_2306	unchanged	11	0.7273	0.2727	0	0	250402
stripe_2309	lost	6	0.8333	0.1667	0	0	250402
stripe_1123	gained	8	0.875	0.125	0	0	250402
stripe_2308	lost	6	1	0	0	0	250402
stripe_2311	unchanged	4	1	0	0	0	250402
stripe_2312	unchanged	5	1	0	0	0	250402
stripe_2310	unchanged	23	0.3478	0.2609	0.3043	0.087	250402
stripe_2319	unchanged	10	0.6	0.3	0	0.1	250402
stripe_2313	unchanged	6	1	0	0	0	250402
stripe_2315	gained	4	1	0	0	0	250402
stripe_2317	lost	6	1	0	0	0	250402
stripe_2318	unchanged	7	0.8571	0.1429	0	0	250402
stripe_2320	unchanged	12	0.5833	0.25	0.1667	0	250402
stripe_2314	lost	8	0.375	0.375	0.25	0	250402
stripe_2316	unchanged	3	1	0	0	0	250402
stripe_2321	unchanged	11	0.0909	0	0	0.9091	250402
stripe_2322	unchanged	4	0	0	0.5	0.5	250402
stripe_2323	gained	18	0.1111	0.1667	0.6111	0.1111	250402
stripe_2324	lost	6	0.6667	0	0.3333	0	250402
stripe_2325	unchanged	16	0.3125	0.3125	0.25	0.125	250402
stripe_2327	unchanged	15	0.5333	0.4667	0	0	250402
stripe_2326	unchanged	6	0.1667	0.8333	0	0	250402
stripe_2328	unchanged	11	0	0	0	1	250402
stripe_1131	gained	17	0.2353	0.1176	0.2941	0.3529	250402
stripe_2329	unchanged	4	0.5	0	0	0.5	250402
stripe_2332	lost	9	0.4444	0	0.3333	0.2222	250402
stripe_2331	unchanged	4	1	0	0	0	250402
stripe_2333	gained	7	0.5714	0	0.4286	0	250402
stripe_2334	unchanged	8	0.5	0.125	0.375	0	250402
stripe_2330	lost	7	0.2857	0.2857	0.4286	0	250402
stripe_2335	gained	8	0	0	0	1	250402
stripe_1144	gained	30	0.2667	0.2667	0.3333	0.1333	250402
stripe_1143	unchanged	28	0.2857	0.2857	0.3571	0.0714	250402
stripe_2336	unchanged	14	0.3571	0.3571	0.2857	0	250402
stripe_2343	unchanged	14	0.5714	0.4286	0	0	250402
stripe_2346	gained	33	0.2424	0.2424	0	0.5152	250402
stripe_2348	unchanged	19	0.4211	0.4211	0.1579	0	250402
stripe_2337	gained	18	0.4444	0.3333	0.2222	0	250402
stripe_2347	lost	15	0.5333	0.4	0.0667	0	250402
stripe_2338	gained	11	0.7273	0.2727	0	0	250402
stripe_2345	unchanged	13	0.6154	0.3846	0	0	250402
stripe_2339	unchanged	8	1	0	0	0	250402
stripe_2341	unchanged	27	0.8148	0.1852	0	0	250402
stripe_2342	unchanged	18	0.7222	0.2778	0	0	250402
stripe_2349	gained	15	0.5333	0.2	0.2667	0	250402
stripe_2340	unchanged	3	1	0	0	0	250402
stripe_2344	gained	26	0.2692	0.4231	0.3077	0	250402
stripe_2350	gained	15	0.1333	0.2667	0.2	0.4	250402
stripe_2351	unchanged	10	0	0.1	0.3	0.6	250402
stripe_1146	gained	12	0.1667	0.1667	0.1667	0.5	250402
stripe_2352	unchanged	37	0.2973	0.1351	0.2162	0.3514	250402
stripe_2353	lost	8	1	0	0	0	250402
stripe_2354	unchanged	7	1	0	0	0	250402
stripe_2355	gained	5	1	0	0	0	250402
stripe_2357	gained	7	1	0	0	0	250402
stripe_2358	unchanged	6	0.8333	0.1667	0	0	250402
stripe_2361	unchanged	16	0.25	0.25	0.5	0	250402
stripe_2356	unchanged	17	0.5294	0.1765	0.2353	0.0588	250402
stripe_1152	unchanged	28	0.2857	0.1071	0.3929	0.2143	250402
stripe_2359	unchanged	12	0	0.25	0.75	0	250402
stripe_2362	gained	11	0	0.2727	0.7273	0	250402
stripe_2360	lost	13	0.0769	0.2308	0.2308	0.4615	250402
stripe_2363	unchanged	15	0.5333	0.3333	0	0.1333	250402
stripe_2364	unchanged	36	0.5556	0.3056	0.1111	0.0278	250402
stripe_1167	gained	29	0.3793	0.5862	0	0.0345	250402
stripe_2365	lost	9	0.8889	0.1111	0	0	250402
stripe_2373	unchanged	11	0.7273	0.2727	0	0	250402
stripe_2374	gained	11	0.7273	0.2727	0	0	250402
stripe_2366	unchanged	7	1	0	0	0	250402
stripe_2367	gained	7	1	0	0	0	250402
stripe_2370	unchanged	5	1	0	0	0	250402
stripe_2372	lost	9	0.7778	0.2222	0	0	250402
stripe_2368	gained	4	1	0	0	0	250402
stripe_2369	gained	5	1	0	0	0	250402
stripe_2371	unchanged	9	0.4444	0.5556	0	0	250402
stripe_2375	unchanged	4	0.25	0.75	0	0	250402
stripe_2378	unchanged	10	0.3	0.7	0	0	250402
stripe_2379	lost	9	0.3333	0.6667	0	0	250402
stripe_2382	unchanged	11	0.2727	0.7273	0	0	250402
stripe_2376	gained	6	0.3333	0.6667	0	0	250402
stripe_2380	gained	8	0.25	0.75	0	0	250402
stripe_2383	gained	12	0.1667	0.8333	0	0	250402
stripe_2381	gained	8	0.25	0.75	0	0	250402
stripe_2377	unchanged	6	0	1	0	0	250402
stripe_2384	unchanged	13	0	0.3077	0	0.6923	250402
stripe_2391	gained	8	0	1	0	0	250402
stripe_2385	unchanged	15	0	1	0	0	250402
stripe_2387	gained	20	0.15	0.35	0.1	0.4	250402
stripe_1170	gained	24	0.3333	0.5833	0.0833	0	250402
stripe_2386	unchanged	3	0	1	0	0	250402
stripe_2394	unchanged	14	0	0.8571	0.1429	0	250402
stripe_2388	gained	12	0	0.9167	0.0833	0	250402
stripe_2389	gained	12	0	0.8333	0.1667	0	250402
stripe_2390	unchanged	14	0.2143	0.6429	0.1429	0	250402
stripe_2392	unchanged	12	0.1667	0.6667	0.1667	0	250402
stripe_1173	gained	19	0.4737	0.4211	0.1053	0	250402
stripe_2393	gained	6	0	1	0	0	250402
stripe_1174	lost	27	0.7407	0.1852	0.0741	0	250402
stripe_2395	lost	10	0.9	0	0.1	0	250402
stripe_2396	gained	3	0.6667	0	0.3333	0	250402
stripe_2397	unchanged	4	0.75	0	0.25	0	250402
stripe_2399	lost	5	0.8	0	0.2	0	250402
stripe_2400	gained	26	0.4615	0.2308	0.1923	0.1154	250402
stripe_2402	gained	7	0.8571	0	0.1429	0	250402
stripe_2404	unchanged	7	0.8571	0	0.1429	0	250402
stripe_2398	lost	7	1	0	0	0	250402
stripe_2401	unchanged	29	0.5517	0.3793	0	0.069	250402
stripe_2412	gained	13	0.8462	0.1538	0	0	250402
stripe_2403	gained	4	1	0	0	0	250402
stripe_2405	unchanged	5	0.8	0.2	0	0	250402
stripe_2411	lost	12	0.8333	0.1667	0	0	250402
stripe_1178	unchanged	13	0.8462	0.1538	0	0	250402
stripe_2414	lost	13	0.8462	0.1538	0	0	250402
stripe_2406	lost	19	0.4737	0.4211	0	0.1053	250402
stripe_2407	gained	3	0.3333	0.6667	0	0	250402
stripe_2413	unchanged	9	0.7778	0.2222	0	0	250402
stripe_2408	gained	3	1	0	0	0	250402
stripe_2409	gained	4	1	0	0	0	250402
stripe_2410	unchanged	5	1	0	0	0	250402
stripe_2417	gained	11	0.4545	0.3636	0.1818	0	250402
stripe_2415	unchanged	19	0.4211	0.1053	0.4737	0	250402
stripe_2416	gained	11	0.8182	0	0.1818	0	250402
stripe_2419	unchanged	5	0.6	0	0.4	0	250402
stripe_2426	unchanged	13	0.6923	0.0769	0.2308	0	250402
stripe_2418	gained	3	0.6667	0	0.3333	0	250402
stripe_2424	lost	7	1	0	0	0	250402
stripe_2431	lost	12	0.6667	0.25	0.0833	0	250402
stripe_2420	lost	26	0.5	0	0.5	0	250402
stripe_2421	unchanged	4	1	0	0	0	250402
stripe_2423	gained	12	0.4167	0	0.25	0.3333	250402
stripe_2425	unchanged	26	0.2308	0.1154	0.1923	0.4615	250402
stripe_2422	lost	15	0.7333	0.2	0.0667	0	250402
stripe_2427	unchanged	11	0.6364	0.3636	0	0	250402
stripe_2428	gained	10	0.7	0.3	0	0	250402
stripe_2429	lost	13	0.6154	0.3846	0	0	250402
stripe_2433	unchanged	9	0.7778	0.2222	0	0	250402
stripe_2430	unchanged	9	0.7778	0.2222	0	0	250402
stripe_2432	lost	5	1	0	0	0	250402
stripe_2438	gained	10	0.7	0.3	0	0	250402
stripe_2441	unchanged	15	0.4667	0.4	0.1333	0	250402
stripe_2437	unchanged	8	0.625	0.375	0	0	250402
stripe_2434	unchanged	11	0.4545	0.4545	0.0909	0	250402
stripe_2439	unchanged	8	0.625	0.375	0	0	250402
stripe_2435	unchanged	6	0.8333	0.1667	0	0	250402
stripe_2440	lost	27	0.7407	0.1111	0.1111	0.037	250402
stripe_2436	unchanged	4	1	0	0	0	250402
stripe_2443	unchanged	15	0.2667	0.4	0.3333	0	250402
stripe_2444	gained	19	0.1579	0.3158	0.4737	0.0526	250402
stripe_2442	unchanged	8	0	0.75	0.25	0	250402
stripe_2446	unchanged	6	0.3333	0	0.3333	0.3333	250402
stripe_2445	gained	5	0.4	0	0.4	0.2	250402
stripe_2447	gained	14	0	0	0.1429	0.8571	250402
stripe_1200	gained	22	0	0	0.0909	0.9091	250402
stripe_2449	unchanged	14	0.1429	0.2143	0.3571	0.2857	250402
stripe_2448	gained	8	0.25	0.375	0.375	0	250402
stripe_2451	unchanged	5	0.4	0.4	0	0.2	250402
