loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status	anchor1_is_polycomb	anchor2_is_polycomb	polycomb_anchor_count	polycomb_status	is_polycomb_anchored
loop_2855	chr9	9575000	9600000	chr9	16200000	16225000	chr9:9575000-9600000_chr9:16200000-16225000	TRUE	-1.00175099495454	1.15163298936603	49.8602785568167	6.32890645178352e-6	3.301714419526e-4	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr9	9575000	9600000	9587500	25000	chr9	16200000	16225000	16212500	25000	6625000	>1Mb	TRUE	1811	294430	13335	276284	102466147	270120	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3030	chr13	22000000	22025000	chr13	40700000	40725000	chr13:22000000-22025000_chr13:40700000-40725000	TRUE	-0.901986185500437	0.360158987235372	30.4340776334857	8.16018199229597e-5	0.001679630598172	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	22000000	22025000	22012500	25000	chr13	40700000	40725000	40712500	25000	18700000	>1Mb	TRUE	16260	0	2043	2807	54373	102633805	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3392	chr1	42675000	42700000	chr1	56950000	56975000	chr1:42675000-42700000_chr1:56950000-56975000	TRUE	-0.550734280235964	1.15455398362357	12.1430181939698	0.0037429272014466	0.022110694774141	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	42675000	42700000	42687500	25000	chr1	56950000	56975000	56962500	25000	14275000	>1Mb	TRUE	18070	0	14412	0	66297	329160	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3394	chr1	78175000	78200000	chr1	138825000	138850000	chr1:78175000-78200000_chr1:138825000-138850000	TRUE	-0.954596110682182	0.411964675371027	19.1661525979667	6.602908212202e-4	0.0067511840457392	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	78175000	78200000	78187500	25000	chr1	138825000	138850000	138837500	25000	60650000	>1Mb	TRUE	6744	0	5836	0	18505	16876	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3559	chr2	73250000	73275000	chr2	74650000	74675000	chr2:73250000-73275000_chr2:74650000-74675000	FALSE	-0.734691611079948	3.47919685226082	53.6796700566149	4.21224927276905e-6	2.61955672762e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	73250000	73275000	73262500	25000	chr2	74650000	74675000	74662500	25000	1400000	>1Mb	TRUE	14910	0	5327	0	381373	15433	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3770	chr3	66950000	66975000	chr3	99225000	99250000	chr3:66950000-66975000_chr3:99225000-99250000	TRUE	-0.850380542318386	1.21220294861292	21.3699183886868	4.154582811385e-4	0.004935794184554	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66950000	66975000	66962500	25000	chr3	99225000	99250000	99237500	25000	32275000	>1Mb	TRUE	18660	6389	8544	0	66880	21384	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3778	chr3	66975000	67000000	chr3	127625000	127650000	chr3:66975000-67000000_chr3:127625000-127650000	FALSE	-0.521756485722905	0.924354942687083	10.7108247770322	0.0056840482957356	0.029897694554668	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66975000	67000000	66987500	25000	chr3	127625000	127650000	127637500	25000	60650000	>1Mb	TRUE	18660	0	3528	0	66880	11924	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3779	chr3	66950000	66975000	chr3	154325000	154350000	chr3:66950000-66975000_chr3:154325000-154350000	FALSE	-0.64130289279998	0.667258504798127	13.0686509397136	0.0028964466529589	0.0185441678678768	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66950000	66975000	66962500	25000	chr3	154325000	154350000	154337500	25000	87375000	>1Mb	TRUE	18660	6389	24517	0	66880	99686	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3983	chr6	49200000	49225000	chr6	52300000	52325000	chr6:49200000-49225000_chr6:52300000-52325000	FALSE	-0.861495676166254	3.73584667350494	101.832090773576	9.97807382170864e-8	2.99312867375313e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52300000	52325000	52312500	25000	3100000	>1Mb	TRUE	4591	0	20625	0	140488	70593	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_4048	chr6	51175000	51200000	chr6	83700000	83725000	chr6:51175000-51200000_chr6:83700000-83725000	TRUE	-0.804122388956852	0.505523819862557	21.1105955746606	4.380892165344e-4	0.005118066345286	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	51175000	51200000	51187500	25000	chr6	83700000	83725000	83712500	25000	32525000	>1Mb	TRUE	15212	69909	17044	0	387166	574519	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_7825	chr6	49200000	49225000	chr6	52250000	52275000	chr6:49200000-49225000_chr6:52250000-52275000	TRUE	-0.857695404815254	4.09024533628235	125.863779440597	2.70158745484354e-8	1.43403072388299e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52250000	52275000	52262500	25000	3050000	>1Mb	TRUE	4591	0	23951	0	140488	791364	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_8379	chr8	48200000	48225000	chr8	49825000	49850000	chr8:48200000-48225000_chr8:49825000-49850000	FALSE	-0.346484974726674	3.53678105970817	15.7675145637497	0.0014448940735249	0.01145470241421	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48200000	48225000	48212500	25000	chr8	49825000	49850000	49837500	25000	1625000	>1Mb	TRUE	14198	100907	177	518111	320685	100039954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_9163	chr9	55525000	55550000	chr9	74850000	74875000	chr9:55525000-55550000_chr9:74850000-74875000	FALSE	-0.796778667671369	1.84309190988844	26.9575283427133	1.455452206926e-4	0.0024495308677305	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr9	55525000	55550000	55537500	25000	chr9	74850000	74875000	74862500	25000	19325000	>1Mb	TRUE	2330	0	5289	0	104360	15379	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_9615	chr11	96000000	96025000	chr11	96275000	96300000	chr11:96000000-96025000_chr11:96275000-96300000	TRUE	-0.395803736661738	5.03210449703486	43.8042048877244	1.27336025949743e-5	5.191580106541e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr11	96000000	96025000	96012500	25000	chr11	96275000	96300000	96287500	25000	275000	100-500kb	TRUE	4944	0	5314	0	14607	15416	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_10419	chr12	103975000	104000000	chr12	104925000	104950000	chr12:103975000-104000000_chr12:104925000-104950000	TRUE	-0.502553547030893	3.56274059433609	61.2730641567267	2.00271346157518e-6	1.753276789236e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	103975000	104000000	103987500	25000	chr12	104925000	104950000	104937500	25000	950000	500kb-1Mb	TRUE	14812	0	8373	59808	380780	212073	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_10797	chr15	68925000	68950000	chr15	71225000	71250000	chr15:68925000-68950000_chr15:71225000-71250000	FALSE	-0.310507931060255	3.568798812583	13.1578989520334	0.0028268711549862	0.0181911220507931	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr15	68925000	68950000	68937500	25000	chr15	71225000	71250000	71237500	25000	2300000	>1Mb	TRUE	4558	0	20537	477837	13992	70363	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_13348	chr2	73250000	73275000	chr2	74675000	74700000	chr2:73250000-73275000_chr2:74675000-74700000	FALSE	-0.761359534679501	3.59979953642418	49.665232977021	6.46461033320074e-6	3.338357508269e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	73250000	73275000	73262500	25000	chr2	74675000	74700000	74687500	25000	1425000	>1Mb	TRUE	14910	0	5331	0	381373	15438	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_13349	chr2	71525000	71550000	chr2	74650000	74675000	chr2:71525000-71550000_chr2:74650000-74675000	TRUE	-0.873572622611947	2.85914980999778	78.8757154615973	4.62905552137136e-7	7.61479633265589e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	71525000	71550000	71537500	25000	chr2	74650000	74675000	74662500	25000	3125000	>1Mb	TRUE	4326	0	5327	0	13392	15433	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_15295	chr6	51175000	51200000	chr6	52200000	52225000	chr6:51175000-51200000_chr6:52200000-52225000	TRUE	-0.48080505451584	5.63487189325831	85.8410661897387	2.79934103993726e-7	5.65356025075646e-5	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	51175000	51200000	51187500	25000	chr6	52200000	52225000	52212500	25000	1025000	>1Mb	TRUE	15212	69909	5305	0	387166	15404	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_15525	chr6	49200000	49225000	chr6	51150000	51175000	chr6:49200000-49225000_chr6:51150000-51175000	FALSE	-0.6421898607053	3.83636154762987	74.9097082822653	6.27186599711275e-7	9.20385054741769e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	51150000	51175000	51162500	25000	1950000	>1Mb	TRUE	4591	0	15212	94909	140488	387166	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_16103	chr7	143425000	143450000	chr7	144250000	144275000	chr7:143425000-143450000_chr7:144250000-144275000	FALSE	-0.601033002090537	2.92103577666112	44.6313942239691	1.1523867301883e-5	4.876843261904e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr7	143425000	143450000	143437500	25000	chr7	144250000	144275000	144262500	25000	825000	500kb-1Mb	TRUE	3910	11049	4195	196008	12577	13043	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_16141	chr7	134325000	134350000	chr7	143425000	143450000	chr7:134325000-134350000_chr7:143425000-143450000	FALSE	-0.824200362858701	1.41909904416481	27.8236751153854	1.254075582447e-4	0.0022166926976397	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr7	134325000	134350000	134337500	25000	chr7	143425000	143450000	143437500	25000	9100000	>1Mb	TRUE	3214	92853	3910	11049	11489	12577	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_16145	chr7	67925000	67950000	chr7	70350000	70375000	chr7:67925000-67950000_chr7:70350000-70375000	TRUE	-0.405907589083123	1.47118971365216	11.7307911918433	0.0042096107604763	0.0241065806547433	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr7	67925000	67950000	67937500	25000	chr7	70350000	70375000	70362500	25000	2425000	>1Mb	TRUE	5455	2826	15656	0	16001	434198	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_16772	chr14	63250000	63275000	chr14	104450000	104475000	chr14:63250000-63275000_chr14:104450000-104475000	FALSE	-0.933476476759259	0.365041388624082	18.5572628193363	7.548118784279e-4	0.0073844857055985	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr14	63250000	63275000	63262500	25000	chr14	104450000	104475000	104462500	25000	41200000	>1Mb	TRUE	4884	0	6988	0	14463	18996	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_16862	chr9	74850000	74875000	chr9	87725000	87750000	chr9:74850000-74875000_chr9:87725000-87750000	FALSE	-0.764695540079103	1.09036697353503	24.6847880205006	2.187150502774e-4	0.0031595960308496	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr9	74850000	74875000	74862500	25000	chr9	87725000	87750000	87737500	25000	12875000	>1Mb	TRUE	5289	0	23199	0	15379	76365	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17041	chr13	22000000	22025000	chr13	48650000	48675000	chr13:22000000-22025000_chr13:48650000-48675000	TRUE	-0.908837786569824	-0.0601365401119792	12.0612019155542	0.0038319826098025	0.0224676002514379	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	22000000	22025000	22012500	25000	chr13	48650000	48675000	48662500	25000	26650000	>1Mb	TRUE	16260	0	3585	0	54373	12022	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17042	chr13	40700000	40725000	chr13	48650000	48675000	chr13:40700000-40725000_chr13:48650000-48675000	TRUE	-0.916649955450003	0.63434596436708	21.2362266684327	4.269752671988e-4	0.0050227459632773	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	40700000	40725000	40712500	25000	chr13	48650000	48675000	48662500	25000	7950000	>1Mb	TRUE	2043	2807	3585	0	102633805	12022	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17457	chr1	56975000	57000000	chr1	63250000	63275000	chr1:56975000-57000000_chr1:63250000-63275000	TRUE	-0.649556862662934	2.29814875369869	34.3339216700962	4.494846870585e-5	0.0011375420157095	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	56975000	57000000	56987500	25000	chr1	63250000	63275000	63262500	25000	6275000	>1Mb	TRUE	8423	0	11441	35456	212712	241070	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17529	chr18	53450000	53475000	chr18	64325000	64350000	chr18:53450000-53475000_chr18:64325000-64350000	FALSE	-0.841739815728663	1.33294604267203	31.3453774076132	7.0630529024366e-5	0.0015356718429821	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr18	53450000	53475000	53462500	25000	chr18	64325000	64350000	64337500	25000	10875000	>1Mb	TRUE	9739	0	21999	0	225518	73588	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17530	chr18	11050000	11075000	chr18	64325000	64350000	chr18:11050000-11075000_chr18:64325000-64350000	FALSE	-1.13832226024143	0.782909206147309	18.7196144242844	7.280727535905e-4	0.0072023414295539	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr18	11050000	11075000	11062500	25000	chr18	64325000	64350000	64337500	25000	53275000	>1Mb	TRUE	19682	0	21999	0	68434	73588	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17676	chr2	73775000	73800000	chr2	74675000	74700000	chr2:73775000-73800000_chr2:74675000-74700000	TRUE	-0.471136177665342	4.39921082874165	38.9850980733958	2.34980902927661e-5	7.451482034899e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	73775000	73800000	73787500	25000	chr2	74675000	74700000	74687500	25000	900000	500kb-1Mb	TRUE	2779	0	5331	0	108699	15438	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17879	chr3	30500000	30525000	chr3	66950000	66975000	chr3:30500000-30525000_chr3:66950000-66975000	FALSE	-0.644554923281058	1.42951586411037	23.2892313660362	2.844219572479e-4	0.0037648533964592	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	66950000	66975000	66962500	25000	36450000	>1Mb	TRUE	4569	23007	18660	6389	14013	66880	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17880	chr3	129200000	129225000	chr3	154325000	154350000	chr3:129200000-129225000_chr3:154325000-154350000	TRUE	-0.779559016447666	1.27096289929819	32.4117696029481	5.9905717652742e-5	0.0013838695681547	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	129200000	129225000	129212500	25000	chr3	154325000	154350000	154337500	25000	25125000	>1Mb	TRUE	6882	121	24517	0	18741	99686	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_17997	chr4	89275000	89300000	chr4	99650000	99675000	chr4:89275000-89300000_chr4:99650000-99675000	FALSE	-0.823188920724708	2.34394464410756	50.3364196098702	6.00665091353293e-6	3.208074576402e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr4	89275000	89300000	89287500	25000	chr4	99650000	99675000	99662500	25000	10375000	>1Mb	TRUE	3911	0	5240	0	12578	15221	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_18145	chr6	49200000	49225000	chr6	52200000	52225000	chr6:49200000-49225000_chr6:52200000-52225000	TRUE	-0.859121441803188	4.19332085558291	149.155916948776	9.30602127710877e-9	9.86272837525858e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52200000	52225000	52212500	25000	3000000	>1Mb	TRUE	4591	0	5305	0	140488	15404	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_18996	chr2	71525000	71550000	chr2	73250000	73275000	chr2:71525000-71550000_chr2:73250000-73275000	FALSE	-0.358328843377322	4.0094455440496	28.3253007242453	1.152006212862e-4	0.0021037262963262	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	71525000	71550000	71537500	25000	chr2	73250000	73275000	73262500	25000	1725000	>1Mb	TRUE	4326	0	14910	0	13392	381373	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_19157	chr3	66975000	67000000	chr3	129200000	129225000	chr3:66975000-67000000_chr3:129200000-129225000	FALSE	-0.615732431751434	1.66014469876395	31.1292594819191	7.30597340076128e-5	0.0015687078466182	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66975000	67000000	66987500	25000	chr3	129200000	129225000	129212500	25000	62225000	>1Mb	TRUE	18660	0	6882	121	66880	18741	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_19159	chr3	30500000	30525000	chr3	129200000	129225000	chr3:30500000-30525000_chr3:129200000-129225000	FALSE	-0.577500823796372	0.812066573461273	13.3765888444038	0.0026653085218015	0.0174869614756219	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	129200000	129225000	129212500	25000	98700000	>1Mb	TRUE	4569	23007	6882	121	14013	18741	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_19349	chr6	49200000	49225000	chr6	83700000	83725000	chr6:49200000-49225000_chr6:83700000-83725000	FALSE	-1.12123236952452	1.05089393449347	24.47934950313	2.272044590155e-4	0.003245459772408	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	83700000	83725000	83712500	25000	34500000	>1Mb	TRUE	4591	0	17044	0	140488	574519	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
