loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss_ext	anchor2_distance_to_tss_ext	anchor1_type_extended	anchor2_type_extended	loop_type_extended	ctcf_anchor_count
loop_1325	chr8	57325000	57350000	chr8	89025000	89050000	-1.79635431192262	-0.0905498754111606	0.0022367399412622	1.21931601578412e-6	TRUE	25	1	31700000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_1446	chr9	40850000	40875000	chr9	74850000	74875000	-0.70073650896796	1.29063508117404	0.0155236594351187	5.96723174318761e-5	TRUE	25	1	34000000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_1512	chr11	95125000	95150000	chr11	96300000	96325000	-0.478277577110739	3.12613401093213	0.0141387214545522	4.37814727524125e-5	TRUE	25	1	1175000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_1516	chr11	85875000	85900000	chr11	96325000	96350000	-0.680888985246812	3.15394036069866	0.0022367399412622	1.53706715665371e-6	TRUE	25	1	10450000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	1630	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_2061	chr2	70550000	70575000	chr2	74675000	74700000	-0.81435560868903	1.98493047535247	0.0081050498653018	1.25292839188493e-5	TRUE	25	1	4125000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_2070	chr2	148025000	148050000	chr2	172550000	172575000	-0.783590382483065	1.17829359545733	0.0139417069502811	3.94947112579558e-5	TRUE	25	1	24525000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	406	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_2167	chr3	96325000	96350000	chr3	127625000	127650000	-0.775689703733717	1.55482274101687	0.0203861789965565	1.004390484403e-4	TRUE	25	1	31300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_2250	chr4	13125000	13150000	chr4	14425000	14450000	-0.469375079554381	3.66793863033834	0.0139417069502811	4.01849324343725e-5	TRUE	25	1	1300000	Active_Enhancer-Other	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	218161	171804	Active_Enhancer	CTCF_Site	Active_Enhancer-CTCF_Site	1
loop_2329	chr5	75175000	75200000	chr5	76675000	76700000	-0.558153256743829	2.80443432089231	0.0123851974764148	2.8867021608704e-5	TRUE	25	1	1500000	Polycomb-Other	down_in_mutant	moderate_differential	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	17316	CTCF_Site	Polycomb	Polycomb-CTCF_Site	1
loop_2330	chr5	32925000	32950000	chr5	34825000	34850000	0.377730818414886	3.81994321629036	0.0223169101301851	1.19329548937e-4	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	61298	63259	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_2586	chr8	89025000	89050000	chr8	91800000	91825000	-0.747824757412843	1.67968768609482	0.0244189885990721	1.448241827251e-4	TRUE	25	1	2775000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	0
loop_2588	chr8	78425000	78450000	chr8	89025000	89050000	-1.35315780232522	-0.0991255449176752	0.0159162927948547	6.29342242853099e-5	TRUE	25	1	10600000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_2729	chr11	85825000	85850000	chr11	96300000	96325000	-0.739012623139261	2.90711807697635	0.0022367399412622	1.347433712306e-6	TRUE	25	1	10475000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_3100	chr19	43600000	43625000	chr19	59150000	59175000	-0.616306378294882	1.7380838049654	0.0141387214545522	4.32379742503218e-5	TRUE	25	1	15550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_3102	chr19	25600000	25625000	chr19	59175000	59200000	-0.890281662427113	1.47592263839062	0.0105621375536239	2.21050155283667e-5	TRUE	25	1	33575000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4943	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb	2
loop_3208	chr2	147350000	147375000	chr2	172550000	172575000	-0.762544348724794	1.15677593572301	0.0244189885990721	1.461762999393e-4	TRUE	25	1	25200000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	406	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_3291	chr3	35825000	35850000	chr3	36975000	37000000	0.407124621294818	4.08687345041073	0.0244189885990721	1.447933470984e-4	TRUE	25	1	1150000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	70865	63526	CTCF_Site	Other	CTCF_Site-Other	1
loop_3471	chr6	42200000	42225000	chr6	42850000	42875000	-0.330340115478846	4.33754246080964	0.0203861789965565	9.64621321379212e-5	TRUE	25	1	650000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	15615	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_3596	chr10	108450000	108475000	chr10	109000000	109025000	-0.315074710081474	4.23362401589506	0.0203861789965565	1.041543316672e-4	TRUE	25	1	550000	Active_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	32748	0	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer	1
loop_3664	chr8	48200000	48225000	chr8	50150000	50175000	-0.53381622452861	3.31428365304621	0.0081050498653018	1.27419677745205e-5	TRUE	25	1	1950000	Polycomb-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	100907	193111	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer	1
loop_3726	chr14	6875000	6900000	chr14	7725000	7750000	0.340584929654899	5.05010826238916	0.019455386982868	8.45512052685993e-5	TRUE	25	1	850000	Bivalent_Promoter-Other	up_in_mutant	weak_differential	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	127448	67956	Bivalent_Promoter	CTCF_Site	Bivalent_Promoter-CTCF_Site	2
loop_3951	chr12	51400000	51425000	chr12	55675000	55700000	0.328589988286789	3.72684604199696	0.0295775368310501	2.037940489699e-4	TRUE	25	1	4275000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	22419	75572	CTCF_Site	Other	CTCF_Site-Other	1
loop_4540	chr4	32750000	32775000	chr4	34625000	34650000	0.432076375592215	3.77560584234281	0.0239805708872319	1.382330083061e-4	TRUE	25	1	1875000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	25252	10042	Other	CTCF_Site	CTCF_Site-Other	1
loop_4819	chr8	34200000	34225000	chr8	34375000	34400000	0.328223450544882	6.31691096336748	0.0105621375536239	2.25071892450479e-5	TRUE	25	1	175000	Polycomb-Polycomb	up_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	33287	208287	Polycomb	Polycomb	Polycomb-Polycomb	2
loop_4884	chr8	38650000	38675000	chr8	39000000	39025000	0.366895361704927	5.2858155392785	0.0198980828799264	8.910579728041e-5	TRUE	25	1	350000	Active_Promoter-Other	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	0	Other	Active_Promoter	Active_Promoter-Other	1
loop_4888	chr8	71275000	71300000	chr8	71725000	71750000	0.484837454264023	4.31275689480442	0.0081050498653018	1.25705469848159e-5	TRUE	25	1	450000	Active_Promoter-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	2065	0	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer	2
loop_4905	chr8	48550000	48575000	chr8	49800000	49825000	-0.659836959076838	4.48989406105401	0.0014165462047666	4.36629762086148e-7	TRUE	25	1	1250000	Bivalent_Promoter-Other	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	268950	543111	Bivalent_Promoter	Other	Bivalent_Promoter-Other	0
loop_4911	chr8	48675000	48700000	chr8	49825000	49850000	-0.489783378570363	4.64772722334235	0.0163097242074147	6.52668683446635e-5	TRUE	25	1	1150000	Polycomb-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	143950	518111	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer	2
loop_4914	chr8	70900000	70925000	chr8	71775000	71800000	0.553248237312558	3.56438042070752	0.0041446268755018	3.75150829567604e-6	TRUE	25	1	875000	Active_Promoter-Other	up_in_mutant	moderate_differential	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	49283	Active_Promoter	CTCF_Site	Active_Promoter-CTCF_Site	2
loop_4918	chr8	49800000	49825000	chr8	57300000	57325000	1.75692245774895	1.66394932200179	7.59372960282e-4	7.44815454412946e-8	TRUE	25	1	7500000	Repressed_Promoter-Other	up_in_mutant	strong_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	543111	0	Other	Repressed_Promoter	Repressed_Promoter-Other	1
loop_4921	chr8	36325000	36350000	chr8	112000000	112025000	2.08939701644879	-0.850191346535324	0.008891949712806	1.44026625808873e-5	TRUE	25	1	75675000	Active_Promoter-Active_Enhancer	up_in_mutant	strong_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	75483	0	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer	2
loop_5278	chr11	84275000	84300000	chr11	86225000	86250000	0.433060164641467	4.04739429825929	0.0218085818230721	1.142844076288e-4	TRUE	25	1	1950000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	107523	7574	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_5289	chr11	84250000	84275000	chr11	86500000	86525000	0.480356576808429	3.60046884664715	0.014939203019758	5.55122593273844e-5	TRUE	25	1	2250000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	82523	15342	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_5346	chr13	94450000	94475000	chr13	94925000	94950000	0.373433763038163	5.19381207562145	0.0105621375536239	2.09691587442101e-5	TRUE	25	1	475000	Polycomb-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	91039	26343	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer	2
loop_5394	chr13	25725000	25750000	chr13	29825000	29850000	0.430036531752292	3.17767648227701	0.0141387214545522	4.31079279776964e-5	TRUE	25	1	4100000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	236292	5673	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer	1
loop_5406	chr13	59775000	59800000	chr13	100050000	100075000	0.755230892503434	1.29073704436998	0.0130435399402478	3.11951890889894e-5	TRUE	25	1	40275000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5189	29069	CTCF_Site	Other	CTCF_Site-Other	1
loop_5774	chr17	15050000	15075000	chr17	15725000	15750000	-0.425636025829636	4.22201553635438	0.0141657350120946	4.52148180558494e-5	TRUE	25	1	675000	Polycomb-Other	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8462	20032	Polycomb	Other	Polycomb-Other	1
loop_6044	chr18	30325000	30350000	chr18	32075000	32100000	0.442915050609512	3.39125698310845	0.0146260318761259	5.09961768894879e-5	TRUE	25	1	1750000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	52252	7258	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_6398	chr3	100750000	100775000	chr3	101450000	101475000	0.521955395219656	2.91157023574492	0.0143777093235225	4.85821194748286e-5	TRUE	25	1	700000	Active_Enhancer-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	50458	72916	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site	2
loop_6571	chr4	32700000	32725000	chr4	34625000	34650000	0.51187748945053	4.09474933492305	0.0047018693821115	5.15187441229887e-6	TRUE	25	1	1925000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	42880	10042	Other	CTCF_Site	CTCF_Site-Other	1
loop_6585	chr4	32700000	32725000	chr4	41000000	41025000	0.447916852652472	3.07944859449395	0.0146260318761259	5.15614481841415e-5	TRUE	25	1	8300000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	42880	6304	Other	CTCF_Site	CTCF_Site-Other	1
loop_6730	chr5	29600000	29625000	chr5	32900000	32925000	0.44794949136839	2.82285185434334	0.026010995469866	1.610894864981e-4	TRUE	25	1	3300000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	30757	36298	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_6807	chr6	18900000	18925000	chr6	19200000	19225000	-0.317092296350967	4.81695414691846	0.0138631412524675	3.63237944302658e-5	TRUE	25	1	300000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	33681	53842	CTCF_Site	Other	CTCF_Site-Other	1
loop_7111	chr10	45675000	45700000	chr10	46225000	46250000	0.445828335103364	3.83180618254359	0.0132232129786777	3.27572328565214e-5	TRUE	25	1	550000	Poised_Enhancer-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	97170	417295	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site	2
loop_7202	chr8	49650000	49675000	chr8	57300000	57325000	2.34333028913408	2.06408319942258	1.58542358000681e-5	7.55287304085948e-10	TRUE	25	1	7650000	Repressed_Promoter-Polycomb	up_in_mutant	strong_differential	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	693111	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb	2
loop_7417	chr11	84300000	84325000	chr11	87025000	87050000	0.469651237875856	3.10781045395617	0.014939203019758	5.44172438854407e-5	TRUE	25	1	2725000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	132523	24061	Other	CTCF_Site	CTCF_Site-Other	1
loop_7483	chr13	12400000	12425000	chr13	100625000	100650000	0.65226215155329	1.4486613684746	0.021574178227729002	1.12028270536e-4	TRUE	25	1	88225000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4972	978	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_7853	chr18	31675000	31700000	chr18	36600000	36625000	0.620633129979945	2.73284795499864	0.0119712780562376	2.68043479892891e-5	TRUE	25	1	4925000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	40628	39059	CTCF_Site	Other	CTCF_Site-Other	1
loop_8041	chr3	100750000	100775000	chr3	101425000	101450000	0.54194912428281	3.00276640186335	0.0138631412524675	3.59846540677544e-5	TRUE	25	1	675000	Active_Enhancer-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	50458	47916	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site	2
loop_8063	chr3	66950000	66975000	chr3	129200000	129225000	-0.531668368761095	2.0632054020486	0.0203861789965565	9.59927009057598e-5	TRUE	25	1	62250000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	6389	121	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb	0
loop_8150	chr4	32725000	32750000	chr4	34625000	34650000	0.45895623897176	3.98915209927405	0.0143777093235225	4.86311925096516e-5	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	50252	10042	Other	CTCF_Site	CTCF_Site-Other	1
loop_8498	chr8	71125000	71150000	chr8	71825000	71850000	0.612032596922294	5.89069387379917	7.59372960282e-4	1.44704484832937e-7	TRUE	25	1	700000	Poised_Enhancer-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	39241	32018	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site	1
loop_8561	chr8	34875000	34900000	chr8	35450000	35475000	0.341771745888228	5.80607026315756	0.0063499926113771	7.86526644256131e-6	TRUE	25	1	575000	Active_Enhancer-Active_Enhancer	up_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	65689	21195	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer	2
loop_8779	chr8	48200000	48225000	chr8	49825000	49850000	-0.694673289419943	4.1864471867325	7.59372960282e-4	1.21067693344344e-7	TRUE	25	1	1625000	Polycomb-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	100907	518111	Polycomb	Polycomb	Polycomb-Polycomb	2
loop_8812	chr8	37125000	37150000	chr8	39050000	39075000	0.310247061428104	4.89708219328019	0.0264750841369715	1.652249069574e-4	TRUE	25	1	1925000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100761	44154	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_8828	chr8	80475000	80500000	chr8	81000000	81025000	-0.397021525918184	3.6889130848426	0.0203861789965565	9.33489537347818e-5	TRUE	25	1	525000	Active_Promoter-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site	1
loop_8834	chr8	89025000	89050000	chr8	92350000	92375000	-0.754770939390441	1.99342806466595	0.0105621375536239	2.11184763986e-5	TRUE	25	1	3325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_8841	chr8	36200000	36225000	chr8	37050000	37075000	0.526177264790519	3.5034953204812598	0.0105621375536239	2.24924690914204e-5	TRUE	25	1	850000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	24515	25761	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_8845	chr8	12375000	12400000	chr8	89025000	89050000	-1.23338733335528	0.770993949407206	0.0020581611589264	9.80496955326782e-7	TRUE	25	1	76650000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_8846	chr8	57325000	57350000	chr8	108225000	108250000	-0.699352595907757	1.17079790698638	0.0223169101301851	1.187446119063e-4	TRUE	25	1	50900000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	282355	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb	2
loop_8847	chr8	12375000	12400000	chr8	57325000	57350000	-0.960055279119097	0.55197375372104	0.0265233094967848	1.680529828532e-4	TRUE	25	1	44950000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_9644	chr9	69750000	69775000	chr9	74850000	74875000	-0.595063304934702	2.39066769052853	0.0295775368310501	2.071315284724e-4	TRUE	25	1	5100000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
